reward_terms/time,reward_terms/height,curriculum/ctrl_drop_prob,curriculum/sprint_dist_m,reward_terms/action_rate,reward_terms/fwd_speed,reward_terms/angmom,time/iterations,reward_terms/coef_rate,reward_terms/stance_time,reward_terms/overrun,reward_terms/vz,rollout/ep_len_mean,reward_terms/foot_slip,time/time_elapsed,curriculum/eff_scale,reward_terms/phase_contact,reward_terms/assist_pen,curriculum/ent_coef,reward_terms/lat_vel,reward_terms/stance,curriculum/ctrl_jitter_ms,time/total_timesteps,reward_terms/ang_xy,rollout/ep_rew_mean,reward_terms/residual,reward_terms/foot_ahead,reward_terms/residual_rate,reward_terms/motor_vel,reward_terms/air_time,reward_terms/step_rate,reward_terms/hip_roll,reward_terms/alive,reward_terms/torque,reward_terms/energy,curriculum/stance_ratio,time/fps,reward_terms/stop,reward_terms/clearance,reward_terms/upright,train/entropy_loss,train/clip_fraction,train/explained_variance,train/approx_kl,train/value_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_range
-0.5,-0.04968746304322919,0.0,25.1152,-0.07106004490336622,-1.022753479764453,-0.2904286652128062,11,-0.5417439526485381,0.0,0.0,-0.28961347168340634,96.45,-0.6461285417071595,47,0.000768,-0.4025395062643782,0.0,0.01,-1.4718442759606795e-07,0.0,0.0,202752,-0.731905472007378,-123.96400881,-0.09558594661506417,0.0,0.0,-1.2706983150262048e-05,0.00014160119462758303,0.0,-0.08749698788461992,0.0,-0.0004153939900977999,-5.704888418131334e-05,0.6498233600000001,4249,0.0,0.06514679074218394,-0.71494194834159,-34.07172451019287,0.21656494140625,0.1643977165222168,0.017129356,71.38396835327148,21.455795288085938,16521,-0.008729594870237634,1.0015822649002075,0.00029990784,0.2
-0.5,-0.049949809987663414,0.0,25.12672,-0.07024997476546362,-1.0032680923778055,-0.2885945269247715,12,-0.5126379657821075,0.0,0.0,-0.2887651297697318,95.83,-0.6411979513120137,51,0.0008448,-0.40622471045650455,0.0,0.01,-1.4276194750712255e-07,0.0,0.0,221184,-0.7391371149931968,-123.83561921999998,-0.09560383282871769,0.0,0.0,-1.4012670450000328e-05,0.00016221741680055857,0.0,-0.09364994822358472,0.0,-0.00045873530396838523,-6.207670280236777e-05,0.649805696,4258,0.0,0.06433996602410602,-0.6939423089250989,-34.07340698242187,0.20125732421875,0.1764577031135559,0.014078979,146.90545463562012,48.90373229980469,16525,-0.00470651660580188,1.0017483234405518,0.000299898624,0.2
-0.5,-0.04578377619225249,0.0,25.13824,-0.07187545904369724,-0.981827065158423,-0.2922014937903872,13,-0.5545820628423306,0.0,0.0,-0.27722090729513355,97.96,-0.6514538040564866,56,0.0009216,-0.3710649482145928,0.0,0.01,-1.5091845790983043e-07,0.0,0.0,239616,-0.7723664606778453,-124.33435343000001,-0.09598838948525625,0.0,0.0,-1.6412194906312367e-05,0.00016872780785585442,0.0,-0.08416963631042361,0.0,-0.0005209980977536334,-7.2520951046382e-05,0.649788032,4266,0.0,0.06773546544871328,-0.6697389558995197,-34.077911376953125,0.1677001953125,0.026913225650787354,0.021497762,34.215997791290285,8.90561580657959,16529,-0.014591363188810647,1.0024534463882446,0.00029988940799999996,0.2
-0.5,-0.041122109707072835,0.0,25.14976,-0.07166436900979084,-0.9302495107078469,-0.3084044017120606,14,-0.5798586658551452,0.0,0.0,-0.2517658017426252,98.94,-0.6710144965779914,60,0.0009984,-0.36005533028392733,0.0,0.01,-1.472829630410739e-07,0.0,0.0,258048,-0.790776073929298,-124.58128458999998,-0.09555970456011041,0.0,0.0,-1.8244080019153725e-05,0.00024034230348964533,0.0,-0.07774855861316537,0.0,-0.0005665077147558807,-8.07607369435606e-05,0.649770368,4277,0.0,0.0658565875698805,-0.6463051582973371,-34.05970287322998,0.22869873046875,0.027559757232666016,0.02005076,61.625460624694824,27.213075637817383,16530,0.01036360440775752,1.000483751296997,0.000299880192,0.2
-0.5,-0.04311959732246127,0.0,25.16128,-0.07109224970554916,-0.9783397379516597,-0.30828344461695617,15,-0.5564847719707665,0.0,0.0,-0.2603382068321387,95.85,-0.676337068517549,64,0.0010752,-0.3735899677430157,0.0,0.01,-1.4890416316237074e-07,0.0,0.0,276480,-0.7706935840006639,-123.82870274999998,-0.09596768659107911,0.0,0.0,-1.9102082503672416e-05,0.00015190927661024034,0.0,-0.07575164018477248,0.0,-0.0006000040056304044,-8.537218421198655e-05,0.6497527040000001,4281,0.0,0.06496384208613286,-0.6530502719582759,-34.084924125671385,0.25731201171875,0.140730619430542,0.022408321,56.55207538604736,21.729930877685547,16534,-0.010961707163369283,1.002822756767273,0.000299870976,0.2
-0.5,-0.03754543352434789,0.0,25.1728,-0.0728566893284856,-0.9079617179459584,-0.2971693503092403,16,-0.6005825747150229,0.0,0.0,-0.22522058129174288,97.82,-0.6677575747644661,68,0.001152,-0.35466121609317347,0.0,0.01,-1.4453347968628442e-07,0.0,0.0,294912,-0.7945245101569334,-124.30287466,-0.09563374617429614,0.0,0.0,-2.153675940331107e-05,0.000249022850766778,0.0,-0.07166209243267646,0.0,-0.0006686521051105425,-9.457506571593871e-05,0.64973504,4287,0.0,0.0665550959292898,-0.6131882001843244,-34.09193630218506,0.27100830078125,0.08015495538711548,0.027633592,24.976097440719606,7.4932098388671875,16538,-0.014216390112414956,1.003625750541687,0.00029986176,0.2
-0.5,-0.03632601104712451,0.0,25.18432,-0.07358557010654405,-0.8769124267050761,-0.28928578030977836,17,-0.6400472740001852,0.0,0.0,-0.22074660295208182,89.36,-0.6701526978507681,72,0.0012288,-0.3639604285521694,0.0,0.01,-1.4276865132718154e-07,-1.0523240009632982e-07,0.0,313344,-0.7908157790493914,-122.18781309,-0.09519492542149856,0.0,0.0,-2.3555558943507195e-05,0.00016764272974493602,0.0,-0.07175501880555693,0.0,-0.0007035569591552329,-0.00010197898870801358,0.649717376,4297,0.0,0.06360334533460203,-0.5940438667162208,-34.06163692474365,0.260498046875,-0.14506232738494873,0.022655737,34.30369281768799,14.540162086486816,16539,0.01118200074415654,1.0005877017974854,0.000299852544,0.2
-0.5,-0.033018413363843375,0.0,25.19584,-0.07264105182728836,-0.9048531800945128,-0.31729435011227675,18,-0.6011765311334841,0.0,0.0,-0.2297951028243128,93.35,-0.6448084786001739,77,0.0013056,-0.32393933423427385,0.0,0.01,-1.4144435675813223e-07,0.0,0.0,331776,-0.802562183414532,-123.19382459000002,-0.09574378281248842,0.0,0.0,-2.4964116845332008e-05,0.00032280739590836066,0.0,-0.06813379644024906,0.0,-0.0007208571059882329,-0.00010979796722688796,0.649699712,4301,0.0,0.06899912626374306,-0.6034775706127101,-34.10344274420487,0.2926475123355263,-0.47009050846099854,0.039734468,21.84619823255037,7.68294095993042,16543,-0.014245853783856881,1.0043885707855225,0.000299843328,0.2
-0.5,-0.03122982409966132,0.0,25.20736,-0.07336660745882512,-0.8804017938696727,-0.3018523972541425,19,-0.6311223105599769,0.0,0.0,-0.21827945047633016,91.91,-0.6649228749782178,81,0.0013824,-0.32770879046438245,0.0,0.01,-1.508147406224291e-07,0.0,0.0,350208,-0.8147667901407266,-122.83125113000001,-0.0954854801200628,0.0,0.0,-2.799016245939713e-05,0.00024359748931601644,0.0,-0.06346296970869819,0.0,-0.0007580947226914644,-0.00011870578153212186,0.6496820480000001,4310,0.0,0.06566552510480284,-0.5685604713250219,-34.065459442138675,0.22275390625,0.530672550201416,0.019950613,144.1577941894531,53.46274948120117,16544,0.007335227355360985,1.000878930091858,0.000299834112,0.2
-0.5,-0.036944897095683264,0.0,25.21888,-0.07382821835418381,-0.9551364267879128,-0.3067930361996355,20,-0.6002199577514079,0.0,0.0,-0.24164105222625823,98.65,-0.6556548853344857,85,0.0014592,-0.33471570957988106,0.0,0.01,-1.52076744492799e-07,0.0,0.0,368640,-0.8015406325597877,-124.52728632999998,-0.09573434646620131,0.0,0.0,-2.8385844856284067e-05,0.00033691333374008536,0.0,-0.06932839164184992,0.0,-0.0008051263359633514,-0.00012317229055187827,0.649664384,4314,0.0,0.06773540168423194,-0.6114767841365879,-34.08422698974609,0.24564208984375,0.038079798221588135,0.01709702,93.102858543396,11.481060981750488,16548,-0.005169359431602061,1.0023691654205322,0.00029982489599999996,0.2
-0.5,-0.03837897536690989,0.0,25.2304,-0.07318182662339029,-0.9085957001794664,-0.30706397710327704,21,-0.5793224867919126,0.0,0.0,-0.24257426726689507,97.88,-0.6660176041919921,89,0.001536,-0.33623827423560604,0.0,0.01,-1.5545403932942177e-07,0.0,0.0,387072,-0.8251062588750064,-124.30636149000001,-0.09593278735058816,0.0,0.0,-3.1297305007109435e-05,0.00022569388966076076,0.0,-0.07176421818127793,0.0,-0.0008829885584671465,-0.0001325269026767038,0.64964672,4317,0.0,0.06742591930616668,-0.6203794117932789,-34.08000106811524,0.1858642578125,0.010171234607696533,0.021352893,34.147916889190675,9.622228622436523,16552,-0.012662169546820224,1.002625823020935,0.00029981568,0.2
-0.5,-0.03454314331040071,0.0,25.24192,-0.07417936599347928,-0.9065156994400068,-0.29807106228330643,22,-0.5929891548556261,0.0,0.0,-0.22724080687907375,102.07,-0.6703253369003852,93,0.0016128,-0.31669847482186,0.0,0.01,-1.454741701491284e-07,-1.5665493619797106e-05,0.0,405504,-0.8276344005766573,-125.35176391999998,-0.09568896608224706,0.0,0.0,-3.338853258098188e-05,0.0003021911543328315,0.0,-0.07047692477131805,0.0,-0.0009114039319602454,-0.00014094934235558195,0.649629056,4320,0.0,0.06915944389737916,-0.5787579337534033,-34.079239463806154,0.244140625,0.5663655996322632,0.019886266,132.4401840209961,36.775177001953125,16556,-0.006636806030292064,1.0019383430480957,0.000299806464,0.2
-0.5,-0.033462782447627584,0.0,25.25344,-0.07246016028720202,-0.9315718747749187,-0.31573624445107484,23,-0.5825466122272167,0.0,0.0,-0.2231987094012575,104.48,-0.6581099599768485,98,0.0016896,-0.3195036303986944,0.0,0.01,-1.4649039090502757e-07,0.0,0.0,423936,-0.8153236347049518,-125.97265748999999,-0.09596262766075994,0.0,0.0,-3.4819624537190653e-05,0.0003580720513127744,0.0,-0.06605715190235233,0.0,-0.000935462303141977,-0.00014688186554177746,0.6496113920000001,4323,0.0,0.07212887414275532,-0.5993721446069652,-34.07442378997803,0.14854736328125,0.48013120889663696,0.016518747,73.75962772369385,25.276628494262695,16560,-0.011868700734339654,1.002008080482483,0.000299797248,0.2
-0.5,-0.037109057895395835,0.0,25.26496,-0.07229730906887658,-0.9483340201794359,-0.3171359555065889,24,-0.5932078596275944,0.0,0.0,-0.24573588556651998,111.24,-0.6685339208339522,102,0.0017664,-0.2978730187739663,0.0,0.01,-1.4861307744296522e-07,-1.4863271932542407e-05,0.0,442368,-0.8522713749540588,-127.64435946000002,-0.09660729516561273,0.0,0.0,-3.799897071600532e-05,0.00037489058255838853,0.0,-0.06986709470720769,0.0,-0.0010012997881368201,-0.00015885855913701783,0.649593728,4325,0.0,0.07424270993749545,-0.6089056232841672,-34.09067153930664,0.2129150390625,0.2750924825668335,0.024263829,36.136944961547854,12.13541030883789,16564,-0.01777061717584729,1.0034348964691162,0.000299788032,0.2
-0.5,-0.03738100684959636,0.0,25.27648,-0.07414337575416836,-0.8785960562336487,-0.29067503581880205,25,-0.5934183803602386,0.0,0.0,-0.24548971924509708,104.43,-0.6813079604466767,106,0.0018432,-0.31437722012354885,0.0,0.01,-1.4435727022773492e-07,-8.326144160162304e-09,0.0,460800,-0.8339351791419324,-125.93899384000001,-0.09590010606752743,0.0,0.0,-3.875595586833234e-05,0.00041720825700192817,0.0,-0.06608461308192361,0.0,-0.0010714665400894854,-0.00016329408613907694,0.649576064,4325,0.0,0.07407239640428814,-0.5883483933155372,-34.08206748962402,0.2696044921875,0.5116060972213745,0.019651406,59.43462619781494,21.595857620239258,16568,-0.007952982932329178,1.0023876428604126,0.000299778816,0.2
-0.5,-0.03744542174371222,0.0,25.288,-0.07350145023233694,-0.9216026568268831,-0.29713046054837505,26,-0.574833960714081,0.0,0.0,-0.2269592534314596,111.19,-0.6679449077072259,110,0.00192,-0.2954785102651277,0.0,0.01,-1.361173717497451e-07,-7.1278672196243605e-09,0.0,479232,-0.8155392152648133,-127.65158936999998,-0.09616666625719056,0.0,0.0,-4.0511865843887736e-05,0.00034722139632018906,0.0,-0.07020016467590275,0.0,-0.0011457125826635898,-0.00017070871476119006,0.6495584,4328,0.0,0.0717418942686681,-0.5955793629682786,-34.08257007598877,0.20714111328125,0.4860626459121704,0.021123167,51.98801441192627,16.39820671081543,16572,-0.013161175069399178,1.0026357173919678,0.00029976959999999996,0.2
-0.5,-0.032943936220653385,0.0,25.29952,-0.07245558379138485,-0.8938867803542413,-0.2966025408705628,27,-0.572616874866863,0.0,0.0,-0.20243717346747056,105.74,-0.6797346423524645,114,0.0019968,-0.27505051297606337,0.0,0.01,-1.4322037251728308e-07,-0.00011447394598649611,0.0,497664,-0.8409872246941958,-126.28507855999999,-0.09635254251762165,0.0,0.0,-4.45706583683707e-05,0.00039930456680142216,0.0,-0.0658674827734035,0.0,-0.0011625931579992462,-0.0001838322103816008,0.6495407360000001,4330,0.0,0.07272505462519299,-0.5598152082994843,-34.0970645904541,0.2697509765625,0.3088906407356262,0.03473587,25.34682626724243,9.052621841430664,16576,-0.01740673842432443,1.0043972730636597,0.000299760384,0.2
-0.5,-0.02881329648871122,0.0,25.31104,-0.0735051293069837,-0.8768082206295104,-0.28769824688926965,28,-0.5756312519664828,0.0,0.0,-0.1965530953006603,107.34,-0.6784655939162884,119,0.0020736,-0.26847911114080114,0.0,0.01,-1.4182460926744123e-07,0.0,0.0,516096,-0.857363788999324,-126.6942335,-0.09642201892266837,0.0,0.0,-4.769184790337126e-05,0.0004703764570876956,0.0,-0.06705683709425467,0.0,-0.001206662184006998,-0.00019272852420705,0.649523072,4332,0.0,0.07543435282322696,-0.5547413738010414,-34.088075955708824,0.3374226888020833,0.28427767753601074,0.049492277,23.863915761311848,8.353349685668945,16579,0.0018338161171413958,1.0027931928634644,0.000299751168,0.2
-0.5,-0.03381074806416409,0.0,25.32256,-0.07324156120165674,-0.8588721149705425,-0.2871448449323592,29,-0.5764722813557432,0.0,0.0,-0.2140032035491638,115.08,-0.6868563902856157,123,0.0021504,-0.2735105318303859,0.0,0.01,-1.6249595712515026e-07,-1.8210907461541171e-06,0.0,534528,-0.89038230994346,-128.58329496,-0.09666966054652089,0.0,0.0,-5.2113537777965965e-05,0.0004720042149225871,0.0,-0.06865018693922202,0.0,-0.0012457194613958375,-0.00020404538723059202,0.649505408,4337,0.0,0.07702160187711464,-0.5617449615745597,-34.06581115722656,0.2811279296875,0.060796499252319336,0.052744813,54.537964502970375,20.59072494506836,16581,0.0073438968587045865,1.0009207725524902,0.000299741952,0.2
-0.5,-0.035015148567976294,0.0,25.33408,-0.07209072243806908,-0.84764667348638,-0.2761239290855173,30,-0.5599366885684826,0.0,0.0,-0.2155565786191295,114.52,-0.6894328292654842,127,0.0022272,-0.26026902584308137,0.0,0.01,-1.5311904678096704e-07,-3.589510680408105e-08,0.0,552960,-0.8744495060244604,-128.42138745999998,-0.09675652729498621,0.0,0.0,-5.432225246239127e-05,0.0004741742353265484,0.0,-0.06784658453458069,0.0,-0.0013296792770972543,-0.00021165234433394807,0.649487744,4339,0.0,0.07966252387911948,-0.5838467538374085,-34.091790771484376,0.2362060546875,0.31184542179107666,0.025204565,26.07250909805298,7.752240180969238,16585,-0.018062769994139673,1.0034410953521729,0.000299732736,0.2
-0.5,-0.03180371502206536,0.0,25.3456,-0.07417372547271227,-0.8022748871596869,-0.30164006876550875,31,-0.5547055416816504,0.0,0.0,-0.20403050749900456,115.29,-0.687270963112539,131,0.002304,-0.2767984009352984,0.0,0.01,-1.5708236518870915e-07,-2.58818939004509e-05,0.0,571392,-0.8936193689729942,-128.66641944,-0.09678091282666818,0.0,0.0,-5.588234185196215e-05,0.0003770607614165379,0.0,-0.0684403709298484,0.0,-0.0013671409089849327,-0.00022103614084735998,0.6494700800000001,4343,0.0,0.07794660823775154,-0.5741080403113451,-34.06377855936686,0.26806640625,0.4872387647628784,0.04741299,61.568446477254234,22.85432243347168,16587,0.007987862142423788,1.0007891654968262,0.00029972352,0.2
-0.5,-0.028871815325374264,0.0,25.35712,-0.07367886011682276,-0.7909152463558891,-0.2865974058052085,32,-0.5836696027955944,-1.3562837719089455e-06,0.0,-0.18787324185682486,117.54,-0.669006339713668,135,0.0023808,-0.25488597072832664,0.0,0.01,-1.5488003987659744e-07,0.0,0.0,589824,-0.9247543069071502,-129.13047121999998,-0.09671268976754072,0.0,0.0,-5.925328531663303e-05,0.0005251725702287836,0.0,-0.06420723517074875,0.0,-0.0014124882157573627,-0.00023341199916353028,0.649452416,4344,0.0,0.07670686219376083,-0.5474813008411414,-34.084349632263184,0.2044189453125,0.1795324683189392,0.020582993,46.17349233627319,12.5897798538208,16591,-0.014076495310291648,1.002716064453125,0.000299714304,0.2
-0.5,-0.03276954409399098,0.0,25.36864,-0.07440405049168183,-0.805838156251609,-0.26067882115458957,33,-0.5486617523821354,0.0,0.0,-0.20685178906145535,117.32,-0.6797801241014061,139,0.0024576,-0.2595022612715579,0.0,0.01,-1.6081695947775166e-07,-1.8660110925677752e-07,0.0,608256,-0.9124444221422983,-129.15186337,-0.09644012911458033,0.0,0.0,-6.197261014488406e-05,0.00048773760014834505,0.0,-0.0693863988622232,0.0,-0.0014677232384390155,-0.00023916326662023354,0.649434752,4345,0.0,0.079070163467227,-0.5470933866848462,-34.084739112854,0.2342041015625,0.5189281105995178,0.020976273,43.16413497924805,13.710495948791504,16595,-0.010903034079819917,1.002548098564148,0.00029970508799999996,0.2
-0.5,-0.03397431597096021,0.0,25.38016,-0.07391657823885463,-0.8536069868549676,-0.2866807814286887,34,-0.5520387857925544,0.0,0.0,-0.21202657453656826,122.3,-0.6623795718976782,144,0.0025344,-0.24530873306019998,0.0,0.01,-1.4856728559139357e-07,-1.8190828297817465e-07,0.0,626688,-0.9076623544543858,-130.41739804,-0.09697619189321827,0.0,0.0,-6.23938091871469e-05,0.00059298932319507,0.0,-0.06602294726928937,0.0,-0.0015234617345845284,-0.0002455879560811085,0.649417088,4346,0.0,0.08387569408511202,-0.5888965616820562,-34.088819313049314,0.264697265625,0.29980790615081787,0.027211756,30.219858169555664,8.840581893920898,16599,-0.01677297195419669,1.0033764839172363,0.000299695872,0.2
-0.5,-0.030256343130032455,0.0,25.39168,-0.07533465023177185,-0.7300614444127534,-0.24738992740504287,35,-0.5606291261031439,0.0,0.0,-0.19129188645087203,127.75,-0.6846013076537113,148,0.0026112,-0.27045835847894867,0.0,0.01,-1.5703246040085027e-07,-1.41439972855685e-09,0.0,645120,-0.9263999645170488,-131.74002133999997,-0.09666937180817563,0.0,0.0,-6.655362677739254e-05,0.000567490150893314,0.0,-0.06895021943536342,0.0,-0.00163032346953092,-0.0002589538583895667,0.6493994240000001,4348,0.0,0.07987676047313327,-0.5523265271631211,-34.104469299316406,0.3477294921875,0.12647294998168945,0.04219421,19.638552951812745,6.923057556152344,16603,-0.016054967418313026,1.0047521591186523,0.000299686656,0.2
-0.5,-0.03260099716061385,0.0,25.4032,-0.07387166433267939,-0.802532663717479,-0.26371193974301965,36,-0.541723295696357,-0.00016615046640961536,0.0,-0.2083228048464982,128.29,-0.6930149107703788,152,0.002688,-0.26198441673299944,0.0,0.01,-1.4250500303141772e-07,0.0,0.0,663552,-0.9133433482382475,-131.89360651,-0.09706354259455409,0.0,0.0,-6.701235862496511e-05,0.0006060099630202684,0.0,-0.0677579529347278,0.0,-0.0016456098720771775,-0.00026445304751230333,0.64938176,4352,0.0,0.08255572184426412,-0.5650558383873006,-34.065293884277345,0.2744140625,0.2959901690483093,0.024860438,54.84948959350586,21.78504753112793,16604,0.010023826360702514,1.0009211301803589,0.00029967744,0.2
