reward_terms/motor_vel,ankle/ankle_defl_peak,reward_terms/vz,reward_terms/angmom,rollout/ep_rew_mean,time/total_timesteps,curriculum/sprint_dist_m,reward_terms/assist_pen,ankle/ankle_spring_trq_peak,reward_terms/step_rate,reward_terms/air_time,reward_terms/clearance,reward_terms/residual,reward_terms/lat_vel,reward_terms/stop,reward_terms/residual_rate,ankle/ankle_spring_energy_peak,time/iterations,rollout/ep_len_mean,reward_terms/phase_contact,curriculum/ent_coef,reward_terms/energy,reward_terms/upright,reward_terms/overrun,reward_terms/duty_sym,time/fps,curriculum/eff_scale,reward_terms/coef_rate,curriculum/ctrl_jitter_ms,reward_terms/foot_ahead,reward_terms/torque,reward_terms/fwd_speed,curriculum/ctrl_drop_prob,reward_terms/ang_xy,reward_terms/stance,reward_terms/hip_roll,reward_terms/foot_slip,reward_terms/action_rate,reward_terms/time,time/time_elapsed,reward_terms/height,curriculum/stance_ratio,reward_terms/alive,reward_terms/stance_time,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/n_updates,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std
-0.0018718578000297002,0.22728838935320597,-0.2165849098947434,-0.0841283058206014,-90.59456952000001,60202152,62.614824999999996,0.0,79.55093627362209,-0.007302517361111159,0.0010064008593973187,0.06660094608955516,-0.11031534228058974,-3.118628287099037e-08,0.0,0.0,10.080869234579948,11,237.61,-0.1557878106698656,0.01,-0.011586404602670484,-0.20459613156430367,0.0,-0.003598298569753536,3994,0.2507655,-0.4597403211345946,0.0,0.0,-0.13626694774945725,1.4326033902741355,0.0,-0.19733673286270242,-0.0015972416188272708,-0.017348561205425952,-0.4502321738633822,-0.037351864275605065,-0.5,50,-0.027998481783988418,0.592323935,0.0,-0.008961676493830359,-34.06427536010742,0.9938717484474182,0.8865557134151458,0.2,-0.0984470546245575,0.11693115234375,12895,0.00026990814,0.013953006,-0.00981093356385827,1.001046895980835
-0.0018253251833263702,0.2244615497105232,-0.21571455474409867,-0.08341871324162413,-90.06814498999998,60220584,62.626345,0.0,78.56154239868312,-0.0071831597222222765,0.0012353505137273008,0.0692058581192151,-0.11043028416928001,-3.0495899043134373e-08,0.0,0.0,9.280203331878782,12,240.52,-0.1545110506544602,0.01,-0.01138603679732467,-0.19867856591502042,0.0,-0.001959570669478359,4010,0.2508423,-0.4577761156704129,0.0,0.0,-0.13515164632921328,1.4330688293282257,0.0,-0.19206700739023194,-0.001304860915886528,-0.017175193374094247,-0.44216190851056925,-0.03712133203328552,-0.5,55,-0.02772457954433571,0.592306271,0.0,-0.009091613073703937,-34.07131156921387,0.9827805757522583,4.1312071800231935,0.2,2.022629976272583,0.16036376953125,12899,0.00026989892399999996,0.020116638,-0.011187210003845394,1.001422643661499
-0.0018221200291312534,0.23121064462175414,-0.20984689042381793,-0.08077594785701278,-89.18048853,60239016,62.637865,0.0,80.92372561761395,-0.006879340277777845,0.0008756505784630361,0.06669232578263931,-0.11025199077224367,-2.99080935695291e-08,0.0,0.0,9.850384537710436,13,241.7,-0.1491889807579426,0.01,-0.011373232194570877,-0.19391256782027408,0.0,-0.003871239783038253,4021,0.2509191,-0.4494855241189392,0.0,0.0,-0.13418700318958895,1.4147504078296542,0.0,-0.18883692288072063,-0.0016080955240943514,-0.01733998744076857,-0.43476746241012193,-0.03730396109711813,-0.5,59,-0.027061615036147436,0.592288607,0.0,-0.009630077128854787,-34.06808643341064,0.9935067892074585,1.2242247700691222,0.2,0.028568118810653687,0.141357421875,12903,0.000269889708,0.01734282,-0.01228392196353525,1.0012578964233398
-0.0018801830406401882,0.227541611332652,-0.2151356961325036,-0.08416692652584981,-89.20746190000001,60257448,62.649385,0.0,79.6395639664282,-0.006966145833333399,0.0004541011456037975,0.06625947624227727,-0.11036903675878251,-3.1611051910461154e-08,0.0,0.0,9.550340577004524,14,240.66,-0.14664446347923535,0.01,-0.011695764869254197,-0.2049471101001916,0.0,-0.0026818506413892242,4035,0.2509959,-0.46706914413871226,0.0,0.0,-0.1380031524854557,1.4235461899666426,0.0,-0.1980852781017773,-0.002212407438256703,-0.018732987974253334,-0.4413278434760255,-0.03737694631372342,-0.5,63,-0.02781516876910797,0.592270943,0.0,-0.00777230907664893,-34.06816349029541,0.9921244382858276,1.8889113277196885,0.2,0.0006486475467681885,0.16103515625,12907,0.000269880492,0.021103047,-0.008531996933743357,1.0013296604156494
-0.001817168363239154,0.22487977111855606,-0.20786991600874555,-0.08359562820665303,-89.60872859000001,60275880,62.660905,0.0,78.70791989149463,-0.006727430555555621,0.000673285093701755,0.06699806122938852,-0.11046828155459963,-2.9685030098350574e-08,0.0,0.0,9.218538476546053,15,239.69,-0.1369078040872,0.01,-0.011095923740951662,-0.2041704558783498,0.0,-0.003639829324974247,4046,0.2510727,-0.44345237961568074,0.0,0.0,-0.12912129081868545,1.439577664609683,0.0,-0.18934303114931417,-0.0020049361942849177,-0.018613605866990797,-0.40775999900007287,-0.0368111309975821,-0.5,68,-0.02714320392625785,0.592253279,0.0,-0.007896955543805638,-34.07452335357666,0.996216356754303,0.789990171790123,0.2,-0.07161775231361389,0.1913818359375,12911,0.000269871276,0.026283968,-0.014491163956699893,1.0020103454589844
-0.0018003194532449124,0.22679079185151577,-0.20574756906749203,-0.08064942509478,-90.19361961,60294312,62.672425000000004,0.0,79.37677714803051,-0.006640625000000061,0.0009895828520206527,0.06420953144127464,-0.11036477420414137,-3.070894622813146e-08,0.0,0.0,9.351152900119125,16,245.21,-0.14564856580410918,0.01,-0.011138803734948292,-0.1965882110341054,0.0,-0.005894771958282271,4055,0.2511495,-0.43777066041469265,0.0,0.0,-0.1298748716986768,1.4271523420291712,0.0,-0.18865082804231215,-0.0019236656711054097,-0.017595187282003655,-0.41811243853436086,-0.037213709401459516,-0.5,72,-0.026931131347329593,0.592235615,0.0,-0.009721629589977156,-34.08328704833984,0.9981585144996643,0.4379749700427055,0.2,-0.17847520112991333,0.2507080078125,12915,0.00026986206,0.026270876,-0.015559869888238608,1.0025376081466675
-0.0018171619222392345,0.2217835122655811,-0.21234028834500632,-0.08381362404223923,-90.66585293,60312744,62.683945,0.0,77.62422929295339,-0.006781684027777842,0.0012239580165543077,0.06590066923195015,-0.11029646241792192,-3.072378119676473e-08,0.0,0.0,8.945937358077312,17,244.72,-0.14376437113124557,0.01,-0.01134579563436196,-0.2035621351624285,0.0,-0.006273124530430319,4065,0.2512263,-0.45228951186024413,0.0,0.0,-0.13343287594870662,1.397975765189612,0.0,-0.18900730376965957,-0.00237758684214348,-0.018832195948004928,-0.4189118621995868,-0.037841319023528615,-0.5,77,-0.027736883112756915,0.592217951,0.0,-0.009670631250224283,-34.07861175537109,0.9991047978401184,0.21846991628408433,0.2,-0.28224998712539673,0.26251220703125,12919,0.000269852844,0.025946852,-0.017750325537053867,1.0021066665649414
-0.0018367922256020863,0.2293308698061836,-0.2110426322835727,-0.08209198302058636,-90.45207949,60331176,62.695465,0.0,80.26580443216426,-0.007096354166666725,0.000907117675524205,0.06577150446891267,-0.11047234632408671,-3.172398069781971e-08,0.0,0.0,9.691318639642441,18,244.26,-0.14481051545142987,0.01,-0.011355815378666244,-0.200123766375616,0.0,-0.005110495499740157,4072,0.2513031,-0.4511686535727577,0.0,0.0,-0.13267970311358013,1.3983251012144386,0.0,-0.19404662694996247,-0.0014090628724731007,-0.017148233289396905,-0.42946706667281354,-0.037515593727784805,-0.5,81,-0.02703425415394017,0.592200287,0.0,-0.009038581299440315,-34.06946220397949,0.9963847994804382,0.7449916586279869,0.2,-0.12083896994590759,0.25567626953125,12923,0.000269843628,0.02080651,-0.007524962176103145,1.0015363693237305
-0.0018206668299931641,0.22253844525563415,-0.21374593510155,-0.0822378891246609,-89.98214532,60349608,62.706984999999996,0.0,77.88845583947196,-0.006651475694444508,0.001211479797752367,0.06590676978382032,-0.11050622318960225,-3.015600644620157e-08,0.0,0.0,9.110811083063176,19,244.69,-0.14612933146369614,0.01,-0.011305664658092851,-0.20217035027349173,0.0,-0.005435365009873465,4078,0.2513799,-0.4490151605463685,0.0,0.0,-0.13310963535826764,1.4272771667849318,0.0,-0.1925182108093994,-0.0013808269983475634,-0.018091431744939143,-0.42251028152588455,-0.03723558992416934,-0.5,85,-0.027500070208481192,0.592182623,0.0,-0.009386072368619757,-34.07671718597412,0.9983507394790649,0.36938542127609253,0.2,-0.15215137600898743,0.2577880859375,12927,0.00026983441199999997,0.026616592,-0.013577039132360368,1.0021874904632568
-0.0018122703957731713,0.23212405476559708,-0.21603520851927496,-0.08445958748044641,-90.73195494,60368040,62.71850499999999,0.0,81.24341916795898,-0.0069118923611111785,0.0010378683348082835,0.06761187686809668,-0.11044392197232644,-3.058053500374171e-08,0.0,0.0,10.12684011801788,20,241.0,-0.14323735235450583,0.01,-0.011295112673051742,-0.20537090467576918,0.0,-0.005067501388561917,4085,0.2514567,-0.45626746549254654,0.0,0.0,-0.1325506283137392,1.424405456002507,0.0,-0.1916040641447347,-0.0016361743881883545,-0.018247473796915287,-0.42660172699905496,-0.037078354296134805,-0.5,90,-0.02771762456124925,0.592164959,0.0,-0.008849508232540555,-34.077161598205564,0.9966266751289368,0.8073680341243744,0.2,0.5605921149253845,0.21824951171875,12931,0.000269825196,0.017109282,-0.0065603614202700555,1.0019967555999756
-0.0017999145182812737,0.2307413667702793,-0.21133075688938738,-0.0812029179112638,-90.06550954000001,60386472,62.730025000000005,0.0,80.75947836959774,-0.006727430555555621,0.001185980473463941,0.06865974188864839,-0.11040702157589857,-2.98518532894807e-08,0.0,0.0,9.761296671672977,21,241.67,-0.14068524802590088,0.01,-0.011227915508582912,-0.19951841973184567,0.0,-0.005088897257685423,4090,0.2515335,-0.44494279742033477,0.0,0.0,-0.13245068288819312,1.4256516599851736,0.0,-0.18562181338245598,-0.002245740836735195,-0.018960609316568115,-0.418449197352828,-0.03683825325529769,-0.5,94,-0.027376851349154914,0.592147295,0.0,-0.008525751678260148,-34.0730676651001,0.9942250847816467,0.9698758274316788,0.2,-0.0059327781200408936,0.149853515625,12935,0.00026981598,0.015342978,-0.009298093535471707,1.0015599727630615
-0.0017905890311773654,0.22819610908541793,-0.20706944878772637,-0.0802232783554096,-89.55143162,60404904,62.741545,0.0,79.86863817989628,-0.006597222222222285,0.0008794485474936664,0.0664031903242075,-0.11034687959595535,-3.064146964115375e-08,0.0,0.0,9.530228732031558,22,243.73,-0.14220907802386396,0.01,-0.011085772198609881,-0.19763355868614307,0.0,-0.005592220557587438,4095,0.2516103,-0.4427818027528394,0.0,0.0,-0.12995765283264638,1.4097898881245243,0.0,-0.1859134337482802,-0.0021498677859289844,-0.0177660676221806,-0.4134723232612657,-0.037257665074614005,-0.5,99,-0.026943270253279975,0.592129631,0.0,-0.009669410452867547,-34.06797981262207,0.9932835698127747,1.1806002527475357,0.2,0.016246646642684937,0.13594970703125,12939,0.000269806764,0.018898169,-0.006195536541054025,1.0011248588562012
-0.0018035409171031555,0.22556380869465575,-0.2067824340353886,-0.07933774334923006,-90.20008929999999,60423336,62.753065,0.0,78.94733304312952,-0.00660807291666673,0.0008610023327896164,0.06529923738321805,-0.11037721131120186,-3.1028497524470765e-08,0.0,0.0,9.369642932891013,23,244.93,-0.14528972701532328,0.01,-0.011154636579396025,-0.19758097403879507,0.0,-0.006166818867090637,4100,0.2516871,-0.44590198447500945,0.0,0.0,-0.13037840304525988,1.4104853380318148,0.0,-0.18407683269181366,-0.001578494135531608,-0.01780605540093771,-0.4249175379814984,-0.03729347498395525,-0.5,103,-0.027228978810326637,0.592111967,0.0,-0.009917619573469792,-34.075131797790526,0.9983832240104675,0.3406412050127983,0.2,-0.21675780415534973,0.2356201171875,12943,0.000269797548,0.028903332,-0.015367600845638662,1.0021324157714844
-0.001809155806391618,0.22266629817828507,-0.20655260193337452,-0.0816453925253546,-91.08105868000001,60441768,62.764585,0.0,77.93320436239978,-0.006640625000000064,0.0008870440684000237,0.06293506832102094,-0.1101088262480851,-2.9742488139676758e-08,0.0,0.0,9.121126956439033,24,245.21,-0.1482601092579617,0.01,-0.011283819530679516,-0.1971069924760812,0.0,-0.00784358059867831,4104,0.2517639,-0.4461318764641573,0.0,0.0,-0.1327782701246374,1.3865187801813441,0.0,-0.1898777904865796,-0.0015435645654859253,-0.018178281407357864,-0.42784338476473077,-0.03777974689700661,-0.5,107,-0.02648919686991617,0.592094303,0.0,-0.010380535954027437,-34.07775058746338,0.9981309771537781,0.3134083777666092,0.2,-0.23684421181678772,0.22900390625,12947,0.000269788332,0.026786,-0.010531432135030628,1.0021779537200928
-0.0018349787029745556,0.22810166897809409,-0.20637790703362732,-0.08196503010759032,-90.35745763999998,60460200,62.776104999999994,0.0,79.83558414233293,-0.006846788194444511,0.0009678814482564727,0.06887339978359469,-0.110375846376368,-2.9996770003421636e-08,0.0,0.0,9.608601910752231,25,244.47,-0.14287713328480095,0.01,-0.011342660110107584,-0.20099969932130832,0.0,-0.006426692418076772,4109,0.2518407,-0.4478266374890228,0.0,0.0,-0.1317112888119648,1.406440981278758,0.0,-0.18827126646078518,-0.0013711956258830394,-0.017638221706238265,-0.421033259787619,-0.03756316642845122,-0.5,112,-0.026830121815323328,0.5920766390000001,0.0,-0.009412115038786497,-34.0774621963501,0.9945328831672668,1.2309288948774337,0.2,0.08622914552688599,0.2662353515625,12951,0.00026977911599999996,0.0244512,-0.0041640041978098456,1.0018842220306396
-0.0018075317863571099,0.22472252248363997,-0.20123215951124396,-0.07972502588500682,-90.17074273,60478632,62.787625000000006,0.0,78.652882869274,-0.007107204861111168,0.0013427725061774254,0.07036096305882178,-0.1104350892383763,-2.938642335535566e-08,0.0,0.0,9.256171398300518,26,244.74,-0.1486011611577241,0.01,-0.011216942363223995,-0.19297534013070256,0.0,-0.004878136632245328,4112,0.2519175,-0.44912478947989093,0.0,0.0,-0.13248707632474507,1.4024491844436882,0.0,-0.18540749797861844,-0.0011832273093931708,-0.016873594885477055,-0.4301292167212702,-0.03767104314997058,-0.5,116,-0.026292190449855993,0.592058975,0.0,-0.00959413475518684,-34.074908065795896,0.9971915483474731,0.5849982231855393,0.2,-0.08156052231788635,0.22025146484375,12955,0.0002697699,0.024434293,-0.012490093871019781,1.0019429922103882
-0.001817308256606918,0.22441230344663599,-0.2076929196090769,-0.0803795768638591,-90.06516019,60497064,62.799145,0.0,78.54430620632259,-0.006857638888888956,0.001104599925585919,0.06775467235270988,-0.11032972737341999,-3.0201169927064456e-08,0.0,0.0,9.277192368867887,27,243.71,-0.14713403096055788,0.01,-0.01131259740430337,-0.19443153445889236,0.0,-0.0044426281843368345,4116,0.2519943,-0.44822347089861164,0.0,0.0,-0.13384654741570962,1.4250740376340756,0.0,-0.18549031194255483,-0.0018511237377424,-0.017725790392051955,-0.43143636459908946,-0.03787303848815488,-0.5,120,-0.026776661761190413,0.592041311,0.0,-0.009247997877537273,-34.07734355926514,0.9990551471710205,0.22839367687702178,0.2,-0.2515189051628113,0.2931884765625,12959,0.000269760684,0.032237355,-0.01798967693466693,1.0021400451660156
-0.0018162624979907063,0.22157357593467758,-0.20422216682918198,-0.08106303052465941,-89.76273249000003,60515496,62.810665,0.0,77.55075157713715,-0.00674913194444451,0.0011664493035318123,0.06652598808644333,-0.11006938601877393,-2.9615490817593167e-08,0.0,0.0,8.884461650648932,28,242.68,-0.14411030023360202,0.01,-0.011284636301975235,-0.19330786188901783,0.0,-0.006236017285413886,4061,0.2520711,-0.44815590464189925,0.0,0.0,-0.13160617237055985,1.4096107006708634,0.0,-0.18304126767200068,-0.0015400531780454623,-0.016999869562066536,-0.42365279179730764,-0.038047908506044795,-0.5,127,-0.026662205338714197,0.592023647,0.0,-0.009923723395331763,-34.07557754516601,0.9960150718688965,0.7288804665207863,0.2,-0.10659927129745483,0.304931640625,12963,0.000269751468,0.02103219,-0.003882998035987839,1.0018258094787598
-0.0018497664334324662,0.23035336420100472,-0.21113357236948263,-0.08363272205268615,-89.69803646999999,60533928,62.822185,0.0,80.62367747035165,-0.007248263888888941,0.0019699429718053173,0.06490077723768911,-0.11017783252486742,-3.1352966094954245e-08,0.0,0.0,9.868195252656063,29,239.57,-0.14704571097637142,0.01,-0.011653295044262772,-0.20133501227228448,0.0,-0.005030760845612848,4065,0.2521479,-0.46014636571048256,0.0,0.0,-0.13767383982465406,1.416385339890436,0.0,-0.1903531032281407,-0.0015275285178533785,-0.01785614250801408,-0.43931352528426404,-0.03784023596076584,-0.5,131,-0.027203921260982686,0.5920059830000001,0.0,-0.008843133132258017,-34.07727165222168,0.9988820552825928,0.2733015514910221,0.2,-0.2640048861503601,0.27161865234375,12967,0.000269742252,0.029361319,-0.016693616413976996,1.0020393133163452
-0.0018514866945610426,0.22431713860838146,-0.20161856023518393,-0.08001187181304882,-89.92159680000003,60552360,62.833705,0.0,78.51099851293351,-0.006803385416666732,0.001311848496293856,0.06321879808371043,-0.110128363215173,-3.082311975925712e-08,0.0,0.0,9.072908519063288,30,242.83,-0.1531178773321994,0.01,-0.011468765494404952,-0.1851726617252468,0.0,-0.005369101268309194,4069,0.2522247,-0.4446495924380678,0.0,0.0,-0.1340347029162485,1.3959479505086718,0.0,-0.18898133404882864,-0.0010205921899117212,-0.017028091333065702,-0.4368751102765201,-0.03804792818856391,-0.5,135,-0.025744164321203744,0.591988319,0.0,-0.010467205893494085,-34.07401351928711,0.9872392416000366,2.3571326285600662,0.2,0.0355679988861084,0.33045654296875,12971,0.000269733036,0.034778826,-0.001680794032290578,1.0015575885772705
-0.0018208276502086008,0.23450924925526437,-0.2003591618646918,-0.07953354182788415,-90.21921008000001,60570792,62.845225,0.0,82.07823723934253,-0.006749131944444511,0.0013167313106047611,0.06439743439099749,-0.11030298315642338,-3.081178593225585e-08,0.0,0.0,10.15962289762689,31,243.66,-0.14552381707256332,0.01,-0.011266806475553533,-0.18869725910776142,0.0,-0.005649244618292412,4072,0.2523015,-0.4421411658405827,0.0,0.0,-0.1321388290409147,1.398759269354612,0.0,-0.18704793826573232,-0.0013748140585280299,-0.01636307339528095,-0.43232019946688527,-0.037378031343200294,-0.5,140,-0.025532730520098513,0.591970655,0.0,-0.009957902935437031,-34.06687717437744,0.9899736046791077,2.2811466455459595,0.2,1.719633936882019,0.1299560546875,12975,0.00026972381999999995,0.013821256,-0.009981731441803277,1.001055359840393
