reward_terms/hip_roll,reward_terms/alive,time/iterations,reward_terms/upright,reward_terms/air_time,reward_terms/lat_vel,reward_terms/foot_slip,reward_terms/height,reward_terms/heading_pen,curriculum/ent_coef,reward_terms/clearance,reward_terms/track_vx,reward_terms/progress,reward_terms/stance_time,time/fps,time/time_elapsed,reward_terms/track_heading,reward_terms/torque,reward_terms/stance,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,reward_terms/vz,reward_terms/track_yaw,reward_terms/ang_xy,reward_terms/yaw_rate,reward_terms/pos_pen,reward_terms/action_rate,reward_terms/track_pos,train/approx_kl,train/policy_gradient_loss,train/std,train/value_loss,train/learning_rate,train/clip_fraction,train/explained_variance,train/clip_range,train/entropy_loss,train/n_updates,train/loss
-0.11802665290764497,0.5,16,-0.6278324348646819,0.0,-0.05536212124395648,-1.185068932561278,-0.01637579606178833,-0.0665363682944251,0.01,0.0,0.6342430843558637,0.0,0.0,802,122,1.340633025010901,-0.6007668242507179,-0.05460403333381388,21.3,98304,-121.7008817,-0.1694932730172758,0.15217735988607364,-1.032137225641685,-1.1400409939675118,-0.011770451495243896,-0.5904366101085543,1.9788635258770502,0.00022178798,-0.0010263194853905588,0.988775908946991,5690.5775146484375,0.0002990784,0.0,0.12413299083709717,0.2,-8.44745683670044,60,2812.233642578125
-0.1212028393839707,0.5,17,-0.6339187905595586,0.0,-0.06133825594601596,-1.2165196839101222,-0.01761037333298842,-0.06462650500240406,0.01,0.0,0.6038096603358082,0.0,0.0,802,130,1.3407977730406107,-0.6075928011146866,-0.06756060977354304,22.63,104448,-126.63582619,-0.18179127707469908,0.15701081034736872,-1.0312980855284726,-1.1222422028195618,-0.01334407819675103,-0.5936837855200187,1.9715632864481742,0.00020569153,-0.0009991909901145846,0.9882996678352356,5758.9798583984375,0.00029901696,0.0,0.1392960548400879,0.2,-8.444418549537659,64,2877.513427734375
-0.11736633465884254,0.5,18,-0.6231728883596479,0.0,-0.056904295584842716,-1.1963160567771285,-0.013656316363467766,-0.06012325591865416,0.01,0.0,0.6209315484950836,0.0,0.0,800,138,1.3517553520856964,-0.5993371948048396,-0.06490640925858343,23.87,110592,-126.80897678999997,-0.16061402895124355,0.15475450300331425,-1.0193096056422277,-1.1316044832843528,-0.01157859982203885,-0.5892812848383073,1.9793950849573665,0.00014010868,-0.0006265458359848708,0.9877886176109314,5666.255615234375,0.00029895552,0.0,0.10547840595245361,0.2,-8.441449522972107,68,2741.224609375
-0.12599049516008132,0.5,19,-0.6379637639068495,0.0,-0.07217806279973099,-1.2018838372665825,-0.016405772794298286,-0.07489379671435525,0.01,0.0,0.6239742012332926,0.0,0.0,799,146,1.3285309086558061,-0.5986308160486414,-0.08874309268401664,21.76,116736,-127.38331077000001,-0.18600570629058696,0.15411692848472772,-1.0398306078097141,-1.1443389957431689,-0.01269358798016782,-0.5895467831996939,1.975735911004377,8.231853e-05,-0.0005690520192729309,0.9875097274780273,5515.408142089844,0.00029889407999999997,0.0,0.04488980770111084,0.2,-8.43871021270752,72,2742.18994140625
-0.12142641093885094,0.5,20,-0.6462843282784035,0.0,-0.07351289466960008,-1.1748624026062955,-0.016180652826704518,-0.06673951083638237,0.01,0.0,0.6088996036252886,0.0,0.0,800,153,1.3415613711807668,-0.6053979446241813,-0.08495975210342978,23.25,122880,-122.63536554000002,-0.1734570478061673,0.16232694208610865,-1.029415083765246,-1.10642071820436,-0.013871546123845219,-0.5940743928722441,1.968494096954854,8.352783e-05,-0.0007254865922732279,0.9874007701873779,5768.62451171875,0.00029883264,0.0,-0.026798605918884277,0.2,-8.437619924545288,76,2825.150634765625
-0.11283057414242981,0.5,21,-0.6147425470691479,0.0,-0.05201974239435638,-1.1811952481793013,-0.011890030563295873,-0.05414056818109487,0.01,0.0,0.6273047173984592,0.0,0.0,801,161,1.358713510283053,-0.5940914536877744,-0.06265581643554129,20.7,129024,-121.35149086999999,-0.16597775114735028,0.1640014676805747,-1.0238036150756704,-1.0917662870554474,-0.010787752958860827,-0.5864630524636899,1.9829593066637228,9.139846e-05,-0.0006589486292796209,0.9871342778205872,5466.041259765625,0.0002987712,0.0,-0.0014812946319580078,0.2,-8.43671202659607,80,2683.97216796875
-0.11786800820567263,0.5,22,-0.6318057086710308,0.0,-0.07004401196025094,-1.163853410279904,-0.017605579555457003,-0.06665517286238605,0.01,0.0,0.608044703923844,0.0,0.0,799,169,1.343533333584985,-0.6017463672190096,-0.07238051837834268,22.43,135168,-126.49913643,-0.1825158027875422,0.16158636746332303,-1.0288157544398235,-1.0967161076094072,-0.014575936294291068,-0.596137539748573,1.9636906547125106,9.541707e-05,-0.0007816413562977687,0.986666202545166,5198.827453613281,0.00029870976,0.0,0.07469433546066284,0.2,-8.434461236000061,84,2552.442626953125
-0.11275825992521134,0.5,23,-0.5963310820540205,0.0,-0.07128510770061679,-1.1828424531344586,-0.016569213632628626,-0.06627466212878902,0.01,0.0,0.6238121533549603,0.0,0.0,799,176,1.34004260361228,-0.6002226394744478,-0.05132497165591344,21.19,141312,-121.49899821,-0.1776064909496515,0.15835783247409138,-1.0094328615656998,-1.121594773967092,-0.012938108950942084,-0.5921604264881353,1.971826855679825,7.806101e-05,-0.000535355502506718,0.9863615036010742,5280.3148193359375,0.00029864831999999996,0.0,0.02557206153869629,0.2,-8.43183422088623,88,2559.833740234375
-0.11160404290291248,0.5,24,-0.6138384997825939,0.0,-0.06438779262748412,-1.201375855250991,-0.015010140526945699,-0.06027523257581587,0.01,0.0,0.6228809791043707,0.0,0.0,800,184,1.3536530671385236,-0.5888487783640579,-0.05397280161145677,21.53,147456,-121.26274018000002,-0.17145030778276002,0.16043490984386752,-1.013573754911733,-1.109095689625901,-0.012507555356455431,-0.5873220702171693,1.9758418478522033,8.013733e-05,-0.0007207000599009916,0.9861380457878113,5008.6011962890625,0.00029858688,0.0,0.014954745769500732,0.2,-8.430368900299072,92,2490.2939453125
-0.11561389240749204,0.5,25,-0.6312175323432992,0.0,-0.059355065555113384,-1.1906832869700923,-0.015085039130837296,-0.058160617281376316,0.01,0.0,0.6174164390138198,0.0,0.0,801,191,1.3516834237348025,-0.5965729472551486,-0.058471929240681196,21.25,153600,-122.26936574,-0.1939913157251626,0.16227783242675095,-1.0276866573499672,-1.1027006502591223,-0.010772211889215838,-0.5941263006505627,1.9831479783144925,7.252875e-05,-0.0004613468190655112,0.9859490394592285,4861.272888183594,0.00029852544,0.0,-0.0625537633895874,0.2,-8.429027795791626,96,2421.154052734375
-0.11397003265505058,0.5,26,-0.6340700534546654,0.0,-0.061746549914418906,-1.1901614774848757,-0.015980188422396003,-0.055941034689611056,0.01,0.0,0.6146769629159291,0.0,0.0,800,199,1.3572062437476748,-0.6002294496635203,-0.05658803617210501,22.18,159744,-125.59062379999999,-0.18144634715942795,0.16290544737933563,-1.013781921595411,-1.0912031734534309,-0.01175872533297564,-0.5871548130056302,1.9790823676493874,7.040492e-05,-0.0005806308181490749,0.9857761859893799,4851.379699707031,0.00029846399999999997,0.0,-0.08543550968170166,0.2,-8.42796015739441,100,2389.474609375
-0.10969698356024705,0.5,27,-0.6192356163566101,0.0,-0.06833558935370322,-1.2143821726131165,-0.01715451065714491,-0.06843958194667228,0.01,0.0,0.6160653647901403,0.0,0.0,800,207,1.3381422278006043,-0.6037532293357811,-0.051260518431780734,21.58,165888,-119.99945169,-0.1794463724001721,0.15841437665808847,-0.9997889153616096,-1.1161699382816426,-0.013743231940323439,-0.6011221219577388,1.9694866625704084,5.1973955e-05,-0.00043057205039076507,0.9855040907859802,4679.3590087890625,0.00029840256,0.0,-0.013936161994934082,0.2,-8.426673293113708,104,2355.11962890625
-0.11371425248780942,0.5,28,-0.6221144518853728,0.0,-0.06390539421691904,-1.184284396709544,-0.015860585043128643,-0.059988809670430465,0.01,0.0,0.6260883009656868,0.0,0.0,802,214,1.358203860613119,-0.6057193729836766,-0.053873054449135614,22.27,172032,-119.95920527999999,-0.1693736688734955,0.1650462860794298,-1.0138762303554285,-1.0829860651621728,-0.012295724680319515,-0.5931494761062671,1.9749659374144821,5.0126306e-05,-0.0005026596481911838,0.9852630496025085,4581.025573730469,0.00029834112,0.0,-0.041142821311950684,0.2,-8.42496395111084,108,2226.43603515625
-0.1194279780447275,0.5,29,-0.6321206329795506,0.0,-0.06518735018083324,-1.199659612894626,-0.01623851241980767,-0.06278684209000164,0.01,0.0,0.6128387874990179,0.0,0.0,803,221,1.3432170463865691,-0.5965785059093535,-0.06738289185482262,21.81,178176,-121.69690007,-0.18907780711136746,0.15820769781747177,-1.014094968114642,-1.110387333065134,-0.012515930228137085,-0.5929797116304295,1.9740660202598994,5.500058e-05,-0.00047474414168391377,0.9850209355354309,4425.447326660156,0.00029827968,0.0,-0.06885039806365967,0.2,-8.423572659492493,112,2157.5205078125
-0.11527597987011279,0.5,30,-0.6161499592886446,0.0,-0.06317941377973861,-1.191709496170729,-0.015359530662904039,-0.06776923155928942,0.01,0.0,0.6090919513611509,0.0,0.0,803,229,1.3440929608141712,-0.590703574415927,-0.06219938011920787,23.65,184320,-126.5874222,-0.1821851933981896,0.15485181799517478,-1.0057912929478365,-1.1304289631366755,-0.014394301806949818,-0.5923572817852497,1.9644027795372248,4.615049e-05,-0.00038910683360882103,0.9847813248634338,4381.36962890625,0.00029821823999999996,0.0,-0.05964469909667969,0.2,-8.422036528587341,116,2162.171142578125
-0.12087795918562261,0.5,31,-0.6384789447141507,0.0,-0.06984485200080005,-1.2014893372853064,-0.015897029253698815,-0.061117817716099115,0.01,0.0,0.627941584472646,0.0,0.0,803,237,1.3466694475801357,-0.5888021653408549,-0.06388761259588636,21.7,190464,-124.28995520000001,-0.1877465878546959,0.16193272602287798,-1.0137393264701364,-1.0946258625564136,-0.011847198494986153,-0.5857913438156478,1.978291339464758,4.7702648e-05,-0.0004640570405172184,0.984536349773407,4139.710144042969,0.0002981568,0.0,-0.10979962348937988,0.2,-8.42059588432312,120,2054.39501953125
-0.11559466401413103,0.5,32,-0.6050859001013036,0.0,-0.058803146600100796,-1.198660526803257,-0.016087030108936088,-0.05776107358223742,0.01,0.0,0.6200054962697791,0.0,0.0,803,244,1.3502868066336948,-0.6017412458973013,-0.06026680063773359,22.41,196608,-121.05839628000001,-0.1730955029524225,0.16409782543670962,-1.0107064337852847,-1.0939804088371423,-0.012823787769135642,-0.5911361019567872,1.9721149810223502,3.6529986e-05,-0.0002706506347749382,0.9843459725379944,4160.873687744141,0.00029809536,0.0,-0.15375006198883057,0.2,-8.419188737869263,124,2060.97119140625
-0.114612654837642,0.5,33,-0.6020657742878736,0.0,-0.06327409696660935,-1.2129027004089994,-0.017078919108140637,-0.06698481562553789,0.01,0.0,0.6180839409118016,0.0,0.0,803,252,1.343621898815136,-0.5943782003444467,-0.060823123765247074,22.5,202752,-123.30799049000005,-0.16848937466264813,0.1619937312023764,-1.008378490844745,-1.1010137799481396,-0.014312786045494921,-0.5897730207198038,1.963717700362239,2.6198373e-05,-0.00033747186535038054,0.9842560887336731,3965.5353393554688,0.00029803391999999997,0.0,-0.10049569606781006,0.2,-8.418278694152832,128,1950.95263671875
-0.11845499848298709,0.5,34,-0.6129996233147156,0.0,-0.056202314433700745,-1.1800709253413928,-0.015902919424355226,-0.054213193575739234,0.01,0.0,0.6057960048106527,0.0,0.0,804,259,1.3515825217614623,-0.5941282747848499,-0.07022668257384877,22.57,208896,-120.65663255,-0.17991032037514743,0.16306411239784427,-1.0138964872961134,-1.0962319864086816,-0.012532700006685884,-0.5878775808011293,1.9753556412031685,3.7191043e-05,-0.0005247390072327107,0.9842165112495422,3903.7268676757812,0.00029797248,0.0,-0.10847139358520508,0.2,-8.417918801307678,132,1940.7998046875
-0.11670040294542781,0.5,35,-0.5914728734099284,0.0,-0.052195535826725065,-1.197811831424468,-0.014258431654919525,-0.055873531564223866,0.01,0.0,0.622623222733699,0.0,0.0,803,267,1.3611678770142415,-0.5902065681007512,-0.05724814063061317,22.61,215040,-119.30869943999998,-0.17130485416629973,0.16367484151444003,-1.00957637513287,-1.0874033138933015,-0.012168938287482507,-0.5877446877187443,1.9788933338315424,4.981608e-05,-0.00045448943274095654,0.9841592907905579,3614.1383056640625,0.00029791104,0.0,-0.15990066528320312,0.2,-8.417627930641174,136,1758.6717529296875
-0.11480955517012055,0.5,36,-0.6253362895206921,0.0,-0.064308269660726,-1.205168175193875,-0.014846478943415531,-0.05438245742866208,0.01,0.0,0.614623526960581,0.0,0.0,803,275,1.3578497831921073,-0.5988722369593635,-0.06672483999755292,22.18,221184,-118.06606164,-0.1665143968526462,0.16184841900241728,-1.0143237238591118,-1.0932788208647433,-0.0124436809751857,-0.5863601303162795,1.9755377101343121,3.7734753e-05,-0.00046525638026650995,0.9840299487113953,3460.0103454589844,0.0002978496,0.0,-0.10898339748382568,0.2,-8.417114496231079,140,1680.1041259765625
-0.1212501536729782,0.5,37,-0.6167332022135938,0.0,-0.0738686372205191,-1.1857479006395233,-0.017883981386572035,-0.07240419969646182,0.01,0.0,0.6063035090112908,0.0,0.0,803,283,1.3425437315713011,-0.5898806695942079,-0.0740011598119112,21.48,227328,-119.62850913000003,-0.18787925707366912,0.1643771965821993,-1.000597410180108,-1.0796394520554962,-0.014951321772729112,-0.5993309040853395,1.9627264357512642,3.986103e-05,-0.00045390520244836807,0.9838380217552185,3488.8585510253906,0.00029778815999999996,0.0,-0.11038529872894287,0.2,-8.41610038280487,144,1713.388427734375
-0.11820478133415142,0.5,38,-0.6247368015793007,0.0,-0.06471708493424082,-1.1893093479016845,-0.01740973449335872,-0.0677066320860535,0.01,0.0,0.6007877842311049,0.0,0.0,801,291,1.3403002768482886,-0.5903363061447057,-0.055124631215176446,23.05,233472,-126.66801400999996,-0.16863502727979832,0.15873602993525146,-1.016962643147961,-1.1155961132702148,-0.015997227469288697,-0.5895176968275943,1.959580269551238,4.060501e-05,-0.0005156612460268661,0.983632504940033,3554.785400390625,0.00029772672,0.0,-0.24566149711608887,0.2,-8.414879560470581,148,1688.606201171875
-0.11454840307991221,0.5,39,-0.6152503065603251,0.0,-0.05053998651876739,-1.1979640298482621,-0.013254404223123023,-0.044182313580884446,0.01,0.0,0.6190813256912374,0.0,0.0,801,299,1.3756336876447979,-0.5918124860051724,-0.0541627008961372,21.71,239616,-120.82354772,-0.17087138700574647,0.17135813901502775,-1.0160670626604718,-1.058407612945155,-0.011385201494490793,-0.5937076085839786,1.9803306201265365,4.6045992e-05,-0.0005014915077481419,0.9834342002868652,3367.6595153808594,0.00029766528,0.0,-0.1752074956893921,0.2,-8.413637161254883,152,1654.5120849609375
-0.11995070314860544,0.5,40,-0.6044317416400221,0.0,-0.05928045088958391,-1.1957363953514586,-0.015428329500789192,-0.05116064429460471,0.01,0.0,0.6089322132453596,0.0,0.0,801,306,1.3659551326029904,-0.5796515639637405,-0.07257843706055843,23.68,245760,-122.16144178999998,-0.18510605668206062,0.16250436717058445,-1.0127519018627318,-1.0908234399830499,-0.012548654728596715,-0.5916878155045046,1.9772895903007939,5.1359755e-05,-0.0005224370543146506,0.9831687808036804,3097.1973266601562,0.00029760383999999997,0.0,-0.139695405960083,0.2,-8.412283062934875,156,1509.6629638671875
-0.11609482784578234,0.5,41,-0.6088544279492367,0.0,-0.07698448214162666,-1.1991843398215893,-0.01632499244538332,-0.05067105336805807,0.01,0.0,0.6100648210102957,0.0,0.0,799,314,1.361926820393516,-0.5968897162814065,-0.061104027017764774,22.37,251904,-123.29066267999998,-0.1722685375922808,0.16786530154080628,-1.0082255056389064,-1.0773797949595647,-0.015309628140363634,-0.5958804308322669,1.9588178097894116,6.0085862e-05,-0.0005683154886355624,0.9829725623130798,3043.163604736328,0.0002975424,0.0,-0.06578445434570312,0.2,-8.410715341567993,160,1478.58544921875
-0.11894211991456076,0.5,42,-0.6144896268775507,0.0,-0.06577045946111364,-1.1884256714389863,-0.017402673249112693,-0.06263356175460234,0.01,0.0,0.613535151397943,0.0,0.0,799,322,1.3424736831863981,-0.6057678290413226,-0.06836795047475172,22.58,258048,-122.45472966,-0.17823513339667355,0.16364198617276654,-1.018027705836622,-1.0837432050391709,-0.013106923353260136,-0.593952472652442,1.9720981807978213,5.3477597e-05,-0.0004914544988423586,0.9828042387962341,3035.6853942871094,0.00029748096,0.0,-0.15715909004211426,0.2,-8.409693598747253,164,1465.4927978515625
-0.11003831264554946,0.5,43,-0.568892133094666,0.0,-0.059583821795139075,-1.1861856767140007,-0.01607053584733535,-0.06445082248529212,0.01,0.0,0.6325152925445802,0.0,0.0,798,330,1.3437568060789704,-0.5893777521858723,-0.05237331731399983,21.98,264192,-116.74678402999999,-0.16887983773585946,0.16051169653175587,-0.9873537779443753,-1.1007565326123994,-0.012399653498617458,-0.5927713259735773,1.976341687966297,6.544858e-05,-0.00067581856274046,0.9825584292411804,2960.690887451172,0.00029741952,0.0,-0.1041257381439209,0.2,-8.408469796180725,168,1437.8060302734375
-0.11329566164536391,0.5,44,-0.6212708803624994,0.0,-0.0631016865285917,-1.1923861271494516,-0.017346365679968802,-0.06052292675838023,0.01,0.0,0.6035246736971669,0.0,0.0,799,338,1.3512333771306462,-0.5971118821872782,-0.05354554527744728,21.78,270336,-118.95166302999998,-0.17251086997478401,0.1640765482530303,-1.0069178309898337,-1.091405494583554,-0.013539976455260587,-0.59312305605863,1.9708086861934513,6.571499e-05,-0.0005341447758837603,0.9822795987129211,2761.2977905273438,0.00029735807999999996,0.0,-0.08918213844299316,0.2,-8.406816482543945,172,1374.95458984375
-0.11120932287994999,0.5,45,-0.6197500305344888,0.0,-0.06220169187731164,-1.1827560910203592,-0.01808959975209257,-0.05673622206268606,0.01,0.0,0.6015062761953189,0.0,0.0,799,345,1.359226125521582,-0.5915519450301768,-0.05150966102651335,22.32,276480,-121.80649873000002,-0.18948630455909907,0.16956453057982812,-1.0019618080213653,-1.0618695198128332,-0.013528209089738797,-0.5932181152868452,1.9710348205554205,6.0681734e-05,-0.0006118211167631671,0.9821532368659973,2789.19775390625,0.00029729664,0.0,-0.10001027584075928,0.2,-8.405352592468262,176,1350.40625
