reward_terms/coef_rate,reward_terms/lat_vel,reward_terms/height,reward_terms/torque,reward_terms/clearance,reward_terms/motor_vel,reward_terms/vz,rollout/ep_len_mean,time/iterations,reward_terms/energy,reward_terms/alive,reward_terms/foot_slip,reward_terms/stance_time,reward_terms/stop,reward_terms/overrun,reward_terms/stance,curriculum/eff_scale,reward_terms/action_rate,reward_terms/fwd_speed,reward_terms/residual,reward_terms/phase_contact,curriculum/ent_coef,reward_terms/angmom,rollout/ep_rew_mean,time/fps,curriculum/stance_ratio,reward_terms/air_time,reward_terms/upright,time/total_timesteps,reward_terms/time,reward_terms/ang_xy,time/time_elapsed,reward_terms/hip_roll,train/n_updates,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_range,train/std,train/learning_rate,train/value_loss,train/explained_variance
-0.8932781222170815,-3.243191152129156e-09,-0.012229293717349682,-0.0025410428309309992,0.03251784435307012,-6.547005612364455e-05,-0.07751995558329312,26.44,11,-0.00025520765504157916,0.5,-0.7411972760870199,-0.01905348249573236,0.0,0.0,-0.0043693780369283754,0.006485333333333333,-0.11426005878946947,-0.10093547806520556,-0.5088769203382173,-0.43905025894554883,0.01,-0.24170447015884625,-125.50605599000001,3630,0.6485083733333333,2.7754907741358404e-05,-0.28916376653869014,428032,0.0,-0.5949244371395078,117,-0.01403535558808191,33454,0.26674107142857145,-34.06382315499442,0.011713365625057901,0.02285178,4.932455062866211,0.2,1.0008094310760498,0.0003,12.811389650617327,-4.308105945587158
-0.8896310664936081,-3.453223932231309e-09,-0.013036548261651223,-0.0028485554616809773,0.03220536761153943,-7.229138569604332e-05,-0.07638106161508003,28.59,12,-0.00028471774701277085,0.5,-0.7391308254720625,-0.02395350913560067,0.0,0.0,-0.00626265295738772,0.007133866666666666,-0.11457262363108008,-0.14396996928476888,-0.5101213045921821,-0.4363920258785075,0.01,-0.2368532181906653,-127.41978608000001,3638,0.6483592106666667,3.495061690428931e-05,-0.2923767808833178,466944,0.0,-0.5828996336011045,128,-0.014976184019700193,33455,0.287353515625,-34.05909061431885,0.012480306380894035,0.02671066,7.943204402923584,0.2,1.0004040002822876,0.0003,20.478769540786743,-3.4458422660827637
-0.8762824689942353,-3.551445562882408e-09,-0.013013202506423526,-0.0030772619702313666,0.032346046916997995,-7.954262107112971e-05,-0.0802700326330145,28.63,13,-0.0003098556738138959,0.5,-0.741476610389212,-0.01880394582449777,0.0,0.0,-0.005628752387428386,0.0077824,-0.1143191462910456,-0.13348702305909937,-0.5088768773458138,-0.43199183823335485,0.01,-0.24135594332644714,-127.43029190999998,3637,0.648210048,4.934206739754269e-05,-0.29070524398424147,505856,0.0,-0.5842922331575847,139,-0.014976328222127813,33458,0.3447149367559524,-34.083140600295295,0.0022184614402552447,0.05115895,4.472515106201172,0.2,1.0026493072509766,0.0003,17.92397163027809,-4.254881858825684
-0.8701568852775758,-3.330370925304965e-09,-0.012550743083644211,-0.0033891191954671033,0.03349041189354283,-8.856757794863363e-05,-0.07899754764618577,29.77,14,-0.0003436477479671416,0.5,-0.7595625670202959,-0.018757944813267768,0.0,0.0,-0.0036842937142508676,0.008430933333333333,-0.11435710089177009,-0.08037787708924053,-0.5084426656516445,-0.4317229909948951,0.01,-0.2428325796651395,-128.44896393000002,3646,0.6480608853333334,2.9810806920163724e-05,-0.2882340724229044,544768,0.0,-0.5780914787873519,149,-0.014286793239345367,33459,0.2177734375,-34.06172752380371,0.008597344742156565,0.019040471,5.157371520996094,0.2,1.0005980730056763,0.0003,17.939250469207764,-4.532710552215576
-0.8701807580895615,-3.333419303350019e-09,-0.01349836813930637,-0.0035739581888786245,0.031100833840429474,-9.469916792856586e-05,-0.07815233862474297,30.67,15,-0.00036475173552482764,0.5,-0.7690254167622347,-0.02166090113735807,0.0,0.0,-0.004236387468140976,0.009079466666666666,-0.11316043552662172,-0.12235575414756837,-0.5087798026462903,-0.4425409970827552,0.01,-0.23719964845788594,-129.55041947,3653,0.6479117226666666,3.083878637928712e-05,-0.2987082546682003,583680,0.0,-0.5770375503764182,159,-0.01450660806411378,33460,0.2744140625,-34.06584485371908,0.01266106047357122,0.024456874,5.953755855560303,0.2,1.000931739807129,0.0003,14.004943052927652,-4.377653121948242
-0.8719902935373635,-3.533840392332561e-09,-0.012963986470127527,-0.0038524513107617855,0.031064770588446877,-0.00010178332046902967,-0.07627909980925555,28.68,16,-0.0003912901107076384,0.5,-0.7657408851408178,-0.02245911187798667,0.0,0.0,-0.003956618486439752,0.009728,-0.11265229175662876,-0.13664891332830567,-0.5091939681194422,-0.4361551528110346,0.01,-0.2332742167970733,-127.20027583,3659,0.64776256,6.116362974831933e-05,-0.29229384962541755,622592,0.0,-0.5631370813521128,170,-0.014054629945918764,33461,0.2673583984375,-34.071611404418945,0.01232567774131894,0.022065235,3.692403793334961,0.2,1.0014187097549438,0.0003,12.336782264709473,-4.532626628875732
-0.8623191828743648,-3.430922208874139e-09,-0.012039322504428254,-0.004095998309888554,0.03053309625215996,-0.00010877025499356509,-0.07659291584003444,31.3,17,-0.0004183608601801353,0.5,-0.7776711644606527,-0.02269425713625663,0.0,0.0,-0.006570739422891199,0.010376533333333333,-0.11269697314249336,-0.1463319749199258,-0.5088894933591133,-0.4350554284240745,0.01,-0.2325855356243679,-129.97613949,3663,0.6476133973333333,1.5933353049484522e-05,-0.27400879952973434,661504,0.0,-0.5588933063225767,180,-0.014784654134162084,33462,0.28309849330357145,-34.0647212437221,0.0130028268987579,0.02522864,4.717414855957031,0.2,1.000853180885315,0.0003,19.560643877301896,-4.994258403778076
-0.8644851442129345,-3.220939418841091e-09,-0.012055318990495167,-0.004383783794351384,0.03127824371841527,-0.00011610993631896463,-0.07612081107185502,25.46,18,-0.0004473452219092793,0.5,-0.7802630744338659,-0.022212916595316,0.0,0.0,-0.004850983636232495,0.011025066666666666,-0.11331376809833035,-0.12587782222261568,-0.5087110759633735,-0.43189630306291116,0.01,-0.22573673249641713,-124.29332664000002,3668,0.6474642346666667,1.5933357644826174e-05,-0.26368109033399734,700416,0.0,-0.5467961029288122,190,-0.013940070659522838,33463,0.302001953125,-34.05977153778076,0.013886446366086602,0.028544076,13.322700500488281,0.2,1.000432014465332,0.0003,16.46926212310791,-4.564608097076416
-0.8611538482064409,-3.213673734768046e-09,-0.012098995663764503,-0.004608547937384927,0.031504000156123174,-0.00012291924257441366,-0.07909982948916762,27.85,19,-0.00047559752469270955,0.5,-0.7937555803092611,-0.020801270202929645,0.0,0.0,-0.007240528351947657,0.0116736,-0.11263322621850998,-0.13460218971923404,-0.5087689339164282,-0.4365313220675767,0.01,-0.2316342025391581,-126.48127040000001,3672,0.647315072,1.4391418325861818e-05,-0.27151541467817397,739328,0.0,-0.5481889838966069,201,-0.014902652383470742,33464,0.2557373046875,-34.06890525817871,0.011439503636211157,0.021179065,4.447510719299316,0.2,1.0012028217315674,0.0003,10.774975490570068,-6.457101821899414
-0.8600125069309952,-3.224728844246109e-09,-0.012094196323885894,-0.004957552730901026,0.03320096597057556,-0.00013080975313831624,-0.07929545372278801,30.68,20,-0.0005080307981612779,0.5,-0.7963540388144719,-0.019537394093564024,0.0,0.0,-0.00260186008775761,0.012322133333333334,-0.11322677471063244,-0.0833545229749538,-0.5080321883507252,-0.43442661848052105,0.01,-0.2332971884865318,-129.06416226,3676,0.6471659093333334,1.9017245473438188e-05,-0.2755038746912134,778240,0.0,-0.542915102398976,211,-0.013703599005471847,33465,0.272216796875,-34.06101303100586,0.011699502076953649,0.024649914,4.171199798583984,0.2,1.0005807876586914,0.0003,11.858585739135743,-5.66566801071167
-0.8606068859626133,-3.1474036294878234e-09,-0.01204214265853742,-0.00513849027282282,0.031329755353563596,-0.0001360401135539639,-0.07725007663444491,29.3,21,-0.0005261085260712615,0.5,-0.7884759256018287,-0.020837763026448602,0.0,0.0,-0.003983715943283,0.012970666666666667,-0.11265040199453535,-0.1102388542217213,-0.5084181200821525,-0.43329807950433336,0.01,-0.23112439621905612,-127.65020439,3678,0.6470167466666666,2.5698976395161527e-05,-0.27258862457088034,817152,0.0,-0.5385455652681793,222,-0.013946752866032641,33466,0.25445556640625,-34.06550121307373,0.012727361754514277,0.021735845,3.207425594329834,0.2,1.0009770393371582,0.0003,9.874457359313965,-5.409539699554443
-0.8672558577766661,-3.1469491519273738e-09,-0.012880363366734201,-0.0054370146253165975,0.029824101922251,-0.0001397543731871924,-0.07532344360310521,29.52,22,-0.0005492089678291328,0.5,-0.790368426397052,-0.02541860841723208,0.0,0.0,-0.0055287711732613445,0.0136192,-0.11139622980098297,-0.1447082666338563,-0.5090800371570227,-0.44108733162995084,0.01,-0.23039294843022243,-128.17407132999998,3681,0.646867584,3.083879097462877e-05,-0.29148439140872484,856064,0.0,-0.5459235099229707,232,-0.01442033487679705,33467,0.23259626116071427,-34.06310272216797,0.013241014709430081,0.020098092,3.029088258743286,0.2,1.000822901725769,0.0003,8.343627793448311,-5.155816078186035
-0.8612617181152138,-3.2030847769145955e-09,-0.013080225815960947,-0.005710489180167159,0.029191227239459206,-0.00014420338788624735,-0.0771470212114368,28.78,23,-0.000572777941067589,0.5,-0.803695488590174,-0.024846291060001885,0.0,0.0,-0.005987361705134444,0.014267733333333333,-0.11006801284436661,-0.14530325455737217,-0.5095995768165131,-0.4472364027365797,0.01,-0.23839582385130065,-127.16131799000003,3684,0.6467184213333333,2.21011363656113e-05,-0.31116184870104324,894976,0.0,-0.5473291679951154,242,-0.014809062645048244,33469,0.3031005859375,-34.072802225748696,0.007785154448356479,0.049114585,7.008859634399414,0.2,1.0016303062438965,0.0003,11.199872295061747,-6.131538391113281
-0.856665245646673,-3.2207037475039707e-09,-0.013409519747793542,-0.005998906915029563,0.029273621236098328,-0.00015106252462427448,-0.07697096069697999,31.77,24,-0.0005970677782336685,0.5,-0.7922909936291829,-0.0246838723366014,0.0,0.0,-0.003888554286252042,0.014916266666666667,-0.11003786337883453,-0.13619158342595752,-0.5096303381330762,-0.4482082077205264,0.01,-0.23558760780903315,-130.21918973,3686,0.6465692586666667,3.289471772548399e-05,-0.30711301457318013,933888,0.0,-0.5451933707199288,253,-0.014408343832663257,33470,0.260693359375,-34.060926818847655,0.00794402565807104,0.02439499,7.9150710105896,0.2,1.0005453824996948,0.0003,19.251154899597168,-5.657127380371094
-0.8520220561743037,-3.422748175183325e-09,-0.013509644506377986,-0.006282399016685791,0.03001361703914343,-0.000159840467211989,-0.07645798851187438,30.32,25,-0.0006302588028011247,0.5,-0.7957696344580804,-0.022205205602834833,0.0,0.0,-0.005282779608791331,0.0155648,-0.1110571403607001,-0.10669683275458161,-0.5094762682747794,-0.4406066415580345,0.01,-0.2358045118492433,-128.6849325,3688,0.646420096,2.621296842239405e-05,-0.29871288910110927,972800,0.0,-0.542304864559785,263,-0.01446865341075421,33472,0.3074798583984375,-34.077210664749146,0.005681861293851398,0.037584487,4.3291144371032715,0.2,1.0019190311431885,0.0003,15.21722537279129,-5.121617794036865
-0.8511795172576198,-3.128649818440362e-09,-0.012837675638172062,-0.006559925946210449,0.028049865906768143,-0.00016526960573570905,-0.07401231226654835,30.47,26,-0.0006466671579497225,0.5,-0.7876226387970082,-0.025606980999184185,0.0,0.0,-0.0038520732369928938,0.016213333333333333,-0.11039023303112172,-0.13529835723887929,-0.5094209481113032,-0.45041022010617854,0.01,-0.23268811809520096,-128.83586126999998,3688,0.6462709333333334,3.3922681866801884e-05,-0.31175101871655425,1011712,0.0,-0.5441046839027327,274,-0.013430740049002082,33473,0.26416015625,-34.06933546066284,0.013436103166895919,0.02295202,2.413987159729004,0.2,1.0014007091522217,0.0003,6.792397320270538,-6.425227165222168
-0.8580819360487408,-3.2183634199164572e-09,-0.012581583921880862,-0.006817749493582087,0.028357379284657987,-0.00017314509427567837,-0.0724304359479024,31.25,27,-0.0006802705852673117,0.5,-0.7875435359905866,-0.027276387256662066,0.0,0.0,-0.006036539788696559,0.016861866666666666,-0.11157442938010557,-0.1334463519138339,-0.5087553698027826,-0.45054755957974674,0.01,-0.22898852046250776,-129.41756795999999,3690,0.6461217706666667,1.1821531715165628e-05,-0.2990538544917058,1050624,0.0,-0.5380835265378415,284,-0.014243943600167152,33474,0.2882486979166667,-34.06074523925781,0.013883622518430153,0.032378327,6.9105000495910645,0.2,1.000509262084961,0.0003,10.759032567342123,-4.718512058258057
-0.858007149682155,-3.2114284727806768e-09,-0.01317659846839706,-0.0069869172252792575,0.02656022340632656,-0.00017511569357285788,-0.07233763368180264,35.35,28,-0.0006892253027457499,0.5,-0.7906883851513181,-0.027940704898547233,0.0,0.0,-0.007061606062624306,0.0175104,-0.1098978158772886,-0.18116899578514112,-0.5090821822358741,-0.45764367425731756,0.01,-0.2264273335527776,-133.3954831,3692,0.645972608,1.6961337103949565e-05,-0.31603570618723076,1089536,0.0,-0.5392678640044245,295,-0.015153885538588404,33475,0.283251953125,-34.06629180908203,0.01625990904867649,0.025413588,2.0713372230529785,0.2,1.0009825229644775,0.0003,5.179114151000976,-6.019590854644775
-0.8541740428231409,-3.2545355925122214e-09,-0.013635605185477406,-0.007553225887467216,0.027952980905463456,-0.00018171929224620342,-0.07323150332641844,34.86,29,-0.0007293939360944768,0.5,-0.7728144596034554,-0.025563033574910247,0.0,0.0,-0.0078052142811392,0.018158933333333332,-0.11061606822099726,-0.15497921408695434,-0.5085801540243602,-0.4502880897737144,0.01,-0.2319357889233486,-132.91746821,3695,0.6458234453333334,2.5185016535320564e-05,-0.32425779112884606,1128448,0.0,-0.5347245365294994,305,-0.014384128053264821,33476,0.3179524739583333,-34.060194651285805,0.020930317230522633,0.039707094,3.585275411605835,0.2,1.0004841089248657,0.0003,8.042898019154867,-5.098419666290283
-0.8611634919172233,-3.348337666420134e-09,-0.012485127878121895,-0.007602536621560301,0.027807850916447014,-0.00018844076774166216,-0.07412822667467506,32.71,30,-0.0007457940707808148,0.5,-0.7587159626698932,-0.030003050634006382,0.0,0.0,-0.007173536482876976,0.018807466666666668,-0.10970159570776411,-0.1844100473663992,-0.5081831475372119,-0.45449612414510093,0.01,-0.22577086855315057,-130.81574462,3697,0.6456742826666667,2.4157055457563776e-05,-0.31838451461602196,1167360,0.0,-0.5298024937682674,315,-0.014429486534290317,33477,0.24493408203125,-34.061744689941406,0.012410693685524166,0.021701407,2.574794054031372,0.2,1.0006215572357178,0.0003,10.1892991065979,-6.033783912658691
-0.8493915438292533,-3.249756602967009e-09,-0.011742063418519981,-0.008144445169594235,0.027867054126707157,-0.00019715955946273192,-0.0717708881166776,29.51,31,-0.0007921933092518666,0.5,-0.7521709505684748,-0.021833082650310212,0.0,0.0,-0.0060031309281490045,0.019456,-0.11169539953694985,-0.13588268740127588,-0.5073261513977303,-0.44334527079806635,0.01,-0.23498994817619745,-127.48112737000001,3699,0.6455251200000001,9.251626723102832e-06,-0.3054839073359759,1206272,0.0,-0.544560223709109,326,-0.013399713155311329,33478,0.288330078125,-34.06489690144857,0.010987197048962116,0.025829932,10.41897201538086,0.2,1.0009158849716187,0.0003,12.815975745519003,-6.148067951202393
-0.8631392776345037,-3.515169720842757e-09,-0.012299985465518118,-0.008257321162142995,0.027170899301298217,-0.00020125757741559108,-0.07156762793835367,33.87,32,-0.0008027286642648356,0.5,-0.7416052271550839,-0.024652261721233738,0.0,0.0,-0.006804925355328572,0.020104533333333334,-0.11043999213496931,-0.16998613695460366,-0.5086282186181252,-0.4555689765051115,0.01,-0.2241444060546497,-131.58236531,3701,0.6453759573333333,2.0559189387744193e-05,-0.32348580988139297,1245184,0.0,-0.533258028230658,336,-0.013644333531642277,33479,0.29171316964285715,-34.0658324105399,0.017051552888005972,0.027913706,1.7276437282562256,0.2,1.0010857582092285,0.0003,5.935200486864362,-5.235724449157715
-0.8626165690101277,-3.3335520666724044e-09,-0.012584008777248953,-0.008567394742396189,0.028296927117161186,-0.00020759614687323484,-0.06862688259784046,33.63,33,-0.0008291461672825296,0.5,-0.739498233086198,-0.025967278488678858,0.0,0.0,-0.005295038224799179,0.020753066666666667,-0.11058125539837987,-0.14033060532727004,-0.5086177467919449,-0.4540251338920162,0.01,-0.22673574019776643,-131.42348507,3702,0.6452267946666667,8.223674836029348e-06,-0.31674275483465353,1284096,0.0,-0.5387250280616711,346,-0.013472838647586766,33480,0.283154296875,-34.063873291015625,0.012651760876178742,0.02346946,7.88769006729126,0.2,1.00086510181427,0.0003,9.549044227600097,-4.491814613342285
-0.8627431145701939,-3.2874782146537314e-09,-0.01263416750329713,-0.008961165869820048,0.02743219239118308,-0.00021314807365858571,-0.06947242560302158,34.05,34,-0.0008574400900603688,0.5,-0.7332918166272907,-0.024736040539114344,0.0,0.0,-0.0062401085569792755,0.0214016,-0.11060805862521039,-0.16339344491793345,-0.5085777089742811,-0.45432123906991034,0.01,-0.2310024309647402,-131.74161739999997,3703,0.645077632,2.9296866973469915e-05,-0.3232475349080343,1323008,0.0,-0.5398222590928899,357,-0.013444172793734431,33481,0.3397216796875,-34.07362518310547,0.016893154848366974,0.029704574,2.7652766704559326,0.2,1.0015867948532104,0.0003,7.559131669998169,-4.820497989654541
-0.8642381993290639,-3.137783299136195e-09,-0.012098052070796356,-0.009226583925138138,0.028388158187063715,-0.00022196693307432699,-0.07002976244633281,31.29,35,-0.0008867489267303188,0.5,-0.7328105099687634,-0.023326707082512593,0.0,0.0,-0.0039414979123960706,0.022050133333333333,-0.11134191377780063,-0.14075496273088595,-0.5079553748368181,-0.4521613134067139,0.01,-0.23282756911701258,-129.13427760000002,3704,0.6449284693333334,2.2101142492733505e-05,-0.32160030492266495,1361920,0.0,-0.5441335243808819,367,-0.012991217511797519,33482,0.29966517857142855,-34.063555581229075,0.012500739789434842,0.029530406,4.893110752105713,0.2,1.0007972717285156,0.0003,10.345400878361293,-4.1733317375183105
-0.8593484810832078,-3.505671234727505e-09,-0.012172020064660397,-0.009544666703326788,0.028679695884770328,-0.00022699448154047818,-0.0692445424739176,33.24,36,-0.000920116017608898,0.5,-0.7263822596859223,-0.025774793449703504,0.0,0.0,-0.002080913105303625,0.022698666666666666,-0.11131501883552967,-0.11997589394762849,-0.5095095859330292,-0.449113406102142,0.01,-0.22470881771179171,-131.11144593,3704,0.6447793066666667,3.495063988099757e-05,-0.31134372928709614,1400832,0.0,-0.5356401052312528,378,-0.012184875028663446,33483,0.34305245535714285,-34.06317411150251,0.01893760689667293,0.033426248,3.179119825363159,0.2,1.0007617473602295,0.0003,7.11364391871861,-3.554985523223877
-0.8597378766646987,-3.1956849642496495e-09,-0.011661728015262397,-0.00986546906933886,0.02778847382857196,-0.00023346018140800117,-0.06756264700933333,33.5,37,-0.0009479339489001179,0.5,-0.7330166930463217,-0.02554504436174236,0.0,0.0,-0.002207891547250237,0.0233472,-0.1108816731138693,-0.1357811813917117,-0.5094667986119749,-0.4510965285758872,0.01,-0.22962035285723853,-131.07632585,3705,0.6446301440000001,1.850327182757227e-05,-0.3242287726927936,1439744,0.0,-0.5404400542963962,388,-0.01186256489534234,33484,0.23502604166666666,-34.05585479736328,0.009759018314071,0.02154573,4.505077362060547,0.2,1.0001678466796875,0.0003,11.848533630371094,-3.040705680847168
-0.8629923730196998,-3.40089375600344e-09,-0.012215633508133773,-0.010068612786775663,0.027752128490016282,-0.00024042603065150422,-0.06892661095766815,33.8,38,-0.0009672884631236117,0.5,-0.723682261446006,-0.025920248958037087,0.0,0.0,-0.003534086677323279,0.023995733333333335,-0.11124528378908094,-0.14708608572062082,-0.5093257587512158,-0.45310730771444435,0.01,-0.22497884337793125,-131.73426679,3706,0.6444809813333333,1.490541494843599e-05,-0.3247967720265454,1478656,0.0,-0.5348373562111551,398,-0.012742383605116266,33485,0.3125,-34.05930786132812,0.017710535414516927,0.02952382,1.8653874397277832,0.2,1.000545620918274,0.0003,4.625991630554199,-5.412553310394287
