reward_terms/stance_time,reward_terms/action_rate,curriculum/ctrl_drop_prob,reward_terms/stop,curriculum/stance_ratio,reward_terms/phase_contact,reward_terms/stance,reward_terms/torque,reward_terms/upright,reward_terms/clearance,reward_terms/ang_xy,reward_terms/hip_roll,reward_terms/vz,curriculum/ctrl_jitter_ms,time/iterations,curriculum/eff_scale,reward_terms/angmom,reward_terms/coef_rate,reward_terms/overrun,reward_terms/lat_vel,rollout/ep_rew_mean,time/total_timesteps,reward_terms/residual,reward_terms/energy,reward_terms/foot_ahead,reward_terms/air_time,reward_terms/motor_vel,time/fps,time/time_elapsed,reward_terms/assist_pen,curriculum/sprint_dist_m,reward_terms/time,reward_terms/alive,reward_terms/height,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/residual_rate,curriculum/ent_coef,rollout/ep_len_mean,reward_terms/step_rate,train/entropy_loss,train/explained_variance,train/loss,train/clip_fraction,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/std
-1.3562837719089455e-06,-0.03781408044747523,0.0,0.0,0.6498233600000001,-0.22900124201839972,-0.08733756685404907,-0.0004660148438565202,-0.6901408953142155,0.08013354854374477,-0.7204820709401848,-0.08173456299164701,-0.32418628650817255,0.0,11,0.000768,-0.43807309129627225,-0.16159891634612833,0.0,-6.707940220839016e-08,-129.00830304,202752,-0.10242758235206473,-4.365283337728784e-05,0.0,5.642352173001402e-05,-8.490148291248526e-06,4178,48,0.0,25.1152,-0.5,0.0,-0.06080340596583616,-0.7982297698759244,-0.516611244669329,0.0,0.01,116.95,0.0,-19.866892337799072,0.2812955379486084,20.504650115966797,0.0621826171875,58.68839073181152,12993,0.2,0.00029990784,-0.007411583253997378,0.007354566,1.000382661819458
-0.00016086053801700473,-0.040021183667447974,0.0,0.0,0.649805696,-0.22686538682989354,-0.07075735343433397,-0.0005043270952778183,-0.6558989921852546,0.08053363384548506,-0.7466791160586879,-0.07051776030952377,-0.30742929713948375,0.0,12,0.0008448,-0.41571574604990363,-0.16794953913046362,0.0,-6.797205936842222e-08,-130.39950249,221184,-0.10157843499452854,-4.7970600080409845e-05,0.0,0.0002663843301383571,-9.260646716611583e-06,4184,52,0.0,25.12672,-0.5,0.0,-0.056552416553482074,-0.8105711406231354,-0.5033823414866835,0.0,0.01,122.45,0.0,-19.869729232788085,0.0427854061126709,15.325848579406738,0.08924560546875,51.2273928642273,12997,0.2,0.000299898624,-0.009334244707133621,0.010065017,1.000839352607727
0.0,-0.04044718256923337,0.0,0.0,0.649788032,-0.21957128270500118,-0.05942180663398041,-0.0005491542768523243,-0.6320658096137381,0.07842162826541604,-0.7520619463063198,-0.06729574436984144,-0.2924379789017994,0.0,13,0.0009216,-0.39939751337477897,-0.17633068553263131,0.0,-7.268329285172337e-08,-129.67414016,239616,-0.1014011206604867,-5.232545404165385e-05,0.0,6.022132260517942e-05,-1.0149111527654588e-05,4188,57,0.0,25.13824,-0.5,0.0,-0.05430564637666732,-0.7923574731566165,-0.49630046227357216,0.0,0.01,119.56,0.0,-19.871274185180663,0.19049614667892456,11.124072074890137,0.10269775390625,36.30633020401001,13001,0.2,0.00029988940799999996,-0.009661040268838406,0.011036485,1.000990867614746
-9.033147944137454e-05,-0.04041140520247741,0.0,0.0,0.649770368,-0.23519652210923253,-0.0447397345041466,-0.0006334291679629534,-0.6370965044341904,0.07498783019921448,-0.763177700351378,-0.062386922595706294,-0.27040958394933073,0.0,14,0.0009984,-0.40505728486171194,-0.15933678171394852,0.0,-7.567129930837038e-08,-129.55295639,258048,-0.10161938390275327,-6.104454061876093e-05,0.0,3.0381899301169647e-05,-1.1951387875547786e-05,4191,61,0.0,25.14976,-0.5,0.0,-0.05110724689940144,-0.7072017836475636,-0.5259978136752785,0.0,0.01,119.19,0.0,-19.8758207321167,0.1375579833984375,7.945017337799072,0.136669921875,25.439084243774413,13005,0.2,0.000299880192,-0.01124844488222152,0.0147047285,1.0020071268081665
0.0,-0.04074514006853427,0.0,0.0,0.6497527040000001,-0.2197723351386034,-0.06772593114681709,-0.000680358859611257,-0.6168150442490656,0.08034193287092732,-0.7546225116140922,-0.07243288607574251,-0.28630474489613633,0.0,15,0.0010752,-0.3906548969037788,-0.18390334047762782,0.0,-7.78590022154367e-08,-130.01977912999996,276480,-0.10145645225510398,-6.35342142142449e-05,0.0,0.00024197029415518045,-1.2254779100561802e-05,4194,65,0.0,25.16128,-0.5,0.0,-0.05113927851878844,-0.7183912326462049,-0.49545373854050084,0.0,0.01,120.99,0.0,-19.881748962402344,0.061816275119781494,7.211719512939453,0.17576904296875,22.517156982421874,13009,0.2,0.000299870976,-0.009058174560777843,0.013915986,1.0025564432144165
0.0,-0.039940733211807765,0.0,0.0,0.64973504,-0.21812358371615267,-0.06450218512887868,-0.0006977387100441886,-0.6562539498066776,0.0800244275006457,-0.7718547365195252,-0.07843244970131094,-0.298670304009819,0.0,16,0.001152,-0.40925825558412854,-0.16483843772392048,0.0,-7.859819944246539e-08,-129.77733393000003,294912,-0.10157816781426922,-6.786605500605896e-05,0.0,6.130633604091902e-05,-1.3286682848136926e-05,4197,70,0.0,25.1728,-0.5,0.0,-0.056174514186708456,-0.7181381777243215,-0.5038155074979563,0.0,0.01,120.06,0.0,-19.878106307983398,0.0496097207069397,6.775843620300293,0.20234375,20.57816848754883,13013,0.2,0.00029986176,-0.010711727570742369,0.016895598,1.0017365217208862
-1.627583211908738e-05,-0.04028229959978001,0.0,0.0,0.649717376,-0.2576726213417018,-0.04838556339125535,-0.0008475810149163628,-0.6716794105650471,0.07459766611080793,-0.7504575969025513,-0.06369110911062115,-0.2538190617811234,0.0,17,0.0012288,-0.4053087659957552,-0.16671591846781633,0.0,-7.803261169685921e-08,-132.0135215,313344,-0.10143825867141693,-7.839644784568511e-05,0.0,0.00047742998706073396,-1.4731100075694984e-05,4199,74,0.0,25.18432,-0.5,0.0,-0.05205387547969568,-0.7344781043596463,-0.5215063609797308,0.0,0.01,129.1,0.0,-19.87340612411499,-0.04103124141693115,4.7616424560546875,0.17508544921875,16.333910942077637,13017,0.2,0.000299852544,-0.011656306078657508,0.015336963,1.0014228820800781
-3.743456262681219e-05,-0.03952874997314597,0.0,0.0,0.649699712,-0.22711739775810239,-0.052948719640203014,-0.0007965231652050567,-0.6519008270514762,0.07873913836727393,-0.7417987508218176,-0.07510489052707936,-0.3018265267184299,0.0,18,0.0013056,-0.428141620812268,-0.15593865710997748,0.0,-7.778838263637498e-08,-130.37158664,331776,-0.10178337206374663,-7.597975095560385e-05,0.0,0.00016981315113500587,-1.4710245969261958e-05,4203,78,0.0,25.19584,-0.5,0.0,-0.055711643826581225,-0.8121807180903957,-0.5020900994456521,0.0,0.01,122.48,0.0,-19.875311660766602,0.5652843713760376,7.71389627456665,0.248291015625,47.765351390838624,13021,0.2,0.000299843328,-0.003056241455487907,0.015879633,1.0020856857299805
-1.4512531278241011e-05,-0.038918192681159286,0.0,0.0,0.6496820480000001,-0.2592127555809839,-0.050393706021710845,-0.0009144002007820825,-0.65820660878607,0.07603096346040916,-0.764579091431949,-0.08194499222710419,-0.2745955216040937,0.0,19,0.0013824,-0.4308429992640324,-0.1627465276081641,0.0,-8.463971602105571e-08,-130.25285370999998,350208,-0.10202322408953465,-8.76150442625083e-05,0.0,0.00019422724209208455,-1.698406813117598e-05,4205,83,0.0,25.20736,-0.5,0.0,-0.054641439856019484,-0.7564215257679563,-0.515016178511557,0.0,0.01,121.92,0.0,-19.880376243591307,-0.17329370975494385,4.036991596221924,0.18570556640625,13.84139289855957,13025,0.2,0.000299834112,-0.015362435940187425,0.018235039,1.002357840538025
0.0,-0.04152607258748532,0.0,0.0,0.649664384,-0.23778658021085952,-0.05136645018210986,-0.0009811453415319333,-0.6438379161417461,0.07831935930694091,-0.7793398269913362,-0.08815310575880847,-0.2627480688946239,0.0,20,0.0014592,-0.4042500230572485,-0.1725449828678931,0.0,-8.335588376016593e-08,-129.96634315999998,368640,-0.10141755477812936,-9.396034237853153e-05,0.0,0.0001850040959349523,-1.796178252918181e-05,4207,87,0.0,25.21888,-0.5,0.0,-0.052115371884249674,-0.6720345211606534,-0.5089393184414478,0.0,0.01,121.16,0.0,-19.88289909362793,-0.43820250034332275,3.3238489627838135,0.22471923828125,11.78693368434906,13029,0.2,0.00029982489599999996,-0.010364814312197268,0.021353867,1.0028996467590332
-8.951672094149722e-06,-0.040582394557006324,0.0,0.0,0.64964672,-0.2630677943156383,-0.02813392692114853,-0.0010723656875317442,-0.6313800846583295,0.07359233009322366,-0.766971001696112,-0.07223314132582648,-0.2502054056305337,0.0,21,0.001536,-0.3954785413946314,-0.1638222383587768,0.0,-8.735960283083456e-08,-130.14777786000002,387072,-0.10131573739675553,-0.00010010245351476056,0.0,0.00020019505366993448,-1.9037638972929534e-05,4208,91,0.0,25.2304,-0.5,0.0,-0.05054560905584082,-0.6681067317291361,-0.5210070858110009,0.0,0.01,121.61,0.0,-19.8839861869812,-0.1480158567428589,3.660515785217285,0.210205078125,15.30018994808197,13033,0.2,0.00029981568,-0.010937778343213722,0.020394675,1.0032047033309937
-8.137625021239122e-07,-0.04045060541615043,0.0,0.0,0.649629056,-0.25530743495984787,-0.03488531951552557,-0.0010631960865085132,-0.675567259899382,0.07228292076504955,-0.7488955724941162,-0.06868781553648456,-0.2701568972339927,0.0,22,0.0016128,-0.40851785509713845,-0.14952714455811036,0.0,-8.355507497555139e-08,-132.29422621,405504,-0.10134290859832648,-0.00010093355460496764,0.0,0.0001388887143952565,-1.9263266986395637e-05,4209,96,0.0,25.24192,-0.5,0.0,-0.054268237132841825,-0.8130532271416029,-0.5195540651213604,0.0,0.01,130.32,0.0,-19.889012336730957,0.12125617265701294,3.9165260791778564,0.16346435546875,14.210029745101929,13037,0.2,0.000299806464,-0.011381371936295182,0.014850207,1.003434658050537
-7.608999536993603e-05,-0.038173599312169876,0.0,0.0,0.6496113920000001,-0.27634568836350737,-0.03518460191611678,-0.0012665625470980927,-0.6906726875074938,0.07413699664548765,-0.7539358690146905,-0.0738775419014585,-0.2504346368352525,0.0,23,0.0016896,-0.42122257767341126,-0.17293350725480275,0.0,-9.494704428836252e-08,-131.35757998,423936,-0.10200079807345158,-0.00011441273249156139,0.0,0.00026855437641239003,-2.13774235297438e-05,4210,100,0.0,25.25344,-0.5,0.0,-0.05526095171515953,-0.7575065778975673,-0.5070333664302806,0.0,0.01,126.35,0.0,-19.885176340738933,-0.35341858863830566,3.435060501098633,0.21671549479166666,11.478817250993517,13041,0.2,0.000299797248,-0.01027081161737442,0.034145474,1.002928614616394
-0.0034586538935804535,-0.03895180133531415,0.0,0.0,0.649593728,-0.29085693286049635,-0.028681738259053173,-0.001236742148028236,-0.6756757891875333,0.07415128802598997,-0.7425087908926451,-0.07302962193276434,-0.25723648046086056,0.0,24,0.0017664,-0.42556455869618903,-0.1559462514871868,0.0,-9.235230971452176e-08,-131.63159399,442368,-0.10162310689274323,-0.00011690663328629498,0.0,0.00028754301213969785,-2.2147024798062827e-05,4212,105,0.0,25.26496,-0.5,0.0,-0.053255779029073774,-0.7272826729365214,-0.5421590329922301,0.0,0.01,127.67,0.0,-19.8852068901062,0.15392577648162842,4.43119478225708,0.21251220703125,20.216850566864014,13045,0.2,0.000299788032,-0.009004089643713086,0.015450818,1.002941370010376
0.0,-0.038382544619383716,0.0,0.0,0.649576064,-0.2927604311385952,-0.026387581877045617,-0.0013286335908400436,-0.6892018699898543,0.07223109482483478,-0.7760263738273951,-0.0734962314357634,-0.2546418864053172,0.0,25,0.0018432,-0.4397097386345275,-0.15156831034674487,0.0,-9.398920262159579e-08,-129.77662614000002,460800,-0.1018620230258544,-0.00012709694680434713,0.0,0.00023274713506301245,-2.410051482043195e-05,4213,109,0.0,25.27648,-0.5,0.0,-0.0533467244102681,-0.7383614654017097,-0.5498493880235713,0.0,0.01,120.06,0.0,-19.88221940994263,0.6298654079437256,7.310143947601318,0.1568603515625,30.158450174331666,13049,0.2,0.000299778816,-0.00901931650005281,0.014003378,1.0026342868804932
0.0,-0.039257256391979294,0.0,0.0,0.6495584,-0.28949343284618995,-0.026206830153645392,-0.0013438276592559245,-0.6889663386385592,0.07507036213094201,-0.7668185819521836,-0.07582402384472856,-0.2573547133068563,0.0,26,0.00192,-0.443609318667044,-0.15524857368317105,0.0,-9.188082341016328e-08,-130.75111539,479232,-0.10143707687679834,-0.00012656915101426464,0.0,0.0004394525894895196,-2.366368119100802e-05,4214,113,0.0,25.288,-0.5,0.0,-0.05281102523554893,-0.791029648371525,-0.5025467488040697,0.0,0.01,124.02,0.0,-19.88360357284546,-1.2190864086151123,2.5591864585876465,0.1919677734375,8.156212067604065,13053,0.2,0.00029976959999999996,-0.011486438475549221,0.02543794,1.0030581951141357
0.0,-0.038729295588027984,0.0,0.0,0.6495407360000001,-0.2771510793853752,-0.03739301327544039,-0.0013918492578141627,-0.6946027096976402,0.07463988871024177,-0.7579327007310764,-0.0791166798401503,-0.2917165591705641,0.0,27,0.0019968,-0.460623271119816,-0.14146353125769798,0.0,-9.638985376653086e-08,-131.65057317999998,497664,-0.10170157321490653,-0.0001294898784842136,0.0,0.0004069005760053794,-2.4722993501472976e-05,4215,118,0.0,25.29952,-0.5,0.0,-0.05931968492278786,-0.8297859352861753,-0.5131229905274546,0.0,0.01,127.51,0.0,-19.888394927978517,-0.5027693510055542,2.0347659587860107,0.21619873046875,6.678369164466858,13057,0.2,0.000299760384,-0.012415572220925241,0.022016514,1.0036919116973877
0.0,-0.04017679965983504,0.0,0.0,0.649523072,-0.2777369634177601,-0.017656131280526517,-0.0015408946286840591,-0.6742370973627329,0.07578539058400689,-0.7769967971130076,-0.07585757317513822,-0.23588616701911722,0.0,28,0.0020736,-0.41510485839699784,-0.18075822250060491,0.0,-9.34062569631391e-08,-131.01699725,516096,-0.10110239166608588,-0.00014465112441190296,0.0,0.00029079828527756035,-2.708790208588705e-05,4214,122,0.0,25.31104,-0.5,0.0,-0.05195362844005473,-0.6944987555592141,-0.5402653056496161,0.0,0.01,125.01,0.0,-19.886024475097656,-1.7700059413909912,2.5029122829437256,0.2791015625,6.667149448394776,13061,0.2,0.000299751168,-0.011816511291544884,0.02466111,1.003088116645813
0.0,-0.039991993711050854,0.0,0.0,0.649505408,-0.2672449737049146,-0.019078499596395983,-0.001502318648175102,-0.6703355592443344,0.07543965623042552,-0.7703927925378379,-0.06926656837965589,-0.2502246236719979,0.0,29,0.0021504,-0.41277927735281283,-0.1526488540941404,0.0,-9.04019971017442e-08,-130.58107367,534528,-0.10119992466244437,-0.00014704116369003827,0.0,0.0002804900901133402,-2.832433723841553e-05,4215,126,0.0,25.32256,-0.5,0.0,-0.05217960973470813,-0.7326632459610904,-0.5158307437091837,0.0,0.01,123.27,0.0,-19.88833646774292,-1.4472384452819824,1.7565127611160278,0.275927734375,5.207160425186157,13065,0.2,0.000299741952,-0.01332557030254975,0.027594123,1.0039657354354858
0.0,-0.04125648695981804,0.0,0.0,0.649487744,-0.2504074131949054,-0.03942713808604015,-0.0015181032117107466,-0.6536899977103735,0.07758123378209694,-0.7523429858516405,-0.07879462710130894,-0.2688033049120969,0.0,30,0.0022272,-0.41319618798411395,-0.1660401264060043,0.0,-8.834724018588726e-08,-130.96937185000002,552960,-0.10082506802966976,-0.00014467954926358512,0.0,0.0003439666082461675,-2.732378830112982e-05,4216,131,0.0,25.33408,-0.5,0.0,-0.05293387129870548,-0.730780185076859,-0.5065161510185358,0.0,0.01,124.85,0.0,-19.88825054168701,-1.806551218032837,1.7355661392211914,0.25809326171875,5.4170250415802,13069,0.2,0.000299732736,-0.010338988923467695,0.02975304,1.0032862424850464
-5.248974452519583e-05,-0.041138605421207716,0.0,0.0,0.6494700800000001,-0.23649999595318918,-0.050585052599586074,-0.0014127139922090705,-0.6258142792104722,0.076559466046262,-0.7581651100041524,-0.07881233023040655,-0.2874114481666729,0.0,31,0.002304,-0.41156295983259783,-0.15172028952433492,0.0,-8.466740107866412e-08,-130.01449526000002,571392,-0.10137104959334278,-0.00014155943208821073,0.0,0.0001638452425443878,-2.7866654524799506e-05,4217,135,0.0,25.3456,-0.5,0.0,-0.05235725673828256,-0.7676402920987108,-0.48697153752822003,0.0,0.01,121.05,0.0,-19.88695545196533,-0.337809681892395,1.8762896060943604,0.23731689453125,7.650341510772705,13073,0.2,0.00029972352,-0.008973175752907991,0.01823782,1.0033557415008545
-6.510268172456159e-06,-0.041387399027239063,0.0,0.0,0.649452416,-0.24765430093874416,-0.02624501840357872,-0.0015890923772180893,-0.6181664780086049,0.07394073801191434,-0.7700272168776144,-0.06630188086558074,-0.2341147083303892,0.0,32,0.0023808,-0.3898816804645,-0.15813766695133916,0.0,-8.204780894672475e-08,-129.5689298,589824,-0.1009598843677903,-0.0001560122665077995,0.0,0.00019097197865549888,-2.989405885541961e-05,4218,139,0.0,25.35712,-0.5,0.0,-0.04790535021946188,-0.6849858585220494,-0.5313548384116721,0.0,0.01,119.21,0.0,-19.88213891983032,-2.142965078353882,1.700630784034729,0.1935791015625,5.403795790672302,13077,0.2,0.000299714304,-0.012896798201836646,0.02082724,1.0025324821472168
0.0,-0.04051396270424923,0.0,0.0,0.649434752,-0.2461712627625801,-0.036605025735689245,-0.0015784101213606445,-0.63881317412992,0.07538262363299295,-0.760291355128769,-0.07429663975892228,-0.2674979449996212,0.0,33,0.0024576,-0.4073523195708596,-0.15962792599049905,0.0,-8.416835067078212e-08,-129.59384465000002,608256,-0.10099214179691973,-0.00015736586166464645,0.0,0.0002636715297638956,-3.0452820236018615e-05,4219,144,0.0,25.36864,-0.5,0.0,-0.05080135027546418,-0.736645816314612,-0.5120801412273988,0.0,0.01,119.38,0.0,-19.88441219329834,-2.1518383026123047,1.3251802921295166,0.2171875,4.1310312151908875,13081,0.2,0.00029970508799999996,-0.012361376045737416,0.024761558,1.003035306930542
-2.400686692756911e-05,-0.041183520272219915,0.0,0.0,0.649417088,-0.2337444573991182,-0.04707749189710256,-0.0014758076762292614,-0.6224195296271106,0.07498150674864483,-0.7267891529341232,-0.07322889007662843,-0.2724301560755684,0.0,34,0.0025344,-0.3793532828064312,-0.15489254022704632,0.0,-7.377025921527561e-08,-130.73453731,626688,-0.10095053779776264,-0.0001493087365889386,0.0,0.00013617604337115254,-2.9099643232882076e-05,4220,148,0.0,25.38016,-0.5,0.0,-0.05195592528604879,-0.7494950217772333,-0.5074390424964227,0.0,0.01,123.98,0.0,-19.889959144592286,-1.7733399868011475,1.292993187904358,0.23218994140625,5.077541399002075,13085,0.2,0.000299695872,-0.01086064939154312,0.019508854,1.0039132833480835
-7.351281561164392e-05,-0.040906287718743564,0.0,0.0,0.6493994240000001,-0.24008952899221322,-0.04262000183042604,-0.0015751023923999382,-0.6060656953042771,0.07458473145127928,-0.7647746342881856,-0.07562055300330271,-0.26550251142947134,0.0,35,0.0026112,-0.3990778403276495,-0.15162962878753192,0.0,-7.935122379720823e-08,-129.30171679,645120,-0.10077873138867967,-0.00016194613593215613,0.0,9.92837336121334e-05,-3.173522727431991e-05,4221,152,0.0,25.39168,-0.5,0.0,-0.04715075509300436,-0.7039677027997568,-0.5099000721592708,0.0,0.01,118.19,0.0,-19.891574478149415,-2.1756911277770996,1.0785900354385376,0.30640869140625,3.424828124046326,13089,0.2,0.000299686656,-0.010085798613727093,0.036868066,1.0040539503097534
