reward_terms/ang_xy,reward_terms/step_rate,time/fps,reward_terms/alive,reward_terms/stance_time,time/iterations,curriculum/ctrl_jitter_ms,reward_terms/stop,reward_terms/foot_slip,reward_terms/upright,reward_terms/assist_pen,reward_terms/track_lin,rollout/ep_len_mean,reward_terms/height,curriculum/stance_ratio,reward_terms/stand,rollout/ep_rew_mean,curriculum/eff_scale,reward_terms/vz,curriculum/ent_coef,reward_terms/coef_rate,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/foot_ahead,reward_terms/stand_drift,reward_terms/fwd_speed,reward_terms/residual_rate,curriculum/cmd_track_err,time/total_timesteps,reward_terms/air_time,reward_terms/track_yaw,reward_terms/energy,reward_terms/motor_vel,reward_terms/torque,reward_terms/stance,reward_terms/overrun,reward_terms/residual,reward_terms/angmom,reward_terms/phase_contact,reward_terms/lat_vel,curriculum/cmd_scale,reward_terms/action_rate,reward_terms/time,reward_terms/clearance,time/time_elapsed,train/loss,train/clip_range,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/std,train/explained_variance
-0.3612865325581927,0.0,4038,0.5,0.0,11,0.0,0.0,-0.3459281895320281,-0.32835146357127265,0.0,1.454314666267322,343.66,-0.024590777090142256,0.7,0.13170902381588268,-28.356826550000005,0.0,-0.07886601884347301,0.01,-0.3606792684865405,-0.2289076488184959,0.0,0.0,-0.12108196324623435,0.0,0.0,0.41415613729133544,202752,0.0003417960930770884,0.5116693469374625,0.0,0.0,0.0,-0.32512063149777154,0.0,-0.1096908871083578,-0.10016043130095646,-0.024143926428711437,-0.42191810513535244,0.0,-0.05820285469496419,0.0,0.04536537210415446,50,101.47884368896484,0.2,243.68049087524415,59064,0.029173786,0.247900390625,0.00029990784,-0.02849084136541933,-36.91527786254883,1.0019187927246094,0.8906350135803223
-0.37604310630904264,0.0,4028,0.5,0.0,12,0.0,0.0,-0.3845524711161642,-0.33107382306536887,0.0,1.3874004930763195,303.86,-0.02663235175140929,0.7,0.19234672363952968,-41.08601701,0.0,-0.08453229260285863,0.01,-0.3739649674339752,-0.23042051152087042,0.0,0.0,-0.17077182104428937,0.0,0.0,0.4532209689042533,221184,0.0002783197754373153,0.47367958280511807,0.0,0.0,0.0,-0.32384623888809444,0.0,-0.10927920241225393,-0.10864328663770881,-0.01878307224774169,-0.4812343431104354,0.0,-0.0599368880907161,0.0,0.029842417626735476,54,79.15675354003906,0.2,193.48027267456055,59068,0.029646019,0.25877685546875,0.000299898624,-0.027905134833417833,-36.91473827362061,1.001779317855835,0.9021055102348328
-0.3365092155988801,0.0,4020,0.5,0.0,13,0.0,0.0,-0.36832359001963144,-0.3001201455426293,0.0,1.3881192172776369,281.13,-0.021058648078627725,0.7,0.10219731844936657,-58.23614443000001,0.0,-0.06757809628251873,0.01,-0.3550371577861771,-0.22527362241324075,0.0,0.0,-0.24301749133898648,0.0,0.0,0.4229823529226444,239616,0.00021701341999384263,0.47073709770057487,0.0,0.0,0.0,-0.32450812898239667,0.0,-0.1099408588101152,-0.08229838682009198,-0.017321951038225283,-0.37804447821655923,0.0,-0.05680231410913106,0.0,0.03085372806125118,59,74.52012634277344,0.2,175.82045059204103,59072,0.030613784,0.2816650390625,0.00029988940799999996,-0.02362932430114597,-36.91044864654541,1.0016462802886963,0.8999069929122925
-0.33735546761525587,0.0,4011,0.5,0.0,14,0.0,0.0,-0.3256212279503747,-0.3036335928189816,0.0,1.477835673825176,358.05,-0.019583567132078244,0.7,0.10185673364545207,-38.591066909999995,0.0,-0.0633778863213003,0.01,-0.34463688813160126,-0.22395992082023128,0.0,0.0,-0.15722849337876232,0.0,0.0,0.5705606532113462,258048,0.0003309455512660659,0.5127449848004304,0.0,0.0,0.0,-0.30521010855042985,0.0,-0.11028442719035711,-0.09775116117247878,-0.02832453944340833,-0.3773691492912497,0.0,-0.057106693892183875,0.0,0.035745066086243144,64,70.2556381225586,0.2,180.4706817626953,59076,0.034521572,0.27669677734375,0.000299880192,-0.03032665081555024,-36.91251125335693,1.0018551349639893,0.8914029598236084
-0.32632150481786426,0.0,4005,0.5,0.0,15,0.0,0.0,-0.3363499287402296,-0.3172298553848012,0.0,1.4827293670315358,410.11,-0.02269100265031674,0.7,0.14747538935000795,-22.82681365,0.0,-0.0641640623849155,0.01,-0.3343276758072353,-0.22565106908708263,0.0,0.0,-0.17578664043812686,0.0,0.0,0.4388865104865782,276480,0.00030924419600826997,0.5009729916081924,0.0,0.0,0.0,-0.31604710771988787,0.0,-0.11003385209470501,-0.09337870899183881,-0.018759147588900474,-0.39107850526648585,0.0,-0.05587104290179893,0.0,0.03419687871084554,69,62.21578598022461,0.2,163.34197616577148,59080,0.04052774,0.32435302734375,0.000299870976,-0.032196575088892135,-36.921783447265625,1.0024957656860352,0.9075967669487
-0.3301041226375335,0.0,4006,0.5,0.0,16,0.0,0.0,-0.34329128484874155,-0.3056561534389034,0.0,1.3529563903284254,430.58,-0.02134980686866921,0.7,0.09826666940018908,-22.260184200000005,0.0,-0.06267573410366803,0.01,-0.3588604119900025,-0.23961366384264263,0.0,0.0,-0.19469289253669655,0.0,0.0,0.48471004416770647,294912,0.00046766407063437835,0.5085994998823566,0.0,0.0,0.0,-0.3958947509360071,0.0,-0.11074299783998975,-0.09079312032263906,-0.02069274392733793,-0.49116140910110473,0.0,-0.05697841780437016,0.0,0.04341400400022891,73,60.77479934692383,0.2,161.34918632507325,59084,0.040911097,0.3271728515625,0.00029986176,-0.031323123059701176,-36.92727565765381,1.0028258562088013,0.8988950252532959
-0.3184093760755814,0.0,4013,0.5,0.0,17,0.0,0.0,-0.3483182508373657,-0.2913239415263831,0.0,1.5007955437748235,405.7,-0.019220979292635297,0.7,0.19141160648416464,-27.160007620000005,0.0,-0.05587396852311125,0.01,-0.3348873889327523,-0.23169458189090808,0.0,0.0,-0.141309023794944,0.0,0.0,0.4428493971521191,313344,0.0004595259476142625,0.4909461892750643,0.0,0.0,0.0,-0.3632728017908445,0.0,-0.11004722094416775,-0.08148195260478158,-0.025602063918946854,-0.4233312917040903,0.0,-0.05352346378597002,0.0,0.04958500505007991,78,54.225860595703125,0.2,139.81361722946167,59088,0.05057771,0.33319091796875,0.000299852544,-0.02499846846330911,-36.91700744628906,1.0018730163574219,0.902185320854187
-0.34650274762526917,0.0,4018,0.5,0.0,18,0.0,0.0,-0.372586647764868,-0.2955439900436435,0.0,1.4298909645834499,348.66,-0.021570845086493876,0.7,0.1461121035284194,-31.17620813,0.0,-0.0693777195276857,0.01,-0.36353866835188914,-0.23580926353990314,0.0,0.0,-0.12388715744448092,0.0,0.0,0.5485281526294749,331776,0.0003390834511568149,0.4472260799698869,0.0,0.0,0.0,-0.3568908309218993,0.0,-0.10964905103810936,-0.10059067295790933,-0.02729892107712885,-0.3646979038599147,0.0,-0.05896053376838173,0.0,0.046788975113931666,82,65.09060668945312,0.2,166.06371106599508,59092,0.043515645,0.3367727179276316,0.000299843328,-0.030484134417125268,-36.92575133474249,1.0027720928192139,0.8817648887634277
-0.3300461620002122,0.0,4024,0.5,0.0,19,0.0,0.0,-0.3384419622273937,-0.2816765414675392,0.0,1.4403887287462347,322.74,-0.018790607992119922,0.7,0.1464801164241947,-40.76747935,0.0,-0.05887339291486341,0.01,-0.340974489043371,-0.21703062317033367,0.0,0.0,-0.030291435645283995,0.0,0.0,0.43447122657391646,350208,0.0004909930576104671,0.4575964849650339,0.0,0.0,0.0,-0.29677448017550767,0.0,-0.1097712875362075,-0.09999484906996782,-0.024554026016315855,-0.4289008320065856,0.0,-0.05820177746429941,0.0,0.048133265076878644,87,69.3472671508789,0.2,168.49263286590576,59096,0.05105126,0.3285369873046875,0.000299834112,-0.022239711310248822,-36.91920781135559,1.0020376443862915,0.8871265649795532
-0.3488648074284735,0.0,4030,0.5,0.0,20,0.0,0.0,-0.3677584705112279,-0.3247098640292556,0.0,1.5223206103029006,262.65,-0.02087692218743365,0.7,0.12267547865857417,-45.387345239999995,0.0,-0.07450721101163976,0.01,-0.3609708124782889,-0.2375658153343715,0.0,0.0,-0.05933669646763299,0.0,0.0,0.41123154440157467,368640,0.0003667526859013985,0.4551656092436095,0.0,0.0,0.0,-0.3192960374221045,0.0,-0.10987440539063426,-0.10708519498305853,-0.023217796586473025,-0.3930192748459243,0.0,-0.05893942866514194,0.0,0.04613330997519372,91,69.3998031616211,0.2,164.2472791671753,59100,0.051042836,0.3224334716796875,0.00029982489599999996,-0.025275013933423907,-36.91794180870056,1.0020618438720703,0.8896621465682983
-0.3143352900842364,0.0,4037,0.5,0.0,21,0.0,0.0,-0.32963471507206626,-0.2869464838064926,0.0,1.7174031151355391,300.69,-0.015428846305671132,0.7,0.14328754731229507,-30.26785845,0.0,-0.05679892554598028,0.01,-0.3295765098553419,-0.22416054345311384,0.0,0.0,-0.09893136462018748,0.0,0.0,0.4563400423865159,387072,0.00027072422866088647,0.5243513515818369,0.0,0.0,0.0,-0.32228796669763193,0.0,-0.11072104541458283,-0.08367760256064086,-0.017528816655168852,-0.3210025355025108,0.0,-0.053536696976536916,0.0,0.03198382168890396,95,55.499446868896484,0.2,147.0570149421692,59104,0.05321369,0.3298492431640625,0.00029981568,-0.02264277241192758,-36.91864204406738,1.0022151470184326,0.9009116888046265
-0.33797505574426395,0.0,4040,0.5,0.0,22,0.0,0.0,-0.3549504846407729,-0.28838565179374287,0.0,1.471315500307066,415.44,-0.018330055935499905,0.7,0.11816608031141403,-5.33453709,0.0,-0.052903662115262984,0.01,-0.35284390301720947,-0.22852828753005688,0.0,0.0,-0.08772826436425121,0.0,0.0,0.38244272936395596,405504,0.00031575444154441357,0.4690499496335693,0.0,0.0,0.0,-0.3347826424776711,0.0,-0.1102149912896387,-0.09355231479935396,-0.023696975178336546,-0.34927791522550844,0.0,-0.0563229667740038,0.0,0.04190899424752885,100,68.66218566894531,0.2,177.02028732299806,59108,0.034460507,0.31973876953125,0.000299806464,-0.024274869170039893,-36.92807445526123,1.0027275085449219,0.8871580958366394
-0.3323796645874384,0.0,4044,0.5,0.0,23,0.0,0.0,-0.3322039935344288,-0.30110262736230037,0.0,1.4560260151870565,399.32,-0.01842066439989094,0.7,0.12952482765212778,-12.67588971,0.0,-0.06425599412180776,0.01,-0.328645714412114,-0.2323649401056222,0.0,0.0,-0.08671864223831298,0.0,0.0,0.39806081796477094,423936,0.0004063576278794143,0.5097990084937124,0.0,0.0,0.0,-0.3198581186673599,0.0,-0.11020553080146829,-0.09245348464345678,-0.02135518812204775,-0.3333134820949104,0.0,-0.05651139569130326,0.0,0.04918981423999896,104,65.61661529541016,0.2,163.3636205336627,59112,0.04545428,0.3172822840073529,0.000299797248,-0.02431151784463402,-36.9166789335363,1.0019152164459229,0.8859183192253113
-0.3280294151084028,0.0,4048,0.5,0.0,24,0.0,0.0,-0.32630024692329973,-0.32295256861062616,0.0,1.4153853622720494,379.26,-0.017424194134336744,0.7,0.08374817703503398,-26.516396279999995,0.0,-0.06595289870055389,0.01,-0.34389651527655063,-0.23078248452719619,0.0,0.0,-0.12988042626970656,0.0,0.0,0.3730616290725614,442368,0.00042805900253976387,0.481900803539036,0.0,0.0,0.0,-0.3292683808735634,0.0,-0.10995576967323044,-0.08854408841286218,-0.023965054505546802,-0.3464138449428545,0.0,-0.058606889023901876,0.0,0.04641417538882445,109,54.899959564208984,0.2,136.07998085021973,59116,0.04535032,0.3293609619140625,0.000299788032,-0.02131376058969181,-36.9177405834198,1.0019556283950806,0.9122995138168335
-0.37153424232324944,0.0,4052,0.5,0.0,25,0.0,0.0,-0.35734506293601004,-0.34774319770208967,0.0,1.51310963188373,414.2,-0.026915370589013346,0.7,0.1541383074450205,-20.085917690000002,0.0,-0.08880982671005938,0.01,-0.3787646322846643,-0.24432438243119547,0.0,0.0,-0.269204020903866,0.0,0.0,0.2980633066491939,460800,0.00027452193899080157,0.4524178661120988,0.0,0.0,0.0,-0.3381750737216718,0.0,-0.10967334768954243,-0.10464919167144983,-0.01846711449496683,-0.41545246700264965,0.0,-0.06320029976546586,0.0,0.03671927836974856,113,72.1973876953125,0.2,162.14670791625977,59120,0.03731946,0.3259521484375,0.000299778816,-0.02788505903445184,-36.9225772857666,1.00250244140625,0.8873304724693298
-0.3070442020485095,0.0,4055,0.5,0.0,26,0.0,0.0,-0.31084882271776104,-0.2745839128734471,0.0,1.4964384096360333,388.85,-0.015494769672574812,0.7,0.10182037203647087,-25.84726703,0.0,-0.0495013310911598,0.01,-0.34288348356700554,-0.22286361565555987,0.0,0.0,-0.29308190652210436,0.0,0.0,0.3599546969198269,479232,0.0003119567991234362,0.504275595934367,0.0,0.0,0.0,-0.33432601555520103,0.0,-0.11036955756761922,-0.07817095645710634,-0.018397830727994946,-0.334851990492392,0.0,-0.05601748277392171,0.0,0.041997273119447905,118,63.9364128112793,0.2,152.82294419232537,59124,0.046062972,0.31222713694852944,0.00029976959999999996,-0.030441741965820685,-36.91639888987822,1.0018484592437744,0.9087854623794556
-0.350521092704849,0.0,4056,0.5,0.0,27,0.0,0.0,-0.37596043539571383,-0.32747249568164416,0.0,1.4870083513981132,359.38,-0.02227561024642318,0.7,0.1829866480401916,-24.487212640000003,0.0,-0.07173888976962854,0.01,-0.3522734474746916,-0.21864534120602594,0.0,0.0,-0.1108509848202202,0.0,0.0,0.4627129409863522,497664,0.0002772346876251201,0.47513887609137484,0.0,0.0,0.0,-0.3002607844389183,0.0,-0.10954709548819534,-0.0931832628225619,-0.014922574882093368,-0.3412466061158423,0.0,-0.058197526482621345,0.0,0.03276458648398581,122,62.1827278137207,0.2,158.50739364624025,59128,0.04117529,0.33406982421875,0.000299760384,-0.030363127356395125,-36.923956298828124,1.0026359558105469,0.8755216002464294
-0.33953937832387304,0.0,4056,0.5,0.0,28,0.0,0.0,-0.3302073061549006,-0.32289722631790474,0.0,1.3971103188160747,341.48,-0.01928266451246818,0.7,0.09091010644348507,-35.18119016,0.0,-0.05688253564961564,0.01,-0.34522691470893263,-0.23271008940993942,0.0,0.0,-0.0929758570024953,0.0,0.0,0.4050818790919355,516096,0.00045735580432746146,0.49884049406610426,0.0,0.0,0.0,-0.32161750854004656,0.0,-0.11016036136526389,-0.09075295638992555,-0.026342136404319826,-0.3410057514667584,0.0,-0.056802311365613756,0.0,0.05493604545024257,127,70.74591827392578,0.2,179.6685920715332,59132,0.041016974,0.30391845703125,0.000299751168,-0.028516717290040107,-36.92265300750732,1.0024152994155884,0.8752124309539795
-0.32698826052321395,0.0,4058,0.5,0.0,29,0.0,0.0,-0.3103291569275768,-0.3201259360891746,0.0,1.403269802544382,389.76,-0.018024871814070517,0.7,0.09016622565800524,-37.34863994,0.0,-0.06146627900802294,0.01,-0.347992865421022,-0.23594175167932116,0.0,0.0,-0.13678882210552212,0.0,0.0,0.4065746163797126,534528,0.0005365657012185289,0.5091867180658728,0.0,0.0,0.0,-0.3211229596323517,0.0,-0.11040642018442207,-0.09076871058009867,-0.030393460358926913,-0.3019596201416203,0.0,-0.0570007052285145,0.0,0.060471088646546184,131,57.154178619384766,0.2,145.57539100646972,59136,0.03934551,0.32596435546875,0.000299741952,-0.03456213823519647,-36.92156867980957,1.0023396015167236,0.8992934226989746
-0.27872117697550275,0.0,4060,0.5,0.0,30,0.0,0.0,-0.2975649931147165,-0.29654117888608994,0.0,1.5361433951960188,460.05,-0.013856734409312581,0.7,0.12939396946188272,-12.228622459999997,0.0,-0.03749667060482219,0.01,-0.3292282158658681,-0.22528856864783953,0.0,0.0,-0.17651492845230987,0.0,0.0,0.3676141277825807,552960,0.0004557281984792401,0.5115543510448727,0.0,0.0,0.0,-0.3681801483549757,0.0,-0.11085928211894208,-0.06686918072896991,-0.01967210113944468,-0.28081803842802366,0.0,-0.05232643000436833,0.0,0.04923090379275118,136,57.434810638427734,0.2,141.07193162706164,59140,0.040832024,0.3087429470486111,0.000299732736,-0.028824161453586485,-36.91665013631185,1.0021190643310547,0.9128601551055908
-0.2905971386015658,0.0,4061,0.5,0.0,31,0.0,0.0,-0.3143519694630247,-0.2936859688770146,0.0,1.6974649895289402,493.42,-0.018338835158774037,0.7,0.11493806757970854,-0.6074577600000035,0.0,-0.048935834593699934,0.01,-0.3420368024156708,-0.23398550581519226,0.0,0.0,-0.4946248066528166,0.0,0.0,0.29612563350857507,571392,0.0003352856438141316,0.5193794208072536,0.0,0.0,0.0,-0.37887120629559967,0.0,-0.11100773292536291,-0.07135410036678094,-0.021304049613861648,-0.3350026000592694,0.0,-0.05347751638980837,0.0,0.047788251062984434,140,62.401832580566406,0.2,158.8777011871338,59144,0.03927047,0.308740234375,0.00029972352,-0.030341952992603182,-36.92367095947266,1.0026373863220215,0.8786959052085876
-0.3302989527307421,0.0,4063,0.5,0.0,32,0.0,0.0,-0.3258038148258358,-0.32230753594151734,0.0,1.6177185767155213,493.94,-0.020711187664483797,0.7,0.13288628769431093,9.891894239999997,0.0,-0.0723830176146871,0.01,-0.3438296789171698,-0.22726916502755035,0.0,0.0,-0.22639059335557732,0.0,0.0,0.4012992340429894,589824,0.000308159147001182,0.4800036562633196,0.0,0.0,0.0,-0.3351157469044499,0.0,-0.11063793318399835,-0.08787461445391981,-0.014190451711011992,-0.3557727865309938,0.0,-0.05752191829791493,0.0,0.0336462314210903,145,60.664066314697266,0.2,152.84297523498535,59148,0.04027588,0.307470703125,0.000299714304,-0.031190473493188618,-36.92140350341797,1.0024785995483398,0.8834327459335327
-0.27889481728804216,0.0,4064,0.5,0.0,33,0.0,0.0,-0.2887530404468518,-0.2864494655334032,0.0,1.683524897199743,515.1,-0.012748690210587391,0.7,0.053137229606493974,2.024405810000001,0.0,-0.04058055265271929,0.01,-0.3208976466327743,-0.22754823268605062,0.0,0.0,-0.14911914328293985,0.0,0.0,0.319079997958663,608256,0.0005528417208956347,0.5012113549925119,0.0,0.0,0.0,-0.39195696894413196,0.0,-0.11116262255650772,-0.07339925149145148,-0.026841250788514633,-0.2633365177301191,0.0,-0.05146484457339367,0.0,0.06066327745795392,149,59.05220413208008,0.2,144.1890697479248,59152,0.033755206,0.2951904296875,0.00029970508799999996,-0.030515779205597938,-36.914998817443845,1.0019041299819946,0.9097710847854614
-0.28020123110572404,0.0,4066,0.5,0.0,34,0.0,0.0,-0.2961439551061084,-0.2825791089298238,0.0,1.534219626452738,551.45,-0.013360788074043221,0.7,0.08528165635776112,10.856972229999991,0.0,-0.03498556817463593,0.01,-0.31627790457366595,-0.23519349048071023,0.0,0.0,-0.1669070826625819,0.0,0.0,0.3735843156062389,626688,0.0004638661533438911,0.54269537654761,0.0,0.0,0.0,-0.3660288510394657,0.0,-0.11158063724882084,-0.06795077158844266,-0.02403943464829344,-0.29868364369849654,0.0,-0.04916317054516029,0.0,0.054613512172149596,154,71.03849792480469,0.2,168.44475402832032,59156,0.037723206,0.3116943359375,0.000299695872,-0.030145257711410522,-36.91596641540527,1.0020540952682495,0.8706744313240051
