time/total_timesteps,curriculum/eff_scale,reward_terms/stop,reward_terms/alive,reward_terms/coef_rate,reward_terms/vz,curriculum/stance_ratio,reward_terms/hip_roll,reward_terms/residual,reward_terms/motor_vel,time/time_elapsed,curriculum/ctrl_drop_prob,curriculum/ent_coef,reward_terms/residual_rate,reward_terms/torque,reward_terms/assist_pen,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,rollout/ep_len_mean,reward_terms/energy,reward_terms/foot_ahead,reward_terms/ang_xy,reward_terms/foot_slip,reward_terms/overrun,time/iterations,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/clearance,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/step_rate,reward_terms/height,time/fps,reward_terms/action_rate,reward_terms/stance,reward_terms/upright,reward_terms/time,curriculum/sprint_dist_m,reward_terms/angmom,reward_terms/air_time,train/clip_range,train/entropy_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/n_updates,train/loss
11040768,0.0459264,1.2650462462819297e-10,0.0,-0.7144552612347056,-0.06768845589901978,0.6394369280000001,-0.6279738256844587,-0.10025538197176445,-0.0007472593371997738,2504,0.00594432,0.01,0.0,-0.04431199539527042,0.0,0.4755456,5.3465132135728615,1932.43,-0.004876212244342307,0.0,-4.0337943188678584e-05,-0.9879207948428029,0.0,599,1037.6872782099997,-1.0997833538962764e-06,0.1930249020949454,0.0,-0.2219615459293855,0.0,-0.05870970750251008,4408,-0.06773325260338023,0.0,-6.700541767331126e-07,-0.5,31.88896,0.0,0.00019910981387106908,0.2,-34.06151218414307,0.08658447265625,0.000294488832,0.009869821,-0.01115126620279625,0.9983824491500854,1.0007165670394897,11.202134251594543,2392,4.022824764251709
11059200,0.0460032,1.1690461833412546e-06,0.0,-0.7186244059645647,-0.06551904282713689,0.639419264,-0.6295197307990377,-0.10013190220396967,-0.0007484678551894328,2508,0.0059558400000000004,0.01,0.0,-0.04445521777954908,0.0,0.4764672,5.385158182395571,1933.64,-0.0048747704572349925,0.0,-3.9806762441698445e-05,-0.9861023463257959,0.0,600,1039.3910911600003,-1.0583624230759713e-06,0.19328789965620902,-2.31931044254452e-05,-0.22609920931771185,0.0,-0.05970622138849895,4409,-0.06755927613867502,-5.987098390067665e-07,-6.656002900742779e-07,-0.5,31.90048,0.0,0.00024142752065219812,0.2,-34.05940589904785,0.10631103515625,0.000294479616,0.009977418,-0.01084847452584654,0.999051570892334,1.0003949403762817,8.821303224563598,2396,3.563981294631958
11077632,0.04608,6.026120506732035e-17,0.0,-0.7186607921997683,-0.06636241065074774,0.6394016,-0.6154905497765091,-0.10037513142585018,-0.0007577839613716389,2512,0.0059673600000000005,0.01,0.0,-0.04417730116902383,0.0,0.4773888,5.426511097230946,1958.88,-0.0049237402382017095,0.0,-4.1435079974893555e-05,-0.9787066822292021,0.0,601,1058.77218794,-1.0737814352793069e-06,0.19707429019519737,0.0,-0.22131850413755258,0.0,-0.05829857848239087,4409,-0.06757503473432991,0.0,-6.691076731966211e-07,-0.5,31.912,0.0,0.00017686593734348813,0.2,-34.06167793273926,0.14573974609375,0.0002944704,0.011850705,-0.01313567893812433,0.9990702271461487,1.0009262561798096,8.738837409019471,2400,2.9617760181427
11096064,0.0461568,1.048209574207006e-09,0.0,-0.7133821913819385,-0.06341312670323095,0.639383936,-0.6210660589824251,-0.10046414777134519,-0.0007614786404399554,2516,0.005978880000000001,0.01,0.0,-0.0446700099110459,0.0,0.4783104,5.430831563221425,1959.19,-0.0049736498679030005,0.0,-4.244098370715331e-05,-0.9956115959466855,0.0,602,1060.0195810399998,-1.0417809133739092e-06,0.19309254085503907,0.0,-0.22315213166995188,0.0,-0.0602574521406196,4409,-0.06760172932775743,0.0,-6.609960315277738e-07,-0.5,31.92352,0.0,0.00014648406067863107,0.2,-34.06071853637695,0.15491943359375,0.000294461184,0.011537085,-0.006967848562635481,0.9992580413818359,1.0005601644515991,7.939226293563843,2404,2.84782075881958
11114496,0.0462336,9.164275559560737e-09,0.0,-0.714573294953937,-0.07203360621317118,0.6393662720000001,-0.610041587017209,-0.1003967753062916,-0.000754175868433479,2520,0.0059904,0.01,0.0,-0.04380829965564962,0.0,0.479232,5.3058796525799234,1955.19,-0.004860656883713869,0.0,-3.912966499741982e-05,-0.9641289837480596,0.0,603,1060.07214597,-1.0895128325948957e-06,0.19907958246658064,0.0,-0.21921288429088281,0.0,-0.05699753571205793,4409,-0.0673230614416777,0.0,-6.627688684490632e-07,-0.5,31.93504,0.0,0.0003141270264879697,0.2,-34.058445358276366,0.128759765625,0.00029445196799999997,0.010633576,-0.01489269786980003,0.9993652105331421,1.0005412101745605,6.899562692642212,2408,2.658365249633789
11132928,0.0463104,2.0165995699204943e-30,0.0,-0.691022174512595,-0.06147603678199615,0.639348608,-0.6342393640442066,-0.10090133081140659,-0.0007705445501273423,2524,0.006001920000000001,0.01,0.0,-0.04498652032579003,0.0,0.4801536,5.556073803741166,1954.7,-0.005039681372812647,0.0,-4.2797598214989775e-05,-0.972392686681806,0.0,604,1061.81148186,-1.0771688302279398e-06,0.1999554583983883,0.0,-0.23113748927805572,0.0,-0.06058631943651676,4409,-0.06681186618955855,0.0,-6.665248037173496e-07,-0.5,31.946559999999998,0.0,0.0002164709148928523,0.2,-34.06042976379395,0.18345947265625,0.000294442752,0.021888262,-0.006096235231962055,0.9931264519691467,1.0008563995361328,58.980917072296144,2412,16.270946502685547
11151360,0.0463872,0.002380459200618802,0.0,-0.731021974564599,-0.07052128661524296,0.639330944,-0.5960855361343071,-0.09941187737855293,-0.0007513237904516213,2528,0.00601344,0.01,0.0,-0.044259804295640554,0.0,0.4810752,5.00984540592309,1986.04,-0.004860339012727311,0.0,-4.151409470308393e-05,-0.9886047584573875,-0.001690366456412489,605,1073.13785137,-1.01455457837583e-06,0.1836122820857929,-1.627583211908738e-05,-0.20382346831874226,0.0,-0.05483535456241602,4409,-0.07072952278650496,-0.010083583756000984,-6.672427823588397e-07,-0.5,31.958080000000002,0.0,0.00031032933556060825,0.2,-34.064870262145995,0.1179443359375,0.000294433536,0.010038407,-0.010602640232536941,0.9987649917602539,1.0010178089141846,8.97275960445404,2416,3.880413770675659
11169792,0.046464,6.307188773153653e-26,0.0,-0.6928983247974484,-0.06179441593492322,0.63931328,-0.6226035971169837,-0.10070636313085479,-0.000772907669642216,2532,0.00602496,0.01,0.0,-0.04485065234209257,0.0,0.4819968,5.548688129192795,1986.55,-0.005037899515253401,0.0,-4.1765061241235964e-05,-0.9789289093747429,0.0,606,1077.7677657,-1.0864212716706725e-06,0.20665473969709042,0.0,-0.23056399295808594,0.0,-0.06017484781532789,4409,-0.06607983228885249,0.0,-6.620183650609934e-07,-0.5,31.9696,0.0,0.00024414025635148087,0.2,-34.06420726776123,0.12906494140625,0.00029442431999999997,0.01073446,-0.011400600604247302,0.9985211491584778,1.000774621963501,16.252468156814576,2420,5.1966872215271
11188224,0.0465408,2.357961427029757e-25,0.0,-0.6994458013790317,-0.06757967131434546,0.6392956160000001,-0.6054595462847,-0.10036567838040199,-0.0007624166972631728,2537,0.00603648,0.01,0.0,-0.044288054211552456,0.0,0.4829184,5.333790236431319,2006.27,-0.00495809560110998,0.0,-4.159895669586037e-05,-0.9727306850712775,0.0,607,1093.51318862,-1.0569541330567486e-06,0.19413670162792374,-3.7976488884952332e-06,-0.22458514598510362,0.0,-0.05867062562967835,4409,-0.06655810048646509,0.0,-6.658518970676034e-07,-0.5,31.98112,0.0,0.00023654470634129312,0.2,-34.05550365447998,0.12886962890625,0.000294415104,0.010677714,-0.01288903821259737,0.9993376135826111,1.0002615451812744,6.447358918190003,2424,2.407377004623413
11206656,0.0466176,2.7380322976886425e-25,0.0,-0.693395609296884,-0.0644972958489935,0.639277952,-0.6170883734061924,-0.10067485542717353,-0.000781467663558895,2541,0.006048,0.01,0.0,-0.04535422176174356,0.0,0.48384,5.570396922506564,1987.1,-0.0050888541976125265,0.0,-4.3248186230914746e-05,-0.9769049375524796,0.0,608,1087.86549545,-1.0920951346694864e-06,0.2063396874914565,0.0,-0.22439908088247826,0.0,-0.05970641733410466,4409,-0.06631579486895006,0.0,-6.633670470687069e-07,-0.5,31.99264,0.0,0.00013780352633653415,0.2,-34.05183868408203,0.1108642578125,0.000294405888,0.010733045,-0.009972928173374385,0.9992245435714722,1.00029456615448,7.428541731834412,2428,2.919417142868042
11225088,0.0466944,8.058513877566788e-21,0.0,-0.6886099061404312,-0.07013861031434089,0.639260288,-0.6046394846751557,-0.10005025504536402,-0.0007674007738307422,2545,0.0060595200000000005,0.01,0.0,-0.044045812979765404,0.0,0.4847616,5.262777408900103,1968.95,-0.0049386573088502665,0.0,-4.216615720711283e-05,-0.9707735884866773,0.0,609,1080.1756314000002,-1.0656376525050017e-06,0.1981279587187027,0.0,-0.20816270629731737,0.0,-0.05563987321291884,4410,-0.06845909753298145,0.0,-6.641361070615394e-07,-0.5,32.00416,0.0,0.00021213070592946478,0.2,-34.0586441040039,0.15496826171875,0.00029439667199999996,0.016489813,-0.005957715376280248,0.9922592043876648,1.000916600227356,58.89465866088867,2432,13.931302070617676
11243520,0.0467712,1.9562040387200097e-36,0.0,-0.6747969405842733,-0.06085805136599676,0.639242624,-0.6348780781108305,-0.10096599439668762,-0.0007807696779814547,2549,0.00607104,0.01,0.0,-0.04517913021496184,0.0,0.4856832,5.667624089356327,1967.15,-0.00508877411840362,0.0,-4.1326829992389945e-05,-0.9596823764535889,0.0,610,1082.1002574600002,-1.0937514658007024e-06,0.2087472570900169,0.0,-0.22743965061114876,0.0,-0.06053728513214583,4410,-0.06508009291855046,0.0,-6.568986160724732e-07,-0.5,32.01568,0.0,0.00013726096626164185,0.2,-34.06187267303467,0.11251220703125,0.000294387456,0.0133981835,-0.005233316321391612,0.9938884973526001,1.0007915496826172,55.89674415588379,2436,29.45414161682129
11261952,0.046848,4.5971854669054035e-25,0.0,-0.6929319322353579,-0.07045435681338047,0.6392249600000001,-0.6070422583595595,-0.10006143562140973,-0.0007689398671351472,2553,0.006082560000000001,0.01,0.0,-0.04447135602354277,0.0,0.4866048,5.251939616478025,1939.17,-0.004945305518387334,0.0,-4.061705219048867e-05,-0.9518347709521281,0.0,611,1074.0329142399999,-1.0566454653441421e-06,0.19592762329050306,0.0,-0.21088937176955105,0.0,-0.05500695096744554,4410,-0.06779145512517645,0.0,-6.66552252977749e-07,-0.5,32.0272,0.0,0.00019259940664697852,0.2,-34.063846015930174,0.13076171875,0.00029437824,0.00971655,-0.013092973036691546,0.9983989596366882,1.0009424686431885,9.288065838813782,2440,3.2343480587005615
11280384,0.0469248,8.420709426174788e-39,0.0,-0.6586149008011476,-0.06512084844417546,0.639207296,-0.6381750465256143,-0.10110427111467989,-0.0008020510790262292,2557,0.006094080000000001,0.01,0.0,-0.0457177408890481,0.0,0.4875264,5.654209517718786,1938.73,-0.005146983717834658,0.0,-4.1765040523001625e-05,-0.9508119832559506,0.0,612,1074.0978584700001,-1.095166745042418e-06,0.21090946334934352,0.0,-0.22058446873093338,0.0,-0.05842659646954672,4410,-0.06499793605889906,0.0,-6.619553261211512e-07,-0.5,32.03872,0.0,0.00022081127584291002,0.2,-34.062181091308595,0.140478515625,0.000294369024,0.015160131,-0.005299828934948891,0.9955702424049377,1.0007866621017456,40.98546762466431,2444,17.105911254882812
11298816,0.0470016,3.731589709693196e-24,0.0,-0.6927494726590528,-0.07168672580635164,0.639189632,-0.609268864961756,-0.09989030614922363,-0.0007697731845716873,2561,0.0061056,0.01,0.0,-0.04441633021438754,0.0,0.488448,5.183768195626528,1940.76,-0.0049603941438891574,0.0,-4.157544215311425e-05,-0.9445456827456741,0.0,613,1083.34918881,-1.0715151632980013e-06,0.19168167819683926,0.0,-0.20944120746433667,0.0,-0.054962680432357254,4410,-0.06795056760878783,0.0,-6.602985366922128e-07,-0.5,32.05024,0.0,0.00031575469054385193,0.2,-34.0623104095459,0.1100830078125,0.000294359808,0.010361602,-0.011049103876575827,0.9987196922302246,1.0008840560913086,7.319734525680542,2448,2.54133677482605
11317248,0.0470784,7.993242387874393e-33,0.0,-0.6492193154838283,-0.06398005631846383,0.639171968,-0.6336549335316345,-0.10094394575875432,-0.0007934621399284696,2565,0.00611712,0.01,0.0,-0.046101311662881776,0.0,0.4893696,5.674034975826363,1940.99,-0.005161958929022627,0.0,-4.081405113558567e-05,-0.9665551373071776,0.0,614,1085.1326942599999,-1.1032586831462045e-06,0.2072531855901475,0.0,-0.22436400392536132,0.0,-0.06021500879315077,4410,-0.06579185735398357,0.0,-6.586914731257839e-07,-0.5,32.06176,0.0,0.000196939673818027,0.2,-34.06138954162598,0.13902587890625,0.000294350592,0.013248418,-0.005866747064283117,0.9945323467254639,1.000710368156433,70.42419409751892,2452,6.294100284576416
11335680,0.0471552,6.8447063773231125e-09,0.0,-0.6870569012988335,-0.07330469105860254,0.6391543040000001,-0.6017357578701493,-0.0995617652456936,-0.0007729485790023287,2570,0.00612864,0.01,0.0,-0.04460629403172299,0.0,0.4902912,5.083737695634659,1939.62,-0.0049766495360015536,0.0,-4.095500537298827e-05,-0.9577946682702291,0.0,615,1088.1821225899998,-1.00981633520921e-06,0.19304048398364204,0.0,-0.1975074566590704,0.0,-0.05571810797918172,4410,-0.06950659412765582,-7.625653921845807e-07,-6.61919478334719e-07,-0.5,32.07328,0.0,0.0002441402013775789,0.2,-34.06079864501953,0.13408203125,0.000294341376,0.009956586,-0.01411903208354488,0.9989677667617798,1.0006461143493652,6.105678367614746,2456,2.262929916381836
11354112,0.047232,1.2691224688171173e-36,0.0,-0.6381853482964902,-0.06411606582444825,0.63913664,-0.6275154159610961,-0.1008628375950446,-0.0008033717115632775,2574,0.00614016,0.01,0.0,-0.04606700126050742,0.0,0.4912128,5.769240837728538,1931.93,-0.005201536133160525,0.0,-4.004429533242823e-05,-0.9507988615639049,0.0,616,1092.79232009,-1.0861320159598212e-06,0.21601566394823396,0.0,-0.2204410507847695,0.0,-0.05957526495256287,4410,-0.06483351061832757,0.0,-6.551833362914076e-07,-0.5,32.0848,0.0,0.00019585466038228737,0.2,-34.056399726867674,0.14776611328125,0.00029433215999999997,0.011710102,-0.011364020151086151,0.998938262462616,1.0005717277526855,12.92094178199768,2460,4.663102626800537
11372544,0.0473088,0.0019434684552589523,0.0,-0.6864788208482346,-0.08329396911031507,0.639118976,-0.576091859240579,-0.09903316705905406,-0.0007534572039223658,2578,0.0061516800000000005,0.01,0.0,-0.044312398784172036,0.0,0.4921344,4.908642985565994,1921.17,-0.00489091474360145,0.0,-3.911644329425416e-05,-0.9599643752871292,0.0,617,1084.11662976,-1.0463783349305934e-06,0.1862751288053065,0.0,-0.19191502454076706,0.0,-0.054552919091144805,4410,-0.06989670516009891,-0.02612423492337443,-6.605357787263759e-07,-0.5,32.09632,0.0,0.000249022957480823,0.2,-34.05621490478516,0.12738037109375,0.000294322944,0.011055565,-0.014553945139050483,0.9990471601486206,1.0006232261657715,4.841424560546875,2464,1.6948046684265137
11390976,0.0473856,2.1130848594216794e-46,0.0,-0.6412200889854565,-0.061244446852003726,0.639101312,-0.6240466274599937,-0.10105218403968644,-0.0007937691401539219,2582,0.006163200000000001,0.01,0.0,-0.04641718008109029,0.0,0.493056,5.7904051763507205,1902.46,-0.005207149437159459,0.0,-4.084142636643998e-05,-0.9519643908678517,0.0,618,1074.05893784,-1.0819544614164084e-06,0.21025555173373342,0.0,-0.2277272233861441,0.0,-0.06190671327222758,4410,-0.06415791139170186,0.0,-6.527229890276858e-07,-0.5,32.10784,0.0,0.0001535370344451318,0.2,-34.05863361358642,0.24783935546875,0.000294313728,0.019736592,-0.004387916653649881,0.9950755834579468,1.0007872581481934,81.47736587524415,2468,17.737768173217773
11409408,0.0474624,2.8344923528984427e-21,0.0,-0.6661191533291717,-0.07454760177353939,0.6390836480000001,-0.5870007142233116,-0.09966752723640104,-0.0007621419021305244,2586,0.006174720000000001,0.01,0.0,-0.04549430016427242,0.0,0.4939776,5.171566248791365,1914.41,-0.004977090033611939,0.0,-4.064710150002881e-05,-0.9525324631315344,0.0,619,1088.13682231,-1.0071950842952943e-06,0.19890938662299887,0.0,-0.19512978903984388,0.0,-0.05624480910128752,4411,-0.06893221175676055,0.0,-6.729286349258396e-07,-0.5,32.11936,0.0,0.0002945958242182516,0.2,-34.06575107574463,0.15321044921875,0.000294304512,0.012018146,-0.006173495994880795,0.9873327612876892,1.0013736486434937,53.43146872520447,2472,4.4081597328186035
11427840,0.0475392,3.699964617034825e-33,0.0,-0.6332704038531719,-0.06220126080626003,0.639065984,-0.626786267093057,-0.1007818845680804,-0.0008095504347562192,2590,0.00618624,0.01,0.0,-0.046791606454920226,0.0,0.4948992,5.77211313002534,1931.6,-0.005264474696494877,0.0,-4.21761450486251e-05,-0.9531293792837404,0.0,620,1101.05163608,-1.1299743858956502e-06,0.2158617941359685,0.0,-0.21847890681262624,0.0,-0.060748348928314794,4411,-0.06461851635098063,0.0,-6.531741332210735e-07,-0.5,32.13088,0.0,6.998673779889941e-05,0.2,-34.0646879196167,0.1218017578125,0.000294295296,0.01068353,-0.00801162098068744,0.9987399578094482,1.0007760524749756,16.673212337493897,2476,6.3362507820129395
11446272,0.047616,4.8308861169674416e-27,0.0,-0.6622258985538705,-0.07518061931771164,0.63904832,-0.5806474118695938,-0.09985365116562725,-0.0007682344135924292,2594,0.00619776,0.01,0.0,-0.04522013574042901,0.0,0.4958208,5.2375886645054965,1931.57,-0.005003742991569604,0.0,-3.927556375678479e-05,-0.9250615276768117,0.0,621,1109.92064993,-1.0311408772282859e-06,0.20399377432954477,0.0,-0.20022873727980744,0.0,-0.05503228418704256,4411,-0.0673653695192591,0.0,-6.686104425127664e-07,-0.5,32.1424,0.0,0.0002880853943578485,0.2,-34.06435928344727,0.15565185546875,0.00029428608,0.011095032,-0.012926600861828775,0.9985179305076599,1.0010719299316406,7.534112763404846,2480,2.3303472995758057
11464704,0.0476928,1.4114965765234348e-25,0.0,-0.639647476841271,-0.06429627271006172,0.639030656,-0.6129098701209671,-0.10070562928847698,-0.000815079661370969,2598,0.00620928,0.01,0.0,-0.04722012597547281,0.0,0.4967424,5.729644175379982,1933.09,-0.005286147618411846,0.0,-4.219775970944327e-05,-0.9381451042695473,0.0,622,1112.60261659,-1.0506914336379633e-06,0.21654085681243054,0.0,-0.21442542568571052,0.0,-0.05942123295141091,4411,-0.06465577832161692,0.0,-6.578544096734873e-07,-0.5,32.15392,0.0,8.300761692225933e-05,0.2,-34.06440906524658,0.15115966796875,0.00029427686399999996,0.0151532125,-0.0066984246135689315,0.9959884285926819,1.0008974075317383,38.046901893615725,2484,18.54184341430664
11483136,0.0477696,3.5204097175648836e-20,0.0,-0.6549186812967821,-0.07554678105496059,0.6390129920000001,-0.5816035845304129,-0.09977280559392387,-0.0007785673874725688,2603,0.0062208,0.01,0.0,-0.04565686397378432,0.0,0.497664,5.266423212227249,1928.8,-0.0050388046462815205,0.0,-3.9834739285417516e-05,-0.9249298739294785,0.0,623,1118.8662221799998,-1.0062582868036207e-06,0.20696866596402042,0.0,-0.19753308464437008,0.0,-0.055226428263784315,4411,-0.0678884777411001,0.0,-6.692760879470351e-07,-0.5,32.165440000000004,0.0,0.00029893613019440736,0.2,-34.06375846862793,0.1278564453125,0.000294267648,0.011351635,-0.013194719405146316,0.9991196393966675,1.0009748935699463,5.581505274772644,2488,1.9259288311004639
11501568,0.0478464,5.5579590560207906e-33,0.0,-0.631434887474867,-0.06562116008137314,0.638995328,-0.6274730600558908,-0.10076954120907883,-0.0008221857250112856,2607,0.00623232,0.01,0.0,-0.047454792401961494,0.0,0.4985856,5.775211583171839,1928.28,-0.005323326719107389,0.0,-4.123997112775641e-05,-0.915241773818281,0.0,624,1119.9729849,-9.821699121675696e-07,0.22243875915029643,0.0,-0.2086074703281811,0.0,-0.058637648328153574,4411,-0.06418697566164286,0.0,-6.561103605752199e-07,-0.5,32.17696,0.0,0.00012261259770538245,0.2,-34.06237735748291,0.2293212890625,0.000294258432,0.0154987695,-0.0029820155934430657,0.9957900047302246,1.0007449388504028,46.755760955810544,2492,8.804912567138672
11520000,0.0479232,3.7493197123786126e-30,0.0,-0.6490289674037215,-0.07350913525246949,0.638977664,-0.5770627242868556,-0.09980203421677666,-0.0007728493216421761,2611,0.0062438400000000005,0.01,0.0,-0.04561825174816032,0.0,0.4995072,5.227767373113783,1919.83,-0.00502373635124217,0.0,-3.9159455566565716e-05,-0.9217250452321453,0.0,625,1130.3745831500003,-9.820171813792586e-07,0.21064604941325038,-4.068747835440768e-07,-0.19100601521336036,0.0,-0.05557655237575167,4411,-0.06716990607681328,-0.0001531156594545565,-6.583184303896009e-07,-0.5,32.18848,0.0,0.0003184673745029916,0.2,-34.05601634979248,0.1076904296875,0.000294249216,0.009103763,-0.011026061163283885,0.9989476799964905,1.0002944469451904,6.721045565605164,2496,2.3362040519714355
11538432,0.048,9.641342728975821e-36,0.0,-0.630214033345101,-0.06515731941105118,0.63896,-0.6173348957329511,-0.1009007507760688,-0.0008056579348714453,2615,0.006255360000000001,0.01,0.0,-0.04805329496804073,0.0,0.5004288,5.7365764622349715,1894.97,-0.005300434844147603,0.0,-3.925127356501796e-05,-0.9388867916240223,0.0,626,1118.67127574,-1.057930557640348e-06,0.22206774332047793,0.0,-0.20869187263265948,0.0,-0.06112124202772476,4411,-0.06425806059631717,0.0,-6.533242172100378e-07,-0.5,32.2,0.0,0.0001296655391342938,0.2,-34.0546594619751,0.130810546875,0.00029424,0.011011548,-0.006688055850099772,0.99644535779953,1.000469446182251,41.800452613830565,2500,14.41032886505127
11556864,0.0480768,2.968092957123679e-35,0.0,-0.6423957115298083,-0.06726533188840787,0.638942336,-0.5844707643717286,-0.10007614714867093,-0.0007628802551634711,2619,0.00626688,0.01,0.0,-0.04629325983482739,0.0,0.5013504,5.377425237053102,1899.47,-0.0050925799726735275,0.0,-4.0613102606670047e-05,-0.9419992436755709,0.0,627,1132.0512950900002,-9.465807194060052e-07,0.21200914125846815,-6.103393388912082e-06,-0.20427878656832713,0.0,-0.06191607834029088,4411,-0.065974980369013,0.0,-6.539039038961395e-07,-0.5,32.21152,0.0,0.0002593311688138379,0.2,-34.0595645904541,0.13614501953125,0.000294230784,0.0171969,-0.006443074520211667,0.9827553629875183,1.0007154941558838,136.57513160705565,2504,61.13792037963867
11575296,0.0481536,6.2558965710433575e-25,0.0,-0.6184604243398413,-0.0640092200825456,0.638924672,-0.6141777978474496,-0.1005023475937335,-0.0008221492792094341,2623,0.006278400000000001,0.01,0.0,-0.04764186133414252,0.0,0.502272,5.635330836237156,1904.49,-0.005348294640676318,0.0,-4.278285771405443e-05,-0.9404161477940356,0.0,628,1142.48476437,-1.0679321310409582e-06,0.22221067912630052,0.0,-0.20079299477204224,0.0,-0.05960967652111594,4411,-0.06444956385860748,0.0,-6.488406223219645e-07,-0.5,32.22304,0.0,0.00013183569212237166,0.2,-34.06252384185791,0.12457275390625,0.00029422156799999995,0.015737604,-0.006754401279613376,0.9940328598022461,1.0008230209350586,67.00465602874756,2508,23.960491180419922
11593728,0.0482304,0.00042289633939224925,0.0,-0.6581625133077171,-0.07849988296454166,0.638907008,-0.581064786677957,-0.09987690183061908,-0.0007768550889422122,2628,0.006289920000000001,0.01,0.0,-0.045996462707588094,0.0,0.5031936,5.262748080393664,1907.27,-0.0050763862345126805,0.0,-4.151389756555108e-05,-0.9133543126415433,0.0,629,1148.31263239,-1.000886516641356e-06,0.2099423557397185,0.0,-0.19846216408356043,0.0,-0.056622364317059325,4411,-0.067339788095875,-0.011975739664591943,-6.486212912360832e-07,-0.5,32.23456,0.0,0.00027235188624925085,0.2,-34.05893096923828,0.10992431640625,0.00029421235199999997,0.011521164,-0.007351924519753084,0.9935717582702637,1.0005983114242554,50.17370948791504,2512,31.639976501464844
11612160,0.0483072,1.1095935031870075e-07,0.0,-0.6344527018564122,-0.06936855317856906,0.638889344,-0.599673495558405,-0.10029954254318676,-0.0008253841389433192,2632,0.00630144,0.01,0.0,-0.047145979848097326,0.0,0.5041152,5.538138422370555,1900.33,-0.005314475355237165,0.0,-4.335462206639764e-05,-0.9381888006441138,0.0,630,1142.9693323899999,-1.0695993266848312e-06,0.21786946380920988,0.0,-0.20312621616940219,0.0,-0.056963495568955226,4411,-0.06497259298113506,0.0,-6.487405990335587e-07,-0.5,32.24608,0.0,0.00014214383878020776,0.2,-34.06200408935547,0.112841796875,0.000294203136,0.0097816745,-0.01186883132904768,0.9980062246322632,1.0007312297821045,23.28474359512329,2516,8.389997482299805
11630592,0.048384,2.008680295997179e-21,0.0,-0.6386450842002227,-0.07041447819765653,0.63887168,-0.5800704386794979,-0.09991957544858207,-0.0007992490364081994,2636,0.006312959999999999,0.01,0.0,-0.04641007294388442,0.0,0.5050368,5.329382026392993,1927.8,-0.0051525237545602415,0.0,-3.964614132054639e-05,-0.920723599722775,0.0,631,1158.5992629099999,-9.83571660620011e-07,0.2136467263479664,0.0,-0.19505417539807246,0.0,-0.05492650625182772,4411,-0.06692379486078813,-2.7419621794997387e-05,-6.624516646854326e-07,-0.5,32.257600000000004,0.0,0.0002777772897388786,0.2,-34.06169490814209,0.12664794921875,0.00029419392,0.014276473,-0.006718375347554683,0.9926599264144897,1.0008985996246338,76.02168207168579,2520,31.91916847229004
11649024,0.0484608,5.681024963072146e-26,0.0,-0.6284229422888109,-0.07381234286898981,0.638854016,-0.5886064781353824,-0.09994408451454904,-0.0008262669488531241,2640,0.00632448,0.01,0.0,-0.04761236809183077,0.0,0.5059584,5.525638990333466,1905.55,-0.00528881676503303,0.0,-4.149362461417011e-05,-0.9291819372368723,0.0,632,1149.19333828,-1.096315025431171e-06,0.22265488520875978,0.0,-0.19905868330103954,0.0,-0.053361219246285715,4411,-0.06594464858140862,0.0,-6.564075717212454e-07,-0.5,32.26912,0.0,0.00013617586551441086,0.2,-34.061631774902345,0.1020263671875,0.000294184704,0.010970121,-0.010112211154773832,0.9988540410995483,1.0005664825439453,12.49767255783081,2524,5.26050329208374
11667456,0.0485376,3.7420582365431775e-26,0.0,-0.6452137931078946,-0.0755030929666901,0.638836352,-0.5738174739870355,-0.10002905975413887,-0.0008220760747616807,2644,0.0063360000000000005,0.01,0.0,-0.04680124351124405,0.0,0.50688,5.451155120313368,1895.49,-0.005233728724590511,0.0,-4.050811369941957e-05,-0.9150680856610661,0.0,633,1140.48938845,-1.0357459520927994e-06,0.2194793883021189,0.0,-0.2017313707486974,0.0,-0.05195398060354594,4411,-0.0656837287046129,0.0,-6.52224040260931e-07,-0.5,32.28064,0.0,0.0002343744498729292,0.2,-34.0580451965332,0.12861328125,0.000294175488,0.015478778,-0.006272964808158576,0.9862943291664124,1.0005764961242676,136.10319747924805,2528,43.353275299072266
11685888,0.0486144,9.167897164981042e-20,0.0,-0.6382454709438163,-0.07711587182929351,0.638818688,-0.5751926779370884,-0.09992137945246711,-0.0008225767874040489,2649,0.00634752,0.01,0.0,-0.04723241757331999,0.0,0.5078016,5.442907479755094,1900.17,-0.005243778169922716,0.0,-4.0899011098272925e-05,-0.9116016514812664,0.0,634,1146.3726329800002,-1.0401589825006954e-06,0.22546328357077514,0.0,-0.1966288324087686,0.0,-0.05101867437694237,4411,-0.0652989139820922,0.0,-6.515665228012945e-07,-0.5,32.29216,0.0,0.00023383193830442097,0.2,-34.06318950653076,0.1083251953125,0.000294166272,0.011201789,-0.005164706613868475,0.9945143461227417,1.0007588863372803,40.735553455352786,2532,14.104358673095703
