time/total_timesteps,curriculum/eff_scale,reward_terms/stop,reward_terms/alive,reward_terms/coef_rate,reward_terms/vz,curriculum/stance_ratio,reward_terms/hip_roll,reward_terms/residual,reward_terms/motor_vel,time/time_elapsed,curriculum/ctrl_drop_prob,curriculum/ent_coef,reward_terms/residual_rate,reward_terms/torque,reward_terms/assist_pen,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,rollout/ep_len_mean,reward_terms/energy,reward_terms/foot_ahead,reward_terms/ang_xy,reward_terms/foot_slip,reward_terms/overrun,time/iterations,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/clearance,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/step_rate,reward_terms/height,time/fps,reward_terms/action_rate,reward_terms/stance,reward_terms/upright,reward_terms/time,curriculum/sprint_dist_m,reward_terms/angmom,reward_terms/air_time,train/clip_range,train/entropy_loss,train/clip_fraction,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/n_updates,train/loss
36587520,0.1523712,6.132829315307032e-08,0.0,-0.2551999565731532,-0.06005089352245688,0.614954624,-0.029824361128259487,-0.11031180567075986,-0.002123999393015951,8316,0.021911040000000003,0.01,0.0,-0.07837735803961159,0.0,1.7528832,5.74928122807205,3166.53,-0.01213835976268263,0.0,-4.219982822606222e-05,-0.3124841297905325,0.0,1985,3392.6435200400006,-1.3161569847112083e-07,0.4136975315816841,0.0,-0.20049194804799642,0.0,-0.0032568925677988305,4399,-0.038370242834016355,-0.00033334838504961965,-5.679231305182346e-07,-0.5,47.85568000000001,0.0,6.456153156856696e-05,0.2,-34.07172870635986,0.1353759765625,0.000281715456,0.013019773,-0.013301785266958178,0.9998840093612671,1.0014805793762207,2.2448317408561707,7903,0.6174372434616089
36605952,0.152448,7.4499758299149e-05,0.0,-0.27090189884014565,-0.06945383338038985,0.61493696,-0.035510918694679414,-0.10990991282935662,-0.002096594856431694,8321,0.02192256,0.01,0.0,-0.08124579426081006,0.0,1.7538048,5.55072064421135,3165.73,-0.012205770101146696,0.0,-4.284601583241893e-05,-0.3306770442253548,0.0,1986,3401.311167249999,-1.1944446910540205e-07,0.3937825555919926,0.0,-0.20351323755402384,0.0,-0.004009132989506404,4399,-0.03897927863563872,-0.0010913649196337626,-5.717514849797947e-07,-0.5,47.8672,0.0,0.000158962415298447,0.2,-34.066929244995116,0.1738525390625,0.00028170623999999997,0.014446895,-0.011449698451906442,0.999926745891571,1.0011045932769775,1.3258289724588395,7907,0.3162533938884735
36624384,0.1525248,0.0005373998677752201,0.0,-0.26866109199608806,-0.06612897367500793,0.6149192960000001,-0.036820295314205755,-0.11008134448304097,-0.002107149638602037,8325,0.02193408,0.01,0.0,-0.07811762735431382,0.0,1.7547264,5.595637976121173,3170.36,-0.011963455766314534,0.0,-4.209641004926391e-05,-0.31971391212567385,0.0,1987,3405.370981530001,-1.290930167796192e-07,0.3991824852816845,0.0,-0.20244899831208,0.0,-0.0035925363033021875,4399,-0.03920327027663676,-0.001029364770955957,-5.686633534969062e-07,-0.5,47.87872,0.0,0.00013075065605031946,0.2,-34.060645484924315,0.1376953125,0.000281697024,0.011877439,-0.005855697311926633,0.9994521737098694,1.0008403062820435,11.32534921169281,7911,3.4891273975372314
36642816,0.1526016,0.0004990897226516114,0.0,-0.26275581126940817,-0.06289633146521123,0.614901632,-0.03257274792234573,-0.1101714374181776,-0.002111547135207657,8329,0.021945600000000003,0.01,0.0,-0.07788136201699097,0.0,1.755648,5.657083619890018,3172.28,-0.01200205373803144,0.0,-4.364861958705451e-05,-0.3081169407120662,0.0,1988,3405.6629544999996,-1.235914951823695e-07,0.4061074433066177,0.0,-0.2039206522306033,0.0,-0.0043209684112254475,4399,-0.03866856568070793,-0.0007781458866930047,-5.660174135042275e-07,-0.5,47.890240000000006,0.0,8.951809528904657e-05,0.2,-34.067824363708496,0.1901611328125,0.000281687808,0.017293194,-0.01132027831627056,0.9999232292175293,1.0013561248779297,2.0661777794361114,7915,0.7354906797409058
36661248,0.1526784,0.0006859777477857578,0.0,-0.27106246746204854,-0.05952377051033738,0.614883968,-0.03464366569851548,-0.10978245494260203,-0.0021233041592213318,8333,0.02195712,0.01,0.0,-0.08212724518337443,0.0,1.7565696,5.575841024503443,3170.97,-0.01225186770620491,0.0,-4.296132718176167e-05,-0.3309596264049912,0.0,1989,3410.0448768200004,-1.2730121372496617e-07,0.40062124388716736,0.0,-0.20044263032452633,0.0,-0.0036397424859515998,4399,-0.04016126439218821,-0.0006225486834531965,-5.707666613858249e-07,-0.5,47.901759999999996,0.0,0.00010633663623593748,0.2,-34.07143630981445,0.1686279296875,0.000281678592,0.014326014,-0.013048441451974212,0.9999379515647888,1.0015826225280762,1.229362463951111,7919,0.14465051889419556
36679680,0.1527552,0.0016593635722883873,0.0,-0.2813851002970994,-0.07020139898283918,0.614866304,-0.03923918180982301,-0.10984399249461775,-0.002086098398760302,8338,0.02196864,0.01,0.0,-0.08007610698364136,0.0,1.7574912,5.472699411471781,3179.36,-0.012018767863375112,0.0,-4.165498553464109e-05,-0.3216437685161027,0.0,1990,3412.980608560001,-1.2450809770478546e-07,0.3955946598252334,0.0,-0.19423957610203724,0.0,-0.005228491277512497,4399,-0.039361547706162334,-0.0021451163913764667,-5.703298212450755e-07,-0.5,47.91328,0.0,0.00016764298197813332,0.2,-34.06197338104248,0.15567626953125,0.000281669376,0.01090566,-0.005857281980570406,0.9999057650566101,1.0008903741836548,2.1792756617069244,7923,0.5806000232696533
36698112,0.152832,0.0020488211292920516,0.0,-0.2836010180495932,-0.06035178579780991,0.6148486400000001,-0.033046632749902334,-0.10993784048094601,-0.002083994957195529,8342,0.021980160000000002,0.01,0.0,-0.08241335328020788,0.0,1.7584128,5.509128061911493,3184.77,-0.012029747145023126,0.0,-4.2822126418983515e-05,-0.3364414857366251,0.0,1991,3412.85305869,-1.2100505079882678e-07,0.3958506868251666,0.0,-0.20115557548546165,0.0,-0.0056913558860099,4399,-0.04003943584226559,-0.0014742067759161725,-5.63257095052113e-07,-0.5,47.9248,0.0,6.998687361677487e-05,0.2,-34.05949058532715,0.13280029296875,0.00028166016,0.012348518,-0.012364423391409219,0.9999394416809082,1.0009303092956543,1.4717519223690032,7927,0.48524370789527893
36716544,0.1529088,0.0033728436169466096,0.0,-0.30500457874070064,-0.07486096036071266,0.614830976,-0.03804841528033149,-0.10973311344861124,-0.0020882409278047943,8346,0.02199168,0.01,0.0,-0.07931115781655255,0.0,1.7593344,5.367507492613447,3186.48,-0.01188125139329987,0.0,-4.241864171839536e-05,-0.3179013816203801,0.0,1992,3411.70863815,-1.270408083110105e-07,0.38648477317071217,0.0,-0.19900107490877283,0.0,-0.006081884720465591,4398,-0.040259117642645906,-0.0026325511085459165,-5.647475884041887e-07,-0.5,47.93632,0.0,9.819863286490242e-05,0.2,-34.068420028686525,0.2176513671875,0.00028165094399999996,0.016989086,-0.009546504949685185,0.9999422430992126,1.0015974044799805,1.2570891946554184,7931,0.1775612235069275
36734976,0.1529856,0.0016552519878751512,0.0,-0.3180175237759406,-0.08107713746591433,0.614813312,-0.04405199261037452,-0.10936723744967748,-0.0020244093189403676,8350,0.0220032,0.01,0.0,-0.08248393592350252,0.0,1.760256,5.220596589423968,3199.59,-0.011877951474136523,0.0,-3.894855357742738e-05,-0.3375768904235584,0.0,1993,3413.429533719999,-1.2169403528294048e-07,0.3739354226322912,0.0,-0.18705622606972067,0.0,-0.008733093413074967,4398,-0.04064022900154466,-0.005279018707108719,-5.587896911364919e-07,-0.5,47.94784,0.0,0.0001877167475565026,0.2,-34.06672668457031,0.18026123046875,0.000281641728,0.012932086,-0.00928679914213717,0.9999443292617798,1.0011296272277832,1.7334752142429353,7935,0.31689417362213135
36753408,0.1530624,1.423306688767583e-23,0.0,-0.2498391082084611,-0.05491699405978111,0.614795648,-0.030794448537264946,-0.11037246285745345,-0.002143018974997644,8355,0.02201472,0.01,0.0,-0.0769665705107943,0.0,1.7611776,5.813986340748439,3198.95,-0.012205618618086368,0.0,-4.364944117361388e-05,-0.31280009837626327,0.0,1994,3412.7379407699996,-1.1974624260306099e-07,0.4181900854693076,0.0,-0.20819655656983524,0.0,-0.0026452604442647795,4398,-0.03746346356559261,-0.00031176482159324674,-5.668727215163943e-07,-0.5,47.95936,0.0,8.409275324083865e-05,0.2,-34.063584899902345,0.132421875,0.000281632512,0.011426548,-0.011444574408233165,0.99996018409729,1.0010550022125244,1.6658507704734802,7939,0.3590417206287384
36771840,0.1531392,0.00063508297480571,0.0,-0.2723514828640858,-0.06696168714417959,0.614777984,-0.03277962022210533,-0.1100802146268996,-0.0021195040975719513,8359,0.022026240000000002,0.01,0.0,-0.08220567986188482,0.0,1.7620992,5.58814422599758,3195.28,-0.012200417119108794,0.0,-4.2915371731233596e-05,-0.31663540016817326,0.0,1995,3415.9316327399997,-1.239957967253321e-07,0.4014746066586064,0.0,-0.2065164758899786,0.0,-0.005096349781914219,4398,-0.03936797746323717,-7.145828945457445e-05,-5.758471005930402e-07,-0.5,47.97088,0.0,0.00010416651881920795,0.2,-34.06779670715332,0.20516357421875,0.000281623296,0.015061808,-0.011631439847406,0.9999298453330994,1.0014779567718506,1.0026517242193222,7943,0.0306338369846344
36790272,0.153216,0.0018090608882396883,0.0,-0.3285354432870304,-0.08158180413821459,0.61476032,-0.0471145511123995,-0.10913881785151432,-0.0020331073297869045,8363,0.022037760000000003,0.01,0.0,-0.08163136330067186,0.0,1.7630208,5.113226772683486,3174.85,-0.011819390280464267,0.0,-3.966847775218037e-05,-0.33202122478030044,0.0,1996,3384.2221340300002,-1.2352425400544593e-07,0.3684629083244488,0.0,-0.19067226495046222,0.0,-0.008477224637736617,4398,-0.04137600847231373,-0.00840018597020322,-5.544732487083512e-07,-0.5,47.9824,0.0,0.00014539908928175768,0.2,-34.06982021331787,0.25321044921875,0.00028161407999999997,0.020921787,-0.00815216990886256,0.9999451637268066,1.0012538433074951,1.4617447316646577,7947,0.3399055004119873
36808704,0.1532928,0.002160977191757228,0.0,-0.27720313574542743,-0.07424301289507498,0.614742656,-0.03521288830058923,-0.11009939544272263,-0.0020936169180656426,8367,0.02204928,0.01,0.0,-0.07933674896418938,0.0,1.7639424,5.628786050972972,3176.26,-0.012267350456503467,0.0,-4.173636146773703e-05,-0.3256745127902457,0.0,1997,3385.442614339999,-1.1837209726835015e-07,0.4028227787611234,0.0,-0.19546604289264408,0.0,-0.005549161791355894,4398,-0.039513854804904956,-0.002357039326464707,-5.512203594966997e-07,-0.5,47.99392,0.0,9.331581532023847e-05,0.2,-34.06292457580567,0.1966796875,0.000281604864,0.01900883,-0.005235937156248838,0.9978917837142944,1.0009098052978516,44.539367294311525,7951,9.15512752532959
36827136,0.1533696,0.004444876143965854,0.0,-0.304808722089911,-0.06552964083275123,0.614724992,-0.04095298382243877,-0.10960274133585517,-0.002045992301883072,8372,0.022060800000000002,0.01,0.0,-0.08367224279075401,0.0,1.764864,5.343155990824772,3185.95,-0.011869556822871073,0.0,-3.945488119614346e-05,-0.33431646922569463,0.0,1998,3381.43960767,-1.238574444740351e-07,0.38542238719697003,0.0,-0.18744536873627296,0.0,-0.005226625583124993,4398,-0.04021401710257312,-0.004113069913005664,-5.550373693802071e-07,-0.5,48.00544,0.0,8.626289006012182e-05,0.2,-34.078074836730956,0.2069091796875,0.000281595648,0.018494138,-0.014192589477170258,0.999893307685852,1.0022428035736084,1.5872875809669496,7955,0.1935809850692749
36845568,0.1534464,0.0023669555512089583,0.0,-0.2925226979883475,-0.07569952061895377,0.614707328,-0.041585662729556015,-0.10967981526732241,-0.0020853165468108707,8376,0.022072320000000003,0.01,0.0,-0.08016348522379887,0.0,1.7657856,5.380859473593693,3180.38,-0.012079600725486434,0.0,-4.300493392207765e-05,-0.3230522706443811,0.0,1999,3379.8004316499996,-1.2343222150449134e-07,0.38900888814641343,0.0,-0.18940519068635492,0.0,-0.005474547818874952,4398,-0.04047684037315738,-0.00644459154839051,-5.632978152532907e-07,-0.5,48.01696,0.0,0.00014648415769139925,0.2,-34.07243614196777,0.21539306640625,0.00028158643199999997,0.015581605,-0.008097857679240405,0.9998980760574341,1.0014069080352783,2.2939979255199434,7959,0.5852899551391602
36864000,0.1535232,0.0014967397683057313,0.0,-0.28365290669176424,-0.06914059052940011,0.614689664,-0.038076818315071065,-0.11013308553246184,-0.00206019500561525,8380,0.02208384,0.01,0.0,-0.08044823131305828,0.0,1.7667072,5.5422729075351675,3210.01,-0.01213898733235817,0.0,-4.139404966026035e-05,-0.33859957283175685,0.0,2000,3406.61071376,-1.1663998063954438e-07,0.3971485608279734,0.0,-0.19425473031741208,0.0,-0.0073895273994683715,4398,-0.039253283898090276,-0.003025181213696965,-5.457406370659803e-07,-0.5,48.02848,0.0,0.00011230450278768937,0.2,-34.063733673095705,0.12757568359375,0.000281577216,0.012812519,-0.010055759083479643,0.9999375343322754,1.0008904933929443,2.1998738646507263,7963,0.6044237613677979
36882432,0.1536,6.365405298382285e-08,0.0,-0.2569197692105333,-0.06229150641508188,0.614672,-0.0327379514044673,-0.11043445517870605,-0.002134600639623251,8385,0.02209536,0.01,0.0,-0.08200517953471867,0.0,1.7676288,5.73028981018529,3208.79,-0.01251223968724818,0.0,-4.070490256208912e-05,-0.31779317374833477,0.0,2001,3405.6609327399997,-1.2492356086650934e-07,0.41366766476119143,0.0,-0.20427821071329358,0.0,-0.0037442321472251003,4398,-0.03851317563165902,-0.0018601219549128955,-5.676764640238752e-07,-0.5,48.04,0.0,0.0001117619782841454,0.2,-34.075215911865236,0.18880615234375,0.000281568,0.02713314,-0.004715785942971706,0.9982811212539673,1.0024583339691162,16.745418739318847,7967,2.6638572216033936
36900864,0.1536768,1.3012626175401567e-14,0.0,-0.27074355882762446,-0.06582327016556994,0.614654336,-0.03841352702037271,-0.11020699115515044,-0.0021138194800475003,8389,0.022106880000000002,0.01,0.0,-0.080535684992677,0.0,1.7685504,5.588200272085657,3185.94,-0.012343420384175744,0.0,-4.3196960610367175e-05,-0.32336926199480026,0.0,2002,3379.52752026,-1.246755234886438e-07,0.40567693442941033,0.0,-0.19853641214944964,0.0,-0.0038152271574507703,4398,-0.03904126909916827,-0.0009557027859559323,-5.682851589508082e-07,-0.5,48.05152,0.0,0.0001638452425443878,0.2,-34.08361682891846,0.1991943359375,0.000281558784,0.016152654,-0.010852706292644143,0.9999032020568848,1.0022013187408447,2.5835142910480497,7971,1.1512563228607178
36919296,0.1537536,0.0013026164461365827,0.0,-0.28828147206500043,-0.07256353107142915,0.614636672,-0.03804707737026517,-0.11026288618554274,-0.002048431637830533,8393,0.0221184,0.01,0.0,-0.07960154114543341,0.0,1.769472,5.487429649673963,3188.27,-0.012052488360285597,0.0,-4.046794141194218e-05,-0.32067747452402096,0.0,2003,3374.5682436599996,-1.1668266225693852e-07,0.39656702643362896,0.0,-0.18745344813868964,0.0,-0.007167270884229193,4398,-0.03938040170271429,-0.0038727995044217168,-5.511890759276537e-07,-0.5,48.06304,0.0,0.0001426864182576537,0.2,-34.06710090637207,0.15084228515625,0.000281549568,0.01819319,-0.0036977228242903947,0.9938941597938538,1.0011228322982788,174.8693359375,7975,3.185675621032715
36937728,0.1538304,3.1215001610610936e-15,0.0,-0.24985415874408665,-0.05865006112135798,0.614619008,-0.030259456037403248,-0.11043775404589479,-0.00215944887245347,8397,0.02212992,0.01,0.0,-0.08033929897680207,0.0,1.7703936,5.790712486911652,3187.47,-0.012444498313339882,0.0,-4.3226907435832756e-05,-0.31512048474437776,0.0,2004,3374.32938465,-1.2262493298361176e-07,0.4172390560004375,0.0,-0.20599848769091006,0.0,-0.0031128317068774697,4398,-0.03829794861531746,-0.00017311019768602152,-5.646020630632198e-07,-0.5,48.074560000000005,0.0,7.758234278298914e-05,0.2,-34.06778202056885,0.1586669921875,0.000281540352,0.011980668,-0.010325400083092972,0.9999032020568848,1.001189947128296,1.8532541990280151,7979,0.12226960062980652
36956160,0.1539072,0.0011992267746593925,0.0,-0.28707798824358655,-0.0613082470297167,0.614601344,-0.040818560271725424,-0.1097387476884443,-0.0021102534744550814,8402,0.022141440000000002,0.01,0.0,-0.08440402231257073,0.0,1.7713152,5.446926603529601,3180.3,-0.012327081510233116,0.0,-4.122602314922296e-05,-0.3279453764925397,0.0,2005,3373.30750866,-1.1918210237789633e-07,0.39568477617153763,0.0,-0.19526853410161873,0.0,-0.0034667618225084533,4398,-0.039638205186589885,-0.006112023066840098,-5.721141973898117e-07,-0.5,48.086079999999995,0.0,0.00015950495920454463,0.2,-34.0739652633667,0.195263671875,0.00028153113599999996,0.015914995,-0.008202148339478299,0.9998551607131958,1.0018270015716553,1.8790842175483704,7983,0.4609300494194031
36974592,0.153984,0.0007304634128170873,0.0,-0.2854368839970022,-0.06724617549835193,0.61458368,-0.03826196746408691,-0.11002551960495978,-0.002061855166067479,8406,0.02215296,0.01,0.0,-0.08348428388069945,0.0,1.7722368,5.511525764324688,3184.8,-0.012412152601492645,0.0,-4.0842915792842005e-05,-0.34074193470748304,0.0,2006,3368.5068755099996,-1.1268626374961758e-07,0.39749028374725426,0.0,-0.1882437792830495,0.0,-0.0066344444304071055,4398,-0.039492430628337204,-0.0031956456696264394,-5.468697997480664e-07,-0.5,48.0976,0.0,0.00014539908928175768,0.2,-34.069998550415036,0.15162353515625,0.00028152192,0.01249151,-0.009405074804089964,0.9999186992645264,1.0012164115905762,2.5375970125198366,7987,0.7254785895347595
36993024,0.1540608,2.082279585207238e-18,0.0,-0.2533482658760907,-0.059147134461587286,0.614566016,-0.03151520326924909,-0.11039369245998161,-0.0021317498719879016,8410,0.02216448,0.01,0.0,-0.07994215267118016,0.0,1.7731584,5.768915076518491,3149.23,-0.012467989772302715,0.0,-4.284203074558064e-05,-0.31861052123026984,0.0,2007,3335.2409004600004,-1.2713735413055115e-07,0.4174741850533217,0.0,-0.19934975896029497,0.0,-0.0030800057188829907,4398,-0.03825609710696023,-0.0009552811921579278,-5.619376723319966e-07,-0.5,48.109120000000004,0.0,0.0001166448087638451,0.2,-34.07080612182617,0.19853515625,0.000281512704,0.018085003,-0.014845390827395022,0.9999397397041321,1.0017260313034058,1.5024524331092834,7991,0.4318920969963074
37011456,0.1541376,0.001329769928569144,0.0,-0.29096868373590845,-0.0731097873126265,0.614548352,-0.038552402551929835,-0.10982450055475368,-0.002119466999665899,8414,0.022176,0.01,0.0,-0.08219024170516862,0.0,1.77408,5.500294881397339,3135.6,-0.012381500920401625,0.0,-4.125052373857181e-05,-0.3182790789640303,0.0,2008,3335.39862299,-1.1885848502953853e-07,0.39928269526408716,0.0,-0.19634814760890829,0.0,-0.004930446023890269,4398,-0.03966677331844052,-0.00041248342663881515,-5.57824381269914e-07,-0.5,48.12064,0.0,0.0001052515678262959,0.2,-34.06043930053711,0.178173828125,0.000281503488,0.030520028,-0.0015188260935246945,0.9890825152397156,1.0006253719329834,158.3292974472046,7993,133.47665405273438
37029888,0.1542144,0.0008861233912713421,0.0,-0.288578933606884,-0.0727920349673866,0.614530688,-0.04141381161763032,-0.11012378639315014,-0.0020897503495921417,8419,0.022187520000000002,0.01,0.0,-0.08149727678296165,0.0,1.7750016,5.450441057104969,3072.12,-0.012237156992274945,0.0,-4.3692477291716764e-05,-0.3326800776743093,0.0,2009,3270.5690285299997,-1.2315247050234652e-07,0.3951303463907995,0.0,-0.19699481326835525,0.0,-0.006125392499656465,4398,-0.03890951750441122,-0.004183402009186888,-5.578975144415058e-07,-0.5,48.13216,0.0,0.00018934431136585772,0.2,-34.06424350738526,0.1318359375,0.00028149427199999997,0.011197528,-0.00711903867777437,0.999739944934845,1.0008890628814697,9.459327173233032,7997,1.3961927890777588
37048320,0.1542912,0.002754990693979676,0.0,-0.28357252791123444,-0.06395958589073869,0.6145130240000001,-0.033512896135472744,-0.11018300714029888,-0.002082595266612147,8423,0.022199040000000003,0.01,0.0,-0.08334512961451558,0.0,1.7759232,5.551681156031496,3071.68,-0.012156772832041326,0.0,-4.1917862734682385e-05,-0.3128285067916653,0.0,2010,3271.1732055,-1.2121792084597426e-07,0.40085703506105613,0.0,-0.19451152557035714,0.0,-0.004866399872129276,4398,-0.03935142848822833,-0.00448212979569177,-5.573923009647879e-07,-0.5,48.14368,0.0,6.944432971067727e-05,0.2,-34.06289234161377,0.1870361328125,0.000281485056,0.027959064,-0.005715403333306312,0.9867562651634216,1.0009307861328125,345.67651443481446,8001,140.79702758789062
37066752,0.154368,0.0012786838265358836,0.0,-0.2797665917152826,-0.06468113112688931,0.61449536,-0.03570444689874107,-0.11003690092526991,-0.0021075184004438812,8427,0.02221056,0.01,0.0,-0.08622352311614329,0.0,1.7768448,5.557612497541333,3079.83,-0.012408946414460834,0.0,-4.1886622163781234e-05,-0.33603161421651506,0.0,2011,3271.0108251900006,-1.2505790438469267e-07,0.40066020858433427,0.0,-0.194906070533528,0.0,-0.005663962800000151,4398,-0.03962652672003132,-0.0015889919983490554,-5.7009493675061e-07,-0.5,48.1552,0.0,0.0001264103727104763,0.2,-34.073548316955566,0.168603515625,0.00028147584,0.018219009,-0.005799276998732239,0.9996876120567322,1.0019102096557617,3.7880582928657534,8005,1.3232970237731934
37085184,0.1544448,0.003431934846241223,0.0,-0.3113213541027764,-0.0814403124262083,0.614477696,-0.04413433436485752,-0.10995533886672769,-0.0020452537573430653,8431,0.02222208,0.01,0.0,-0.08162726099128896,0.0,1.7777664,5.294514943875225,3111.36,-0.011936483147234372,0.0,-4.102662760400893e-05,-0.32282627247429896,0.0,2012,3302.75559012,-1.1999110142113422e-07,0.37890562683511675,0.0,-0.18792359797542618,0.0,-0.007034855269346798,4398,-0.03913106492017522,-0.002751809264134667,-5.548776246042905e-07,-0.5,48.16672,0.0,0.0001942271386117985,0.2,-34.070898818969724,0.14315185546875,0.00028146662399999996,0.012338389,-0.00769618796184659,0.999823808670044,1.001319408416748,3.2833050966262816,8009,0.7994192838668823
37103616,0.1545216,4.440853459260096e-11,0.0,-0.2479101584707556,-0.05791338358695722,0.614460032,-0.02825454278131516,-0.11060888366165444,-0.002152148710450517,8436,0.022233600000000003,0.01,0.0,-0.07988198003038667,0.0,1.778688,5.847145316461059,3104.26,-0.012490673597942573,0.0,-4.557138302960552e-05,-0.311768769189791,0.0,2013,3304.40487559,-1.2585558905434265e-07,0.4231673292741863,0.0,-0.19834903206853718,0.0,-0.0030758089651366266,4398,-0.03782104504875447,-0.00041708746917233554,-5.618514376420422e-07,-0.5,48.17824,0.0,6.727420259267092e-05,0.2,-34.06619815826416,0.1559326171875,0.000281457408,0.013595094,-0.012961476214695723,0.9999258518218994,1.0011498928070068,2.2544763922691344,8013,0.8062582015991211
37122048,0.1545984,0.0008902790159604954,0.0,-0.2777246352224209,-0.06920305203612502,0.614442368,-0.0348321712569465,-0.10992738514087166,-0.0021130547727205577,8440,0.02224512,0.01,0.0,-0.08498781193574566,0.0,1.7796096,5.546529821574008,3094.14,-0.012432232342021616,0.0,-4.3026325405123e-05,-0.33127098129517524,0.0,2014,3305.74675984,-1.239587195580306e-07,0.39797183883508924,0.0,-0.19550507405132517,0.0,-0.0054788927645048596,4398,-0.03948403016531687,-0.0001252656554356232,-5.64711602726574e-07,-0.5,48.18976,0.0,0.00012858053863358995,0.2,-34.075893783569335,0.18624267578125,0.000281448192,0.014899144,-0.012546447094064207,0.9999091625213623,1.0019882917404175,1.259739100933075,8017,0.15355795621871948
37140480,0.1546752,0.0010820439823611859,0.0,-0.2925653704102917,-0.07398269667291918,0.614424704,-0.03823496629311411,-0.10993767160195486,-0.002110993201898624,8444,0.02225664,0.01,0.0,-0.08147088585443427,0.0,1.7805312,5.438542103208658,3084.51,-0.012329691348861868,0.0,-4.178739169573463e-05,-0.3325435053859763,0.0,2015,3310.85530668,-1.2247547106499112e-07,0.3899672997316568,0.0,-0.19050197176917535,0.0,-0.005007374596833321,4398,-0.039782512347708264,-0.0011385891683214258,-5.542123819704321e-07,-0.5,48.20128,0.0,0.0001638452522456646,0.2,-34.068799591064455,0.155419921875,0.000281438976,0.0130552035,-0.009372497233562172,0.9998975992202759,1.0013673305511475,2.2888926565647125,8021,0.503678560256958
37158912,0.154752,0.0013914839702215023,0.0,-0.25401459476152916,-0.06486586535109057,0.61440704,-0.028741922506330682,-0.11075713841918541,-0.0021418292168953823,8448,0.022268160000000002,0.01,0.0,-0.07923693738718356,0.0,1.7814528,5.758717661046322,3087.56,-0.01234114619136505,0.0,-4.458049371517066e-05,-0.3062414400376867,0.0,2016,3310.24493573,-1.247552995962977e-07,0.41800727395457066,0.0,-0.1985734030929829,0.0,-0.004717868072993482,4398,-0.037686465912943494,-0.00025389418512013673,-5.557046104419142e-07,-0.5,48.2128,0.0,6.401900706502299e-05,0.2,-34.06543121337891,0.1547119140625,0.00028142976,0.013139984,-0.009085921500809491,0.999906599521637,1.0011869668960571,2.632539528608322,8025,0.6393983960151672
37177344,0.1548288,0.0014882798471602962,0.0,-0.2767869192332644,-0.07044875991277771,0.614389376,-0.0362199471269852,-0.11023135916287889,-0.002100851590044643,8453,0.02227968,0.01,0.0,-0.08356201516381874,0.0,1.7823744,5.585586537708142,3083.61,-0.012326584264916118,0.0,-4.185208053210623e-05,-0.3211571783409738,0.0,2017,3316.04886929,-1.2616633183139844e-07,0.40224694577161374,0.0,-0.19244693155724868,0.0,-0.003936008074886838,4397,-0.03905266991803032,-0.005081135109580783,-5.553275997008785e-07,-0.5,48.22432,0.0,0.00012532532370338836,0.2,-34.07218017578125,0.20677490234375,0.000281420544,0.0142850485,-0.011316675890702755,0.9999184012413025,1.0016674995422363,1.4861406981945038,8029,0.24331191182136536
37195776,0.1549056,0.002732950867214305,0.0,-0.30087799113871244,-0.06870284867562296,0.6143717120000001,-0.03735347308412399,-0.11007237889506094,-0.002073814182260807,8457,0.0222912,0.01,0.0,-0.08279811348777093,0.0,1.783296,5.3691375644645625,3089.48,-0.012150773639702002,0.0,-4.0423620010755873e-05,-0.3436442057711695,0.0,2018,3315.7021053,-1.258148143814863e-07,0.3861873113553014,0.0,-0.18917053985598392,0.0,-0.005174306567499869,4397,-0.03962664406718139,-0.001982538148842218,-5.577747237634794e-07,-0.5,48.235839999999996,0.0,0.00016493030448651148,0.2,-34.06774463653564,0.16766357421875,0.00028141132799999996,0.012693833,-0.0063351075630635025,0.999782145023346,1.001296877861023,3.3417819857597353,8033,0.6366600394248962
37214208,0.1549824,4.038422551710848e-05,0.0,-0.2568444973734982,-0.06260835015357583,0.614354048,-0.027973593970878157,-0.11077846188734902,-0.0021400865157151826,8461,0.02230272,0.01,0.0,-0.07908053482843609,0.0,1.7842176,5.739449427387012,3115.24,-0.01236511698204368,0.0,-4.270739648917631e-05,-0.31062700696768636,0.0,2019,3340.6044503700004,-1.2844542112433187e-07,0.41412681117178773,0.0,-0.19935930938380528,0.0,-0.004404049968287738,4397,-0.03741341421253319,-0.0015690926853146661,-5.593512783950267e-07,-0.5,48.24736,0.0,7.975247960227232e-05,0.2,-34.0670581817627,0.13236083984375,0.000281402112,0.012058819,-0.011450642789714038,0.999920666217804,1.001204013824463,2.484093523025513,8037,0.7439029216766357
