reward_terms/air_time,curriculum/sprint_dist_m,reward_terms/fwd_speed,reward_terms/upright,time/fps,reward_terms/motor_vel,rollout/ep_rew_mean,reward_terms/stance,rollout/ep_len_mean,reward_terms/residual,reward_terms/overrun,reward_terms/height,reward_terms/hip_roll,curriculum/eff_scale,reward_terms/vz,reward_terms/phase_contact,time/time_elapsed,reward_terms/energy,reward_terms/time,reward_terms/clearance,curriculum/ent_coef,curriculum/stance_ratio,reward_terms/alive,reward_terms/lat_vel,reward_terms/stance_time,reward_terms/torque,time/total_timesteps,reward_terms/coef_rate,reward_terms/ang_xy,reward_terms/angmom,reward_terms/stop,time/iterations,reward_terms/action_rate,reward_terms/foot_slip,train/approx_kl,train/n_updates,train/loss,train/clip_range,train/std,train/clip_fraction,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/value_loss
0.00015733499054072631,25.0,-0.6475884548278946,-0.6913511219471822,2343,0.0,-134.50386327,-0.10621641714382543,34.52,-0.26382086371342006,0.0,-0.02636158476337166,-0.037478103274093656,0.0,-0.11661583855903374,-0.49831294856117314,7,0.0,-0.5,0.024450946284918798,0.01,0.65,0.0,-5.7090194851715795e-09,-0.02084849576123007,0.0,18432,-0.669113065143011,-0.6377750977296757,-0.18618392350819404,0.0,1,-0.10773970133070784,-0.7195818423541644,,,,,,,,,,,
0.00029513875940918096,25.04608,-0.12009821927444514,-0.42827316599200527,2321,0.0,-131.07061101000002,-0.03548107182277866,31.14,-0.2596375528582964,0.0,-0.024729071394614475,-0.02898184840766806,0.0,-0.09199087898791473,-0.4528709150967834,15,0.0,-0.5,0.0434633557848952,0.01,0.65,0.0,-5.5649010251964976e-09,-0.012215152010968369,0.0,36864,-0.8354784385596554,-0.6446983713476677,-0.22004454031201306,0.0,2,-0.1310516358577386,-0.8323429867469065,0.010552837,33433,404.4966735839844,0.2,1.0007007122039795,0.10328369140625,-5.706254959106445,0.0003,0.0014480040408670902,-34.06507034301758,2307.9745208740233
0.0004307724561335312,25.09216,-0.01797940052517737,-0.3690115786065513,2497,0.0,-128.50858846,-0.03707682206708178,28.63,-0.2590215512549958,0.0,-0.025159702654846114,-0.03218582853965907,0.0,-0.08936637943329179,-0.44592222611585036,22,0.0,-0.5,0.04946101511685705,0.01,0.65,0.0,-5.6425498366749244e-09,-0.01324867960162616,0.0,55296,-0.9527318568937407,-0.6026422762593511,-0.22083600090812525,0.0,3,-0.1398480714070382,-0.8292066640804976,0.00487931,33437,329.41094970703125,0.2,1.0001418590545654,0.01968994140625,-5.788333415985107,0.0003,-0.004155454220017419,-34.056380081176755,1589.2319305419921
0.0003287759318482131,25.13824,0.031991907658499366,-0.36280580737990187,2591,0.0,-127.92355608,-0.024898669089298855,28.03,-0.2567885216065592,0.0,-0.026309176284255966,-0.029098783124365386,0.0,-0.09466574857512843,-0.45300810526622004,28,0.0,-0.5,0.0536261673004379,0.01,0.65,0.0,-5.479142364201552e-09,-0.008903524666998742,0.0,73728,-1.0298221552865607,-0.627023298489859,-0.22901086226286768,0.0,4,-0.14866634356439842,-0.7979482515553042,0.0062364074,33441,157.3948974609375,0.2,1.0001003742218018,0.02557373046875,-3.8109822273254395,0.0003,-0.006631183670833707,-34.05561084747315,588.3622497558594
0.00030707455072034564,25.18432,0.006133478600388955,-0.32486152545502667,2654,0.0,-124.76353363,-0.022381863696509838,24.8,-0.25605977947648634,0.0,-0.021528652811401948,-0.02730105908103757,0.0,-0.08379405878535309,-0.46161170234764615,34,0.0,-0.5,0.04956891720025706,0.01,0.65,0.0,-5.468977580616347e-09,-0.007935643852559023,0.0,92160,-1.074108701536223,-0.6209339926730094,-0.21396658320380824,0.0,5,-0.1544298367144023,-0.7957263434380735,0.009935202,33445,51.36436462402344,0.2,1.0002301931381226,0.0584716796875,-3.861086368560791,0.0003,-0.012709674914367497,-34.05658187866211,244.94822273254394
0.00021809888292207487,25.2304,-0.03329182121638189,-0.3212777699600722,2695,0.0,-125.54424936,-0.02146843858849025,25.56,-0.25555656795272425,0.0,-0.019845756582006817,-0.025500076958419837,0.0,-0.08217500623378286,-0.46821023449341376,41,0.0,-0.5,0.04652853552117769,0.01,0.65,0.0,-5.524712675477704e-09,-0.007523317774434367,0.0,110592,-1.0946373185475133,-0.6241054529643023,-0.20375987505327023,0.0,6,-0.15700378542583232,-0.8114312213180819,0.011830265,33449,26.503738403320312,0.2,1.0004324913024902,0.0902587890625,-5.461159706115723,0.0003,-0.015510264888871462,-34.05870876312256,87.33057594299316
0.0003059894790769451,25.27648,0.0029052811813561246,-0.3363924649031118,2728,0.0,-127.12315327999998,-0.01922408840694632,27.28,-0.25543059572825305,0.0,-0.021867551067431948,-0.026398437594541368,0.0,-0.08410267435771883,-0.45862580870019926,47,0.0,-0.5,0.04941166322663912,0.01,0.65,0.0,-5.791769686163257e-09,-0.008116308255315138,0.0,129024,-1.0744393494092284,-0.6334054101950201,-0.214229450394681,0.0,7,-0.15668234355547273,-0.792055287071226,0.016400129,33453,15.3291597366333,0.2,1.0008591413497925,0.1533935546875,-4.999623775482178,0.0003,-0.019261750462464988,-34.062799263000485,53.28867082595825
0.00021484362271924814,25.32256,0.0058269691227400555,-0.32198972346710436,2752,0.0,-124.70980059000001,-0.012116321786049012,24.74,-0.2549228176263063,0.0,-0.019527120799767952,-0.02327082260658549,0.0,-0.08356762643389176,-0.45715232617144064,53,0.0,-0.5,0.048218763737409104,0.01,0.65,0.0,-5.312473456127732e-09,-0.004900708235153515,0.0,147456,-1.0728911110774806,-0.6445519879019045,-0.2127249767726915,0.0,8,-0.15855171340152344,-0.8003222625628574,0.028975258,33457,8.008532524108887,0.2,1.0015230178833008,0.22847900390625,-6.936578273773193,0.0003,-0.025950597715564072,-34.07002582550049,28.75792179107666
0.00018554677565892538,25.36864,0.01378486985436163,-0.32430812806607057,2773,0.0,-124.51279608,-0.017602500206525807,24.52,-0.2541252074546177,0.0,-0.019542445328818454,-0.02435090927663043,0.0,-0.08387644185536572,-0.4574735068527001,59,0.0,-0.5,0.048916501027432314,0.01,0.65,0.0,-5.0628853208962336e-09,-0.004832349298845252,0.0,165888,-1.083266849353116,-0.6528233023044825,-0.21738661747048937,0.0,9,-0.16111028920344508,-0.806677938568423,0.04181218,33461,5.392292499542236,0.2,1.0016961097717285,0.2942165798611111,-9.010671615600586,0.0003,-0.017282059519655175,-34.07359271579318,19.646779537200928
0.0001790363846036295,25.41472,-0.014939854562257802,-0.3128660869227049,2788,0.0,-122.69090927,-0.010447120438186758,22.74,-0.253689273575795,0.0,-0.01784748649476051,-0.022007634237082522,0.0,-0.08016858147189697,-0.4562068157332581,66,0.0,-0.5,0.04726640214240467,0.01,0.65,0.0,-5.018853485258035e-09,-0.004055982950376347,0.0,184320,-1.0774650488876458,-0.6571103612361167,-0.21455160569193574,0.0,10,-0.1608449539704013,-0.7781013410603239,0.055386454,33465,4.8226118087768555,0.2,1.0016419887542725,0.3149566650390625,-7.77548885345459,0.0003,-0.015517036867095158,-34.07351279258728,14.410605728626251
0.00026584190911509923,25.4608,0.013487198126624229,-0.3241865518056924,2804,0.0,-124.00756298,-0.010550106400973713,24.05,-0.2540302585960851,0.0,-0.019663306546317923,-0.02247867126862219,0.0,-0.08713620988749232,-0.4513220878574961,72,0.0,-0.5,0.04982878667619163,0.01,0.65,0.0,-5.112199034503507e-09,-0.004940313649260336,0.0,202752,-1.0805221272556382,-0.6593568983227694,-0.22133343420148935,0.0,11,-0.1618906507110346,-0.8145582851935373,0.04396179,33468,3.435880422592163,0.2,1.0016603469848633,0.32833158052884615,-10.314048767089844,0.0003,-0.00988365699035617,-34.07426012479342,11.143058116619404
0.00019422732616981698,25.50688,-0.0034163248736698774,-0.3260543679335808,2818,0.0,-124.03733573,-0.014281747846959502,24.1,-0.25290010075177827,0.0,-0.01780144364689759,-0.022795347860606812,0.0,-0.0852391145800117,-0.45105644215054813,78,0.0,-0.5,0.048617972995451925,0.01,0.65,0.0,-5.306064601196154e-09,-0.004252380301800763,0.0,221184,-1.0764017253686766,-0.6609084518174002,-0.22006832927771855,0.0,12,-0.15962252437696692,-0.7968362849317213,0.04452292,33471,4.777286052703857,0.2,1.0014522075653076,0.3600870768229167,-9.042027473449707,0.0003,-0.0037674443253005543,-34.07158533732096,14.130722840627035
0.0002278644889075723,25.55296,-0.02177660879778204,-0.3272409120967113,2829,0.0,-124.2162713,-0.007782365258257845,24.25,-0.25346711730040283,0.0,-0.018350878485212423,-0.021133718346929082,0.0,-0.08371363417653921,-0.45245295515339834,84,0.0,-0.5,0.04704015415138364,0.01,0.65,0.0,-6.0049744423816856e-09,-0.006211471764901135,0.0,239616,-1.0814532697332802,-0.6607082378763763,-0.22570896138491092,0.0,13,-0.16001624042935064,-0.7983088539664487,0.042394336,33473,3.6670002937316895,0.2,1.0009772777557373,0.29461669921875,-11.616107940673828,0.0003,-0.0016808155633043498,-34.06684446334839,9.01876437664032
0.0001453992380346689,25.59904,0.0010554190607292096,-0.3243587152594126,2840,0.0,-122.32273142,-0.009093679884204498,22.38,-0.25312253373813914,0.0,-0.016484306208616555,-0.021801623885637944,0.0,-0.08224403056843069,-0.4619032618199869,90,0.0,-0.5,0.04733192636935125,0.01,0.65,0.0,-5.667766020311523e-09,-0.002625863308720808,0.0,258048,-1.087320033475653,-0.6585255179331138,-0.21983136507460874,0.0,14,-0.1602274638061798,-0.8020484094645149,0.0643785,33475,3.7825520038604736,0.2,1.0006016492843628,0.3120524088541667,-10.09399127960205,0.0003,0.011910410365089774,-34.06190299987793,10.726496696472168
0.0001378037332971063,25.64512,-0.0018297610028307492,-0.3322172936170017,2850,0.0,-124.89769885,-0.006943288694563426,24.91,-0.25327184267505976,0.0,-0.017463286987017854,-0.021345768973610357,0.0,-0.08596979453752741,-0.45287160546459965,97,0.0,-0.5,0.049120086773003925,0.01,0.65,0.0,-5.46584541892265e-09,-0.00501952391965056,0.0,276480,-1.0774121942817372,-0.65985586377534,-0.221162049589872,0.0,15,-0.15910314862588065,-0.7725748209187128,0.047864962,33477,3.655151605606079,0.2,1.000648856163025,0.3002115885416667,-10.028444290161133,0.0003,0.010179673476765553,-34.062058766682945,8.647749741872152
0.00011610234246796204,25.6912,0.021301676352384388,-0.3442881917896497,2858,0.0,-123.14759260999999,-0.005989588827730843,23.18,-0.25321712748574604,0.0,-0.0191782800370867,-0.021311183559842392,0.0,-0.08743361462226337,-0.46024738196094145,103,0.0,-0.5,0.04930524496439145,0.01,0.65,0.0,-5.646089521470224e-09,-0.00328232931982105,0.0,294912,-1.0864219342393417,-0.6630684045454441,-0.22284808099990552,0.0,16,-0.15992647409623795,-0.7994125038424151,0.030074734,33478,16.7236328125,0.2,1.0003926753997803,0.29931640625,-2.7210466861724854,0.0003,0.009266085689887404,-34.059306144714355,23.54927349090576
0.00016710066443516148,25.73728,-0.004470523046608243,-0.3365639962370206,2865,0.0,-125.39750975000001,-0.007104860446911361,25.41,-0.25276092085723484,0.0,-0.017140616723748964,-0.02169335064972365,0.0,-0.08526024587607829,-0.4560762842952657,109,0.0,-0.5,0.04762924493054991,0.01,0.65,0.0,-5.80829506979853e-09,-0.004093960517719906,0.0,313344,-1.085159915871949,-0.6781076023199016,-0.2289360925443812,0.0,17,-0.16173116897398904,-0.7873915556661284,0.05275827,33481,2.8229362964630127,0.2,1.0015747547149658,0.33589311079545453,-16.63363265991211,0.0003,-0.006314022339541803,-34.071908777410336,8.308949427171187
0.00019748255080129538,25.783360000000002,-0.0007174356769157142,-0.33377473676937724,2872,0.0,-121.16689169000001,-0.008807476638335355,21.19,-0.25303881883635376,0.0,-0.017805304098552147,-0.022664859776242614,0.0,-0.08493834408731463,-0.45650041481430237,115,0.0,-0.5,0.04805673526084647,0.01,0.65,0.0,-6.279108502005759e-09,-0.004563252884610038,0.0,331776,-1.0964957817573742,-0.6725470535319705,-0.2270882926286219,0.0,18,-0.16299072691862695,-0.793108612592547,0.025661886,33482,11.02885913848877,0.2,1.0006823539733887,0.2701171875,-5.992795944213867,0.0003,0.009642533725127578,-34.06276626586914,26.33223114013672
0.00017252597414578,25.829439999999998,0.019328840928184557,-0.3209137969296215,2878,0.0,-122.83782159,-0.008088653743289296,22.85,-0.25190469443391555,0.0,-0.016397298668631034,-0.021301161341683264,0.0,-0.08485960995983226,-0.459353107288915,121,0.0,-0.5,0.04828884823869826,0.01,0.65,0.0,-6.045235370820843e-09,-0.002695307956956741,0.0,350208,-1.0999102859375989,-0.664917424977898,-0.22660971085048448,0.0,19,-0.1626631861188041,-0.8020425512682823,0.030095115,33484,4.322685718536377,0.2,1.0008960962295532,0.168853759765625,-5.67056131362915,0.0003,-0.002679515164345503,-34.0652494430542,17.30235767364502
0.00015190963879124157,25.87552,0.018645609710350113,-0.3385311787107296,2882,0.0,-123.08460996999999,-0.008670394490280888,23.12,-0.2524818303403154,0.0,-0.017734314907034355,-0.02265014147374476,0.0,-0.087326864923058,-0.45799402296856556,127,0.0,-0.5,0.048426747539581705,0.01,0.65,0.0,-6.096289217094508e-09,-0.0025135588738420564,0.0,368640,-1.0899379128147937,-0.667738787811047,-0.23371692453762616,0.0,20,-0.16157175675825977,-0.7882603713358761,0.050547842,33487,3.3601760864257812,0.2,1.001786708831787,0.26875443892045453,-9.835038185119629,0.0003,-0.008901567240668968,-34.07421042702415,8.798528237776322
8.897561605812775e-05,25.9216,0.02836052414998908,-0.33742407621410675,2886,0.0,-121.76139800000001,-0.005784980351533639,21.77,-0.2524411632459933,0.0,-0.016365704859396393,-0.021068621025707848,0.0,-0.08907517819447074,-0.4528136481523284,134,0.0,-0.5,0.049515592126369475,0.01,0.65,0.0,-5.9582548921018476e-09,-0.0018033821527044186,0.0,387072,-1.0853160776060513,-0.6680827086773568,-0.23900062727771598,0.0,21,-0.16288478803664075,-0.7929801151207344,0.023901114,33488,3.643080472946167,0.2,1.0007960796356201,0.2697265625,-6.556671619415283,0.0003,0.011200680583715438,-34.064310455322264,18.085006046295167
0.00013671865841994682,25.96768,0.01157297861219952,-0.3333301344094837,2890,0.0,-123.89624722,-0.005825839743100068,23.96,-0.2522613396980709,0.0,-0.01772477367471121,-0.021435425816639462,0.0,-0.08791949545531604,-0.45180237543446516,140,0.0,-0.5,0.04995025450855705,0.01,0.65,0.0,-5.867661909295218e-09,-0.003727749806583031,0.0,405504,-1.090546839717313,-0.6645894858912735,-0.2304083229447093,0.0,22,-0.1623509268378965,-0.783654917054427,0.048872765,33491,2.5335259437561035,0.2,1.0019632577896118,0.31036376953125,-11.537399291992188,0.0003,-0.010109115314359466,-34.07808876037598,7.358200351397197
0.00014973949873819947,26.01376,-0.004917477207733474,-0.33649541279828327,2894,0.0,-122.87922278,-0.006766424999653504,22.89,-0.2528517909211836,0.0,-0.017118913656874835,-0.020183524360568764,0.0,-0.09122927577291806,-0.4471357056974861,146,0.0,-0.5,0.04871609383210262,0.01,0.65,0.0,-5.753361049865996e-09,-0.004473192020668648,0.0,423936,-1.0744559907674656,-0.6609393715338158,-0.2428640150883018,0.0,23,-0.16082385121567738,-0.7952491487830655,0.06920674,33493,2.7988040447235107,0.2,1.000910758972168,0.3317464192708333,-14.932326316833496,0.0003,0.012654730506862203,-34.06521860758463,7.118092060089111
