reward_terms/foot_slip,reward_terms/hip_roll,reward_terms/foot_ahead,reward_terms/clearance,reward_terms/motor_vel,time/time_elapsed,rollout/ep_rew_mean,reward_terms/residual,reward_terms/ang_xy,reward_terms/stance,curriculum/ctrl_jitter_ms,reward_terms/energy,reward_terms/assist_pen,reward_terms/fwd_speed,reward_terms/air_time,time/total_timesteps,reward_terms/residual_rate,curriculum/sprint_dist_m,reward_terms/time,reward_terms/vz,curriculum/ent_coef,reward_terms/torque,reward_terms/stance_time,time/iterations,rollout/ep_len_mean,reward_terms/angmom,reward_terms/overrun,curriculum/stance_ratio,reward_terms/step_rate,reward_terms/action_rate,reward_terms/lat_vel,reward_terms/phase_contact,reward_terms/upright,curriculum/ctrl_drop_prob,curriculum/eff_scale,reward_terms/height,reward_terms/alive,time/fps,reward_terms/stop,reward_terms/coef_rate,train/explained_variance,train/value_loss,train/loss,train/learning_rate,train/std,train/clip_range,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_fraction
-0.4919824209525202,-0.11365714568232549,0.0,0.09842720881931942,-1.3938406500461368e-05,46,-129.71065137999997,-0.10212471777777178,-0.734592304480768,-0.1340093150544324,0.0,-6.966459569732006e-05,0.0,-0.6900862694038202,0.0008273644327548229,202752,0.0,25.1152,-0.5,-0.3402170993229073,0.01,-0.0006862152070408168,-0.0007052931355752258,11,119.54,-0.4086415310292577,0.0,0.6498233600000001,0.0,-0.06047850793017151,-7.570793582185923e-08,-0.264619305659024,-0.7392198718183838,0.0,0.000768,-0.06085163448652678,0.0,4390,0.0,-0.581907774616944,0.6687493324279785,452.2185348510742,142.24118041992188,0.00029990784,1.0003077983856201,0.2,-0.006968681467697024,16577,0.007442736,-34.057485580444336,0.0325927734375
-0.48759589318702734,-0.1125943530498219,0.0,0.09749277908972799,-1.5048780999777697e-05,50,-129.74138056,-0.10202095696806411,-0.7478425223222747,-0.1629450372584078,0.0,-7.713960305344034e-05,0.0,-0.5791265992532497,0.0007150598846945084,221184,0.0,25.12672,-0.5,-0.3153700130026531,0.01,-0.000791137661735596,-0.0001224765534667919,12,119.76,-0.39687035304161206,0.0,0.649805696,0.0,-0.06190940998937162,-7.761949608269469e-08,-0.2597459502473548,-0.6946280261378863,0.0,0.0008448,-0.05621051011810431,0.0,4392,0.0,-0.5781154636727198,0.6509369611740112,355.985831451416,125.95193481445312,0.000299898624,1.0003904104232788,0.2,-0.007519304531160742,16581,0.0065843165,-34.05845317840576,0.04698486328125
-0.49547373947903783,-0.11427351409758055,0.0,0.09858452032841328,-1.689471843924545e-05,54,-127.9634814,-0.10143261082237207,-0.7430167738424133,-0.15674567954387975,0.0,-8.353845877786785e-05,0.0,-0.6642714915486656,0.0007649729862653961,239616,0.0,25.13824,-0.5,-0.32710461384670564,0.01,-0.0008246176630395765,-6.30692132593443e-05,13,112.63,-0.39995503991952625,0.0,0.649788032,0.0,-0.061976295770081444,-7.223685396941638e-08,-0.26354850374539945,-0.7062515324529867,0.0,0.0009216,-0.05682741125962005,0.0,4396,0.0,-0.5799266189787233,0.5259971022605896,315.35515823364256,114.10649108886719,0.00029988940799999996,1.0005183219909668,0.2,-0.00913444448960945,16585,0.009317458,-34.05951747894287,0.05821533203125
-0.4965936637092635,-0.11094940736891166,0.0,0.10071202721912667,-1.940358216286095e-05,58,-127.88912247999998,-0.1008849058293117,-0.7778647883880528,-0.16908465764583028,0.0,-9.90814640082011e-05,0.0,-0.43305343163597465,0.0008387576025496754,258048,0.0,25.14976,-0.5,-0.3146295286352865,0.01,-0.0009596653728719701,-0.00026448445472245413,14,112.72,-0.3959267408258589,0.0,0.649770368,0.0,-0.06373743237238755,-7.968712356029018e-08,-0.2622853012128871,-0.592287454313772,0.0,0.0009984,-0.05209157730717344,0.0,4399,0.0,-0.5962710413179719,0.42667829990386963,195.8264518737793,56.12253952026367,0.000299880192,1.0007789134979248,0.2,-0.011966292734723539,16589,0.009612568,-34.06244068145752,0.08330078125
-0.5171357144357348,-0.1126700393618399,0.0,0.1031669568487408,-2.2017632720927575e-05,62,-125.94176025000003,-0.10050157839726764,-0.802100295403802,-0.13474455788403658,0.0,-0.00010966948895855704,0.0,-0.5479656436407581,0.0006727423201987727,276480,0.0,25.16128,-0.5,-0.33963071439797177,0.01,-0.0010386710318873835,-4.068747835440768e-07,15,104.61,-0.4070888052627516,0.0,0.6497527040000001,0.0,-0.06471781140475535,-8.990368284432778e-08,-0.26992857292743805,-0.5686085483411882,0.0,0.0010752,-0.050124629350666056,0.0,4401,0.0,-0.5946689053057725,0.33965587615966797,207.45486145019532,59.89329147338867,0.000299870976,1.0009775161743164,0.2,-0.010738644935190677,16593,0.010608883,-34.06496047973633,0.10506591796875
-0.495885634600837,-0.1116045140855575,0.0,0.1039942494452174,-2.2822396484396204e-05,66,-125.87420772000003,-0.10039848068779834,-0.7908592495414206,-0.1410612739697181,0.0,-0.00011483118249957006,0.0,-0.47131710369435187,0.0004530158249609586,294912,0.0,25.1728,-0.5,-0.34984621449722203,0.01,-0.001110596911050852,0.0,16,104.76,-0.4146858299667628,0.0,0.64973504,0.0,-0.0629069141736026,-8.823523863258031e-08,-0.2565714044625593,-0.5917460968559954,0.0,0.001152,-0.05655619908969481,0.0,4404,0.0,-0.5812578483414343,0.29582679271698,100.77643661499023,34.54694366455078,0.00029986176,1.0011188983917236,0.2,-0.016097119939513505,16597,0.012640151,-34.066029167175294,0.13795166015625
-0.49964756673717264,-0.10910737233269548,0.0,0.10005709411190183,-2.336538165293031e-05,71,-127.26513455999999,-0.10075680889460044,-0.7700126465947137,-0.14628693612950652,0.0,-0.00012056101399698062,0.0,-0.4200298599360758,0.0006939009569274882,313344,0.0,25.18432,-0.5,-0.32130338605675807,0.01,-0.0012696889148291982,-0.0003511540708132088,17,110.47,-0.39374480794847694,0.0,0.649717376,0.0,-0.06311340790569371,-8.649982159057572e-08,-0.27956269550603835,-0.6056393802296606,0.0,0.0012288,-0.053470758102105505,0.0,4405,0.0,-0.577120060185141,0.2509344816207886,106.35880851745605,32.509552001953125,0.000299852544,1.0017682313919067,0.2,-0.014088318787980825,16601,0.015144038,-34.07263679504395,0.154443359375
-0.4979597753413778,-0.10647979648431963,0.0,0.10444867573673597,-2.599481237571656e-05,75,-124.86493289999999,-0.10069542755277905,-0.7691590884724537,-0.1239183294144318,0.0,-0.00013356954681080082,0.0,-0.3764670389202954,0.0007942700499875678,331776,0.0,25.19584,-0.5,-0.3609296887525674,0.01,-0.0014107372932039073,0.0,18,100.58,-0.4086506879823078,0.0,0.649699712,0.0,-0.06280277048338576,-8.727969219201184e-08,-0.27022509342511175,-0.5745078497395293,0.0,0.0013056,-0.05526027081008944,0.0,4406,0.0,-0.5813616817967404,0.32223302125930786,57.2886459350586,19.712387084960938,0.000299843328,1.0026910305023193,0.2,-0.016678545391187072,16605,0.02237478,-34.083022880554196,0.19530029296875
-0.5022981593152275,-0.1070660568484265,0.0,0.10615318462120749,-2.8558070426675545e-05,79,-125.65383639999999,-0.10058762142750961,-0.828886230602517,-0.08535060167136202,0.0,-0.00014806874081504774,0.0,-0.3055992630175189,0.0003266054425492055,350208,0.0,25.20736,-0.5,-0.36440351762200557,0.01,-0.0014772787014229816,0.0,19,103.64,-0.4312441751071618,0.0,0.6496820480000001,0.0,-0.06318182823817485,-9.588321179323813e-08,-0.2709191020945611,-0.5324140697264967,0.0,0.0013824,-0.05949098044708698,0.0,4406,0.0,-0.5879053668728975,0.10739338397979736,36.967573738098146,11.594037055969238,0.000299834112,1.0033791065216064,0.2,-0.01786282272078097,16609,0.027155137,-34.09196434020996,0.26771240234375
-0.5001933825930497,-0.10031580390899664,0.0,0.10729098433457945,-2.9234155456619953e-05,83,-126.64491547000002,-0.10088725839996462,-0.7847900475244871,-0.07596996426328584,0.0,-0.0001489946259970559,0.0,-0.4431217782119785,0.0005192050335204436,368640,0.0,25.21888,-0.5,-0.35099345404873056,0.01,-0.0015010522441454319,-0.0001595044353355964,20,107.45,-0.41439795151216496,0.0,0.649664384,0.0,-0.06215573009083968,-9.387692138999602e-08,-0.2767185326016336,-0.6011096052675795,0.0,0.0014592,-0.054784319860686055,0.0,4411,0.0,-0.589738282497993,0.08261054754257202,111.09288279215495,45.089599609375,0.00029982489599999996,1.0007283687591553,0.2,0.006035384799664219,16611,0.049500555,-34.063646952311196,0.2757568359375
-0.5047122623521929,-0.09979717851607778,0.0,0.10749868533529763,-3.0515344157135944e-05,87,-128.94744835999998,-0.10050675403082535,-0.8018393165477715,-0.08618216660284025,0.0,-0.00016044776084730191,0.0,-0.382080681977494,0.0006656892688220574,387072,0.0,25.2304,-0.5,-0.3567538271689829,0.01,-0.0016860096166227308,-8.951672094149722e-06,21,117.24,-0.43417805231727535,0.0,0.64964672,0.0,-0.06428350728317339,-8.893601729816885e-08,-0.2888008854649241,-0.6074530340862527,0.0,0.001536,-0.06105372494176654,0.0,4412,0.0,-0.6007637555113731,0.5937123894691467,128.47771892547607,26.96217155456543,0.00029981568,1.0018410682678223,0.2,-0.009585240366868674,16615,0.014148342,-34.07627410888672,0.17618408203125
-0.5089869436100185,-0.10598920922789189,0.0,0.10679292353740574,-3.1992813551801814e-05,91,-127.15267662000002,-0.1004598095933239,-0.7808063995329646,-0.10164808740146843,0.0,-0.00016997209516015686,0.0,-0.31894422279698714,0.0007063794441314207,405504,0.0,25.24192,-0.5,-0.3563118300842007,0.01,-0.001786943283562595,-0.00019449733533999987,22,109.96,-0.41163708352442174,0.0,0.649629056,0.0,-0.06448664843396029,-9.252758697535708e-08,-0.2804669068032107,-0.5512412203162758,0.0,0.0016128,-0.06146639313672761,0.0,4413,0.0,-0.5850679716551414,0.14176779985427856,58.488586044311525,17.22984504699707,0.000299806464,1.0024304389953613,0.2,-0.01602670191787183,16619,0.018857112,-34.07802944183349,0.16234130859375
-0.49147309689665114,-0.10342129522660501,0.0,0.10704078488809421,-3.317545913397295e-05,96,-125.20419425000001,-0.10044399936366456,-0.7998271901880529,-0.09140754915665407,0.0,-0.00017413715168255155,0.0,-0.3995884144763904,0.0006022128412344804,423936,0.0,25.25344,-0.5,-0.3497587993012873,0.01,-0.0018196152640712778,-0.0001595044353355964,23,102.1,-0.43710801139480915,0.0,0.6496113920000001,0.0,-0.06388696965210598,-8.313524874827106e-08,-0.2736691845864597,-0.5816310379951599,0.0,0.0016896,-0.06044591972203317,0.0,4414,0.0,-0.5872323408395432,0.43430793285369873,83.0293357849121,19.957170486450195,0.000299797248,1.002955675125122,0.2,-0.009349048079457134,16623,0.019795258,-34.08796653747559,0.2520263671875
-0.5020054265078172,-0.10514290216503425,0.0,0.10619901520653713,-3.585031397978862e-05,100,-125.33505061,-0.10064722159101258,-0.8029357759135096,-0.09721201298843117,0.0,-0.00018665604892083602,0.0,-0.31689152808896265,0.0008799902635574755,442368,0.0,25.26496,-0.5,-0.3548286398788856,0.01,-0.0019115429820998466,-0.00029093313464222267,24,102.61,-0.4013672615931394,0.0,0.649593728,0.0,-0.06343067650897066,-8.899739810683537e-08,-0.2818768369145352,-0.5579059736653715,0.0,0.0017664,-0.05583696860050185,0.0,4415,0.0,-0.5865528717777333,0.1784834861755371,42.48500843048096,11.884539604187012,0.000299788032,1.003105878829956,0.2,-0.0182343088905327,16627,0.02431967,-34.08773651123047,0.21834716796875
