reward_terms/stance,curriculum/eff_scale,curriculum/ctrl_drop_prob,reward_terms/ang_xy,reward_terms/overrun,reward_terms/residual,reward_terms/residual_rate,reward_terms/angmom,reward_terms/upright,reward_terms/coef_rate,reward_terms/clearance,time/total_timesteps,reward_terms/assist_pen,reward_terms/time,reward_terms/foot_slip,reward_terms/lat_vel,reward_terms/action_rate,reward_terms/energy,time/fps,reward_terms/stance_time,time/time_elapsed,reward_terms/motor_vel,curriculum/sprint_dist_m,reward_terms/air_time,reward_terms/fwd_speed,reward_terms/height,reward_terms/torque,rollout/ep_len_mean,reward_terms/step_rate,reward_terms/phase_contact,reward_terms/foot_ahead,curriculum/ent_coef,time/iterations,reward_terms/hip_roll,curriculum/stance_ratio,reward_terms/stop,reward_terms/alive,rollout/ep_rew_mean,reward_terms/vz,curriculum/ctrl_jitter_ms,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,train/std,train/policy_gradient_loss,train/clip_range
-0.0005788391141489833,0.000768,0.0,-0.42444514972081443,0.0,-0.10279783162825941,0.0,-0.14408172110956485,-0.4138867890964783,-1.256290023697379,0.07423130416600367,202752,0.0,-0.5,-0.6621810550988829,-1.1624530632727969e-07,-0.10879547343989897,-6.0339423572717854e-05,4416,0.0,45,-1.1668112473190608e-05,25.1152,0.000257161019059519,0.09812312547596823,-0.013413455966383285,-0.0004125077422350996,135.3,0.0,-0.4048760183711359,0.0,0.01,11,-0.03531619432748892,0.6498233600000001,0.0,0.0,-132.01545514,-0.1409761432591761,0.0,0.000299852544,155423,0.021815265,0.24983723958333334,-34.06100082397461,39.604881286621094,0.37679123878479004,88.16733805338542,1.0005377531051636,0.010428253406037888,0.2
-0.001450663228627173,0.0008448,0.0,-0.39828918821299786,0.0,-0.10241538124620325,0.0,-0.12168961681423579,-0.3718760819879451,-1.2572402505769769,0.0677820986005402,221184,0.0,-0.5,-0.662614103382801,-1.3135547413237545e-07,-0.11025235262326545,-6.646406610233408e-05,4421,0.0,50,-1.2646225326566834e-05,25.12672,0.0002501080937994023,0.07535408438211849,-0.012700083008540898,-0.0004604392559348843,134.33,0.0,-0.4129923602802196,0.0,0.01,12,-0.03983302448481495,0.649805696,0.0,0.0,-131.60452303,-0.12520326945582416,0.0,0.0002998377984,155424,0.023187311,0.26767578125,-34.06565704345703,71.216796875,0.3725464344024658,162.60931091308595,1.0009043216705322,0.010927582625299692,0.2
-0.00034187765435964745,0.0009216,0.0,-0.3955333486832969,0.0,-0.1025875811797245,0.0,-0.1333079434114046,-0.39835760068949033,-1.2675545158389956,0.06999720481553565,239616,0.0,-0.5,-0.6464401544191924,-1.2640507456443489e-07,-0.11129193325662559,-7.105004448989455e-05,4423,0.0,54,-1.3623078619512701e-05,25.13824,0.00029025554734592635,-0.028962579861882283,-0.01951767596410204,-0.0004989070676582697,133.04,0.0,-0.41408091664396135,0.0,0.01,13,-0.035205307158493244,0.649788032,0.0,0.0,-132.5927674,-0.15870598337269803,0.0,0.0002998230528,155427,0.04412655,0.28183218149038464,-34.08140534621019,55.48377990722656,0.6468493938446045,137.78527186467096,1.0022145509719849,-0.018904236933359735,0.2
-0.00023887094347957444,0.0009984,0.0,-0.39708532267147656,0.0,-0.10268941786549715,0.0,-0.11423887990410517,-0.32880997888517993,-1.2687680656437557,0.0641079353984366,258048,0.0,-0.5,-0.6900035427316649,-1.442874525910333e-07,-0.11374352914698976,-8.057062026473131e-05,4423,0.0,58,-1.542180568032402e-05,25.14976,0.00037814606265682314,-0.061829684040383505,-0.0138258230916546,-0.0005576741229948518,146.11,0.0,-0.4195090372760252,0.0,0.01,14,-0.03889134507605268,0.649770368,0.0,0.0,-134.78423511,-0.13277753766613787,0.0,0.00029980830719999996,155430,0.060619846,0.2838467684659091,-34.084355094216086,31.32689666748047,0.0319828987121582,77.70028201016513,1.0026830434799194,-0.020366306332024662,0.2
-0.002113498660632455,0.0010752,0.0,-0.4314675267155434,0.0,-0.1024178728391036,0.0,-0.12277640301790146,-0.32949362956580996,-1.2539125573540009,0.0693010191138403,276480,0.0,-0.5,-0.6681133267665813,-1.444121143356871e-07,-0.1110365380479975,-8.735752920909504e-05,4425,0.0,62,-1.675570872892122e-05,25.16128,0.00035264707144556776,0.028739065388139726,-0.014408814631066033,-0.0006097190813990063,135.48,0.0,-0.41165788982851337,0.0,0.01,15,-0.04344525703947428,0.6497527040000001,0.0,0.0,-131.42422718,-0.13794504928735044,0.0,0.0002997935616,155432,0.044936936,0.31756591796875,-34.07795000076294,37.37107467651367,0.7594171762466431,89.99996662139893,1.0019065141677856,-0.0025066092784982175,0.2
-0.0033309962282762388,0.001152,0.0,-0.42162749203432537,0.0,-0.10332519528065372,0.0,-0.10920111855311118,-0.3256119626905962,-1.260258300358738,0.06887686930997798,294912,0.0,-0.5,-0.6885529517473015,-1.6111985751875025e-07,-0.11283078645013155,-9.533045492272094e-05,4426,0.0,66,-1.825209452217308e-05,25.1728,0.0002517356317386859,-0.005259394709008504,-0.014999192268238407,-0.0006771281062687611,162.61,0.0,-0.41744270277738244,0.0,0.01,16,-0.05253198345886026,0.64973504,0.0,0.0,-138.71059244,-0.13824663809775942,0.0,0.000299778816,155434,0.03846755,0.3154541015625,-34.08492164611816,36.06309509277344,0.3914420008659363,89.62768936157227,1.0025314092636108,-0.011419129883870482,0.2
-0.0009889113878038904,0.0012288,0.0,-0.42313724173545897,0.0,-0.10263614281319404,0.0,-0.11577210543573371,-0.2875321291640879,-1.269835431384369,0.06408258178087925,313344,0.0,-0.5,-0.6431580490005672,-1.4431325348237703e-07,-0.11280742386843401,-9.972067562011035e-05,4428,0.0,70,-1.887723632418757e-05,25.18432,0.00035156197716585465,-0.10401347439084284,-0.010870940496395805,-0.0007058802089676494,135.7,0.0,-0.4101673225654089,0.0,0.01,17,-0.04354695056221864,0.649717376,0.0,0.0,-132.54309374000002,-0.1258923857986381,0.0,0.00029976407039999996,155436,0.045824133,0.30147879464285715,-34.074402400425505,39.348060607910156,0.6472411155700684,87.71057564871651,1.0016785860061646,-0.002572712754564626,0.2
-7.954513104926748e-05,0.0013056,0.0,-0.4071918135215096,0.0,-0.10356593667696884,0.0,-0.099097829886536,-0.2367222526492385,-1.2457941428425112,0.06955493647217253,331776,0.0,-0.5,-0.7095190420362273,-1.7755774399951373e-07,-0.11419981193183358,-0.00011382153568782067,4429,0.0,74,-2.2232198026646056e-05,25.19584,0.0005957024016728004,0.15232889542608144,-0.012581990525765356,-0.0007863324059302214,171.49,0.0,-0.40385643593632303,0.0,0.01,18,-0.06304037804079711,0.649699712,0.0,0.0,-139.89967798,-0.1292852679250422,0.0,0.00029974932479999997,155438,0.041724816,0.3080512152777778,-34.08055072360568,40.057289123535156,0.7837040424346924,88.74896579318576,1.0021686553955078,-0.008092078794207837,0.2
-0.00011208062431106058,0.0013824,0.0,-0.41045107868019737,0.0,-0.10361192832137983,0.0,-0.10265528223627093,-0.2808964488018024,-1.2561164903806583,0.06532121157363177,350208,0.0,-0.5,-0.7112508153130659,-1.7249452643488105e-07,-0.11402999162400453,-0.0001159402907709223,4428,0.0,79,-2.257548082573353e-05,25.20736,0.0003054465018471496,-0.05379634096143669,-0.01899248092375037,-0.0008054752945777109,183.04,0.0,-0.4079478431121437,0.0,0.01,19,-0.05546119933902111,0.6496820480000001,0.0,0.0,-140.03896395,-0.14517937228271663,0.0,0.0002997345792,155441,0.04523436,0.2873313210227273,-34.08657940951261,40.80807113647461,0.8827305436134338,106.81118843772195,1.0026265382766724,-0.01357344144277952,0.2
-0.0014255335624337945,0.0014592,0.0,-0.4225204853228992,0.0,-0.10324283767649452,0.0,-0.10931453750830569,-0.2891622645658869,-1.2610493339093576,0.07271280488504651,368640,0.0,-0.5,-0.6929766689931177,-1.7982143976061207e-07,-0.11407679049064533,-0.00012465922220699193,4430,0.0,83,-2.4056253289716893e-05,25.21888,0.00044650534982793033,-0.017342639608166614,-0.020397131294919275,-0.0008902696463111451,181.32,0.0,-0.385035261563366,0.0,0.01,20,-0.059933369849382245,0.649664384,0.0,0.0,-143.17835286,-0.16584336132609845,0.0,0.0002997198336,155443,0.045114685,0.281158447265625,-34.077160358428955,32.313785552978516,0.7731310129165649,65.93371868133545,1.001944899559021,-0.009891084861010313,0.2
-0.0009524756308412019,0.001536,0.0,-0.42087053035709,0.0,-0.10316786692847633,0.0,-0.09816844759592036,-0.24451793228402222,-1.2674791786136512,0.06130340244395444,387072,0.0,-0.5,-0.6988673545371993,-1.6430096825322865e-07,-0.11920640767760322,-0.0001304717998850913,4433,0.0,87,-2.5112681069245197e-05,25.2304,0.0003607851394917816,-0.17678167072945394,-0.011626348715548894,-0.0009213160830327897,171.99,0.0,-0.3994971343383174,0.0,0.01,21,-0.048602177263973916,0.64964672,0.0,0.0,-142.12406113999998,-0.13661440644451153,0.0,0.00029970508799999996,155445,0.059216157,0.3061116536458333,-34.07151667277018,34.95208740234375,0.722099781036377,74.4327761332194,1.0015062093734741,0.008816122155015668,0.2
-0.0011579104882331918,0.0016128,0.0,-0.4381677901589819,0.0,-0.10376108873613822,0.0,-0.10311015638245875,-0.2515223350561137,-1.2639758460334252,0.0723447215263878,405504,0.0,-0.5,-0.7024275653090396,-1.9443432101174483e-07,-0.1132809868487166,-0.000139496191887613,4435,0.0,91,-2.6733473709758465e-05,25.24192,0.0005560972365654177,0.05989675597204184,-0.015894825201806094,-0.0009933810464832606,176.09,0.0,-0.3998986164559242,0.0,0.01,22,-0.06863864900146016,0.649629056,0.0,0.0,-141.78000206,-0.1402021106058366,0.0,0.0002996903424,155447,0.055432357,0.294189453125,-34.07456970214844,28.26323127746582,0.1760174036026001,63.14131991068522,1.0018237829208374,0.005086588207632303,0.2
-0.0018070640621399786,0.0016896,0.0,-0.42961188908700454,0.0,-0.10354746629621023,0.0,-0.10358513002148807,-0.2636253792692686,-1.2493913679253523,0.06550124050420535,423936,0.0,-0.5,-0.6982594505238685,-1.6527396615584433e-07,-0.11561899164115462,-0.0001445929204213715,4437,-1.4241341786045166e-05,95,-2.755710368601805e-05,25.25344,0.0004128682032589697,-0.224320970658021,-0.016628048753974212,-0.0010528535559822397,203.73,0.0,-0.40362984975332705,0.0,0.01,23,-0.05537929597935855,0.6496113920000001,0.0,0.0,-148.61853578000003,-0.14471657040887964,0.0,0.0002996755968,155449,0.04997193,0.287109375,-34.07645924886068,31.4099178314209,0.7540602087974548,72.80489603678386,1.0018401145935059,0.006947142382462819,0.2
-0.0057968156880285355,0.0017664,0.0,-0.4094180731366278,0.0,-0.10307482872850446,0.0,-0.09944620279538227,-0.2348914791609435,-1.2698001060376458,0.06345928576802301,442368,0.0,-0.5,-0.6901223812299092,-1.6159935055034424e-07,-0.11718121572836276,-0.00014959152977973226,4438,0.0,99,-2.8221466403664367e-05,25.26496,0.00043673979558257595,-0.27150502145576083,-0.014309800813773806,-0.0010824772756734824,171.69,0.0,-0.4091526968975445,0.0,0.01,24,-0.047666208183483355,0.649593728,0.0,0.0,-142.0202037,-0.13552568525046665,0.0,0.00029966085119999996,155451,0.0543764,0.2861328125,-34.07481066385905,27.391115188598633,0.09430098533630371,59.99193127950033,1.001733660697937,0.0059980723696450395,0.2
