reward_terms/time,curriculum/eff_scale,reward_terms/foot_slip,reward_terms/stance_time,time/iterations,reward_terms/action_rate,reward_terms/upright,reward_terms/phase_contact,rollout/ep_len_mean,reward_terms/lat_vel,reward_terms/angmom,reward_terms/air_time,reward_terms/stop,reward_terms/residual,reward_terms/hip_roll,reward_terms/clearance,rollout/ep_rew_mean,curriculum/sprint_dist_m,reward_terms/height,time/fps,reward_terms/alive,reward_terms/stance,reward_terms/energy,curriculum/stance_ratio,curriculum/pitch_assist,reward_terms/overrun,reward_terms/vz,curriculum/ent_coef,reward_terms/coef_rate,time/time_elapsed,time/total_timesteps,reward_terms/torque,reward_terms/fwd_speed,reward_terms/ang_xy,reward_terms/motor_vel,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/std,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/loss
-0.5,0.003072,-0.8213772355402869,-0.0031347607388549172,11,-0.17741591606755816,-0.06564390208653086,-0.47063977659326134,29.99,-6.412174330100734e-09,-0.1869264719186527,0.00011718738824129105,0.0,-0.2559481046504457,-0.022671327849198713,0.04394565085696753,-128.92244856000002,25.4608,-0.020350960838235958,2852,0.0,-0.004592335339833541,-0.00018149805663789106,0.6496928000000001,0.996928,0.0,-0.08614738185699994,0.01,-0.9993400424318296,71,202752,-0.0015320559653011281,0.476404057661916,-0.4465470686498773,-3.7204508020156146e-05,33465,-34.06756477355957,-0.0015819302760064601,-6.268649578094482,1.0010955333709717,11.705376625061035,0.2,0.040168073,0.3211181640625,0.0003,4.329326629638672
-0.5,0.0033792,-0.8452425839172258,-0.001332462634309195,12,-0.18163115570670518,-0.06660583480364166,-0.46790620171430025,28.69,-6.440125675488966e-09,-0.1910129300063833,6.510407547466457e-05,0.0,-0.25583289764402406,-0.022901510441963945,0.04365298003458223,-127.70036777,25.50688,-0.01867532462871059,2863,0.0,-0.0041039143115914655,-0.0002004478442274678,0.64966208,0.9966208,0.0,-0.0827779977960751,0.01,-1.0138383650033687,77,221184,-0.0016988950400212476,0.5019700367943692,-0.45957087135285263,-4.09909639247846e-05,33469,-34.07537293434143,-0.01466668216016842,-4.01769495010376,1.0017988681793213,12.72973108291626,0.2,0.04851886,0.3062744140625,0.0003,4.3071608543396
-0.5,0.0036864,-0.8542307189255914,-0.0021451786289819414,13,-0.1809202180121238,-0.07099545438097368,-0.46461950002409236,31.34,-6.2984068612413e-09,-0.19228134369591837,0.00014756937485395206,0.0,-0.25603696547932864,-0.024109560874359417,0.043017207153188686,-130.56977591999998,25.55296,-0.01960329482150632,2875,0.0,-0.004951855245851025,-0.00021909347303928156,0.64963136,0.9963136,0.0,-0.08014206334475411,0.01,-0.9937783730439814,83,239616,-0.0018863746062997328,0.4845426792644857,-0.461432768551468,-4.4036123569092035e-05,33471,-34.0680046081543,-0.0009351649787276983,-6.940219402313232,1.0011425018310547,8.394667029380798,0.2,0.045661587,0.310546875,0.0003,3.438887596130371
-0.5,0.0039936,-0.8311340320943659,-0.0026193532976321876,14,-0.17925789179871224,-0.07168713779966134,-0.4657853845163477,30.36,-7.121647439824077e-09,-0.18834160973712394,7.161446652996044e-05,0.0,-0.25589522055593017,-0.02352495237577532,0.04378551958850996,-129.42768146,25.59904,-0.01852543712862357,2886,0.0,-0.004193770686623167,-0.00023523691748688957,0.6496006400000001,0.9960064,0.0,-0.07942991277473252,0.01,-0.9909395485206726,89,258048,-0.0020168864458514615,0.5157510930076987,-0.4610028955972391,-4.815126432002195e-05,33472,-34.057806650797524,0.015483728299538294,-7.273375511169434,1.0003151893615723,10.623512585957846,0.2,0.02559477,0.2625325520833333,0.0003,4.864590167999268
-0.5,0.0043008,-0.8643963349156094,-0.0013015382331407939,15,-0.18464248891183418,-0.07159746811644872,-0.45953567833552866,31.55,-8.062200955969585e-09,-0.1949798673621195,9.657108522434201e-05,0.0,-0.255696670116385,-0.023590656764931366,0.04261574938565507,-130.68635525,25.64512,-0.016986081597438696,2895,0.0,-0.004562132131745566,-0.00025963508046494664,0.64956992,0.9956992,0.0,-0.07455812658609934,0.01,-0.9992822750667774,95,276480,-0.002232234736878889,0.5443588641744403,-0.4735581180372528,-5.255334272834483e-05,33475,-34.075194138746994,-0.0036556025465520527,-5.262526035308838,1.0017378330230713,11.832200783949633,0.2,0.04310931,0.34765625,0.0003,4.205171585083008
-0.5,0.004608,-0.8402594240561112,-0.0014111301247289197,16,-0.18038950699597794,-0.07464924466686672,-0.46524483343472167,31.18,-7.057872438151192e-09,-0.18808739616375583,6.076377596602672e-05,0.0,-0.25560523165170473,-0.02318242514263301,0.04216144737199721,-130.0801222,25.6912,-0.017538511620901538,2901,0.0,-0.00473615785297584,-0.0002690963566028651,0.6495392,0.995392,0.0,-0.07566132484093134,0.01,-0.9928274882691172,101,294912,-0.002324561718928927,0.5281988313248209,-0.46210935850551,-5.579419641467352e-05,33479,-34.07905888557434,-0.01726925719412975,-4.370916366577148,1.002143383026123,9.747104525566101,0.2,0.046285596,0.3164825439453125,0.0003,3.241307258605957
-0.5,0.0049152,-0.8170381326698899,-0.0010161654111774017,17,-0.1779798641250318,-0.07802971148376929,-0.4662933444770661,29.67,-7.0551472194437306e-09,-0.1870154287777127,6.076377596602672e-05,0.0,-0.2555883406788906,-0.022699748482946504,0.04197794955496041,-128.69788557999996,25.73728,-0.01678552475506661,2909,0.0,-0.0035109576105514634,-0.0002845595122678021,0.64950848,0.9950848,0.0,-0.07389075561252373,0.01,-0.9850196906891602,107,313344,-0.002459652677772468,0.5203808152695302,-0.4612844659042573,-5.914793115615844e-05,33481,-34.063652674357094,0.007165537021743755,-6.574789047241211,1.0007965564727783,7.0654434363047285,0.2,0.048526138,0.2693277994791667,0.0003,2.896834373474121
-0.5,0.0052224,-0.8331516920056479,-0.0009342426977430781,18,-0.18094219937618441,-0.07602243008195028,-0.46137977810235054,29.8,-8.600091566859054e-09,-0.19296987789900888,6.293394512289928e-05,0.0,-0.2558525014589628,-0.0230109535441201,0.04255846963293688,-128.61124661,25.783360000000002,-0.01519387127737834,2916,0.0,-0.004339130528749763,-0.0003091212760084783,0.64947776,0.9947776,0.0,-0.07248727077493584,0.01,-0.9784567489616313,113,331776,-0.0026894841179613636,0.5530379010612878,-0.4777908598432373,-6.344639831711916e-05,33483,-34.06678227015904,0.006743201719863074,-8.560417175292969,1.0010238885879517,6.932757377624512,0.2,0.046867386,0.32216099330357145,0.0003,2.8157315254211426
-0.5,0.0055296,-0.8442399057234438,-0.0011414907203288749,19,-0.18027374053773676,-0.08024365307289594,-0.4750582914290026,29.2,-7.2154058322314176e-09,-0.19204200284829742,5.099819908435974e-05,0.0,-0.2558012787081896,-0.022674650198899755,0.041675054646557755,-128.3166498,25.829439999999998,-0.016579846071110783,2923,0.0,-0.0032963079873774307,-0.00032279278577760056,0.64944704,0.9944704,0.0,-0.07318574234385655,0.01,-0.9934992473635251,119,350208,-0.002809108925501239,0.5461890336884943,-0.47702401644459846,-6.649629021346876e-05,33484,-34.062923431396484,0.016293153166770935,-7.224574089050293,1.0007165670394897,7.026328659057617,0.2,0.02308264,0.284765625,0.0003,2.654982566833496
-0.5,0.0058368,-0.8253323067538056,-0.0012076800339855254,20,-0.17868776936486813,-0.07864553283260338,-0.47185058113505207,28.98,-9.084472974155927e-09,-0.1903477200749983,3.4722163238459165e-05,0.0,-0.255729946190945,-0.023185396802681085,0.04096664292842,-128.03394675,25.87552,-0.01503927545732702,2929,0.0,-0.003331592815144134,-0.00034354545812763886,0.64941632,0.9941632,0.0,-0.07096324324141358,0.01,-0.9808087779074111,125,368640,-0.0030311711519952597,0.5545109630039937,-0.47304849383471276,-7.02419687316123e-05,33486,-34.064765294392906,0.0109099968491743,-6.996371269226074,1.0009100437164307,7.247720241546631,0.2,0.0492979,0.3074137369791667,0.0003,2.7827539443969727
-0.5,0.006144,-0.8190633789561336,-0.0014838298035707946,21,-0.1770054327796478,-0.0849205166529798,-0.4717560033957151,30.55,-8.254236649289956e-09,-0.1907623969879887,9.331587676165832e-05,0.0,-0.25537041142831524,-0.02500702199576485,0.042592623753570445,-129.54563192,25.9216,-0.015760592596677517,2933,0.0,-0.0052812333356703645,-0.0003575577166091217,0.6493856,0.993856,0.0,-0.07047031744155295,0.01,-0.9804021729987996,131,387072,-0.00321004995586043,0.5899272872909865,-0.46745246899889753,-7.304022551534906e-05,33488,-34.065752846854075,0.010445161523031337,-7.404331207275391,1.00099515914917,6.767525468553815,0.2,0.05238682,0.34681919642857145,0.0003,2.6371712684631348
-0.5,0.0064512,-0.8251226386152131,-0.0008734791449064182,22,-0.1792773254164213,-0.0961719767709987,-0.4780183591033828,29.08,-9.283352416019821e-09,-0.19028972977641045,0.00010525163573523362,0.0,-0.2555857326956487,-0.027304095864263384,0.041347045440387656,-127.91391774000002,25.96768,-0.018346133606056185,2939,0.0,-0.003293536754449562,-0.00038295893963158904,0.64935488,0.9935488,0.0,-0.07502669308535505,0.01,-0.9838957741911594,137,405504,-0.0034541093724391753,0.627451782617753,-0.47190952749749093,-7.75684308269611e-05,33489,-34.05891513824463,0.012323843664489686,-5.203376770019531,1.0004221200942993,10.798448085784912,0.2,0.026277017,0.2630615234375,0.0003,3.86650013923645
-0.5,0.0067584,-0.8228270990222406,-0.0005110666065269874,23,-0.1786911161764239,-0.08715772417395329,-0.4727404668567697,28.67,-9.766219045827814e-09,-0.18643821139006453,3.4722163238459165e-05,0.0,-0.2553600206245934,-0.02494633359325311,0.0404956707848527,-127.35639318000001,26.01376,-0.014571841564778393,2943,0.0,-0.004149323113002892,-0.00040205419545642795,0.64932416,0.9932416,0.0,-0.06813189433856089,0.01,-0.9668520899327656,144,423936,-0.003598693317556487,0.6050318837156444,-0.46674177319570753,-8.079964327886881e-05,33492,-34.07127068259499,-0.0068005978828296065,-6.094998359680176,1.0015028715133667,7.450641848824241,0.2,0.048940018,0.3338068181818182,0.0003,2.9030439853668213
-0.5,0.0070656,-0.8206660360768079,-0.0012700714885593494,24,-0.17809414338862714,-0.09014333712168594,-0.4777990237059644,32.39,-8.658298431542934e-09,-0.18835095653837497,0.00011176205912811888,0.0,-0.25526445990072977,-0.026746668374364378,0.040578079529412926,-131.30210218999997,26.05984,-0.01610042820716222,2947,0.0,-0.006001668559613739,-0.0004127695325360028,0.64929344,0.9929344,0.0,-0.0697730762114201,0.01,-0.9724899288990887,150,442368,-0.003725290141846633,0.5922645382268716,-0.4653199595103218,-8.331009564617092e-05,33494,-34.06994867324829,-0.0019269941840320826,-5.511236667633057,1.001392126083374,6.227213382720947,0.2,0.039077703,0.2906494140625,0.0003,2.262117385864258
-0.5,0.0073728,-0.8136778702666992,-0.00032009471356610046,25,-0.17817587859355807,-0.08695626512547167,-0.48186660764663547,29.88,-8.275814415006828e-09,-0.19008531150755628,5.750861924348606e-05,0.0,-0.25478366376532624,-0.02424590489886279,0.04013065613387766,-128.52945007,26.10592,-0.013988798703573847,2951,0.0,-0.0050410360491476925,-0.0004328648281069353,0.6492627200000001,0.9926272,0.0,-0.06769737652589326,0.01,-0.967201943120328,156,460800,-0.0038903858141041046,0.6160053223999248,-0.4743844474993905,-8.830559865534333e-05,33495,-34.05892562866211,0.0069304949914415674,-4.980447769165039,1.0004031658172607,21.350990295410156,0.2,0.022564739,0.23421223958333334,0.0003,10.194791793823242
-0.5,0.00768,-0.8132333446932924,-0.0002935105035754128,26,-0.17973875973700343,-0.08757566562151632,-0.4818411450683456,29.18,-9.10854448222602e-09,-0.19022036124656905,2.821176248188648e-05,0.0,-0.25436931650338324,-0.023542607826022514,0.0389629000490606,-128.10576669999998,26.152,-0.013570646848633922,2954,0.0,-0.00321509171739469,-0.0004553337998296607,0.649232,0.99232,0.0,-0.06699172756419244,0.01,-0.9620365067072574,162,479232,-0.004040262602715611,0.6223267545278379,-0.4824417647161443,-9.239762123773247e-05,33496,-34.059885025024414,0.008898542611859739,-1.3966374397277832,1.0004842281341553,18.43205761909485,0.2,0.022229906,0.24530029296875,0.0003,6.70172119140625
-0.5,0.0079872,-0.8186045433096436,-0.0006445300597180095,27,-0.17966385227913753,-0.08226571537634014,-0.4816316218831054,28.74,-9.531514917660327e-09,-0.189441947936047,4.1232583397585484e-05,0.0,-0.25385059686239736,-0.023912776393601856,0.039656600102134947,-127.65517700000002,26.19808,-0.012871608626098551,2957,0.0,-0.006592244382763394,-0.00047396367321346847,0.64920128,0.9920128,0.0,-0.06524021058978641,0.01,-0.9665443728383559,168,497664,-0.00424296172520779,0.6080169888918805,-0.47600394793532597,-9.675006947840176e-05,33500,-34.08258899889494,-0.014946099879269144,-5.537266731262207,1.002429723739624,8.022265358975059,0.2,0.04288165,0.3233192845394737,0.0003,2.0472395420074463
-0.5,0.0082944,-0.8064146358429558,-0.00034342365365268453,28,-0.17754119546998204,-0.08892759149306859,-0.48228046532490576,28.45,-1.0815687362846048e-08,-0.19057466431588121,5.642356376888024e-05,0.0,-0.2538494928825001,-0.02702668346594322,0.038299316311583766,-127.24226503000001,26.24416,-0.014235465490358389,2958,0.0,-0.006344700718761998,-0.0004873018550608184,0.6491705600000001,0.9917056,0.0,-0.0646449617628247,0.01,-0.9675620459361283,174,516096,-0.0044046728561783835,0.5989112516912717,-0.4725647475351484,-9.812006287712847e-05,33501,-34.057665506998696,0.017686776506404083,-6.275035858154297,1.0002821683883667,6.779003461201985,0.2,0.03133445,0.2808430989583333,0.0003,2.508770227432251
-0.5,0.0086016,-0.7969508483166521,-0.0008827025368292299,29,-0.172737279745426,-0.09342018757585789,-0.4840291998495762,29.54,-9.334199127441611e-09,-0.1871908354523305,2.4956557252961728e-05,0.0,-0.2544293043169753,-0.02651632793342741,0.03829804540753063,-128.21289973,26.29024,-0.014419695340566606,2960,0.0,-0.00589858607145299,-0.0004908578741782735,0.64913984,0.9913984,0.0,-0.06386254158428892,0.01,-0.9574223148434764,180,534528,-0.004451565249543731,0.6115630315717664,-0.4657155140954871,-0.00010032081506794379,33503,-34.0645227432251,0.005155292310519144,-6.559048652648926,1.0008255243301392,10.01270043849945,0.2,0.041971732,0.311553955078125,0.0003,3.770775079727173
-0.5,0.0089088,-0.8113890578246579,-0.0002088752064284765,30,-0.17906184002875128,-0.08399728736535243,-0.4824797460905784,27.79,-1.0875620207166897e-08,-0.18822561595197504,4.665796748465962e-05,0.0,-0.25375057204624063,-0.024390746810288227,0.03745975013504881,-126.74163205,26.33632,-0.012520398578763699,2962,0.0,-0.005036640193343936,-0.0005241859354051172,0.64910912,0.9910912,0.0,-0.06088112100772022,0.01,-0.9695754542650269,186,552960,-0.004700683208243138,0.5782922529714288,-0.4768415565326354,-0.00010602369692231638,33505,-34.0620493207659,0.005938707983919552,-5.203454494476318,1.000702142715454,5.729560511452811,0.2,0.05004061,0.31588309151785715,0.0003,2.198391914367676
-0.5,0.009216,-0.7977852934236371,-0.0004177507281484496,31,-0.1771793374201783,-0.08550409133830567,-0.48162777349577307,28.82,-9.001524206860799e-09,-0.18493209026818666,7.2699589913504e-05,0.0,-0.2539890387357149,-0.02587025203238455,0.038046673755207455,-127.68937102,26.3824,-0.012160383202790491,2964,0.0,-0.00917152851789491,-0.0005329051152308665,0.6490784,0.990784,0.0,-0.06148233783972688,0.01,-0.9633285167221565,192,571392,-0.004861271149276264,0.5937185343086369,-0.46855650666409787,-0.00010860885996246864,33506,-34.06033172607422,0.018160663172602655,-6.481020450592041,1.000589370727539,5.500826263427735,0.2,0.031006133,0.302587890625,0.0003,2.174722909927368
-0.5,0.0095232,-0.8093722423171974,-0.0006575507836209403,32,-0.17415144508908054,-0.10389659973847698,-0.4905856044833996,30.25,-1.0732320979580601e-08,-0.18610798544791882,5.859371352319916e-05,0.0,-0.25406955497461703,-0.030755003479092064,0.038201418792868744,-128.76821173,26.42848,-0.015841095819018585,2967,0.0,-0.006849062916587356,-0.0005588402740187588,0.64904768,0.9904768,0.0,-0.06431083005669477,0.01,-0.9680389555103164,198,589824,-0.005158736830547923,0.6335644088871487,-0.46049391957342994,-0.00011160825196645847,33508,-34.06529181344168,0.009765977538856012,-8.290999412536621,1.0009346008300781,11.069566113608223,0.2,0.04396691,0.330810546875,0.0003,2.486034870147705
-0.5,0.0098304,-0.8039907707942824,-0.00027343677680215076,33,-0.17691346437672684,-0.08590354742513956,-0.4888222167884716,27.75,-9.697309480191824e-09,-0.18534221962488354,4.231766797602177e-05,0.0,-0.2537676563628447,-0.02581991391700019,0.03852367873572162,-126.37106507,26.47456,-0.012385654136160308,2968,0.0,-0.005094562541581268,-0.0005763449682951327,0.64901696,0.9901696,0.0,-0.05966350115928451,0.01,-0.9704494126869729,204,608256,-0.005200375127946608,0.6002534862023327,-0.46665774606496135,-0.00011649273972431213,33511,-34.075455298790565,-0.00787656858133582,-5.2308735847473145,1.0017856359481812,8.044659247765175,0.2,0.04397264,0.281494140625,0.0003,2.315643072128296
-0.5,0.0101376,-0.7959164807476119,-0.00022840646690585546,34,-0.17477301100654147,-0.09023866460559607,-0.48927666096334005,27.97,-1.0413713368039967e-08,-0.18559171143917608,4.665793838082916e-05,0.0,-0.2535850206546177,-0.026579371682349737,0.03896172464208194,-126.57288550999999,26.52064,-0.012600794155068509,2970,0.0,-0.007212794797347041,-0.000598526511049811,0.64898624,0.9898624,0.0,-0.059216015015344,0.01,-0.9648744520860826,210,626688,-0.005474589436947771,0.6066840435856877,-0.4675202453493359,-0.00011977071401483524,33514,-34.07279482754794,-0.00797378665513613,-4.620166301727295,1.0015466213226318,6.116469253193248,0.2,0.05247713,0.2690651633522727,0.0003,2.2102012634277344
-0.5,0.0104448,-0.8027089107389502,-0.0005398209468694404,35,-0.17295195496166946,-0.09577338500039104,-0.49519687036059096,28.04,-8.414341517862507e-09,-0.1844048860052437,2.7126687604727016e-05,0.0,-0.25383338351914936,-0.027913200963843216,0.03727158887718268,-126.70375294,26.56672,-0.013770866093333473,2971,0.0,-0.007944408074635123,-0.0006119622472176381,0.64895552,0.9895552,0.0,-0.06043795704642595,0.01,-0.9580352450654208,217,645120,-0.005649196463859159,0.6123808976022853,-0.4565066554740384,-0.0001209906922224847,33515,-34.05943965911865,0.007700328482314944,-2.369225025177002,1.0004003047943115,20.94492530822754,0.2,0.023634203,0.23553466796875,0.0003,7.381107330322266
-0.5,0.010752,-0.7917025758030912,-0.0003510192052797518,36,-0.17380999097847638,-0.0882066720922974,-0.4937399902254858,28.16,-8.650769119743663e-09,-0.1829721854632706,3.255205228924751e-05,0.0,-0.25398046834861837,-0.024809800400341562,0.03648535579841694,-126.84895645,26.6128,-0.011780082033402908,2973,0.0,-0.007446139954368636,-0.0006196959233782065,0.6489248,0.989248,0.0,-0.05866715413994958,0.01,-0.9581376147345755,223,663552,-0.005658957167951999,0.5821542373196478,-0.4588382813039931,-0.00012462249104183245,33517,-34.06803798675537,-0.0031966540846042335,-5.310863971710205,1.0011906623840332,5.854990482330322,0.2,0.036519654,0.23822021484375,0.0003,2.3776276111602783
-0.5,0.0110592,-0.7942667876894146,-0.0005072688881126749,37,-0.1717891841123622,-0.10147596671016873,-0.4972938681163403,28.89,-9.924691039956338e-09,-0.18248531787592184,2.4956557252961728e-05,0.0,-0.2542067957571056,-0.02828058502881052,0.03685011374600553,-127.23523463000001,26.65888,-0.014508980112032352,2975,0.0,-0.005965832715095473,-0.0006389149974972397,0.64889408,0.9889408,0.0,-0.0609799516263391,0.01,-0.9502789304317406,229,681984,-0.005953184095117245,0.6121624800318793,-0.45273152957393215,-0.0001273129990410797,33519,-34.06566047668457,0.00828237629806002,-4.348538875579834,1.0008985996246338,4.901496171951294,0.2,0.046310894,0.2869059244791667,0.0003,2.0731077194213867
