time/iterations,reward_terms/residual,reward_terms/coef_rate,reward_terms/foot_slip,reward_terms/hip_roll,time/time_elapsed,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/height,rollout/ep_len_mean,time/fps,time/total_timesteps,curriculum/eff_scale,curriculum/ent_coef,reward_terms/vz,reward_terms/overrun,reward_terms/lat_vel,reward_terms/stance,reward_terms/ang_xy,reward_terms/air_time,reward_terms/energy,reward_terms/alive,rollout/ep_rew_mean,reward_terms/clearance,reward_terms/action_rate,curriculum/stance_ratio,reward_terms/stop,reward_terms/torque,reward_terms/upright,reward_terms/motor_vel,reward_terms/fwd_speed,reward_terms/time,train/std,train/clip_range,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/loss,train/n_updates,train/clip_fraction,train/value_loss,train/explained_variance
501,-0.5412330362462956,-0.4759845746056578,-0.3741323256573298,-0.03573217774036881,9130,-0.050359309767372906,-0.4979870642826,-0.09383687110444423,70.91,1123,10260480,0.17066666666666666,0.01,-0.2545392830331735,0.0,-4.0598019428798164e-09,-2.8416399745049718e-05,-0.3719802149265673,0.00022265623847488313,-0.003542192726585865,0.5,-93.81207609,0.12251334668797338,-0.03461824279906497,0.6107466666666667,0.0,-0.038842852291514615,-0.463261172556375,-0.0007769953377396472,1.6402868697404656,0.0,0.9798906445503235,0.2,-33.47537784576416,0.00026586666666666666,-0.010148454096633942,0.027488813,1.005263090133667,34883,0.25096435546875,2.8057861924171448,0.989055335521698
502,-0.5408172499304272,-0.47972564014015584,-0.3739226862586025,-0.03551994399519098,9149,-0.04977630264620529,-0.49529511426898515,-0.09483168155885348,71.16,1123,10280960,0.171008,0.01,-0.257375921265224,0.0,-3.9790919855395974e-09,-1.5316693135586884e-05,-0.3701503280345997,0.00024023435544222592,-0.00354378469371786,0.5,-93.73827315999999,0.12289512299017158,-0.03491598766663992,0.61066816,0.0,-0.03900739510011789,-0.46526790028642556,-0.0007709773988953532,1.6537502902817607,0.0,0.9800114631652832,0.2,-33.47717552185058,0.0002657984,-0.007924111970351078,0.02185404,1.7505125999450684,34887,0.23896484375,4.148735678195953,0.9823470115661621
503,-0.5412400879200266,-0.4725355081245025,-0.36968218106425266,-0.03544569602631405,9167,-0.05053216125088511,-0.49850308634567997,-0.09369508562345734,70.9,1123,10301440,0.17134933333333333,0.01,-0.2549282746435434,0.0,-4.02033534854004e-09,-4.909653994027383e-05,-0.3683316976392257,0.00024902343575377016,-0.0035651320445769055,0.5,-93.08228484000001,0.1228287545154112,-0.03512751191673746,0.6105896533333334,0.0,-0.03887709319875168,-0.4659928431975577,-0.0007780473119919,1.6467417886830957,0.0,0.9799129962921143,0.2,-33.479735946655275,0.0002657301333333333,-0.010379844752606004,0.022372631,1.426225185394287,34891,0.23006591796875,4.225798380374909,0.9829601645469666
504,-0.5407921400521599,-0.4803398356975537,-0.3670993266586066,-0.035692566564724276,9185,-0.05037493456620723,-0.49685074040827565,-0.0942634607572324,71.04,1123,10321920,0.17169066666666666,0.01,-0.2563167187152631,0.0,-3.811751897086828e-09,-7.568722249781199e-05,-0.37034030170472826,0.00022753904049750419,-0.0035625457888368442,0.5,-93.11315485000002,0.12435930758924221,-0.035076241285820965,0.6105111466666667,0.0,-0.039006818340087526,-0.4635491010961693,-0.0007798798116504603,1.664501521308242,0.0,0.9798721671104431,0.2,-33.47815780639648,0.00026566186666666664,-0.009159584721783177,0.017977338,2.022879123687744,34895,0.22164306640625,4.626875841617585,0.9818178415298462
505,-0.5408280113794927,-0.48348221663205876,-0.37767218617114967,-0.035761684389949325,9203,-0.04848333519912558,-0.49679103928682516,-0.09569312216594235,70.79,1123,10342400,0.172032,0.01,-0.25767979312429445,0.0,-4.198260190031451e-09,-3.2562208540059886e-05,-0.374109180326616,0.00022656246437691152,-0.0035680938210705024,0.5,-93.93860050999997,0.1255281057507376,-0.0347379346760929,0.61043264,0.0,-0.03889644740291165,-0.4708248902801017,-0.0007807094120039492,1.6731879180505378,0.0,0.9802350401878357,0.2,-33.48208446502686,0.0002655936,-0.011223218531813472,0.020207176,1.1651794910430908,34899,0.21678466796875,3.060254216194153,0.9879449009895325
506,-0.5409635290993849,-0.48489318639426743,-0.37262063212951463,-0.03553877831101912,9221,-0.04855413583718473,-0.4967568303834583,-0.09533597052323145,69.47,1123,10362880,0.17237333333333332,0.01,-0.2577894632305758,0.0,-3.974305128825389e-09,-0.00011883999917639584,-0.36977227991875955,0.00023339841864071785,-0.003574952199711248,0.5,-94.53850596000001,0.12661609694101722,-0.03477704199335681,0.6103541333333333,0.0,-0.0390723783578931,-0.47581364202297494,-0.0007792390265187073,1.668535547978014,0.0,0.9802399277687073,0.2,-33.4808650970459,0.00026552533333333334,-0.0071857296279631555,0.036872365,0.9109457731246948,34903,0.284033203125,2.609807860851288,0.9898382425308228
507,-0.5408023267780295,-0.4829732416781449,-0.37737035079183234,-0.03529264486523255,9239,-0.04961712308286224,-0.4979046343084219,-0.0934478198270857,69.79,1123,10383360,0.17271466666666666,0.01,-0.2541169441202217,0.0,-4.129224808841927e-09,-4.696373818287667e-05,-0.37237685070559434,0.00023925778805278242,-0.0036077221530038312,0.5,-94.78288171999999,0.1255677073136581,-0.03512392459360873,0.6102756266666667,0.0,-0.03931341064003472,-0.46889076896026954,-0.0007852511295908642,1.64279447674062,0.0,0.9798986911773682,0.2,-33.47418327331543,0.00026545706666666663,-0.0073618088383227585,0.022733677,2.078620672225952,34907,0.2625244140625,4.853909707069397,0.9808983206748962
508,-0.5413241705959515,-0.4756609658522771,-0.36479130387791303,-0.035375405318687526,9257,-0.05024456365936203,-0.49912503219157955,-0.09323130230989932,71.22,1123,10403840,0.173056,0.01,-0.2529575866522483,0.0,-3.758559243815401e-09,-1.386846153977862e-05,-0.36922356171328896,0.00020800780621357262,-0.003600585621686606,0.5,-93.06003727000001,0.12665901762725132,-0.03491003617972877,0.61019712,0.0,-0.03935973701522684,-0.4646357497992188,-0.0007855852952745439,1.652385062314553,0.0,0.9795613884925842,0.2,-33.47151279449463,0.0002653888,-0.008746133232489229,0.01982877,2.963719129562378,34911,0.2118408203125,6.594740676879883,0.9738353490829468
509,-0.5408764389545444,-0.48518210472936946,-0.37795063674555845,-0.035439259012734085,9275,-0.04844720250548562,-0.495643679216208,-0.0942031629825319,70.38,1123,10424320,0.17339733333333332,0.01,-0.25842844393839187,0.0,-4.0964419952666e-09,-6.566364394252239e-05,-0.3770507612402207,0.0002675780939171091,-0.003609908877544707,0.5,-93.58087082000003,0.12602071954119795,-0.03491330395349231,0.6101186133333334,0.0,-0.03931640345524513,-0.47088136719831797,-0.0007865505875705714,1.6575170062495403,0.0,0.9794109463691711,0.2,-33.46663970947266,0.0002653205333333333,-0.008339405298465863,0.017934546,3.7614798545837402,34915,0.20556640625,6.445962619781494,0.9751268029212952
510,-0.5407230283309424,-0.47740920228498834,-0.3695197039125498,-0.0350576308832335,9293,-0.04935100986622274,-0.49997411238267037,-0.09441858901590539,70.57,1123,10444800,0.17373866666666668,0.01,-0.25510054464538984,0.0,-3.805612287111354e-09,-0.00012275055823231533,-0.371647903720315,0.0001865234284196049,-0.0035909720948001074,0.5,-94.05240462,0.12617286457533933,-0.03499033539105929,0.6100401066666666,0.0,-0.03892830087967387,-0.4705318923892435,-0.0007904133132406633,1.667110314074322,0.0,0.9798923134803772,0.2,-33.47234287261963,0.00026525226666666667,-0.009905012557283044,0.031802014,0.8742566108703613,34919,0.25296630859375,2.5408653259277343,0.989695131778717
511,-0.5407855693574508,-0.48240226716166107,-0.374178986737543,-0.03496835937747669,9311,-0.04928411561413668,-0.49538246404410646,-0.09450357335716253,70.0,1123,10465280,0.17408,0.01,-0.2601374450196361,0.0,-3.974142661633004e-09,-2.7199030263098466e-05,-0.37548018153910756,0.00024902340956032274,-0.003591863877961452,0.5,-92.21374528999999,0.12811128818477432,-0.03544615973142603,0.6099616,0.0,-0.03910609533437136,-0.47583834876908926,-0.0007872562883422246,1.6724042500796865,0.0,0.9802241921424866,0.2,-33.474225234985354,0.000265184,-0.007073314918670803,0.029770304,1.8914892673492432,34923,0.3137939453125,4.23740953207016,0.9831871390342712
512,-0.5421281215826449,-0.48330765144707205,-0.36514291219165823,-0.034432586751168046,9330,-0.051919367264781614,-0.5005090443207649,-0.09244197140451112,70.87,1123,10485760,0.17442133333333334,0.01,-0.24880533332279162,0.0,-3.4419802643340584e-09,-5.6664457488759276e-05,-0.37089593137250304,0.00023437497729901225,-0.0036425237573849863,0.5,-94.10702691999997,0.12453501135670213,-0.03512917519524419,0.6098830933333333,0.0,-0.0397178345733103,-0.46333569804600233,-0.000790011394536482,1.641581977837371,0.0,0.9800274968147278,0.2,-33.47365951538086,0.0002651157333333333,-0.010994962847325951,0.025891608,0.8991676568984985,34927,0.26956787109375,2.5697848558425904,0.9898079633712769
513,-0.5417107736428208,-0.4832635225169651,-0.3754986955934546,-0.03502319581653001,9349,-0.049066830698575356,-0.49578368126005135,-0.09447720558797804,69.65,1123,10506240,0.17476266666666668,0.01,-0.25846630666361675,0.0,-3.8530744399062115e-09,-1.688896601676984e-05,-0.3763881000605357,0.00023144529259297997,-0.0036252234403610513,0.5,-94.36438,0.1263855905360191,-0.03520786368868401,0.6098045866666667,0.0,-0.03951518489995963,-0.47284088281046,-0.0007919169894114054,1.6616121751830661,0.0,0.9794949889183044,0.2,-33.46703395843506,0.00026504746666666665,-0.005643713916651904,0.021234017,2.6737277507781982,34931,0.27177734375,6.945189332962036,0.9721707105636597
514,-0.5422208495815267,-0.47541688282074085,-0.36767621215043833,-0.03528347603848199,9367,-0.04845355000143172,-0.4955590060583708,-0.09515408034691167,70.52,1123,10526720,0.175104,0.01,-0.2571053380187032,0.0,-3.830080803826739e-09,-9.27387666398667e-05,-0.37087878989330614,0.00022070310369599612,-0.003627908359458572,0.5,-93.49937323000002,0.1269296319609649,-0.03471120702906782,0.6097260800000001,0.0,-0.03928161629264559,-0.47382826577423687,-0.0007935817472541025,1.6713773522612851,0.0,0.9798018932342529,0.2,-33.468065643310545,0.0002649792,-0.009594215883407742,0.021699935,3.4375078678131104,34935,0.230224609375,7.603754997253418,0.97065669298172
515,-0.5418288382164538,-0.4759616010534818,-0.3660888429859634,-0.03495507629898387,9385,-0.050193782575661317,-0.49742336641413065,-0.09356955086813559,71.29,1123,10547200,0.17544533333333334,0.01,-0.2562923963289999,0.0,-3.6913922085062174e-09,-0.00023324767705265383,-0.37190516155333514,0.0002314453013241291,-0.003669562417794365,0.5,-92.93398864,0.12480083688288941,-0.03518850770608191,0.6096475733333333,0.0,-0.0399022738436773,-0.4635291510950926,-0.0007987222876106347,1.6594695622981601,0.0,0.9795501232147217,0.2,-33.466475296020505,0.00026491093333333335,-0.010651157129905187,0.021348905,0.8610522747039795,34939,0.20908203125,2.5535431146621703,0.9897117614746094
516,-0.5425947041785097,-0.47970134684220866,-0.37104491473171625,-0.03512229945952034,9403,-0.04839642117731273,-0.5008275779117165,-0.09301282998924915,71.37,1123,10567680,0.17578666666666667,0.01,-0.2531569567564102,0.0,-3.819296032981031e-09,-1.948837523967167e-05,-0.37164495848822476,0.00020312498672865332,-0.003662190676662636,0.5,-93.59697528000001,0.12334234534244297,-0.03512970956018686,0.6095690666666667,0.0,-0.03987862849564529,-0.46238350823697905,-0.000799751847579269,1.634279471437818,0.0,0.9796192049980164,0.2,-33.46186866760254,0.00026484266666666664,-0.0057856487925164405,0.024774712,1.5631372928619385,34943,0.25904541015625,5.022315216064453,0.9807858467102051
517,-0.5413162627503677,-0.48200767186962656,-0.3696880035099595,-0.03454856146267603,9421,-0.04928020939405542,-0.49624636279539824,-0.0944801807952763,70.48,1123,10588160,0.176128,0.01,-0.2590321064195158,0.0,-3.6932339204877096e-09,-3.0772892936993175e-05,-0.37409669973231136,0.000247070292243734,-0.0036547704617248245,0.5,-94.30209760000001,0.12797424807101382,-0.03546724688122756,0.60949056,0.0,-0.03984010669990017,-0.4735847128010942,-0.0007927327182785044,1.6722669246675999,0.0,0.9795810580253601,0.2,-33.46102657318115,0.0002647744,-0.007395840086974204,0.018377792,2.2065012454986572,34947,0.2288330078125,6.116385912895202,0.9760210514068604
518,-0.5426812375065493,-0.4779911555350041,-0.3643424261314214,-0.034693045576129386,9439,-0.049308041289623364,-0.4981362917516744,-0.09362592734207124,70.4,1123,10608640,0.17646933333333334,0.01,-0.25510498317911645,0.0,-3.5060368300677765e-09,-6.748661594205215e-05,-0.3704120712438984,0.00013769529468845576,-0.003655828795730236,0.5,-93.78052288000002,0.1262681091378836,-0.03558092409186699,0.6094120533333334,0.0,-0.03985902415516597,-0.4682636857672152,-0.0008018726622332047,1.655755485737868,0.0,0.9792283177375793,0.2,-33.45983695983887,0.00026470613333333333,-0.00941943833604455,0.018143779,2.7681171894073486,34951,0.19654541015625,6.646626710891724,0.9739717841148376
519,-0.5417749381780914,-0.4777580186349041,-0.36371049311428844,-0.03487143215542439,9457,-0.048688413081981706,-0.4931452630710017,-0.09496890637172212,70.57,1123,10629120,0.17681066666666667,0.01,-0.2614553803862305,0.0,-3.801995582759506e-09,-0.0001491353365625909,-0.36819050126521763,0.00029296871507540346,-0.0036446360093311606,0.5,-92.92361495000002,0.12738890545332063,-0.03514756196772652,0.6093335466666667,0.0,-0.039723243044645626,-0.4698806462187549,-0.0007975524343675096,1.6720755963860097,0.0,0.9795153737068176,0.2,-33.462335395812985,0.0002646378666666667,-0.008992723195115104,0.02243655,2.4539101123809814,34955,0.19163818359375,5.0213389039039615,0.979921281337738
520,-0.5408738530466013,-0.4790142183309011,-0.36395864139075773,-0.03529713177442654,9476,-0.05019915370066883,-0.49305627362659876,-0.09275915177826204,71.1,1123,10649600,0.177152,0.01,-0.2538592911690076,0.0,-3.5686522026246304e-09,-9.43400121919642e-05,-0.36964469016415713,0.00022753904049750419,-0.003677574819655379,0.5,-93.13795950999999,0.12371285514142585,-0.03535300835511546,0.60925504,0.0,-0.04006338796133142,-0.45938185069293225,-0.0007985318829587109,1.651476641099777,0.0,0.9797763824462891,0.2,-33.46746978759766,0.00026456959999999997,-0.010989335272461176,0.02473244,1.070076584815979,34959,0.2192626953125,3.5745818614959717,0.9860253930091858
521,-0.541588312372067,-0.479275865187023,-0.36815155667908217,-0.035024042838747334,9494,-0.048594663334370125,-0.492927665452367,-0.09386199872025403,69.64,1123,10670080,0.17749333333333334,0.01,-0.25954594609424325,0.0,-3.6599288261792314e-09,-9.691583034840301e-05,-0.37434783340030425,0.00019433592387940735,-0.003668774270614698,0.5,-93.15753957000003,0.1263089101055312,-0.03506481624874078,0.6091765333333333,0.0,-0.04017529056966996,-0.47192104085728726,-0.0007961356316157336,1.651799524701596,0.0,0.9803638458251953,0.2,-33.47329139709473,0.0002645013333333333,-0.005839735112385824,0.023905005,2.0013158321380615,34963,0.28001708984375,5.22516759634018,0.9798363447189331
522,-0.5421017506996427,-0.4750589071394063,-0.36837538897482736,-0.03523041073214725,9513,-0.0492299163583084,-0.497210507526239,-0.09429817856820566,70.71,1123,10690560,0.17783466666666667,0.01,-0.2567090425664394,0.0,-3.836282701443514e-09,-0.00014585333582334658,-0.36793640772446534,0.00018749997834675015,-0.0036759239478005587,0.5,-90.91700696,0.12666398084412872,-0.03507859380098084,0.6090980266666667,0.0,-0.0400107028575597,-0.46685598517095406,-0.0007997962830257076,1.6594149823751256,0.0,0.97994464635849,0.2,-33.47459449768066,0.00026443306666666666,-0.005116280767833814,0.020770695,2.7284297943115234,34967,0.2296142578125,6.405771923065186,0.9734901785850525
523,-0.5421463116146102,-0.4731383406494286,-0.36646181638605996,-0.03520865875247893,9531,-0.04982903695636196,-0.4959464125641154,-0.0953386965743655,70.69,1123,10711040,0.178176,0.01,-0.2598744454067684,0.0,-3.760174929236753e-09,-0.00011469002392868847,-0.3693667044016726,0.00018749997834675015,-0.003689179421693215,0.5,-92.47266061999998,0.12836221149185795,-0.035088344528420454,0.60901952,0.0,-0.040194660264886266,-0.47458573220347855,-0.0007990843513740143,1.6763977749745749,0.0,0.9794537425041199,0.2,-33.46887741088867,0.0002643648,-0.008533790393266827,0.021954803,1.2906250953674316,34971,0.20802001953125,4.354186415672302,0.9813480377197266
524,-0.5430008537541188,-0.4805662465215422,-0.36945360263832044,-0.03465283561457743,9549,-0.04876067857694579,-0.5017721225209839,-0.09378846012746692,70.75,1123,10731520,0.17851733333333333,0.01,-0.2546459161292035,0.0,-3.6468095858069547e-09,-0.00024683408702901006,-0.3692681151606888,0.00020410155411809683,-0.0036899830674038104,0.5,-93.27969407,0.12564783323061515,-0.03522653942037485,0.6089410133333334,0.0,-0.04034595537592384,-0.4691582942967615,-0.0008033066206859287,1.6525883485123973,0.0,0.9800581336021423,0.2,-33.473513984680174,0.00026429653333333335,-0.00937212649732828,0.02244724,1.2066271305084229,34975,0.2286865234375,3.484536576271057,0.9863746166229248
525,-0.5419042764240966,-0.48216056390625184,-0.36717938166981207,-0.03464593507646645,9567,-0.04806829664448742,-0.49602872261637243,-0.09448823241108333,69.02,1123,10752000,0.17885866666666667,0.01,-0.2558079924666785,0.0,-3.729048993629447e-09,-6.972524888138675e-05,-0.37632883097047853,0.00022753904922865332,-0.0036951654658438247,0.5,-94.20074442000004,0.12763900352439306,-0.035323257076583944,0.6088625066666666,0.0,-0.040224838468627816,-0.47353904064002333,-0.000806934913149782,1.6646969500584088,0.0,0.9796482920646667,0.2,-33.47070598602295,0.00026422826666666665,-0.008163562323898078,0.018490894,3.287092685699463,34979,0.2306396484375,6.452686595916748,0.9752919673919678
526,-0.5417542616487904,-0.47737478552092505,-0.36477872532589173,-0.03502298823722829,9585,-0.04973870471294504,-0.49506571649219966,-0.09547548380780534,70.25,1123,10772480,0.1792,0.01,-0.25885914099312235,0.0,-3.6815584255658356e-09,-0.0001586926414868247,-0.37024427519628506,0.00022363279713317753,-0.0036599893830333583,0.5,-91.67911180000003,0.12826742438272073,-0.03486310501018594,0.608784,0.0,-0.0400285186172142,-0.47314732514088237,-0.0008009106457193549,1.6847506815723476,0.0,0.9799211621284485,0.2,-33.46969127655029,0.00026416,-0.0102187926589977,0.01825962,1.8952229022979736,34983,0.1760986328125,5.0903053164482115,0.9802852869033813
527,-0.5419138726780786,-0.4802698257742074,-0.36894976347871355,-0.03488089269972756,9603,-0.04892669421096798,-0.4966978377901342,-0.09385215062793154,71.22,1123,10792960,0.17954133333333333,0.01,-0.2565112000141808,0.0,-3.7229312980193906e-09,-0.00016835712064808302,-0.375583947634171,0.0002001952932914719,-0.003741211837391443,0.5,-93.07079132000001,0.12717321110653595,-0.03543769240087298,0.6087054933333333,0.0,-0.040781294393445605,-0.47146292422125813,-0.0008088756244871622,1.651334130935675,0.0,0.9802556037902832,0.2,-33.47163715362549,0.00026409173333333334,-0.008478819509036839,0.025239319,1.7265734672546387,34987,0.25067138671875,4.472133314609527,0.9825090765953064
528,-0.5414826241713608,-0.47601844562846524,-0.3661087096984024,-0.03485887307602716,9621,-0.049783626750286206,-0.4962255726473311,-0.0942671261868676,71.8,1123,10813440,0.17988266666666666,0.01,-0.25667584770326385,0.0,-3.634369694225981e-09,-0.000467597720109826,-0.3718000837550861,0.0002294921752763912,-0.003729511427468791,0.5,-92.80770573,0.12632090246877928,-0.0356411924211306,0.6086269866666667,0.0,-0.040771714554549934,-0.4692179161139357,-0.0008126039895512705,1.6615863226084522,0.0,0.9795342087745667,0.2,-33.46568908691406,0.0002640234666666667,-0.010913680423982441,0.022480417,1.71418297290802,34991,0.23067626953125,5.30911021232605,0.9792525172233582
529,-0.5418744970226504,-0.48077591273327747,-0.36813498539813405,-0.03499346733420054,9639,-0.049704037034825885,-0.4972235640111554,-0.09338733452326942,71.35,1123,10833920,0.180224,0.01,-0.2564776517828188,0.0,-3.816354041250873e-09,-0.0001339685850194399,-0.37265748044154273,0.00016894530272111298,-0.0037489344454803364,0.5,-93.61456193000002,0.12780727104392592,-0.03533960372996085,0.6085484800000001,0.0,-0.04079139190012797,-0.47188513432982016,-0.0008145268632379774,1.6469408669547938,0.0,0.9794418811798096,0.2,-33.4602409362793,0.0002639552,-0.01187397928442806,0.024907887,1.1834602355957031,34995,0.22474365234375,3.2699536800384523,0.9871582388877869
530,-0.5419103491662006,-0.47268479447115597,-0.3644523532563202,-0.03425491011224813,9657,-0.05074749294435606,-0.49664392539571145,-0.09348638591658623,71.14,1123,10854400,0.18056533333333333,0.01,-0.25404585741784347,0.0,-3.406180790886379e-09,-0.0003858199346906339,-0.3725114343325379,0.00028808592178393156,-0.0037271193774872403,0.5,-92.25434060999999,0.1285486926467995,-0.03528851852072457,0.6084699733333333,0.0,-0.0406893432988745,-0.46980135669080136,-0.0008115627537422807,1.656127736564498,0.0,0.9795331954956055,0.2,-33.45750827789307,0.0002638869333333333,-0.007033262273762375,0.027871862,1.9916331768035889,34999,0.25645751953125,4.9493553161621096,0.9802567362785339
531,-0.5416764991648245,-0.4745192041979761,-0.36545628367573607,-0.035081479098845555,9676,-0.050085384194971994,-0.49731702097912045,-0.09356353700523015,70.05,1123,10874880,0.18090666666666666,0.01,-0.25632384407157033,0.0,-3.737898044455646e-09,-0.0003681473110130471,-0.3712576366983963,0.0001513671682914719,-0.00374242598402659,0.5,-93.22266345999998,0.1266444567532515,-0.03520729225598387,0.6083914666666667,0.0,-0.040842733536092926,-0.4657575061076894,-0.0008146414149337384,1.6639163210259338,0.0,0.9793183207511902,0.2,-33.456369400024414,0.00026381866666666667,-0.008231880475068464,0.024000166,2.0525355339050293,35003,0.2422607421875,4.977186357975006,0.9809364676475525
532,-0.5419019095460661,-0.4774510719253261,-0.36992490842303016,-0.03466312241997234,9693,-0.049470638897037136,-0.49624519023454755,-0.09500034006338567,70.24,1123,10895360,0.181248,0.01,-0.2584683771226875,0.0,-3.673836526617055e-09,-0.00028013693856372224,-0.3769225142769491,0.00015136717702262102,-0.003767168875045551,0.5,-93.06580026,0.1287029210449509,-0.03513598147025095,0.60831296,0.0,-0.04094956354525957,-0.473337890480323,-0.00081732483653608,1.6656553737594362,0.0,0.9796746373176575,0.2,-33.462073516845706,0.0002637504,-0.00920304233150091,0.030074645,1.1277137994766235,35007,0.2882080078125,2.8809561729431152,0.9888323545455933
533,-0.5417212713736953,-0.4732579772422447,-0.3691559301999044,-0.034688924359710396,9711,-0.04957366601593094,-0.4944885409378902,-0.09449118454301957,70.74,1123,10915840,0.18158933333333332,0.01,-0.2586351820038795,0.0,-3.6581509380644063e-09,-0.0003172345671906995,-0.37317215841229867,0.00016015621367841958,-0.00376890263967635,0.5,-91.85192124,0.12885252133441727,-0.03523462160957602,0.6082344533333334,0.0,-0.04104300308830223,-0.46927928594483503,-0.0008194048710331995,1.6767280385775851,0.0,0.9800106883049011,0.2,-33.46369972229004,0.0002636821333333333,-0.008126478357007727,0.022784453,2.3350746631622314,35011,0.27939453125,4.325174629688263,0.9834442734718323
534,-0.5420505453675092,-0.48389734725512534,-0.37397445059936485,-0.034826859211415775,9729,-0.04895013148343423,-0.4981049729240299,-0.09443728462227008,70.91,1123,10936320,0.18193066666666666,0.01,-0.2539719668250724,0.0,-3.998955105559245e-09,-0.0002616570171262935,-0.3718628448662752,0.0002431640576105565,-0.0038074581936456396,0.5,-94.22485538000001,0.12433779569998216,-0.03542605371666697,0.6081559466666667,0.0,-0.04164000829843138,-0.465507260372872,-0.0008234216225431202,1.6611484712524223,0.0,0.979517936706543,0.2,-33.460869216918944,0.00026361386666666665,-0.006453912335564383,0.025428478,2.19973087310791,35015,0.27391357421875,3.6698687195777895,0.9859910011291504
535,-0.5408866288979303,-0.47522191463950003,-0.37359240630284446,-0.03430974768978909,9748,-0.0489774754139944,-0.49695772522654813,-0.09455059113374392,70.02,1123,10956800,0.182272,0.01,-0.2587948909542685,0.0,-3.56548243637961e-09,-9.963566441111059e-05,-0.3731232266946511,0.00013769529468845576,-0.003792928920603725,0.5,-93.93290942,0.12718596613339667,-0.03530179352635043,0.60807744,0.0,-0.04128524374774981,-0.47018741364079675,-0.0008214260138503357,1.6649173093932437,0.0,0.9791316390037537,0.2,-33.45406093597412,0.0002635456,-0.007922002021223307,0.021517713,1.9604660272598267,35019,0.24976806640625,5.162486720085144,0.979665219783783
536,-0.5410507473436185,-0.4772153446148029,-0.3600390079098442,-0.03418292776685287,9766,-0.04948577548493631,-0.498442158288844,-0.09344770232610074,70.6,1123,10977280,0.18261333333333332,0.01,-0.2552087039481311,0.0,-3.698359895460665e-09,-0.0004965630188752494,-0.37056055367973856,0.00020703123009297998,-0.00382101162230504,0.5,-92.67490945000002,0.12719867284417574,-0.03602344810302202,0.6079989333333333,0.0,-0.04190873538401722,-0.4653089034984717,-0.0008225697006825234,1.656110534393504,0.0,0.9792993664741516,0.2,-33.45151424407959,0.00026347733333333335,-0.009165723016485572,0.026578004,1.1072548627853394,35023,0.26279296875,3.7240855932235717,0.9857399463653564
537,-0.5409700264287831,-0.47276089890884493,-0.36774376936631537,-0.03443129968699796,9784,-0.05172649618907599,-0.49568898054913246,-0.09378608948406432,71.11,1123,10997760,0.18295466666666665,0.01,-0.2577734651351108,0.0,-3.6739025719552907e-09,-0.00019086389067770796,-0.3702492458485068,0.000222656229743734,-0.0038085811323749713,0.5,-92.19660795999998,0.12673898136592543,-0.03570297500641173,0.6079204266666667,0.0,-0.041597925320456884,-0.46722612565423366,-0.0008229960839328228,1.6607858913791755,0.0,0.9795320630073547,0.2,-33.456048583984376,0.0002634090666666667,-0.012082202569581568,0.030099157,0.9127165079116821,35027,0.26807861328125,2.746575713157654,0.9892141222953796
538,-0.5405848584282735,-0.4698827372797014,-0.3638707653891559,-0.03450935881102888,9803,-0.05055950484966161,-0.49682611718163844,-0.09298809434835198,70.48,1123,11018240,0.183296,0.01,-0.25547408481557976,0.0,-3.587277756871914e-09,-0.00023426145420186233,-0.3662358266279836,0.00023046874266583473,-0.0038098960059089796,0.5,-92.54235983999999,0.12775539046293083,-0.035710094697412396,0.60784192,0.0,-0.0418397790234681,-0.46606421113242413,-0.0008256683656371084,1.646535261984742,0.0,0.9793853163719177,0.2,-33.45243244171142,0.0002633408,-0.008967231295537203,0.03268903,0.8537429571151733,35031,0.3039794921875,2.56478089094162,0.9899888634681702
539,-0.5412660332781373,-0.47775231896773357,-0.3728508309769253,-0.03463652367095517,9821,-0.04790032800083281,-0.49818111792259917,-0.09455682953084568,70.92,1123,11038720,0.18363733333333335,0.01,-0.25498900838275845,0.0,-3.930880980344122e-09,-0.00035815405922382356,-0.37077211650344044,0.0002128906169673428,-0.003835494597565869,0.5,-93.36561556999999,0.126224251815413,-0.03557217558258182,0.6077634133333334,0.0,-0.04210041721208291,-0.47065823543223395,-0.0008268280971016768,1.6511250427826951,0.0,0.9790859222412109,0.2,-33.4438591003418,0.00026327253333333333,-0.0045466490439139305,0.0221102,3.503908157348633,35035,0.26275634765625,7.7753150224685665,0.9693864583969116
540,-0.5403724591616622,-0.46672052314209,-0.36801202779956854,-0.035103573670054386,9839,-0.05092083260096843,-0.49454808843745174,-0.09464472384371145,71.26,1123,11059200,0.18397866666666668,0.01,-0.2603174402821457,0.0,-3.630015683545913e-09,-0.000340302759090518,-0.367513541519762,0.00026367185055278244,-0.0037955268945450912,0.5,-90.98280394000001,0.13105596075791753,-0.03532210344537927,0.6076849066666666,0.0,-0.04158238141492507,-0.47454560814216845,-0.0008243418054165258,1.6756236132964215,0.0,0.9790332913398743,0.2,-33.44523658752441,0.0002632042666666666,-0.010110944008920342,0.017634273,2.5076632499694824,35039,0.1900390625,5.2993680238723755,0.9783141613006592
