reward_terms/time,reward_terms/action_rate,reward_terms/stance,rollout/ep_rew_mean,reward_terms/foot_slip,reward_terms/residual,reward_terms/height,time/fps,time/total_timesteps,curriculum/ent_coef,curriculum/ctrl_jitter_ms,reward_terms/torque,reward_terms/overrun,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/coef_rate,curriculum/stance_ratio,reward_terms/lat_vel,reward_terms/energy,reward_terms/alive,curriculum/ctrl_drop_prob,reward_terms/residual_rate,reward_terms/phase_contact,time/iterations,reward_terms/fwd_speed,reward_terms/ang_xy,curriculum/eff_scale,reward_terms/air_time,time/time_elapsed,reward_terms/step_rate,reward_terms/motor_vel,reward_terms/vz,reward_terms/upright,reward_terms/clearance,reward_terms/stance_time,reward_terms/assist_pen,curriculum/sprint_dist_m,reward_terms/foot_ahead,reward_terms/angmom,reward_terms/stop,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss,train/n_updates,train/explained_variance,train/std,train/entropy_loss,train/approx_kl
-0.5,-0.012644433870916164,-0.15606700123321032,-168.77020123000003,-0.3762293323602941,0.0,-0.07164656301514721,4218,41674752,0.01,0.0,-0.03757589064042692,0.0,-0.09805857639124327,281.41,-0.34329684893689155,0.6100793600000001,-4.5055983280145296e-08,-0.004229059715050823,0.0,0.0,0.0,-0.28138051776648826,2261,-1.4934205576135355,-0.19880429135205613,0.173568,2.3328941703463595e-05,9879,0.0,-0.0007416688487010283,-0.22828121113577238,-0.23735956907188743,0.06757600889129137,-0.009210977771241838,0.0,51.0352,0.0,-0.07663878430752075,0.0,0.2,0.00027917184,-0.006626507837790996,0.1132568359375,-0.12509945034980774,0.0008673270174767822,9040,0.9924008846282959,1.0016696453094482,-11.35833535194397,0.011664708
-0.5,-0.012994234229187683,-0.15394297271460577,-169.19341226,-0.3784992349284936,0.0,-0.06358512296472009,4218,41693184,0.01,0.0,-0.03914015915071789,0.0,-0.09157263887307046,283.1,-0.3533005954365642,0.610061696,-4.2343483348482393e-08,-0.00439640378518353,0.0,0.0,0.0,-0.2864502649515906,2262,-1.4058889697655648,-0.21340813744920617,0.1736448,9.223071780676642e-06,9883,0.0,-0.0007658680747204828,-0.2095574573312551,-0.20772769174153297,0.0663253948815568,-0.010028711018902767,0.0,51.04671999999999,0.0,-0.06245200583139868,0.0,0.2,0.000279162624,-0.006356707494705916,0.07908935546875,-0.12323953956365585,0.0008353839453775436,9044,0.9931091070175171,1.0011460781097412,-11.35616421699524,0.010266831
-0.5,-0.012477076690311844,-0.1945244577936901,-168.55136222,-0.38468068426500635,0.0,-0.06815860720937593,4218,41711616,0.01,0.0,-0.0395870763920623,0.0,-0.09412134728477725,280.36,-0.33388116751728164,0.610044032,-4.423919027664131e-08,-0.004381796044763595,0.0,0.0,0.0,-0.27813196658991646,2263,-1.4856618844327576,-0.22477198013380192,0.1737216,1.2478277009601394e-05,9888,0.0,-0.0007665506785878712,-0.21392768971374782,-0.23984218982386363,0.06823740382965988,-0.007164002358978096,0.0,51.05824,0.0,-0.07183285649872713,0.0,0.2,0.00027915340799999997,-0.006186301703564823,0.103857421875,-0.12486724555492401,0.0008886985247954726,9048,0.992029070854187,1.0014280080795288,-11.355112504959106,0.010703484
-0.5,-0.012564436024594344,-0.15813790050355692,-167.98014371999997,-0.38391600606277343,0.0,-0.07214193067128394,4218,41730048,0.01,0.0,-0.03871298571812913,0.0,-0.09434113001119651,277.78,-0.3335247013050135,0.610026368,-4.435006594395516e-08,-0.004235536880754447,0.0,0.0,0.0,-0.28576487754747315,2264,-1.5028516996717574,-0.2008744937611085,0.1737984,0.0,9892,0.0,-0.0007374458924978127,-0.2286022038703968,-0.24189303007296065,0.0665155595516514,-0.007587853832066887,0.0,51.06976,0.0,-0.07492495794427881,0.0,0.2,0.000279144192,-0.006705184769816697,0.09493408203125,-0.12885521352291107,0.0007421438989695161,9052,0.9928223490715027,1.002669095993042,-11.360588359832764,0.010036242
-0.5,-0.012527441164918485,-0.18358905240654858,-167.30669036999998,-0.37742434336305264,0.0,-0.0702614517505431,4218,41748480,0.01,0.0,-0.038981311099826436,0.0,-0.09332333861788317,275.36,-0.3477714634783626,0.610008704,-3.878045185014983e-08,-0.0042071330675531385,0.0,0.0,0.0,-0.2760223207399077,2265,-1.5296361371479241,-0.2125677437915154,0.1738752,2.7126613228271403e-06,9896,0.0,-0.0007274498545008009,-0.21717278594990758,-0.25333158288712365,0.06736305229691361,-0.008433122907364223,0.0,51.08128,0.0,-0.07841506429558162,0.0,0.2,0.000279134976,-0.006772115791682154,0.0884033203125,-0.12669424712657928,0.0006845045427326113,9056,0.9924256205558777,1.0020830631256104,-11.360850477218628,0.011160726
-0.5,-0.01314056263443679,-0.16402968751978814,-168.25425275,-0.3891232737625001,0.0,-0.06320270954080368,4218,41766912,0.01,0.0,-0.039852883878507266,0.0,-0.0931452202818043,279.42,-0.34757465581005054,0.60999104,-4.176666201491401e-08,-0.004451402903811601,0.0,0.0,0.0,-0.28398088541937316,2266,-1.4264623531774259,-0.21858590157245203,0.173952,3.634975291788578e-05,9901,0.0,-0.0007790924147950364,-0.201898387373305,-0.22593567595776623,0.06462306341431828,-0.009913422639429983,0.0,51.0928,0.0,-0.06617720616426954,0.0,0.2,0.00027912575999999997,-0.006621641514357179,0.069775390625,-0.1265663504600525,0.0006340852531138807,9060,0.9939804077148438,1.0017073154449463,-11.357405281066894,0.0092188595
-0.5,-0.012725605455445623,-0.17351028236244714,-168.42777798000003,-0.39228635281411983,0.0,-0.07205008732991039,4218,41785344,0.01,0.0,-0.0398955315768459,0.0,-0.09542802580162318,279.59,-0.3274907423521103,0.609973376,-4.066152708309458e-08,-0.004325669916168519,0.0,0.0,0.0,-0.27676740500309677,2267,-1.5072782034262975,-0.20808642711373626,0.1740288,0.0,9905,0.0,-0.0007482985348243326,-0.2283893624427663,-0.2373466955137839,0.06795297179379413,-0.008177047381953647,0.0,51.10432,0.0,-0.07356140995770122,0.0,0.2,0.000279116544,-0.006302776338998228,0.08284912109375,-0.11632564663887024,0.0007956215005833656,9064,0.9931542277336121,1.0016894340515137,-11.358092308044434,0.010338983
-0.5,-0.012501373579891836,-0.1736329922985387,-168.53456186,-0.38541766458891275,0.0,-0.07161401845040488,4218,41803776,0.01,0.0,-0.03933656725874245,0.0,-0.09775422549695481,279.87,-0.34451027988922545,0.609955712,-4.1302037091075944e-08,-0.004185114686584931,0.0,0.0,0.0,-0.2850010136633585,2268,-1.5787144411926377,-0.1928507688877342,0.1741056,2.3328951404740412e-05,9909,0.0,-0.0007257448977123846,-0.22267599246988748,-0.2376482373847929,0.0706838984397184,-0.00768510258058086,0.0,51.11584,0.0,-0.07899455942300207,0.0,0.2,0.000279107328,-0.008358391129877418,0.08651123046875,-0.12370627373456955,0.0008617604762548581,9068,0.9899090528488159,1.0015912055969238,-11.356457805633545,0.010800126
-0.5,-0.013058373922846107,-0.16798087694267122,-167.71561995,-0.3850926424105541,0.0,-0.0681311896953495,4218,41822208,0.01,0.0,-0.03848483576874433,0.0,-0.09223949890591113,277.0,-0.34331927411471175,0.6099380480000001,-4.2406254927447943e-08,-0.004311990126762536,0.0,0.0,0.0,-0.2863993306620227,2269,-1.4464909944028426,-0.2077481020881454,0.1741824,2.170133908900122e-05,9914,0.0,-0.0007511694559316056,-0.21451019677547445,-0.23167239827578057,0.06386127127659189,-0.007633157784261534,0.0,51.127359999999996,0.0,-0.072886888924595,0.0,0.2,0.000279098112,-0.0072854967322200535,0.09375,-0.12977421283721924,0.0006904794019646943,9072,0.9918820858001709,1.0020511150360107,-11.359202146530151,0.011106176
-0.5,-0.012289053331711427,-0.19078362244514507,-169.06436207,-0.38201155003334125,0.0,-0.06917590535741212,4218,41840640,0.01,0.0,-0.039763267076977055,0.0,-0.09590749146242106,282.59,-0.34928412686084487,0.609920384,-4.2010730724143116e-08,-0.004326596818535404,0.0,0.0,0.0,-0.28675234370481184,2270,-1.4676234587489005,-0.21358446576940499,0.1742592,1.6275929131855567e-06,9918,0.0,-0.0007462928861255192,-0.22888972556206122,-0.26600730870161005,0.07084026304778362,-0.009577188959358156,0.0,51.13888,0.0,-0.06988119583736466,0.0,0.2,0.000279088896,-0.007369091687723994,0.08868408203125,-0.12593965232372284,0.0007635250687599183,9076,0.992981493473053,1.0014393329620361,-11.357304000854493,0.010570329
-0.5,-0.012766831427330266,-0.16495536616102016,-167.46123888000002,-0.39099940826862706,0.0,-0.06213177133760531,4218,41859072,0.01,0.0,-0.04125483171158086,0.0,-0.08883647813695615,276.14,-0.3398602533912026,0.60990272,-4.267988301014469e-08,-0.0044639800960387535,0.0,0.0,0.0,-0.2878243265630329,2271,-1.367559743156185,-0.23668517133039207,0.174336,1.085058708364765e-06,9922,0.0,-0.000772266916264402,-0.20528889366638722,-0.2384071306847739,0.06615811829532829,-0.007909577116758252,0.0,51.1504,0.0,-0.05773394118968167,0.0,0.2,0.00027907968,-0.007641657278873027,0.1031982421875,-0.12893778085708618,0.0008127337932819501,9080,0.9922524094581604,1.000895619392395,-11.354601716995239,0.012174577
-0.5,-0.012459567108975134,-0.15773997174941093,-167.51218631999996,-0.3918358246190663,0.0,-0.07097628395813103,4218,41877504,0.01,0.0,-0.04107105878318783,0.0,-0.09507035287397227,276.08,-0.33695500822505003,0.609885056,-4.285331257531219e-08,-0.004348047767554587,0.0,0.0,0.0,-0.28517489051445677,2272,-1.464993373123777,-0.21390881791082136,0.1744128,0.0,9927,0.0,-0.0007492681609891046,-0.2277611111066556,-0.22076760714077862,0.0683847244206374,-0.008842735700050576,0.0,51.16192,0.0,-0.06553184336535027,0.0,0.2,0.00027907046399999996,-0.006991298485081643,0.09447021484375,-0.12788505852222443,0.0007439291919581592,9084,0.9922084808349609,1.0020352602005005,-11.358386945724487,0.011713521
-0.5,-0.012563098490328108,-0.13305910086976003,-169.19324376,-0.3797232192753722,0.0,-0.07047937247742003,4218,41895936,0.01,0.0,-0.037993336245230554,0.0,-0.09266951457883948,282.84,-0.3392340422614555,0.6098673920000001,-4.8240029123187105e-08,-0.004330758449398616,0.0,0.0,0.0,-0.28212343392593064,2273,-1.4095987868271482,-0.20695016826822446,0.1744896,8.680537575855851e-06,9931,0.0,-0.0007675419913417803,-0.22785623188378068,-0.23892842782561427,0.06808938231237273,-0.011280607139471814,0.0,51.17344,0.0,-0.0670186611504109,0.0,0.2,0.000279061248,-0.006960874039214105,0.08349609375,-0.12560750544071198,0.0009504038898739964,9088,0.9892295598983765,1.0019724369049072,-11.359214067459106,0.011074966
-0.5,-0.012521706474363837,-0.16843726385477498,-169.70952824,-0.3940447808889545,0.0,-0.06486173743889517,4218,41914368,0.01,0.0,-0.03877161179822855,0.0,-0.096165993385556,285.38,-0.3384356926874966,0.609849728,-4.181146475801462e-08,-0.004341464059951663,0.0,0.0,0.0,-0.2892592522600599,2274,-1.4564836307740765,-0.20783921688337995,0.1745664,2.224388299509883e-05,9935,0.0,-0.0007621213852439184,-0.20400779574912548,-0.2151821057772693,0.06460526166959543,-0.01085512614938327,0.0,51.184960000000004,0.0,-0.06860147134395615,0.0,0.2,0.000279052032,-0.006853792688343674,0.08203125,-0.13136865198612213,0.000897769263247028,9092,0.9921093583106995,1.0016400814056396,-11.357985830307006,0.009675138
-0.5,-0.0129497947503783,-0.15174964868685314,-167.91170845000005,-0.40214891066152625,0.0,-0.05979225389049944,4218,41932800,0.01,0.0,-0.04043807937376512,0.0,-0.08767453083775316,277.95,-0.3363866505897546,0.609832064,-3.727348911303944e-08,-0.004499760049294534,0.0,0.0,0.0,-0.2921617223251627,2275,-1.3431931636605825,-0.23256786268573798,0.1746432,7.5954594649374485e-06,9940,0.0,-0.0007829950897591954,-0.1988929340713683,-0.2395214258557192,0.06621257783219275,-0.00966128041909542,0.0,51.19648,0.0,-0.05757249971240788,0.0,0.2,0.000279042816,-0.007876182725885883,0.09158935546875,-0.1278436928987503,0.0007306835934286938,9096,0.993168830871582,1.0012621879577637,-11.356281852722168,0.010391462
-0.5,-0.012333537043511865,-0.13539949776777765,-169.73676696,-0.3816802089083484,0.0,-0.06784647862811095,4218,41951232,0.01,0.0,-0.03909261936789902,0.0,-0.09681481239535694,285.33,-0.34753129127436044,0.6098144,-4.8385535415690526e-08,-0.004378080230427664,0.0,0.0,0.0,-0.2796011094848801,2276,-1.4079130925129537,-0.2100655711278452,0.17472,5.42524503543973e-07,9944,0.0,-0.0007658233949179516,-0.21846601514207192,-0.22113070931767695,0.06663688927460626,-0.010448630545094298,0.0,51.208,0.0,-0.06526240967273998,0.0,0.2,0.00027903359999999997,-0.007666099269408732,0.0910888671875,-0.13155123591423035,0.0005495688048540615,9100,0.9943817853927612,1.0016778707504272,-11.357239389419556,0.009990312
-0.5,-0.0121480463880725,-0.1736975229287553,-169.97613469,-0.3864720448956645,0.0,-0.07093739472661073,4218,41969664,0.01,0.0,-0.03870664674606566,0.0,-0.09562471614080773,286.39,-0.32400282661887175,0.6097967360000001,-4.353834113121543e-08,-0.0042405186449567195,0.0,0.0,0.0,-0.2913844958661944,2277,-1.4898715020865416,-0.20017083953413262,0.1747968,5.42524503543973e-07,9948,0.0,-0.0007419877771503854,-0.22624597637710686,-0.23737414836644,0.06759419023769754,-0.00967782638003377,0.0,51.21952,0.0,-0.07398457908326135,0.0,0.2,0.000279024384,-0.006698611564934254,0.086181640625,-0.1293630599975586,0.000700419585336931,9104,0.9934123754501343,1.0025206804275513,-11.360185813903808,0.009869123
-0.5,-0.012803380979519137,-0.16652925332035828,-169.63928035,-0.3803128671131431,0.0,-0.06779699863353256,4218,41988096,0.01,0.0,-0.03956505315116116,0.0,-0.09267667495757174,285.01,-0.34063290492373105,0.609779072,-3.875875132853823e-08,-0.004395607027654725,0.0,0.0,0.0,-0.2906031845415401,2278,-1.4220678916043636,-0.217463626396918,0.1748736,6.239138828176592e-05,9953,0.0,-0.0007656472764405966,-0.20977424894910615,-0.22905160330524715,0.06646299549098127,-0.015882248982153315,0.0,51.23104,0.0,-0.06433250728561939,0.0,0.2,0.000279015168,-0.0070434996858239176,0.084619140625,-0.12659552693367004,0.000644723090226762,9108,0.9937562942504883,1.002504587173462,-11.361351585388183,0.01067347
-0.5,-0.012044077692653378,-0.1503902368295826,-169.46699479,-0.3920923731515773,0.0,-0.06690471472113868,4218,42006528,0.01,0.0,-0.040178495689674826,0.0,-0.09499941267020487,284.6,-0.3351058752701632,0.609761408,-4.439019868364246e-08,-0.004382379556888857,0.0,0.0,0.0,-0.288108593556967,2279,-1.3722744258476107,-0.21064954172016406,0.1749504,5.42524503543973e-07,9957,0.0,-0.0007687882809668842,-0.2192314449848857,-0.2320371375654311,0.06471068663689217,-0.018362319438084442,0.0,51.24256,0.0,-0.06480910276216068,0.0,0.2,0.00027900595199999997,-0.008578016294632108,0.122705078125,-0.12645530700683594,0.0014023068913957104,9112,0.9898554086685181,1.0018155574798584,-11.358699560165405,0.015212054
-0.5,-0.012277407910653734,-0.14378360875981086,-170.62435035999997,-0.3703817026004257,0.0,-0.07003143096344269,4218,42024960,0.01,0.0,-0.03729574934295336,0.0,-0.09541338173473583,289.3,-0.3390008131155514,0.609743744,-4.4660888279937027e-08,-0.004255607883705046,0.0,0.0,0.0,-0.2883204135279272,2280,-1.3990669028801999,-0.19738451617138197,0.1750272,9.765596284220615e-06,9961,0.0,-0.0007554248059875087,-0.22160742984717938,-0.23480507386670002,0.06515433623494428,-0.017445291137038212,0.0,51.25408,0.0,-0.07183265272125877,0.0,0.2,0.000278996736,-0.005831176578067243,0.12469482421875,-0.12289601564407349,0.0034299742605071516,9116,0.9732643365859985,1.0017032623291016,-11.357022571563721,0.013289216
-0.5,-0.012907378691577868,-0.17085242228629233,-170.08267268,-0.39950413217346015,0.0,-0.061676997427107035,4218,42043392,0.01,0.0,-0.040350399810074954,0.0,-0.09203348518692202,287.22,-0.33080449465861217,0.6097260800000001,-4.177213387149615e-08,-0.004570789118465786,0.0,0.0,0.0,-0.28669165225297966,2281,-1.3627611527193177,-0.23181177608009676,0.175104,2.9839342460036278e-05,9966,0.0,-0.0007967134544998127,-0.19961954501420373,-0.21742398506127075,0.06590518303764735,-0.013722147690714337,0.0,51.265600000000006,0.0,-0.05639989339129971,0.0,0.2,0.00027898752,-0.008222884521819651,0.1263427734375,-0.12994319200515747,0.002205114666139707,9120,0.989324688911438,1.001952886581421,-11.359674644470214,0.014131133
-0.5,-0.012146973528057872,-0.14727850304686874,-168.54635746,-0.39372962024414604,0.0,-0.06737678444406586,4218,42061824,0.01,0.0,-0.04036690506569417,0.0,-0.0906494627191843,280.46,-0.33314868159999006,0.609708416,-4.2545857111552234e-08,-0.004443217618587866,0.0,0.0,0.0,-0.2763184145781165,2282,-1.343838640350463,-0.22864113977781017,0.1751808,1.302078211059173e-05,9970,0.0,-0.0007716434147773567,-0.2251372632837207,-0.2520359701958379,0.06833817490832154,-0.010395465971669182,0.0,51.27712,0.0,-0.05729210256759089,0.0,0.2,0.000278978304,-0.00738567269872874,0.10428466796875,-0.12835058569908142,0.0011525253561558203,9124,0.9900998473167419,1.0019464492797852,-11.358575105667114,0.011616495
-0.5,-0.012256762310325174,-0.15412861621657425,-168.92780065000002,-0.3831154668112312,0.0,-0.06446121936834094,4218,42080256,0.01,0.0,-0.04076878395041704,0.0,-0.09345544907207722,282.14,-0.33552770642991336,0.609690752,-4.014863701852357e-08,-0.004440552930984266,0.0,0.0,0.0,-0.28080390499216107,2283,-1.457001345416361,-0.21419577577259813,0.1752576,4.1775075563540064e-05,9974,0.0,-0.0007644556026413998,-0.2035776060623256,-0.22522293903900448,0.06512519726850606,-0.008634673674047614,0.0,51.28864,0.0,-0.06623478921343522,0.0,0.2,0.000278969088,-0.0076170494430698454,0.0918212890625,-0.12300490587949753,0.0008637959632324055,9128,0.991940975189209,1.0018819570541382,-11.358645677566528,0.011232
-0.5,-0.012287737134690243,-0.1660124299069417,-169.43305139,-0.38620423933415254,0.0,-0.06895446563459429,4218,42098688,0.01,0.0,-0.040255912528494586,0.0,-0.09517250116454201,284.04,-0.3481378501811345,0.609673088,-4.321350595678068e-08,-0.004382951317966399,0.0,0.0,0.0,-0.28603924322119434,2284,-1.393096791591879,-0.21713683368044923,0.1753344,0.0,9979,0.0,-0.0007663065234861308,-0.22417444135469802,-0.24482880773844362,0.06760812181921982,-0.008333701315374734,0.0,51.300160000000005,0.0,-0.06276253240687919,0.0,0.2,0.000278959872,-0.007434002659283579,0.0908935546875,-0.12760868668556213,0.0007502449734602123,9132,0.9924303293228149,1.0018199682235718,-11.357551288604736,0.009954097
-0.5,-0.011885689978453356,-0.17262331459613997,-169.10856871,-0.39728556661454434,0.0,-0.0700822499378105,4218,42117120,0.01,0.0,-0.04041965933076538,0.0,-0.09480304806295592,282.57,-0.32653376725735345,0.6096554240000001,-4.04739902290743e-08,-0.004349601136427415,0.0,0.0,0.0,-0.2878347109095596,2285,-1.4882818264222228,-0.20630488872058492,0.1754112,5.42524503543973e-07,9983,0.0,-0.0007527734425237698,-0.21980723271084202,-0.2380393798570739,0.06744131108092913,-0.009826617638787461,0.0,51.311679999999996,0.0,-0.07074723171982376,0.0,0.2,0.000278950656,-0.004928609728813172,0.071826171875,-0.12243706732988358,0.0007295794290257618,9136,0.9919720888137817,1.0019676685333252,-11.359192705154419,0.0077512003
-0.5,-0.0119899793926267,-0.14224603281232615,-169.43903443999997,-0.3788504818393792,0.0,-0.06684790035694688,4218,42135552,0.01,0.0,-0.03896014537966014,0.0,-0.09317455267534831,284.37,-0.3266320232626972,0.60963776,-3.978371890316398e-08,-0.004397121491471933,0.0,0.0,0.0,-0.2843227216434844,2286,-1.3629795448879802,-0.22279478935551586,0.175488,2.007374617581566e-05,9987,0.0,-0.0007691077798120441,-0.21331608006994252,-0.21495500378141819,0.06540258374765691,-0.01884408454902263,0.0,51.3232,0.0,-0.062148751053315826,0.0,0.2,0.00027894144,-0.006379537063185126,0.07169189453125,-0.12457938492298126,0.0007992639148142189,9140,0.9918525815010071,1.0015785694122314,-11.357551288604736,0.009649275
-0.5,-0.012439327589010485,-0.15366967551463037,-169.29774496000002,-0.40139408269544524,0.0,-0.06068390479871474,4218,42153984,0.01,0.0,-0.04018200790019816,0.0,-0.08990228502463185,284.08,-0.32037918391019615,0.609620096,-4.365169608211665e-08,-0.004515486357490266,0.0,0.0,0.0,-0.29267684960247287,2287,-1.3442204289735629,-0.22657308765262263,0.1755648,1.6275832119087379e-06,9992,0.0,-0.000786118398927243,-0.19915417710880085,-0.23020638537631166,0.06293891327952159,-0.011718840978574008,0.0,51.33472,0.0,-0.058783911640691154,0.0,0.2,0.000278932224,-0.00774064859142527,0.11328125,-0.13132935762405396,0.002425680821761489,9144,0.98995041847229,1.0010212659835815,-11.355312299728393,0.014456606
-0.5,-0.012163383772054236,-0.14943294742509267,-168.42974650000005,-0.3899717649415912,0.0,-0.06824121810769156,4218,42172416,0.01,0.0,-0.040534268270756325,0.0,-0.09447452223795194,279.98,-0.33161120759789253,0.609602432,-4.277195541818237e-08,-0.0044373351619208055,0.0,0.0,0.0,-0.27438914486321553,2288,-1.397106587360114,-0.22640793142955942,0.1756416,8.13800337103506e-06,9996,0.0,-0.0007767116463507398,-0.2180240180621231,-0.2327815084434421,0.06856560862015187,-0.009433146567769453,0.0,51.34624,0.0,-0.0639824318952021,0.0,0.2,0.000278923008,-0.007369880680926144,0.1048583984375,-0.12272019684314728,0.00096621626871638,9148,0.9916747212409973,1.0015324354171753,-11.355611944198609,0.011345322
-0.5,-0.012387513858781575,-0.15248526350048736,-167.22773487999999,-0.4028847552412685,0.0,-0.062421522274485435,4218,42190848,0.01,0.0,-0.04262847983276076,0.0,-0.09173056363340913,274.92,-0.32562854588638546,0.609584768,-4.2247655687766713e-08,-0.0045257475527569506,0.0,0.0,0.0,-0.2880390654488998,2289,-1.4191489275691282,-0.2206381423636703,0.1757184,0.0,10001,0.0,-0.000780354449844202,-0.20427130281411576,-0.21885044139287893,0.06570001909721004,-0.008452922062133439,0.0,51.35776,0.0,-0.06148336980037107,0.0,0.2,0.00027891379199999997,-0.0067957852268591525,0.098291015625,-0.12774063646793365,0.0009772830293513835,9152,0.990867555141449,1.0022308826446533,-11.359541177749634,0.0102999965
-0.5,-0.012003241948375591,-0.13393907048944145,-168.73077448999996,-0.3870339798781713,0.0,-0.07047793462824078,4218,42209280,0.01,0.0,-0.04092150406213275,0.0,-0.09121175178086219,281.02,-0.3212793222373556,0.609567104,-4.083190490814281e-08,-0.004420399627029431,0.0,0.0,0.0,-0.2820165909596997,2290,-1.3769500453417798,-0.2166764885142437,0.1757952,1.3020791811868548e-05,10005,0.0,-0.0007682098137124914,-0.234798972683287,-0.24269177413880832,0.0696230431115574,-0.009589666861251721,0.0,51.36928,0.0,-0.062056816784640666,0.0,0.2,0.000278904576,-0.0068757723434828225,0.0898681640625,-0.12553992867469788,0.0007077396963723004,9156,0.9923210740089417,1.001785397529602,-11.357963466644287,0.011005001
-0.5,-0.01264734242924418,-0.15303564513938475,-168.49250286999998,-0.4014759668761631,0.0,-0.06324560709769318,4218,42227712,0.01,0.0,-0.0407617857712633,0.0,-0.09178021523004122,280.06,-0.3438245094268945,0.60954944,-4.521941796337733e-08,-0.004580315988968967,0.0,0.0,0.0,-0.2791159111583463,2291,-1.3622076835432777,-0.22404556606654513,0.175872,9.223062079399824e-06,10009,0.0,-0.0007962724294913157,-0.2083456242170241,-0.22244095062511038,0.06498158147552859,-0.010663476303711327,0.0,51.3808,0.0,-0.05772768282557303,0.0,0.2,0.00027889536,-0.005839073820970953,0.09464111328125,-0.12396962940692902,0.0007636404974618926,9160,0.9926401376724243,1.0012760162353516,-11.356627607345581,0.009158397
-0.5,-0.012164111377455872,-0.1602481783270897,-169.77625915000002,-0.4016769027989669,0.0,-0.0688132395286964,4218,42246144,0.01,0.0,-0.03890801716609527,0.0,-0.09485417678588519,285.11,-0.32554739635856567,0.609531776,-4.19761840532032e-08,-0.004428399145057649,0.0,0.0,0.0,-0.2828801499361578,2292,-1.4215839002348158,-0.21277609000882688,0.1759488,3.526467480696738e-05,10014,0.0,-0.0007737346109393473,-0.21938060302782764,-0.21446606241631597,0.06750348431980947,-0.01336312399911953,0.0,51.39232,0.0,-0.06379596216415778,0.0,0.2,0.00027888614399999997,-0.006955371791264042,0.0888671875,-0.12170086055994034,0.0007023457568720914,9164,0.9917190074920654,1.000922679901123,-11.353187847137452,0.011426913
-0.5,-0.01234911109182663,-0.15461536476789464,-169.59900746,-0.3973440633670797,0.0,-0.06543284048981066,4218,42264576,0.01,0.0,-0.039920208493949644,0.0,-0.08946537233834634,284.83,-0.3346646857114684,0.609514112,-3.8309802902618386e-08,-0.004448855675961145,0.0,0.0,0.0,-0.2810035815029217,2293,-1.4369173184987167,-0.2276656164575645,0.1760256,9.765596284220615e-06,10018,0.0,-0.0007706803363364415,-0.2065171477913966,-0.21454473418291126,0.06606420496900141,-0.012873493262708912,0.0,51.40384,0.0,-0.06745055162073856,0.0,0.2,0.000278876928,-0.005035707121714949,0.1016357421875,-0.12683434784412384,0.0009393511980306357,9168,0.9925627112388611,1.001726508140564,-11.355873775482177,0.010411863
-0.5,-0.012050003448683646,-0.15385520684416823,-167.96355772000004,-0.4000984323506527,0.0,-0.0659880183883393,4218,42283008,0.01,0.0,-0.041077960456024666,0.0,-0.09171360249861973,278.09,-0.32382411975014624,0.609496448,-4.1178483613307895e-08,-0.00444560325257904,0.0,0.0,0.0,-0.28480170709728336,2294,-1.4018175247030582,-0.21479673729633453,0.1761024,1.1935742804780602e-05,10022,0.0,-0.0007750369487914363,-0.2149514489085461,-0.23753218721859243,0.06749040551368121,-0.007945247473091714,0.0,51.41536,0.0,-0.06634342010622206,0.0,0.2,0.000278867712,-0.007910063257440925,0.108837890625,-0.12360894680023193,0.000930364933446981,9172,0.9922621846199036,1.002562403678894,-11.360152959823608,0.012081251
-0.5,-0.011991366028447028,-0.18152023077048343,-168.97529652,-0.386948998106247,0.0,-0.0669674075118462,4218,42301440,0.01,0.0,-0.04001881831854344,0.0,-0.09441553457638385,282.36,-0.3242120945535167,0.609478784,-4.078741563872504e-08,-0.004459299286543381,0.0,0.0,0.0,-0.2853163187264864,2295,-1.424582809373292,-0.21501678324788376,0.1761792,1.0308130489041408e-05,10027,0.0,-0.0007827486530090717,-0.2159750053362794,-0.2514121926117715,0.06679871642896144,-0.010159328098072566,0.0,51.42688,0.0,-0.06666623685867007,0.0,0.2,0.000278858496,-0.007202296494506299,0.10904541015625,-0.12226243317127228,0.0005367986203054897,9176,0.9943872690200806,1.0022289752960205,-11.360389232635498,0.0106005035
-0.5,-0.012114010748870389,-0.16057859090964716,-170.00372235999998,-0.39530071640211684,0.0,-0.06822172329082016,4218,42319872,0.01,0.0,-0.041587552617044735,0.0,-0.09389903466006,286.41,-0.32287033460240566,0.60946112,-4.378452616072749e-08,-0.004500620708127897,0.0,0.0,0.0,-0.2815828613547162,2296,-1.4170450549803275,-0.2204667376219528,0.176256,1.0850654992585381e-05,10031,0.0,-0.0007850760605910485,-0.21926237729679382,-0.2397525390829403,0.06828924198608356,-0.009185208015777688,0.0,51.4384,0.0,-0.06363966755155435,0.0,0.2,0.00027884928,-0.006277937558479607,0.08753662109375,-0.12147322297096252,0.000861222977982834,9180,0.9922425150871277,1.00205659866333,-11.359519577026367,0.010218287
