time/time_elapsed,reward_terms/stand,reward_terms/foot_ahead,ankle/ankle_spring_energy_peak,time/total_timesteps,time/fps,reward_terms/residual,curriculum/swing_frac_mean,curriculum/ctrl_jitter_ms,reward_terms/residual_rate,reward_terms/motor_vel,reward_terms/clearance,curriculum/swing_frac_min,curriculum/ctrl_drop_prob,reward_terms/assist_pen,reward_terms/stop,reward_terms/vz,time/iterations,rollout/ep_rew_mean,curriculum/cmd_scale,reward_terms/stance,reward_terms/overrun,rollout/ep_len_mean,reward_terms/duty_sym,reward_terms/foot_slip,reward_terms/height,reward_terms/time,reward_terms/track_yaw,reward_terms/fwd_speed,ankle/ankle_spring_trq_peak,reward_terms/torque,curriculum/cmd_track_err,reward_terms/alive,reward_terms/phase_contact,reward_terms/step_rate,curriculum/ent_coef,reward_terms/stance_time,reward_terms/stand_drift,reward_terms/energy,ankle/ankle_defl_peak,reward_terms/angmom,curriculum/stance_ratio,curriculum/dr_scale,reward_terms/track_lin,reward_terms/air_time,reward_terms/upright,est/vel_rmse,reward_terms/hip_roll,reward_terms/lat_vel,reward_terms/ang_xy,curriculum/eff_scale,reward_terms/action_rate,reward_terms/coef_rate,train/policy_gradient_loss,train/n_updates,train/std,train/learning_rate,train/entropy_loss,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress,curriculum/stance_ratio_progress,curriculum/eff_scale_progress,curriculum/ctrl_jitter_ms_progress
4178,1.960340597486284,0.0,0.0,24182784,5786,-0.10648282289819883,0.05075412326388889,1.163980800000001,0.0,-1.510019226498486e-05,0.0,0.024739583333333332,0.014549760000000012,0.0,0.0,-0.016155503530944422,1312,2894.1763954300004,0.0,-0.027158833064435388,0.0,1878.41,0.0,-0.12496817849667259,-0.007627681495944004,0.0,1.9999896691545196,0.0,0.0,-0.013879764724690226,0.21007775398516068,0.0,0.0,-0.001236979166666664,0.01,0.0,-0.004931233022277582,-0.00026161522971207047,0.504474195682682,-0.03124899899874341,0.6922401279999999,0.29099520000000023,3.194517816280865,0.0,-0.052696762640627254,0.21942823715021295,-0.01924127836110075,-0.004499566494325816,-0.03508651026560237,0.03394944000000045,-0.08488853006563035,-0.5419914342523716,-0.011930873122764751,44293,1.001754879951477,0.00023958911999999997,-36.91478023529053,423.3076171875,0.0132402135,1096.9159942626952,0.16190185546875,0.2,0.9816151261329651,0.29099520000000023,0.29099520000000023,0.09699840000000129,0.09699840000000129,0.29099520000000023
4181,2.0119184284540403,0.0,0.0,24201216,5787,-0.10635625192737592,0.04890950520833333,1.164902400000001,0.0,-1.5607328418933353e-05,0.0,0.018934461805555556,0.014561280000000013,0.0,0.0,-0.021983666338247748,1313,3030.03133377,0.0,-0.03880394271242541,0.0,1941.96,0.0,-0.11799595889749624,-0.008968565284055631,0.0,1.9999898480854665,0.0,0.0,-0.014202322573837403,0.4498817341324751,0.0,0.0,-0.0011067708333333316,0.01,0.0,-0.01489543054200454,-0.00026598907242074177,0.5052205168319208,-0.04050558077476011,0.6922339839999998,0.29122560000000025,3.1866531571866137,0.0,-0.06366011126833501,0.22068724954947946,-0.019522396640303023,-0.0036003612243807534,-0.039685115976920815,0.03397632000000045,-0.08240586632362308,-0.5233815442770794,-0.011609302461147308,44297,1.0013734102249146,0.00023954304,-36.909318923950195,582.3566284179688,0.013636345,1240.7930541992187,0.14129638671875,0.2,0.985134482383728,0.29122560000000025,0.29122560000000025,0.09707520000000129,0.09707520000000129,0.29122560000000025
4185,2.046839230377352,0.0,0.0,24219648,5787,-0.10665878871549712,0.03564453125,1.165824000000001,0.0,-1.4094084338196638e-05,0.0,0.018174913194444444,0.014572800000000014,0.0,0.0,-0.012675115676783191,1314,3122.6646613199996,0.0,-0.038244681003828634,0.0,1985.03,0.0,-0.08298524560222291,-0.007826856761219922,0.0,1.9999924217795906,0.0,0.0,-0.014685195726382097,0.1813928208874721,0.0,0.0,-0.0008572048611111098,0.01,0.0,-0.003213990299219725,-0.00025993361312933144,0.5073754264698869,-0.01910667465644267,0.6922278399999998,0.29145600000000027,3.3099227681742738,0.0,-0.03421860370987961,0.20382876623074023,-0.021028439523216425,-0.0045601339021384985,-0.03334549485656248,0.03400320000000045,-0.08228785027324796,-0.534903717531533,-0.013900329216266983,44301,1.0014146566390991,0.00023949695999999997,-36.909453773498534,194.6542205810547,0.01220348,802.2557922363281,0.1268310546875,0.2,0.9897834658622742,0.29145600000000027,0.29145600000000027,0.09715200000000129,0.09715200000000129,0.29145600000000027
4188,1.999765138697134,0.0,0.0,24238080,5787,-0.10597791660735065,0.047417534722222224,1.1667456000000012,0.0,-1.4800500333367879e-05,0.0,0.020290798611111112,0.014584320000000015,0.0,0.0,-0.01580739954086681,1315,3242.57017013,0.0,-0.03649867210707646,0.0,2046.24,0.0,-0.09956258994736132,-0.00819719697416995,0.0,1.9999906130660432,0.0,0.0,-0.01432946301315157,0.3505746850808543,0.0,0.0,-0.001182725694444442,0.01,0.0,-0.008944299702122306,-0.0002620386995415335,0.504540673893314,-0.03391428846885625,0.6922216959999998,0.2916864000000003,3.1960057279079397,0.0,-0.04850518285136974,0.2181242012484772,-0.021809287406912917,-0.00442350240693383,-0.03586421374377528,0.03403008000000045,-0.08448780005434571,-0.517292471220975,-0.014017508784309029,44305,1.0021193027496338,0.00023945088,-36.91544666290283,328.5057373046875,0.016299251,696.5867141723633,0.18179931640625,0.2,0.9900221824645996,0.2916864000000003,0.2916864000000003,0.0972288000000013,0.0972288000000013,0.2916864000000003
4191,1.9297725352475597,0.0,0.0,24256512,5787,-0.10656163615648134,0.04627821180555555,1.1676672000000012,0.0,-1.4278495445868005e-05,0.0,0.03369140625,0.014595840000000016,0.0,0.0,-0.011325067149122887,1316,3177.0287002799996,0.0,-0.030208465279534233,0.0,2014.57,0.0,-0.10618133512854618,-0.00699779113715964,0.0,1.9999917040410464,0.0,0.0,-0.013925607427598023,0.29506059624889985,0.0,0.0,-0.001236979166666664,0.01,0.0,-0.002538102846455054,-0.00025502909042510316,0.5013937389971748,-0.01690432884764324,0.6922155519999998,0.2919168000000003,3.1393105058572903,0.0,-0.029919150631039518,0.23182276436869215,-0.020716560737846633,-0.004959605173880763,-0.029556134626755066,0.03405696000000045,-0.0843543955084153,-0.5291842970883598,-0.013979071704670786,44309,1.002408504486084,0.00023940479999999997,-36.921553993225096,380.8396301269531,0.016895344,1043.6336669921875,0.1671875,0.2,0.9862576723098755,0.2919168000000003,0.2919168000000003,0.0973056000000013,0.0973056000000013,0.2919168000000003
4194,1.8339135341286064,0.0,0.0,24274944,5787,-0.10633974627122052,0.04994032118055555,1.1685888000000013,0.0,-1.558636870428853e-05,0.0,0.013943142361111112,0.014607360000000017,0.0,0.0,-0.017497596663744522,1317,3030.1644456199997,0.0,-0.026911321772181834,0.0,1933.68,0.0,-0.12392178570383788,-0.008356202090046264,0.0,1.9999889034606828,0.0,0.0,-0.01412602686556604,0.2677239261708522,0.0,0.0,-0.0014322916666666635,0.01,0.0,-0.0060410504923007705,-0.0002602654131785098,0.5035072996351224,-0.0364281722616971,0.6922094079999999,0.29214720000000033,3.059653200294047,0.0,-0.0556934181001293,0.2385221654855489,-0.024968933583283823,-0.004445091887393791,-0.03938962629028965,0.034083840000000455,-0.08249075858040116,-0.5364549039777189,-0.012750908522866667,44313,1.0023003816604614,0.00023935872,-36.920792961120604,475.5111083984375,0.01265304,786.6669723510743,0.1415283203125,0.2,0.9894930720329285,0.29214720000000033,0.29214720000000033,0.0973824000000013,0.0973824000000013,0.29214720000000033
4197,1.9910504147558303,0.0,0.0,24293376,5787,-0.10635199311651485,0.05251736111111111,1.1695104000000014,0.0,-1.5776967931364352e-05,0.0,0.017740885416666668,0.014618880000000018,0.0,0.0,-0.023551651852577966,1318,3112.4079305300006,0.0,-0.029989570295313035,0.0,1981.73,0.0,-0.1263143878738756,-0.009476792809500775,0.0,1.9999821094079016,0.0,0.0,-0.014824083199900152,0.41280284895894703,0.0,0.0,-0.001475694444444441,0.01,0.0,-0.001961496129801107,-0.0002642622852244842,0.50753442010793,-0.039729654961472086,0.6922032639999999,0.29237760000000035,3.111145821686259,0.0,-0.06466991713929716,0.22508849582527038,-0.02297145187843633,-0.006013040024484714,-0.04000900192704579,0.034110720000000455,-0.08124385722540113,-0.5288551922768319,-0.013012709666509182,44317,1.0023961067199707,0.00023931263999999998,-36.91967887878418,461.4954833984375,0.016893381,847.337809753418,0.1683349609375,0.2,0.9907122850418091,0.29237760000000035,0.29237760000000035,0.0974592000000013,0.0974592000000013,0.29237760000000035
4200,2.133721509088143,0.0,0.0,24311808,5788,-0.10631609818699657,0.04296875,1.1704320000000015,0.0,-1.5808295722144948e-05,0.0,0.011067708333333334,0.014630400000000019,0.0,0.0,-0.01895862250663551,1319,2859.6565957300004,0.0,-0.03577609796614797,0.0,1855.96,0.0,-0.10315981879204038,-0.009033115341920053,0.0,1.9999908976570602,0.0,0.0,-0.015336794403180011,0.39118976048224524,0.0,0.0,-0.0011393229166666644,0.01,0.0,-0.006471789798340179,-0.000274708037869052,0.5070576025301454,-0.03287399267938483,0.6921971199999999,0.29260800000000037,3.293283718570651,0.0,-0.05382766746443265,0.21179004855184794,-0.022194248461823,-0.004376763061048827,-0.03824740848178413,0.034137600000000455,-0.08066015466293325,-0.5054224467846336,-0.012390931963454931,44321,1.002061367034912,0.00023926656,-36.91923427581787,279.37744140625,0.0143556725,473.6174835205078,0.164501953125,0.2,0.9936454892158508,0.29260800000000037,0.29260800000000037,0.0975360000000013,0.0975360000000013,0.29260800000000037
4203,2.2478991539315722,0.0,0.0,24330240,5788,-0.10657157997787246,0.019124348958333336,1.1713536000000015,0.0,-1.2952899380952316e-05,0.0,0.006239149305555556,0.01464192000000002,0.0,0.0,-0.010485371025073064,1320,2819.67789349,0.0,-0.04146741091325335,0.0,1830.33,0.0,-0.07164861183421567,-0.0081776774096242,0.0,1.9999932249974752,0.0,0.0,-0.015970873625369475,0.25125179350536553,0.0,0.0,-0.00048828125,0.01,0.0,-0.005525683084901297,-0.0002599916862363309,0.5036818257268023,-0.01630856825414071,0.6921909759999999,0.2928384000000004,3.47672283992513,0.0,-0.029343574376890207,0.19274147603561312,-0.019691836889536334,-0.002765528598938394,-0.03056354545508069,0.034164480000000455,-0.07993898906594712,-0.4915637406780109,-0.01111481615807861,44325,1.0017180442810059,0.00023922047999999998,-36.91298274993896,207.77548217773438,0.012541575,516.2618576049805,0.134375,0.2,0.9911316633224487,0.2928384000000004,0.2928384000000004,0.0976128000000013,0.0976128000000013,0.2928384000000004
4206,2.049991670878551,0.0,0.0,24348672,5788,-0.10651357420177082,0.03282335069444445,1.1722752000000016,0.0,-1.3985721150651758e-05,0.0,0.012315538194444444,0.014653440000000021,0.0,0.0,-0.012163635158587333,1321,2792.40902493,0.0,-0.031342883549431065,0.0,1811.77,0.0,-0.10662724933793395,-0.007696420610378122,0.0,1.999991803894031,0.0,0.0,-0.015191584849490966,0.22065219151043888,0.0,0.0,-0.0009223090277777762,0.01,0.0,-0.006872334126821442,-0.00026296569190234926,0.5013239517158509,-0.025109446124680405,0.6921848319999998,0.2930688000000004,3.2892724540739895,0.0,-0.040562468582746924,0.19706855977302598,-0.017504738689303495,-0.003123419669375475,-0.0335283233254477,0.034191360000000455,-0.08312027095616935,-0.5182210188212856,-0.011214001942425967,44329,1.0017637014389038,0.0002391744,-36.9143424987793,396.5970458984375,0.0143340845,893.4797180175781,0.17159423828125,0.2,0.9833521246910095,0.2930688000000004,0.2930688000000004,0.0976896000000013,0.0976896000000013,0.2930688000000004
4209,2.104177305732121,0.0,0.0,24367104,5788,-0.10603170902251029,0.0439453125,1.1731968000000017,0.0,-1.4907946601102954e-05,0.0,0.015896267361111112,0.014664960000000022,0.0,0.0,-0.012488923480204896,1322,2766.34362439,0.0,-0.03391837659028591,0.0,1814.99,0.0,-0.06842018899446167,-0.007827324414383139,0.0,1.9999899559838608,0.0,0.0,-0.015453030084657605,0.23796211411687063,0.0,0.0,-0.0010091145833333315,0.01,0.0,-0.00585199245871865,-0.0002665074290906248,0.5040534120891972,-0.02470541537043616,0.6921786879999998,0.2932992000000004,3.319238697807365,0.0,-0.03382529351922367,0.20939908814290903,-0.016975875254882783,-0.003480003215978798,-0.03461452130114378,0.034218240000000455,-0.08103557397542566,-0.4956293699624436,-0.011111739050829784,44333,1.0017666816711426,0.00023912832,-36.912299919128415,453.0354309082031,0.012285803,760.805534362793,0.10870361328125,0.2,0.9903769493103027,0.2932992000000004,0.2932992000000004,0.09776640000000131,0.09776640000000131,0.2932992000000004
4212,2.097045447467287,0.0,0.0,24385536,5788,-0.10657730796868709,0.03431532118055555,1.1741184000000018,0.0,-1.3076679343369271e-05,0.0,0.018391927083333332,0.014676480000000023,0.0,0.0,-0.009816553714515034,1323,2789.54612396,0.0,-0.03232307716451841,0.0,1825.55,0.0,-0.10015368983559586,-0.007741528309782685,0.0,1.9999930131476091,0.0,0.0,-0.015545887074214297,0.22941478722373856,0.0,0.0,-0.0010633680555555535,0.01,0.0,-0.0008995453496446391,-0.00025792291525354955,0.501992216257658,-0.013922863507593444,0.6921725439999998,0.29352960000000045,3.3827974983665627,0.0,-0.02323059649332159,0.21478696419451968,-0.02013843814514086,-0.004986049156577877,-0.031881696777850826,0.034245120000000455,-0.08254501901551883,-0.5142273752967034,-0.01298844013363123,44337,1.002081036567688,0.00023908224000000002,-36.91660423278809,355.4368896484375,0.014595693,901.477001953125,0.141552734375,0.2,0.9861425757408142,0.29352960000000045,0.29352960000000045,0.09784320000000131,0.09784320000000131,0.29352960000000045
4215,2.215661014518245,0.0,0.0,24403968,5788,-0.10584213988361854,0.046088324652777776,1.1750400000000019,0.0,-1.5630557182238913e-05,0.0,0.022298177083333332,0.014688000000000024,0.0,0.0,-0.019559193201800294,1324,2675.20873653,0.0,-0.036843219496131965,0.0,1779.5,0.0,-0.07388435817327878,-0.009563276092574615,0.0,1.999990200357364,0.0,0.0,-0.01581002087519861,0.6505422373749636,0.0,0.0,-0.001052517361111109,0.01,0.0,-0.007483479126389784,-0.00026889434012446916,0.5040111265643252,-0.03803928585878838,0.6921663999999998,0.29376000000000047,3.40272543148188,0.0,-0.051862280907439336,0.21960992048338973,-0.018860188436588363,-0.0034443345711264606,-0.037245174654978494,0.034272000000000455,-0.08103027570502964,-0.48247177533244145,-0.011653515964280815,44341,1.001848816871643,0.00023903616,-36.91569919586182,359.4290771484375,0.012438061,720.4301116943359,0.1471435546875,0.2,0.9898187518119812,0.29376000000000047,0.29376000000000047,0.09792000000000131,0.09792000000000131,0.29376000000000047
4218,2.141240976465399,0.0,0.0,24422400,5788,-0.10678996909124393,0.022677951388888888,1.175961600000002,0.0,-1.2481306126104358e-05,0.0,0.006130642361111111,0.014699520000000025,0.0,0.0,-0.006488921919328745,1325,2624.42224892,0.0,-0.0408070894404801,0.0,1755.49,0.0,-0.06352905167452853,-0.007443223939130172,0.0,1.9999925334624133,0.0,0.0,-0.01602596307802118,0.14684063731023314,0.0,0.0,-0.0006076388888888885,0.01,0.0,-0.000936369189832815,-0.00025671773025444177,0.5007161129847065,-0.009982863178260495,0.6921602559999999,0.2939904000000005,3.435446407795278,0.0,-0.020269828245849095,0.17255357066832913,-0.01685745232719836,-0.002681271482485247,-0.02862973150048359,0.034298880000000455,-0.08071262120060509,-0.5023973177166252,-0.012935427570482716,44345,1.0029658079147339,0.00023899007999999997,-36.92461757659912,432.6280212402344,0.025974566,981.0001770019531,0.23966064453125,0.2,0.9843843579292297,0.2939904000000005,0.2939904000000005,0.09799680000000131,0.09799680000000131,0.2939904000000005
4221,2.0173664862884717,0.0,0.0,24440832,5788,-0.10701678366634584,0.039713541666666664,1.176883200000002,0.0,-1.321732544385599e-05,0.0,0.017198350694444444,0.014711040000000026,0.0,0.0,-0.011018653162611235,1326,2525.3906578,0.0,-0.030255239110071736,0.0,1712.64,0.0,-0.08180611284009234,-0.00797657741820066,0.0,1.9999912541324991,0.0,0.0,-0.015107304775391526,0.24924462813024137,0.0,0.0,-0.0010633680555555535,0.01,0.0,-0.00033734576222802285,-0.0002578546522808624,0.5022999855547954,-0.017458204041981746,0.6921541119999999,0.2942208000000005,3.378552154433872,0.0,-0.0325094622283605,0.22322131282099403,-0.017077025256556397,-0.003181929111715562,-0.03262960276793467,0.034325760000000455,-0.08100355218525536,-0.5074241536865514,-0.009745456458767876,44349,1.002582311630249,0.000238944,-36.9268159866333,567.7887573242188,0.019977182,1050.4958801269531,0.266259765625,0.2,0.9820346236228943,0.2942208000000005,0.2942208000000005,0.09807360000000132,0.09807360000000132,0.2942208000000005
4224,1.967289725533853,0.0,0.0,24459264,5789,-0.10661416635610424,0.04958767361111111,1.177804800000002,0.0,-1.4152144046767423e-05,0.0,0.015679253472222224,0.014722560000000027,0.0,0.0,-0.011797349283406085,1327,2606.7545991100005,0.0,-0.022223968519843165,0.0,1750.73,0.0,-0.10074630256279091,-0.007873931583267633,0.0,1.9999906610728289,0.0,0.0,-0.015235386892775257,0.2778442568356982,0.0,0.0,-0.0011935763888888864,0.01,0.0,-0.001165635828173338,-0.0002648162492218628,0.5031660559685782,-0.02362954622080181,0.6921479679999999,0.2944512000000005,3.23490888177844,0.0,-0.0386053123496765,0.2184780593321535,-0.020360604986969805,-0.007300709317990263,-0.0347992184667427,0.03435264000000046,-0.0817997972070069,-0.5214326206685409,-0.011889810801949351,44353,1.0018360614776611,0.00023889792000000002,-36.91403026580811,364.2073669433594,0.014191653,1012.331640625,0.17901611328125,0.2,0.9852635860443115,0.2944512000000005,0.2944512000000005,0.09815040000000132,0.09815040000000132,0.2944512000000005
4228,1.857662930374655,0.0,0.0,24477696,5789,-0.10658812641705667,0.044921875,1.1787264000000022,0.0,-1.4877444018017061e-05,0.0,0.017361111111111112,0.014734080000000028,0.0,0.0,-0.020120668219731186,1328,2640.03654337,0.0,-0.02807613289007877,0.0,1762.7,0.0,-0.12058267066995522,-0.0093613826414003,0.0,1.9999881941310929,0.0,0.0,-0.014282953746854494,0.355538423179683,0.0,0.0,-0.0010199652777777759,0.01,0.0,-0.005783050488303142,-0.00026736787995769803,0.5049212248225222,-0.03135641693284826,0.6921418239999999,0.29468160000000054,3.0155605122625095,0.0,-0.05475692553510837,0.24816417173494001,-0.03309170504750375,-0.007461426217742331,-0.036479795633092546,0.03437952000000046,-0.08254102225042419,-0.5283706046848472,-0.01055026834947057,44357,1.0017763376235962,0.00023885184,-36.915147399902345,496.75836181640625,0.011788448,907.0027954101563,0.142431640625,0.2,0.9877334237098694,0.29468160000000054,0.29468160000000054,0.09822720000000132,0.09822720000000132,0.29468160000000054
4231,2.043998164382749,0.0,0.0,24496128,5789,-0.10628763636754668,0.044623480902777776,1.1796480000000023,0.0,-1.4377590835869184e-05,0.0,0.013617621527777778,0.014745600000000029,0.0,0.0,-0.013146184537462207,1329,2788.0873320700002,0.0,-0.056243507828697234,0.0,1847.41,0.0,-0.09966154095843606,-0.00830022850297585,0.0,1.9999899019031306,0.0,0.0,-0.014740165211497538,0.3214390352794313,0.0,0.0,-0.001236979166666664,0.01,0.0,-0.0031887476674560674,-0.0002635395411924229,0.5029476649101644,-0.02246452318028927,0.6921356799999998,0.29491200000000056,3.3336284385296504,0.0,-0.03596621738393797,0.22290977466630477,-0.03019843983943479,-0.004761067603399804,-0.03478825669897553,0.03440640000000046,-0.08144512097947475,-0.5209161601158906,-0.01488707133103162,44361,1.0017136335372925,0.00023880575999999997,-36.91306476593017,192.4831085205078,0.013944969,553.3535461425781,0.1279541015625,0.2,0.9930316209793091,0.29491200000000056,0.29491200000000056,0.09830400000000132,0.09830400000000132,0.29491200000000056
4235,2.0723810318495755,0.0,0.0,24514560,5788,-0.10650165827183154,0.039523654513888895,1.1805696000000023,0.0,-1.4198556578054431e-05,0.0,0.014865451388888888,0.01475712000000003,0.0,0.0,-0.01751338900788638,1330,2892.2001270100004,0.0,-0.0468241997412582,0.0,1897.13,0.0,-0.07472843024066639,-0.009096951968684328,0.0,1.9999922244221249,0.0,0.0,-0.01487332462222379,0.25135253631906823,0.0,0.0,-0.0011067708333333311,0.01,0.0,-0.004393777725443255,-0.0002591062908859126,0.5057936563766005,-0.03150993481875203,0.6921295359999998,0.2951424000000006,3.2850118857938955,0.0,-0.04307790824588651,0.22156419980697806,-0.022459952708365143,-0.004244695133248661,-0.037780158703522665,0.03443328000000046,-0.08048113798030167,-0.5147205537184631,-0.014663530536927283,44365,1.0018435716629028,0.00023875968,-36.913437843322754,73.45207214355469,0.013884777,299.4552505493164,0.133447265625,0.2,0.9949263334274292,0.2951424000000006,0.2951424000000006,0.09838080000000132,0.09838080000000132,0.2951424000000006
4238,2.004373121479601,0.0,0.0,24532992,5788,-0.1063094250132351,0.03455946180555555,1.1814912000000024,0.0,-1.4475651264842151e-05,0.0,0.016221788194444444,0.01476864000000003,0.0,0.0,-0.010612099499205739,1331,2821.4345289499997,0.0,-0.03111417263939914,0.0,1866.26,0.0,-0.08765602250184351,-0.008062008170838887,0.0,1.9999918547261406,0.0,0.0,-0.014993598088257077,0.1957351784131424,0.0,0.0,-0.000944010416666665,0.01,0.0,-0.0016611892873673862,-0.0002682513218224529,0.503575734559969,-0.01721963153362137,0.6921233919999998,0.2953728000000006,3.2824000709682117,0.0,-0.02378347612135693,0.20684803647252084,-0.01765677012395614,-0.0044072902739428375,-0.03407683613554231,0.03446016000000046,-0.08357905970775809,-0.5268468511562906,-0.013600281582330353,44369,1.0022408962249756,0.00023871359999999998,-36.91963787078858,724.099365234375,0.017581161,1246.2490692138672,0.1966552734375,0.2,0.9817876815795898,0.2953728000000006,0.2953728000000006,0.09845760000000132,0.09845760000000132,0.2953728000000006
4241,1.9765954629485418,0.0,0.0,24551424,5788,-0.10668561821701515,0.038140190972222224,1.1824128000000025,0.0,-1.3977161248961597e-05,0.0,0.014485677083333334,0.014780160000000032,0.0,0.0,-0.013556763806890894,1332,2979.3623167299993,0.0,-0.02294950615747167,0.0,1956.21,0.0,-0.09330540011465357,-0.008271416972078833,0.0,1.9999908026451838,0.0,0.0,-0.014796874558419656,0.3708815650920073,0.0,0.0,-0.001074218749999998,0.01,0.0,-0.002216501316393371,-0.00026157310509598587,0.5048853348152875,-0.018346962804461367,0.6921172479999999,0.2956032000000006,3.151374037662373,0.0,-0.0342241442513802,0.2107899909472838,-0.021034418877808332,-0.0050041019606047584,-0.03188747643901143,0.03448704000000046,-0.08295506924397109,-0.5249248091156477,-0.012657804669288453,44373,1.0018227100372314,0.00023866752,-36.91524066925049,457.023681640625,0.013805127,765.6889617919921,0.15716552734375,0.2,0.9879365563392639,0.2956032000000006,0.2956032000000006,0.09853440000000133,0.09853440000000133,0.2956032000000006
4244,1.8703848713644002,0.0,0.0,24569856,5788,-0.10624456218557606,0.05384657118055555,1.1833344000000026,0.0,-1.5397672637910528e-05,0.0,0.017957899305555556,0.014791680000000033,0.0,0.0,-0.01574950015946492,1333,2828.3201460200003,0.0,-0.019550515919858614,0.0,1887.02,0.0,-0.09727844033804411,-0.008267511405184908,0.0,1.9999900171112064,0.0,0.0,-0.014430091494911099,0.22544808678132086,0.0,0.0,-0.0013671874999999969,0.01,0.0,-0.004942927358939263,-0.00025963723957985705,0.5041913705364998,-0.023079205722448096,0.6921111039999999,0.29583360000000064,3.1209954952873034,0.0,-0.041780970580234375,0.23002218366235266,-0.020536334634207662,-0.005015671605825026,-0.03406357165828477,0.03451392000000046,-0.08270433770130572,-0.5209830616240472,-0.012307856330880895,44377,1.0015015602111816,0.00023862143999999998,-36.90950813293457,386.3663330078125,0.011797052,902.9320281982422,0.13101806640625,0.2,0.9880395531654358,0.29583360000000064,0.29583360000000064,0.09861120000000133,0.09861120000000133,0.29583360000000064
4247,2.019505632452299,0.0,0.0,24588288,5788,-0.1065733085200287,0.041178385416666664,1.1842560000000026,0.0,-1.4692253644958651e-05,0.0,0.011610243055555556,0.014803200000000034,0.0,0.0,-0.017184009700325898,1334,2940.857105960001,0.0,-0.01913909957360976,0.0,1948.25,0.0,-0.08751065045671143,-0.009391158480531396,0.0,1.9999914793768783,0.0,0.0,-0.014716732426217786,0.31952361388861816,0.0,0.0,-0.00112847222222222,0.01,0.0,-0.0007101139068759956,-0.00025838075084562873,0.5032596654556146,-0.020550673061846023,0.6921049599999999,0.29606400000000066,3.270091231184072,0.0,-0.0349560187906643,0.21434718748184636,-0.027281347974690694,-0.004879701247760146,-0.03319783154845515,0.03454080000000046,-0.08018050396867944,-0.5103085914983896,-0.013396637554978951,44381,1.0021164417266846,0.00023857536,-36.9181791305542,421.81329345703125,0.0151268,1041.1216125488281,0.16705322265625,0.2,0.987047553062439,0.29606400000000066,0.29606400000000066,0.09868800000000133,0.09868800000000133,0.29606400000000066
4250,2.158329244344602,0.0,0.0,24606720,5789,-0.10675824655051815,0.03908962673611111,1.1851776000000027,0.0,-1.4196831123598124e-05,0.0,0.012315538194444444,0.014814720000000035,0.0,0.0,-0.01390497125293607,1335,3121.0052959299996,0.0,-0.020521538486028796,0.0,2049.47,0.0,-0.06971013330843892,-0.00920428751175396,0.0,1.9999911735015101,0.0,0.0,-0.016037091636953816,0.34475156187459605,0.0,0.0,-0.0009657118055555539,0.01,0.0,-0.0018095021704077107,-0.00026209620667324554,0.5009009970486493,-0.02240393841629785,0.6920988159999999,0.2962944000000007,3.271484569976363,0.0,-0.043027359830575214,0.21531701414029697,-0.02972539997361133,-0.006078060162845568,-0.03556759627063631,0.03456768000000046,-0.08052939492473087,-0.49901866805708894,-0.013935359549941495,44385,1.0023623704910278,0.00023852927999999999,-36.919710350036624,220.81251525878906,0.016239185,550.6361862182617,0.1703857421875,0.2,0.9919948577880859,0.2962944000000007,0.2962944000000007,0.09876480000000133,0.09876480000000133,0.2962944000000007
4253,2.1530142061602477,0.0,0.0,24625152,5789,-0.10673953837427527,0.024631076388888888,1.1860992000000028,0.0,-1.2554419055473985e-05,0.0,0.004448784722222222,0.014826240000000036,0.0,0.0,-0.009351141330948314,1336,3134.45587365,0.0,-0.01905025274430635,0.0,2053.77,0.0,-0.08835795088712696,-0.00841135106880918,0.0,1.9999931634139732,0.0,0.0,-0.015485836893268228,0.18526000144159585,0.0,0.0,-0.0006510416666666661,0.01,0.0,-0.00670187586373532,-0.0002499180879329855,0.5028606635765854,-0.01258529813177912,0.6920926719999998,0.2965248000000007,3.3907260498259526,0.0,-0.02348455980502898,0.18031465920819884,-0.01978047317269487,-0.0035666679933006487,-0.0264970156614969,0.03459456000000046,-0.08006388534715249,-0.4782770769444579,-0.009904590691439808,44389,1.0019571781158447,0.00023848319999999996,-36.91731567382813,438.9656982421875,0.014537098,670.7645034790039,0.1841796875,0.2,0.9892561435699463,0.2965248000000007,0.2965248000000007,0.09884160000000133,0.09884160000000133,0.2965248000000007
