time/iterations,curriculum/stance_ratio,reward_terms/vz,curriculum/sprint_dist_m,reward_terms/assist_pen,reward_terms/phase_contact,time/time_elapsed,reward_terms/air_time,reward_terms/time,reward_terms/ang_xy,reward_terms/fwd_speed,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/clearance,reward_terms/angmom,reward_terms/stop,reward_terms/foot_ahead,curriculum/eff_scale,time/fps,reward_terms/residual_rate,reward_terms/motor_vel,reward_terms/height,reward_terms/residual,curriculum/ent_coef,reward_terms/stance,reward_terms/foot_slip,curriculum/ctrl_jitter_ms,reward_terms/stance_time,reward_terms/hip_roll,time/total_timesteps,reward_terms/alive,reward_terms/overrun,reward_terms/energy,reward_terms/upright,reward_terms/action_rate,reward_terms/step_rate,reward_terms/torque,reward_terms/coef_rate,rollout/ep_len_mean,curriculum/ctrl_drop_prob,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/std,train/clip_fraction,train/loss,train/clip_range
20,0.649664384,-0.20828513720006178,25.21888,0.0,-0.38034972426625413,90,0.00016655785859458975,-0.5,-0.30160724080291196,-1.3922404390175929,-152.21099652,-5.6906992995351234e-08,0.0746643295502439,-0.11701400331786875,0.0,0.0,0.0014592,4057,0.0,-8.340046411226833e-06,-0.05209289370261662,-0.06112829627454993,0.01,-0.0013946528320891026,-0.4097892816606719,0.0,-0.000996767048491165,-0.010809444994086143,368640,0.0,0.0,-5.340907572052087e-05,-0.29646864592991085,-0.13153161573630975,0.0,-0.00043477920910735566,-1.2891209950780402,209.79,0.0,-0.0061449948640074584,188.71121520996093,0.2098492980003357,76,-19.87699203491211,0.0035361357,0.00029982489599999996,1.001756191253662,0.00799560546875,85.85179901123047,0.2
21,0.64964672,-0.20431139646883342,25.2304,0.0,-0.37871324233479897,95,0.00012858046425713433,-0.5,-0.2998139326873064,-1.3067188815480297,-151.41832119,-5.423720757655049e-08,0.07504759997475391,-0.1026303763438102,0.0,0.0,0.001536,4065,0.0,-8.813045293454846e-06,-0.04929420026506679,-0.061213740347391715,0.01,-0.0009699178788637365,-0.391851180256775,0.0,-0.001542146725114435,-0.010634486887022409,387072,0.0,0.0,-5.6850550441913654e-05,-0.2768505862479266,-0.1313013962850633,0.0,-0.0004814345025809998,-1.2849055201651567,206.72,0.0,-0.006147055933251977,173.17853927612305,0.16956955194473267,80,-19.876866340637207,0.0043086866,0.00029981568,1.001826286315918,0.01195068359375,72.93091583251953,0.2
22,0.649629056,-0.225257515827733,25.24192,0.0,-0.3590064938654029,99,0.00018663163710799482,-0.5,-0.30969673014305893,-1.390988253879649,-151.15914924999998,-5.724689984326416e-08,0.07867602890923492,-0.11321128910902438,0.0,0.0,0.0016128,4071,0.0,-9.163842435825909e-06,-0.056869408681264236,-0.06134535770921242,0.01,-0.0005682380300228843,-0.37576066458744156,0.0,-0.0006441199576430437,-0.011078244881940445,405504,0.0,0.0,-5.9409288876270655e-05,-0.3139348954799443,-0.13128509883353046,0.0,-0.0004995541913544082,-1.2894487770328724,205.6,0.0,-0.006086173863150179,156.02257080078124,0.13052242994308472,84,-19.87746419906616,0.0043188646,0.000299806464,1.0017279386520386,0.011572265625,67.54439544677734,0.2
23,0.6496113920000001,-0.20678674405212505,25.25344,0.0,-0.36455582676107556,103,0.0002110456472211,-0.5,-0.29788784951841507,-1.3831825187050186,-151.13562213,-5.689997479874059e-08,0.07501930763399718,-0.12598780063938012,0.0,0.0,0.0016896,4077,0.0,-9.749072016139045e-06,-0.051989714877811254,-0.06110475909131526,0.01,-0.00161834919373169,-0.38490525301376166,0.0,-0.0005219149590832078,-0.011865132109694858,423936,0.0,0.0,-6.23618316963152e-05,-0.287262520382749,-0.1311477589226774,0.0,-0.0005159771771447277,-1.283596885105213,205.57,0.0,-0.006063545914366841,156.9726448059082,0.10689443349838257,88,-19.87468538284302,0.003620856,0.000299797248,1.001617431640625,0.00894775390625,75.54216003417969,0.2
24,0.649593728,-0.20360899916505673,25.26496,0.0,-0.3684729093968607,108,0.00017795108012958534,-0.5,-0.3199865083611018,-1.3446355052027126,-150.65892744,-5.592451087110264e-08,0.07416787865386071,-0.10911085017888716,0.0,0.0,0.0017664,4085,0.0,-1.0412596643825769e-05,-0.04979670202482647,-0.061382889457703094,0.01,-0.0003197499850111412,-0.3977996688003801,0.0,-0.0008875815094345146,-0.01196038454890451,442368,0.0,0.0,-6.712116720117582e-05,-0.28132058397589743,-0.13175373106572433,0.0,-0.0005620606838061743,-1.3002168881106195,203.64,0.0,-0.0066063112113624815,139.37237319946288,0.09651315212249756,92,-19.874909114837646,0.004568989,0.000299788032,1.0015366077423096,0.012548828125,58.48860168457031,0.2
25,0.649576064,-0.22089620108589908,25.27648,0.0,-0.36298985957469143,112,0.00020236508700893156,-0.5,-0.3047801141780468,-1.421883238341564,-151.39813137,-5.452369071731891e-08,0.07648619135442739,-0.13190455790887393,0.0,0.0,0.0018432,4092,0.0,-1.037211022156024e-05,-0.053300808547689066,-0.06151341210218537,0.01,-0.0006355072008631468,-0.39720629723267925,0.0,-0.0002690953616466787,-0.011937620711095057,460800,0.0,0.0,-6.814603118245397e-05,-0.31227840119818506,-0.13086106937528788,0.0,-0.0005709854261064833,-1.2968153683002168,206.59,0.0,-0.0068109619431197645,135.97910766601564,0.0856580138206482,96,-19.8740553855896,0.0042693876,0.000299778816,1.0014111995697021,0.011474609375,63.308773040771484,0.2
26,0.6495584,-0.20342960362252693,25.288,0.0,-0.36962985939132953,116,0.00014485647099920444,-0.5,-0.3150043519957466,-1.3879895192756386,-150.83398888,-5.669314168770551e-08,0.07585888387239051,-0.12360527728834828,0.0,0.0,0.00192,4096,0.0,-1.1182762706995228e-05,-0.05112785252590064,-0.06162858818419284,0.01,-0.0008868512361604927,-0.39057385586089904,0.0,-0.0005018414489717947,-0.011185782060650608,479232,0.0,0.0,-7.20684143599369e-05,-0.30980451987003754,-0.13304615310614487,0.0,-0.0005984833757818097,-1.2921589092438563,204.39,0.0,-0.006952067301608622,126.99952278137206,0.08097958564758301,100,-19.876963520050047,0.0045407997,0.00029976959999999996,1.0020337104797363,0.01231689453125,58.40943145751953,0.2
27,0.6495407360000001,-0.237899185871017,25.29952,0.0,-0.36145074152178025,121,0.0002224389107949618,-0.5,-0.305280051574197,-1.4986311251643876,-153.13799156,-5.771396793238525e-08,0.07964889439037143,-0.13724384537196854,0.0,0.0,0.0019968,4101,0.0,-1.1528566595339074e-05,-0.05860743434105818,-0.06158352873206585,0.01,-0.001054461882424779,-0.389368986588537,0.0,-0.0003569859561846695,-0.012289901580280245,497664,0.0,0.0,-7.417893309562142e-05,-0.3351167724542034,-0.1303055385133265,0.0,-0.0006043846295247993,-1.2905199379947325,213.63,0.0,-0.007022858521668241,114.53636779785157,0.08789390325546265,104,-19.87903747558594,0.0047507025,0.000299760384,1.0022004842758179,0.01329345703125,49.939876556396484,0.2
28,0.649523072,-0.21875546331419748,25.31104,0.0,-0.36902401409759633,125,0.00011989994608383212,-0.5,-0.2846653434798363,-1.5137494675792031,-155.36246362999998,-5.470580716798195e-08,0.07559282916924875,-0.13408322102678863,0.0,0.0,0.0020736,4102,0.0,-1.165771547312321e-05,-0.05850258281773603,-0.06165366899622149,0.01,-0.0008693786484917864,-0.4042889771253486,0.0,-0.0007629350907841905,-0.01311045081919764,516096,0.0,0.0,-7.500843989977214e-05,-0.3228972303370517,-0.1313801217877238,0.0,-0.0006191263847672255,-1.3032689530874995,222.47,0.0,-0.007614199339877814,103.5483554840088,0.07482004165649414,108,-19.878348350524902,0.005363918,0.000299751168,1.0021998882293701,0.01802978515625,50.2308235168457,0.2
29,0.649505408,-0.21066140724906948,25.32256,0.0,-0.3688908756812933,130,0.00018337642217779325,-0.5,-0.32610578340357993,-1.4337207943684886,-152.57476920000002,-5.5864036753539106e-08,0.07681753321099274,-0.12852111729100807,0.0,0.0,0.0021504,4105,0.0,-1.2449403058023457e-05,-0.05023884261796447,-0.06150052721483268,0.01,-0.004043506432830344,-0.39135470767595104,0.0,-0.00046915384074155655,-0.01577501663507267,534528,0.0,0.0,-8.067317208513998e-05,-0.30903030360902967,-0.13115177855851426,0.0,-0.0006664784930604969,-1.3011307210767327,211.41,0.0,-0.007766407763119787,93.09942359924317,0.08450841903686523,112,-19.881724166870118,0.00616072,0.000299741952,1.0026702880859375,0.023046875,39.185035705566406,0.2
30,0.649487744,-0.21973486132923628,25.33408,0.0,-0.3703784786118631,134,8.951801767883201e-05,-0.5,-0.29559887946138835,-1.485908604473354,-153.81615005,-5.76632388896674e-08,0.07535580850440156,-0.13954814891099593,0.0,0.0,0.0022272,4110,0.0,-1.266895608984739e-05,-0.05345537046517588,-0.06157923191957049,0.01,-0.0017462086059497192,-0.4252170482344921,0.0,-0.0008711702313222405,-0.015597323859048452,552960,0.0,0.0,-8.129601657706615e-05,-0.3284220243310141,-0.13061504218423164,0.0,-0.00067030824596501,-1.2950888500734565,216.34,0.0,-0.008711353765102103,91.94541511535644,0.06429523229598999,116,-19.882987880706786,0.0066933827,0.000299732736,1.0026087760925293,0.02740478515625,40.97819137573242,0.2
31,0.6494700800000001,-0.22397690757027228,25.3456,0.0,-0.3652085994371525,138,0.0001605900276141862,-0.5,-0.29358927612746316,-1.5003010502377039,-151.81716009,-5.8307059306954837e-08,0.07656875954770664,-0.1358921598463444,0.0,0.0,0.002304,4114,0.0,-1.2641531085392114e-05,-0.05650769791623965,-0.06146284136320579,0.01,-0.0011460664975410995,-0.39547264832729034,0.0,-0.0008394322681447698,-0.014508792151407303,571392,0.0,0.0,-8.289634451373738e-05,-0.3176859594614444,-0.130605791220706,0.0,-0.0006915979548265003,-1.3011473758734116,208.38,0.0,-0.00813499694922939,80.21939659118652,0.0688355565071106,120,-19.8774995803833,0.006793171,0.00029972352,1.0018476247787476,0.02718505859375,35.6528434753418,0.2
32,0.649452416,-0.21641430898623118,25.35712,0.0,-0.3613980815772221,143,0.00018663160477040542,-0.5,-0.303086696131188,-1.4343757111459765,-153.00614611999998,-5.6792171675295616e-08,0.0783910583708671,-0.11826535666222991,0.0,0.0,0.0023808,4118,0.0,-1.3551075924389144e-05,-0.058227881427547964,-0.06192010415184193,0.01,-0.000993853629642343,-0.39332326541071416,0.0,-0.0005008914061666777,-0.014824553953736727,589824,0.0,0.0,-8.823578294155179e-05,-0.31716535692008635,-0.13186839215566085,0.0,-0.0007441258875276785,-1.2958310490837197,213.08,0.0,-0.00806833355454728,77.0301025390625,0.06482565402984619,124,-19.8778865814209,0.006521071,0.000299714304,1.0021809339523315,0.0264404296875,34.73569107055664,0.2
33,0.649434752,-0.22070824637205708,25.36864,0.0,-0.36697991571289923,147,0.00011447456199675798,-0.5,-0.2983190031408091,-1.384026388276269,-154.79966785,-5.7478136039045424e-08,0.07722691582289415,-0.11481998087036144,0.0,0.0,0.0024576,4121,0.0,-1.3972191483309975e-05,-0.055892238222938685,-0.06212502811956903,0.01,-0.0009342430498029736,-0.4068986778078638,0.0,-0.0012921758510249977,-0.014440974728532362,608256,0.0,0.0,-9.072430425192646e-05,-0.3144123096785647,-0.13082477359809744,0.0,-0.0007643413341144793,-1.3075457181433068,220.18,0.0,-0.008048530214000493,70.41727752685547,0.06698203086853027,128,-19.882571697235107,0.005961829,0.00029970508799999996,1.0027117729187012,0.02298583984375,35.24307632446289,0.2
34,0.649417088,-0.22645780925137604,25.38016,0.0,-0.3530056460348927,151,0.0003499343745513923,-0.5,-0.29017859654938694,-1.5777772932922671,-154.72801188,-5.862729184043608e-08,0.07914176353185218,-0.13258342264816514,0.0,0.0,0.0025344,4124,0.0,-1.3818973866806378e-05,-0.06307100736139022,-0.06181092185307362,0.01,-0.001820752899827009,-0.38236124106947816,0.0,-0.0005445662666008704,-0.01557398284530457,626688,0.0,0.0,-9.1313872718995e-05,-0.3441021741085366,-0.13042213395507748,0.0,-0.0007682110204417584,-1.2970969052836046,220.02,0.0,-0.009358965524006635,61.13669719696045,0.07137662172317505,132,-19.881292247772215,0.007510347,0.000299695872,1.00229811668396,0.03316650390625,26.50932502746582,0.2
35,0.6493994240000001,-0.22167096334752368,25.39168,0.0,-0.36772550591326186,156,0.00014539899226898947,-0.5,-0.3122852780352805,-1.4770901411392268,-154.19041448000004,-5.674550804284893e-08,0.07634297253356181,-0.1357457997440369,0.0,0.0,0.0026112,4128,0.0,-1.4581325439098204e-05,-0.056358450647896165,-0.062089796753868026,0.01,-0.0006092038095507963,-0.4057042904794448,0.0,-0.00020344845122761198,-0.013569676995642904,645120,0.0,0.0,-9.780411271502007e-05,-0.32781843854383297,-0.13097410828466657,0.0,-0.0008447085112599329,-1.3100844188503482,217.85,0.0,-0.009270574571564794,58.69332389831543,0.0524713397026062,136,-19.87522420883179,0.007136517,0.000299686656,1.0017424821853638,0.03497314453125,28.579471588134766,0.2
