time/iterations,curriculum/stance_ratio,reward_terms/vz,curriculum/sprint_dist_m,reward_terms/assist_pen,reward_terms/phase_contact,time/time_elapsed,reward_terms/air_time,reward_terms/time,reward_terms/ang_xy,reward_terms/fwd_speed,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/clearance,reward_terms/angmom,reward_terms/stop,reward_terms/foot_ahead,curriculum/eff_scale,time/fps,reward_terms/residual_rate,reward_terms/motor_vel,reward_terms/height,reward_terms/residual,curriculum/ent_coef,reward_terms/stance,reward_terms/foot_slip,curriculum/ctrl_jitter_ms,reward_terms/stance_time,reward_terms/hip_roll,time/total_timesteps,reward_terms/alive,reward_terms/overrun,reward_terms/energy,reward_terms/upright,reward_terms/action_rate,reward_terms/step_rate,reward_terms/torque,reward_terms/coef_rate,rollout/ep_len_mean,curriculum/ctrl_drop_prob,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/std,train/clip_fraction,train/loss,train/clip_range
1957,0.615449216,-0.23267870124777298,47.53312,0.0,-0.11797713404131846,8370,0.0,-0.5,-0.23729857783084674,1.2073864285103797,-103.31350117,-2.4506879584121474e-08,0.043898007629058065,-0.11024189975177295,0.0,0.0,0.1502208,4309,0.0,-0.0006463830413596771,-0.11164497685487224,-0.11120240150129423,0.01,-0.011906628872843869,-0.22325757139664923,0.0,-0.02619280790450931,-0.025125247030781804,36071424,0.0,0.0,-0.004505306275283742,-0.29356719279865134,-0.022964008839832975,0.0,-0.06885049326484377,-0.1467110801532615,255.88,0.0,-0.0069545584730803965,0.41429173201322556,0.9977407455444336,7821,-19.867778015136718,0.011523311,0.00028197350399999997,1.0013307332992554,0.13717041015625,-0.03148719668388367,0.2
1958,0.615431552,-0.23518861756617382,47.54464,0.0,-0.11850809146114138,8374,0.0,-0.5,-0.2360072506524688,1.2059360100042775,-103.44521800000001,-2.9603450562120483e-08,0.04476855209827521,-0.10958181291497765,0.0,0.0,0.1502976,4309,0.0,-0.0006398109856035006,-0.11139020087578344,-0.1111556080421628,0.01,-0.013101663796039192,-0.22187292877831108,0.0,-0.02570615517874507,-0.02516392678383368,36089856,0.0,0.0,-0.0044676155877685295,-0.2931675805352313,-0.022885401134425824,0.0,-0.06870939301440804,-0.14368075335327546,256.14,0.0,-0.015765893878415226,0.044782294891774654,0.9996723532676697,7825,-19.864881896972655,0.020089198,0.000281964288,1.0005710124969482,0.16378173828125,-0.21106994152069092,0.2
1959,0.615413888,-0.23502641143527533,47.55616,0.0,-0.11722123172665919,8379,0.0,-0.5,-0.23497388043154396,1.2121117622153925,-103.37732497000003,-2.830105168513939e-08,0.044643569374774476,-0.10862663101047458,0.0,0.0,0.1503744,4309,0.0,-0.0006470987374061464,-0.11175267751374143,-0.1110171986492054,0.01,-0.012018977864079003,-0.2240982593058042,0.0,-0.02608090995312927,-0.024671390615812146,36108288,0.0,0.0,-0.0044944733863360965,-0.29487884838726725,-0.023128014964631217,0.0,-0.06855242861032622,-0.14687377416195835,255.38,0.0,-0.014065625984221697,0.031378192082047465,0.9998495578765869,7829,-19.858604145050048,0.019148141,0.000281955072,1.0000768899917603,0.201953125,-0.21060976386070251,0.2
1960,0.615396224,-0.23552166316893633,47.56768,0.0,-0.11821014838409104,8383,0.0,-0.5,-0.23813570458775843,1.2109299562589153,-103.30338332000002,-2.8374653917660787e-08,0.04486953649227021,-0.11048735747614097,0.0,0.0,0.1504512,4309,0.0,-0.0006551065589813745,-0.11125506687684089,-0.11110679222973882,0.01,-0.012835213819098724,-0.23038857445879213,0.0,-0.02557282742863107,-0.02544738315273973,36126720,0.0,0.0,-0.004562488409813919,-0.2974597166145571,-0.02324245600095045,0.0,-0.06880289763945219,-0.14958636716643559,255.22,0.0,-0.012675673642661422,0.040816831216216085,0.9998165369033813,7833,-19.858217620849608,0.028498527,0.00028194585599999997,1.0003154277801514,0.24576416015625,-0.20317193865776062,0.2
1961,0.61537856,-0.23097916503972346,47.5792,0.0,-0.11737778930973719,8387,4.882812370649642e-05,-0.5,-0.23568111310943962,1.1976991405818906,-103.95964513999999,-2.693020863800526e-08,0.04315081888957524,-0.1089101805894272,0.0,0.0,0.150528,4309,0.0,-0.0006425297822397973,-0.10976636522763827,-0.11118289301896914,0.01,-0.01535807361188878,-0.22333034782121539,0.0,-0.028717895182328194,-0.026225595995861502,36145152,0.0,0.0,-0.004488122476404229,-0.2937718851503362,-0.022612481691120182,0.0,-0.06901995433395519,-0.14880637751805845,258.0,0.0,-0.014519358647521585,0.023712035734206438,0.9998964071273804,7837,-19.855390071868896,0.020761168,0.00028193664,0.9997824430465698,0.19876708984375,-0.21673241257667542,0.2
1962,0.615360896,-0.23093162601241982,47.590720000000005,0.0,-0.11542153921195192,8391,0.0,-0.5,-0.23202764297653702,1.1886219634109034,-104.18056627,-3.28264724463469e-08,0.044117218744674024,-0.10760529790050649,0.0,0.0,0.1506048,4309,0.0,-0.0006370399577427214,-0.10827060003719974,-0.11101876895934483,0.01,-0.014058161764119071,-0.22572962597516805,0.0,-0.028167224062296253,-0.027217157228021708,36163584,0.0,0.0,-0.0044712774658432685,-0.28983693664409566,-0.023336942268710026,0.0,-0.06867790960475294,-0.14861271979249144,259.44,0.0,-0.0054886593949049715,0.0708244590088725,0.9993762373924255,7841,-19.855430316925048,0.019520108,0.000281927424,1.000200629234314,0.24615478515625,-0.1926824003458023,0.2
1963,0.6153432320000001,-0.22988206854877047,47.602239999999995,0.0,-0.11497720413901193,8396,0.0,-0.5,-0.23123599840522407,1.198170307329618,-104.30151555,-3.335764093455288e-08,0.04216191282934208,-0.10887962524732497,0.0,0.0,0.1506816,4309,0.0,-0.0006399852918667809,-0.10863338157654114,-0.11109245681302049,0.01,-0.012719929861014605,-0.22519939403294886,0.0,-0.030338714613915525,-0.02647789574789894,36182016,0.0,0.0,-0.004491401391076805,-0.2911690591639819,-0.023403110234536083,0.0,-0.06870335326454154,-0.14992013050537406,258.56,0.0,-0.016814777662511916,0.03938832096755505,0.9998255372047424,7845,-19.86434860229492,0.018514413,0.000281918208,1.0010994672775269,0.19229736328125,-0.2083343118429184,0.2
1964,0.615325568,-0.23654972569503263,47.61376,0.0,-0.11939512676924899,8400,0.0,-0.5,-0.23604753201191908,1.2097340315131577,-103.66373757,-3.8837375616868264e-08,0.044461859592979165,-0.11057547073021906,0.0,0.0,0.1507584,4309,0.0,-0.0006643989513595337,-0.10947058111486731,-0.11089722095449903,0.01,-0.013181323977833042,-0.23409678847417925,0.0,-0.02491351320350077,-0.027010255506127585,36200448,0.0,0.0,-0.0045650175804919845,-0.2990174126305718,-0.023539067049367535,0.0,-0.06819755546069983,-0.14871215447491382,255.07,0.0,-0.002978686336427927,0.6850271582603454,0.9958887696266174,7849,-19.861725902557374,0.0344478,0.000281908992,1.0005401372909546,0.23280029296875,-0.09514588117599487,0.2
1965,0.615307904,-0.23417070796813735,47.625280000000004,0.0,-0.11621125631918809,8404,0.0,-0.5,-0.23559238767949564,1.2114446679931363,-103.78049613000002,-3.767627370432548e-08,0.04327256956790185,-0.1086345824696183,0.0,0.0,0.1508352,4309,0.0,-0.0006444031315930999,-0.11038138732500452,-0.1109939169934757,0.01,-0.011934195296044526,-0.2270501730142789,0.0,-0.028299194912607264,-0.027431721740331965,36218880,0.0,0.0,-0.004508535350238324,-0.29479920627458733,-0.02350742320597926,0.0,-0.06874373795615024,-0.14878141095229414,257.79,0.0,-0.014381258969660849,0.04326084330677986,0.9997557401657104,7853,-19.863805294036865,0.01948401,0.000281899776,1.0007460117340088,0.1656005859375,-0.20930317044258118,0.2
1966,0.61529024,-0.233517953946597,47.636799999999994,0.0,-0.11571695046828522,8408,0.0,-0.5,-0.232138283209245,1.205136251826343,-103.81138149,-3.575245073889902e-08,0.04363738636767298,-0.10843078999773312,0.0,0.0,0.150912,4309,0.0,-0.0006455328259286522,-0.1089116631961527,-0.11095847409021067,0.01,-0.01369089310184216,-0.22372177697052834,0.0,-0.026165681014794648,-0.02756819234962491,36237312,0.0,0.0,-0.004494556183630214,-0.2931211306999485,-0.023270960413543776,0.0,-0.06809607235997044,-0.15035781391266514,257.22,0.0,-0.014153252157848328,0.043499724753201005,0.9997840523719788,7857,-19.86626262664795,0.018557895,0.00028189055999999996,1.0009379386901855,0.2075927734375,-0.20389634370803833,0.2
1967,0.615272576,-0.23014589633401286,47.64832,0.0,-0.11746422271450142,8413,4.882812370649642e-05,-0.5,-0.23399082083432926,1.1856203911593637,-104.41970209000002,-3.032280041364257e-08,0.04382354989654477,-0.1071701535328431,0.0,0.0,0.1509888,4309,0.0,-0.0006366175129875605,-0.10867698080171033,-0.11108104742724144,0.01,-0.013031048386627643,-0.2176776124404921,0.0,-0.028589586408795893,-0.02675562980436562,36255744,0.0,0.0,-0.004472128258728698,-0.29024735373869537,-0.022845830798019166,0.0,-0.0694072116018965,-0.14764767109572552,258.48,0.0,-0.011994216986931861,0.0357372485101223,0.9998379945755005,7861,-19.86780128479004,0.021398764,0.000281881344,1.001389741897583,0.2207275390625,-0.21409401297569275,0.2
1968,0.615254912,-0.23079229779728175,47.65984,0.0,-0.11943079713458554,8417,0.0,-0.5,-0.23622012646347892,1.181977900267415,-104.24739325999997,-2.734603647996164e-08,0.04338488050233588,-0.10764224415663824,0.0,0.0,0.1510656,4309,0.0,-0.0006384087632593052,-0.10847431169979052,-0.11111287459115819,0.01,-0.012707451317100287,-0.21991377755611013,0.0,-0.029070814746470813,-0.026743381348390674,36274176,0.0,0.0,-0.004467967721965299,-0.2888307536117592,-0.0234565341405845,0.0,-0.0689784029022315,-0.14829713826103835,259.92,0.0,-0.008081242546904833,0.18425370715558528,0.9982303380966187,7865,-19.87209634780884,0.017646784,0.000281872128,1.0016134977340698,0.21490478515625,-0.17213067412376404,0.2
1969,0.615237248,-0.2307917377086842,47.67136,0.0,-0.11830143553643252,8421,0.0,-0.5,-0.23640069267654365,1.1844779728986503,-104.14197344999998,-2.9307839031592316e-08,0.0438433000534721,-0.10914481270227466,0.0,0.0,0.1511424,4309,0.0,-0.0006487100909305466,-0.1084083002328786,-0.11112258611263491,0.01,-0.01164869074643107,-0.22490453505013347,0.0,-0.028523126408496562,-0.02591719414641726,36292608,0.0,0.0,-0.004558799043617806,-0.2894549774397325,-0.023206905511971545,0.0,-0.06944365844664974,-0.15267580556577526,260.54,0.0,-0.014596118615008891,0.05711952801793814,0.9997048377990723,7869,-19.869564151763917,0.020451495,0.000281862912,1.0010384321212769,0.18516845703125,-0.2026442587375641,0.2
1970,0.615219584,-0.2317189579725192,47.68288,0.0,-0.1204310071894808,8425,0.0,-0.5,-0.24022528858064193,1.1953971477742316,-103.67831952,-3.306971966266347e-08,0.04392664064128823,-0.10999601727342175,0.0,0.0,0.1512192,4309,0.0,-0.0006548033271109928,-0.10965330764894249,-0.11110139320184673,0.01,-0.011703148227405539,-0.2157781035527459,0.0,-0.02778948488735801,-0.027031317669008396,36311040,0.0,0.0,-0.004551359931302244,-0.2884272621031411,-0.02325789545554395,0.0,-0.06939858110960528,-0.14933569834575064,258.31,0.0,-0.014774512290023268,0.03240983206778765,0.9998435974121094,7873,-19.875642776489258,0.022686932,0.000281853696,1.0019099712371826,0.2095458984375,-0.21191763877868652,0.2
1971,0.6152019200000001,-0.23156213668986636,47.6944,0.0,-0.11666291482573642,8429,0.0,-0.5,-0.23891735787496757,1.1893960192940058,-103.74585203999997,-3.014126430162439e-08,0.04339067750925856,-0.11193079653265735,0.0,0.0,0.151296,4309,0.0,-0.0006466921618072108,-0.10904384198383107,-0.11095816975270824,0.01,-0.011527708886886236,-0.2178260847581307,0.0,-0.028322932095357425,-0.027934113545590524,36329472,0.0,0.0,-0.0045640384708819075,-0.2839398624425612,-0.02323644897368137,0.0,-0.07020490347668819,-0.15168349979796894,258.65,0.0,-0.01624904420459643,0.03192275669425726,0.9998541474342346,7877,-19.872795867919923,0.018785011,0.00028184448,1.001509428024292,0.1952392578125,-0.21817879378795624,0.2
1972,0.615184256,-0.2307577834817568,47.70592,0.0,-0.11721005096697347,8434,0.0,-0.5,-0.24152177558857657,1.1916140907943908,-103.98123228,-2.413385753672182e-08,0.04358233914500559,-0.10992297220164321,0.0,0.0,0.1513728,4309,0.0,-0.0006423028797217746,-0.11113309126499021,-0.11105390424036989,0.01,-0.011652883218549619,-0.21872241944671614,0.0,-0.02932404142080082,-0.027089476431163415,36347904,0.0,0.0,-0.004540038323155148,-0.2860914682329241,-0.023227193266030868,0.0,-0.06987988886081459,-0.14897280400041618,259.49,0.0,-0.01176512606907636,0.05009858254343271,0.9997777342796326,7881,-19.87169952392578,0.023819216,0.000281835264,1.0015349388122559,0.23660888671875,-0.19991998374462128,0.2
1973,0.615166592,-0.22763094097167716,47.717439999999996,0.0,-0.11916365326552536,8438,0.0,-0.5,-0.24044334082090563,1.1959984036238143,-104.06246359000001,-2.9074608847501583e-08,0.04426926314299871,-0.10965734954381876,0.0,0.0,0.1514496,4309,0.0,-0.0006562401341809707,-0.10894479905392389,-0.11088033884807466,0.01,-0.01173195139862292,-0.21806982235514,0.0,-0.02727855393701854,-0.026417327497723752,36366336,0.0,0.0,-0.004618517649284202,-0.28252981960836243,-0.02371957577137644,0.0,-0.07069868505568587,-0.1492556806845361,258.94,0.0,-0.010992131195962429,0.034016324952244756,0.9998513460159302,7885,-19.87222213745117,0.020817647,0.00028182604799999997,1.0013641119003296,0.23455810546875,-0.20871850848197937,0.2
1974,0.615148928,-0.23301336915465354,47.72896,0.0,-0.1175202569003653,8442,0.0,-0.5,-0.24120325884426416,1.2011188420595582,-103.97579886000001,-2.594899557279012e-08,0.04331368600900253,-0.10994849335680001,0.0,0.0,0.1515264,4309,0.0,-0.0006490919977792261,-0.11112253761835672,-0.11100554148539571,0.01,-0.01012486886211248,-0.2216278933862605,0.0,-0.028526923155166313,-0.027111937632328092,36384768,0.0,0.0,-0.0045806680787603,-0.28584735690232443,-0.02342956636717415,0.0,-0.07028811351478766,-0.15004995793550707,258.83,0.0,-0.010155910043977201,0.07959508989006281,0.9994620680809021,7889,-19.87102117538452,0.022372816,0.000281816832,1.0013347864151,0.233642578125,-0.19406567513942719,0.2
1975,0.6151312640000001,-0.23480848286067157,47.74048,0.0,-0.11835264806776119,8446,0.0,-0.5,-0.24031288654178873,1.202388581443107,-103.83051248,-3.010031659038667e-08,0.04393938578531145,-0.11082417618927767,0.0,0.0,0.1516032,4309,0.0,-0.0006537805224856935,-0.108910273778654,-0.11072540995742977,0.01,-0.010967779193510635,-0.2184553036867135,0.0,-0.02753652832244471,-0.02795334331821618,36403200,0.0,0.0,-0.004620402772670206,-0.2847992679616509,-0.02412467543790856,0.0,-0.07017656147641127,-0.14709070715788783,258.02,0.0,-0.010532250907272101,0.06241321749985218,0.9996680617332458,7893,-19.87577953338623,0.021211538,0.000281807616,1.0018823146820068,0.22838134765625,-0.1927247792482376,0.2
1976,0.6151136,-0.23573508989886355,47.752,0.0,-0.11865380441501455,8450,0.0,-0.5,-0.2401659350441155,1.2040295148881301,-103.83485579999997,-3.1118675630787985e-08,0.04444779567105433,-0.10951050748755642,0.0,0.0,0.15168,4309,0.0,-0.0006510200622480925,-0.10938680353383341,-0.1109774792153742,0.01,-0.009437689050160122,-0.2224841978871195,0.0,-0.02722850546221404,-0.02581167110069182,36421632,0.0,0.0,-0.004598105080908398,-0.28823799295481545,-0.023367332834664526,0.0,-0.07026246874213732,-0.15121049517100224,257.51,0.0,-0.011888409807579593,0.06745743826031685,0.9996699094772339,7897,-19.87288627624512,0.020294702,0.0002817984,1.001517653465271,0.239013671875,-0.19268663227558136,0.2
1977,0.615095936,-0.23309893522413525,47.76352,0.0,-0.11574117653170278,8455,0.0,-0.5,-0.23868185166927397,1.2052655161841768,-103.50049433,-2.985898777733352e-08,0.0434188388777644,-0.10885612844542455,0.0,0.0,0.1517568,4309,0.0,-0.0006502236649234737,-0.11032937669908904,-0.1110418890437807,0.01,-0.00841696567785493,-0.22216056217605212,0.0,-0.027707833293890063,-0.02764643672191868,36440064,0.0,0.0,-0.00453675003191722,-0.28701320615105497,-0.023174296806040457,0.0,-0.06946684790626217,-0.14525209398725059,257.21,0.0,-0.01615356937982142,0.05543486382812261,0.9997408986091614,7901,-19.871757316589356,0.019554164,0.000281789184,1.0015958547592163,0.19017333984375,-0.20525223016738892,0.2
1978,0.615078272,-0.23531791439721428,47.775040000000004,0.0,-0.11921827039618875,8459,3.689231946029597e-05,-0.5,-0.24207535155390003,1.2068758033515108,-103.95656199999999,-2.7810540416188705e-08,0.04538402430026078,-0.10901536201705873,0.0,0.0,0.1518336,4309,0.0,-0.0006693855799833198,-0.10906541461693153,-0.11077313942507112,0.01,-0.010936875036062436,-0.2198439350638749,0.0,-0.026552373059934728,-0.025085253335467513,36458496,0.0,0.0,-0.00469014355306392,-0.2895970592975624,-0.02412830661687916,0.0,-0.07116156851042699,-0.1573387415609851,255.27,0.0,-0.012887387559749186,0.03559502912685275,0.999835729598999,7905,-19.867900466918947,0.02140678,0.000281779968,1.0009807348251343,0.2137939453125,-0.2130582332611084,0.2
1979,0.6150606080000001,-0.24071605026675144,47.78656,0.0,-0.12148731417036594,8463,0.0,-0.5,-0.24150076348699093,1.211287404454322,-103.44081034000001,-3.437966723351467e-08,0.04416809498543623,-0.11019565991927911,0.0,0.0,0.1519104,4309,0.0,-0.0006642282581822991,-0.11120819121699523,-0.11081188649551825,0.01,-0.009678659958414939,-0.22809981565627085,0.0,-0.026095965278929927,-0.025767348278321348,36476928,0.0,0.0,-0.004648348406112258,-0.3011516231818962,-0.023804098943076956,0.0,-0.0695844508435969,-0.14815777992475712,253.43,0.0,-0.009420392964966596,0.1540621943771839,0.9988950490951538,7909,-19.85990180969238,0.015199622,0.00028177075199999996,1.0002820491790771,0.20167236328125,-0.1484755128622055,0.2
1980,0.615042944,-0.2335757310655542,47.79808,0.0,-0.12295121479833382,8467,8.680537575855851e-06,-0.5,-0.24046976044911236,1.1935598424903513,-104.50690474000002,-3.275058123067596e-08,0.04489371437282168,-0.11009407334455984,0.0,0.0,0.1519872,4309,0.0,-0.0006555261522188232,-0.10997738546707783,-0.11097588431466422,0.01,-0.010746556177671755,-0.22228574382125477,0.0,-0.025267788834753446,-0.026440334150569046,36495360,0.0,0.0,-0.004565332712012014,-0.2904050173540665,-0.023833102551154974,0.0,-0.06956241805922686,-0.1568300142837814,258.11,0.0,-0.007974860677495598,0.36272679790854456,0.9974565505981445,7913,-19.862484550476076,0.013970247,0.000281761536,1.0007340908050537,0.1412353515625,-0.0696106106042862,0.2
1981,0.61502528,-0.23713848138589894,47.8096,0.0,-0.1198751986207162,8471,0.0,-0.5,-0.24285791778127072,1.2115987963069474,-103.10165368999998,-2.681072543928997e-08,0.04454232113050339,-0.10778720531981903,0.0,0.0,0.152064,4309,0.0,-0.0006658866218011815,-0.111538780659329,-0.11078313766460196,0.01,-0.010240698946257183,-0.21785331667144317,0.0,-0.02505647196570256,-0.024297066628868925,36513792,0.0,0.0,-0.004673066624020266,-0.28989784937341967,-0.02370509454363695,0.0,-0.07060120839976923,-0.1512585233796423,254.39,0.0,-0.011956834699958563,0.16777562499046325,0.998784065246582,7917,-19.86485767364502,0.015961882,0.00028175232,1.0010144710540771,0.12755126953125,-0.18503594398498535,0.2
1982,0.615007616,-0.22742645280245855,47.82112,0.0,-0.11884231515864936,8476,4.882812370649642e-05,-0.5,-0.23794949459550907,1.137882754371007,-104.30287017000002,-2.417225405803302e-08,0.045070581836068685,-0.1069414646671374,0.0,0.0,0.1521408,4309,0.0,-0.0006492357335615899,-0.10756479675021141,-0.11107381987311568,0.01,-0.00950056395831645,-0.21239697034045416,0.0,-0.02783885590098281,-0.023631040758364207,36532224,0.0,0.0,-0.004552623445243611,-0.28046468018800597,-0.02295082911445845,0.0,-0.06946355029606947,-0.14992848572820597,257.74,0.0,-0.00820841658860445,0.3065368473529816,0.9977282285690308,7921,-19.866226196289062,0.021293215,0.000281743104,1.0010344982147217,0.2056884765625,-0.10323795676231384,0.2
1983,0.6149899520000001,-0.23355725614077785,47.83264,0.0,-0.1177126002604256,8480,0.0,-0.5,-0.24160573696076115,1.210859337946421,-103.45389153999999,-2.3730301636158518e-08,0.043877685744714644,-0.10797611717225726,0.0,0.0,0.1522176,4310,0.0,-0.0006492041724428211,-0.11236754546819941,-0.11108794114169435,0.01,-0.009163472517746497,-0.20490454716819512,0.0,-0.028795070454685226,-0.023314469361692423,36550656,0.0,0.0,-0.00454788151165772,-0.28534948091518203,-0.022750608639506543,0.0,-0.07012260152601299,-0.1477115526471167,257.6,0.0,-0.014261728338897228,0.11994771175086498,0.9992803931236267,7925,-19.869382190704346,0.018709172,0.00028173388799999997,1.001426100730896,0.1822021484375,-0.1824892908334732,0.2
1984,0.614972288,-0.2306932198248203,47.84416,0.0,-0.11889032466088219,8484,0.0,-0.5,-0.24263762405452777,1.2122543539704767,-103.1733419,-2.4471041172435054e-08,0.04437365317523114,-0.10626426376468276,0.0,0.0,0.1522944,4310,0.0,-0.0006624850774005207,-0.11139149269911333,-0.11107351589132089,0.01,-0.008237007409246952,-0.21182704926604326,0.0,-0.026231735312548052,-0.02189242887138572,36569088,0.0,0.0,-0.004653875285134549,-0.2781264798509612,-0.02326025870874148,0.0,-0.07114834081255753,-0.149111608438429,255.72,0.0,-0.013466336682904511,0.04813561290502548,0.9997572302818298,7929,-19.866356945037843,0.020147247,0.000281724672,1.0007445812225342,0.20301513671875,-0.20310519635677338,0.2
1985,0.614954624,-0.23566104622890072,47.85568000000001,0.0,-0.11794038009556175,8488,0.0,-0.5,-0.24067234762446266,1.1879317941162508,-103.86423718,-2.5508092966317866e-08,0.04383067266734017,-0.10659754193066262,0.0,0.0,0.1523712,4310,0.0,-0.0006578719690896856,-0.11081105532505403,-0.11085661185448582,0.01,-0.009364911077002056,-0.21265424277221326,0.0,-0.029381686148958072,-0.023003433867454487,36587520,0.0,0.0,-0.004632914171368962,-0.28488642950346776,-0.023843577833713426,0.0,-0.07022369972525494,-0.14590338116851187,258.16,0.0,-0.012487515481188894,0.0709518026560545,0.9996626973152161,7933,-19.86540126800537,0.019029753,0.000281715456,1.0011773109436035,0.21361083984375,-0.19779999554157257,0.2
1986,0.61493696,-0.23611448435125956,47.8672,0.0,-0.11877397889414769,8493,0.0,-0.5,-0.24120078880905893,1.209648371539021,-103.75333005,-2.8548160755169078e-08,0.04449256098737631,-0.1060868082427199,0.0,0.0,0.152448,4310,0.0,-0.0006739610823671563,-0.11252102284336213,-0.11096359247295044,0.01,-0.009130072076351447,-0.21750267558366662,0.0,-0.026845476389603898,-0.023427233758302433,36605952,0.0,0.0,-0.004684191950215822,-0.2889675464020539,-0.023254382506528372,0.0,-0.07093756178248779,-0.150524639078909,256.76,0.0,-0.014316669316031039,0.09110556989908218,0.9995352625846863,7937,-19.869052696228028,0.019144949,0.00028170623999999997,1.0011380910873413,0.1927490234375,-0.18524077534675598,0.2
1987,0.6149192960000001,-0.2340970911300239,47.87872,0.0,-0.1166445316179921,8497,0.0,-0.5,-0.2392552405696301,1.2134769564903722,-103.15142817,-2.116992538759688e-08,0.044002455692699664,-0.10652007295653808,0.0,0.0,0.1525248,4310,0.0,-0.0006472391001340585,-0.1120660407194361,-0.11115683885142734,0.01,-0.008825391116178524,-0.21219147141336936,0.0,-0.02513025534022341,-0.022647796379460804,36624384,0.0,0.0,-0.004551272772977044,-0.2876893285181137,-0.023004276375241845,0.0,-0.07019163689369816,-0.14998275053446972,253.49,0.0,-0.013087163888849318,0.06744343191385269,0.9996113777160645,7941,-19.873920059204103,0.01973575,0.000281697024,1.0019302368164062,0.2103271484375,-0.1928224116563797,0.2
1988,0.614901632,-0.23869461368197284,47.890240000000006,0.0,-0.11951097752163069,8501,0.0,-0.5,-0.24274474348756625,1.226418397919716,-103.18700315000002,-2.6100766034066823e-08,0.044663285993777994,-0.10718400293106377,0.0,0.0,0.1526016,4310,0.0,-0.000664186999337233,-0.11339111751061304,-0.11112573556793334,0.01,-0.009804935787608122,-0.21470828950381715,0.0,-0.025990850308315,-0.023141448181661545,36642816,0.0,0.0,-0.004637309939471002,-0.2920046850452117,-0.02287844213216018,0.0,-0.07107329555966888,-0.15034459379929307,255.37,0.0,-0.0079980083508417,0.05174958258867264,0.9995495080947876,7945,-19.879566192626953,0.02468061,0.000281687808,1.0021418333053589,0.2254638671875,-0.1980036348104477,0.2
1989,0.614883968,-0.23450565595379486,47.901759999999996,0.0,-0.12376894277267553,8505,0.0,-0.5,-0.24529248270216572,1.1462840755449697,-103.81545215,-2.6117992674551585e-08,0.04663952428634133,-0.10951853786507411,0.0,0.0,0.1526784,4310,0.0,-0.0006812729596112646,-0.11047465526897317,-0.11105786418669576,0.01,-0.011001723848935212,-0.22719006576071715,0.0,-0.022610866248012625,-0.023604899780912,36661248,0.0,0.0,-0.004717645421189766,-0.2890872581672428,-0.023594093921748004,0.0,-0.07078615994706475,-0.15962738257777778,253.4,0.0,-0.014777383068576455,0.04737215116620064,0.9997463226318359,7949,-19.875997734069824,0.020157877,0.000281678592,1.0019159317016602,0.20123291015625,-0.2035975605249405,0.2
1990,0.614866304,-0.23800808744865792,47.91328,0.0,-0.11752069620981342,8509,0.0,-0.5,-0.24095535301948712,1.2304468555977641,-103.75607031999999,-2.4942689038579258e-08,0.0453758480812568,-0.10731412150018385,0.0,0.0,0.1527552,4310,0.0,-0.0006604777699134708,-0.11337070801412426,-0.1111692421458117,0.01,-0.010510836034540984,-0.21384603644827127,0.0,-0.022589299551327713,-0.022351960714920193,36679680,0.0,0.0,-0.004595493270041195,-0.29112833234738983,-0.022948780819821487,0.0,-0.07070462466783296,-0.14560072291271228,251.14,0.0,-0.006467778806108981,0.24255640096962452,0.9981817007064819,7953,-19.87355318069458,0.018733595,0.000281669376,1.0016461610794067,0.1999267578125,-0.10458484292030334,0.2
1991,0.6148486400000001,-0.235904020619146,47.9248,0.0,-0.11787876322909281,8514,4.882812370649642e-05,-0.5,-0.24238628366166973,1.2249367581605164,-102.83808056000002,-2.6480514279643254e-08,0.044955292664734324,-0.10843173480799748,0.0,0.0,0.152832,4310,0.0,-0.0006685144522771192,-0.11464487829345023,-0.1111691211553852,0.01,-0.00889876005424993,-0.21699318752003524,0.0,-0.023805116853004113,-0.022254731281174958,36698112,0.0,0.0,-0.004624892240315202,-0.2940363545758962,-0.023304916782996246,0.0,-0.07042898329428243,-0.14879387850388076,249.44,0.0,-0.014199732372071594,0.07288314141333103,0.9996273517608643,7957,-19.871520900726317,0.016807491,0.00028166016,1.001214623451233,0.1520751953125,-0.18947145342826843,0.2
1992,0.614830976,-0.23214808203320209,47.93632,0.0,-0.11801093284587681,8518,0.0,-0.5,-0.2389005967005055,1.21598150446829,-102.78726605999998,-2.3792330708771016e-08,0.04530128225859099,-0.1065661154510883,0.0,0.0,0.1529088,4310,0.0,-0.0006624613736352372,-0.11166704811340541,-0.11111746901814273,0.01,-0.009343017833115173,-0.210421848742637,0.0,-0.02493033259492626,-0.022489017239736668,36716544,0.0,0.0,-0.004638598183299529,-0.284860690377092,-0.023333451962168412,0.0,-0.07065716923806821,-0.1473284134859921,253.22,0.0,-0.005807711824309081,0.47103224992752074,0.9975197911262512,7961,-19.86733627319336,0.02033041,0.00028165094399999996,1.0009492635726929,0.1927001953125,-0.08667699992656708,0.2
