time/time_elapsed,reward_terms/stance_time,reward_terms/overrun,reward_terms/foot_ahead,curriculum/cmd_scale,ankle/ankle_spring_energy_peak,reward_terms/torque,curriculum/dr_scale,reward_terms/residual_rate,reward_terms/energy,reward_terms/assist_pen,time/total_timesteps,reward_terms/foot_slip,reward_terms/track_lin,est/vel_rmse,reward_terms/stand,time/fps,reward_terms/ang_xy,reward_terms/clearance,reward_terms/motor_vel,rollout/ep_len_mean,reward_terms/action_rate,reward_terms/angmom,reward_terms/duty_sym,time/iterations,reward_terms/coef_rate,ankle/ankle_spring_trq_peak,curriculum/ctrl_jitter_ms,reward_terms/stand_drift,reward_terms/residual,reward_terms/stance,reward_terms/stop,reward_terms/air_time,reward_terms/vz,reward_terms/lat_vel,curriculum/swing_frac_min,curriculum/swing_frac_mean,curriculum/stance_ratio,reward_terms/height,curriculum/eff_scale,rollout/ep_rew_mean,reward_terms/phase_contact,reward_terms/upright,reward_terms/hip_roll,reward_terms/time,reward_terms/track_yaw,reward_terms/fwd_speed,curriculum/ctrl_drop_prob,reward_terms/step_rate,reward_terms/alive,curriculum/cmd_track_err,ankle/ankle_defl_peak,curriculum/ent_coef,train/n_updates,train/policy_gradient_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/std,train/clip_range,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/stance_ratio_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress
1397,0.0,0.0,0.0,0.0,0.0,-0.0005583136216551348,0.0188928,0.0,-1.870593139342864e-05,0.0,8368128,-0.12049534487860582,2.6677147291254273,0.1561521223590324,1.4666083457021872,5986,-0.07840722687258805,0.0,-1.7058799664048657e-06,462.39,-0.08908140515937717,-0.029176856888063304,0.0,454,-0.47788737323602004,0.0,0.0755712,-0.026325427975998898,-0.10394481711045342,-0.015599468556280567,0.0,0.0,-0.04387637014380459,-0.1443089848934364,0.05881076388888889,0.06138780381944445,0.6994961919999999,-0.014270795221977066,0.0022041600000000023,445.47963084,0.0,-0.14648327256655802,-0.029064360272032606,0.0,1.8747285999361176,0.0,0.0009446400000000001,-0.0017252604166666623,0.0,0.6306953688154299,0.5048079262259356,0.01,58225,-0.010805904486915097,203.8952178955078,0.986047625541687,0.00027912575999999997,-36.90292854309082,0.08074951171875,0.009544225,567.1863632202148,1.0008883476257324,0.2,0.0188928,0.0062976000000000065,0.0062976000000000065,0.0188928,0.0188928
1401,0.0,0.0,0.0,0.0,0.0,-0.000542392843233102,0.0191232,0.0,-1.932200963484698e-05,0.0,8386560,-0.1550553595946361,2.3940933745727024,0.17746877212578013,1.2507575780156388,5985,-0.0924395030080742,0.0,-1.8205846595573158e-06,440.28,-0.09040901414886421,-0.03155061330333471,0.0,455,-0.4814453894236299,0.0,0.0764928,-0.026255983358455134,-0.10398355585120811,-0.02949478601979218,0.0,0.0,-0.04937223498596041,-0.16509239516880328,0.06315104166666667,0.06781684027777779,0.6994900479999999,-0.014944605557389003,0.0022310400000000023,405.97671031,0.0,-0.14907267590389114,-0.031125536955299682,0.0,1.87091342024467,0.0,0.0009561600000000001,-0.0020507812499999997,0.0,0.7324808967091444,0.5050339272756692,0.01,58229,-0.009283188689732925,289.6832580566406,0.9818612337112427,0.00027907968,-36.90083274841309,0.07177734375,0.0077750804,758.0213165283203,1.0007121562957764,0.2,0.0191232,0.006374400000000007,0.006374400000000007,0.0191232,0.0191232
1404,0.0,0.0,0.0,0.0,0.0,-0.0005457794877351605,0.0193536,0.0,-1.9600143869878598e-05,0.0,8404992,-0.1414574015330021,2.5647056990494774,0.17779520062932858,1.401742914616186,5985,-0.08627313274565299,0.0,-1.825712610518053e-06,468.55,-0.08994204814228918,-0.030465537070197675,0.0,456,-0.48426656311601934,0.0,0.0774144,-0.01851509989729915,-0.10392607319440718,-0.024356552329688565,0.0,0.0,-0.04420925448477682,-0.12285960270431717,0.05734592013888889,0.066162109375,0.6994839039999999,-0.01322215960676302,0.0022579200000000022,455.35166374,0.0,-0.13955467741731625,-0.029446212917712086,0.0,1.8573828252922628,0.0,0.00096768,-0.001996527777777777,0.0,0.88689574646674,0.5044342119706914,0.01,58233,-0.011443085147766397,218.3160400390625,0.9870452880859375,0.00027903359999999997,-36.899753379821775,0.08582763671875,0.009706626,534.9873291015625,1.000663161277771,0.2,0.0193536,0.006451200000000007,0.006451200000000007,0.0193536,0.0193536
1407,0.0,0.0,0.0,0.0,0.0,-0.000558436940199363,0.019583999999999997,0.0,-1.927106222358612e-05,0.0,8423424,-0.15461886158804886,2.4409884653732754,0.18249923037993787,1.3551542981612692,5985,-0.08279525660796215,0.0,-1.7865317353682344e-06,474.29,-0.08712876024725294,-0.03994476509697011,0.0,457,-0.4812604602169423,0.0,0.07833599999999999,-0.0207877157025535,-0.10395255089757256,-0.022737719735963044,0.0,0.0,-0.04679183474650367,-0.13173697994580408,0.06358506944444445,0.06507703993055555,0.69947776,-0.014500871640425591,0.002284800000000002,467.38580246,0.0,-0.14428746424123082,-0.028415517956739855,0.0,1.8644060147101078,0.0,0.0009792,-0.0019531249999999985,0.0,0.8617308672166671,0.5045244270366888,0.01,58237,-0.010849461564794183,239.15487670898438,0.9834913015365601,0.00027898752,-36.89980640411377,0.0744384765625,0.00807528,671.3885955810547,1.0006911754608154,0.2,0.019583999999999997,0.006528000000000007,0.006528000000000007,0.019583999999999997,0.019583999999999997
1410,0.0,0.0,0.0,0.0,0.0,-0.0005739061543530596,0.019814399999999996,0.0,-2.0466601074750855e-05,0.0,8441856,-0.15049056343184944,2.635776715845954,0.16823456490322508,1.4604760613341312,5985,-0.08258841270498152,0.0,-1.9876955321216974e-06,451.57,-0.09024275567976553,-0.027803279202401443,0.0,458,-0.48117552235175143,0.0,0.07925759999999998,-0.024350395328023397,-0.10358029672091654,-0.018632672586603574,0.0,0.0,-0.04020118248263315,-0.14500968212410284,0.051323784722222224,0.05666775173611111,0.699471616,-0.012503608816894536,0.002311680000000002,430.17303885999996,0.0,-0.12247947309097201,-0.02848078324103844,0.0,1.8831401603669562,0.0,0.0009907199999999998,-0.0020073784722222216,0.0,0.6160399785456788,0.505157709456706,0.01,58241,-0.01098072367021814,247.19345092773438,0.9856320023536682,0.00027894144,-36.90212783813477,0.07763671875,0.009363448,596.7347366333008,1.0008610486984253,0.2,0.019814399999999996,0.006604800000000007,0.006604800000000007,0.019814399999999996,0.019814399999999996
1413,0.0,0.0,0.0,0.0,0.0,-0.0006258245002602546,0.020044799999999995,0.0,-1.9912250879964737e-05,0.0,8460288,-0.11508639612801175,2.743571500944658,0.1845838047323673,1.5048267768296546,5985,-0.07660968954714888,0.0,-1.7623827342748117e-06,458.45,-0.08644121626669043,-0.027434707160579982,0.0,459,-0.45760847264416477,0.0,0.08017919999999998,-0.020283972496636812,-0.10465954580941395,-0.01607074512045131,0.0,0.0,-0.039861163102156136,-0.13751822590001464,0.045247395833333336,0.04679361979166667,0.699465472,-0.011721590480658345,0.0023385600000000025,441.32408308,0.0,-0.12820303765468694,-0.029425302907182607,0.0,1.8808026653491672,0.0,0.0010022399999999997,-0.0014973958333333297,0.0,0.8018688670928107,0.5051821176452949,0.01,58245,-0.01054700038221199,356.692626953125,0.9800093770027161,0.00027889536,-36.89855518341064,0.075537109375,0.009386843,874.9124755859375,1.0004404783248901,0.2,0.020044799999999995,0.006681600000000007,0.006681600000000007,0.020044799999999995,0.020044799999999995
1416,0.0,0.0,0.0,0.0,0.0,-0.0006258898476645313,0.020275199999999993,0.0,-2.0112974830902923e-05,0.0,8478720,-0.13852544157001068,2.4755738264636773,0.177430773906196,1.3845122743831038,5985,-0.08518999573564386,0.0,-1.7902954777220361e-06,465.45,-0.08752076272932656,-0.025674312918686146,0.0,460,-0.4918989038412653,0.0,0.08110079999999997,-0.023927506269521916,-0.10391980000173105,-0.013394850349902336,0.0,0.0,-0.03918525743507398,-0.14372492181771804,0.049750434027777776,0.061957465277777776,0.699459328,-0.012719087832283933,0.0023654400000000025,467.32261812,0.0,-0.13899285380261892,-0.030093847164199623,0.0,1.8789091228572294,0.0,0.0010137599999999996,-0.0020833333333333333,0.0,0.7068175058828923,0.5051113443031612,0.01,58249,-0.009177851595450193,271.4886779785156,0.9853067994117737,0.00027884928,-36.89622211456299,0.05780029296875,0.008744367,659.0419708251953,1.00046706199646,0.2,0.020275199999999993,0.006758400000000007,0.006758400000000007,0.020275199999999993,0.020275199999999993
1419,0.0,0.0,0.0,0.0,0.0,-0.0006159737306711831,0.020505599999999992,0.0,-2.081041312703348e-05,0.0,8497152,-0.11427076874173804,2.775085089052197,0.1668408751242727,1.533626485043858,5984,-0.07757240617884015,0.0,-1.8742741845208526e-06,426.8,-0.08571104892593703,-0.01998920281900779,0.0,461,-0.4665380389468856,0.0,0.08202239999999997,-0.022448579049660047,-0.10408669927301877,-0.022549858131359665,0.0,0.0,-0.035774598065300825,-0.12388067931777319,0.04969618055555555,0.05381944444444445,0.699453184,-0.012076771216576316,0.0023923200000000025,394.61873871000006,0.0,-0.12116788406916432,-0.029706986697284672,0.0,1.8890410169126985,0.0,0.0010252799999999997,-0.0016276041666666628,0.0,0.6303020390849968,0.5047378896370939,0.01,58253,-0.008185122266877443,273.8915710449219,0.9859157204627991,0.0002788032,-36.90016841888428,0.05933837890625,0.008058211,681.1245666503906,1.0006734132766724,0.2,0.020505599999999992,0.006835200000000007,0.006835200000000007,0.020505599999999992,0.020505599999999992
1423,0.0,0.0,0.0,0.0,0.0,-0.0006092594249396838,0.02073599999999999,0.0,-2.1583028801577846e-05,0.0,8515584,-0.15282743744038405,2.4912957803941516,0.16319640638364766,1.3181447095018743,5980,-0.088459195818919,0.0,-2.03409143325998e-06,480.47,-0.08873470496541552,-0.031845620304883575,0.0,462,-0.46050623361496945,0.0,0.08294399999999996,-0.03481214143857183,-0.1036747350230133,-0.028912194911751916,0.0,0.0,-0.05472590415365672,-0.18946921214978868,0.05908203125,0.06624348958333334,0.6994470399999999,-0.01612565086937408,0.0024192000000000024,493.00016514000004,0.0,-0.15556244756866153,-0.0348015249739907,0.0,1.8706239729463006,0.0,0.0010367999999999996,-0.0018880208333333305,0.0,0.8485007755855309,0.5050231893724622,0.01,58257,-0.009006623306777328,307.0179748535156,0.9806646704673767,0.00027875712,-36.901980781555174,0.05269775390625,0.007896032,792.6496856689453,1.0008141994476318,0.2,0.02073599999999999,0.0069120000000000075,0.0069120000000000075,0.02073599999999999,0.02073599999999999
1426,0.0,0.0,0.0,0.0,0.0,-0.0005654388244345836,0.02096639999999999,0.0,-2.1406450976485852e-05,0.0,8534016,-0.16369362134773516,2.240249240704683,0.18929658892110446,1.246520211620594,5980,-0.09792885706621128,0.0,-2.211369318385425e-06,448.47,-0.09021548964380147,-0.04988223537041073,0.0,463,-0.5167389767520512,0.0,0.08386559999999996,-0.027738038428054043,-0.10335909735758733,-0.02696772955751859,0.0,0.0,-0.057609203407228166,-0.14428507565955878,0.0885959201388889,0.09266493055555555,0.6994408959999999,-0.018001446475219944,0.0024460800000000024,428.6685033900001,0.0,-0.16637193234944164,-0.032674718126627166,0.0,1.838558434038456,0.0,0.0010483199999999995,-0.002669270833333342,0.0,0.9050546002647919,0.505047705974637,0.01,58261,-0.011971512745367363,252.88072204589844,0.9823148250579834,0.00027871104,-36.901627731323245,0.08392333984375,0.010165971,665.0272369384766,1.0007679462432861,0.2,0.02096639999999999,0.006988800000000008,0.006988800000000008,0.02096639999999999,0.02096639999999999
1430,0.0,0.0,0.0,0.0,0.0,-0.0006728181930341369,0.021196799999999988,0.0,-2.2283370419227097e-05,0.0,8552448,-0.11430019015671916,2.8385182150361516,0.14000314733467137,1.4989826721656339,5980,-0.07570638626166727,0.0,-2.1373111601783e-06,441.96,-0.0883061002184702,-0.015630708104302306,0.0,464,-0.4552607510157902,0.0,0.08478719999999995,-0.024995091976140717,-0.10386894424931348,-0.013226589226341897,0.0,0.0,-0.039976325435902293,-0.162342774108606,0.042317708333333336,0.04503038194444445,0.6994347519999999,-0.012916773297100118,0.0024729600000000028,414.63516553999995,0.0,-0.12312723873035974,-0.0298062861474772,0.0,1.8969078747305816,0.0,0.0010598399999999994,-0.0015624999999999962,0.0,0.8093562938511677,0.5048690682928656,0.01,58265,-0.010094106214819477,300.23492431640625,0.9808432459831238,0.00027866496,-36.89996147155762,0.0846923828125,0.010357747,763.9654968261718,1.0007520914077759,0.2,0.021196799999999988,0.007065600000000008,0.007065600000000008,0.021196799999999988,0.021196799999999988
1433,0.0,0.0,0.0,0.0,0.0,-0.000672604600370275,0.021427199999999987,0.0,-2.1490145110761744e-05,0.0,8570880,-0.11156962151000653,2.790469743303827,0.13575428284471636,1.5346834842474324,5980,-0.07218138484601107,0.0,-1.8663839373314443e-06,454.54,-0.08689035224519587,-0.01435324344351118,0.0,465,-0.4428042747006949,0.0,0.08570879999999995,-0.024363144049258115,-0.10432679294015243,-0.02016930022209381,0.0,0.0,-0.03663177626142782,-0.14844329702280895,0.039225260416666664,0.041314019097222224,0.699428608,-0.011904665199005572,0.0024998400000000027,445.24067862000004,0.0,-0.11491801015033053,-0.031722844866235674,0.0,1.9002301728687803,0.0,0.0010713599999999993,-0.0014648437499999965,0.0,0.574642144194271,0.5051887452060528,0.01,58269,-0.009984154207631945,275.02081298828125,0.9818443655967712,0.00027861887999999996,-36.9015510559082,0.05977783203125,0.008334946,710.8910339355468,1.0007621049880981,0.2,0.021427199999999987,0.007142400000000008,0.007142400000000008,0.021427199999999987,0.021427199999999987
1436,0.0,0.0,0.0,0.0,0.0,-0.000656771607344272,0.021657599999999985,0.0,-2.3133363154535398e-05,0.0,8589312,-0.15209289507717288,2.5681492565881094,0.17201148920963236,1.438322533657127,5980,-0.09013348056880748,0.0,-2.2169869925764033e-06,500.65,-0.08832534687493722,-0.030827588855443566,0.0,466,-0.47870760036276483,0.0,0.08663039999999994,-0.030507159115743993,-0.10346556653594899,-0.030079080043436592,0.0,0.0,-0.05240026589437836,-0.1563833221531516,0.062445746527777776,0.06510416666666666,0.699422464,-0.01563032564965447,0.0025267200000000027,542.5282688899999,0.0,-0.13877347347624944,-0.033555426583285114,0.0,1.8715495626775214,0.0,0.0010828799999999994,-0.001963975694444443,0.0,0.7899247242543198,0.5051609780954569,0.01,58273,-0.008538161596516148,302.5888671875,0.9799416065216064,0.0002785728,-36.899818420410156,0.0591796875,0.007412984,855.2983612060547,1.0006449222564697,0.2,0.021657599999999985,0.007219200000000008,0.007219200000000008,0.021657599999999985,0.021657599999999985
1439,0.0,0.0,0.0,0.0,0.0,-0.0006835920405350419,0.021887999999999984,0.0,-2.256049480587213e-05,0.0,8607744,-0.11037421169529936,2.6876552839352486,0.14553778294920192,1.4858833153019193,5980,-0.07778526720777795,0.0,-2.046915871995508e-06,433.14,-0.08762460636504589,-0.020175627135935,0.0,467,-0.4768689788490677,0.0,0.08755199999999994,-0.019525586648354305,-0.1043434856438347,-0.010920884753567523,0.0,0.0,-0.03182126795043656,-0.1307110196638076,0.042154947916666664,0.048529730902777776,0.69941632,-0.01090907742033371,0.0025536000000000027,412.11528655999996,0.0,-0.11295057355108115,-0.026613672106466237,0.0,1.900373970989649,0.0,0.0010943999999999993,-0.0014973958333333297,0.0,0.5761281203081754,0.5047049454770495,0.01,58277,-0.011094044509809465,289.3125,0.9835788011550903,0.00027852672,-36.90079212188721,0.08402099609375,0.009469212,706.4514343261719,1.000786304473877,0.2,0.021887999999999984,0.007296000000000008,0.007296000000000008,0.021887999999999984,0.021887999999999984
1442,0.0,0.0,0.0,0.0,0.0,-0.0006871883992752279,0.022118399999999983,0.0,-2.288708197018513e-05,0.0,8626176,-0.1334762902544204,2.7364123594529493,0.16562059751993338,1.5674973745820138,5980,-0.08046305775289946,0.0,-2.1463817907149637e-06,443.73,-0.08877519715419362,-0.022981873956348965,0.0,468,-0.46190025911173194,0.0,0.08847359999999993,-0.024889341028834656,-0.10382076229500573,-0.021368766838556603,0.0,0.0,-0.04177994579797621,-0.13650669520013678,0.049370659722222224,0.05555555555555555,0.699410176,-0.013397844456493188,0.0025804800000000026,424.57871104,0.0,-0.12207524035028593,-0.030459513358385013,0.0,1.8857485332200064,0.0,0.0011059199999999992,-0.0017578124999999957,0.0,0.8426319231734773,0.5044343170688401,0.01,58281,-0.011232887767255307,270.0084228515625,0.9850504398345947,0.00027848064,-36.900821113586424,0.07188720703125,0.0093559865,656.5076553344727,1.0007476806640625,0.2,0.022118399999999983,0.007372800000000008,0.007372800000000008,0.022118399999999983,0.022118399999999983
1445,0.0,0.0,0.0,0.0,0.0,-0.0006868978488671732,0.02234879999999998,0.0,-2.1876269764414832e-05,0.0,8644608,-0.11049033362261605,2.750075920018991,0.14274276085509233,1.5355001226196698,5980,-0.07475753126032447,0.0,-1.8926701067291034e-06,448.22,-0.08716609731924775,-0.016735399216052937,0.0,469,-0.44635413649420325,0.0,0.08939519999999992,-0.026454745542798332,-0.10418332629016405,-0.014621299967803416,0.0,0.0,-0.04083955950124133,-0.1557662858856005,0.039116753472222224,0.04372829861111111,0.699404032,-0.013347738018921378,0.002607360000000003,433.03394234,0.0,-0.12229719973058711,-0.029843256517954553,0.0,1.9050836503956121,0.0,0.001117439999999999,-0.0015082465277777744,0.0,0.699504735728996,0.5051795755141839,0.01,58285,-0.009431329579092563,255.7091064453125,0.9835634231567383,0.00027843455999999997,-36.901190185546874,0.06846923828125,0.008779879,701.6847137451172,1.0007859468460083,0.2,0.02234879999999998,0.0074496000000000085,0.0074496000000000085,0.02234879999999998,0.02234879999999998
1448,0.0,0.0,0.0,0.0,0.0,-0.0007014188015443074,0.02257919999999998,0.0,-2.336314651608222e-05,0.0,8663040,-0.11738495020648412,2.7051970683847837,0.16644847763908868,1.5779702099359392,5979,-0.08281107943085687,0.0,-2.1661446188555793e-06,455.68,-0.08824536090071536,-0.024670870449968248,0.0,470,-0.46496591233309065,0.0,0.09031679999999992,-0.02304812925786018,-0.10388909586904421,-0.012719983158923854,0.0,0.0,-0.04074823276636613,-0.1323556766486177,0.05333116319444445,0.05826822916666667,0.6993978879999999,-0.012719777597228286,0.002634240000000003,442.01304761,0.0,-0.12750678256814693,-0.028831267307744587,0.0,1.8946961180290112,0.0,0.001128959999999999,-0.0018229166666666632,0.0,0.8196501765223486,0.504838691119008,0.01,58289,-0.009416342043550685,235.43389892578125,0.9864028096199036,0.00027838848,-36.90055522918701,0.0564208984375,0.007976884,621.9259948730469,1.0007004737854004,0.2,0.02257919999999998,0.007526400000000009,0.007526400000000009,0.02257919999999998,0.02257919999999998
1451,0.0,0.0,0.0,0.0,0.0,-0.0007236302914414084,0.02280959999999998,0.0,-2.2736746019147554e-05,0.0,8681472,-0.12369960238810614,2.7293388300401484,0.15501130367600596,1.5071969105352074,5979,-0.07537449445513401,0.0,-2.051844714524931e-06,462.37,-0.08750053231582726,-0.024247326417994458,0.0,471,-0.45938752736513755,0.0,0.09123839999999991,-0.025582783366211233,-0.10428370086327715,-0.021298853684654277,0.0,0.0,-0.04352248097010279,-0.13392422636971324,0.0498046875,0.05409071180555555,0.6993917439999999,-0.014418778762847858,0.002661120000000003,457.0875308100001,0.0,-0.12422214573995917,-0.030174418848084066,0.0,1.8937152287231074,0.0,0.001140479999999999,-0.0017252604166666623,0.0,0.7123787363404497,0.5046705144912315,0.01,58293,-0.009106987994164229,350.8280334472656,0.9827112555503845,0.00027834240000000003,-36.89985370635986,0.0593994140625,0.008086708,815.2719024658203,1.0006752014160156,0.2,0.02280959999999998,0.007603200000000009,0.007603200000000009,0.02280959999999998,0.02280959999999998
1455,0.0,0.0,0.0,0.0,0.0,-0.0007037148516623705,0.023039999999999977,0.0,-2.2886939514505836e-05,0.0,8699904,-0.11495830102403576,2.666470709462863,0.15474543377659594,1.5295819333227414,5978,-0.07821916426768932,0.0,-2.030309208732503e-06,457.74,-0.08851137988335647,-0.022406084203201365,0.0,472,-0.4866747320378141,0.0,0.09215999999999991,-0.02257759881564582,-0.10431892204549625,-0.02007911161003544,0.0,0.0,-0.03901511667916308,-0.12919113365486626,0.04942491319444445,0.04945203993055555,0.6993855999999999,-0.012790389140121865,0.002688000000000003,448.82567144999996,0.0,-0.12091266576673881,-0.0295813741203196,0.0,1.8941920031129795,0.0,0.001151999999999999,-0.0014865451388888853,0.0,0.7099589724742148,0.5046578691131351,0.01,58297,-0.00931599417963298,247.34078979492188,0.9850209355354309,0.00027829632,-36.89839344024658,0.06998291015625,0.009546587,653.8458068847656,1.0004913806915283,0.2,0.023039999999999977,0.007680000000000009,0.007680000000000009,0.023039999999999977,0.023039999999999977
1458,0.0,0.0,0.0,0.0,0.0,-0.0006924517940826947,0.023270399999999976,0.0,-2.3856772922164694e-05,0.0,8718336,-0.15017372177765542,2.4886416108737084,0.16655761657913457,1.363945442314711,5977,-0.09088971723226098,0.0,-2.208530147409711e-06,458.79,-0.09006320103917491,-0.03341733517921251,0.0,473,-0.4667922780354902,0.0,0.0930815999999999,-0.027066870060249583,-0.103555777418513,-0.017547927968725036,0.0,0.0,-0.04489800444585725,-0.14395985281745746,0.061360677083333336,0.06635199652777778,0.699379456,-0.01403172215434993,0.002714880000000003,450.78992329,0.0,-0.137634890437624,-0.029601633785925723,0.0,1.8785193367721718,0.0,0.0011635199999999988,-0.002072482638888889,0.0,0.9302933961097194,0.5042161420757372,0.01,58301,-0.007619323921971954,414.3377990722656,0.9812889695167542,0.00027825024,-36.89589138031006,0.05618896484375,0.0075843493,927.6760650634766,1.0003604888916016,0.2,0.023270399999999976,0.007756800000000009,0.007756800000000009,0.023270399999999976,0.023270399999999976
1461,0.0,0.0,0.0,0.0,0.0,-0.0006982135334826538,0.023500799999999974,0.0,-2.3380185261569645e-05,0.0,8736768,-0.13965341545745408,2.619463832326717,0.17702936420631518,1.4423941630626684,5976,-0.0789583452677986,0.0,-2.2321179107621367e-06,501.6,-0.08920698949790239,-0.03426939128543343,0.0,474,-0.4842173264705396,0.0,0.0940031999999999,-0.02227493380737315,-0.10403176823379465,-0.03764019704468028,0.0,0.0,-0.04923729870874525,-0.15256937467874235,0.05750868055555555,0.059814453125,0.699373312,-0.014579671446693143,0.002741760000000003,524.0240323200001,0.0,-0.14036135205215025,-0.029821900642912107,0.0,1.8782653138620136,0.0,0.0011750399999999987,-0.0018663194444444422,0.0,0.8779283564195529,0.5047554990505175,0.01,58305,-0.00919711645838106,349.5399475097656,0.9809914231300354,0.00027820415999999995,-36.89595832824707,0.05926513671875,0.008439063,928.6453460693359,1.0003795623779297,0.2,0.023500799999999974,0.007833600000000008,0.007833600000000008,0.023500799999999974,0.023500799999999974
1464,0.0,0.0,0.0,0.0,0.0,-0.0007436606436843585,0.023731199999999973,0.0,-2.364571563894701e-05,0.0,8755200,-0.1036349739316284,2.94565086137586,0.14567622736748817,1.6818802713291363,5976,-0.0736480092603568,0.0,-2.119229315609101e-06,532.54,-0.08854805214142043,-0.021613460365118502,0.0,475,-0.4458586480655035,0.0,0.09492479999999989,-0.018868926965999656,-0.10399002924639347,-0.023910857541789406,0.0,0.0,-0.03458282622132458,-0.1214939708357134,0.03879123263888889,0.04796006944444445,0.699367168,-0.012001189216005615,0.0027686400000000028,579.3155490600001,0.0,-0.11668739809523705,-0.029291846400067132,0.0,1.893637510549465,0.0,0.0011865599999999988,-0.0014973958333333297,0.0,0.8091360028780413,0.5049321639914472,0.01,58309,-0.010515175689943135,217.7711639404297,0.9857951402664185,0.00027815808,-36.89718322753906,0.0635498046875,0.007949318,665.9859497070313,1.0005007982254028,0.2,0.023731199999999973,0.007910400000000008,0.007910400000000008,0.023731199999999973,0.023731199999999973
1467,0.0,0.0,0.0,0.0,0.0,-0.0007395788434096198,0.023961599999999972,0.0,-2.4382551289026343e-05,0.0,8773632,-0.12260603747664968,2.793674394026967,0.1671980709673488,1.6038560866861558,5976,-0.07545742823741484,0.0,-2.1854893416879524e-06,556.78,-0.08936923224759737,-0.01534587787029867,0.0,476,-0.4529005152241878,0.0,0.09584639999999989,-0.021872021555818556,-0.10416658407740288,-0.02213294891568852,0.0,0.0,-0.03509648423826915,-0.12437484216316852,0.046875,0.04817708333333333,0.699361024,-0.011077594284124831,0.0027955200000000027,631.39689586,0.0,-0.10997974277811659,-0.027884413061327877,0.0,1.902273618936725,0.0,0.0011980799999999987,-0.0017686631944444403,0.0,0.5302196424298202,0.5045989087572744,0.01,58313,-0.008428753208136186,343.3964538574219,0.9789224863052368,0.000278112,-36.89718475341797,0.06207275390625,0.008337763,966.3767211914062,1.0004370212554932,0.2,0.023961599999999972,0.007987200000000009,0.007987200000000009,0.023961599999999972,0.023961599999999972
1471,0.0,0.0,0.0,0.0,0.0,-0.0007410366384426945,0.02419199999999997,0.0,-2.396919554376422e-05,0.0,8792064,-0.11944005538511934,2.680026506732832,0.16100234905633537,1.444388513526034,5975,-0.07051771661852407,0.0,-2.1473070159640843e-06,519.03,-0.0893194846112569,-0.020937341910909547,0.0,477,-0.4566717229003889,0.0,0.09676799999999988,-0.022944487996701922,-0.10431072412194047,-0.031494745500692846,0.0,0.0,-0.03920112296420529,-0.13086546704859772,0.05099826388888889,0.05251736111111111,0.6993548799999999,-0.012691076831588365,0.0028224000000000027,559.62595222,0.0,-0.12351346867005059,-0.027295072170185855,0.0,1.8937056482623835,0.0,0.0012095999999999986,-0.001801215277777774,0.0,0.6716306786684669,0.5052223992673975,0.01,58317,-0.010553436947520822,408.0282287597656,0.9824631810188293,0.00027806592,-36.8983076095581,0.071142578125,0.009214826,830.5521270751954,1.000624418258667,0.2,0.02419199999999997,0.008064000000000009,0.008064000000000009,0.02419199999999997,0.02419199999999997
1474,0.0,0.0,0.0,0.0,0.0,-0.0007389440409810599,0.02442239999999997,0.0,-2.4354253315557188e-05,0.0,8810496,-0.12847841958962558,2.619931945250022,0.15734378520165876,1.3932691012071257,5975,-0.07991235946707792,0.0,-2.157634379720885e-06,504.43,-0.08692022902739249,-0.026346802334759067,0.0,478,-0.46669849841233585,0.0,0.09768959999999988,-0.022298981730375537,-0.10433316271158467,-0.05102329769312115,0.0,0.0,-0.04787947382832537,-0.14387168635283518,0.048394097222222224,0.05064561631944445,0.6993487359999999,-0.01416743726548862,0.002849280000000003,524.8078247899999,0.0,-0.12906243498788336,-0.03280934437295759,0.0,1.8984260368485388,0.0,0.0012211199999999985,-0.0016384548611111072,0.0,0.6862127376405025,0.5050994796107853,0.01,58321,-0.009743077342864125,473.2070617675781,0.9768665432929993,0.00027801983999999996,-36.89889965057373,0.07784423828125,0.008783093,1037.5507843017579,1.0005826950073242,0.2,0.02442239999999997,0.008140800000000009,0.008140800000000009,0.02442239999999997,0.02442239999999997
1477,0.0,0.0,0.0,0.0,0.0,-0.000742505613165666,0.024652799999999968,0.0,-2.670432731127354e-05,0.0,8828928,-0.1514149156497695,2.4762608605294107,0.15735855248836353,1.3272670419952597,5974,-0.08824486401325916,0.0,-2.7140754435533136e-06,542.36,-0.09270478804395277,-0.030261424738053974,0.0,479,-0.5016270828668731,0.0,0.09861119999999987,-0.025835082216237273,-0.10322326336071228,-0.0209007034896756,0.0,0.0,-0.04643581903404571,-0.16891414749435474,0.0641818576388889,0.06787109375,0.6993425919999999,-0.01460702345189143,0.002876160000000003,600.0192025700001,0.0,-0.1359231058282994,-0.032754217302770866,0.0,1.8770808124493084,0.0,0.0012326399999999984,-0.002105034722222223,0.0,0.6038557697696668,0.5050987773490208,0.01,58325,-0.008335883013205602,533.490478515625,0.9777137041091919,0.00027797376,-36.89975547790527,0.05753173828125,0.0076394044,985.8637054443359,1.0007342100143433,0.2,0.024652799999999968,0.008217600000000009,0.008217600000000009,0.024652799999999968,0.024652799999999968
