reward_terms/torque,reward_terms/assist_pen,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/upright,reward_terms/action_rate,reward_terms/clearance,reward_terms/time,reward_terms/coef_rate,reward_terms/residual,reward_terms/stance,curriculum/ctrl_jitter_ms,curriculum/stance_ratio,reward_terms/stop,curriculum/eff_scale,reward_terms/height,reward_terms/motor_vel,reward_terms/hip_roll,time/iterations,reward_terms/energy,reward_terms/phase_contact,reward_terms/lat_vel,reward_terms/overrun,reward_terms/angmom,curriculum/ent_coef,rollout/ep_rew_mean,curriculum/sprint_dist_m,reward_terms/stance_time,rollout/ep_len_mean,reward_terms/foot_ahead,time/fps,curriculum/ctrl_drop_prob,reward_terms/ang_xy,reward_terms/air_time,reward_terms/vz,reward_terms/alive,time/time_elapsed,time/total_timesteps,train/loss,train/std,train/explained_variance,train/clip_fraction,train/clip_range,train/value_loss,train/n_updates,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
-0.00028408366248573844,0.0,-0.9079810183613374,-0.4454495680550653,-0.42416924922482113,-0.13238498448129213,0.05856125725504713,-0.5,-1.4040915533195126,-0.10145663454265702,-0.058127009127782917,0.0,0.6498233600000001,0.0,0.000768,-0.022596077803506285,-4.069088473857529e-06,-0.22383833758790703,11,-3.0346213357503103e-05,-0.35918713040813455,-3.6590110577471456e-08,0.0,-0.18817340777622854,0.01,-149.01803368999998,25.1152,-0.0012883769458211544,196.17,0.0,4158,0.0,-0.3462440255240965,0.0011393221082269317,-0.21711266177280375,0.0,48,202752,13.62532901763916,1.0014562606811523,0.8460718393325806,0.142333984375,0.2,43.80981798171997,7412,0.014400837,0.0002995392,-34.070516395568845,-0.013715935160871596
-0.0003239252096796544,0.0,-0.9994059140737419,-0.4048846425048222,-0.37188351166679795,-0.13274058865735616,0.05941675074290932,-0.5,-1.3735820226714717,-0.10141618025019923,-0.023178168883629734,0.0,0.649805696,0.0,0.0008448,-0.02392770899195576,-4.690882239586696e-06,-0.21498677603843078,12,-3.468035126729512e-05,-0.3429895695583238,-3.782292980531254e-08,0.0,-0.18910654983936845,0.01,-148.87239870000002,25.12672,-0.002416574164979263,195.81,0.0,4189,0.0,-0.3514452592729077,0.000953232989154963,-0.20657742343608088,0.0,52,221184,8.80925464630127,1.001225471496582,0.8336889147758484,0.15784912109375,0.2,29.539351749420167,7416,0.01514249,0.00029949311999999997,-34.06620044708252,-0.014891191257629544
-0.00035913351414703954,0.0,-0.8972860536742575,-0.452329450100841,-0.4134496577100445,-0.13278075940830453,0.058284252844593806,-0.5,-1.3454126541439855,-0.10090773667775393,-0.04297782996458574,0.0,0.649788032,0.0,0.0009216,-0.023149956473415393,-4.9299905491831825e-06,-0.2136233899531105,13,-3.719824725891226e-05,-0.35416362138858987,-3.82736605237992e-08,0.0,-0.18691359194282342,0.01,-149.5295918,25.13824,-0.002477474463780204,199.01,0.0,4214,0.0,-0.3423788079412626,0.0010606546032552917,-0.19602863865398562,0.0,56,239616,8.498373985290527,1.0015883445739746,0.7800518274307251,0.18106689453125,0.2,25.3428653717041,7420,0.0154329,0.00029944704,-34.069189453125,-0.01800241188611835
-0.00039243773596696124,0.0,-1.1209623040465901,-0.42839375307355115,-0.32508335912035813,-0.13309076037737666,0.06151001310891719,-0.5,-1.4042130402540856,-0.10129840597116631,-0.028130345136957675,0.0,0.649770368,0.0,0.0009984,-0.027412434202655624,-5.513959924684505e-06,-0.20420254127093437,14,-4.1177596414875876e-05,-0.32504410093981406,-4.509535148317835e-08,0.0,-0.20739373244815584,0.01,-147.80461471,25.14976,-0.0022200432738625547,191.45,0.0,4235,0.0,-0.36821958119470494,0.0006694873736705631,-0.22138758850738918,0.0,60,258048,4.889150619506836,1.0028767585754395,0.7844926714897156,0.23865966796875,0.2,17.860000944137575,7424,0.028469604,0.00029940095999999997,-34.079437828063966,-0.02029107011621818
-0.00042676082445759333,0.0,-1.026171203175168,-0.41499033866010876,-0.33298560901336643,-0.13248080774192703,0.06130273568481754,-0.5,-1.3528880936619805,-0.10117443173313001,-0.026137592838196687,0.0,0.6497527040000001,0.0,0.0010752,-0.025352404644140326,-5.980679429305139e-06,-0.20104970088962093,15,-4.4924160529295456e-05,-0.32158733995286193,-3.8035957735761836e-08,0.0,-0.21127749331038229,0.01,-148.73259571,25.16128,-0.0027697642168883854,195.23,0.0,4252,0.0,-0.36910341094255467,0.0012489141728211609,-0.21480191798313392,0.0,65,276480,2.5540270805358887,1.0033735036849976,0.7362720966339111,0.33968955592105265,0.2,9.368754487288626,7428,0.041304864,0.00029935488,-34.09095422845138,-0.016495225338363333
-0.00042708966400705953,0.0,-0.9289159279732451,-0.4536316702232488,-0.3838069012145947,-0.13304579792934465,0.05806781535134083,-0.5,-1.4031244838488057,-0.10146593861848542,-0.08999156903685782,0.0,0.64973504,0.0,0.001152,-0.02255923334102024,-6.301065492652756e-06,-0.2129301617873463,16,-4.668836930339134e-05,-0.3435386888983693,-3.8330200318612824e-08,0.0,-0.1992231301378177,0.01,-149.87883349999998,25.1728,-0.0018908612465667021,199.61,0.0,4269,0.0,-0.3488263525457058,0.0005479596147779375,-0.2074631134686772,0.0,69,294912,3.3869519233703613,1.0037434101104736,0.7332369685173035,0.35498046875,0.2,11.087772560119628,7432,0.039806012,0.0002993088,-34.09657516479492,-0.014705409854650497
-0.00048603656435000566,0.0,-0.9067422546476309,-0.426355977878408,-0.3718789430218481,-0.13525340511395187,0.06860796793874288,-0.5,-1.3539754872552605,-0.10110351616689814,-0.04875827897626858,0.0,0.649717376,0.0,0.0012288,-0.023769603299769418,-6.903303166436489e-06,-0.20649777600939814,17,-5.1587969576868004e-05,-0.3237365290470142,-3.9370992561803734e-08,0.0,-0.19536933425371805,0.01,-149.68299453999998,25.18432,-0.0007904684526794073,199.14,0.0,4287,0.0,-0.36130059960436084,0.0009564880553322533,-0.20116778325592816,0.0,73,313344,1.6321378946304321,1.0022754669189453,0.6594645380973816,0.2688232421875,0.2,5.191142272949219,7434,0.030837363,0.00029926272,-34.07830581665039,-0.0028819936560466886
-0.00048765198803961803,0.0,-1.042310238649332,-0.4038112791187298,-0.3163554705662066,-0.13531031500525714,0.061527853753130204,-0.5,-1.240114757946667,-0.10023705178256632,-0.021311971066078347,0.0,0.649699712,0.0,0.0013056,-0.022396137979792143,-7.576616288719832e-06,-0.19629454878003066,18,-5.4537250090150605e-05,-0.325737264930288,-3.979186456934737e-08,0.0,-0.17294058610499996,0.01,-146.26604174,25.19584,-0.006428617583070364,185.23,0.0,4302,0.0,-0.337060987315957,0.0009624559768579073,-0.1869877415938396,0.0,77,331776,1.8347126245498657,1.003645420074463,0.6566958427429199,0.3623453776041667,0.2,5.630699714024861,7437,0.04725583,0.00029921664,-34.09625371297201,-0.0025542600002760687
-0.0005199249004149428,0.0,-1.0859652290343946,-0.39850051087018773,-0.334968333563795,-0.13036149906591932,0.0611095327489258,-0.5,-1.2787225149691803,-0.10191427721436988,-0.05193241790965305,0.0,0.6496820480000001,0.0,0.0013824,-0.025962028410639357,-7.634605345854782e-06,-0.22453848115373454,19,-5.6052569250646944e-05,-0.31864169647125273,-4.3933480685117565e-08,0.0,-0.1777819412273299,0.01,-147.28590011,25.20736,-0.002274974721432146,189.3,0.0,4315,0.0,-0.3434237320175728,0.0006005856202035728,-0.20169408661320598,0.0,81,350208,0.9447388052940369,1.001988410949707,0.6361253261566162,0.3597935267857143,0.2,3.153327260698591,7439,0.05134523,0.00029917056,-34.078520093645366,0.014913203194737434
-0.000576449497832983,0.0,-0.9900290039020548,-0.3912201945307488,-0.3357811236117161,-0.13239829571982076,0.06429606103125535,-0.5,-1.2447968434591725,-0.10161846303775945,-0.04154417714579959,0.0,0.649664384,0.0,0.0014592,-0.027096432207188235,-8.216102332584867e-06,-0.21055146353035012,20,-6.079982864668137e-05,-0.31024440583056306,-4.317918055814337e-08,0.0,-0.18668801671897076,0.01,-149.75000534,25.21888,-0.0010678386283365802,200.1,0.0,4329,0.0,-0.3445463568835957,0.0007459849132121437,-0.20291783924956636,0.0,85,368640,0.6247589588165283,1.0018370151519775,0.46806132793426514,0.3081868489583333,0.2,2.247988144556681,7441,0.05714412,0.00029912448,-34.07534408569336,0.011147663462907076
-0.0005810702440080945,0.0,-1.0293333787693644,-0.44200125583411976,-0.3423402792258278,-0.13464322589522712,0.06361140390720071,-0.5,-1.3297420164999976,-0.10109445866080037,-0.04217830894611196,0.0,0.64964672,0.0,0.001536,-0.026121484231055835,-8.618398805860781e-06,-0.19964975313987834,21,-6.30286039354936e-05,-0.3361181234778956,-4.401768420208887e-08,0.0,-0.18024589540863972,0.01,-147.36506068,25.2304,-0.0009979877326663376,189.65,0.0,4342,0.0,-0.337633812826619,0.0006667746573738339,-0.20519678013730905,0.0,89,387072,1.5534292459487915,1.0020620822906494,0.6226323843002319,0.332275390625,0.2,4.394135038057963,7443,0.047761023,0.0002990784,-34.07856241861979,0.012431046925485134
-0.000632624255798023,0.0,-0.9006700626425561,-0.4378784969911212,-0.3541314587497377,-0.13220418632846753,0.06749247411206667,-0.5,-1.3171891365686945,-0.101372114042292,-0.0703240628444835,0.0,0.649629056,0.0,0.0016128,-0.02586712223619803,-9.049797080705861e-06,-0.20773931281128089,22,-6.691799071782315e-05,-0.3251374880828391,-3.695583339204028e-08,0.0,-0.18463067549310017,0.01,-146.87654357,25.24192,-0.0013810164333942037,187.65,0.0,4355,0.0,-0.368711874823014,0.0009120001276541087,-0.2111718158045347,0.0,93,405504,0.8448387384414673,1.001753568649292,0.14003735780715942,0.308203125,0.2,2.4358150482177736,7444,0.025957435,0.00029903232,-34.075216674804686,0.017226068861782552
-0.0006266117502355833,0.0,-0.9471739793419522,-0.3972571770929089,-0.311811104957877,-0.13242970058984155,0.06273485056557564,-0.5,-1.2946998046969533,-0.10185790597022468,-0.04574082964031924,0.0,0.6496113920000001,0.0,0.0016896,-0.024056679568503977,-9.179600797797872e-06,-0.21291193246763276,23,-6.817575205253859e-05,-0.3249698416942109,-4.2946043548294767e-08,0.0,-0.16027849059112992,0.01,-147.02427606,25.25344,-0.0007954863928413639,188.24,0.0,4367,0.0,-0.3396531183418336,0.0005620654394280993,-0.19505646765386775,0.0,97,423936,0.6333554983139038,1.0019550323486328,-0.37181949615478516,0.359423828125,0.2,2.3204226016998293,7445,0.031894602,0.00029898624,-34.076516723632814,0.020892209187150002
-0.0006587732438661509,0.0,-0.949822668396926,-0.46605089615015277,-0.36393018355801776,-0.13661404894718224,0.06513887701739723,-0.5,-1.3423756463612073,-0.10056566948122055,-0.05605624872156076,0.0,0.649593728,0.0,0.0017664,-0.02647418659962308,-9.70999123068792e-06,-0.201874871562022,24,-7.18444061073346e-05,-0.3323380180882089,-3.865499004443324e-08,0.0,-0.20118103165320855,0.01,-148.5851473,25.26496,-0.0016875471984450188,194.72,0.0,4378,0.0,-0.3538269940026961,0.0007546653020350883,-0.21897086462337,0.0,101,442368,0.48406821489334106,1.0022426843643188,-0.5550917387008667,0.33369140625,0.2,1.8269321918487549,7446,0.028803488,0.00029894016,-34.08003158569336,0.018565457686781882
