reward_terms/residual,rollout/ep_len_mean,reward_terms/lat_vel,rollout/ep_rew_mean,reward_terms/motor_vel,reward_terms/alive,time/fps,time/total_timesteps,reward_terms/stance_time,curriculum/stance_ratio,reward_terms/stance,curriculum/ent_coef,reward_terms/clearance,reward_terms/energy,reward_terms/vz,reward_terms/ang_xy,reward_terms/phase_contact,time/time_elapsed,curriculum/eff_scale,reward_terms/hip_roll,reward_terms/stop,reward_terms/coef_rate,reward_terms/height,reward_terms/overrun,reward_terms/upright,time/iterations,reward_terms/action_rate,reward_terms/foot_slip,reward_terms/time,reward_terms/fwd_speed,reward_terms/air_time,reward_terms/torque,reward_terms/angmom,train/entropy_loss,train/clip_range,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/approx_kl,train/loss,train/explained_variance,train/std
-0.5289509889588513,59.48,-5.09753383860492e-09,-100.11702982000001,-0.003328262299673897,0.5,3483,20497248,-0.015310847136586543,0.571568528,-0.014397520818421423,0.01,0.08223109558989995,-0.01127953961910675,-0.1667045907171544,-0.3516479216098672,-0.3723805500283039,1291,0.3410064,-0.037682802041947266,0.0,-0.5312770662150036,-0.07624596491057516,0.0,-0.2670034284909354,122,-0.09641019772578543,-0.4330226928499626,0.0,1.2365969589953665,0.0015717233731670098,-0.13103688820503423,-0.15791751231692477,-33.93864949544271,0.2,36918,0.3149617513020833,-0.006177968303543619,0.0003,1.2775693635145824,0.03251508,0.3293410837650299,0.992376446723938,0.9969005584716797
-0.5301250335688156,59.59,-5.2385369365364215e-09,-101.03471752000002,-0.0033417703116059485,0.5,3483,20534112,-0.01436738041633766,0.571427216,-0.015945072912515325,0.01,0.08261720518803836,-0.011347329573901478,-0.1704503550251921,-0.3513180721264686,-0.3739611477900059,1301,0.3416208,-0.03841043066711456,0.0,-0.5338013593721633,-0.0764547398769279,0.0,-0.2686104190861905,123,-0.0968966870210576,-0.4365841440238636,0.0,1.2375188095569891,0.001533203388033952,-0.13112224317016144,-0.15742268743824112,-33.9462890625,0.2,36922,0.3416341145833333,-0.0030752408460506964,0.0003,1.3999471366405487,0.027191563,0.673227071762085,0.9919393062591553,0.9972412586212158
-0.529743778235432,59.94,-6.503158139855404e-09,-100.03235005,-0.0033430507725702727,0.5,3484,20570976,-0.015779325244592555,0.571285904,-0.014984358909331811,0.01,0.08201088664410919,-0.011309818308779439,-0.1690576006837516,-0.3516599060172572,-0.37283430235538767,1312,0.3422352,-0.038318294757930735,0.0,-0.5320583196810256,-0.07743387459115053,0.0,-0.26694624087355234,124,-0.09656873921753197,-0.43375804774640786,0.0,1.2448065508641355,0.0015467667480051103,-0.1318158687519471,-0.15871868261211627,-33.938927014668785,0.2,36926,0.2821180555555556,-0.006948336764859657,0.0003,1.6560149292151134,0.02213544,0.41315406560897827,0.9889059662818909,0.9966632723808289
-0.5299482577349945,59.17,-4.697142672754605e-09,-100.42861006000001,-0.0033481940787125756,0.5,3484,20607840,-0.01583493504424243,0.571144592,-0.014681879876557771,0.01,0.08230059179647649,-0.011340572227094272,-0.16790222708420355,-0.3498675414402062,-0.3735959495907787,1322,0.3428496,-0.03738184284343985,0.0,-0.5318648934909473,-0.07597042421379664,0.0,-0.2654000800690904,125,-0.0969088545091385,-0.43329202760558033,0.0,1.2429224978889812,0.0016324872655483584,-0.13193828575585692,-0.1567791876088285,-33.94708697001139,0.2,36930,0.3060167100694444,-0.005173950614537009,0.0003,0.8022402011685901,0.027350008,0.06507253646850586,0.9952439665794373,0.9970642924308777
-0.529021116255549,59.63,-4.228409061261553e-09,-100.47922402000002,-0.003354494274231375,0.5,3485,20644704,-0.01777178160571364,0.57100328,-0.013463181671283306,0.01,0.08126190741727098,-0.011353405350696734,-0.16297155499913127,-0.3496738616722966,-0.37662451044194595,1332,0.343464,-0.037247669184509516,0.0,-0.5329830205540218,-0.07309676037202716,0.0,-0.25674934081426193,126,-0.09693076832712252,-0.4392529656230875,0.0,1.2210204564422207,0.0019146053883661,-0.13226275007016705,-0.15486301539387012,-33.927486419677734,0.2,36932,0.30341796875,0.0038055536337196828,0.0003,1.2381201028823852,0.041469064,0.27528414130210876,0.9929424524307251,0.9956709742546082
-0.5289759263967788,59.4,-4.963309109949803e-09,-100.86878066999999,-0.003365287712249277,0.5,3485,20681568,-0.01676565225110001,0.570861968,-0.014592204049844642,0.01,0.08176434185550674,-0.011369749884623212,-0.16762552450832047,-0.3487604256322704,-0.37599675369958296,1343,0.3440784,-0.037646434314871094,0.0,-0.5334340558343542,-0.07646073300784635,0.0,-0.2665779278110648,127,-0.09684909890621521,-0.4348570973907731,0.0,1.245845852429906,0.0013953995464059215,-0.13164763443672592,-0.15813918282217612,-33.94856516520182,0.2,36936,0.3277655707465278,-0.005315021611750126,0.0003,2.232613272137112,0.030509837,0.48648500442504883,0.9868108630180359,0.9974045753479004
-0.5287647166438891,59.29,-5.248742356812904e-09,-100.71734295999998,-0.003368141891227089,0.5,3485,20718432,-0.018450763087861963,0.570720656,-0.013266379429853882,0.01,0.08200070446215835,-0.011419802263604166,-0.16723418033300672,-0.34999578511188134,-0.37629690120143333,1353,0.3446928,-0.036935889674512654,0.0,-0.5314457988845928,-0.07510188544702626,0.0,-0.2603835246975319,128,-0.09722007788166874,-0.4403575956961221,0.0,1.2356717795701775,0.0017447919655953431,-0.13299099437334896,-0.15675050841092578,-33.94914468129476,0.2,36940,0.3129679361979167,-0.00678941637225863,0.0003,1.2406514121426477,0.028244946,0.21472111344337463,0.992678165435791,0.9972515106201172
-0.5295507659848417,59.4,-4.928453549713746e-09,-100.65626229,-0.003360762837077733,0.5,3486,20755296,-0.017801349712600414,0.570579344,-0.01436519735785017,0.01,0.08209839811700702,-0.01136577301464452,-0.16705439856657817,-0.34935130562580463,-0.3785639865909654,1364,0.3453072,-0.03760863243518164,0.0,-0.5313932726934573,-0.07542799866544005,0.0,-0.2631246987317095,129,-0.09667226106654583,-0.4391476894289426,0.0,1.2424558033389088,0.0015315757870363693,-0.1319779258887646,-0.15762354744366128,-33.95267136891683,0.2,36944,0.3264567057291667,-0.004128374747880217,0.0003,1.3977783620357513,0.032804474,0.25945883989334106,0.9917294383049011,0.9978814125061035
-0.5293817308186842,59.23,-4.737576602500421e-09,-101.55880272999998,-0.003374729621127427,0.5,3486,20792160,-0.017016031610384945,0.570438032,-0.01347596157895685,0.01,0.0819659436092615,-0.011425675385903358,-0.16812921797649194,-0.34927751178266786,-0.37648951371722883,1374,0.3459216,-0.03729376814107832,0.0,-0.5312866151329616,-0.07507857545981288,0.0,-0.26143622145779044,130,-0.09696518186941294,-0.44117891446787066,0.0,1.2390039169052374,0.001648220773656956,-0.1324471121465224,-0.15767860773021827,-33.94442176818848,0.2,36948,0.2679578993055556,-0.00593720357088993,0.0003,1.739745040734609,0.021312576,1.0496916770935059,0.9900199174880981,0.9967171549797058
-0.5291796846892362,59.39,-4.899874188625935e-09,-100.31400582,-0.003396505120726449,0.5,3486,20829024,-0.01766463122718657,0.57029672,-0.01385678054039548,0.01,0.08183203849054389,-0.011512171619895512,-0.16917298830240063,-0.35281292068629855,-0.3799398494148585,1384,0.346536,-0.037141264226260844,0.0,-0.5332037010422436,-0.07545580948606251,0.0,-0.25927242973378045,131,-0.09736711744491132,-0.4450206455627582,0.0,1.2314417420962376,0.0016916235747177983,-0.13337793879876195,-0.15704501848063226,-33.93880049387614,0.2,36952,0.3179389105902778,-0.006374486864337491,0.0003,1.4634060329861112,0.03172168,0.3245924115180969,0.9910353422164917,0.9966998100280762
-0.5284936154325771,59.17,-4.620125732306743e-09,-99.77743813,-0.0033840241993312392,0.5,3487,20865888,-0.016787624797466885,0.570155408,-0.01293105044370397,0.01,0.08224571667689647,-0.011464152743717817,-0.17000643300561924,-0.3467579948088351,-0.37794935296209975,1395,0.3471504,-0.03724983896850324,0.0,-0.530387304067612,-0.07520745809348277,0.0,-0.25955628386310486,132,-0.0968370482417797,-0.438111867129437,0.0,1.2442083415678538,0.001408420396425451,-0.13306550297364123,-0.1560070073506361,-33.93336772918701,0.2,36956,0.2586195203993056,-0.007665906583295307,0.0003,1.936793562438753,0.017177157,0.5482696294784546,0.9842669367790222,0.9961715936660767
-0.5283229928298476,59.45,-4.023187914196521e-09,-100.23672648,-0.00339361873451447,0.5,3487,20902752,-0.01633623656299379,0.570014096,-0.014429339254695302,0.01,0.08210967158312077,-0.011472090402505256,-0.1678511775821342,-0.34740938334190186,-0.3755548894365577,1405,0.3477648,-0.03776921696403125,0.0,-0.5316466391348836,-0.07441723280470589,0.0,-0.2585042833119425,133,-0.09682877992748401,-0.43431191200214114,0.0,1.242270276500881,0.0016243492282228544,-0.13277456433735435,-0.15644612074462227,-33.93675295511881,0.2,36960,0.3046129014756944,-0.007861738435975794,0.0003,0.8554664966132906,0.02779644,0.025625884532928467,0.9947004318237305,0.9966580271720886
-0.5279843129762638,59.28,-4.214264479267236e-09,-100.40914873999998,-0.003408862319552766,0.5,3488,20939616,-0.017676838085107092,0.569872784,-0.014935741954707291,0.01,0.08230894656993928,-0.011524048973105319,-0.16627785830209516,-0.3494466744974249,-0.37876271464048655,1416,0.3483792,-0.037978815562260626,0.0,-0.5313420681381694,-0.07529169322257467,0.0,-0.258936220726301,134,-0.09692756275446154,-0.4424096721132539,0.0,1.2424336085839387,0.001828342360871223,-0.13406560860928132,-0.15756020201080279,-33.91541642409105,0.2,36962,0.33447265625,0.008515180482600745,0.0003,1.0036390011127179,0.043771476,0.16508203744888306,0.9943623542785645,0.9950777888298035
-0.5283970793331947,59.19,-5.261426590716815e-09,-99.71347102000003,-0.0034215273350589196,0.5,3488,20976480,-0.015558513959856808,0.569731472,-0.014785503543068769,0.01,0.08173520615539993,-0.011595648172491129,-0.16905139868644778,-0.35056866668036446,-0.3786340237885869,1426,0.3489936,-0.037508020705815354,0.0,-0.5316937158582045,-0.07587861776219952,0.0,-0.25872322845309226,135,-0.0971133236267768,-0.4406534113469487,0.0,1.2428286529943746,0.0017784291380343752,-0.13455588304333693,-0.15870431962427467,-33.926734561011905,0.2,36965,0.3263346354166667,0.0027195040602236986,0.0003,1.3038931744439262,0.040582966,0.2145622968673706,0.9924925565719604,0.9959943294525146
-0.5286949646792769,59.33,-4.675269913125573e-09,-100.5102235,-0.003410655449589639,0.5,3488,21013344,-0.016125190778337937,0.56959016,-0.014679658294037667,0.01,0.08274543860233304,-0.011542240250773883,-0.1710467658223988,-0.34729329747866733,-0.37672309400812787,1436,0.349608,-0.0380228006606565,0.0,-0.5306646472971992,-0.0764293783662283,0.0,-0.26332471998002027,136,-0.09644727203071204,-0.4379820464917404,0.0,1.250643895564214,0.001404622648907308,-0.13418290437571445,-0.15745834161348074,-33.922595753389245,0.2,36967,0.32370174632352944,0.007287796888062183,0.0003,0.7734156356138342,0.037257995,0.024474114179611206,0.9955725073814392,0.9957641363143921
-0.5288902055832105,59.15,-5.2585833397965606e-09,-100.04051467000001,-0.0034265547163966547,0.5,3489,21050208,-0.01532413916963075,0.569448848,-0.013473550143744977,0.01,0.0827705658840732,-0.011611546523346396,-0.1699364041709736,-0.3487840751519634,-0.3784872808960873,1447,0.3502224,-0.03771048681831644,0.0,-0.5311422512351762,-0.0758272051447145,0.0,-0.2596699629287385,137,-0.09689292617640849,-0.4397036052734479,0.0,1.2460177504871612,0.0015608726793693171,-0.1346260707573717,-0.15691168363128388,-33.93979422251383,0.2,36971,0.3519829644097222,-0.002719932390997807,0.0003,1.0979693631331127,0.027582578,0.14398568868637085,0.9935004115104675,0.9969107508659363
-0.5284788112299437,59.49,-4.7427784927802654e-09,-100.17296738,-0.003436837010509144,0.5,3489,21087072,-0.015089221954339236,0.569307536,-0.013478112478456991,0.01,0.08263354297852338,-0.011666550572443445,-0.17046331756848623,-0.3507744742604361,-0.37813752574816606,1457,0.3508368,-0.03760775732071154,0.0,-0.5284895728901092,-0.07601590150504973,0.0,-0.26042990210561956,138,-0.09700233378605361,-0.43579267213253986,0.0,1.2531401416993124,0.0016351999592087748,-0.13573034467198006,-0.1580052240472212,-33.92070272233751,0.2,36975,0.3234727647569444,-0.005076578514288283,0.0003,1.0890379150708516,0.028546099,0.14438053965568542,0.9937388896942139,0.9957534670829773
-0.5286153022919003,59.34,-4.377935144285808e-09,-99.88470123,-0.003439786300411436,0.5,3489,21123936,-0.016105117011142686,0.5691662239999999,-0.01229098638273474,0.01,0.08225011809896571,-0.011655111470552686,-0.16914849223247144,-0.3463570847981009,-0.37934760164887377,1468,0.3514512,-0.037039950811464564,0.0,-0.5316951428823575,-0.07490372470162053,0.0,-0.2585660773067792,139,-0.09704260545399176,-0.4353149053361259,0.0,1.246008275110228,0.0017236331267566937,-0.13477241157217465,-0.15655221584457413,-33.91800181070963,0.2,36979,0.3248155381944444,-0.004633032082993951,0.0003,0.9184894214073817,0.034731094,0.08357569575309753,0.994645357131958,0.9961905479431152
