reward_terms/upright,time/iterations,reward_terms/time,rollout/ep_rew_mean,reward_terms/stop,reward_terms/phase_contact,reward_terms/residual_rate,reward_terms/vz,curriculum/ent_coef,reward_terms/clearance,reward_terms/energy,reward_terms/air_time,reward_terms/coef_rate,curriculum/ctrl_drop_prob,reward_terms/step_rate,curriculum/stance_ratio,reward_terms/action_rate,curriculum/sprint_dist_m,reward_terms/motor_vel,reward_terms/torque,curriculum/ctrl_jitter_ms,reward_terms/foot_slip,reward_terms/ang_xy,reward_terms/stance,reward_terms/stance_time,time/total_timesteps,reward_terms/foot_ahead,reward_terms/assist_pen,reward_terms/residual,reward_terms/alive,time/time_elapsed,reward_terms/angmom,reward_terms/height,reward_terms/lat_vel,time/fps,rollout/ep_len_mean,curriculum/eff_scale,reward_terms/overrun,reward_terms/fwd_speed,reward_terms/hip_roll,train/approx_kl,train/explained_variance,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss,train/std,train/n_updates,train/loss,train/clip_fraction,train/policy_gradient_loss
-0.6839578702603709,16,-0.5,-147.56890037999997,0.0,-0.27230842073520967,0.0,-0.20774814624763893,0.01,0.06357993937793666,0.0,0.0001047090174526804,-0.1553509743870042,0.0,0.0,0.65,-0.03321906099232528,26.0368,0.0,0.0,0.0,-0.33740719941115854,-0.5191476284372866,-0.010927646844642029,-0.0002734356482202808,294912,0.0,0.0,-0.10356010180686731,0.0,71,-0.2148602907693857,-0.05360138355262284,-2.8847110165448536e-08,4147,191.25,0.0,0.0,-1.320377738303942,-0.014130470809545242,0.012721387,0.7731592655181885,0.0002990784,-19.870584392547606,0.2,11.107738351821899,1.0009918212890625,15515,2.80576753616333,0.13939208984375,-0.008294403727632016
-0.6927817015687096,17,-0.5,-144.43256899999997,0.0,-0.277885296880806,0.0,-0.1881147028055439,0.01,0.05731809144166727,0.0,4.4487788626510235e-05,-0.1691585659264563,0.0,0.0,0.65,-0.033295813984312014,26.10592,0.0,0.0,0.0,-0.3329677771444894,-0.5442843515306239,-0.003407933818075531,-2.807580878854626e-05,313344,0.0,0.0,-0.1033721375952195,0.0,75,-0.21417525419593608,-0.04880041726634735,-2.4361245505814702e-08,4151,178.63,0.0,0.0,-1.1647095817435924,-0.010648856366137736,0.017194197,0.733342170715332,0.00029901696,-19.87281951904297,0.2,7.842906975746155,1.0017012357711792,15519,2.2516937255859375,0.1775390625,-0.008557616884354502
-0.6949063369082069,18,-0.5,-146.41457534,0.0,-0.26638142241539564,0.0,-0.19492877385616153,0.01,0.05963973480035337,0.0,7.432714078782333e-05,-0.15975705923430902,0.0,0.0,0.65,-0.033970852652610024,26.17504,0.0,0.0,0.0,-0.3329286897566453,-0.5425640896573527,-0.0025290836539588303,-0.0001695404902824925,331776,0.0,0.0,-0.10321775621569838,0.0,79,-0.21143823277228904,-0.051205667201277824,-2.730885743332241e-08,4157,186.59,0.0,0.0,-1.230869162723575,-0.013548809202517009,0.020778269,0.6313115358352661,0.00029895552,-19.88048620223999,0.2,7.067126595973969,1.0024112462997437,15523,1.762402892112732,0.2359619140625,-0.0059265133924782274
-0.6351854427945441,19,-0.5,-144.83373047999999,0.0,-0.28407386748090824,0.0,-0.18357092826989932,0.01,0.05984427341728563,0.0,0.0001996524386211402,-0.15928006638221434,0.0,0.0,0.65,-0.03323915264200347,26.24416,0.0,0.0,0.0,-0.36806111338417863,-0.5251702202738306,-0.007321026781440459,-0.00021484223867042197,350208,0.0,0.0,-0.10369193850712906,0.0,84,-0.1951044839507817,-0.04574724271959254,-2.7784057818441056e-08,4162,180.19,0.0,0.0,-1.2250451553919648,-0.011857187759331646,0.0197074,0.5142250061035156,0.00029889407999999997,-19.886232948303224,0.2,5.843939197063446,1.0034412145614624,15527,1.333581805229187,0.24588623046875,-0.007306841504760087
-0.6669393312333095,20,-0.5,-146.18196808000002,0.0,-0.27474027929621797,0.0,-0.19064810903581333,0.01,0.05953847960822088,0.0,0.0001226126365104897,-0.1552245157343591,0.0,0.0,0.65,-0.033781269258745215,26.31328,0.0,0.0,0.0,-0.3459964955854924,-0.5358862709521353,-0.003139179073971948,-0.00013685314075296951,368640,0.0,0.0,-0.10359565779858305,0.0,88,-0.21229719397013036,-0.04751021588183772,-2.934913953404356e-08,4166,185.67,0.0,0.0,-1.218433707940888,-0.011326551308572307,0.02018843,0.5183768272399902,0.00029883264,-19.885865783691408,0.2,4.6491558194160465,1.0027408599853516,15531,1.2002453804016113,0.238916015625,-0.010584131721407175
-0.626861610746197,21,-0.5,-144.87565697999997,0.0,-0.27366196651876973,0.0,-0.21292008811861934,0.01,0.061570971158336985,0.0,0.00014865432038075395,-0.16451647731346866,0.0,0.0,0.65,-0.03335029491500621,26.3824,0.0,0.0,0.0,-0.3670120321395761,-0.5176852005561027,-0.007287470881453472,-4.787822965429061e-05,387072,0.0,0.0,-0.10328658811674614,0.0,92,-0.21914077265641663,-0.04698638461309482,-3.050558635172383e-08,4171,180.38,0.0,0.0,-1.2339845183545521,-0.015175077886641722,0.030171636,0.42687302827835083,0.0002987712,-19.883506202697752,0.2,3.5656790375709533,1.0033349990844727,15535,0.923994243144989,0.2681396484375,-0.0124043760180939
-0.6405223872023648,22,-0.5,-147.80407895,0.0,-0.2814892128999695,0.0,-0.19195692484102014,0.01,0.06189804415609839,0.0,0.00020345020392495725,-0.1630304181567391,0.0,0.0,0.65,-0.03363106227058558,26.45152,0.0,0.0,0.0,-0.35100243588970625,-0.5337523908495172,-0.0064044589709166926,-0.00010552198445010517,405504,0.0,0.0,-0.1034742078348308,0.0,97,-0.2018190910414228,-0.04838804908347946,-3.045115629523231e-08,4173,192.17,0.0,0.0,-1.2244906264243554,-0.014680342726934957,0.028863585,0.43784791231155396,0.00029870976,-19.895874881744383,0.2,3.499528002738953,1.0047025680541992,15539,1.0680623054504395,0.3013916015625,-0.009932970779482275
-0.64765470560566,23,-0.5,-145.57421613000005,0.0,-0.2717901024806046,0.0,-0.19541061629111323,0.01,0.06213912113059989,0.0,0.00029188332134961255,-0.17138324618814973,0.0,0.0,0.65,-0.03394223484755392,26.52064,0.0,0.0,0.0,-0.33314206866601415,-0.5419802159115041,-0.006407207271187108,-8.21931429931687e-05,423936,0.0,0.0,-0.10351249507372046,0.0,101,-0.20622121673467142,-0.044184013566447175,-2.9064789456157184e-08,4176,183.22,0.0,0.0,-1.1762142743405068,-0.014188228118007986,0.029871756,0.4274303913116455,0.00029864831999999996,-19.896899032592774,0.2,4.191158258914948,1.0051512718200684,15543,1.0987334251403809,0.2852294921875,-0.010719118837732822
-0.6704471539797247,24,-0.5,-148.2986354,0.0,-0.2767394249438821,0.0,-0.19120386585119362,0.01,0.058606621546865384,0.0,0.0002859155647456646,-0.15385912423096204,0.0,0.0,0.65,-0.03386290010280952,26.58976,0.0,0.0,0.0,-0.3501499488429683,-0.5394184202969925,-0.004645292763687065,-0.00012668043038704328,442368,0.0,0.0,-0.10352599693166203,0.0,105,-0.19965060712641394,-0.04896353567534894,-2.7737005444808973e-08,4179,194.21,0.0,0.0,-1.2011323242988778,-0.01390671082304723,0.037037194,0.37898164987564087,0.00029858688,-19.901580905914308,0.2,2.688542938232422,1.0054726600646973,15547,0.7580044269561768,0.299951171875,-0.011863314360380173
-0.6377332420324228,25,-0.5,-144.49096321999997,0.0,-0.28288516787410306,0.0,-0.18693954919503458,0.01,0.056699800569286044,0.0,0.00023003441229876544,-0.15113297734226327,0.0,0.0,0.65,-0.03363595709615394,26.65888,0.0,0.0,0.0,-0.39412038240924513,-0.5309359686958596,-0.0031237406817356886,-0.00010714966467478209,460800,0.0,0.0,-0.10371020418476785,0.0,110,-0.20654816858172384,-0.044802387072727226,-2.998457693855098e-08,4184,178.96,0.0,0.0,-1.1879142310598896,-0.012314424316550826,0.027887478,0.21796107292175293,0.00029852544,-19.86988353729248,0.2,6.1393526792526245,1.0006828308105469,15548,2.1478657722473145,0.29412841796875,0.01686753664398566
-0.6540983783482197,26,-0.5,-145.94971167000003,0.0,-0.2749001260849396,0.0,-0.1901996063939957,0.01,0.0569296929137298,0.0,0.00011718735590370165,-0.15566870423007506,0.0,0.0,0.65,-0.033914063164937544,26.728,0.0,0.0,0.0,-0.37918966297596063,-0.5343287965438492,-0.006624548680322629,-0.0002639410021300945,479232,0.0,0.0,-0.10356486031683286,0.0,114,-0.20810726241349073,-0.046436046352223384,-2.6766642289755147e-08,4186,184.78,0.0,0.0,-1.1511402585240211,-0.014290760565104267,0.02323882,0.2636815905570984,0.00029846399999999997,-19.890307807922362,0.2,2.948363780975342,1.0036484003067017,15552,0.8677728772163391,0.240771484375,-0.012798526720143855
-0.6986360465613126,27,-0.5,-146.86541864000003,0.0,-0.28085684418642914,0.0,-0.16778990067819832,0.01,0.05622556452114732,0.0,0.00014377156751126878,-0.1566141099994084,0.0,0.0,0.65,-0.03233058307631053,26.79712,0.0,0.0,0.0,-0.3492733944924981,-0.555827176726918,-0.0025162721519916462,-0.00014865275524142716,497664,0.0,0.0,-0.10400274773518949,0.0,118,-0.20525961883715757,-0.04570824249288895,-2.4954909753062627e-08,4187,188.4,0.0,0.0,-1.1651673941969538,-0.012507668904764629,0.021035424,0.38675254583358765,0.00029840256,-19.884444904327392,0.2,5.0609371066093445,1.0028839111328125,15556,1.2644097805023193,0.2520263671875,-0.00767976485658437
-0.6645728012308498,28,-0.5,-145.37419433000002,0.0,-0.2771702443653949,0.0,-0.18918478318500048,0.01,0.057195025064628494,0.0,0.00023166204078329934,-0.15166788498112507,0.0,0.0,0.65,-0.032894272739904945,26.86624,0.0,0.0,0.0,-0.3674444894369515,-0.5189067147050966,-0.0036360337385129746,-3.105959169463151e-05,516096,0.0,0.0,-0.10370529010734875,0.0,124,-0.21016323010813043,-0.04652960160880067,-2.7407782342129756e-08,4143,182.45,0.0,0.0,-1.2196090597788056,-0.013958765094820432,0.023799727,0.19484186172485352,0.00029834112,-19.884765434265137,0.2,2.392267370223999,1.0027979612350464,15560,0.5956239104270935,0.21724853515625,-0.01553246055264026
-0.6995361156829281,29,-0.5,-145.27496666000002,0.0,-0.2645602770220595,0.0,-0.18448236956398223,0.01,0.05670576847944195,0.0,0.00012369771785516705,-0.15363366330306819,0.0,0.0,0.65,-0.033154196748964054,26.93536,0.0,0.0,0.0,-0.3253389372662532,-0.5582718580281598,-0.003959274620640204,-0.00018215398368839588,534528,0.0,0.0,-0.10403057258741845,0.0,128,-0.20632859773311024,-0.04506586486707372,-2.4419449647546844e-08,4145,182.06,0.0,0.0,-1.0693640133948263,-0.012457476398481574,0.033329617,0.2875059247016907,0.00029827968,-19.883562278747558,0.2,2.5491460084915163,1.0035070180892944,15564,0.6953384876251221,0.3103271484375,-0.008715550566557794
-0.7159315882303221,30,-0.5,-149.19641746000002,0.0,-0.2732380197487547,0.0,-0.17785388745725003,0.01,0.05463688854314512,0.0,0.0002609590171939797,-0.15576450022127494,0.0,0.0,0.65,-0.03247904641603838,27.00448,0.0,0.0,0.0,-0.33915786969662404,-0.5542860094286632,-0.0019412225259640052,-0.0005621967753136738,552960,0.0,0.0,-0.10410582671553954,0.0,133,-0.20613599169508892,-0.04684947739196657,-2.61093043451101e-08,4148,197.76,0.0,0.0,-1.1039660958813933,-0.012468338959441915,0.031883486,0.6838523745536804,0.00029821823999999996,-19.890435218811035,0.2,3.5738114595413206,1.0039504766464233,15568,0.8624067902565002,0.3150146484375,-0.007883733371272683
-0.6981045616896254,31,-0.5,-150.32402288,0.0,-0.2640029922793021,0.0,-0.1828578054455971,0.01,0.05502812295910312,0.0,0.0001633027827160226,-0.1491172151996901,0.0,0.0,0.65,-0.03209066541994616,27.0736,0.0,0.0,0.0,-0.35392019887302384,-0.5469387036686376,-0.001978693567738219,-0.0004608791593151788,571392,0.0,0.0,-0.10433702368651182,0.0,137,-0.21174506735673537,-0.04562312634276526,-2.6405353117842142e-08,4151,202.28,0.0,0.0,-1.1788624838761301,-0.012664048078856256,0.022592656,0.3254687190055847,0.0002981568,-19.888368797302245,0.2,3.316970956325531,1.0036481618881226,15572,0.8042929172515869,0.2389404296875,-0.010185237042605877
-0.7262650540807493,32,-0.5,-150.52801824,0.0,-0.2595339330749827,0.0,-0.19200803059517835,0.01,0.055214183002497134,0.0,0.00031738269091066386,-0.15311708598809062,0.0,0.0,0.65,-0.03326431500066493,27.14272,0.0,0.0,0.0,-0.3435125021462848,-0.5441715425617514,-0.0022808840974430176,-0.00041815479764611356,589824,0.0,0.0,-0.10397890448969954,0.0,141,-0.20592424304882803,-0.04773127488648667,-3.23684060935993e-08,4153,203.18,0.0,0.0,-1.2065490869303923,-0.014622886239680756,0.029347384,0.3605736494064331,0.00029809536,-19.88682355880737,0.2,2.0782457053661347,1.0034356117248535,15576,0.5524818897247314,0.26685791015625,-0.015101321414113045
-0.7396742501444732,33,-0.5,-149.70929758,0.0,-0.25625452384309105,0.0,-0.19189753314451474,0.01,0.055840261947456615,0.0,0.00013997387658390735,-0.15813080150553024,0.0,0.0,0.65,-0.03320168980142403,27.21184,0.0,0.0,0.0,-0.3272568615727396,-0.5766438150463515,-0.0020777732768859983,-0.0004231726310940252,608256,0.0,0.0,-0.10395304859416846,0.0,146,-0.2106216388859409,-0.04786972584701392,-2.4899782078208668e-08,4156,199.8,0.0,0.0,-1.0821907185475166,-0.013441778367241744,0.02328458,0.5804322957992554,0.00029803391999999997,-19.881354141235352,0.2,3.885924959182739,1.0027647018432617,15580,0.9538710117340088,0.2703125,-0.007998515444342047
-0.7303522833483291,34,-0.5,-151.44855622,0.0,-0.24638460423524874,0.0,-0.19723277276632903,0.01,0.055925897119434936,0.0,0.0004839407532320668,-0.14808284202668703,0.0,0.0,0.65,-0.03340418860966641,27.28096,0.0,0.0,0.0,-0.33827870772243107,-0.5626225434818614,-0.0017858620144029695,-0.0008285801110711569,626688,0.0,0.0,-0.10419810401328901,0.0,150,-0.21330949771320343,-0.048443185358192996,-2.881114099165518e-08,4158,206.76,0.0,0.0,-1.127427846847096,-0.014641711236163766,0.023763802,0.09683668613433838,0.00029797248,-19.887475204467773,0.2,4.047199755907059,1.003737211227417,15584,0.7244490385055542,0.271142578125,-0.005564341915305704
-0.6241369813432078,35,-0.5,-145.77374319,0.0,-0.285094192372843,0.0,-0.18048520845535532,0.01,0.05927207985735066,0.0,0.00017035563683344258,-0.1715643020249695,0.0,0.0,0.65,-0.034830317132362495,27.35008,0.0,0.0,0.0,-0.3788858831998931,-0.578047236999601,-0.0008193410716462435,-8.680353251596292e-06,645120,0.0,0.0,-0.1038616852135497,0.0,154,-0.20109291233060525,-0.04238295506715237,-3.3891728315272124e-08,4162,184.08,0.0,0.0,-1.1124245316674921,-0.015217587733131838,0.046657555,0.6158058643341064,0.00029791104,-19.871175448099773,0.2,15.812537352244059,1.0008748769760132,15586,5.991262912750244,0.23465983072916666,0.0012813097952554624
-0.667305524924029,36,-0.5,-148.87431206,0.0,-0.2780103811770833,0.0,-0.18480402966642592,0.01,0.05787281032770237,0.0,0.0004904510214045229,-0.16866993644910416,0.0,0.0,0.65,-0.03417902258793512,27.4192,0.0,0.0,0.0,-0.32513149616225073,-0.5711791732103041,-0.000856479800232265,-0.0003321639798943781,663552,0.0,0.0,-0.1039986024887114,0.0,159,-0.1964045030321219,-0.03994752879884447,-3.120584058174491e-08,4164,196.48,0.0,0.0,-1.1089872376255234,-0.016293619257761422,0.02262994,-0.28485000133514404,0.0002978496,-19.88674602508545,0.2,2.1035850405693055,1.0032966136932373,15590,0.5698720216751099,0.17969970703125,-0.019368563184980304
-0.6612078359654501,37,-0.5,-148.86132607000002,0.0,-0.27646027078105334,0.0,-0.1733773556105903,0.01,0.05883675135478409,0.0,0.00036132779011192423,-0.16508093155463563,0.0,0.0,0.65,-0.03379109550985377,27.48832,0.0,0.0,0.0,-0.3634191239315783,-0.5817688708553477,-0.0022344097467845597,-6.564574626584847e-05,681984,0.0,0.0,-0.10380405577288566,0.0,163,-0.19563942060873196,-0.04181352333839458,-3.082408191014968e-08,4165,196.38,0.0,0.0,-1.1388253768244574,-0.015443548245232376,0.030922974,0.40846502780914307,0.00029778815999999996,-19.884877967834473,0.2,2.193858635425568,1.0028880834579468,15594,0.5521959662437439,0.2781005859375,-0.014492914639413356
