time/total_timesteps,reward_terms/foot_slip,ankle/ankle_spring_energy_peak,reward_terms/fwd_speed,reward_terms/air_time,reward_terms/residual,reward_terms/overrun,reward_terms/time,reward_terms/vz,reward_terms/action_rate,reward_terms/assist_pen,curriculum/ent_coef,reward_terms/torque,ankle/ankle_defl_peak,reward_terms/motor_vel,reward_terms/alive,reward_terms/stop,reward_terms/foot_ahead,reward_terms/duty_sym,time/time_elapsed,reward_terms/angmom,reward_terms/stance_time,reward_terms/stance,reward_terms/phase_contact,time/fps,ankle/ankle_spring_trq_peak,curriculum/stance_ratio,curriculum/ctrl_drop_prob,reward_terms/step_rate,reward_terms/energy,curriculum/ctrl_jitter_ms,reward_terms/residual_rate,reward_terms/lat_vel,reward_terms/upright,curriculum/sprint_dist_m,reward_terms/clearance,reward_terms/coef_rate,reward_terms/ang_xy,rollout/ep_rew_mean,curriculum/eff_scale,rollout/ep_len_mean,time/iterations,reward_terms/height,reward_terms/hip_roll,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/std,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/loss,train/n_updates
5511168,-0.4846903673794432,0.0,1.248726180152035,0.0003027335721223305,-0.07900472317586471,0.0,-0.5,-0.16596433721005638,-0.16886753504660434,0.0,0.01,-0.011701272703012154,0.5223498295553617,-0.00018320752778225606,0.0,0.0,0.0,0.0,1368,-0.22818475277431924,0.0,-0.30792890173947957,-0.162776318914211,4026,0.0,0.644736128,0.0,-0.016330295138888434,-0.0012796056654729815,0.0,0.0,-2.9078218218729504e-08,-0.3298193712360458,28.43296,0.11931683706576623,-1.162921683709932,-0.3513704673189515,-134.1891784,0.0228864,204.09,299,-0.034772001647368544,-0.06350955906698295,-34.06199054718017,2.437326216697693,0.2,0.9037156105041504,1.0008373260498047,0.011274223,-0.024131506425328554,0.000297253632,0.11182861328125,0.7663795351982117,1191
5529600,-0.4843380370937609,0.0,1.303679852294275,0.0002343743690289557,-0.07894062056832103,0.0,-0.5,-0.15662782362946814,-0.16923929584248718,0.0,0.01,-0.01177103490463071,0.5194478491388059,-0.00019013215313318032,0.0,0.0,0.0,0.0,1373,-0.2281005827127527,0.0,-0.32220316456103654,-0.15890745393264843,4027,0.0,0.644718464,0.0,-0.016373697916666215,-0.001311115742606912,0.0,0.0,-2.6486292448070692e-08,-0.3228120741960851,28.44448,0.12636844763988847,-1.1666097955095502,-0.35524840543527386,-132.63319205000002,0.0229632,202.9,300,-0.031248523936373167,-0.0712626283316426,-34.0625337600708,2.6667948842048643,0.2,0.8862045407295227,1.0009300708770752,0.012445284,-0.023583398014307023,0.00029724441599999997,0.11400146484375,0.9473247528076172,1195
5548032,-0.4805984606006559,0.0,1.329115892436655,0.00034396617168871063,-0.07897956173812073,0.0,-0.5,-0.15018409219361378,-0.17003458183943176,0.0,0.01,-0.011788395987722765,0.5207914163398224,-0.00018447721160438744,0.0,0.0,0.0,0.0,1377,-0.2095308085527275,0.0,-0.3348485720941076,-0.16606988303790196,4027,0.0,0.6447008000000001,0.0,-0.016265190972221774,-0.0012778471789805592,0.0,0.0,-2.568301982037401e-08,-0.31357179325099377,28.456,0.11919746504876322,-1.1686423481057389,-0.3443410655739812,-134.32886527,0.02304,204.52,301,-0.029150944280836852,-0.06565778356912028,-34.063500213623044,2.518273389339447,0.2,0.9029040932655334,1.001043677330017,0.010695268,-0.0201210597762838,0.0002972352,0.09427490234375,0.900107204914093,1199
5566464,-0.4577995084880793,0.0,1.3530665365880514,0.0002935104227314393,-0.07919782424714694,0.0,-0.5,-0.15220293794147285,-0.1699150725139656,0.0,0.01,-0.012138870460200202,0.5206828565342454,-0.00019140588196094158,0.0,0.0,0.0,0.0,1382,-0.21175705941683157,0.0,-0.29966123023118907,-0.1506176435514445,4027,0.0,0.644683136,0.0,-0.016308593749999555,-0.0013258276066551876,0.0,0.0,-2.536691994925523e-08,-0.3068047910119027,28.46752,0.12119514481065306,-1.1451718981022225,-0.3488680096231668,-131.51511440000002,0.0231168,197.36,302,-0.029586014496315458,-0.07442891009856242,-34.06237297058105,2.477297043800354,0.2,0.8909404873847961,1.0006989240646362,0.010912749,-0.02262588693993166,0.000297225984,0.106396484375,0.7882953882217407,1203
5584896,-0.47216210162421035,0.0,1.2550909640181631,0.00034342353076984483,-0.07906787441217805,0.0,-0.5,-0.15132135233970428,-0.1690262111625788,0.0,0.01,-0.012108359576244187,0.5262813733350639,-0.00018949346602911482,0.0,0.0,0.0,0.0,1386,-0.20826653398804584,0.0,-0.3404323185477145,-0.16475577939829733,4027,0.0,0.644665472,0.0,-0.016514756944443997,-0.001327043559929945,0.0,0.0,-2.7608847864685094e-08,-0.30465190551068294,28.47904,0.11725174605804667,-1.1449503165249846,-0.34383568329664954,-135.45508417,0.0231936,213.16,303,-0.028914007673476367,-0.07085004377714271,-34.06207790374756,2.558100628852844,0.2,0.8957366943359375,1.0009560585021973,0.011327821,-0.023931614664616064,0.000297216768,0.1181640625,0.8510776162147522,1207
5603328,-0.4603892943647518,0.0,1.3217975803048707,0.00034125338424928486,-0.07926773044015342,0.0,-0.5,-0.17144984098056792,-0.16842800622391815,0.0,0.01,-0.011784505436186383,0.5237112640818932,-0.00018831024715812217,0.0,0.0,0.0,0.0,1391,-0.24207847714727113,0.0,-0.31335864392174745,-0.15570072982875627,4028,0.0,0.644647808,0.0,-0.016015624999999575,-0.0013021182015628399,0.0,0.0,-2.640603052006172e-08,-0.3312360646602188,28.49056,0.12541978450167068,-1.1629920142820438,-0.3500367615541451,-135.58706798,0.0232704,215.91,304,-0.03398247210725843,-0.07340554681427042,-34.06425800323486,2.500026488304138,0.2,0.895196795463562,1.001032829284668,0.010604667,-0.024237116862786935,0.000297207552,0.123974609375,0.8497479557991028,1211
5621760,-0.4598751578105806,0.0,1.2904234674138777,0.00030110594040403765,-0.07929148879715826,0.0,-0.5,-0.14338877009593579,-0.16941359358154656,0.0,0.01,-0.01222430942032871,0.5246933459450875,-0.00019304090660613398,0.0,0.0,0.0,0.0,1395,-0.20015212513441483,0.0,-0.32880394925211054,-0.15444124140717597,4028,0.0,0.6446301440000001,0.0,-0.015907118055555128,-0.001336828520941816,0.0,0.0,-2.5437658020161167e-08,-0.29651733088589,28.50208,0.12423573540011563,-1.1353253693495404,-0.3412444214034951,-135.23274806999999,0.0233472,213.57,305,-0.026773998937904175,-0.0707409631623832,-34.05750007629395,2.307306635379791,0.2,0.9075152277946472,1.0003207921981812,0.011396541,-0.02268621410476044,0.000297198336,0.11246337890625,0.6181466579437256,1215
5640192,-0.4734398946276291,0.0,1.360069739787089,0.0002501076669432223,-0.07926205167934083,0.0,-0.5,-0.1618377345245866,-0.17023006948648217,0.0,0.01,-0.011960762656284117,0.52108125026264,-0.0001865954112680626,0.0,0.0,0.0,0.0,1400,-0.21401244738135414,0.0,-0.327543775182803,-0.15731829610913267,4028,0.0,0.64461248,0.0,-0.016362847222221776,-0.0012928143613177654,0.0,0.0,-2.776022418621302e-08,-0.3119443129480961,28.5136,0.12128688403910148,-1.1621803586799542,-0.32850102243351414,-135.14118821999998,0.023424,216.39,306,-0.030075616673535463,-0.07056482995880943,-34.05297660827637,2.870560336112976,0.2,0.8759967088699341,1.000370740890503,0.011386276,-0.023405052570160477,0.00029718911999999996,0.120068359375,0.9381948709487915,1219
5658624,-0.4768315058574605,0.0,1.30875932736646,0.0003190094430465251,-0.07931674922560909,0.0,-0.5,-0.14494962503200493,-0.16816443801035807,0.0,0.01,-0.012382974031559916,0.541794677639802,-0.00019437930715768793,0.0,0.0,0.0,0.0,1404,-0.2056713631323611,0.0,-0.32233266123039334,-0.16826952792255495,4028,0.0,0.644594816,0.0,-0.016276041666666227,-0.0013419289289446255,0.0,0.0,-2.569460098232667e-08,-0.29066431200932874,28.52512,0.11857228526189648,-1.1410481420249297,-0.34340508034456635,-135.4972292,0.0235008,222.51,307,-0.026970843465961694,-0.06817927505912667,-34.05635089874268,2.5566463112831115,0.2,0.8995699286460876,1.0006263256072998,0.011056104,-0.02198218897683546,0.000297179904,0.11475830078125,0.7968100309371948,1223
5677056,-0.47575677133371386,0.0,1.3267147201429703,0.00037109276551442843,-0.07953788881505351,0.0,-0.5,-0.15647952301547308,-0.16921113880912247,0.0,0.01,-0.012428447664712218,0.5256831398252328,-0.00019615968443579895,0.0,0.0,0.0,0.0,1409,-0.21998882992515886,0.0,-0.3394902126619027,-0.16625117437388243,4028,0.0,0.644577152,0.0,-0.016493055555555098,-0.0013539514956871117,0.0,0.0,-2.6006542631269904e-08,-0.30605778274445816,28.53664,0.11926224997298886,-1.1501866248115262,-0.34488033501691817,-135.94416676999998,0.0235776,219.34,308,-0.03083439578785938,-0.07096680102507044,-34.06046543121338,2.56148521900177,0.2,0.8989897966384888,1.0009969472885132,0.011921456,-0.023497133248019962,0.000297170688,0.10526123046875,0.759770393371582,1227
5695488,-0.4846475166606799,0.0,1.343006013225883,0.00023383181542158127,-0.07909156089700398,0.0,-0.5,-0.15666822429352065,-0.1697014661448688,0.0,0.01,-0.012440038888809804,0.5287015562885793,-0.00019853994027060928,0.0,0.0,0.0,0.0,1413,-0.22227240968398088,0.0,-0.3567080250594741,-0.16725862543978162,4029,0.0,0.6445594880000001,0.0,-0.01650390624999954,-0.001368821492174798,0.0,0.0,-2.5125395906465247e-08,-0.30094536492883495,28.54816,0.1170997608157706,-1.1404586935410093,-0.34914857466229665,-135.30794009999997,0.0236544,218.66,309,-0.02967762894404533,-0.06972947736945145,-34.065452575683594,2.974752223491669,0.2,0.8925004005432129,1.0012537240982056,0.011403395,-0.023045502085005866,0.000297161472,0.120703125,0.9594991207122803,1231
5713920,-0.49656706425442326,0.0,1.321209502135009,0.00030381860172686476,-0.07922626470092996,0.0,-0.5,-0.14198302617814693,-0.16754801198966143,0.0,0.01,-0.012381307809299188,0.522416998091265,-0.00019620651533554234,0.0,0.0,0.0,0.0,1418,-0.20788868271626787,0.0,-0.3565460898079629,-0.161338304790833,4029,0.0,0.644541824,0.0,-0.016851128472221737,-0.001360231218815394,0.0,0.0,-2.4507604770226544e-08,-0.28719805119165015,28.55968,0.11302325089397557,-1.1420276041940272,-0.33297229968798603,-134.8319838,0.0237312,222.24,310,-0.026581407251414297,-0.07298812704680652,-34.0630687713623,3.1557120800018312,0.2,0.8865006566047668,1.0007905960083008,0.011756666,-0.023887549666687845,0.00029715225599999997,0.1148193359375,1.0651829242706299,1235
5732352,-0.4698344720657721,0.0,1.3682770006762321,0.0001828336874799182,-0.07916487110562676,0.0,-0.5,-0.1422829097923924,-0.1687034184890574,0.0,0.01,-0.01255277652100757,0.5194106482819822,-0.00020156002479447346,0.0,0.0,0.0,0.0,1422,-0.21858318403479304,0.0,-0.33276534589021783,-0.16123123548151466,4029,0.0,0.64452416,0.0,-0.017296006944443942,-0.0013877190883054725,0.0,0.0,-2.3789602349817267e-08,-0.2854880681894325,28.5712,0.11763920011017232,-1.1179868871687726,-0.3450230964348907,-135.21887137,0.023808,228.64,311,-0.028446905360957658,-0.07390480046760806,-34.06144371032715,2.589852178096771,0.2,0.8997933864593506,1.0008697509765625,0.012070854,-0.023582119948696346,0.00029714304,0.1091552734375,0.8411879539489746,1239
5750784,-0.48098871230789225,0.0,1.2820596012679892,0.0003157542960252613,-0.07912062167042042,0.0,-0.5,-0.1398631058232079,-0.1694446377924833,0.0,0.01,-0.012582929031489797,0.5223095957625024,-0.00019709050721900787,0.0,0.0,0.0,0.0,1427,-0.19621329032630086,0.0,-0.38662666678030394,-0.16366165124582951,4029,0.0,0.644506496,0.0,-0.015646701388888476,-0.0013726712737398333,0.0,0.0,-2.5210272930285532e-08,-0.2897737905352121,28.582720000000002,0.1165354632513276,-1.1275265261336807,-0.32956480277932904,-136.36026065000001,0.0238848,225.03,312,-0.027053197603812366,-0.07278818890008307,-34.063567352294925,2.802856779098511,0.2,0.903008222579956,1.0010781288146973,0.010506821,-0.02094462716486305,0.000297133824,0.1039306640625,0.8636162281036377,1243
5769216,-0.47799362043032784,0.0,1.3981465891381217,0.0002761492893720667,-0.07923228006967015,0.0,-0.5,-0.13807926052294459,-0.16787171105110948,0.0,0.01,-0.012833882091086359,0.521219155966761,-0.00020264963388850685,0.0,0.0,0.0,0.0,1431,-0.21019699944879783,0.0,-0.37227492485717506,-0.1696239352052494,4029,0.0,0.6444888320000001,0.0,-0.016265190972221774,-0.00139985131983408,0.0,0.0,-2.4702208135896952e-08,-0.2804029132657727,28.59424,0.11739505034367054,-1.1085303155657447,-0.3460946754111977,-133.30166853000003,0.0239616,218.57,313,-0.02639720049360752,-0.08025254713130464,-34.06406040191651,3.3829129219055174,0.2,0.8763309121131897,1.000831127166748,0.011767394,-0.022038877580780537,0.00029712460799999997,0.121728515625,1.114482045173645,1247
5787648,-0.47745913743348123,0.0,1.325100108013949,0.00026421357567111653,-0.0791820899551721,0.0,-0.5,-0.15091021014215084,-0.16714522305077525,0.0,0.01,-0.012646590997615337,0.5242788975473736,-0.00020593412946547237,0.0,0.0,0.0,0.0,1436,-0.2141788014370656,0.0,-0.3727079995417617,-0.15991844254256027,4029,0.0,0.644471168,0.0,-0.016525607638888426,-0.0014050977202669278,0.0,0.0,-2.4959250143470774e-08,-0.2984214686222869,28.60576,0.11415803833678767,-1.1384589668092637,-0.35228647694363474,-132.73788735,0.0240384,209.36,314,-0.02974779671489129,-0.0767593932641128,-34.060143661499026,2.8108223915100097,0.2,0.8901922106742859,1.0006181001663208,0.008796853,-0.018704841169528662,0.000297115392,0.0856201171875,0.8734097480773926,1251
5806080,-0.44231423451190954,0.0,1.3797357407800641,0.00026638371249039966,-0.07930466566065529,0.0,-0.5,-0.12403045173993171,-0.16521122838883834,0.0,0.01,-0.013071982244380753,0.5218385384924249,-0.000203303283933222,0.0,0.0,0.0,0.0,1440,-0.19641662295359325,0.0,-0.36220549872554925,-0.1514055926062271,4029,0.0,0.644453504,0.0,-0.01620008680555511,-0.001413148613212075,0.0,0.0,-2.381984172320236e-08,-0.27906866456775054,28.61728,0.11842304002166418,-1.1085977256867523,-0.33705762862218597,-130.1287536,0.0241152,207.29,315,-0.02347094206542143,-0.07672927425118023,-34.06295680999756,3.0442543268203734,0.2,0.8939945697784424,1.0009145736694336,0.010886696,-0.02266891566105187,0.000297106176,0.1095947265625,1.0201637744903564,1255
5824512,-0.47763903267264507,0.0,1.371960821831631,0.0002956805789532761,-0.07965375181069605,0.0,-0.5,-0.14898258087040075,-0.16525773484029196,0.0,0.01,-0.012834493287906375,0.5290201052979857,-0.0002010972080163913,0.0,0.0,0.0,-6.906098789306048e-05,1445,-0.22159497520247254,0.0,-0.356134955876904,-0.16368018394756775,4030,0.0,0.64443584,0.0,-0.016406249999999546,-0.001394707009243837,0.0,0.0,-2.6242965179015322e-08,-0.31583682062602264,28.628800000000002,0.12312427630578185,-1.114642190895199,-0.33860383757213713,-133.75177042,0.024192,218.59,316,-0.029320861907566078,-0.07599877373056914,-34.06659088134766,3.148388648033142,0.2,0.8663489818572998,1.001112699508667,0.009540021,-0.020044576108921318,0.00029709696,0.08818359375,0.9594566822052002,1259
5842944,-0.4663988522536509,0.0,1.3981368628258395,0.0003347430028952658,-0.07983941247756823,0.0,-0.5,-0.14879707320576122,-0.1656085516818853,0.0,0.01,-0.013090720390420295,0.5220480175177609,-0.00020439192796321674,0.0,0.0,0.0,-0.00031487882344251653,1449,-0.21260249933600728,0.0,-0.34084749750850035,-0.16909352650257467,4030,0.0,0.6444181760000001,0.0,-0.016449652777777317,-0.001417324457956885,0.0,0.0,-2.472983866170371e-08,-0.29587627725491944,28.64032,0.11945763079098587,-1.1239531859040206,-0.3408335212226159,-134.55900761,0.0242688,224.19,317,-0.02970746050547189,-0.07117620247560104,-34.062135887146,3.3410706400871275,0.2,0.8809651732444763,1.0006022453308105,0.009753312,-0.018442934495396912,0.000297087744,0.0869140625,1.0807807445526123,1263
5861376,-0.48473986093374755,0.0,1.419251810049139,0.0002631285945729663,-0.08035834392252832,0.0,-0.5,-0.16970951260180978,-0.16421634618711367,0.0,0.01,-0.013137825646512807,0.5292282291177207,-0.0002061587006142229,0.0,0.0,0.0,0.0,1454,-0.24486933611478776,0.0,-0.3432734128191483,-0.17124101521695015,4030,0.0,0.644400512,0.0,-0.01664496527777732,-0.0014148250113413538,0.0,0.0,-2.5016082699952035e-08,-0.3199168211922164,28.65184,0.12446050069630465,-1.1333218015791486,-0.349535489886395,-132.78224166,0.0243456,219.07,318,-0.03583019091280908,-0.07178182635238974,-34.06006412506103,3.347521126270294,0.2,0.889150083065033,1.0006659030914307,0.011446019,-0.020165242021903396,0.000297078528,0.1050048828125,1.1480919122695923,1267
5879808,-0.4731470332543915,0.0,1.453995238788982,0.0003569868761890878,-0.08009141587438137,0.0,-0.5,-0.14812855245053658,-0.16421462473287526,0.0,0.01,-0.013451726916552598,0.5239735719167815,-0.00021241142544350564,0.0,0.0,0.0,-0.00012419647834067474,1458,-0.2141040574571369,0.0,-0.3309374074354819,-0.1624847345287006,4030,0.0,0.644382848,0.0,-0.016536458333332876,-0.001463990257916854,0.0,0.0,-2.4720285463898022e-08,-0.29692872297424616,28.66336,0.1244012555851568,-1.1169090034620242,-0.3417095989496204,-133.30254915,0.0244224,227.66,319,-0.028396737314519034,-0.07178564359768452,-34.064022827148435,3.08602215051651,0.2,0.9049147963523865,1.0008963346481323,0.010939922,-0.022563930554315447,0.00029706931199999996,0.1122802734375,1.0963716506958008,1271
5898240,-0.4626156535454262,0.0,1.3898027729119116,0.00029676558915525675,-0.07996019407665672,0.0,-0.5,-0.15113121805018676,-0.1641413167158522,0.0,0.01,-0.013180901780567529,0.5242124001801329,-0.00021238891645710344,0.0,0.0,0.0,0.0,1463,-0.2191039492983841,0.0,-0.33913201063468973,-0.1610296796660805,4030,0.0,0.644365184,0.0,-0.016319444444443994,-0.0014461346328329735,0.0,0.0,-2.4414461281935496e-08,-0.31332055456169594,28.67488,0.12550805664843054,-1.129038635421421,-0.34872314346408695,-131.42979707,0.0244992,208.42,320,-0.030957186113061703,-0.07156025395830448,-34.065032386779784,2.9962645292282106,0.2,0.9025105834007263,1.00103759765625,0.010870198,-0.022580408677458762,0.000297060096,0.12003173828125,0.8699601292610168,1275
5916672,-0.4879994706179461,0.0,1.4280046561628152,0.0003054461881725325,-0.08058850212996861,0.0,-0.5,-0.15994935855417391,-0.164497705855929,0.0,0.01,-0.013152710736610647,0.5234100723118401,-0.00020874537238158472,0.0,0.0,0.0,0.0,1467,-0.2268516756645802,0.0,-0.318160344047507,-0.16880612096496092,4031,0.0,0.6443475200000001,0.0,-0.01710069444444395,-0.0014302037731863735,0.0,0.0,-2.76626229304503e-08,-0.3194898942405992,28.6864,0.12112830586957044,-1.125879386890567,-0.3360010800911151,-131.52832492,0.024576,216.91,321,-0.03353628396173542,-0.0704111831613862,-34.06182518005371,3.841837203502655,0.2,0.8815585374832153,1.0007562637329102,0.009568923,-0.019460442068520933,0.00029705088,0.0995361328125,1.2112631797790527,1279
5935104,-0.4868519178663296,0.0,1.414966036151262,0.00024088466307148337,-0.08032141215044125,0.0,-0.5,-0.14443346747801186,-0.16684717022379317,0.0,0.01,-0.013160878207314042,0.5259543077463532,-0.00021049385946837873,0.0,0.0,0.0,-0.00046359457339551977,1472,-0.2170701094621666,0.0,-0.3042215393472867,-0.1618695099721755,4031,0.0,0.644329856,0.0,-0.016200086805555108,-0.0014406551880996135,0.0,0.0,-2.482753521434368e-08,-0.29733682273666134,28.69792,0.11824676905822759,-1.1164266642988765,-0.3369950648045886,-135.67626904999995,0.0246528,239.02,322,-0.02809952233091904,-0.07153799622800178,-34.06045265197754,2.965049386024475,0.2,0.9198944568634033,1.0007779598236084,0.0099161025,-0.018951867753639818,0.000297041664,0.09171142578125,0.8414849042892456,1283
5953536,-0.49951468560576867,0.0,1.4189815876211562,0.0002522778425676127,-0.08025891707717189,0.0,-0.5,-0.16384813746585333,-0.1653803967125015,0.0,0.01,-0.013249389004998745,0.5231191921926815,-0.00021186475818559027,0.0,0.0,0.0,0.0,1476,-0.2413943304515576,0.0,-0.32205833057566974,-0.17129234805936752,4031,0.0,0.644312192,0.0,-0.0165907118055551,-0.0014449031327386447,0.0,0.0,-2.4020202066528943e-08,-0.31361039224782084,28.70944,0.12244018150180414,-1.1229988426996929,-0.34747531989572383,-134.05325381000003,0.0247296,231.92,323,-0.03352990071851144,-0.07186869846976128,-34.061373710632324,3.6278061151504515,0.2,0.8988077640533447,1.0007563829421997,0.010783894,-0.02071029325015843,0.00029703244799999997,0.10328369140625,1.2196897268295288,1287
5971968,-0.4733872883618193,0.0,1.5134723526059126,0.0002544479793868959,-0.08026810084570464,0.0,-0.5,-0.1602666074403244,-0.1633848050407706,0.0,0.01,-0.0134373745955438,0.5285047059486347,-0.00020718909469437724,0.0,0.0,0.0,0.0,1481,-0.24334464448188578,0.0,-0.325892502040464,-0.1720141138497059,4031,0.0,0.644294528,0.0,-0.016417100694443985,-0.0014305667655356506,0.0,0.0,-2.2611910927405464e-08,-0.3361432203670515,28.720959999999998,0.12793075603537585,-1.117500553871565,-0.3363823937069585,-131.96278257,0.0248064,223.21,324,-0.03525368055047543,-0.07187537578277209,-34.0601526260376,3.428426206111908,0.2,0.9144050478935242,1.0006747245788574,0.009674335,-0.018919067649403588,0.000297023232,0.10008544921875,1.130030632019043,1291
5990400,-0.47682936251786384,0.0,1.3991576110820123,0.00030870135136259097,-0.08014175034212602,0.0,-0.5,-0.14508963238206019,-0.16510870805697064,0.0,0.01,-0.013665196326146134,0.5264281613987735,-0.00021655204575131128,0.0,0.0,0.0,0.0,1485,-0.21457452632624374,0.0,-0.34734682686660284,-0.16475189242076416,4031,0.0,0.6442768640000001,0.0,-0.016297743055555102,-0.0014773972415340793,0.0,0.0,-2.3461125729697693e-08,-0.2923190117385095,28.73248,0.1194787478007532,-1.1129928212568556,-0.3517986957281926,-132.51332993,0.0248832,226.36,325,-0.028687500692978336,-0.07260186914423856,-34.06101360321045,3.493453288078308,0.2,0.915147602558136,1.0007675886154175,0.011191842,-0.019461888808291406,0.000297014016,0.1041259765625,1.2272762060165405,1295
6008832,-0.4793803588749442,0.0,1.4177131408129813,0.000252277774658675,-0.08039904744421922,0.0,-0.5,-0.14027054429622457,-0.16574617716263804,0.0,0.01,-0.013222125797881977,0.5234484731601263,-0.00021788541382694173,0.0,0.0,0.0,0.0,1491,-0.20933377596164526,0.0,-0.32501036396526417,-0.15786435321497091,4027,0.0,0.6442592,0.0,-0.016590711805555103,-0.001471391008523992,0.0,0.0,-2.5702122249731478e-08,-0.280441113422992,28.744,0.11979602831921163,-1.126627683505555,-0.33677580039202415,-135.97150846,0.02496,253.41,326,-0.02695559278623839,-0.07128716541992947,-34.060040664672854,3.2755767822265627,0.2,0.9171169400215149,1.0005953311920166,0.009694331,-0.0198619793751277,0.00029700479999999997,0.1036376953125,1.0734663009643555,1299
6027264,-0.514560285525914,0.0,1.4216275187505074,0.00019693944098738333,-0.08030910763871493,0.0,-0.5,-0.14389296549213199,-0.16157893448783106,0.0,0.01,-0.013410133885175757,0.5239381603347291,-0.00021761857602100391,0.0,0.0,0.0,0.0,1496,-0.21569851656322403,0.0,-0.3409575616309841,-0.17085803346609596,4027,0.0,0.644241536,0.0,-0.016547309027777322,-0.0014768045799766233,0.0,0.0,-2.4349353800864432e-08,-0.28263145885068286,28.75552,0.11786547199829672,-1.1202520798911917,-0.3318552012452363,-137.17310806,0.0250368,249.8,327,-0.02966813068917929,-0.0726749331240802,-34.057515907287595,3.3642361760139465,0.2,0.9152185916900635,1.0005296468734741,0.01118719,-0.02187071378575638,0.000296995584,0.10799560546875,1.3639577627182007,1303
6045696,-0.48675799915102885,0.0,1.4835654811924703,0.00021701317746192217,-0.0803099077773463,0.0,-0.5,-0.15795612138960877,-0.162459945702904,0.0,0.01,-0.01340261316503803,0.5260281227656038,-0.00021894514587751069,0.0,0.0,0.0,0.0,1500,-0.2321240685567811,0.0,-0.34363593663611086,-0.16703190313641947,4028,0.0,0.644223872,0.0,-0.016894531249999525,-0.0014791624553935191,0.0,0.0,-2.56146870067637e-08,-0.2934350282254234,28.76704,0.1211417515084695,-1.1232885616901713,-0.34047881649476186,-134.03502494999998,0.0251136,238.26,328,-0.032751227221093575,-0.07511919769812933,-34.057005882263184,3.6721486926078795,0.2,0.9213091731071472,1.0004098415374756,0.010244114,-0.01888314848765731,0.000296986368,0.1002197265625,1.4046742916107178,1307
6064128,-0.5197010216612296,0.0,1.50462605107079,0.00020019467532013854,-0.08059197394178644,0.0,-0.5,-0.15546284761992438,-0.1647533878665493,0.0,0.01,-0.013430338425896303,0.520864870489317,-0.0002216751396821653,0.0,0.0,0.0,0.0,1505,-0.24223944610272566,0.0,-0.30922148346401007,-0.16246583867820907,4028,0.0,0.6442062080000001,0.0,-0.01705729166666618,-0.0014843986740488773,0.0,0.0,-2.4483695878785223e-08,-0.31379204928466486,28.77856,0.12166064602306566,-1.1273676709352638,-0.34791890007110066,-136.01783874999998,0.0251904,244.58,329,-0.032103209648216925,-0.07816271694803799,-34.059689140319826,3.6272613525390627,0.2,0.9216986298561096,1.0006059408187866,0.0109617915,-0.019565847457852215,0.000296977152,0.10299072265625,1.1849620342254639,1311
6082560,-0.49872447525258423,0.0,1.473813870285259,0.00027180912244754535,-0.08046506712688316,0.0,-0.5,-0.14096093309652097,-0.1649600593848892,0.0,0.01,-0.014050732797120808,0.5250903305558225,-0.0002290418608145954,0.0,0.0,0.0,0.0,1510,-0.20933677958109023,0.0,-0.3096605431057027,-0.16528925430483643,4028,0.0,0.644188544,0.0,-0.01647135416666621,-0.0015401073307530929,0.0,0.0,-2.4095680939521818e-08,-0.2658371715447857,28.79008,0.1180810966111442,-1.1067502205045017,-0.34290120908754324,-135.84790834,0.0252672,250.22,330,-0.02600676608315206,-0.07478173251692925,-34.060177612304685,3.4044716358184814,0.2,0.9262129664421082,1.0006178617477417,0.011138268,-0.02216419802280143,0.000296967936,0.10325927734375,1.0974652767181396,1315
6100992,-0.4685919394065315,0.0,1.5508230380368704,0.0001920567301567644,-0.08056400021427383,0.0,-0.5,-0.16463832109581178,-0.16157490839580935,0.0,0.01,-0.01389283871410797,0.5284011381033215,-0.0002200088510545292,0.0,0.0,0.0,-2.3071348849176677e-06,1514,-0.25740130153422364,0.0,-0.3203215021135607,-0.15501210140612656,4028,0.0,0.64417088,0.0,-0.016699218749999526,-0.001504221947114533,0.0,0.0,-2.324915163551437e-08,-0.3286248042963699,28.8016,0.13073881487760972,-1.1352114673276974,-0.34720689065817045,-133.43056611999998,0.025344,234.23,331,-0.03456299380783646,-0.07850354924897573,-34.05978870391846,3.9377739071846007,0.2,0.9140192270278931,1.0005778074264526,0.0093836235,-0.01872464457992464,0.00029695872,0.0916259765625,1.5448216199874878,1319
6119424,-0.4969469949220949,0.0,1.4521444569275923,0.00019585437257774174,-0.0804699660022259,0.0,-0.5,-0.14963324051128346,-0.1643803888471362,0.0,0.01,-0.014092221794463934,0.527818688807695,-0.00022923139178117148,0.0,0.0,0.0,0.0,1519,-0.22579478752178148,0.0,-0.3426736580848965,-0.16455147300154682,4028,0.0,0.644153216,0.0,-0.01711154513888841,-0.001536666391148201,0.0,0.0,-2.4884822056843223e-08,-0.29518759404502465,28.81312,0.11808600006976502,-1.122915859777811,-0.3487188171127948,-132.58970731999997,0.0254208,224.75,332,-0.029038398484947246,-0.08046548808666515,-34.05929679870606,4.676453304290772,0.2,0.9011942148208618,1.0005590915679932,0.010123913,-0.017195681913290174,0.000296949504,0.09383544921875,1.6609395742416382,1323
