rollout/ep_rew_mean,curriculum/ctrl_drop_prob,reward_terms/foot_slip,reward_terms/torque,reward_terms/stop,reward_terms/stance_time,time/iterations,reward_terms/clearance,reward_terms/fwd_speed,time/total_timesteps,reward_terms/vz,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/time,reward_terms/ang_xy,reward_terms/foot_ahead,reward_terms/assist_pen,reward_terms/height,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/action_rate,curriculum/eff_scale,curriculum/ent_coef,reward_terms/air_time,reward_terms/step_rate,curriculum/sprint_dist_m,reward_terms/lat_vel,reward_terms/stance,reward_terms/overrun,reward_terms/residual_rate,reward_terms/motor_vel,time/fps,time/time_elapsed,reward_terms/upright,reward_terms/angmom,reward_terms/energy,reward_terms/coef_rate,reward_terms/residual,reward_terms/duty_sym,reward_terms/phase_contact,reward_terms/alive,train/clip_fraction,train/loss,train/std,train/value_loss,train/n_updates,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate
-152.58315761,0.0,-0.6252609952837056,-0.0002552221529403643,0.0,-0.011552567276844962,12,0.06038734042904745,0.22328535723202045,221184,-0.17980752702699368,-0.06343007463701181,234.87,-0.5,-0.3385175125641274,0.0,0.0,-0.03740780538579505,0.649805696,0.0,-0.044489479926155484,0.0008448,0.01,6.78167109274202e-05,0.0,25.12672,-0.1584734086195207,-0.05067766024848118,0.0,0.0,-5.114453902631386e-06,4190,52,-0.3567035512124146,-0.15810172078393314,-2.9623925292852657e-05,-0.32827805031168317,-0.10548223760351852,0.0,-0.4065253744580645,0.0,0.008740234375,14.492565155029297,1.0000160932540894,40.86439666748047,55254,-19.864303302764892,0.2,-0.005013206752482802,0.8659332990646362,0.0038284727,0.00029932415999999997
-148.96496668,0.0,-0.6050452626368857,-0.0002747733069510382,0.0,-0.014705778180440474,13,0.05326990519694107,0.19780445526203805,239616,-0.1696340967993344,-0.05901144552637437,223.4,-0.5,-0.3410479834603783,0.0,0.0,-0.03759464469926233,0.649788032,0.0,-0.04517085890277312,0.0009216,0.01,3.4722150303423405e-05,0.0,25.13824,-0.17080331461016016,-0.034450954871290504,0.0,0.0,-5.467908860625718e-06,4190,57,-0.31840291017756855,-0.13362632690305304,-3.2126361024187674e-05,-0.3191711767615796,-0.10553086568094325,0.0,-0.4018878406092396,0.0,0.01453857421875,11.201066017150879,1.0000381469726562,30.902805423736574,55258,-19.86472158432007,0.2,-0.005382988241035491,0.867081344127655,0.0048317895,0.00029926272
-151.83070253,0.0,-0.6372006759058515,-0.00030975567897161227,0.0,-0.007832551242447354,14,0.05861570443848257,0.2600008263195132,258048,-0.18035009570978236,-0.06607555137192296,234.61,-0.5,-0.35484249186655714,0.0,0.0,-0.03931122506742405,0.649770368,0.0,-0.043927383108632846,0.0009984,0.01,9.440093870378203e-05,0.0,25.14976,-0.21074691876363505,-0.062054961584222856,0.0,0.0,-6.305953517388444e-06,4194,61,-0.37480629352788924,-0.14989655449979078,-3.6211499893886935e-05,-0.31833674826535435,-0.10596515556634825,0.0,-0.3749670307941316,0.0,0.01651611328125,10.035455703735352,1.0000553131103516,25.616093635559082,55262,-19.8649019241333,0.2,-0.006624955346342176,0.851070761680603,0.005372671,0.00029920128
-145.07119035,0.0,-0.6660327000459034,-0.00036247708927886614,0.0,-0.0017325777153018862,15,0.06445983314713048,0.4085750771040725,276480,-0.1748181861797964,-0.06435955306305134,204.45,-0.5,-0.40180366807357953,0.0,0.0,-0.0367242387223446,0.6497527040000001,0.0,-0.046036743671696495,0.0010752,0.01,0.0,0.0,25.16128,-0.16185945211803524,-0.025430657439293472,0.0,0.0,-7.911518750402107e-06,4197,65,-0.36605546001706507,-0.17119150887275741,-4.3942833356299014e-05,-0.3540614783021311,-0.10549312029174905,0.0,-0.39325108862053365,0.0,0.01812744140625,7.260581016540527,1.0000981092453003,19.95815553665161,55266,-19.865181159973144,0.2,-0.006956349313259125,0.804441511631012,0.0050936765,0.00029913984
-144.37707145,0.0,-0.6318935399880747,-0.00037517191978137085,0.0,-0.00362072901852015,16,0.06441962033622423,0.5075975642033083,294912,-0.1561945091203183,-0.05393150142025121,206.09,-0.5,-0.37870046057054024,0.0,0.0,-0.030886144940282738,0.64973504,0.0,-0.04548724302140042,0.001152,0.01,3.092436236329377e-05,0.0,25.1728,-0.16803151398139135,-0.01046080409347537,0.0,0.0,-8.382300825488362e-06,4199,70,-0.326003308051771,-0.14937432978503123,-4.583564840474716e-05,-0.32869763339275493,-0.10589501549542174,0.0,-0.3961288918505761,0.0,0.03531494140625,6.102457523345947,1.0001875162124634,16.88125729560852,55270,-19.865674781799317,0.2,-0.008435711520723999,0.7004026174545288,0.006872435,0.0002990784
-147.13427384,0.0,-0.6057993629686199,-0.00039288025295540377,0.0,-0.008210422999885244,17,0.05805341321514749,0.2692704534570114,313344,-0.15677111152757012,-0.0648148561984898,216.64,-0.5,-0.36484734498521465,0.0,0.0,-0.03448125342021288,0.649717376,0.0,-0.045829562438850314,0.0012288,0.01,2.3328932002186775e-05,0.0,25.18432,-0.15835062610072048,-0.02023430528209035,0.0,0.0,-8.577499820381704e-06,4198,74,-0.31171588080346746,-0.14452510503185667,-4.7341291771113e-05,-0.3108120725229364,-0.10582485804600249,0.0,-0.37733159691623974,0.0,0.0365478515625,5.075770854949951,1.0002819299697876,14.35728874206543,55274,-19.86692409515381,0.2,-0.008774357591755688,0.7136386036872864,0.006179432,0.00029901696
-147.57349759000002,0.0,-0.6197297805342724,-0.0004336804103458797,0.0,-0.003896472833326293,18,0.06409888468112541,0.4511586305754889,331776,-0.16051100350136238,-0.06344065630529895,222.64,-0.5,-0.39300870510166624,0.0,0.0,-0.0315505539974083,0.649699712,0.0,-0.04265291191553205,0.0013056,0.01,0.0001198999687201447,0.0,25.19584,-0.16882257336282316,-0.030077663924055094,0.0,0.0,-1.0200886856741955e-05,4200,78,-0.32958289771372623,-0.15225946026218076,-5.398267882186243e-05,-0.3007510646746819,-0.10687061448968885,0.0,-0.36755657956385424,0.0,0.04879150390625,4.3420891761779785,1.0001672506332397,11.788126802444458,55278,-19.866341876983643,0.2,-0.01078010448254645,0.6805338859558105,0.00736677,0.00029895552
-147.81873480000002,0.0,-0.6505944386747776,-0.00044774082809860175,0.0,-0.0019197500789434547,19,0.0606756668577328,0.485947231808679,350208,-0.16596519848020222,-0.05678390736753622,222.64,-0.5,-0.37748530287695364,0.0,0.0,-0.0342080584324263,0.6496820480000001,0.0,-0.04395817528441393,0.0013824,0.01,4.882796201854944e-05,0.0,25.20736,-0.15680103797253397,-0.0272076980681275,0.0,0.0,-1.0554770511811661e-05,4202,83,-0.3184862055541417,-0.13617813617214755,-5.633666243669535e-05,-0.3016280464303726,-0.1066585386713342,0.0,-0.3550230749870665,0.0,0.05948486328125,2.9958086013793945,1.000086784362793,8.27792067527771,55282,-19.865743255615236,0.2,-0.014573145192116499,0.6568390130996704,0.009045767,0.00029889407999999997
-148.20941057,0.0,-0.6265968493130852,-0.000499305696837582,0.0,-0.0022828427431199495,20,0.06774248545241274,0.38577928977444137,368640,-0.15053281011058306,-0.06134619683209679,218.87,-0.5,-0.40054752272232685,0.0,0.0,-0.027158414541953356,0.649664384,0.0,-0.04404154938052153,0.0014592,0.01,6.944422299663226e-05,0.0,25.21888,-0.14787010207415766,-0.039750116960144105,0.0,0.0,-1.195109798866679e-05,4205,87,-0.32125188476860606,-0.1386156702544949,-6.288323039797078e-05,-0.31110480095761067,-0.10644312540740013,0.0,-0.34873625784844775,0.0,0.07352294921875,2.4335827827453613,1.0001146793365479,7.341667866706848,55286,-19.864794921875,0.2,-0.01616427260451019,0.6677306294441223,0.009787331,0.00029883264
-147.95283328,0.0,-0.6051219080143805,-0.00052933901666133,0.0,-0.0017964604129600856,21,0.06534285832654843,0.45330091406315476,387072,-0.1515685206437237,-0.06269784007250567,226.82,-0.5,-0.37705661901478255,0.0,0.0,-0.027866768335794784,0.64964672,0.0,-0.04203240677251527,0.001536,0.01,0.00017089806109045944,0.0,25.2304,-0.14294825884738468,-0.03771116622195566,0.0,0.0,-1.2714546111345482e-05,4205,92,-0.2910978176330587,-0.12554464633914708,-6.623354223148718e-05,-0.27174145041292586,-0.10729555877081942,0.0,-0.3249158314728738,0.0,0.0896240234375,2.333300828933716,1.0003355741500854,6.936774802207947,55290,-19.865792274475098,0.2,-0.01830356030841358,0.6516619920730591,0.012041037,0.0002987712
-147.69226576,0.0,-0.6004673685990086,-0.0005242428704501693,0.0,-0.0015034926473163068,22,0.06258774590101635,0.2836784355767259,405504,-0.1587050787338151,-0.0674412268818892,223.71,-0.5,-0.3679058193312741,0.0,0.0,-0.030552421554960525,0.649629056,0.0,-0.04383801516841819,0.0016128,0.01,8.680525934323668e-05,0.0,25.24192,-0.15185389014266992,-0.046492939571815016,0.0,0.0,-1.2375426580577232e-05,4204,96,-0.3094668886911594,-0.11301892958096499,-6.530961889146121e-05,-0.28651938852055764,-0.10670691175201688,0.0,-0.343001058913331,0.0,0.10694580078125,2.1525771617889404,1.0003774166107178,6.007658767700195,55294,-19.866645050048827,0.2,-0.018287718226201833,0.6806303262710571,0.012778315,0.00029870976
-150.50034060999997,0.0,-0.6307706291035742,-0.0005797202623136837,0.0,-0.0047033556200201726,23,0.06561247049880956,0.4043710641686003,423936,-0.14307790711199775,-0.0644807657518751,227.92,-0.5,-0.3921585037220501,0.0,0.0,-0.02425211587818268,0.6496113920000001,0.0,-0.04388056082048037,0.0016896,0.01,8.626276394352317e-05,0.0,25.25344,-0.15810771520597916,-0.02865368811250863,0.0,0.0,-1.4392411954136733e-05,4206,100,-0.30288112822379265,-0.13202367200905413,-7.509005119279984e-05,-0.2801850564932049,-0.10746893234115636,0.0,-0.3130797636678093,0.0,0.0970458984375,1.9098448753356934,1.0005519390106201,5.508690023422242,55298,-19.868011283874512,0.2,-0.01879663085564971,0.6801415681838989,0.012449758,0.00029864831999999996
-152.05798351,0.0,-0.5928884936655775,-0.0005849176406312682,0.0,-0.004275702132468319,24,0.06397651625436608,0.3517936022258732,442368,-0.14516172910669262,-0.06883472445297538,245.21,-0.5,-0.3592029119703524,0.0,0.0,-0.02846550632571662,0.649593728,0.0,-0.04127642818284763,0.0017664,0.01,0.00031683969104455575,0.0,25.26496,-0.14717775939356892,-0.049570218896580684,0.0,0.0,-1.395533712824657e-05,4207,105,-0.2810030099797343,-0.11115245282763477,-7.38456341225451e-05,-0.2602273014553406,-0.10760490541227102,0.0,-0.2881263559862505,0.0,0.1213623046875,1.6381707191467285,1.000815510749817,4.9714367389678955,55302,-19.869889068603516,0.2,-0.021332955814432352,0.6511655449867249,0.0151879,0.00029858688
-154.06796529,0.0,-0.5966734649103148,-0.0005970825336780024,0.0,-0.0038263490601416882,25,0.061178744146036634,0.278400270038542,460800,-0.1350515453293392,-0.06616339989911245,258.04,-0.5,-0.35977514506736336,0.0,0.0,-0.024138486871375917,0.649576064,0.0,-0.0424593653394671,0.0018432,0.01,0.0003016487818159577,0.0,25.27648,-0.1569212785736901,-0.051830519628080884,0.0,0.0,-1.507451603737151e-05,4208,109,-0.26400793699887193,-0.10613262911999283,-7.851958923360184e-05,-0.25953089175518873,-0.10732130792472082,0.0,-0.26558567380776865,0.0,0.0992431640625,1.7452611923217773,1.000925064086914,5.352538466453552,55306,-19.871477127075195,0.2,-0.018838365556439383,0.69789719581604,0.012175247,0.00029852544
-160.92923073000003,0.0,-0.6020392957407154,-0.0006317342612471219,0.0,-0.0024233568353035175,26,0.061372242674723014,0.18610849564908183,479232,-0.13292326944968855,-0.07290783965481412,275.28,-0.5,-0.3706713029419592,0.0,0.0,-0.026294581982618043,0.6495584,0.0,-0.04235933645656448,0.00192,0.01,0.000270181839975218,0.0,25.288,-0.19591335457616324,-0.07930219874399423,0.0,0.0,-1.560140082099936e-05,4210,113,-0.3033232731494333,-0.11464445643574145,-8.171451210099802e-05,-0.25796898903941345,-0.10752557022053195,0.0,-0.26709889323791414,0.0,0.10877685546875,1.6205544471740723,1.000519871711731,4.453713083267212,55310,-19.86905460357666,0.2,-0.019874364626593886,0.7331352233886719,0.014219058,0.00029846399999999997
-159.7305705,0.0,-0.6083875260108971,-0.0006591027444472616,0.0,-0.0017694679991109297,27,0.061352688315097374,0.3148409013255403,497664,-0.12972911565714298,-0.06710941015360875,274.74,-0.5,-0.3589587374851668,0.0,0.0,-0.023289967551644926,0.6495407360000001,0.0,-0.04276815164000394,0.0019968,0.01,0.0002441401270011233,0.0,25.29952,-0.14806011464364593,-0.05185703607432003,0.0,0.0,-1.6319903029365173e-05,4212,118,-0.2651745308731146,-0.1166739871905636,-8.528848168970622e-05,-0.246142511269362,-0.10752080815165127,0.0,-0.2626948059228177,0.0,0.1187744140625,1.4414259195327759,1.0004472732543945,4.462636935710907,55314,-19.867358589172362,0.2,-0.02118843124480918,0.6709917783737183,0.014924993,0.00029840256
-163.26711372,0.0,-0.5474354214081606,-0.0006927738228575513,0.0,-0.003477770810908017,28,0.0644839093141433,0.13040324862418845,516096,-0.15238499072943645,-0.0784735243132107,291.55,-0.5,-0.35967743560109877,0.0,0.0,-0.026654617679943524,0.649523072,0.0,-0.04307270321509679,0.0020736,0.01,0.0005338532888951401,0.0,25.31104,-0.20655045230165062,-0.08210205711367437,0.0,0.0,-1.6332253222182957e-05,4166,123,-0.28195377350483614,-0.10295992692661027,-8.658850768166382e-05,-0.2492874356034257,-0.1076935165169269,0.0,-0.24918156929005347,0.0,0.12664794921875,1.385155200958252,1.0008702278137207,4.063898634910584,55318,-19.86941843032837,0.2,-0.022119958640541882,0.7590129375457764,0.015078115,0.00029834112
-162.99439784999998,0.0,-0.5737201040506822,-0.000691930748221829,0.0,-0.005905471239303652,29,0.05992587671820945,0.2209831569646571,534528,-0.12689784296528106,-0.06724408646363074,290.37,-0.5,-0.3518368917821548,0.0,0.0,-0.023113169078486547,0.649505408,0.0,-0.04311256534558177,0.0021504,0.01,0.00044921805965714157,0.0,25.32256,-0.16326561557056782,-0.04060342040120366,0.0,0.0,-1.68461228462065e-05,4168,128,-0.2618796569378385,-0.09927119407160369,-8.885480633398832e-05,-0.24460414339472727,-0.1072766904140674,0.0,-0.2425038761724593,0.0,0.15848388671875,1.233147144317627,1.0009715557098389,4.250113701820373,55322,-19.87190685272217,0.2,-0.023835417500231416,0.781491756439209,0.018955503,0.00029827968
-163.36056187000003,0.0,-0.6022051567153484,-0.0007327663058636171,0.0,-0.004189572720659069,30,0.06533034281235155,0.22717696123254782,552960,-0.12778798893106255,-0.0661526657305554,290.03,-0.5,-0.3509106515877334,0.0,0.0,-0.021139209675774,0.649487744,0.0,-0.04298821124012408,0.0022272,0.01,0.0003868266778428935,0.0,25.33408,-0.16945119500102795,-0.06667607690157244,0.0,0.0,-1.787637161201418e-05,4170,132,-0.2873974327945143,-0.10436326561260431,-9.424863341597914e-05,-0.2533728488090607,-0.10743377558484664,0.0,-0.2548021460449723,0.0,0.1357421875,1.2480745315551758,1.0007421970367432,3.693890130519867,55326,-19.870249557495118,0.2,-0.021923427598085254,0.7545640468597412,0.015871013,0.00029821823999999996
-164.11813986,0.0,-0.5751525373139633,-0.0007540653389873023,0.0,-0.0025311854826415786,31,0.059582836058650904,0.2604223750143233,571392,-0.12612020386916598,-0.06418977803073166,296.55,-0.5,-0.35517739088700534,0.0,0.0,-0.02385320317919624,0.6494700800000001,0.0,-0.042400017744632666,0.002304,0.01,0.000449760506550471,0.0,25.3456,-0.17639181509056676,-0.06281014767317747,0.0,0.0,-1.7994778409565593e-05,4172,136,-0.2541589334244415,-0.09483848695250999,-9.526497966254473e-05,-0.2269913652352361,-0.10764778444140938,0.0,-0.22268764364839452,0.0,0.15506591796875,1.201169490814209,1.0008797645568848,3.7205602645874025,55330,-19.86993522644043,0.2,-0.022036141186254098,0.7805189490318298,0.01755736,0.0002981568
-165.90292137,0.0,-0.5341082589728299,-0.0007518129789777121,0.0,-0.00610430762430446,32,0.0584214196073992,0.2464179192526807,589824,-0.12352193906071458,-0.06534325365142317,315.52,-0.5,-0.3283611498442382,0.0,0.0,-0.025534415499368388,0.649452416,0.0,-0.04151193295332722,0.0023808,0.01,0.0006152334907609555,0.0,25.35712,-0.16440656074224771,-0.05582540593325547,0.0,0.0,-1.7111611504031388e-05,4173,141,-0.2371481139864437,-0.10187452518280092,-9.274549028203262e-05,-0.2195920803039458,-0.10733890447697396,0.0,-0.22701690688840145,0.0,0.12464599609375,1.217637538909912,1.0007809400558472,3.695552146434784,55334,-19.870700645446778,0.2,-0.019328569108620287,0.8172315359115601,0.0142238885,0.00029809536
-167.75803225999996,0.0,-0.5627053834382172,-0.0008007281964074922,0.0,-0.005091127244264094,33,0.05903245274198924,0.18602956574438528,608256,-0.13520449212656607,-0.07277301942912065,320.82,-0.5,-0.34365445379823134,0.0,0.0,-0.026632511593620043,0.649434752,0.0,-0.041786503573695497,0.0024576,0.01,0.0005837666103616357,0.0,25.36864,-0.18374350352008564,-0.053178048505051374,0.0,0.0,-1.812522520159493e-05,4174,145,-0.2574334800201973,-0.09976045967873556,-9.808501376447477e-05,-0.2397182089029068,-0.10769683215490458,0.0,-0.24210197531152275,0.0,0.1597412109375,1.0914827585220337,1.0006731748580933,3.6637224078178408,55338,-19.8693959236145,0.2,-0.017982979270163922,0.8379825353622437,0.01712962,0.00029803391999999997
-167.72653387999998,0.0,-0.5657316021583189,-0.000813445213590469,0.0,-0.004945050679250724,34,0.05629907281550352,0.14434847321349648,626688,-0.12687224917033846,-0.06933972316247829,318.42,-0.5,-0.3332790701077527,0.0,0.0,-0.02517447602850164,0.649417088,0.0,-0.04136302276350771,0.0025344,0.01,0.0004937057933097498,0.0,25.38016,-0.22432047596307025,-0.08039103864058245,0.0,0.0,-1.8361101820086707e-05,4175,150,-0.2515414858853224,-0.0972223990413267,-0.00010069832901244675,-0.220724715503185,-0.10774863688440285,0.0,-0.22766202042897207,0.0,0.15596923828125,1.0489108562469482,1.0007065534591675,3.3589433550834658,55342,-19.86835765838623,0.2,-0.023173246521037073,0.8468591570854187,0.016450778,0.00029797248
