reward_terms/coef_rate,reward_terms/lat_vel,time/time_elapsed,reward_terms/residual,reward_terms/energy,rollout/ep_len_mean,reward_terms/motor_vel,reward_terms/stop,reward_terms/clearance,reward_terms/foot_ahead,reward_terms/action_rate,time/iterations,rollout/ep_rew_mean,time/fps,reward_terms/phase_contact,reward_terms/hip_roll,reward_terms/time,curriculum/sprint_dist_m,curriculum/eff_scale,reward_terms/upright,reward_terms/angmom,reward_terms/foot_slip,reward_terms/stance_time,reward_terms/torque,reward_terms/stance,reward_terms/assist_pen,curriculum/ent_coef,curriculum/ctrl_drop_prob,curriculum/stance_ratio,reward_terms/fwd_speed,reward_terms/alive,reward_terms/height,curriculum/ctrl_jitter_ms,reward_terms/overrun,time/total_timesteps,reward_terms/ang_xy,reward_terms/air_time,reward_terms/vz,train/approx_kl,train/loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/std,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/n_updates
-1.3526014817901184,-2.5333307610679125e-08,49,-0.10166697362612895,-2.9055801324349376e-05,222.71,-3.916842651495047e-06,0.0,0.05582897405597945,0.0,-0.12934326752573833,11,-155.39427758,4072,-0.37423211049470934,-0.22715745314974,-0.5,25.1152,0.000768,-0.36993334273670225,-0.1926997123994867,-0.371925650691153,-0.00808983843793006,-0.00027417218362495036,-0.021108646143381968,0.0,0.01,0.0,0.6498233600000001,-1.1916595236517735,0.0,-0.02759131772915581,0.0,0.0,202752,-0.3425531047547573,0.0012109369757430006,-0.2020202189173739,0.013365155,10.749726295471191,0.0002995392,0.2,-0.012804819300072268,1.0013519525527954,36.99654722213745,0.8883368968963623,-34.07105388641357,0.13323974609375,7412
-1.4121191030628861,-2.4638056551953006e-08,53,-0.10246284497449033,-3.1754664931286086e-05,224.43,-4.1838619545926754e-06,0.0,0.05236297656245917,0.0,-0.129801526534551,12,-155.90682931,4097,-0.4025170257723639,-0.21852256384507937,-0.5,25.12672,0.0008448,-0.36455554772493604,-0.1796814442436447,-0.44028774770218354,-0.005487988198486467,-0.0003016613155283082,-0.018565098818961512,0.0,0.01,0.0,0.649805696,-1.0618572639599795,0.0,-0.02653569468910294,0.0,0.0,221184,-0.30643058361933057,0.0007763664923711783,-0.20382705870938633,0.014826886,10.021352767944336,0.00029949311999999997,0.2,-0.017493089684285222,1.0017058849334717,32.68262538909912,0.859739363193512,-34.07035140991211,0.149658203125,7416
-1.4049117029197251,-3.287724690491298e-08,58,-0.10236335289364329,-3.4614905100180016e-05,228.99,-4.586258435376886e-06,0.0,0.05674950334636902,0.0,-0.12901789987626922,13,-157.22654747,4122,-0.3671273892992779,-0.22653159193672062,-0.5,25.13824,0.0009216,-0.36484646861369957,-0.19758531192378756,-0.4090834558785512,-0.005089767662058067,-0.0003294169919948456,-0.018833127932035496,0.0,0.01,0.0,0.649788032,-1.2663636495177995,0.0,-0.03297488515387991,0.0,0.0,239616,-0.3410063990174443,0.0006656896374705765,-0.22861558876333796,0.017688226,7.348512172698975,0.00029944704,0.2,-0.0156360583845526,1.0023841857910156,23.462281036376954,0.8699147701263428,-34.07977447509766,0.19822998046875,7420
-1.3987141029609609,-2.924786703531159e-08,62,-0.10219218159998765,-3.7117505367183076e-05,218.4,-4.91200947598378e-06,0.0,0.055051710412239066,0.0,-0.12893582494769146,14,-154.57580758,4142,-0.38053430510545055,-0.21520118789163534,-0.5,25.14976,0.0009984,-0.36580537976900246,-0.1982236576739702,-0.41726418130231413,-0.006549726596050378,-0.0003484217593452558,-0.016155350613500322,0.0,0.01,0.0,0.649770368,-1.236911320256503,0.0,-0.030194203149996292,0.0,0.0,258048,-0.33931920842280877,0.0008414706842611647,-0.22775212540807374,0.024020089,4.368229866027832,0.00029940095999999997,0.2,-0.011208792170509695,1.00270676612854,15.50449800491333,0.8573911786079407,-34.08428611755371,0.285498046875,7424
-1.3851303054833828,-2.4401107894529392e-08,66,-0.10237432992372023,-4.0103771568631704e-05,224.76,-5.259735629475163e-06,0.0,0.05466353640083583,0.0,-0.1270311573267949,15,-156.14699904,4158,-0.38020282162128394,-0.21951107053076954,-0.5,25.16128,0.0010752,-0.3631859319554615,-0.19737287823490676,-0.42711050617417134,-0.007931420708903007,-0.00038896609823830944,-0.021531700529075017,0.0,0.01,0.0,0.6497527040000001,-1.197373519495162,0.0,-0.031241991362633954,0.0,0.0,276480,-0.3287101763036692,0.0008154291782476422,-0.21914583281686012,0.02783317,3.4650094509124756,0.00029935488,0.2,-0.01712388244923204,1.003100872039795,12.45235288143158,0.8113773465156555,-34.088046073913574,0.269970703125,7428
-1.3540330373849405,-2.4921622291355456e-08,70,-0.10194137969947854,-4.3500186326105966e-05,226.04,-5.869533120037895e-06,0.0,0.05419596878182343,0.0,-0.13002430463441947,16,-156.47808246,4173,-0.36889376473476077,-0.2079131744230235,-0.5,25.1728,0.001152,-0.31288238503191185,-0.19727671237629194,-0.3950280589495499,-0.009370492609579943,-0.00040376654103673506,-0.013267525963065732,0.0,0.01,0.0,0.64973504,-1.2781744642073238,0.0,-0.02888780627354763,0.0,0.0,294912,-0.3308265485891117,0.0006537540046135999,-0.21104477765485896,0.041197933,2.2221031188964844,0.0002993088,0.2,-0.011125870444811881,1.0031285285949707,8.05079526901245,0.8089013695716858,-34.087497520446775,0.37030029296875,7432
-1.3377669775371446,-2.5078708212939125e-08,74,-0.10109561549967185,-5.008361104251408e-05,231.66,-6.7144561170137285e-06,0.0,0.054347773577829994,0.0,-0.13520707311216207,17,-157.8531131,4189,-0.3701262213931631,-0.19309283128398946,-0.5,25.18432,0.0012288,-0.31517332054503944,-0.18652292197037365,-0.4096439278710857,-0.012523565881161226,-0.0004671142430299076,-0.009947392231264661,0.0,0.01,0.0,0.649717376,-1.1450538111332103,0.0,-0.026037835482359804,0.0,0.0,313344,-0.35029443911350344,0.0009065749020212226,-0.19561345518982454,0.041026615,1.7320959568023682,0.00029926272,0.2,-0.009674747614189983,1.0023863315582275,5.503003438313802,0.808722972869873,-34.08253885904948,0.3287434895833333,7435
-1.3098173292585706,-2.565995164844886e-08,78,-0.1010173779556121,-5.021813202838483e-05,238.19,-6.740577190814597e-06,0.0,0.052853142651671084,0.0,-0.1318891648736365,18,-159.48588096,4207,-0.3723781241047676,-0.20234437201432215,-0.5,25.19584,0.0013056,-0.377370716623765,-0.17669797244078567,-0.4055563448915734,-0.015841030604658753,-0.0004689384887004521,-0.04084828799337063,0.0,0.01,0.0,0.649699712,-1.0648954064029503,0.0,-0.02432402179729525,0.0,0.0,331776,-0.32207546414552574,0.0006494136921699262,-0.18989767961125759,0.022094399,5.730903148651123,0.00029921664,0.2,0.013443637018402418,1.0002988576889038,11.268911043802897,0.7697775959968567,-34.05738321940104,0.237548828125,7436
-1.2777880279967286,-2.4612031059136322e-08,82,-0.1004332723293133,-5.313147833212817e-05,221.21,-7.05112111284547e-06,0.0,0.05140690390372024,0.0,-0.13288297929464277,19,-155.25439438,4220,-0.3708396100436745,-0.19632891667311836,-0.5,25.20736,0.0013824,-0.37268737319416423,-0.1967135464899924,-0.39821593675406375,-0.007279429521683293,-0.0004993978405184577,-0.016270907567539645,0.0,0.01,0.0,0.6496820480000001,-1.1670716630831255,0.0,-0.023611027678038805,0.0,0.0,350208,-0.33218896695718336,0.0006982418094089048,-0.19424663483206137,0.067739,1.5315632820129395,0.00029917056,0.2,-0.012329221644904464,1.0036958456039429,5.170816943049431,0.7989791035652161,-34.092716693878174,0.3482513427734375,7440
-1.2862269155299697,-2.6617706979304434e-08,87,-0.09996451939130158,-5.6313176982902835e-05,229.1,-7.566613786512189e-06,0.0,0.04874543074432241,0.0,-0.13664362693838272,20,-157.22299287,4232,-0.40060127686882696,-0.18920093011425335,-0.5,25.21888,0.0014592,-0.3704255940203427,-0.1968228801733445,-0.41625793055561855,-0.014466778861889098,-0.0005317289799673095,-0.010136984331257938,0.0,0.01,0.0,0.649664384,-1.2118242795924028,0.0,-0.026958097766808867,0.0,0.0,368640,-0.3242085079481857,0.0007910150775892867,-0.19658900844704386,0.022620313,1.7241902351379395,0.00029912448,0.2,0.014114344754489139,1.0008087158203125,5.095762133598328,0.788037121295929,-34.0620756149292,0.266357421875,7441
-1.2848157576213202,-2.691414469361916e-08,91,-0.09996359233808252,-6.032881532947411e-05,231.3,-8.108529787656647e-06,0.0,0.05203235145047696,0.0,-0.13659089654404352,21,-157.78543142,4240,-0.3655124014561158,-0.19069681654081508,-0.5,25.2304,0.001536,-0.3346672794883385,-0.18239178406417106,-0.404014271389472,-0.009328449159511365,-0.0005734418423358285,-0.005751679369348267,0.0,0.01,0.0,0.64964672,-1.3044027136039633,0.0,-0.02786119471974993,0.0,0.0,387072,-0.3266955915423203,0.001008571251683558,-0.20692865275823122,0.030399168,2.8627586364746094,0.0002990784,0.2,-0.00649265618994832,1.0049480199813843,12.219286799430847,0.5585930347442627,-34.10663738250732,0.33546142578125,7445
-1.379719176318317,-2.500321439050736e-08,95,-0.10035751693373143,-6.510919758400159e-05,233.64,-8.682836336357052e-06,0.0,0.051208062816918636,0.0,-0.137219427045972,22,-158.36700234999998,4251,-0.3943738794486157,-0.17998461419331285,-0.5,25.24192,0.0016128,-0.37441554390949744,-0.19573247900972987,-0.4911835718055992,-0.005873185685939259,-0.0006009807812523973,-0.015078809247325485,0.0,0.01,0.0,0.649629056,-1.162351246972988,0.0,-0.025644800740713507,0.0,0.0,405504,-0.34119472739313206,0.0006005853615028576,-0.20647076461236033,0.045285232,0.8303719758987427,0.00029903232,0.2,-0.012709342991001904,1.0037472248077393,3.184018631776174,0.6817432641983032,-34.09976863861084,0.2984212239583333,7448
-1.3469651151050654,-2.6086677289085364e-08,99,-0.1006626267157066,-6.455714353866042e-05,237.02,-8.579796421903699e-06,0.0,0.051674785857305304,0.0,-0.13690098090606556,23,-159.22259590000002,4260,-0.39079494366298007,-0.1880999746184211,-0.5,25.25344,0.0016896,-0.3622613580074876,-0.18244685590777932,-0.4589016207847382,-0.006951611097772709,-0.0006132823557086695,-0.028421813123370623,0.0,0.01,0.0,0.6496113920000001,-1.1412241211160294,0.0,-0.023615176483890662,0.0,0.0,423936,-0.31711883026606746,0.000699326628819108,-0.19371103707661563,0.044075448,0.8693047761917114,0.00029898624,0.2,-0.005342345110451182,1.004459261894226,3.978964916865031,0.5346983075141907,-34.105856577555336,0.3982747395833333,7451
-1.3070825238797645,-2.8016589383373792e-08,103,-0.09925496174930999,-7.190313622327882e-05,229.89,-9.60428191899638e-06,0.0,0.0565218883526295,0.0,-0.14034382087213212,24,-157.43238648,4270,-0.38658182069251595,-0.1822680497093238,-0.5,25.26496,0.0017664,-0.4349669498609082,-0.1805734538794654,-0.46494416227270563,-0.0035652510398196885,-0.0006734939971929398,-0.029502639426314894,0.0,0.01,0.0,0.649593728,-0.9633841272883643,0.0,-0.024798930525933648,0.0,0.0,442368,-0.33884916775155877,0.0007834195405141347,-0.202493870545703,0.042711686,0.5448675751686096,0.00029894016,0.2,0.003492093353997916,1.002524495124817,2.244223028421402,0.5764061808586121,-34.083587646484375,0.310882568359375,7453
