reward_terms/hip_roll,reward_terms/phase_contact,time/total_timesteps,reward_terms/action_rate,reward_terms/coef_rate,reward_terms/fwd_speed,reward_terms/clearance,reward_terms/overrun,reward_terms/lat_vel,curriculum/eff_scale,rollout/ep_rew_mean,reward_terms/alive,reward_terms/stance,time/iterations,curriculum/sprint_dist_m,reward_terms/residual,reward_terms/upright,reward_terms/torque,reward_terms/ang_xy,time/time_elapsed,curriculum/ctrl_jitter_ms,reward_terms/air_time,reward_terms/angmom,time/fps,reward_terms/assist_pen,reward_terms/vz,reward_terms/step_rate,curriculum/ent_coef,curriculum/ctrl_drop_prob,reward_terms/energy,reward_terms/motor_vel,reward_terms/height,reward_terms/time,reward_terms/foot_ahead,rollout/ep_len_mean,reward_terms/stop,reward_terms/stance_time,curriculum/stance_ratio,reward_terms/foot_slip,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/std
-0.2005240934525376,-0.16914506350597855,80201952,-0.10321622558897321,-0.5531552519302644,4.429945474282365,0.1298008218255351,0.0,-2.819082127707164e-08,0.334098,669.22462917,0.0,0.0,11,75.1147,-0.11245634107484231,-0.05504174050099335,-0.2560672486289081,-0.32572318019436886,49,2.2756464,0.002488605597237539,-0.06421973309706222,4084,0.0,-0.06448409943744796,0.0,0.01,0.028445579999999998,-0.04393758868816969,-0.009117662261210184,-0.012947937564016309,-0.5,0.0,1622.42,0.0,0.0,0.57315746,-0.5078388715078352,0.2,24522,0.018952886,0.00027327216,0.18253173828125,153.23739624023438,0.8987123370170593,329.1337631225586,-0.01460798536427319,-34.08016586303711,1.0023376941680908
-0.19928115278758515,-0.153042521553568,80220384,-0.10013967090137678,-0.5022106002930793,4.562127297016357,0.10681588604142529,0.0,-2.54997772564315e-08,0.3341748,675.58608781,0.0,0.0,12,75.12621999999999,-0.11332526581728347,-0.03236199731002617,-0.2535143040315933,-0.31938004030523165,53,2.276568,0.0023687059551270474,-0.05307581894678389,4106,0.0,-0.044153752914882764,0.0,0.01,0.028457100000000003,-0.04407243894438778,-0.009346078581533267,-0.008384517135246308,-0.5,0.0,1632.35,0.0,0.0,0.573139796,-0.4870088727162757,0.2,24526,0.01747581,0.00027326601599999997,0.212158203125,200.61492919921875,0.8806416392326355,436.3133743286133,-0.016884686262346803,-34.08219203948975,1.002357840538025
-0.2058171426280798,-0.169831815233236,80238816,-0.10215206116909388,-0.5435708566907566,4.4460557940353125,0.1217697781987355,0.0,-2.890108649186332e-08,0.3342516,736.38043068,0.0,-3.874047738149409e-07,13,75.13774,-0.11265246055084471,-0.056247356321585236,-0.2550413584612812,-0.3321527146561644,58,2.2774896,0.00236924820799484,-0.0701482437092259,4124,0.0,-0.06619358624283052,0.0,0.01,0.02846862,-0.043816197758299466,-0.009075072520143246,-0.014216127663416036,-0.5,0.0,1750.95,0.0,0.0,0.5731221320000001,-0.5076678945171781,0.2,24530,0.018077802,0.00027325987199999997,0.20115966796875,39.26247024536133,0.9051497578620911,124.93556900024414,-0.017371100885793567,-34.07583637237549,1.001884937286377
-0.20814542605556688,-0.16224778286738484,80257248,-0.10045958405595494,-0.535734800224149,4.524553037558444,0.10941966254894789,0.0,-2.820850722657618e-08,0.3343284,680.37655987,0.0,0.0,14,75.14926,-0.11291770337042838,-0.04576941122333413,-0.25613810864638414,-0.3253665096374475,62,2.2784112,0.00223035959707987,-0.06271033400884604,4140,0.0,-0.06021295555537989,0.0,0.01,0.02848014,-0.04438833460663571,-0.009167782245278224,-0.012344763696640627,-0.5,0.0,1663.82,0.0,0.0,0.573104468,-0.5022570980040606,0.2,24534,0.018670358,0.000273253728,0.21839599609375,170.9049072265625,0.8961365222930908,389.95935974121096,-0.016642385779414327,-34.075914001464845,1.0019073486328125
-0.20227181301939232,-0.15759547736129562,80275680,-0.10085997519866752,-0.5318243046186795,4.621973287302345,0.12495092108395481,0.0,-2.8188597919154728e-08,0.3344052,666.95475162,0.0,0.0,15,75.16078,-0.11307846549592449,-0.04036475025477495,-0.2583783626822856,-0.3310201992797428,66,2.2793328,0.0027756068027681774,-0.05940886840380647,4153,0.0,-0.05315910651066427,0.0,0.01,0.028491660000000002,-0.04485945436151571,-0.00938571510789647,-0.01041650282625208,-0.5,0.0,1638.51,0.0,0.0,0.573086804,-0.4842679006690926,0.2,24538,0.016682273,0.000273247584,0.198193359375,143.27902221679688,0.8738225102424622,374.29859924316406,-0.01671671221847646,-34.07617588043213,1.0020297765731812
-0.20078436067680736,-0.17509067307643592,80294112,-0.10398346746695056,-0.561381747106919,4.339086864202258,0.12804320139030673,0.0,-2.87340552324468e-08,0.334482,694.9451971200001,0.0,0.0,16,75.1723,-0.11205099735970486,-0.05273711654158423,-0.25633711024900396,-0.32424528516130713,70,2.2802544,0.002692056231252435,-0.06708213715461336,4163,0.0,-0.06278819678436956,0.0,0.01,0.028503180000000003,-0.0437338317353093,-0.009026739458887757,-0.013826786658255555,-0.5,0.0,1678.97,0.0,-1.3562061616943942e-07,0.57306914,-0.5222006806322722,0.2,24542,0.016777497,0.00027324144,0.17552490234375,113.82063293457031,0.8970293402671814,228.85903396606446,-0.015828192443586887,-34.07514209747315,1.0018587112426758
-0.2122702910424452,-0.16140178914207445,80312544,-0.10132553382322519,-0.5356501800802511,4.41455097590702,0.12233076516425398,0.0,-2.8283540320854045e-08,0.3345588,689.7089026200001,0.0,0.0,17,75.18382,-0.11272879685378075,-0.04651408157809908,-0.25671527868441646,-0.3305610775981082,75,2.281176,0.0026643871646633167,-0.06436157898137858,4171,0.0,-0.056042449390772756,0.0,0.01,0.0285147,-0.04430401386873271,-0.009124830838091577,-0.011874334487131002,-0.5,0.0,1663.08,0.0,-2.848201095023089e-06,0.5730514760000001,-0.5045923360296547,0.2,24546,0.01662691,0.000273235296,0.17537841796875,193.94786071777344,0.8798931837081909,470.9914047241211,-0.016435248736524955,-34.07728309631348,1.0020450353622437
-0.20971981083839605,-0.16395307552735167,80330976,-0.10031831209959674,-0.5446735617233323,4.6555522972260714,0.13308462584795375,0.0,-2.8225242598500478e-08,0.3346356,652.00807883,0.0,0.0,18,75.19533999999999,-0.11299582108012698,-0.04961808293814985,-0.2565096660198646,-0.3358044347513844,79,2.2820976,0.002751192446642866,-0.06431204920826186,4179,0.0,-0.06444684813536077,0.0,0.01,0.028526220000000005,-0.0440508616694103,-0.009092717598704347,-0.013778459849480661,-0.5,0.0,1603.98,0.0,0.0,0.573033812,-0.4933621460685842,0.2,24550,0.015745271,0.000273229152,0.1854248046875,160.68795776367188,0.8748276233673096,314.7402145385742,-0.01536974562332034,-34.0770809173584,1.0020835399627686
-0.2041434215506324,-0.15783397583281886,80349408,-0.10103393405925905,-0.5267591778883354,4.460124545911402,0.09914523713444778,0.0,-2.6644212766811504e-08,0.3347124,684.47428827,0.0,0.0,19,75.20686,-0.11292525832761388,-0.03708190859589995,-0.25426052657124565,-0.3177634734248833,83,2.2830192,0.0020990661448902553,-0.05667904456049871,4189,0.0,-0.04849275946372766,0.0,0.01,0.028537740000000002,-0.0438705885637397,-0.00913198434082912,-0.009361715806155498,-0.5,0.0,1658.79,0.0,0.0,0.573016148,-0.49321787081255697,0.2,24554,0.01732367,0.000273223008,0.178955078125,134.34983825683594,0.8961709141731262,341.8054138183594,-0.017735818400979042,-34.078057861328126,1.0021039247512817
-0.19901652292117727,-0.1613325063222134,80367840,-0.10259063829935523,-0.534976612741509,4.699263142604941,0.13647655375662415,0.0,-2.725697172404255e-08,0.3347892,673.5121897000001,0.0,0.0,20,75.21838,-0.11307344402174005,-0.03421437626328333,-0.2581039824327999,-0.320151010662107,87,2.2839408,0.002939994311115394,-0.05582616519793171,4198,0.0,-0.04853871868941825,0.0,0.01,0.02854926,-0.044706052987206195,-0.00930836925042678,-0.00926991944115755,-0.5,0.0,1637.75,0.0,0.0,0.572998484,-0.494587170385999,0.2,24558,0.023823809,0.00027321686399999997,0.25738525390625,120.42337036132812,0.8667527437210083,226.44644088745116,-0.015617643285077065,-34.081194686889646,1.002497911453247
-0.2111546302061297,-0.16109909432504596,80386272,-0.10196378270691497,-0.5352083423444712,4.6450199972050505,0.12569283330360326,0.0,-2.9391847717956684e-08,0.334866,700.3485480300001,0.0,0.0,21,75.2299,-0.11292369387380528,-0.04871993742898957,-0.2582216819651789,-0.3270242629277662,92,2.2848624,0.002756075302992637,-0.06651790157663996,4206,0.0,-0.06386463818317907,0.0,0.01,0.028560780000000004,-0.04448058206897076,-0.00919491870747298,-0.013411489254623134,-0.5,0.0,1689.67,0.0,0.0,0.5729808200000001,-0.5072170123572749,0.2,24562,0.021850323,0.00027321071999999996,0.251025390625,77.60186767578125,0.8926335573196411,204.97431259155275,-0.015218078799080104,-34.08464946746826,1.0025990009307861
-0.20421928159676075,-0.170292576535627,80404704,-0.10375311702598672,-0.5543624351077568,4.479999005517457,0.1265798119097389,0.0,-3.0032234721413795e-08,0.3349428,671.88303456,0.0,0.0,22,75.24142,-0.11248596340097879,-0.04777232404007939,-0.2594580171779688,-0.3269039397359723,96,2.285784,0.0025010840327013284,-0.06074356335090344,4213,0.0,-0.058250708400826766,0.0,0.01,0.028572300000000002,-0.04442102061723215,-0.009144058991209144,-0.013145988868909208,-0.5,0.0,1632.27,0.0,0.0,0.572963156,-0.503166480550735,0.2,24566,0.017231658,0.000273204576,0.196435546875,108.23619842529297,0.9116048812866211,252.1030059814453,-0.016627076314762235,-34.077565383911136,1.0019450187683105
-0.20955770706191462,-0.1690374563682601,80423136,-0.10367858503321017,-0.5658536651449342,4.494027169654354,0.14485166816240921,0.0,-3.128080958103352e-08,0.3350196,688.4132224599999,0.0,-0.0002749070785334031,23,75.25294,-0.11203718647877972,-0.054879764581479216,-0.26368804283634795,-0.32555642681789876,100,2.2867056,0.0028862832825527424,-0.0657549551824963,4219,0.0,-0.06336456003850724,0.0,0.01,0.02858382,-0.044824237173639786,-0.009124064766485234,-0.014706324057357409,-0.5,0.0,1659.63,0.0,0.0,0.572945492,-0.521390197616492,0.2,24570,0.017196978,0.000273198432,0.1961669921875,103.93818664550781,0.9322519302368164,224.01208038330077,-0.017636872269213198,-34.081902503967285,1.0025100708007812
-0.2081864395871163,-0.16196117899198206,80441568,-0.10220734371199529,-0.5349838375370087,4.640230093581208,0.13791908209652162,0.0,-2.8800208473669314e-08,0.3350964,706.1012833699999,0.0,0.0,24,75.26446,-0.11275126857697806,-0.0511573124514557,-0.25791660361053304,-0.3285897539712402,104,2.2876272,0.0028553594278896022,-0.0672679256147774,4225,0.0,-0.06461775711911871,0.0,0.01,0.028595340000000004,-0.044549308653191934,-0.009184516207252379,-0.014324767913684276,-0.5,0.0,1684.44,0.0,0.0,0.572927828,-0.4956266200628444,0.2,24574,0.016050946,0.000273192288,0.1779296875,182.80630493164062,0.9156818985939026,360.7654434204102,-0.017219777044374496,-34.078466987609865,1.0020496845245361
-0.20088593815623873,-0.16262595193518437,80460000,-0.10183777170429516,-0.5342384259899379,4.424539823665653,0.1034259280134181,0.0,-2.708734348098909e-08,0.3351732,709.8957979099998,0.0,0.0,25,75.27598,-0.11287359939971234,-0.048192955848258605,-0.2518815076860721,-0.3144954002502373,108,2.2885488,0.0021072041094561834,-0.06151186116002411,4230,0.0,-0.056662399112536725,0.0,0.01,0.02860686,-0.04331404998537153,-0.008979018247688562,-0.0126730641268979,-0.5,0.0,1696.71,0.0,0.0,0.572910164,-0.49798021037408735,0.2,24578,0.01900048,0.000273186144,0.212158203125,82.9368896484375,0.9445483088493347,177.92513885498047,-0.01743724013213068,-34.079382514953615,1.002339243888855
