reward_terms/stance_time,reward_terms/torque,time/fps,reward_terms/hip_roll,reward_terms/stance,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,rollout/ep_rew_mean,rollout/ep_len_mean,reward_terms/foot_slip,time/iterations,reward_terms/alive,ankle/ankle_defl_peak,reward_terms/ang_xy,curriculum/ent_coef,curriculum/sprint_dist_m,reward_terms/vz,time/total_timesteps,reward_terms/assist_pen,ankle/ankle_spring_energy_peak,reward_terms/fwd_speed,reward_terms/time,reward_terms/residual_rate,curriculum/stance_ratio,reward_terms/stop,reward_terms/overrun,reward_terms/phase_contact,curriculum/eff_scale,ankle/ankle_spring_trq_peak,reward_terms/action_rate,time/time_elapsed,reward_terms/height,reward_terms/residual,reward_terms/lat_vel,reward_terms/upright,reward_terms/air_time,reward_terms/energy,reward_terms/duty_sym,reward_terms/angmom,reward_terms/foot_ahead,reward_terms/motor_vel,reward_terms/coef_rate,reward_terms/step_rate,reward_terms/clearance,train/learning_rate,train/std,train/entropy_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/approx_kl
-0.0007092209319428852,-0.13236732468047782,4004,-0.04870573496342597,-0.1719891774114505,0.0,0.0,-72.89621709000001,249.69,-0.5829891726208912,12,0.0,0.183210778115385,-0.39813709667740127,0.01,61.3763575,-0.19230137470126085,58220604,0.0,5.876550753710979,2.001165320918667,-0.5,0.0,0.5942229185,0.0,0.0,-0.2826102568263698,0.24250905,64.12377234038475,-0.04703763996866095,55,-0.026302243726638898,-0.10749476153440042,-4.781818118553794e-08,-0.15486294213303226,0.001030272703954122,-0.0190014277788273,-0.0010770997477343616,-0.23230666696263025,0.0,-0.00388620086505976,-0.4590344010565128,-0.01082899305555541,0.076890775401765,0.000270898914,1.0016107559204102,-34.07341480255127,0.2,0.16865234375,0.9922735691070557,12555,2.73664528131485,0.9012123942375183,-0.016227929457090794,0.01839957
-0.0008798467881408416,-0.13193877786759842,4014,-0.04980412160154426,-0.18104404048603442,0.0,0.0,-72.38952685,249.32,-0.5768502383100416,13,0.0,0.18776079709810228,-0.39483141234962155,0.01,61.3878775,-0.19568843885958367,58239036,0.0,6.18436586061766,2.036586530242769,-0.5,0.0,0.5942052545000001,0.0,0.0,-0.27554571635478015,0.24258585,65.7162789843358,-0.04701162641280513,59,-0.02648726187196058,-0.10789659784139677,-4.975864753052063e-08,-0.15616041231226405,0.0005886498256586492,-0.019016181246285468,-0.0006285358900209114,-0.23377929079019402,0.0,-0.0038588023184415237,-0.4522453891860224,-0.010753038194444304,0.07972729876625562,0.000270889698,1.0018008947372437,-34.07292003631592,0.2,0.18212890625,0.9957767128944397,12559,1.3141309440135955,0.06766241788864136,-0.01939879140118137,0.02231929
-0.000987811018906844,-0.13406564152235642,4026,-0.046959137719258456,-0.1576471082565074,0.0,0.0,-72.57637368,249.43,-0.5896625490736492,14,0.0,0.18813101545015815,-0.3942184382550967,0.01,61.3993975,-0.19470080512780594,58257468,0.0,6.1939362875985635,2.0318380544979195,-0.5,0.0,0.5941875905,0.0,0.0,-0.2769148930583725,0.24266265,65.84585540755535,-0.04673345342111976,64,-0.026628459183852406,-0.10766179606994646,-4.9915390267156474e-08,-0.15745213429319757,0.0007801643643890404,-0.019120281420935303,-0.0006810419172319911,-0.23749316865828243,0.0,-0.00385993259193178,-0.4529916202825805,-0.010839843749999854,0.07681782534061733,0.000270880482,1.0023032426834106,-34.08082071940104,0.2,0.2890760633680556,0.9983810186386108,12563,0.6376435094409518,-0.10604915022850037,-0.019096695960292384,0.043133114
-0.001632068302973898,-0.13217102097447617,4042,-0.047902065641539975,-0.1659562881809343,0.0,0.0,-72.49158985,251.4,-0.5748799225541332,15,0.0,0.19284052635825788,-0.39190710166238657,0.01,61.4109175,-0.19152509814960916,58275900,0.0,6.535373590608296,2.008819203675392,-0.5,0.0,0.5941699265,0.0,0.0,-0.2785249437583717,0.24273945,67.49418422539026,-0.047016471408101335,68,-0.02596498043336039,-0.10721783121444001,-4.741224494335781e-08,-0.15998487759167027,0.000951062735920358,-0.01894277586723674,-0.0010160134554710362,-0.23756536812516574,0.0,-0.003855151698300839,-0.4486694293563375,-0.010709635416666533,0.07734404579377518,0.00027087126599999997,1.0004193782806396,-34.059630393981934,0.2,0.21893310546875,0.9942365288734436,12564,2.7499338388442993,0.19149145483970642,0.009330644854344428,0.032100894
-0.0005901343635438631,-0.13238968668115825,4048,-0.049265077756845514,-0.17907929115625232,0.0,0.0,-73.01984111,249.94,-0.5823901703496639,16,0.0,0.18261410908804016,-0.39657912913903953,0.01,61.4224375,-0.19587645310214377,58294332,0.0,5.846364912522253,2.0148820004011188,-0.5,0.0,0.5941522625,0.0,0.0,-0.2805883881883735,0.24281625,63.914938180814055,-0.04772195965731298,72,-0.026523612693429288,-0.10716681356124107,-4.960763048576616e-08,-0.16181112876573214,0.0012120220215163296,-0.019009555641405038,-0.0011066830114529165,-0.23852605651803455,0.0,-0.0038841918253685595,-0.447715562169592,-0.010785590277777632,0.07690999151725599,0.00027086205,1.0022927522659302,-34.07963924407959,0.2,0.30047607421875,0.9981915354728699,12568,0.6990025222301484,-0.06402921676635742,-0.018854875431861727,0.035313427
-0.0013639212168830757,-0.13382369820212156,4056,-0.04700921124803473,-0.17342915446535062,0.0,0.0,-73.15780388,251.16,-0.562650492430675,17,0.0,0.19156227478369803,-0.3877479471229888,0.01,61.4339575,-0.19461151095243312,58312764,0.0,6.427606213516858,2.0143434064873724,-0.5,0.0,0.5941345985,0.0,0.0,-0.27360506600033374,0.24289305,67.04679617429431,-0.046537400700167514,77,-0.026035028862816806,-0.10730584728792267,-4.77883160842838e-08,-0.1579819362350982,0.0006727425756657289,-0.019056648231540865,-0.0010920504307702383,-0.2394359926734403,0.0,-0.0038494284937639917,-0.4488029217426603,-0.010362413194444326,0.07787217125790984,0.000270852834,1.0030900239944458,-34.09039707183838,0.2,0.32791748046875,0.9971756935119629,12572,1.0768485367298126,0.01612761616706848,-0.015468080242862925,0.037792772
-0.0010378602293915013,-0.13561779077004302,4063,-0.04302207842169698,-0.15077746773983763,0.0,0.0,-72.27731618,249.43,-0.5888612669463281,18,0.0,0.19181488120873244,-0.39003846942915543,0.01,61.445477499999996,-0.20311522409543822,58331196,0.0,6.447793774032633,2.064495580413849,-0.5,0.0,0.5941169345,0.0,0.0,-0.27036083317281623,0.24296985,67.13520842305635,-0.04689423352250912,81,-0.02667698825188398,-0.1074539221417318,-4.895032601291436e-08,-0.1622780703255422,0.0005588103085756302,-0.019248733250571002,-0.0004807184215507639,-0.24315972630341762,0.0,-0.0038605109568374124,-0.44789303701743566,-0.010253906249999882,0.08113713042188472,0.000270843618,1.0028479099273682,-34.08806838989258,0.2,0.30673828125,0.9975268840789795,12576,1.0081319332122802,0.02535608410835266,-0.017211061826674267,0.039133936
-0.0014796162916657825,-0.13368335092036318,4070,-0.04315576025969597,-0.14708005549065156,0.0,0.0,-72.03474502,250.37,-0.5698634329261218,19,0.0,0.1891103477925132,-0.38528762011461654,0.01,61.4569975,-0.19929014775733514,58349628,0.0,6.2812791330269,2.050988208298782,-0.5,0.0,0.5940992705,0.0,0.0,-0.2676265818195559,0.24304665,66.18862172737963,-0.046733509179611776,86,-0.026350198777851462,-0.10750550956761182,-4.5567737864557186e-08,-0.16119310990244043,0.0005213755486895227,-0.01890754181659115,-0.0008639197058221905,-0.24073380443356662,0.0,-0.0037979441414018244,-0.4416756280677235,-0.010340711805555432,0.0815684074917018,0.000270834402,1.002748966217041,-34.08399772644043,0.2,0.24613037109375,0.9980202317237854,12580,0.7557236582040787,-0.04187336564064026,-0.018741157092154025,0.030673435
-0.0012905432409348174,-0.13587532441148198,4075,-0.044589521890979804,-0.16269318509337066,0.0,0.0,-72.53034943,247.95,-0.572904837393884,20,0.0,0.1934261498543505,-0.39296149288973425,0.01,61.4685175,-0.204894277315968,58368060,0.0,6.548465258846754,2.0430741666528216,-0.5,0.0,0.5940816065,0.0,0.0,-0.27219027707422255,0.24312345,67.69915244902268,-0.04674493399298873,90,-0.027140656110252338,-0.10724197681246282,-4.667651465682615e-08,-0.1611937097549347,0.0006949865265697655,-0.01928508865660437,-0.0013239434821065565,-0.2344586293645538,0.0,-0.003875457965629829,-0.4508391025394521,-0.010709635416666528,0.08034316188735668,0.000270825186,1.002907633781433,-34.08642139434814,0.2,0.3203125,0.9977243542671204,12584,0.8397582024335861,-0.06601649522781372,-0.01546206115745008,0.038420863
-0.0012592115672305226,-0.13424700136141057,4083,-0.04461223953710362,-0.16587001197277196,0.0,0.0,-71.95587516,249.04,-0.5699405468800248,21,0.0,0.19614626852131647,-0.39076049053878736,0.01,61.4800375,-0.2032879434489994,58386492,0.0,6.776921694693825,2.0547772541594136,-0.5,0.0,0.5940639425,0.0,0.0,-0.27474482795535105,0.24320025,68.65119398246077,-0.04634457412288586,94,-0.026874145344196222,-0.10758427320958722,-4.4652255409358073e-08,-0.16318837297880698,0.0007958978789651559,-0.019107707048701423,-0.0013582338933385365,-0.22968311691122167,0.0,-0.0038544824724241608,-0.4384086493467216,-0.010112847222222122,0.07900902089125152,0.00027081596999999996,1.0012195110321045,-34.069495307074654,0.2,0.2523328993055556,0.9935369491577148,12586,2.865306668811374,0.8856735229492188,0.000432716967124078,0.04257966
-0.0011401263440752195,-0.13726655576116406,4090,-0.04671049959794342,-0.17484602336635502,0.0,0.0,-72.16809074000001,249.23,-0.5755742023853876,22,0.0,0.19396173165313654,-0.3939281217790202,0.01,61.4915575,-0.2027280149086814,58404924,0.0,6.593013084876554,2.025509079498284,-0.5,0.0,0.5940462785,0.0,0.0,-0.27521660888196675,0.24327705,67.8866060785978,-0.04758522337013792,99,-0.02640291776544301,-0.10698249527831526,-4.6490282627294434e-08,-0.1594652669378745,0.0007958979210040221,-0.019416586970471186,-0.0010524235583405646,-0.22983579562759596,0.0,-0.0038997138375344584,-0.4523089684431927,-0.0104058159722221,0.07770621451661168,0.000270806754,1.00153648853302,-34.07254505157471,0.2,0.2789306640625,0.9967014193534851,12589,1.494204729795456,0.20432454347610474,-0.0043641131681700545,0.047491927
-0.001282675951693414,-0.13628917018943373,4098,-0.045581101250612883,-0.1694490774181078,0.0,0.0,-72.77357836,250.19,-0.5672443370312171,23,0.0,0.19067091696565475,-0.389234090898251,0.01,61.5030775,-0.19512746939453562,58423356,0.0,6.3869277853315465,2.017875117704459,-0.5,0.0,0.5940286145,0.0,0.0,-0.2722740401696048,0.24335385,66.73482093797917,-0.047901943244973995,103,-0.02588103678750103,-0.10689778676693823,-4.791624282312429e-08,-0.16024498001028462,0.0007394744801179817,-0.019223466419789993,-0.001172008774967673,-0.23391700839216345,0.0,-0.003846662407253918,-0.44596893256061537,-0.010156249999999895,0.07544069406199014,0.000270797538,1.000563144683838,-34.061376953125,0.2,0.20576171875,0.994270920753479,12590,2.520529627799988,0.24117231369018555,0.005894036777317524,0.021032866
-0.0009090070088859648,-0.1360831639920423,4102,-0.04409677355364191,-0.15034438883139162,0.0,0.0,-71.78939349,252.13,-0.5684844021605351,24,0.0,0.19202800975116058,-0.3854167875274192,0.01,61.5145975,-0.19867988622151378,58441788,0.0,6.4764991861518,2.047042496887299,-0.5,0.0,0.5940109505,0.0,0.0,-0.27365327373578224,0.24343065,67.2098034129062,-0.047482708491312954,107,-0.026364609517134985,-0.10703468225379845,-4.66581139643898e-08,-0.15823501192994618,0.0006325952126644552,-0.019152649655163036,-0.001332897466689524,-0.23388807951376783,0.0,-0.0038435746014722277,-0.4450017095489651,-0.010351562499999887,0.07275438179546051,0.000270788322,1.0015705823898315,-34.074422454833986,0.2,0.1979248046875,0.9943942427635193,12594,1.6318510115146636,0.2697508931159973,-0.010025077185127884,0.017812189
-0.0015104039630386978,-0.1347994470379809,4105,-0.045295366670804325,-0.16841770873747233,0.0,0.0,-72.01423369999999,252.61,-0.5702680468408693,25,0.0,0.19147235053801476,-0.382294738296163,0.01,61.5261175,-0.19292701214951893,58460220,0.0,6.428299958076586,2.018357058932813,-0.5,0.0,0.5939932865,0.0,0.0,-0.27393543087371713,0.24350745,67.01532268830516,-0.04705963470644018,112,-0.02559102573452184,-0.10681403186512438,-4.4804651870025817e-08,-0.1570837053807751,0.0007758241942307601,-0.018867261903440232,-0.0012895132127037274,-0.23124884650617739,0.0,-0.003785530372359595,-0.4424561950091739,-0.010026041666666567,0.07454207214091317,0.000270779106,1.0019844770431519,-34.07480030059814,0.2,0.29114990234375,0.9984830021858215,12598,0.5988575920462609,-0.15687626600265503,-0.0207148669695016,0.039147705
-0.0008386132831219584,-0.1357330583224474,4108,-0.04501027811219473,-0.16988148461492045,0.0,0.0,-72.98736399,248.1,-0.5599060197955728,26,0.0,0.19648888943212298,-0.3857935303412369,0.01,61.5376375,-0.20256576400258275,58478652,0.0,6.780114487189051,2.0312830755420146,-0.5,0.0,0.5939756225,0.0,0.0,-0.27372126498682386,0.24358425,68.77111130124304,-0.04706090146550644,116,-0.026564511208787445,-0.10717175754491148,-4.382822484233396e-08,-0.16177176304854182,0.0006277123433796482,-0.019111764187951727,-0.0012603241578485007,-0.23372861670830888,0.0,-0.00382734292667794,-0.44195981527580613,-0.010405815972222107,0.07651354873099396,0.00027076989,1.0026607513427734,-34.084247779846194,0.2,0.35521240234375,0.9970930218696594,12602,0.9527039974927902,0.009939521551132202,-0.013222325884271413,0.038205914
-0.0009355911040782101,-0.13610480968479702,4115,-0.044820946808354585,-0.15689455290917168,0.0,0.0,-72.45637597000001,252.01,-0.5758154494915191,27,0.0,0.1912295835491574,-0.3891327368829352,0.01,61.5491575,-0.19800994672493719,58497084,0.0,6.39964052941477,2.0154600719028664,-0.5,0.0,0.5939579585,0.0,0.0,-0.2717503082796979,0.24366105,66.93035424220508,-0.04691675077991177,120,-0.026223656753480973,-0.10700251593901328,-4.714476803508553e-08,-0.16315190828352433,0.0005745440592161483,-0.019196715753637992,-0.0014228959866408532,-0.24452410673587188,0.0,-0.0038379105451230248,-0.4432984381395886,-0.010015190972222122,0.07388196081448331,0.000270760674,1.0011112689971924,-34.06615924835205,0.2,0.207977294921875,0.9896996021270752,12604,5.125226020812988,2.2477455139160156,-0.0003162106149829924,0.04036194
-0.0011877333648347606,-0.13748447220920243,4059,-0.04422957696602186,-0.1604402101142874,0.0,0.0,-73.87706642,253.33,-0.5847316199414829,28,0.0,0.1914808156352557,-0.3914274382828299,0.01,61.560677500000004,-0.20121188040561455,58515516,0.0,6.435371228218329,2.0286842141431385,-0.5,0.0,0.5939402945,0.0,0.0,-0.27944643436579414,0.24373785,67.0182854723395,-0.047843093930751,127,-0.026155376352775137,-0.10696872683476277,-4.837139588682076e-08,-0.1625886931423552,0.0002935109886392537,-0.019270289968843016,-0.0020661116653618726,-0.24922096380696068,0.0,-0.0038560577219182495,-0.4571008877784383,-0.010199652777777663,0.07541387027865004,0.00027075145799999997,1.002703309059143,-34.08738117218017,0.2,0.2273193359375,0.9960523247718811,12608,1.386135783791542,0.16611066460609436,-0.01042468169471249,0.025033604
-0.0018005237054441953,-0.13490220638210546,4064,-0.044874422403599984,-0.1668714743048828,0.0,0.0,-72.66910702,253.69,-0.5767346449065631,29,0.0,0.1972274952756637,-0.38886515189435267,0.01,61.5721975,-0.19727516011929158,58533948,0.0,6.8172903524503905,2.018599087808967,-0.5,0.0,0.5939226305,0.0,0.0,-0.27265460515261464,0.24381465,69.0296233464823,-0.04724173575326647,131,-0.026181236653369227,-0.10698824883475487,-4.499576745149214e-08,-0.16399220394380512,0.0005289711924787196,-0.019099103276721055,-0.0014396842478113416,-0.236299408327458,0.0,-0.0038326963185361823,-0.4414930873282608,-0.010058593749999902,0.07449053486541041,0.000270742242,1.0017825365066528,-34.075592613220216,0.2,0.19168701171875,0.9942387342453003,12612,2.266607958078384,0.5335186123847961,-0.017850443976931273,0.023465138
-0.0008364435731588552,-0.13562569623927362,4068,-0.047370160548912583,-0.17791430458725369,0.0,0.0,-73.30269645999999,249.93,-0.5777028170982716,30,0.0,0.19775067567557458,-0.38641797204285,0.01,61.5837175,-0.19410829700527085,58552380,0.0,6.875096005163414,2.020076707823949,-0.5,0.0,0.5939049665,0.0,0.0,-0.2749946276569937,0.24389145,69.2127364864511,-0.04724035038952164,135,-0.025781150858667938,-0.10691400150269043,-4.748864271701585e-08,-0.15756944250502275,0.0005235457986903688,-0.01905725479478108,-0.0013503603917584693,-0.23360630293540607,0.0,-0.003805278431076744,-0.4410179918034557,-0.010004340277777678,0.0768595687468955,0.000270733026,1.0018410682678223,-34.074997901916504,0.2,0.25902099609375,0.9980769753456116,12616,0.8087240368127823,-0.06144174933433533,-0.023184878076426683,0.032123208
-0.0014675443768889334,-0.13523447785624945,4070,-0.046149633617815794,-0.16609674129077381,0.0,0.0,-72.18537855000001,251.9,-0.5827710328628655,31,0.0,0.19911048286563543,-0.3871130659641387,0.01,61.595237499999996,-0.2006368125829179,58570812,0.0,6.963502754064253,2.0415338004636117,-0.5,0.0,0.5938873025,0.0,0.0,-0.27207968255072335,0.24396825,69.6886690029724,-0.04671929561322124,140,-0.02671265579617314,-0.10705184070303503,-4.801463041012797e-08,-0.15991962786580483,0.0007020396781930079,-0.019025611773685273,-0.0012984023839739752,-0.22757142956953447,0.0,-0.0038271957010937146,-0.43974651913805185,-0.009624565972222145,0.07784082411483025,0.00027072381,1.0019543170928955,-34.07484664916992,0.2,0.33367919921875,0.9889421463012695,12620,4.5493445038795475,1.4037895202636719,-0.005941091757267714,0.03288706
