curriculum/ent_coef,curriculum/ctrl_drop_prob,reward_terms/air_time,reward_terms/angmom,reward_terms/foot_slip,reward_terms/residual_rate,reward_terms/stance_time,reward_terms/assist_pen,time/fps,curriculum/stance_ratio,reward_terms/step_rate,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/stance,rollout/ep_len_mean,reward_terms/lat_vel,reward_terms/torque,reward_terms/hip_roll,reward_terms/overrun,reward_terms/motor_vel,reward_terms/action_rate,reward_terms/height,reward_terms/alive,reward_terms/residual,curriculum/eff_scale,time/iterations,reward_terms/coef_rate,reward_terms/vz,reward_terms/energy,reward_terms/clearance,rollout/ep_rew_mean,reward_terms/stop,time/time_elapsed,reward_terms/foot_ahead,curriculum/sprint_dist_m,time/total_timesteps,reward_terms/ang_xy,reward_terms/time,reward_terms/upright,train/value_loss,train/loss,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/std,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_range
0.01,0.0,0.0036555988157892395,-0.09278505665028176,-0.2036337270726351,0.0,-0.04354222036717045,0.0,4432,0.6186640640000001,0.0,-0.08151901932661713,0.0,1.3882895955451882,-0.04326769880237333,254.32,-2.1133834956161442e-08,-0.042250277882067644,-0.016239963011638235,0.0,-0.0008233151475513413,-0.03257482628036905,-0.08186918785901534,0.0,-0.10646717998226835,0.1362432,1775,-0.25872183083430295,-0.25755235315544234,-0.004581474021889838,0.04037377918269516,-92.47553554,0.0,7381,0.0,45.43648,32716800,-0.1533228951640371,-0.5,-0.13479952436369372,0.03801547447219491,-0.3371264338493347,0.000283650816,-0.013872043986339122,0.21124267578125,0.9673680067062378,-33.066139221191406,0.022727218,7092,0.9998534917831421,0.2
0.01,0.0,0.0034901257442672634,-0.09514874658093962,-0.21306261025200898,0.0,-0.04292888570085375,0.0,4432,0.6186464,0.0,-0.08269779145750673,0.0,1.3872651523632173,-0.04112949276219049,255.2,-2.2520085604719155e-08,-0.04296532274424264,-0.016147070694401532,0.0,-0.000840978457836011,-0.032976643156286976,-0.08317571077284505,0.0,-0.10652578383539041,0.13632,1776,-0.2601258824175121,-0.26031658171245003,-0.004632188872323639,0.041530369133370465,-92.52819514,0.0,7385,0.0,45.448,32735232,-0.155253334372715,-0.5,-0.1406887252844017,0.04366442915052175,-0.34090617299079895,0.0002836416,-0.014787571923807263,0.19619140625,0.9675800800323486,-33.068993377685544,0.023674464,7096,0.9998286962509155,0.2
0.01,0.0,0.003564453030574239,-0.0953705687769194,-0.20195576326983752,0.0,-0.04291125402152021,0.0,4432,0.618628736,0.0,-0.08187085702485736,0.0,1.3944865938034292,-0.04217842331104946,253.37,-2.049276538038767e-08,-0.041974633556168865,-0.01589418784308514,0.0,-0.0008287554419084184,-0.03279932042680078,-0.0831510190720233,0.0,-0.10668750262309037,0.1363968,1777,-0.25386014314328476,-0.26274411622235044,-0.004571344048198684,0.04214232580620317,-92.43758617999998,0.0,7389,0.0,45.45952,32753664,-0.15568130972714364,-0.5,-0.14023448381278453,0.047338963486254215,-0.33552032709121704,0.000283632384,-0.014223779994063079,0.2284423828125,0.9678937792778015,-33.075729560852054,0.023075368,7100,0.9998169541358948,0.2
0.01,0.0,0.003564453030574239,-0.09532256358896407,-0.20466090573664378,0.0,-0.04175999651326694,0.0,4432,0.618611072,0.0,-0.07806447364367267,0.0,1.3917836551426488,-0.04141755964339147,254.35,-2.0718532544229073e-08,-0.04242957395874871,-0.016152569596403675,0.0,-0.0008227679779820696,-0.03285556635364137,-0.08340115273431506,0.0,-0.10662535015768443,0.1364736,1778,-0.2569173573254876,-0.262810882361232,-0.004561416111494127,0.040748706587667514,-92.44385617,0.0,7393,0.0,45.47104,32772096,-0.15744411395236044,-0.5,-0.1397336261856722,0.03023545639589429,-0.3381723165512085,0.00028362316799999997,-0.014534414000809192,0.21900634765625,0.9681210517883301,-33.07948303222656,0.023805693,7104,0.9998937249183655,0.2
0.01,0.0,0.0035156249068677425,-0.09484798353463535,-0.19874316298615766,0.0,-0.04275486941494617,0.0,4432,0.6185934080000001,0.0,-0.07897805263862637,0.0,1.3826485382919613,-0.04016092206536262,255.98,-2.124878109981274e-08,-0.0423951082163672,-0.015647063796085502,0.0,-0.0008255214571743281,-0.03327954259323857,-0.08320971405885241,0.0,-0.10631899827431468,0.1365504,1779,-0.25864120258129164,-0.2621893297594278,-0.0045949202382008746,0.040940474696376704,-92.69533863999999,0.0,7397,0.0,45.48256,32790528,-0.15417668970747372,-0.5,-0.14006723845372082,0.019009789824485777,-0.3535313308238983,0.000283613952,-0.014967777533456683,0.21417236328125,0.967811107635498,-33.078393173217776,0.022510743,7108,0.9999309182167053,0.2
0.01,0.0,0.00341796865945475,-0.0910089411377913,-0.19972633061929976,0.0,-0.04256118393419052,0.0,4432,0.618575744,0.0,-0.07867009430917529,0.0,1.3637359635915045,-0.039871568721203905,256.37,-2.2391361996006433e-08,-0.042000148297879215,-0.015829992216713946,0.0,-0.0008213910779813699,-0.032723263174346935,-0.08022761749593499,0.0,-0.10649017196194216,0.1366272,1780,-0.25695159368678033,-0.25294135301023607,-0.00454947816156757,0.040784221356312655,-92.53449103000003,0.0,7401,0.0,45.49408,32808960,-0.15059234626405726,-0.5,-0.13448702385839117,0.059611183591187,-0.32046616077423096,0.000283604736,-0.007165940944105387,0.2423095703125,0.9675145149230957,-33.07474021911621,0.024389904,7112,0.9997916221618652,0.2
0.01,0.0,0.0035215927734194943,-0.09335571502032908,-0.20553418802559859,0.0,-0.043059501142124645,0.0,4432,0.61855808,0.0,-0.0803009159882839,0.0,1.3584912015203008,-0.04348161383971471,256.89,-2.2570473073916146e-08,-0.042909962076407605,-0.01715012140134004,0.0,-0.0008429067354881055,-0.03353192009452391,-0.0826609733092295,0.0,-0.10637650093514502,0.136704,1781,-0.26450362077170825,-0.2629027044571464,-0.004688974241277667,0.04046079428250827,-93.43108994000002,0.0,7406,0.0,45.5056,32827392,-0.15549377657810248,-0.5,-0.1460090933802169,0.035180706158280374,-0.3417760729789734,0.00028359551999999997,-0.01509336093440652,0.19368896484375,0.9677563905715942,-33.078340721130374,0.02314198,7116,0.9998669028282166,0.2
0.01,0.0,0.0035156249068677425,-0.09320105631770996,-0.20522762816661266,0.0,-0.04290352291718591,0.0,4432,0.618540416,0.0,-0.08060211456528246,0.0,1.379416818007157,-0.04343105089602867,255.79,-2.193149849844462e-08,-0.04269814582581513,-0.016782878768697846,0.0,-0.000836650103573848,-0.03292498549278761,-0.08182755258619617,0.0,-0.10671212756825525,0.1367808,1782,-0.26192667057713326,-0.2610265899586818,-0.004654124465302794,0.04163584358092949,-93.40256224000001,0.0,7410,0.0,45.517120000000006,32845824,-0.15279165857407762,-0.5,-0.13850601238911875,0.29079521894454957,-0.27800166606903076,0.000283586304,-0.008723843505140393,0.2036865234375,0.9682130813598633,-33.08201293945312,0.022909846,7120,0.9982290267944336,0.2
0.01,0.0,0.003613281102540592,-0.09326642398248128,-0.1999502891514056,0.0,-0.04210464155767113,0.0,4432,0.6185227520000001,0.0,-0.07966333052954909,0.0,1.3853134862866745,-0.03858656868541401,254.96,-2.098330669286801e-08,-0.04243960430872319,-0.01565556519244698,0.0,-0.0008333947565851965,-0.032642218224181056,-0.08273909693998713,0.0,-0.10632906467377601,0.1368576,1783,-0.25602036583432897,-0.26421048911979317,-0.00464323209780922,0.04154555982272723,-92.68044756999998,0.0,7414,0.0,45.528639999999996,32864256,-0.15090825386823725,-0.5,-0.13994570174961493,0.050895532965660094,-0.33439895510673523,0.000283577088,-0.01634260903811082,0.19287109375,0.9682123064994812,-33.0869234085083,0.020488525,7124,0.9997925162315369,0.2
0.01,0.0,0.003466796783161246,-0.09117285947441407,-0.19580554551243765,0.0,-0.04304688818552273,0.0,4432,0.618505088,0.0,-0.08285797226496633,0.0,1.3572067403278836,-0.040875362063374734,255.75,-2.298513191939458e-08,-0.04164854241889753,-0.016393964647164777,0.0,-0.0008136369040210101,-0.032546137905332374,-0.07887006951339652,0.0,-0.10637642258706516,0.1369344,1784,-0.2536176461174519,-0.2514208184486826,-0.004523760499005613,0.04098416027635532,-92.89301072,0.0,7418,0.0,45.54016,32882688,-0.14729590078889193,-0.5,-0.13425905138761401,0.04623233862221241,-0.3362959027290344,0.00028356787199999996,-0.014541099278721959,0.22314453125,0.968287467956543,-33.087876319885254,0.02466615,7128,0.9998147487640381,0.2
0.01,0.0,0.0035156249068677425,-0.09246398308679796,-0.19494487146419323,0.0,-0.04109688423987892,0.0,4432,0.618487424,0.0,-0.0752588980721803,0.0,1.391036765750873,-0.04314463880888638,255.21,-2.251087594962726e-08,-0.04258422754617952,-0.016634946372579857,0.0,-0.0008280712504488239,-0.03299525412979827,-0.08167641983761326,0.0,-0.10667124424352253,0.1370112,1785,-0.26095013543079626,-0.2605815405152831,-0.004643561992559375,0.04072816035234154,-92.48101233,0.0,7422,0.0,45.551680000000005,32901120,-0.14915224302922414,-0.5,-0.13766651395621407,0.112208803743124,-0.2690163254737854,0.000283558656,-0.010881858738139271,0.2142578125,0.9687079787254333,-33.09106521606445,0.02033643,7132,0.9994951486587524,0.2
0.01,0.0,0.0035156249068677425,-0.0922190349693554,-0.1990492571490129,0.0,-0.037980435157401696,0.0,4432,0.61846976,0.0,-0.07676099895833174,0.0,1.404939762071869,-0.04424835008286894,251.21,-2.194978241855504e-08,-0.042511507281315704,-0.016645722394816393,0.0,-0.0008308345872323733,-0.032455673674659485,-0.082697124426441,0.0,-0.1066588634588041,0.137088,1786,-0.2549825394042683,-0.26244497871927097,-0.0046319696156711596,0.041836772022527294,-91.90348966999998,0.0,7426,0.0,45.563199999999995,32919552,-0.14827893423321892,-0.5,-0.1396872437853137,0.026774743106216192,-0.34924498200416565,0.00028354944,-0.017309207504149528,0.2000244140625,0.9687334895133972,-33.095219421386716,0.022003228,7136,0.999905526638031,0.2
0.01,0.0,0.003662109277987232,-0.09286934490836506,-0.19841933444097493,0.0,-0.043914941694108874,0.0,4432,0.6184520960000001,0.0,-0.08275984573218384,0.0,1.3792129171793956,-0.04237230646721967,254.62,-2.1587184832881335e-08,-0.04217042746875507,-0.016327180228053656,0.0,-0.0008210832385136471,-0.03282975158950143,-0.08289010989741065,0.0,-0.10645790486393567,0.1371648,1787,-0.25439722387235303,-0.2619132539857467,-0.004600785159213171,0.04099667690470378,-92.45199634999999,0.0,7430,0.0,45.57472,32937984,-0.15102539784364305,-0.5,-0.14054827731026356,0.025143730267882348,-0.3481326401233673,0.000283540224,-0.013745948253199459,0.2277099609375,0.9685357809066772,-33.091518783569335,0.02241775,7140,0.9999107718467712,0.2
0.01,0.0,0.0035156249068677425,-0.09231756076218033,-0.1918185222784443,0.0,-0.039362132657616816,0.0,4432,0.618434432,0.0,-0.0737432314484651,0.0,1.3939268836845293,-0.04410946384420453,251.86,-2.3095395048749628e-08,-0.04335958516081264,-0.016955705787824255,0.0,-0.0008354565384982251,-0.033277980314400955,-0.08354419852990179,0.0,-0.10648172433829795,0.1372416,1788,-0.25753870185879013,-0.26263219796165893,-0.0046945761326038496,0.041627175278351754,-91.7827916,0.0,7434,0.0,45.586240000000004,32956416,-0.15027995859087034,-0.5,-0.13908907130982107,0.03076567333191633,-0.338374525308609,0.000283531008,-0.012075095612090081,0.2281494140625,0.9687727689743042,-33.095710563659665,0.024453958,7144,0.9998822808265686,0.2
0.01,0.0,0.003613281154280735,-0.09497150556583149,-0.19989420730461696,0.0,-0.04114652721101367,0.0,4432,0.618416768,0.0,-0.07898645096424933,0.0,1.392327595013645,-0.04338150595586719,253.58,-2.3925187551383298e-08,-0.04232019568512655,-0.016444735237427916,0.0,-0.0008248154516812957,-0.03238501717963179,-0.08310792513850533,0.0,-0.10668581941988192,0.1373184,1789,-0.256165352687787,-0.2632413833483931,-0.004631889123658281,0.041921849345484936,-92.16901497999997,0.0,7439,0.0,45.59776,32974848,-0.15270439756143817,-0.5,-0.1392327161284622,0.016819423623383047,-0.34743523597717285,0.000283521792,-0.012916885269805788,0.222900390625,0.9680643081665039,-33.08926067352295,0.02129689,7148,0.9999394416809082,0.2
0.01,0.0,0.0035156249068677425,-0.09348672125603902,-0.20531064971489119,0.0,-0.039645743127847605,0.0,4432,0.618399104,0.0,-0.078826668063429,0.0,1.3793933029367966,-0.042617279786115285,252.74,-2.2948123403278826e-08,-0.04324815464405826,-0.016493974055061464,0.0,-0.0008364442488778359,-0.033052676452266685,-0.08212849563243498,0.0,-0.10648959868641533,0.1373952,1790,-0.25847468021431186,-0.25915767237622395,-0.004676807375206322,0.04148706480498396,-92.24799432000002,0.0,7443,0.0,45.60928,32993280,-0.1517116198725608,-0.5,-0.13858156801691324,0.021503650397062302,-0.34976452589035034,0.000283512576,-0.014472845639102162,0.20706787109375,0.9684051275253296,-33.087766456604,0.021838097,7152,0.9999254941940308,0.2
0.01,0.0,0.003564453030574239,-0.09301860116922638,-0.20129099114883744,0.0,-0.03916139559037725,0.0,4432,0.6183814400000001,0.0,-0.07623639064698741,0.0,1.3972929884349297,-0.04145860560357018,252.52,-2.3133220936085134e-08,-0.04277218629252388,-0.016240553851513677,0.0,-0.0008308138919590979,-0.03262542871849856,-0.08253871190407996,0.0,-0.10660992898487519,0.137472,1791,-0.25011483010909125,-0.26080755513337156,-0.004670293070849495,0.04117046573858423,-92.17172606000003,0.0,7447,0.0,45.6208,33011712,-0.15179566187122204,-0.5,-0.13858655815935447,0.021196739561855794,-0.33763620257377625,0.00028350335999999997,-0.012846349261235446,0.23734130859375,0.9679334163665771,-33.08410358428955,0.02825456,7156,0.999925971031189,0.2
0.01,0.0,0.0035156249068677425,-0.09457113277329812,-0.2019521203804076,0.0,-0.03952516412472404,0.0,4432,0.618363776,0.0,-0.07595582793106859,0.0,1.4031178163593765,-0.0407788964167494,252.78,-2.187300715759021e-08,-0.04324473938451473,-0.016333000440531924,0.0,-0.0008281205429025733,-0.03327143203791783,-0.08449931404835044,0.0,-0.10656087164784907,0.1375488,1792,-0.25448651225546887,-0.2661516861804751,-0.0046733890146567515,0.04217713989808709,-92.14901738,0.0,7451,0.0,45.63232,33030144,-0.15136744265290858,-0.5,-0.143975019398965,0.017560406308621167,-0.3543356657028198,0.000283494144,-0.013392125518294051,0.225927734375,0.967526912689209,-33.073930168151854,0.018141527,7160,0.9999379515647888,0.2
0.01,0.0,0.00341796865945475,-0.09321394966288578,-0.20506520393706612,0.0,-0.04296835540379915,0.0,4432,0.618346112,0.0,-0.08052127739799235,0.0,1.3785936047711913,-0.03969411642611303,255.4,-2.3512899054967016e-08,-0.041906886425376065,-0.015566968805885515,0.0,-0.000814223648616857,-0.03237412816869116,-0.08209158577277027,0.0,-0.10638510655657057,0.1376256,1793,-0.2513929129499958,-0.25682028171879906,-0.004553040432810544,0.041405330840237085,-92.62631542999999,0.0,7455,0.0,45.64384,33048576,-0.14950477014841648,-0.5,-0.13898121537895103,0.018835142999887467,-0.35455256700515747,0.000283484928,-0.01531909212935716,0.21859130859375,0.9672211408615112,-33.06460418701172,0.021677,7164,0.9999366998672485,0.2
0.01,0.0,0.003564453030574239,-0.09235026270812359,-0.20227809520491047,0.0,-0.04065716233324363,0.0,4432,0.618328448,0.0,-0.07691466630776295,0.0,1.3756176730413348,-0.04035915034720656,253.76,-2.190035451592346e-08,-0.04294622225269977,-0.016241186105680643,0.0,-0.0008372070249657292,-0.03264151365738983,-0.08311637819834224,0.0,-0.10642719260509909,0.1377024,1794,-0.2541328545033941,-0.26140859772427105,-0.0046863450144741525,0.04145620992412818,-92.16914937,0.0,7459,0.0,45.65536,33067008,-0.15228095584519732,-0.5,-0.14009258871775823,0.03501714318990708,-0.3396048843860626,0.00028347571199999997,-0.011999929160811006,0.20457763671875,0.9671672582626343,-33.05953826904297,0.020099645,7168,0.9998811483383179,0.2
0.01,0.0,0.0035156249068677425,-0.09224406064813999,-0.20063300911611787,0.0,-0.04264053033289707,0.0,4432,0.6183107840000001,0.0,-0.07541238177330788,0.0,1.3835860851839097,-0.03913955533262724,256.22,-2.183269103516411e-08,-0.04306066562985322,-0.015797381452937655,0.0,-0.000825734466009156,-0.03252429365887611,-0.08348011543066886,0.0,-0.1065293981239836,0.1377792,1795,-0.2535572818098309,-0.26183719286961016,-0.004659035483251677,0.041364252903920436,-92.43712346999999,0.0,7464,0.0,45.66688,33085440,-0.1488841289491994,-0.5,-0.14042072158819943,0.022096215281635523,-0.34408271312713623,0.000283466496,-0.01366119876038283,0.22779541015625,0.9675812721252441,-33.06176528930664,0.022093631,7172,0.9999246001243591,0.2
