reward_terms/overrun,reward_terms/stance,reward_terms/hip_roll,reward_terms/time,time/time_elapsed,curriculum/sprint_dist_m,reward_terms/stop,curriculum/ent_coef,reward_terms/alive,reward_terms/motor_vel,reward_terms/lat_vel,reward_terms/ang_xy,time/fps,reward_terms/vz,rollout/ep_rew_mean,reward_terms/energy,reward_terms/foot_slip,reward_terms/phase_contact,reward_terms/action_rate,reward_terms/coef_rate,time/iterations,reward_terms/air_time,reward_terms/stance_time,reward_terms/clearance,reward_terms/angmom,curriculum/eff_scale,time/total_timesteps,curriculum/pitch_assist,reward_terms/residual,reward_terms/torque,curriculum/stance_ratio,reward_terms/assist_pen,reward_terms/fwd_speed,reward_terms/upright,reward_terms/height,rollout/ep_len_mean,train/std,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/loss,train/explained_variance
0.0,-0.006732788420259497,-0.027242486287222374,-0.5,68,25.4608,0.0,0.01,0.0,-3.732078248069181e-05,-6.486889299308405e-09,-0.46478106232765615,2968,-0.08741924306683824,-130.43078389,-0.00018551686964337342,-0.8358555242107043,-0.4716555525500837,-0.18081815091407477,-1.0099881653446574,11,0.00010199641757127311,-0.0035367780672256937,0.04364020212794938,-0.194328448209941,0.003072,202752,0.996928,-0.25502348422768184,-0.0015407511919995542,0.6496928000000001,-1.3239828091497092,0.4514880531328933,-0.06697623402935837,-0.024501130118228298,30.55,1.001819372177124,-0.01987609814386815,0.049225677,33469,12.065602838993073,0.3079071044921875,0.0003,-34.0753653049469,0.2,3.939262866973877,-10.069343566894531
0.0,-0.006071268297644638,-0.02546253573866327,-0.5,74,25.50688,0.0,0.01,0.0,-4.1722358072933464e-05,-7.750335810002056e-09,-0.4723497486582155,2971,-0.08342885280358414,-130.04532819,-0.00020471257207385976,-0.8617690627253601,-0.4719412316833755,-0.18401482034885933,-1.0109192679003873,12,2.8211752780609662e-05,-0.0024777517974143848,0.043890173885936266,-0.19827314520329756,0.0033792,221184,0.9966208,-0.25468300589245096,-0.0017029391433746861,0.64966208,-1.3299055302473703,0.5076330131989777,-0.06789931319288647,-0.021553865534987657,30.18,1.001716136932373,-0.015117408921166012,0.044559743,33472,9.586364507675171,0.3109334309895833,0.0003,-34.074864069620766,0.2,3.7582244873046875,-11.93989372253418
0.0,-0.0052513123443872385,-0.02453592192368746,-0.5,80,25.55296,0.0,0.01,0.0,-4.558868267879522e-05,-8.009194930750201e-09,-0.47500112461746125,2975,-0.08156599132196915,-128.86720931,-0.00022366009849957008,-0.858580178444718,-0.46931792627764296,-0.18393536007245834,-1.00054855603027,13,8.789053147969146e-05,-0.0019303349626069474,0.04387768014586648,-0.19807287051985484,0.0036864,239616,0.9963136,-0.25494198635579934,-0.001871027240262255,0.64963136,-1.323042357744321,0.5016699844758807,-0.068191088320624,-0.020369911221746813,28.98,1.0012121200561523,-0.0026775484438985586,0.039971787,33474,9.113302111625671,0.291534423828125,0.0003,-34.06817150115967,0.2,3.91688871383667,-9.510359764099121
0.0,-0.004226804794786751,-0.02304968033915217,-0.5,86,25.59904,0.0,0.01,0.0,-4.952202661254934e-05,-7.698085374428472e-09,-0.4807859783355434,2979,-0.0795419733263047,-128.05653548,-0.00024305155947122067,-0.8593610911934273,-0.4747663566396237,-0.18452338959247708,-1.0042318275472055,14,9.006067153273357e-05,-0.0026925952471275297,0.04061507709993531,-0.19824466556225773,0.0039936,258048,0.9960064,-0.25505154525041573,-0.002037285450272446,0.6496006400000001,-1.3357921924909115,0.4958936203949992,-0.06945267776920412,-0.020105494170686924,28.26,1.0009028911590576,0.007871270179748535,0.046962686,33476,12.095061302185059,0.2786865234375,0.0003,-34.06521797180176,0.2,4.75415563583374,-3.2323946952819824
0.0,-0.004881012072365267,-0.023997716522821982,-0.5,92,25.64512,0.0,0.01,0.0,-5.2417200891467466e-05,-7.80671362334592e-09,-0.4749094839825844,2982,-0.07978406473153485,-130.38169426000002,-0.0002580579004483213,-0.8633461399074425,-0.47077565452041525,-0.18450169283427353,-1.0096493149331844,15,8.355025137360726e-05,-0.0020193105447106063,0.042187890374656464,-0.19636482591748514,0.0043008,276480,0.9956992,-0.2553460951237979,-0.002171631381195804,0.64956992,-1.3383335791091424,0.4928435242313538,-0.07144901386355046,-0.020041522912604633,30.55,1.0012362003326416,-0.0006278018053207132,0.03756848,33478,12.863801108466255,0.2787814670138889,0.0003,-34.06943384806315,0.2,4.0263671875,-14.940255165100098
0.0,-0.0040955273326535,-0.023920883014260794,-0.5,98,25.6912,0.0,0.01,0.0,-5.662650742415453e-05,-8.965289767734852e-09,-0.47350107649069567,2984,-0.0787489746549335,-130.79661633,-0.00027886293582304156,-0.8587879845929032,-0.4744402905132829,-0.1848165288310044,-1.0024438866722365,16,6.510411427977185e-05,-0.0022672488347678962,0.040048917357818514,-0.19755188315141506,0.004608,294912,0.995392,-0.25474569444487644,-0.0023420855797482154,0.6495392,-1.3225023377532008,0.4708093490694163,-0.07219697593446095,-0.01971873578957584,30.96,1.0011104345321655,-0.0010175793431699276,0.039525773,33480,9.282105604807535,0.3088650173611111,0.0003,-34.06827969021268,0.2,3.2646124362945557,-12.578245162963867
0.0,-0.002977288399738889,-0.02400448186622502,-0.5,104,25.73728,0.0,0.01,0.0,-6.081428293946604e-05,-7.855186476214077e-09,-0.47557664293812746,2987,-0.07800694344352516,-127.93728401,-0.000296946829395256,-0.8555148081213747,-0.4643123384426134,-0.18304882700906683,-1.0048950921597997,17,0.00018988705899876854,-0.004831266678391128,0.04308818797502492,-0.1973041695412695,0.0049152,313344,0.9950848,-0.25548737230589275,-0.0025170577247631692,0.64950848,-1.334182140445697,0.46159672644838484,-0.06833928692954193,-0.01893323211512467,28.02,1.0013761520385742,-0.0061111144023016095,0.037916288,33482,7.821471691131592,0.2940185546875,0.0003,-34.0703784942627,0.2,3.1194794178009033,-9.829490661621094
0.0,-0.003950650311938645,-0.023235607855788463,-0.5,110,25.783360000000002,0.0,0.01,0.0,-6.521523610253868e-05,-9.248778837143637e-09,-0.4819216717155908,2990,-0.07547006285411749,-131.39396723,-0.000320355446726152,-0.8669435538299896,-0.47199209144999554,-0.1862973587380867,-0.9939678672305549,18,4.448775952267978e-05,-0.002369245278209241,0.040200492021833796,-0.19886203184453644,0.0052224,331776,0.9947776,-0.25458094580532165,-0.00271096997021535,0.64947776,-1.3295193424942273,0.5074641548778565,-0.0741286768760091,-0.017742468502897617,31.52,1.0013258457183838,0.0011244109417829248,0.042121705,33484,8.829135206010607,0.3123643663194444,0.0003,-34.070556216769745,0.2,3.2126152515411377,-7.571049690246582
0.0,-0.003453557217437119,-0.02226167226328203,-0.5,117,25.829439999999998,0.0,0.01,0.0,-6.903569515259412e-05,-7.713145521943986e-09,-0.4855602229529995,2989,-0.07674317401322091,-128.16232778,-0.00034063149615483004,-0.8955539710780341,-0.46371502536787507,-0.18585901949968245,-1.010676589122073,19,6.727424463153713e-05,-0.001568465173477307,0.041714332481261336,-0.204169690096876,0.0055296,350208,0.9944704,-0.2548471829473888,-0.0028715560862323155,0.64944704,-1.3259593612473937,0.5119660668939178,-0.0716063236523747,-0.016943497162416686,28.32,1.00215744972229,-0.009648046572692692,0.047402486,33488,8.817377597093582,0.3057403564453125,0.0003,-34.078696727752686,0.2,2.5442233085632324,-7.019487380981445
0.0,-0.004031290502684524,-0.022423578248877942,-0.5,123,25.87552,0.0,0.01,0.0,-7.297852891915692e-05,-7.990449145220991e-09,-0.4871106899341029,2990,-0.07631585684554248,-127.24198630999999,-0.0003558759770809845,-0.8699108805411337,-0.46925073692531893,-0.18609822180951593,-1.014561851120958,20,5.967874959525135e-05,-0.00130370848314164,0.039810800659200556,-0.20289260398921105,0.0058368,368640,0.9941632,-0.25424280543880245,-0.0029811933441636997,0.64941632,-1.3297094804434222,0.4839434971261236,-0.0728449688050376,-0.017256514460936026,27.32,1.001976728439331,-0.009145137621089816,0.04264567,33491,8.008312974657331,0.32296316964285715,0.0003,-34.07685443333217,0.2,2.3321285247802734,-7.704236030578613
0.0,-0.006228442308128846,-0.025187410174538623,-0.5,129,25.9216,0.0,0.01,0.0,-7.408306327712371e-05,-9.22761342193021e-09,-0.479242809757671,2992,-0.07695264805830111,-128.39279421,-0.0003686461370440617,-0.8620677980600935,-0.4698534798940912,-0.18281329956534265,-0.9890678924008819,21,7.052944015918506e-05,-0.0014984783758538673,0.040918150107879483,-0.1958672275740944,0.006144,387072,0.993856,-0.2549097640937301,-0.003211362575098129,0.6493856,-1.3312899296576264,0.5232510693932949,-0.08275410588804794,-0.01875867888510329,28.58,1.0011703968048096,0.007701399348055323,0.05424437,33493,5.347469011942546,0.2978922526041667,0.0003,-34.0678596496582,0.2,2.062326669692993,-18.293886184692383
0.0,-0.004138022784446774,-0.02451559286489073,-0.5,135,25.96768,0.0,0.01,0.0,-7.942179700831615e-05,-8.568969878482601e-09,-0.49052415727374954,2994,-0.07380050536958492,-129.05890233999997,-0.0003918072487396403,-0.8833189649196245,-0.46981755004006476,-0.18472900950783827,-1.0042896601472764,22,3.472215353718234e-05,-0.0012657311017392203,0.04044465590302429,-0.19818627616439724,0.0064512,405504,0.9935488,-0.254616039434607,-0.003332294844970297,0.64935488,-1.3397720015439494,0.5328906795952786,-0.08041283740945668,-0.01689971786179609,29.17,1.0010846853256226,0.018786375364288687,0.029540738,33494,6.05545482635498,0.305126953125,0.0003,-34.06764526367188,0.2,2.3839521408081055,-14.246983528137207
0.0,-0.003948905386491609,-0.02352206683119884,-0.5,141,26.01376,0.0,0.01,0.0,-8.186378073826963e-05,-8.506606947292108e-09,-0.49159148976052003,2995,-0.074150678151631,-126.20563809,-0.0004052488015808578,-0.8836707345825489,-0.4807113256638189,-0.18282900291947723,-1.0019611849364045,23,5.099823142194914e-05,-0.0013151019035528104,0.0394110627383023,-0.19854957453191946,0.0067584,423936,0.9932416,-0.2554228400234623,-0.0035099498663943305,0.64932416,-1.340576008317367,0.5530433167996038,-0.08533715175097384,-0.016841330330813253,26.34,1.0012644529342651,0.01334518613293767,0.07107082,33496,5.548317273457845,0.3184814453125,0.0003,-34.06982421875,0.2,1.991913080215454,-17.34246826171875
0.0,-0.0035712449790639474,-0.023960378624827,-0.5,147,26.05984,0.0,0.01,0.0,-8.717606499684208e-05,-8.69830640210865e-09,-0.48760184947136537,2997,-0.07237768647960047,-126.47659098,-0.0004308189653414418,-0.87441856981372,-0.47367693439787534,-0.18431280621391963,-1.007880465631935,24,4.557285380239288e-05,-0.0012082226296317661,0.03987445741696207,-0.1993811054544925,0.0070656,442368,0.9929344,-0.25438398441809035,-0.003728885083846121,0.64929344,-1.3304333135352744,0.5435197731656185,-0.08163917018356083,-0.01573527905902443,26.61,1.0011608600616455,0.00656431990986069,0.0512824,33498,5.616283416748047,0.261962890625,0.0003,-34.06875864664713,0.2,1.9650744199752808,-14.798029899597168
0.0,-0.0035845187802014677,-0.024053583719961122,-0.5,153,26.10592,0.0,0.01,0.0,-9.039030646428401e-05,-9.83201388750546e-09,-0.4802059010418247,2999,-0.07187138719587124,-128.01606019,-0.0004461221734074654,-0.8662943139017018,-0.4759760746043603,-0.18336313857489592,-0.9878341271349446,25,3.906243364326656e-05,-0.0007074638286010466,0.0397903585871682,-0.19773489861673343,0.0073728,460800,0.9926272,-0.25459057337044194,-0.003915826917407964,0.6492627200000001,-1.3280726143065116,0.5608390386401478,-0.08511186379244236,-0.01593157903775917,28.24,1.001075029373169,0.0092846624708424,0.057165816,33500,5.74461817741394,0.2681477864583333,0.0003,-34.06750233968099,0.2,2.1013267040252686,-11.165308952331543
