time/total_timesteps,reward_terms/energy,curriculum/sprint_dist_m,reward_terms/stance,reward_terms/coef_rate,reward_terms/angmom,reward_terms/phase_contact,time/iterations,reward_terms/clearance,reward_terms/stance_time,reward_terms/motor_vel,reward_terms/foot_slip,reward_terms/torque,reward_terms/lat_vel,reward_terms/ang_xy,curriculum/eff_scale,rollout/ep_rew_mean,curriculum/ent_coef,time/time_elapsed,reward_terms/stop,reward_terms/upright,reward_terms/height,time/fps,reward_terms/time,reward_terms/air_time,reward_terms/hip_roll,reward_terms/fwd_speed,rollout/ep_len_mean,reward_terms/action_rate,reward_terms/assist_pen,reward_terms/residual,reward_terms/overrun,curriculum/pitch_assist,reward_terms/vz,curriculum/stance_ratio,reward_terms/alive,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/n_updates
3409920,-0.0038564309927993446,33.478719999999996,-0.0006586002919259302,-0.8121578489115407,-0.20357911323892391,-0.4990154467388784,185,0.0473414654355705,-0.0009684227196784276,-0.0007546505934349516,-0.7728841512033737,-0.040925389167548884,-6.271565101085149e-09,-0.44864725723216314,0.0565248,-127.94047332999999,0.01,1140,0.0,-0.1070315487457138,-0.012847078808389614,2990,-0.5,0.0002159286975964076,-0.024772862858974152,0.7936196759323821,28.83,-0.15930398697504078,-1.5440543828057431,-0.25653367726264276,0.0,0.9434752,-0.050414209375252074,0.6443475200000001,0.0,0.0003,-0.06642162799835205,0.6541330355864304,0.043714225,-0.012066158322760692,0.30333533653846156,-0.5467081069946289,-34.08335318932166,0.2,1.0023810863494873,33802
3428352,-0.003934707636467698,33.5248,-0.0013067716202030447,-0.8157357014469003,-0.2059938832825957,-0.49372386326482887,186,0.0470633228664815,-0.0005419908346892851,-0.000766987842513248,-0.7997648971421308,-0.040007921702438304,-6.066422690049183e-09,-0.4555017585195378,0.056832,-127.10363048,0.01,1146,0.0,-0.10763709556966079,-0.012382124421349762,2990,-0.5,0.00012152769745120572,-0.026377233865960432,0.7902718744014477,27.91,-0.16179975232053898,-1.5507686043586673,-0.25629239178726654,0.0,0.943168,-0.05082680980996205,0.6443168,0.0,0.0003,-0.11288049817085266,0.5539251336684594,0.04477365,-0.008566674991295887,0.35092397836538464,-0.3975752592086792,-34.08042291494516,0.2,1.0021307468414307,33805
3446784,-0.0038251575945956085,33.57088,-0.0006990605863935181,-0.8139295498134081,-0.1943956323137677,-0.504366915611508,187,0.04591488272629999,-0.001713321828800771,-0.0007440551005108408,-0.8050848065262066,-0.04007375759987358,-7.2660342890459115e-09,-0.44588880303660794,0.0571392,-128.66456591000002,0.01,1152,0.0,-0.13398785969982038,-0.01793981055762115,2990,-0.5,0.00024956588943799335,-0.02899170833918195,0.8303591578395317,29.72,-0.15619495407943818,-1.5548860726866178,-0.2565038515084315,0.0,0.9428608,-0.05806783110659296,0.64428608,0.0,0.0003,-0.11152932047843933,0.5377383579810461,0.04523602,-0.007108303640658657,0.3391520182291667,-0.4235297441482544,-34.07807127634684,0.2,1.0019731521606445,33808
3465216,-0.0038963556271709907,33.61696,-0.0012887104742323476,-0.8143861176094657,-0.19679586752696207,-0.5014111769352205,188,0.04657729259240995,-0.0012288389439668714,-0.0007497240255164378,-0.8077693630454216,-0.0409946368785786,-6.442987336324442e-09,-0.4461699112762981,0.0574464,-127.32505864999999,0.01,1158,0.0,-0.12485576774166748,-0.015495089130232339,2990,-0.5,0.0002701822280262907,-0.030314127904981114,0.8315819130942845,28.32,-0.1576324139650609,-1.5541003689288422,-0.25657326266701025,0.0,0.9425536,-0.054904555180827284,0.64425536,0.0,0.0003,-0.05686849355697632,0.6633487641811371,0.044703726,-0.007036873954348266,0.3234659830729167,-0.5604896545410156,-34.076988220214844,0.2,1.00188410282135,33811
3483648,-0.0038074910691935065,33.66304,-0.0007762201377664503,-0.8165079217023613,-0.18885359514330666,-0.504119125751371,189,0.044160489865136994,-0.0005257151157517607,-0.000748357964514787,-0.8020748229511022,-0.03944793220220493,-6.376346207110995e-09,-0.45137528360658447,0.0577536,-127.32008821000001,0.01,1164,0.0,-0.12683389611369864,-0.016581824806763224,2990,-0.5,0.00020073776573149694,-0.02603333528179694,0.8020128881107752,28.11,-0.15749374451547626,-1.5480129072071505,-0.2559491515489898,0.0,0.9422464,-0.05666198539919746,0.64422464,0.0,0.0003,-0.1131901741027832,0.5845643557035006,0.042715594,-0.012858033001136322,0.3267352764423077,-0.4927009344100952,-34.07223393366887,0.2,1.0015738010406494,33814
3502080,-0.0038570143307503756,33.70912,-0.0005697375105930476,-0.8104645641064075,-0.18766219190334704,-0.5060769142714749,190,0.043819262066479674,-0.0007709402594223826,-0.0007682001720772503,-0.7895163707271532,-0.03954261266370682,-6.055576239157015e-09,-0.4481190376451603,0.0580608,-127.26065475,0.01,1170,0.0,-0.11538264109498853,-0.013510012684644485,2990,-0.5,0.00015842006865164472,-0.025160777660766506,0.7867990916341063,28.35,-0.15810163759109974,-1.5348720994247127,-0.2561874278359229,0.0,0.9419392,-0.05133977277507948,0.64419392,0.0,0.0003,-0.06967005133628845,0.7158999443054199,0.04966168,-0.005822371310469779,0.31116832386363635,-0.6585488319396973,-34.07385115189986,0.2,1.001779317855835,33817
3520512,-0.0038338950790889562,33.7552,-0.0007936821244494758,-0.8159255573086772,-0.19011553151028335,-0.5049020159449119,191,0.0435935598756809,-0.0006857625461028268,-0.0007662708582619757,-0.7975856060124464,-0.039718932812535766,-5.870318266051787e-09,-0.4485352699469806,0.058368,-125.96104346999999,0.01,1177,0.0,-0.10426118931328536,-0.011847869361655595,2991,-0.5,0.00014756938778898783,-0.023033549331173138,0.771461267100868,27.03,-0.15764260756448856,-1.5302811342304679,-0.2560036910176605,0.0,0.941632,-0.05001567992554004,0.6441632,0.0,0.0003,-0.07345548272132874,0.9770505288067985,0.049899258,-0.0027907600434606567,0.34616268382352944,-1.7101988792419434,-34.083031822653375,0.2,1.0024693012237549,33821
3538944,-0.003907747345902086,33.80128,-0.0007445784132229001,-0.8102321760111239,-0.1908280126109563,-0.5065352324916609,192,0.04531330980866756,-0.0006694862935950772,-0.0007690348263540386,-0.7925633666829157,-0.04107510065991503,-5.884978696297002e-09,-0.44026088105883904,0.0586752,-127.18266016,0.01,1183,0.0,-0.11490268853358786,-0.013523306633814649,2991,-0.5,0.00018446172018431954,-0.024505005799849596,0.8049069947757568,28.21,-0.1556620581110592,-1.527148403701432,-0.25646569560106885,0.0,0.9413248,-0.052289285683250336,0.64413248,0.0,0.0003,-0.10942551493644714,0.5786439975102743,0.04492587,-0.008434583442673707,0.3269246419270833,-0.2676926851272583,-34.08161576588949,0.2,1.0023974180221558,33824
3557376,-0.0038753491543718627,33.84736,-0.0010252740478078938,-0.8014536140553501,-0.18374009350752962,-0.50270943198015,193,0.04298901194917134,-0.00040038972090567567,-0.0007777117161702868,-0.7955748351649279,-0.0402280323456689,-5.63882812232e-09,-0.44743828419009024,0.0589824,-125.37506891,0.01,1189,0.0,-0.11453641325926957,-0.013777342104567105,2991,-0.5,0.00014214404250702096,-0.023644180225198888,0.7861898494812128,26.43,-0.15794836863517098,-1.5303713039524374,-0.25637628063203205,0.0,0.9410176,-0.05122129766134234,0.6441017600000001,0.0,0.0003,-0.08871763944625854,0.570928156375885,0.043893944,-0.009680710410555968,0.33755258413461536,-0.27435171604156494,-34.087110666128304,0.2,1.002737045288086,33827
3575808,-0.003909173496358473,33.89344,-0.0005669111197847574,-0.8015323764610347,-0.1890127227842383,-0.4962567638761873,194,0.045518909548643696,-0.00032660507066692744,-0.0007874206472101445,-0.8034053651250873,-0.04060801809571384,-5.688899781340655e-09,-0.44439660467489345,0.0592896,-126.33691793,0.01,1195,0.0,-0.10602293879305276,-0.011604613947042361,2991,-0.5,0.00014431416315750944,-0.021881215965942544,0.7860565205791799,27.69,-0.15768567834233452,-1.519748390629366,-0.25678045418876516,0.0,0.9407104,-0.04926543877977107,0.64407104,0.0,0.0003,-0.10702061653137207,0.5610208144554725,0.04360671,-0.008109225837800365,0.3275615985576923,-0.19043946266174316,-34.08380596454327,0.2,1.0023384094238281,33830
3594240,-0.003920854357893034,33.93952,-0.00096714041449805,-0.799769538544637,-0.1855712141207728,-0.5028999368057279,195,0.044791766959797474,-0.0006629760755458847,-0.0007842969132210064,-0.798507442086447,-0.04126309891724979,-6.118746488375815e-09,-0.4418334351184797,0.0595968,-128.14088963,0.01,1201,0.0,-0.11839818877114909,-0.014221455143786525,2991,-0.5,0.0001443141437549558,-0.025995764781410264,0.8129332939690497,29.36,-0.15648039122187088,-1.5336236468871092,-0.25703118876726977,0.0,0.9404032,-0.05232239059063897,0.64404032,0.0,0.0003,-0.0937262773513794,0.5863845348358154,0.04464124,-0.006442243663164286,0.34521484375,-0.05499100685119629,-34.07262919499324,0.2,1.0013846158981323,33833
3612672,-0.003975642937923477,33.9856,-0.00044201987560734096,-0.7955675339023109,-0.18652193319618057,-0.5013404393119497,196,0.04517290229370059,-0.0013188995960970512,-0.0007960298241741419,-0.8005404903181339,-0.042005752376060065,-5.376183628635342e-09,-0.44696078641195325,0.059904,-125.89994562000001,0.01,1207,0.0,-0.11693372512946983,-0.014765917977324135,2991,-0.5,0.0002137586157510264,-0.02235186561823696,0.7967254121327579,26.97,-0.15666929821902725,-1.5303086934333436,-0.2570043962590763,0.0,0.940096,-0.05189345049675121,0.6440096000000001,0.0,0.0003,-0.10110089182853699,0.5498631050189337,0.046041545,-0.008148845207567016,0.3141072591145833,-0.08899271488189697,-34.067450205485024,0.2,1.001160740852356,33836
3631104,-0.00401127778926966,34.03168,-0.0008007848305009504,-0.8076859492055456,-0.19349877230423476,-0.4994563044364728,197,0.04630573754127637,-0.000781790962921352,-0.0007948209859659875,-0.8059097609277258,-0.041927304957385954,-5.47552690176324e-09,-0.44915145282663915,0.0602112,-127.74142751,0.01,1213,0.0,-0.11915782696706562,-0.014296643837932431,2991,-0.5,0.000122612782029642,-0.025974823058023715,0.822913771058662,28.82,-0.15760093287746785,-1.539897916244496,-0.25717934715991947,0.0,0.9397888,-0.05270067240993072,0.64397888,0.0,0.0003,-0.11030840873718262,0.5235210200150807,0.04385717,-0.012448574292163055,0.34402669270833336,-0.08751344680786133,-34.07193374633789,0.2,1.0016789436340332,33839
3649536,-0.004199696796221471,34.07776,-0.00026495120840427016,-0.8080587774465164,-0.20317669086490855,-0.494863207552601,198,0.04900239875609448,-0.0011409484399741308,-0.0008235273214733971,-0.799112271178402,-0.04382963977624502,-6.75580352601433e-09,-0.45356439497037776,0.0605184,-128.12903408000003,0.01,1219,0.0,-0.12380115868407178,-0.015136509412597967,2991,-0.5,0.00020399289335020713,-0.027248066659796715,0.8476001110347493,29.18,-0.1597033083457967,-1.544036314967653,-0.2579112165620216,0.0,0.9394816,-0.05427142167668633,0.64394816,0.0,0.0003,-0.11843204498291016,0.5465241720279058,0.044198077,-0.007894768088590354,0.3444620768229167,-0.09716689586639404,-34.07165241241455,0.2,1.001673936843872,33842
3667968,-0.0040802003481422685,34.12384,-0.0008458219626441198,-0.8148069897607426,-0.19534582270371453,-0.5009256429745387,199,0.0475393112898655,-0.0009456360664141054,-0.0008111906248519721,-0.8004670295431302,-0.042921254568142594,-6.008903325688212e-09,-0.45001789068334663,0.0608256,-128.50320714,0.01,1226,0.0,-0.12059931392973598,-0.014183736815968954,2991,-0.5,0.00021484364212180176,-0.025308332397773924,0.8550691031312578,29.72,-0.15783254469615254,-1.543752244938798,-0.2570193558351439,0.0,0.9391744,-0.0521299331632007,0.6439174400000001,0.0,0.0003,-0.094265878200531,0.5782675788952754,0.04002006,-0.011993887547690135,0.3176832932692308,-0.09040355682373047,-34.071937561035156,0.2,1.0015130043029785,33845
3686400,-0.004142584858550225,34.16992,-0.0008456805205255953,-0.806181072393129,-0.2014001405280514,-0.4974841285517813,200,0.04752889966563312,-0.0007047510799667281,-0.0008284087630416165,-0.814738439631693,-0.04251755855347421,-5.474186182683083e-09,-0.4564739558247204,0.0611328,-127.39922651,0.01,1232,0.0,-0.12195311535200151,-0.015500564495935303,2991,-0.5,0.00015624988009221852,-0.027593999454885585,0.8498879472688138,28.94,-0.1595285870360056,-1.543841982872247,-0.25729923198043125,0.0,0.9388672,-0.053856098694177165,0.64388672,0.0,0.0003,-0.08842521905899048,0.6069664146218982,0.04081619,-0.013749922459412898,0.3248988560267857,-0.1236124038696289,-34.0744571685791,0.2,1.001825213432312,33848
3704832,-0.004215797063517503,34.216,-0.00039053606226450874,-0.8137436923133265,-0.19541163464221348,-0.5014838896869726,201,0.049136188200349706,-0.001182180819644903,-0.0008270148419489163,-0.8127340188861741,-0.044700192481706785,-6.408521143336774e-09,-0.4564663213466382,0.06144,-127.05279716,0.01,1238,0.0,-0.12159540126129348,-0.015300289070062376,2991,-0.5,0.00028862835541884933,-0.025584106155216935,0.8721951130036136,28.18,-0.15838379674014139,-1.548255811066519,-0.25766958420965286,0.0,0.93856,-0.053754512111972415,0.643856,0.0,0.0003,-0.12957113981246948,0.5461276769638062,0.05293753,-0.018897886882768944,0.3247222900390625,-0.026182055473327637,-34.08132243156433,0.2,1.0023013353347778,33852
3723264,-0.004260977700265147,34.26208,-0.0005228243125229979,-0.8090609790499385,-0.20183231300288326,-0.49805694992831584,202,0.04957155002500216,-0.0008284487460817521,-0.0008314079081196289,-0.8096273205745405,-0.04507336951169002,-6.78091854639781e-09,-0.45256932077126677,0.0617472,-127.88265265000001,0.01,1244,0.0,-0.12473582680051679,-0.015158253488084956,2992,-0.5,0.000269097114344024,-0.02891204459443846,0.8916412239411934,28.97,-0.15796836485228444,-1.5548319347534865,-0.25717315695674003,0.0,0.9382528,-0.05515658048005917,0.64382528,0.0,0.0003,-0.06816437840461731,0.682331994175911,0.047932472,-0.015269540919689462,0.3386993408203125,-0.055744290351867676,-34.08277988433838,0.2,1.0024179220199585,33856
3741696,-0.004176015814803465,34.30816,-0.000499322024648049,-0.8001613034104709,-0.19392265560247135,-0.49965470204057894,203,0.04761016017379036,-0.0006553805045162638,-0.0008270449289933188,-0.8081969859937811,-0.043961082971987406,-5.640373419245834e-09,-0.44979299093136077,0.0620544,-128.05976301,0.01,1250,0.0,-0.1133054466938664,-0.01338876013919095,2992,-0.5,0.00022026900680632226,-0.024081766127095696,0.8347814328877401,29.28,-0.1565487463884844,-1.533277508074305,-0.25696716755267784,0.0,0.9379456,-0.05078202537937995,0.64379456,0.0,0.0003,-0.0684945285320282,0.6174756245953696,0.038552165,-0.013385778492582696,0.31410435267857145,-0.08434426784515381,-34.07933398655483,0.2,1.0020928382873535,33859
3760128,-0.00421388429751024,34.354240000000004,-0.000616776118481596,-0.8059772556810392,-0.18952824368586,-0.5052701328008737,204,0.047888538242033325,-0.0010834397479710686,-0.0008319157751986199,-0.8215491794017689,-0.04418663028488787,-6.300552396938797e-09,-0.4479468809068777,0.0623616,-127.33085793000001,0.01,1256,0.0,-0.13295487920488414,-0.017312758480647405,2992,-0.5,0.00023871518270526495,-0.027625803982901556,0.8592523643556959,28.5,-0.15518535915523154,-1.5426227519462477,-0.2578253999915018,0.0,0.9376384,-0.0576341515225124,0.64376384,0.0,0.0003,-0.13145115971565247,0.5463124811649323,0.048342854,-0.01710730549530126,0.338653564453125,0.04069167375564575,-34.0823187828064,0.2,1.0023221969604492,33863
3778560,-0.004242845696874213,34.40032,-0.00047604088018760363,-0.8008879886045079,-0.1934715519769681,-0.50122221784549,205,0.04830068640623615,-0.0013058786830192225,-0.0008297685890551142,-0.829265869200272,-0.04521567392878886,-6.1405208175640384e-09,-0.44507689729686667,0.0626688,-126.86326142,0.01,1262,0.0,-0.12551544680429816,-0.01680805314322663,2992,-0.5,0.0002354599548400276,-0.026264367961161317,0.8852607125293005,28.19,-0.15515566684830748,-1.5399701884600296,-0.2573164829667516,0.0,0.9373312,-0.05606909355425892,0.64373312,0.0,0.0003,-0.11999770998954773,0.5699371062219143,0.047176827,-0.015145244251471013,0.335906982421875,-0.06579780578613281,-34.07821750640869,0.2,1.0022028684616089,33867
3796992,-0.004165945996151946,34.4464,-0.00012792521519564633,-0.8018518154594476,-0.1852194049086025,-0.5036147113790633,206,0.046168195655922506,-0.0013205271922439958,-0.000827308694362062,-0.8265822644361345,-0.044102841081092525,-6.481749662116957e-09,-0.44377215604262293,0.062976,-127.52874227000002,0.01,1268,0.0,-0.1275596888574339,-0.016417637936371514,2992,-0.5,0.0001551648343188895,-0.026659076513272532,0.8567641892009877,28.96,-0.15481822371272458,-1.5408831413720323,-0.25753745131369393,0.0,0.937024,-0.05487941612961491,0.6437024,0.0,0.0003,-0.05874428153038025,0.6377295414606731,0.041675933,-0.013203076125743488,0.3282552083333333,0.0036972761154174805,-34.07680918375651,0.2,1.0019309520721436,33870
3815424,-0.004313530051763281,34.49248,-0.0003939559001681773,-0.7956132381890599,-0.19437942899259786,-0.4947872027564996,207,0.04916189084214429,-0.0010058573453635392,-0.0008500676558933534,-0.8154976422863511,-0.045899563951703214,-6.441520579345942e-09,-0.45089514275369613,0.0632832,-125.14075625,0.01,1275,0.0,-0.1138424006677114,-0.01424933114963809,2992,-0.5,0.000257161339201654,-0.024776653377728566,0.8525952565971665,26.58,-0.15626969354844586,-1.5366577035178555,-0.2577076392003172,0.0,0.9367168,-0.051393531521625055,0.64367168,0.0,0.0003,-0.13679198920726776,0.5196447353810072,0.045838017,-0.015409997264214326,0.32415771484375,0.06609195470809937,-34.074803590774536,0.2,1.001666784286499,33874
3833856,-0.004232144299803089,34.538560000000004,-0.00031348871820044086,-0.8073890731710945,-0.18518835034567194,-0.5061544716891436,208,0.045770253343641536,-0.0006032972499572983,-0.0008416978824208969,-0.8352158262326443,-0.04490532231338311,-6.383520176141488e-09,-0.45140561567781773,0.0635904,-128.53898089,0.01,1281,0.0,-0.12718888951840818,-0.016714637427964897,2992,-0.5,0.00025173605212734803,-0.025697498422592176,0.8594490670600449,29.91,-0.15594968102667392,-1.5400461415473852,-0.25738132122077156,0.0,0.9364096,-0.05583135361868709,0.64364096,0.0,0.0003,-0.14007911086082458,0.5406609866768122,0.051329095,-0.01590431047952734,0.3205413818359375,0.0191500186920166,-34.06761336326599,0.2,1.001236915588379,33878
3852288,-0.0042212003134956,34.58464,-0.0006386691596369947,-0.8018184760368793,-0.18408491971031446,-0.5046833237271489,209,0.04541129482398373,-0.0006060099096632459,-0.0008541685845705333,-0.8138897212339289,-0.04425054705758363,-5.306677729052294e-09,-0.45271429640334415,0.0638976,-126.78523283,0.01,1287,0.0,-0.11729820495277256,-0.014350608671588667,2992,-0.5,0.000173611019919109,-0.023074789274305205,0.8351727793907364,28.13,-0.15545072155823872,-1.5272150943410254,-0.2569840517892054,0.0,0.9361024,-0.052114233749293,0.64361024,0.0,0.0003,-0.1061822772026062,0.5848876569006178,0.044211447,-0.019243642429096833,0.325927734375,0.1128506064414978,-34.074156019422745,0.2,1.0019357204437256,33882
3870720,-0.004239470740187058,34.63072,-0.0005192776861435702,-0.8014502275096316,-0.18536126109639234,-0.5003752756162307,210,0.04745162045691698,-0.0009391257448846267,-0.0008467913020925115,-0.8046778646625897,-0.0451524319127184,-5.5031766392754435e-09,-0.449510453053378,0.0642048,-127.61469083000001,0.01,1293,0.0,-0.12727286079673103,-0.016165652044392482,2992,-0.5,0.00019422732616981698,-0.026204498732252852,0.8370860496257226,28.95,-0.15389776878558478,-1.5310304418223184,-0.2571400925722551,0.0,0.9357952,-0.05463238006055141,0.6435795200000001,0.0,0.0003,-0.11931079626083374,0.538491427898407,0.050082024,-0.015133682289160788,0.3337554931640625,0.16428720951080322,-34.075358390808105,0.2,1.0019278526306152,33886
3889152,-0.004294234032695252,34.6768,-0.0011325086168113235,-0.807614291346904,-0.18684448825217762,-0.4995092286795663,211,0.046835342771443335,-0.0012738692587138051,-0.0008594257425772259,-0.8258008031281634,-0.045196429083726515,-6.4866229156504096e-09,-0.45487425129746417,0.064512,-127.88143593000001,0.01,1299,0.0,-0.12645595037372304,-0.015719614258159445,2992,-0.5,0.00021267350206875967,-0.02581233833176205,0.8442156910831256,29.51,-0.1553562915207096,-1.5357227561869786,-0.25716776499242094,0.0,0.935488,-0.05415331737110432,0.6435488,0.0,0.0003,-0.1336958408355713,0.5237870461800519,0.044194296,-0.01609703556031865,0.3372012867647059,0.11984390020370483,-34.07682755414177,0.2,1.0021541118621826,33890
3907584,-0.004331701944562098,34.722879999999996,-0.000366450999624081,-0.8085564317390661,-0.18694662401165135,-0.5019588753453755,212,0.04740512488381718,-0.0012304665740682846,-0.0008642425577062842,-0.8234241746033942,-0.04581638562894893,-5.7806530537608635e-09,-0.4653860099590379,0.0648192,-125.67808667999998,0.01,1305,0.0,-0.12471620246978883,-0.015579128598846196,2992,-0.5,0.00023220477224741544,-0.025460826331857436,0.8577322407624147,26.9,-0.15626628184062163,-1.5359017465174765,-0.2567893505014081,0.0,0.9351808,-0.053518633431338634,0.64351808,0.0,0.0003,-0.11480751633644104,0.5832660794258118,0.044956893,-0.018492154880530305,0.3425428602430556,0.1753218173980713,-34.07915178934733,0.2,1.002342939376831,33894
3926016,-0.0043123785373375,34.76896,-0.00022076574627838722,-0.8035899853065723,-0.18638249042865898,-0.5030509146976406,213,0.046743798499113885,-0.0007747380522131505,-0.0008668683069739338,-0.8112821452655228,-0.045598529000797354,-6.074503626189658e-09,-0.4561060864626865,0.0651264,-127.05584594,0.01,1312,0.0,-0.12135070321412135,-0.014712448614223307,2992,-0.5,0.0002495658829704755,-0.025657558953486426,0.8434317104734592,28.42,-0.15524900427596525,-1.5338314228220167,-0.25720569621480255,0.0,0.9348736,-0.052977331831246414,0.6434873600000001,0.0,0.0003,-0.10548126697540283,0.6019642740488053,0.04311255,-0.02117396368412301,0.336962890625,0.08112657070159912,-34.079112434387206,0.2,1.0023109912872314,33898
3944448,-0.004362690004059942,34.815039999999996,-0.0002151103069840085,-0.8037536219163913,-0.1902377912105927,-0.502310980075252,214,0.04717762703838784,-0.0012049672902018453,-0.0008756601260688324,-0.8213686986385942,-0.04643420332978169,-5.901746738139333e-09,-0.449484024148207,0.0654336,-129.58712499,0.01,1318,0.0,-0.1261779058111048,-0.016374363960708262,2992,-0.5,0.00021809886675328016,-0.026593811337087193,0.8772632923874903,31.02,-0.15443465627603,-1.5323013940989145,-0.25744794664499404,0.0,0.9345664,-0.054942580540093225,0.64345664,0.0,0.0003,-0.11805498600006104,0.5445053786039352,0.0390701,-0.02139050526311621,0.32625732421875,0.18475037813186646,-34.07930793762207,0.2,1.0023343563079834,33902
3962880,-0.004336257440429087,34.86112,-0.0002580587393296566,-0.8101051589123157,-0.19055990246874585,-0.5015677368153172,215,0.04742200744616399,-0.001161564581303133,-0.0008784160126814588,-0.8006674789773245,-0.045386487195391415,-5.437853268597575e-09,-0.45635849177092347,0.0657408,-127.52841873,0.01,1324,0.0,-0.13063013266962273,-0.016755292345675573,2992,-0.5,0.00014865438505593274,-0.02682762326981231,0.8675749162208335,28.93,-0.15520269626808228,-1.5377853795781458,-0.25711485078356733,0.0,0.9342592,-0.054844533252445565,0.64342592,0.0,0.0003,-0.09238237142562866,0.6147231424556059,0.04561607,-0.01782321697100997,0.3133760340073529,0.1199224591255188,-34.07397528255687,0.2,1.001842975616455,33906
3981312,-0.004463296391279911,34.9072,-0.000598863903674533,-0.8036227812035274,-0.19247028199569569,-0.4980757596554047,216,0.04859841610423635,-0.0012147329543950036,-0.0008826016146898994,-0.8110778863714531,-0.047756511495536724,-6.199290341171158e-09,-0.45911596717868236,0.066048,-128.08006709,0.01,1330,0.0,-0.11957722472752207,-0.014559730888215498,2992,-0.5,0.00022135403317709765,-0.026000791037071907,0.8575784474473116,29.76,-0.15482617169493168,-1.53188881469433,-0.25727743169881734,0.0,0.933952,-0.050315537356902716,0.6433952000000001,0.0,0.0003,-0.11254552006721497,0.5828678177462684,0.04524524,-0.01860692913437055,0.333740234375,0.16314417123794556,-34.07798597547743,0.2,1.0021207332611084,33910
3999744,-0.0044148028202292185,34.95328,-0.00045519465116495954,-0.805339039701486,-0.18749482430681777,-0.505502147079257,217,0.047255286903718746,-0.0008355017133807349,-0.0008769195908769037,-0.8175793605925625,-0.04725472242298047,-6.002085828510246e-09,-0.45706868924810506,0.0663552,-128.77516148,0.01,1336,0.0,-0.1327423532286197,-0.01784530021617682,2992,-0.5,0.00019531240104697645,-0.028440800496644894,0.8660158908469091,30.32,-0.1537959174751905,-1.5294912843687465,-0.2577284028454192,0.0,0.9336447999999999,-0.05507735350089599,0.64336448,0.0,0.0003,-0.13542507588863373,0.5744199737906456,0.042682372,-0.019893652107566596,0.3423095703125,0.1880902647972107,-34.07660312652588,0.2,1.0022152662277222,33914
4018176,-0.004311452295691485,34.999359999999996,-0.0009244937504479223,-0.8069822343721753,-0.1782187388496873,-0.5058443058299217,218,0.04540097505634312,-0.0012554231361718848,-0.0008721649315699828,-0.8137177359795417,-0.0455530294090537,-5.664642167154693e-09,-0.45395778707859197,0.0666624,-126.99996918000001,0.01,1351,0.0,-0.13445409460296873,-0.017959135601285932,2973,-0.5,0.00012912316338366104,-0.02574107672865091,0.8620540805992586,28.65,-0.15306034195018714,-1.5286178844562175,-0.2573333582593161,0.0,0.9333376,-0.054611923345333185,0.64333376,0.0,0.0003,-0.11137884855270386,0.5691063225269317,0.041422937,-0.02204456883482635,0.3278564453125,0.2077498435974121,-34.0809627532959,0.2,1.0024964809417725,33918
4036608,-0.004412422046934219,35.04544,-0.00017877116408917716,-0.7997007217773429,-0.18924764006131997,-0.5009006788191293,219,0.04768371617364832,-0.0010346116355827285,-0.0008836161939809266,-0.8111564223291663,-0.04740911843088488,-5.2213863471815136e-09,-0.4486983616861575,0.0669696,-127.72955840999997,0.01,1357,0.0,-0.11620709303954617,-0.01369160557118922,2973,-0.5,0.00023546000658017065,-0.023556029266473426,0.8688548798235837,29.27,-0.15379051416821846,-1.523528551047133,-0.25761731098917484,0.0,0.9330304,-0.05072381869680408,0.64330304,0.0,0.0003,-0.11030331254005432,0.5738080501556396,0.03746707,-0.01979438739363104,0.3112060546875,0.2513279318809509,-34.0780086517334,0.2,1.002036213874817,33922
4055040,-0.004396538712323378,35.09152,-9.598323764516543e-05,-0.8107250658348947,-0.18348722649106863,-0.5064718835008047,220,0.04542479306715842,-0.0010264738003671584,-0.0008832082998208585,-0.8112992683190052,-0.04610026342860134,-5.8339538995125695e-09,-0.447168664598383,0.0672768,-125.93919440000002,0.01,1363,0.0,-0.12952721770866074,-0.017028919214813136,2974,-0.5,0.00016167528681560524,-0.02623924908770907,0.8531648498508374,27.62,-0.15227776554534908,-1.5220913268501792,-0.257434978129468,0.0,0.9327232,-0.0544605427270862,0.64327232,0.0,0.0003,-0.09696733951568604,0.5973035514354705,0.03931548,-0.018797963322140277,0.33125,0.23927301168441772,-34.07289352416992,0.2,1.0017002820968628,33926
4073472,-0.004353615848311169,35.1376,-0.00031754891580397136,-0.8103531840303958,-0.17883207212733937,-0.5117667757499681,221,0.045195205556940794,-0.0004671212162874225,-0.0008775418572817142,-0.8115442174763161,-0.04596099956387121,-5.395117586061997e-09,-0.4490148045626683,0.067584,-125.52003284000003,0.01,1369,0.0,-0.12919884078255972,-0.016423279650845685,2974,-0.5,0.0001757811987772584,-0.02638985527167326,0.8530278033371268,27.19,-0.1513871796451732,-1.5147129919899156,-0.25775402239162987,0.0,0.932416,-0.05317081244588198,0.6432416,0.0,0.0003,-0.09133422374725342,0.5594981282949447,0.038522292,-0.020490749459713697,0.321484375,0.2674223780632019,-34.079176139831546,0.2,1.0025416612625122,33930
