reward_terms/stance,curriculum/ctrl_jitter_ms,reward_terms/motor_vel,curriculum/ent_coef,time/iterations,reward_terms/hip_roll,reward_terms/energy,rollout/ep_rew_mean,time/total_timesteps,curriculum/eff_scale,time/fps,reward_terms/foot_slip,curriculum/stance_ratio,rollout/ep_len_mean,reward_terms/air_time,reward_terms/ang_xy,reward_terms/upright,reward_terms/fwd_speed,reward_terms/clearance,reward_terms/coef_rate,reward_terms/stance_time,reward_terms/lat_vel,reward_terms/action_rate,reward_terms/residual,reward_terms/torque,reward_terms/assist_pen,reward_terms/time,reward_terms/vz,time/time_elapsed,reward_terms/phase_contact,reward_terms/angmom,reward_terms/alive,reward_terms/overrun,reward_terms/height,curriculum/ctrl_drop_prob,reward_terms/stop,curriculum/sprint_dist_m,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/n_updates,train/value_loss,train/approx_kl,train/std
-0.007584247061022755,0.0,-1.2996669331735784e-05,0.01,11,-0.4507325578450349,-0.00010486170055130631,-118.25988808999999,202752,0.000768,4109,-0.7994672499099339,0.6498233600000001,73.15,8.572012302465737e-05,-0.6503756601035409,-0.5171426743467225,0.32760163730609043,0.157582812693234,-1.3509510034512553,-2.034438592899177e-06,-1.3037939486856757e-07,-0.32314672832306296,-0.09375919042383715,-0.0009998560647419869,0.0,-0.5,-0.5181310219141929,49,-0.33005208664533664,-0.32650766247626706,0.0,0.0,-0.05947485022761418,0.0,0.0,25.1152,0.2,-34.088356018066406,2.097844362258911,-0.0075828394619748,0.00029995392,-0.4679378271102905,0.3216552734375,6330,6.618020971616109,0.04362673,1.0030295848846436
-0.005854110742015802,0.0,-1.3589212149395087e-05,0.01,12,-0.5014989293945405,-0.0001086569949928932,-119.46585587999999,221184,0.0008448,4144,-0.8267895140929884,0.649805696,78.02,0.00012749525679585835,-0.5987859145652177,-0.5128591027877015,0.3400453204951924,0.15206504270533772,-1.329623217310798,0.0,-1.252448198465923e-07,-0.30737699925191964,-0.09548882561801614,-0.0010290289349397354,0.0,-0.5,-0.5211126443113147,53,-0.3389586258490265,-0.3123730993809122,0.0,0.0,-0.06098089951180869,0.0,0.0,25.12672,0.2,-34.07712827410017,1.8704311847686768,0.00397780683955976,0.000299949312,-0.5335479974746704,0.3357631138392857,6332,5.183968339647565,0.04576243,1.0019835233688354
-0.00465786788176648,0.0,-1.531087259402945e-05,0.01,13,-0.47145984589787177,-0.00012092594098618446,-118.91554163,239616,0.0009216,4174,-0.8854889066970586,0.649788032,75.79,0.00012369748825828233,-0.5914166235604549,-0.4887063012765717,0.2838081958110127,0.13935495194667374,-1.3404271281165538,0.0,-1.3169393806512823e-07,-0.31816618909584116,-0.09450436979590038,-0.001127943429815631,0.0,-0.5,-0.4772058489374589,57,-0.3511316965000899,-0.289044050111398,0.0,0.0,-0.05598775570809823,0.0,0.0,25.13824,0.2,-34.074205780029295,1.6717287302017212,0.017622370086610318,0.00029994470399999997,-0.4438652992248535,0.331591796875,6333,4.130223560333252,0.0290743,1.0017211437225342
-0.004213226822123219,0.0,-1.6208338115192448e-05,0.01,14,-0.5183259991685931,-0.00012983424789545848,-120.25166992,258048,0.0009984,4201,-0.8687461738321131,0.649770368,81.18,0.00013129292832066616,-0.56301191074667,-0.449471214648445,0.30800925406678714,0.14058551782915507,-1.3058633368224213,-4.068747835440768e-07,-1.4113402375132977e-07,-0.31284725860892654,-0.09458718329979,-0.0012282077826040743,0.0,-0.5,-0.51341422061059,61,-0.3447941055361997,-0.2745614890144,0.0,0.0,-0.06488778205270153,0.0,0.0,25.14976,0.2,-34.06387201944987,2.774420738220215,0.0099668656475842,0.000299940096,-0.9966244697570801,0.23795572916666666,6334,6.149483680725098,0.020049293,1.0008165836334229
-0.006738195302535562,0.0,-1.716122436200042e-05,0.01,15,-0.5206470298969272,-0.0001364818141608991,-120.34512631,276480,0.0010752,4224,-0.8508453630516135,0.6497527040000001,81.56,0.00013183545282421014,-0.5610467308374347,-0.4769866382244358,0.29897271553971505,0.14371431202750923,-1.3364527630233372,-8.544868453302317e-05,-1.4738761949219183e-07,-0.3136927754100202,-0.09531762341737827,-0.0012867703030418364,0.0,-0.5,-0.5211030284690845,65,-0.33858626111895096,-0.27126178064347295,0.0,0.0,-0.06424617903553384,0.0,0.0,25.16128,0.2,-34.08051572527204,1.210632085800171,0.005269602606339114,0.000299935488,-0.03569388389587402,0.31406947544642855,6336,3.868049280984061,0.046448383,1.0020804405212402
-0.004808664643820981,0.0,-1.844996555718304e-05,0.01,16,-0.546586345907503,-0.00014294566082091216,-119.37683550999998,294912,0.001152,4243,-0.8399001343745494,0.64973504,77.57,0.00010470877168700099,-0.5151201413603853,-0.4943533693165929,0.3445275374390158,0.14230798952222204,-1.3495917675666764,0.0,-1.3872925905189094e-07,-0.30810308017647153,-0.0955536930685025,-0.0013510263757947555,0.0,-0.5,-0.5413301562919234,69,-0.3390314344152558,-0.2412558207841365,0.0,0.0,-0.06934285745220822,0.0,0.0,25.1728,0.2,-34.0713508605957,1.0137732028961182,0.017907742597162723,0.00029993088,-1.1190259456634521,0.327734375,6337,2.890099811553955,0.028032297,1.0015311241149902
-0.00781567161386816,0.0,-1.999249513906437e-05,0.01,17,-0.5635110727168018,-0.00015250303843038847,-120.97205893,313344,0.0012288,4263,-0.8806052064133169,0.649717376,84.01,0.00016927026445046067,-0.5096307953715598,-0.4888444191548791,0.33935629367934717,0.134483426185514,-1.3525936404578223,0.0,-1.3925620835245843e-07,-0.30522475334463994,-0.09595102106010849,-0.0014375116777407165,0.0,-0.5,-0.5232656996753288,73,-0.3491566334190081,-0.2262952577920305,0.0,0.0,-0.07324666287673746,0.0,0.0,25.18432,0.2,-34.0655632019043,1.5897433757781982,0.009820778155699372,0.000299926272,-0.45135200023651123,0.28887939453125,6338,4.274255573749542,0.02507218,1.0011372566223145
-0.0145788531353112,0.0,-2.10669094500046e-05,0.01,18,-0.5204245795304856,-0.00016449671335586763,-120.73735929000003,331776,0.0013056,4279,-0.8918978802651658,0.649699712,83.05,0.00013129297682705024,-0.5127659126735385,-0.434204974633708,0.32234047793950965,0.14134703246015443,-1.3199800214277824,0.0,-1.3756220976094813e-07,-0.3150649820552958,-0.0950709882239366,-0.0015288320319914795,0.0,-0.5,-0.5418688565008425,77,-0.3354431562000417,-0.23706167634344888,0.0,0.0,-0.06715071787478674,0.0,0.0,25.19584,0.2,-34.076782862345375,0.7962038516998291,0.01102648190377901,0.000299921664,-0.9506486654281616,0.3132731119791667,6340,2.784116784731547,0.07033787,1.002072811126709
-0.018008598775767534,0.0,-2.2802570149770687e-05,0.01,19,-0.5198151356293265,-0.00017687806991736958,-121.6628108,350208,0.0013824,4294,-0.8861492433821829,0.6496820480000001,86.78,0.00016764269093982875,-0.5177552247745297,-0.46793749755944447,0.35284564709304334,0.13942342929184554,-1.3257561930095567,0.0,-1.3554859785110478e-07,-0.311010715310827,-0.0952108409546932,-0.0016580160928311768,0.0,-0.5,-0.5181684246058205,81,-0.33419186359883724,-0.2361865334166813,0.0,0.0,-0.06741131379867658,0.0,0.0,25.20736,0.2,-34.05639902750651,2.612063407897949,0.009504631937791904,0.000299917056,-0.5017242431640625,0.2779134114583333,6341,6.867088794708252,0.030662425,1.0004706382751465
-0.004336131942427221,0.0,-2.4628589540864686e-05,0.01,20,-0.527658958278943,-0.00018992505643024404,-120.41590563999998,368640,0.0014592,4305,-0.8801574318984493,0.649664384,81.76,0.00016004719266978404,-0.49062038888202886,-0.4334904907043105,0.3168686474428248,0.13422951797853214,-1.3687596774632995,-4.0689754920701184e-05,-1.4995820046235464e-07,-0.31756647411806554,-0.09471178148528347,-0.001775365070398111,0.0,-0.5,-0.521282426535848,85,-0.3480800356925541,-0.21595021307231332,0.0,0.0,-0.06709266694931328,0.0,0.0,25.21888,0.2,-34.07661982945034,0.8078718185424805,0.006215170491486788,0.000299912448,-2.0994715690612793,0.34347098214285715,6343,2.884760413851057,0.046900585,1.0022631883621216
-0.01888799298615801,0.0,-2.5142559429255054e-05,0.01,21,-0.549282450791635,-0.00019262445690588524,-122.45369983999998,387072,0.001536,4316,-0.9319258630641092,0.64964672,89.98,0.0001746956647063295,-0.4844915359483942,-0.4733357794149586,0.32373410001329156,0.12659944287751365,-1.3637000885509376,-7.595336582097742e-06,-1.426196563952288e-07,-0.30679567530594026,-0.0952974213014364,-0.0018412454571738114,0.0,-0.5,-0.4695337441236498,89,-0.365960941757853,-0.21063033797087058,0.0,0.0,-0.06811832342255816,0.0,0.0,25.2304,0.2,-34.0735289255778,0.6718790531158447,0.011503920579950014,0.00029990784,-1.905381441116333,0.3268636067708333,6345,2.4991223017374673,0.045798585,1.0020089149475098
-0.017251257530955428,0.0,-2.6417031202762076e-05,0.01,22,-0.595422411222705,-0.00020009190208141825,-123.62478590999999,405504,0.0016128,4326,-0.8884967826958134,0.649629056,94.68,0.00015679196803830564,-0.4760401682496658,-0.4571315816770524,0.3362829614570997,0.13084343751587357,-1.3631223590713535,-0.0006466995125972769,-1.5273200355286823e-07,-0.30122484757578083,-0.0957930642049764,-0.0018997204746373812,0.0,-0.5,-0.49810917102473895,93,-0.34929783297736877,-0.1918641934380908,0.0,0.0,-0.07980306172510382,0.0,0.0,25.24192,0.2,-34.07736460367838,0.8251465559005737,0.014943368267267942,0.00029990323199999996,-0.6556069850921631,0.3603515625,6347,2.661074638366699,0.055653896,1.0021448135375977
-0.010058575560378157,0.0,-2.7707870967847687e-05,0.01,23,-0.5926332098710715,-0.00020978302439238498,-121.16374521999998,423936,0.0016896,4336,-0.8872819816390988,0.6496113920000001,84.75,0.00017198285786435008,-0.4719751884887178,-0.42881719266286533,0.35961766108016,0.1322425184455094,-1.3772534695451937,-6.103393388912082e-06,-1.4502130405207318e-07,-0.2996365559129884,-0.09584388226623751,-0.001988380979425408,0.0,-0.5,-0.5111598040505371,97,-0.34463540984639074,-0.20491128899008249,0.0,0.0,-0.07352822058757996,0.0,0.0,25.25344,0.2,-34.06468963623047,0.7700482606887817,0.016421191627159715,0.000299898624,-2.274810314178467,0.287353515625,6348,2.049737572669983,0.024345487,1.001092791557312
-0.023984743076737793,0.0,-3.0371350223875665e-05,0.01,24,-0.581352600630957,-0.00022755423182619253,-123.06817733000001,442368,0.0017664,4345,-0.9099411608853762,0.649593728,92.39,0.0001231549249496311,-0.4920105456215236,-0.40971729977327453,0.3660245169400662,0.13094025310116156,-1.3551528181692771,-1.641145273525682e-05,-1.5043697953647334e-07,-0.30562349438417863,-0.09506579736613054,-0.00215038219929438,0.0,-0.5,-0.5021492878485265,101,-0.3615906113294904,-0.2061939059531931,0.0,0.0,-0.07853222763872755,0.0,0.0,25.26496,0.2,-34.059549967447914,0.5843645334243774,0.011345506180077791,0.000299894016,-2.3239307403564453,0.2923177083333333,6349,1.7282232443491619,0.02650168,1.0006906986236572
-0.028753200265442543,0.0,-3.072654041976739e-05,0.01,25,-0.5968864523727242,-0.00022828436077391176,-122.56698253999998,460800,0.0018432,4354,-0.8806204955838449,0.649576064,90.39,5.3710643745337926e-05,-0.49205761876688126,-0.4599948279106527,0.37127895925284377,0.1319321277589111,-1.361364537191956,-7.256336781817178e-05,-1.401322334294206e-07,-0.2974571608740977,-0.09611589513174425,-0.002177862098385272,0.0,-0.5,-0.49384558516727683,105,-0.355380368952523,-0.20890798800032498,0.0,0.0,-0.07751152549342272,0.0,0.0,25.27648,0.2,-34.05992635091146,1.2949639558792114,0.011576630175113678,0.00029988940799999996,-1.4827239513397217,0.2568359375,6350,3.173110008239746,0.023494601,1.0007339715957642
-0.02885923070900314,0.0,-3.324215350513309e-05,0.01,26,-0.5568711954937531,-0.00024962056687831706,-121.49200001999998,479232,0.00192,4362,-0.894484280911803,0.6495584,86.12,0.00010633633549635609,-0.5289857844334611,-0.44458042543094084,0.354007321005517,0.13383362474931573,-1.3459093037888483,-1.5055013742918769e-05,-1.4598408430242902e-07,-0.3047508637230534,-0.09483855811185202,-0.0023259347733462785,0.0,-0.5,-0.46754664603272544,109,-0.35743627295800623,-0.23751912372700257,0.0,0.0,-0.067636219796895,0.0,0.0,25.288,0.2,-34.07119216918945,0.5123898983001709,0.023345500975847245,0.0002998848,-2.4005112648010254,0.334423828125,6351,1.617778491973877,0.029427808,1.001693844795227
-0.024951077612452223,0.0,-3.221143407474449e-05,0.01,27,-0.5752657663358512,-0.00024709439505257556,-123.17585363,497664,0.0019968,4369,-0.9073408029884743,0.6495407360000001,92.8,0.00012152732233516872,-0.4850754919500525,-0.4193579833561645,0.3693433110473329,0.12652447634345532,-1.3526187897641337,-2.1565475940911307e-05,-1.4481913607358568e-07,-0.30492455036486826,-0.09553144688391561,-0.0023448186914142074,0.0,-0.5,-0.4935957317840185,113,-0.36322264838687934,-0.199222856449784,0.0,0.0,-0.07213228919524652,0.0,0.0,25.29952,0.2,-34.06000010172526,0.4380132853984833,0.018326615759481985,0.000299880192,-1.775850534439087,0.2964680989583333,6352,1.5740894476572673,0.02710188,1.0007319450378418
-0.02518244606944299,0.0,-3.52638535282208e-05,0.01,28,-0.556497272419891,-0.0002711429522701988,-122.37930009000003,516096,0.0020736,4369,-0.9117994593133412,0.649523072,89.67,0.00013997347559779882,-0.5153845339459695,-0.40260056750220546,0.3644274389001602,0.13143855500556045,-1.3435279940748348,-2.31931044254452e-05,-1.4776297388541043e-07,-0.30701404108140884,-0.09499636885298818,-0.002554111902819054,0.0,-0.5,-0.48839444342114263,118,-0.36165569407952697,-0.22257810977799147,0.0,0.0,-0.07427954881463633,0.0,0.0,25.31104,0.2,-34.07785733540853,0.38198643922805786,0.010402117157354951,0.000299875584,-1.471994400024414,0.3447265625,6354,1.6628286639849346,0.06814065,1.0023534297943115
-0.013205434825613496,0.0,-3.689168623016695e-05,0.01,29,-0.5379116732558097,-0.0002824555536791498,-122.75605042000001,534528,0.0021504,4375,-0.9497896632133416,0.649505408,91.17,0.00018446126099055013,-0.5181500692604897,-0.38139148423303115,0.3089126532339063,0.11671829345246043,-1.3485219988652573,-4.041822911757562e-05,-1.4914874445415342e-07,-0.31189780572861564,-0.09446271109561324,-0.0026536462737109983,0.0,-0.5,-0.4512853644762527,122,-0.37768003554255003,-0.21287204528162748,0.0,0.0,-0.06769818358322408,0.0,0.0,25.32256,0.2,-34.06979274749756,0.3624624013900757,0.01636811564094387,0.000299870976,-2.0170719623565674,0.3048095703125,6355,1.4165507853031158,0.02648744,1.0015175342559814
-0.033641068355074515,0.0,-3.686793845695277e-05,0.01,30,-0.5344737807421205,-0.0002883371472160234,-122.68111815,552960,0.0022272,4381,-0.9539714294625671,0.649487744,90.82,0.00012315499285856882,-0.5466990044023878,-0.4071989812257008,0.2937729571841897,0.12123203651051633,-1.3445191509686305,-7.62255125058194e-05,-1.4338553866755974e-07,-0.31666132772232497,-0.09432828573378732,-0.002732887213435652,0.0,-0.5,-0.4557014327845056,126,-0.3816314962838089,-0.23685977012981155,0.0,0.0,-0.06665804178831931,0.0,0.0,25.33408,0.2,-34.08631197611491,0.29353371262550354,0.007945644669234753,0.00029986636799999997,-2.3326821327209473,0.3020833333333333,6357,1.5397099256515503,0.04888276,1.002940058708191
-0.024735552918299163,0.0,-3.821556686501791e-05,0.01,31,-0.5336956831932669,-0.0002960810859178047,-122.22220008999999,571392,0.002304,4386,-0.9543764423985781,0.6494700800000001,89.04,0.00014485628344118595,-0.4910898647253786,-0.3857234067026101,0.26312655910933114,0.12015667897783132,-1.3444543468617232,-8.544868453302317e-05,-1.4676259671668203e-07,-0.31236023238075683,-0.09465363985236591,-0.0028042631036188305,0.0,-0.5,-0.4446567809369531,130,-0.3789933994895444,-0.19713714114796083,0.0,0.0,-0.06273511031472337,0.0,0.0,25.3456,0.2,-34.090283711751304,0.2289620041847229,0.009536489301050702,0.00029986176,-0.8031359910964966,0.3137613932291667,6359,1.3175745209058125,0.06749171,1.0030220746994019
-0.028622759741222376,0.0,-3.863881990633662e-05,0.01,32,-0.5665645638523171,-0.0002974433095288993,-121.47041255,589824,0.0023808,4391,-0.9411491230213395,0.649452416,86.24,8.029480037900309e-05,-0.4889613527399054,-0.3822963515247461,0.2681523617334782,0.11578055176711739,-1.3580990481286108,-0.0003763821700380908,-1.4765877844689416e-07,-0.30747651703860895,-0.0951556478914847,-0.0028512118244230955,0.0,-0.5,-0.46310397312229046,134,-0.38201785964289686,-0.1896474020856438,0.0,0.0,-0.06557050905824065,0.0,0.0,25.35712,0.2,-34.08680852254232,0.10347643494606018,0.013710643514059484,0.000299857152,-2.788848400115967,0.3561604817708333,6361,0.9442262649536133,0.08527833,1.0027015209197998
-0.028854454469225854,0.0,-4.083875223467256e-05,0.01,33,-0.5781370863783838,-0.00030460618778012323,-122.83402365,608256,0.0024576,4397,-0.9179966399894677,0.649434752,91.61,0.00012369740094679096,-0.4996744177235864,-0.43249698289947,0.3367040305013242,0.12441167952259485,-1.3582723845002032,-2.0344735174957248e-05,-1.4647234780043963e-07,-0.29904100302538855,-0.09577478438924832,-0.002838357149538185,0.0,-0.5,-0.49160269283625496,138,-0.36698927619120186,-0.2026718652174121,0.0,0.0,-0.0736499215870751,0.0,0.0,25.36864,0.2,-34.07619857788086,0.12084496021270752,0.02213111351011321,0.000299852544,-2.7298877239227295,0.35137939453125,6362,0.8783742338418961,0.034887947,1.0018573999404907
-0.028411013542031262,0.0,-4.258127056135118e-05,0.01,34,-0.5955544208277107,-0.00031914922684614616,-123.41135961,626688,0.0025344,4402,-0.9216700651849631,0.649417088,93.84,0.00010036854655481875,-0.4950769439384028,-0.4172142497762874,0.3606148469264835,0.11999174260895959,-1.3640478560896496,-0.0003126342974913617,-1.5384475539320188e-07,-0.3083383430529008,-0.09600611854182364,-0.0030016351153904757,0.0,-0.5,-0.47761429759556456,142,-0.37474707131335216,-0.18182760303239356,0.0,0.0,-0.078423559308482,0.0,0.0,25.38016,0.2,-34.06918970743815,0.12703055143356323,0.012167951092123985,0.000299847936,-1.6681737899780273,0.2603352864583333,6363,1.1652544538180034,0.024360286,1.0012149810791016
-0.03177709814034732,0.0,-4.3172957474845434e-05,0.01,35,-0.5870897442406942,-0.00032523113377290046,-123.00118781,645120,0.0026112,4406,-0.8927471070976831,0.6493994240000001,92.09,4.8827913512165345e-05,-0.49726251535668226,-0.37622689372659207,0.31807997733247423,0.1235607681495714,-1.345377742627215,-6.103393388912082e-06,-1.4674083520357904e-07,-0.3049322620182231,-0.09566135046311737,-0.003077459568834351,0.0,-0.5,-0.46752668897080407,146,-0.3682000314767631,-0.1899718576726484,0.0,0.0,-0.06928197106260547,0.0,0.0,25.39168,0.2,-34.088839848836265,0.08344942331314087,0.01032667172451814,0.000299843328,-2.590514659881592,0.308349609375,6365,0.9255428910255432,0.048904285,1.0028725862503052
-0.03512720649983154,0.0,-4.591114435048849e-05,0.01,36,-0.6184721896406356,-0.0003428169461725535,-125.04910586,663552,0.002688,4409,-0.9236514320671024,0.64938176,100.6,9.440071880817413e-05,-0.4916948929876221,-0.39593676482764284,0.3683363963320128,0.11298318826302915,-1.3757499491636143,-0.00013603952053623894,-1.6125728026658534e-07,-0.30184480371938327,-0.09592961639401235,-0.0033367349283804273,0.0,-0.5,-0.4542321858649408,150,-0.37532419716182747,-0.17333158546860988,0.0,0.0,-0.07850922537926679,0.0,0.0,25.4032,0.2,-34.08941141764323,0.016486555337905884,0.011985091182092825,0.00029983871999999997,-2.5744009017944336,0.3487141927083333,6367,0.8428760568300883,0.057269692,1.0028856992721558
