reward_terms/stop,reward_terms/ang_xy,rollout/ep_len_mean,curriculum/sprint_dist_m,time/iterations,reward_terms/motor_vel,reward_terms/vz,reward_terms/phase_contact,time/total_timesteps,curriculum/ctrl_drop_prob,reward_terms/fwd_speed,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,curriculum/stance_ratio,reward_terms/torque,reward_terms/height,reward_terms/foot_slip,time/fps,reward_terms/assist_pen,reward_terms/clearance,time/time_elapsed,reward_terms/overrun,curriculum/eff_scale,reward_terms/alive,reward_terms/hip_roll,rollout/ep_rew_mean,reward_terms/energy,reward_terms/time,reward_terms/air_time,reward_terms/stance,reward_terms/angmom,reward_terms/action_rate,reward_terms/residual,reward_terms/lat_vel,reward_terms/upright,curriculum/ent_coef,reward_terms/stance_time,train/loss,train/explained_variance,train/std,train/entropy_loss,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates
0.0,-0.3557267527089436,83.79,25.1152,11,-3.5303543803461496e-06,-0.6689682024301039,-0.21161537766911998,202752,0.0,-0.7800586457012881,0.0,-1.4708952088391662,0.6498233600000001,-0.00022278215644182185,-0.07538331236537217,-0.2033249093696335,2658,0.0,0.14797199360350097,76,0.0,0.000768,0.0,-0.22654217636777543,-120.91655426999999,-2.8113498936176947e-05,-0.5,0.0010411224599617224,-0.0030128977376644743,-0.3089955392297409,-0.1335125361431123,-0.09794083627021782,-3.9167360362369455e-08,-0.33001787986167197,0.01,0.0,0.5519067049026489,-0.5260140895843506,1.0022470951080322,-34.0810099515048,0.2,0.00029995392,2.8015987439589067,0.057260938,0.3599298650568182,0.000715511046688665,6329
0.0,-0.3806647268731868,91.17,25.12672,12,-3.5528321958109583e-06,-0.7497064800413834,-0.19491900627149372,221184,0.0,-0.8810704744292222,0.0,-1.4755622286831809,0.649805696,-0.000240402413881336,-0.10785555203345722,-0.1557698884660973,2701,0.0,0.15539553027710823,81,0.0,0.0008448,0.0,-0.2307663261632945,-122.76024576,-2.9155349735467272e-05,-0.5,0.001112194602481193,-0.004864912372142505,-0.4045813554412285,-0.12800507641697023,-0.09998843225894022,-3.938687914220365e-08,-0.4052583742001581,0.01,0.0,1.1599879264831543,-1.4279446601867676,1.000306487083435,-34.05713780721029,0.2,0.000299949312,2.6195130348205566,0.0364731,0.3218587239583333,0.02212835242971778,6330
0.0,-0.38570856564547695,92.77,25.13824,13,-3.7552169811712473e-06,-0.7815072580617308,-0.1887992701013557,239616,0.0,-0.888273131134514,0.0,-1.4634551379541647,0.649788032,-0.0002673985300850862,-0.12982469810158723,-0.1476803323146615,2743,0.0,0.15771835923247576,87,0.0,0.0009216,0.0,-0.2347670139985834,-123.15983190000001,-3.1390160836371696e-05,-0.5,0.0010492606864621241,-0.007813603635257784,-0.41034641470040323,-0.1276700515100644,-0.10050372104167792,-4.4743370851812726e-08,-0.4164522554958693,0.01,0.0,0.47336816787719727,-2.036695957183838,1.000674843788147,-34.059237480163574,0.2,0.00029994470399999997,2.655809998512268,0.02295495,0.27508544921875,0.013057250704150647,6331
0.0,-0.3599527088512358,86.38,25.14976,14,-4.143625870230681e-06,-0.7326120857586579,-0.19596776502784832,258048,0.0,-0.833997667080673,0.0,-1.4351051827269954,0.649770368,-0.0003086808292353026,-0.11438487054278851,-0.1589442253325229,2778,0.0,0.1543218460418193,92,0.0,0.0009984,0.0,-0.22381040523994913,-121.55825047,-3.423864461293277e-05,-0.5,0.0010020601880064027,-0.00759870690219754,-0.37010058535472984,-0.13061525098843296,-0.09902833156438802,-6.820095694408719e-08,-0.3915241406750255,0.01,0.0,0.4837081730365753,-2.213822603225708,1.0014255046844482,-34.06785430908203,0.2,0.000299940096,2.043520188331604,0.025554055,0.279296875,0.014155069645494223,6332
0.0,-0.3435300020639858,83.43,25.16128,15,-4.758439707969869e-06,-0.7460303965932993,-0.20700740475011628,276480,0.0,-0.826768834668631,0.0,-1.3920809484910643,0.6497527040000001,-0.00035924118075381616,-0.10475827461717581,-0.18879299956270723,2809,0.0,0.1432726076105414,98,0.0,0.0010752,0.0,-0.21695152638582102,-120.82024618999999,-3.874890136890841e-05,-0.5,0.0016395376523077074,-0.010050168070741026,-0.28372377637302415,-0.13437912042134306,-0.09729707054227471,-4.255386594119457e-08,-0.36293037595292515,0.01,0.0,0.46289849281311035,-2.0220394134521484,1.0008164644241333,-34.06224822998047,0.2,0.000299935488,1.9631872177124023,0.027155057,0.30126953125,0.015544566636284193,6333
0.0,-0.39055136454495964,78.34,25.1728,16,-5.041531521492133e-06,-0.7487705794170657,-0.20302393893435663,294912,0.0,-0.8542956463817347,0.0,-1.414876398840114,0.64973504,-0.0003923239687880307,-0.11743989020702755,-0.19063081774013688,2827,0.0,0.1471128983403371,104,0.0,0.001152,0.0,-0.2140217522363355,-119.54773115000002,-4.151824388550692e-05,-0.5,0.0015869118667776799,-0.00629833476545113,-0.30971046145059167,-0.13273719418047836,-0.09759608829505134,-3.5716000343706144e-08,-0.3911079309804777,0.01,0.0,2.1014657020568848,0.05434519052505493,1.00119948387146,-34.06696796417236,0.2,0.00029993088,5.545867204666138,0.023352727,0.2662353515625,0.008765274425968528,6334
0.0,-0.3603507131710783,75.71,25.18432,17,-5.392359929864072e-06,-0.6879162914497156,-0.23201481693805265,313344,0.0,-0.7747717628655371,0.0,-1.3794274710224912,0.649717376,-0.00042070947724323767,-0.1138753819453137,-0.22755408608502753,2852,0.0,0.13197332650761615,109,0.0,0.0012288,0.0,-0.19645073461419826,-118.88056216999998,-4.385882559992925e-05,-0.5,0.001618921478641116,-0.019258303700086153,-0.2691265169059217,-0.13469178909213322,-0.09592383491465095,-4.492223819512713e-08,-0.36202040047041517,0.01,0.0,1.1145087480545044,-2.6739869117736816,1.0015850067138672,-34.071129608154294,0.2,0.000299926272,3.0121182918548586,0.023442507,0.25986328125,0.006784961745142937,6335
0.0,-0.3573465834383312,78.88,25.19584,18,-5.7958600621144545e-06,-0.740981878776783,-0.2102161776020709,331776,0.0,-0.8348431719038124,0.0,-1.391820656278246,0.649699712,-0.0004645964560797763,-0.11269131776729045,-0.193127021099863,2864,0.0,0.14119026077851504,115,0.0,0.0013056,0.0,-0.21533042778561198,-119.67990056,-4.753887454640772e-05,-0.5,0.0017095246229372504,-0.015508279738559536,-0.2642324624448283,-0.13589610929532134,-0.09689976786313642,-5.398326349957409e-08,-0.3865563975857133,0.01,0.0,1.6547356843948364,-0.5391433238983154,1.0023304224014282,-34.079521724155974,0.2,0.000299921664,4.958686147417341,0.04601536,0.29234095982142855,0.0071986412762531215,6337
0.0,-0.3645482053818927,70.48,25.20736,19,-5.975030223674428e-06,-0.716973330343331,-0.21938478924128535,350208,0.0,-0.7899525567271781,0.0,-1.3858415107781754,0.6496820480000001,-0.0004694355139600601,-0.1274406543031237,-0.21097678501341563,2880,0.0,0.13996191407757436,121,0.0,0.0013824,0.0,-0.2091367858814971,-117.57495568,-4.9057765881364244e-05,-0.5,0.0013085920104963912,-0.018575030579441085,-0.2973499737719592,-0.13628892262913203,-0.09665709574573111,-6.697737151516856e-08,-0.3818696316635282,0.01,0.0,1.3631324768066406,0.2040083408355713,1.0012048482894897,-34.06860542297363,0.2,0.000299917056,5.9338157176971436,0.03423442,0.3206787109375,0.009090467472560704,6338
0.0,-0.39411051272818226,80.37,25.21888,20,-6.714990185014693e-06,-0.7324348253661918,-0.22012655575218573,368640,0.0,-0.7813893443696233,0.0,-1.4112339266638885,0.649664384,-0.000545180580435441,-0.11711608230390998,-0.2105979742670655,2891,0.0,0.1412744572939987,127,0.0,0.0014592,0.0,-0.20340969155545718,-119.95528003,-5.555192553743996e-05,-0.5,0.0018429880276218885,-0.026671806725367966,-0.25578760184073734,-0.1396306044259259,-0.09615236746298175,-3.8287493465718374e-08,-0.3869043624635381,0.01,0.0,0.7936919927597046,-1.134286880493164,1.0022833347320557,-34.08080800374349,0.2,0.000299912448,2.690105756123861,0.06958087,0.2681070963541667,0.003978529595769942,6340
0.0,-0.36347397794894143,68.88,25.2304,21,-7.088890910493598e-06,-0.686384237437097,-0.233559736025596,387072,0.0,-0.7351748801480307,0.0,-1.3666150173172216,0.64964672,-0.0005578184539494382,-0.10716812283535683,-0.24590845801970346,2899,0.0,0.13113271042823252,133,0.0,0.001536,0.0,-0.18876938676105268,-117.17390283,-5.810620471144676e-05,-0.5,0.0019243681033711052,-0.017797419611015376,-0.2203944423481983,-0.13923612708905192,-0.09442812617015468,-4.5813108570128946e-08,-0.326763642291706,0.01,0.0,1.1555542945861816,-0.036582231521606445,1.0022315979003906,-34.0818723042806,0.2,0.00029990784,3.3203112284342446,0.046170317,0.3134358723958333,0.00747746954827259,6342
0.0,-0.40816340002197393,67.75,25.24192,22,-7.432655357894455e-06,-0.7316903866297783,-0.2212739926948862,405504,0.0,-0.8619290612884234,0.0,-1.379407712309864,0.649629056,-0.0006035814796634115,-0.11773567911337551,-0.22479935305294413,2908,0.0,0.13368067646559317,139,0.0,0.0016128,0.0,-0.20031897877899518,-116.89194273,-6.099131447615801e-05,-0.5,0.0018880183601544963,-0.010275916796171715,-0.24065519895433507,-0.1388068113811787,-0.09475687667411863,-4.37360922283616e-08,-0.39238607061372033,0.01,0.0,1.1027259826660156,-0.05797874927520752,1.0013792514801025,-34.071227073669434,0.2,0.00029990323199999996,3.7145330905914307,0.025039274,0.28204345703125,0.007727492717094719,6343
0.0,-0.37950798363023286,60.69,25.25344,23,-8.185133168208364e-06,-0.6741700434526644,-0.24013656413633744,423936,0.0,-0.7629761893886611,0.0,-1.3763774550406473,0.6496113920000001,-0.0006331456945881004,-0.10139427760591642,-0.25523158726816675,2917,0.0,0.12769548917564486,145,0.0,0.0016896,0.0,-0.1830724492816323,-115.12940328999998,-6.556761469189571e-05,-0.5,0.0016959612160765876,-0.011476295883699599,-0.2083144759945272,-0.14328028040301588,-0.09383106527668927,-4.783403799555468e-08,-0.33182294377274213,0.01,0.0,0.09302529692649841,-1.7860956192016602,1.001560926437378,-34.07313346862793,0.2,0.000299898624,0.8138821572065353,0.026790485,0.31134033203125,0.017104540951550007,6344
0.0,-0.3654641132665916,53.18,25.26496,24,-8.414459769510962e-06,-0.6663370492766346,-0.2344267336127294,442368,0.0,-0.7131361652939785,0.0,-1.3603794016371409,0.649593728,-0.0006600246901801888,-0.10432103269307054,-0.26868290531570116,2917,0.0,0.1285907121070683,151,0.0,0.0017664,0.0,-0.19487930853927515,-113.24162871,-6.721057748852364e-05,-0.5,0.001959090276310841,-0.021448660617918367,-0.21765360322267197,-0.14073988229839507,-0.09347320010484045,-4.916509772900814e-08,-0.33712451596871573,0.01,0.0,0.11980435252189636,-1.5443730354309082,1.001251220703125,-34.069576263427734,0.2,0.000299894016,0.9843166867891947,0.029530033,0.3145345052083333,0.01916791032999754,6345
0.0,-0.36732987842152465,59.01,25.27648,25,-8.899706369409202e-06,-0.7010906161710726,-0.24094590854956044,460800,0.0,-0.7452464288363647,0.0,-1.3632868851811388,0.649576064,-0.0006943767306136196,-0.10687274252095313,-0.27176392592385085,2925,0.0,0.12379889302752137,157,0.0,0.0018432,0.0,-0.19240560431723663,-114.68104233999999,-7.131223903838422e-05,-0.5,0.002539601746118731,-0.03268464411522073,-0.19357435888356864,-0.14125124788650376,-0.09376772838593327,-4.9289701218579156e-08,-0.3323172027668816,0.01,0.0,0.22778010368347168,-1.3506121635437012,1.0018484592437744,-34.07654094696045,0.2,0.00029988940799999996,1.448250949382782,0.031345658,0.33929443359375,0.0187600216595456,6346
0.0,-0.39039771533087964,68.33,25.288,26,-9.070131429879339e-06,-0.6741186135015726,-0.24817730724931522,479232,0.0,-0.7179120749466624,0.0,-1.36933293677626,0.6495584,-0.0007399891513220479,-0.10765736735115147,-0.26851309510867577,2934,0.0,0.12627146671851047,163,0.0,0.00192,0.0,-0.1770957751960348,-117.04390021,-7.389971735798965e-05,-0.5,0.0019482395792793897,-0.03749550272669868,-0.20397682925387212,-0.1432036904295994,-0.09344585336617049,-4.8589044848416106e-08,-0.36696708389125754,0.01,0.0,0.5844572186470032,-1.4636671543121338,1.0023460388183594,-34.0822265625,0.2,0.0002998848,1.770564341545105,0.030091295,0.330908203125,0.017628513742238283,6347
0.0,-0.3922038384970344,55.49,25.29952,27,-9.460319203053813e-06,-0.6967140603727169,-0.2495505592292447,497664,0.0,-0.7346302982612362,0.0,-1.3796251970868303,0.6495407360000001,-0.0007625633373961453,-0.11514697433562432,-0.26903121492790727,2944,0.0,0.12719813327934928,169,0.0,0.0019968,0.0,-0.18377293551032606,-113.81716936999997,-7.754941990990885e-05,-0.5,0.0021571152546029124,-0.023612968510885405,-0.21386029489991584,-0.1418219461614266,-0.09276200402640478,-4.3891530788852004e-08,-0.36089659986540307,0.01,0.0,0.1870591640472412,-0.0782783031463623,1.0010846853256226,-34.06678009033203,0.2,0.000299880192,1.0000247557957966,0.026515381,0.2982584635416667,0.013300305232405663,6348
0.0,-0.38149279126195995,53.85,25.31104,28,-1.0030078492447077e-05,-0.6752607762712931,-0.2492729778763361,516096,0.0,-0.7596446328008488,0.0,-1.3679380512228523,0.649523072,-0.0007915971395803399,-0.10402159478214043,-0.28907083029818814,2955,0.0,0.1229160366078908,174,0.0,0.0020736,0.0,-0.18101693985935025,-113.42368775000001,-8.086032907031891e-05,-0.5,0.0020328749475690224,-0.008653336303183498,-0.1880843037967392,-0.14307717952406346,-0.09193337826920339,-3.938953148686869e-08,-0.3396848684328626,0.01,0.0,0.03103765845298767,-2.090717077255249,1.0019376277923584,-34.07702922821045,0.2,0.000299875584,0.8194019943475723,0.02696218,0.30902099609375,0.016582488897256553,6349
0.0,-0.3647119120484635,41.75,25.32256,29,-1.0707458433615216e-05,-0.6081798051076992,-0.2763665726667627,534528,0.0,-0.6384250427714206,0.0,-1.338044993326982,0.649505408,-0.000820437209764021,-0.09503787982467182,-0.3445639614420254,2958,0.0,0.11037196276711218,180,0.0,0.0021504,0.0,-0.15846052683660472,-110.38514457,-8.514893769389397e-05,-0.5,0.002054033768621998,-0.03528113693734636,-0.1519463927950033,-0.14388731897195844,-0.09005740332133365,-3.936992171106415e-08,-0.3204544509244784,0.01,0.0,-0.07513806223869324,-1.082948923110962,1.0021356344223022,-34.07887077331543,0.2,0.000299870976,0.5737940520048141,0.031160697,0.3404541015625,0.018328689504414797,6350
0.0,-0.3248850201531066,44.1,25.33408,30,-1.1673999624892571e-05,-0.5394748758311709,-0.2862312705822333,552960,0.0,-0.5540193450158815,0.0,-1.260192719574452,0.649487744,-0.0008967654605871049,-0.07450631980728188,-0.3772181577808048,2966,0.0,0.09970456969268489,186,0.0,0.0022272,0.0,-0.14317499242918197,-110.96868834000001,-9.014093842301039e-05,-0.5,0.0017171201567786436,-0.029970747719417497,-0.11574156848982978,-0.14242330972545564,-0.08835185353278589,-4.1980120543913467e-08,-0.26607696504717376,0.01,0.0,0.07915505766868591,-2.3273584842681885,1.0013082027435303,-34.06946563720703,0.2,0.00029986636799999997,1.0708938837051392,0.039134413,0.3402506510416667,0.013692374962071577,6351
0.0,-0.35918401522605475,46.29,25.3456,31,-1.2098189229468634e-05,-0.5575888835590286,-0.2786964643406195,571392,0.0,-0.6502808218346624,0.0,-1.2794097266463351,0.6494700800000001,-0.000938989435096467,-0.07609012331948105,-0.3526566727603046,2975,0.0,0.10724893788295337,192,0.0,0.002304,0.0,-0.1514517214057029,-111.51623975999998,-9.437704364806935e-05,-0.5,0.0018891033735902358,-0.013911944418576945,-0.13289308345187625,-0.14520003258522732,-0.08844717247759959,-7.41782228203263e-08,-0.30973364251212626,0.01,0.0,-0.021131455898284912,-1.9616940021514893,1.0024610757827759,-34.08256149291992,0.2,0.00029986176,0.6858434319496155,0.027165323,0.316796875,0.01479823812842369,6352
0.0,-0.3600969154560192,53.41,25.35712,32,-1.1860443655282e-05,-0.6233012229841409,-0.2670916779676436,589824,0.0,-0.6561147659709191,0.0,-1.311151551170435,0.649452416,-0.0009483243212521121,-0.0843493073995109,-0.33215855398169153,2983,0.0,0.11297017314332902,197,0.0,0.0023808,0.0,-0.15678993898617988,-113.30011430000002,-9.504406978165206e-05,-0.5,0.0017827666920816733,-0.02457784245501777,-0.14379188596458978,-0.14382322884930204,-0.09039289677718704,-4.248025200912469e-08,-0.3235480192403058,0.01,0.0,-0.10128244757652283,-2.17440128326416,1.0020817518234253,-34.07784461975098,0.2,0.000299857152,0.5244398042559624,0.0311509,0.334228515625,0.017070382134988904,6353
0.0,-0.36822645105203666,39.67,25.36864,33,-1.2591038553783205e-05,-0.5660289601181824,-0.2889009293000894,608256,0.0,-0.6360245785866048,0.0,-1.281133476082975,0.649434752,-0.000996163739451434,-0.07492387942833385,-0.3634773275196915,2986,0.0,0.10384147663384091,203,0.0,0.0024576,0.0,-0.14331786818357672,-109.86534977000001,-9.932628227482036e-05,-0.5,0.0018169464019592851,-0.016601101627865805,-0.14394155319195476,-0.14550938453777587,-0.08856486500469093,-4.469896687564372e-08,-0.3165748817256811,0.01,0.0,-0.031635284423828125,-2.664255142211914,1.0020060539245605,-34.0778865814209,0.2,0.000299852544,0.538161002099514,0.033975184,0.34686279296875,0.02315243403427303,6354
0.0,-0.41945761361677497,50.83,25.38016,34,-1.286333159356841e-05,-0.627785826472969,-0.2706239758108812,626688,0.0,-0.7185630260174072,0.0,-1.2893929455675983,0.649417088,-0.0010397295667116,-0.08900298593679876,-0.3213373023625834,2993,0.0,0.11093966890642083,209,0.0,0.0025344,0.0,-0.1548023471573019,-112.64946382000002,-0.00010427045899430581,-0.5,0.0014729798260507071,-0.026815427212791808,-0.18374269139514282,-0.14289440312484683,-0.09066100665003964,-4.180874989652653e-08,-0.36028855706461826,0.01,0.0,-0.14694663882255554,-2.4048686027526855,1.001955509185791,-34.0777530670166,0.2,0.000299847936,0.33428218960762024,0.024707202,0.29058837890625,0.019390223314985633,6355
0.0,-0.41628815401143193,49.84,25.39168,35,-1.2859145805101272e-05,-0.658578133088595,-0.2692665591461874,645120,0.0,-0.6867477739314184,0.0,-1.3046458268012224,0.6493994240000001,-0.0010939187275293668,-0.10175773811279526,-0.3063943296064996,3000,0.0,0.11486678344108582,215,0.0,0.0026112,0.0,-0.16158869046217156,-112.39899713000001,-0.00010545959929684748,-0.5,0.001792532336872278,-0.045188079351386884,-0.17126256732285003,-0.14267957322108393,-0.09169395036202273,-6.405922501311428e-08,-0.3748554599047441,0.01,0.0,-0.048362404108047485,-2.2504210472106934,1.0012263059616089,-34.068548838297524,0.2,0.000299843328,0.5835918585459391,0.03121832,0.3076171875,0.01448030110138158,6356
0.0,-0.3861287348922175,46.97,25.4032,36,-1.3684896000205682e-05,-0.6146962585712444,-0.27931955391184554,663552,0.0,-0.7004780536382125,0.0,-1.293926932489471,0.64938176,-0.0010901831109049762,-0.08979528589235813,-0.3358805866276812,3009,0.0,0.10673921147212044,220,0.0,0.002688,0.0,-0.14692961587066694,-111.68246921000002,-0.00011057459839270521,-0.5,0.0016243468271568418,-0.02643208804868745,-0.16144935558399734,-0.1436860188003128,-0.08938004113243724,-4.997541737138587e-08,-0.32399468441178136,0.01,0.0,-0.19197788834571838,-2.3620223999023438,1.0031626224517822,-34.092185974121094,0.2,0.00029983871999999997,0.3894584576288859,0.060903516,0.3375244140625,0.011534661520272493,6358
0.0,-0.41608871781194573,39.14,25.41472,37,-1.4249516579984523e-05,-0.6348954063672546,-0.2730233871638476,681984,0.0,-0.6802215346153044,0.0,-1.304712729538248,0.649364096,-0.0011653135617375153,-0.0987794509640571,-0.32876949002807765,3016,0.0,0.11010466172836003,226,0.0,0.0027648,0.0,-0.15860895909820993,-109.73238250000003,-0.00011458082009809656,-0.5,0.0019737388065550476,-0.026548081184656885,-0.16811939621364125,-0.14160310072498425,-0.08990910549059418,-4.22400783689662e-08,-0.34996982992780473,0.01,0.0,-0.18887875974178314,-3.208503246307373,1.00189208984375,-34.07667064666748,0.2,0.000299834112,0.2451072409749031,0.030648228,0.32733154296875,0.017984313773922622,6359
