time/fps,reward_terms/overrun,curriculum/sprint_dist_m,time/time_elapsed,rollout/ep_len_mean,reward_terms/clearance,reward_terms/coef_rate,reward_terms/ang_xy,reward_terms/angmom,reward_terms/stance,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/time,reward_terms/stop,reward_terms/assist_pen,rollout/ep_rew_mean,reward_terms/motor_vel,reward_terms/residual_rate,reward_terms/action_rate,reward_terms/foot_ahead,reward_terms/upright,reward_terms/stance_time,time/total_timesteps,reward_terms/foot_slip,reward_terms/air_time,reward_terms/residual,time/iterations,reward_terms/torque,reward_terms/step_rate,reward_terms/fwd_speed,reward_terms/height,reward_terms/vz,curriculum/ctrl_drop_prob,reward_terms/energy,curriculum/eff_scale,reward_terms/phase_contact,reward_terms/hip_roll,curriculum/ent_coef,reward_terms/alive,reward_terms/lat_vel,train/learning_rate,train/n_updates,train/clip_fraction,train/std,train/approx_kl,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss
4274,0.0,37.60288,4722,202.17,0.07256314082900502,-0.3662187983502118,-0.4432879894782303,-0.11938925645521824,-0.031007363519005834,0.630675584,0.0,-0.5,0.0,0.0,-148.23483362000002,-0.0004902392386882101,0.0,-0.006566578482415396,0.0,-0.46398649938102526,-0.006210243838722818,20183040,-0.40312520364071963,0.00016818564876707064,0.0,1095,-0.026994598800523458,0.0,-0.5044367740234806,-0.07158126636176554,-0.19521152472269504,0.0,-0.0023934636353254955,0.0840192,-0.15076220888715192,-0.23497567704545488,0.01,0.0,-1.4058919983136943e-07,0.000289917696,20647,0.14886474609375,1.0022832155227661,0.017444804,-0.06320330500602722,-0.015593964408617466,0.21176934465765954,0.2,0.9601306319236755,-11.359918117523193
4274,0.0,37.6144,4726,193.58,0.06787449618624242,-0.36053095838459776,-0.39848990398564427,-0.09725635530475611,-0.01903713811632579,0.63065792,0.0,-0.5,0.0,0.0,-145.83319103,-0.0005026664452472203,0.0,-0.00668401008611366,0.0,-0.4257506820216838,-0.004202596295120505,20201472,-0.45055200361740133,0.00014973948256940476,0.0,1096,-0.025941523486429523,0.0,-0.37037796623881436,-0.05982752759430116,-0.17694383205917144,0.0,-0.0024670822058612558,0.084096,-0.185330869557244,-0.2181854903177851,0.01,0.0,-1.4788328899955048e-07,0.00028990848,20651,0.152978515625,1.0019590854644775,0.017796818,-0.07652072608470917,-0.016412084107287228,0.15338256433606148,0.2,0.9722163081169128,-11.359488439559936
4274,0.0,37.62592,4730,200.51,0.06720722216257341,-0.34746791135156646,-0.4020217224977005,-0.10278251911108263,-0.016403952022002084,0.6306402560000001,0.0,-0.5,0.0,0.0,-146.93794856,-0.0005000698962192586,0.0,-0.006299862425766377,0.0,-0.38539226770300766,-0.010214823354747042,20219904,-0.4178218143982619,0.00016059011492567757,0.0,1097,-0.025840034725195055,0.0,-0.34836149338911526,-0.06062182901532869,-0.18050633441716027,0.0,-0.0024454977098807206,0.0841728,-0.19182782013333916,-0.2121889677887275,0.01,0.0,-1.4007131111350715e-07,0.00028989926399999996,20655,0.13809814453125,1.0019817352294922,0.016609421,-0.02283845841884613,-0.016385404858738184,0.28379683941602707,0.2,0.9583757519721985,-11.358659648895264
4274,0.0,37.63744,4735,187.77,0.06955957362315392,-0.3538381195455218,-0.40799995667302263,-0.10075348969574072,-0.00536179573389444,0.630622592,0.0,-0.5,0.0,0.0,-144.35204932,-0.0005022327388097616,0.0,-0.0062527956296782004,0.0,-0.39060928498940334,-0.004347182823241585,20238336,-0.44004093608526357,0.00025933134343682066,0.0,1098,-0.026021730338681482,0.0,-0.3751190877944253,-0.05424756100497998,-0.1709734487680142,0.0,-0.002482309457743753,0.0842496,-0.18737729485948545,-0.2071218881473066,0.01,0.0,-1.4821089905793042e-07,0.000289890048,20659,0.11944580078125,1.0013526678085327,0.015241218,0.00043195486068725586,-0.013853551517240704,0.38016337454319,0.2,0.9526876211166382,-11.357299375534058
4274,0.0,37.64896,4739,200.23,0.07366983163694137,-0.3728471441960675,-0.43753445946462466,-0.0993188216503311,-0.004434757004055834,0.630604928,0.0,-0.5,0.0,0.0,-147.90903932,-0.0005099541713116506,0.0,-0.0067265033981122775,0.0,-0.414642434560331,-0.0037029244914366347,20256768,-0.4388420766179908,0.00016059025074355304,0.0,1099,-0.026650576472754258,0.0,-0.48042839901604784,-0.06039312087035206,-0.18153165964078558,0.0,-0.002491888877936807,0.0843264,-0.1620059889141686,-0.20725952447592375,0.01,0.0,-1.43911043052705e-07,0.000289880832,20663,0.13438720703125,1.0017800331115723,0.015950333,-0.03592999279499054,-0.01453418877790682,0.2866931788623333,0.2,0.9596703052520752,-11.357270622253418
4274,0.0,37.66048,4743,195.06,0.0726082995596263,-0.36410634052705704,-0.4298272771194638,-0.11189363838940923,-0.028587820007118934,0.630587264,0.0,-0.5,0.0,0.0,-146.83289281,-0.0004911498478054013,0.0,-0.006473025864246966,0.0,-0.43049362921163653,-0.0022128577838884667,20275200,-0.42544720255112883,0.00015787739539518952,0.0,1100,-0.0269273030573067,0.0,-0.5423597027888616,-0.06441422964942604,-0.18806656715529327,0.0,-0.002426068288069156,0.0844032,-0.155100503897738,-0.22017558854148103,0.01,0.0,-1.459672568705625e-07,0.000289871616,20667,0.15322265625,1.0020923614501953,0.017626816,-0.07497883588075638,-0.01594942631199956,0.15183691270649433,0.2,0.9644878506660461,-11.359480285644532
4274,0.0,37.672,4747,188.28,0.07131389319122496,-0.36272203378422735,-0.43624244689644276,-0.11036826065123298,-0.025014361706026982,0.6305696000000001,0.0,-0.5,0.0,0.0,-144.89083146000002,-0.0004813950907486905,0.0,-0.006363750209853525,0.0,-0.45117813779242916,-0.0020727473117100694,20293632,-0.4443106394697691,0.00010742178225579362,0.0,1101,-0.026880985575946367,0.0,-0.5199859816957801,-0.06510275789901288,-0.18263972028106418,0.0,-0.0024057644772079254,0.08448,-0.1643295879924877,-0.22388124849755175,0.01,0.0,-1.4914866424713254e-07,0.00028986239999999997,20671,0.14896240234375,1.0026538372039795,0.01666013,-0.06333690136671066,-0.01315190555760637,0.17582946717739106,0.2,0.9468291401863098,-11.361120462417603
4274,0.0,37.68352,4752,197.06,0.0705258298465106,-0.3631642147070684,-0.42200499363541244,-0.11389276745292472,-0.021650613928443103,0.630551936,0.0,-0.5,0.0,0.0,-146.99427841,-0.0004924374866361696,0.0,-0.006660032390448467,0.0,-0.41751645337956217,-0.0034319289293812793,20312064,-0.42117932163365435,0.00019585490614796677,0.0,1102,-0.026387031257401116,0.0,-0.5421510278541267,-0.06859318291815548,-0.1964523287545771,0.0,-0.0024214350817925922,0.0845568,-0.1729920074449304,-0.21421427142998536,0.01,0.0,-1.4135548944361054e-07,0.000289853184,20675,0.125634765625,1.0023038387298584,0.014862667,-0.06153257191181183,-0.013124234264250845,0.189476165920496,0.2,0.949760377407074,-11.360115718841552
4274,0.0,37.69504,4756,191.65,0.07412453960403001,-0.3519532453657856,-0.4263692391913147,-0.10603966601215015,-0.02250564569321907,0.630534272,0.0,-0.5,0.0,0.0,-145.90143687,-0.00048417213891695986,0.0,-0.006313849214051927,0.0,-0.46764720707536206,-0.0027776346477265987,20330496,-0.43515480069174467,3.526469420952102e-05,0.0,1103,-0.02699922811938865,0.0,-0.5307947874538116,-0.06811457955236452,-0.19997241874731483,0.0,-0.0023828896856527906,0.0846336,-0.15824433514111003,-0.2258767655438984,0.01,0.0,-1.3186427216132206e-07,0.000289843968,20679,0.14285888671875,1.0027154684066772,0.015467761,-0.058540403842926025,-0.01279091542819515,0.19260312095284463,0.2,0.9616820812225342,-11.361657667160035
4274,0.0,37.70656,4760,184.61,0.07124047038369316,-0.35411058331555706,-0.4193304701018105,-0.10704858050431097,-0.02059042141974267,0.630516608,0.0,-0.5,0.0,0.0,-143.70407447,-0.000496676954898017,0.0,-0.00630080807964279,0.0,-0.39220831892948493,-0.007094849331123341,20348928,-0.42815274251963414,0.0001942271806506647,0.0,1104,-0.025664983392342498,0.0,-0.4426863461136877,-0.05829787232154499,-0.1846496810592511,0.0,-0.0024650188272034796,0.0847104,-0.1835390150508164,-0.20633575314273925,0.01,0.0,-1.4747396280347648e-07,0.00028983475199999997,20683,0.1524658203125,1.0024298429489136,0.016821774,-0.09020988643169403,-0.013069146499037742,0.11612563841044903,0.2,0.9616223573684692,-11.361393404006957
4274,0.0,37.71808,4765,193.49,0.07250403551943159,-0.3521508423531451,-0.4180783309581824,-0.10956358581758927,-0.017397747083089696,0.6304989440000001,0.0,-0.5,0.0,0.0,-145.88954798000003,-0.0004982569614901427,0.0,-0.006408384786985462,0.0,-0.41492802659263195,-0.002121574764411586,20367360,-0.44638372095136475,0.00014377158691382242,0.0,1105,-0.026597674342436074,0.0,-0.45515980072933515,-0.06045659790463376,-0.18988742479111786,0.0,-0.0024357066913901094,0.0847872,-0.18137711134218684,-0.20796791998051434,0.01,0.0,-1.3584116541690593e-07,0.000289825536,20687,0.14954833984375,1.0013236999511719,0.015826363,-0.06355035305023193,-0.01446861025178805,0.1965113490819931,0.2,0.9641260504722595,-11.357267665863038
4274,0.0,37.7296,4769,188.83,0.06878235635379965,-0.3604319227016576,-0.4320126446224986,-0.10292738083400438,-0.02355522395244717,0.63048128,0.0,-0.5,0.0,0.0,-145.05331062000002,-0.0005162715667241221,0.0,-0.006589614150334883,0.0,-0.3953834609904522,-0.006513792617220638,20385792,-0.4397200979164572,0.00011990007866794865,0.0,1106,-0.02536655513420947,0.0,-0.45590019030454454,-0.059243448236498325,-0.18274709106713322,0.0,-0.002520991384441033,0.084864,-0.18152378852852408,-0.20554731010431013,0.01,0.0,-1.3657036727363716e-07,0.00028981632,20691,0.12774658203125,1.00082266330719,0.015230453,-0.05320213735103607,-0.011963895848020911,0.22167325839400293,0.2,0.9580152630805969,-11.353673076629638
4274,0.0,37.741119999999995,4773,185.91,0.06663188444733409,-0.3435542344614416,-0.41836080157472816,-0.10491303660487133,-0.0171907288757481,0.630463616,0.0,-0.5,0.0,0.0,-143.67899613999998,-0.000508847497172974,0.0,-0.006206650854502433,0.0,-0.3847110176773941,-0.007710617595067661,20404224,-0.4279444976047853,0.00011664485403647025,0.0,1107,-0.026459645011342684,0.0,-0.3329508646834351,-0.06102885884943437,-0.17918225532926152,0.0,-0.0024940463074022146,0.0849408,-0.18195588365886609,-0.21287002151095522,0.01,0.0,-1.3931385919333526e-07,0.000289807104,20695,0.15252685546875,1.00095534324646,0.01778309,-0.03398016095161438,-0.015615493734367191,0.25098119750618936,0.2,0.952732503414154,-11.353627014160157
4274,0.0,37.75264,4778,183.7,0.07586790494851427,-0.36347922530041266,-0.43418771260016503,-0.1023208355841474,-0.012561125330504205,0.630445952,0.0,-0.5,0.0,0.0,-143.89321395,-0.0005060866036817321,0.0,-0.006082986239726359,0.0,-0.4212584323185932,-0.0031045121739023468,20422656,-0.44245134839312805,5.2083248091447684e-05,0.0,1108,-0.026519732054862407,0.0,-0.5130189920578008,-0.06345128887530282,-0.193365565028962,0.0,-0.0024543709210118852,0.0850176,-0.15439556839519614,-0.21125609543979823,0.01,0.0,-1.484980122973665e-07,0.000289797888,20699,0.1318359375,1.0015201568603516,0.014091492,-0.03410129249095917,-0.013780713069718332,0.2736403658986092,0.2,0.9636519551277161,-11.357002592086792
4274,0.0,37.764160000000004,4782,196.56,0.0696479562815744,-0.35912005494785004,-0.39774333415025387,-0.09594227840995743,-0.01711775298925509,0.6304282880000001,0.0,-0.5,0.0,0.0,-146.57905175,-0.0005151565929803635,0.0,-0.006146971917537981,0.0,-0.40348033459572463,-0.006157480151159689,20441088,-0.41692103495654653,0.00021864137508802943,0.0,1109,-0.025593952899694086,0.0,-0.40011112094368484,-0.06409523698922875,-0.18900837932736356,0.0,-0.0024905477585425925,0.0850944,-0.18378846197544874,-0.21814775007774537,0.01,0.0,-1.3465516374444349e-07,0.000289788672,20703,0.163134765625,1.0019981861114502,0.018999975,-0.07711275666952133,-0.01436806347919628,0.151137500628829,0.2,0.9561235308647156,-11.359234380722047
4274,0.0,37.77568,4786,186.53,0.07026727590246393,-0.3584645019786478,-0.42190440561120557,-0.10062640356019104,-0.010230488086981503,0.630410624,0.0,-0.5,0.0,0.0,-144.49208392,-0.0005165280843610069,0.0,-0.006046408949112834,0.0,-0.42736065688418495,-0.004504247681729289,20459520,-0.4344207952654487,5.479599025824832e-05,0.0,1110,-0.026705155022510904,0.0,-0.46907600945482714,-0.06472773540058496,-0.17843671938136807,0.0,-0.0024888087608916187,0.0851712,-0.1615601301196371,-0.21687069233588616,0.01,0.0,-1.4123574346162504e-07,0.00028977945599999996,20707,0.1541259765625,1.0018967390060425,0.019438464,-0.05101647973060608,-0.016610637842677533,0.2542025730013847,0.2,0.9554858207702637,-11.358788347244262
4274,0.0,37.7872,4790,187.24,0.0705611341491399,-0.35956692855246364,-0.4166369206950735,-0.09780062635405738,-0.005435618878539348,0.63039296,0.0,-0.5,0.0,0.0,-144.38440906,-0.0005104480538559897,0.0,-0.006104937920442485,0.0,-0.40319013077497606,-0.004024374929334347,20477952,-0.42035974865648945,0.00019259962977634536,0.0,1111,-0.027139617657053635,0.0,-0.3752031209138475,-0.05741225619928214,-0.17597926662470348,0.0,-0.002501940470772135,0.085248,-0.17832160500826555,-0.21667584763791978,0.01,0.0,-1.404161780913916e-07,0.00028977024,20711,0.141845703125,1.002197027206421,0.015974639,-0.03650212287902832,-0.011630259011872113,0.23835835754871368,0.2,0.9493433237075806,-11.358717966079713
4274,0.0,37.79872,4795,193.58,0.07434735959167196,-0.34091236394097285,-0.45384144603265697,-0.11334709914515034,-0.021366254800201594,0.630375296,0.0,-0.5,0.0,0.0,-146.54302806,-0.0004980738170169683,0.0,-0.005799086995245411,0.0,-0.47754173223651125,-0.004644357995453497,20496384,-0.40714923599979713,0.00015896259638894763,0.0,1112,-0.02774273000736485,0.0,-0.5393755868748097,-0.07663646739755835,-0.19139343791585986,0.0,-0.0024432696487787444,0.0853248,-0.14496755285278085,-0.23951898224822488,0.01,0.0,-1.3287471113606588e-07,0.000289761024,20715,0.11383056640625,1.0011000633239746,0.011601581,-0.03378569334745407,-0.011738201696425676,0.27409455701708796,0.2,0.9434131383895874,-11.356566047668457
4274,0.0,37.81024,4799,182.75,0.06677329061537356,-0.35909086461915474,-0.4094901004174578,-0.09963114868298467,-0.011171283828714094,0.6303576320000001,0.0,-0.5,0.0,0.0,-143.68294572000002,-0.0005179953356152533,0.0,-0.006363462319039658,0.0,-0.38172210139067286,-0.00527206660545845,20514816,-0.43313991467129503,0.0001812063694362425,0.0,1113,-0.02611640272375074,0.0,-0.4729615848710116,-0.058745764455736905,-0.17306521121363666,0.0,-0.002540990003358991,0.0854016,-0.18506584768026005,-0.2122940091665495,0.01,0.0,-1.3339898984828457e-07,0.000289751808,20719,0.1505126953125,1.0003739595413208,0.019342981,-0.08114246279001236,-0.015761253773234785,0.1729247935116291,0.2,0.9440960884094238,-11.352277469635009
4274,0.0,37.82176,4803,186.01,0.06682565784743108,-0.3528543238325917,-0.4139267078197668,-0.10423520123994055,-0.018863856626691655,0.630339968,0.0,-0.5,0.0,0.0,-144.02923512,-0.0005067081862693501,0.0,-0.006179235494590234,0.0,-0.417966924525072,-0.008663990190446688,20533248,-0.4425609210488621,0.00015679242723207507,0.0,1114,-0.026604599918345705,0.0,-0.38243284368444197,-0.06202603128237469,-0.18308220066097428,0.0,-0.002492917646999187,0.0854784,-0.1752950860529181,-0.21212091025593116,0.01,0.0,-1.382367598046767e-07,0.000289742592,20723,0.14720458984375,1.000780701637268,0.016089547,-0.03695473074913025,-0.016160540614509954,0.24876800626516343,0.2,0.9515294432640076,-11.352656841278076
4274,0.0,37.83328,4807,184.9,0.06892638089333884,-0.35841161677753347,-0.4015946386067555,-0.0995443809414907,-0.020705022930164383,0.630322304,0.0,-0.5,0.0,0.0,-143.99338694000002,-0.0005004923828790701,0.0,-0.006397875547374204,0.0,-0.38545881884939487,-0.005182143839192577,20551680,-0.44472729288996365,0.00014648415769139925,0.0,1115,-0.02585132142571382,0.0,-0.4342045460364805,-0.0570643546629929,-0.1813193190656478,0.0,-0.002496885090497717,0.0855552,-0.1882916948885744,-0.20419235304485528,0.01,0.0,-1.4548923179566427e-07,0.000289733376,20727,0.15501708984375,1.0012449026107788,0.017381767,-0.04458722472190857,-0.014568585390225052,0.23505745083093643,0.2,0.9585085511207581,-11.355041027069092
4274,0.0,37.8448,4812,176.04,0.07351932530012315,-0.34059328300952035,-0.4176816196304659,-0.10419581114683803,-0.011733842916553118,0.63030464,0.0,-0.5,0.0,0.0,-142.03346507000003,-0.000505383985567581,0.0,-0.005954470342443146,0.0,-0.4302730182044429,-0.0005270699960722899,20570112,-0.43947236050490157,7.70398118119273e-05,0.0,1116,-0.027261772444138473,0.0,-0.5036113003635915,-0.06486942269371399,-0.1821916238478211,0.0,-0.0024585059860593953,0.085632,-0.16499038611757672,-0.21831660080733514,0.01,0.0,-1.4438310418960953e-07,0.00028972416,20731,0.15057373046875,1.001978874206543,0.015957868,-0.05822107940912247,-0.01528293585870415,0.21804218664765357,0.2,0.9615153074264526,-11.357164669036866
4274,0.0,37.85632,4816,185.25,0.07064523241155687,-0.3635131115865074,-0.4030963042087088,-0.10339544539839929,-0.023640328078478726,0.630286976,0.0,-0.5,0.0,0.0,-144.04622343,-0.0005040364253904641,0.0,-0.0064819884582092676,0.0,-0.4082340046242494,-0.0021839658179993015,20588544,-0.4393675343078361,6.673164251777861e-05,0.0,1117,-0.02594084726733771,0.0,-0.4913077140399693,-0.06170895226868719,-0.19913746197890825,0.0,-0.0024740974795292997,0.0857088,-0.17880783397563696,-0.20824174969236206,0.01,0.0,-1.3721021362464233e-07,0.00028971494399999997,20735,0.14822998046875,1.0020413398742676,0.016315687,-0.07282966375350952,-0.013188662345055491,0.14845574125647545,0.2,0.9376096129417419,-11.360181760787963
4274,0.0,37.86784,4820,197.58,0.07034041826083892,-0.3561525427140406,-0.4220957138797248,-0.10686166347491263,-0.02270634327595613,0.630269312,0.0,-0.5,0.0,0.0,-147.12385208,-0.0005088874789131834,0.0,-0.006263402782217687,0.0,-0.4180328203581161,-0.006423324529249739,20606976,-0.41893731001066054,5.099825082450277e-05,0.0,1118,-0.02575594369533741,0.0,-0.5366204837243298,-0.06745883158580497,-0.18555322209573147,0.0,-0.0024561728435432795,0.0857856,-0.16356780076579472,-0.2146671670982868,0.01,0.0,-1.4092024847202319e-07,0.000289705728,20739,0.1443115234375,1.0018950700759888,0.0184743,-0.05428673326969147,-0.014469788284623064,0.1849635012447834,0.2,0.9517979621887207,-11.35939645767212
4274,0.0,37.87936,4824,183.48,0.07546099514521276,-0.35360894845024166,-0.4380092237760053,-0.1103616303768396,-0.015619072600212178,0.630251648,0.0,-0.5,0.0,0.0,-143.94339741000002,-0.0005059953368849639,0.0,-0.005906323006914535,0.0,-0.43680002999135936,-0.0019894680315499296,20625408,-0.43136456992493344,0.00010742185339849029,0.0,1119,-0.027155552471396588,0.0,-0.5334504667460268,-0.06628411831688018,-0.18748371391148827,0.0,-0.0024327228738739094,0.0858624,-0.15286776837664406,-0.22727067241087603,0.01,0.0,-1.404943823310363e-07,0.000289696512,20743,0.15291748046875,1.0006884336471558,0.017383043,-0.0750516876578331,-0.01442038583336398,0.1688792660832405,0.2,0.959261953830719,-11.355087566375733
4274,0.0,37.890879999999996,4829,184.12,0.06870758523067373,-0.35169956130644975,-0.42024033241439596,-0.09738537396278334,-0.0038509749697953908,0.630233984,0.0,-0.5,0.0,0.0,-143.29898411,-0.0005191432593777313,0.0,-0.006518622148005642,0.0,-0.37125610123053604,-0.003612591618245157,20643840,-0.4582937001951853,9.657110462689566e-05,0.0,1120,-0.026121095681627942,0.0,-0.36151260604819835,-0.05398396822279054,-0.1793006755448704,0.0,-0.002524071589659926,0.0859392,-0.18347492763477563,-0.19974725152687436,0.01,0.0,-1.385379799193293e-07,0.000289687296,20747,0.16998291015625,1.001013159751892,0.018185735,-0.07568907737731934,-0.014700308203464374,0.16609759107232094,0.2,0.9529176950454712,-11.353360748291015
4274,0.0,37.9024,4833,185.99,0.0727381159161376,-0.3590096155939986,-0.4163342548974407,-0.0985606806610397,-0.011099000076036338,0.63021632,0.0,-0.5,0.0,0.0,-144.72501333000002,-0.0005101553985280167,0.0,-0.005894952970851293,0.0,-0.4220179946343749,-0.007115057174814865,20662272,-0.43074676276262974,3.038187666485707e-05,0.0,1121,-0.02750484823169312,0.0,-0.4807238977808357,-0.06256272187403786,-0.18217727265738026,0.0,-0.0025100901044427626,0.086016,-0.17654144955888806,-0.2256603898630108,0.01,0.0,-1.4986319876451984e-07,0.00028967808,20751,0.14888916015625,1.0014557838439941,0.015628165,-0.03679133951663971,-0.014677492959890515,0.26234393417835233,0.2,0.9519416689872742,-11.356918668746948
4274,0.0,37.91392,4837,179.24,0.0719497084508607,-0.34488581462725326,-0.4277349622415711,-0.09680002547299031,-0.005656802776603606,0.630198656,0.0,-0.5,0.0,0.0,-142.49247434000003,-0.0005063312575170034,0.0,-0.005887178381485992,0.0,-0.41293387699455936,-0.0018751290271110418,20680704,-0.4378373084844324,2.9296817956492305e-05,0.0,1122,-0.026721250503319784,0.0,-0.43396307804941564,-0.060386059763214775,-0.1856385871050371,0.0,-0.002466569753082811,0.0860928,-0.16419713884865933,-0.21652341702953562,0.01,0.0,-1.446436064689272e-07,0.000289668864,20755,0.15206298828125,1.0018718242645264,0.01772832,-0.06808033585548401,-0.01408022161340341,0.1754062868654728,0.2,0.9428021311759949,-11.358243989944459
4274,0.0,37.92544,4842,172.96,0.06895765865838027,-0.34739322456745675,-0.42235443284594676,-0.10412110941001618,-0.009792457825416101,0.630180992,0.0,-0.5,0.0,0.0,-141.18016494999998,-0.0005165042097273866,0.0,-0.0062252625714805995,0.0,-0.35942727121195894,-0.00155720528790779,20699136,-0.4511780735148218,0.0002273217348071436,0.0,1123,-0.027362548856736446,0.0,-0.4536316637617659,-0.05212018087325336,-0.1607843254494937,0.0,-0.0025951921287862044,0.0861696,-0.18815449362481618,-0.19929239178770408,0.01,0.0,-1.4020202801250496e-07,0.00028965964799999996,20759,0.153466796875,1.0016286373138428,0.015679732,-0.07263871282339096,-0.012196505058091134,0.15859283953905107,0.2,0.9693937301635742,-11.357775115966797
4274,0.0,37.93696,4846,201.35,0.06836526470320038,-0.3463785955528839,-0.41400769435593354,-0.10541724557652637,-0.019499528037698936,0.630163328,0.0,-0.5,0.0,0.0,-147.01006722,-0.0005159522409080502,0.0,-0.0059036145291580504,0.0,-0.3908207414675735,-0.008269022162292257,20717568,-0.41417536926705906,0.000195854841472788,0.0,1124,-0.026411367035064602,0.0,-0.3892664158154609,-0.06736156004061294,-0.19519038167085725,0.0,-0.002528541936549224,0.0862464,-0.17609725868286358,-0.2141124803279078,0.01,0.0,-1.3219143011802035e-07,0.000289650432,20763,0.1136474609375,1.0007987022399902,0.0112478165,-0.019562840461730957,-0.009460865391884,0.2945991985499859,0.2,0.9371570348739624,-11.353555822372437
4274,0.0,37.94848,4850,191.57,0.07332764210398982,-0.3582361446995812,-0.42959335809466115,-0.10025286147712867,-0.020495009411769738,0.630145664,0.0,-0.5,0.0,0.0,-145.80136086,-0.0005221899584512209,0.0,-0.006492976750906846,0.0,-0.41741216598051417,-0.0020556562376441434,20736000,-0.4345258057617977,0.00020182280180354914,0.0,1125,-0.027163387296310106,0.0,-0.49431726468959675,-0.061767957297336785,-0.17862261782223723,0.0,-0.002527920652525803,0.0863232,-0.16814523275982235,-0.214619948704536,0.01,0.0,-1.4263709937119098e-07,0.000289641216,20767,0.12288818359375,1.000738263130188,0.013984457,-0.027710653841495514,-0.014907123532611876,0.29663786143064497,0.2,0.9631296396255493,-11.353353595733642
4274,0.0,37.96,4854,191.37,0.06567887379845944,-0.3501093093960244,-0.4091828302488708,-0.10424084476594667,-0.0217088766166243,0.630128,0.0,-0.5,0.0,0.0,-145.00601570999996,-0.0005189649413995501,0.0,-0.006168033169286071,0.0,-0.40312471656341914,-0.010723044091719203,20754432,-0.4244141402178661,9.874118000475896e-05,0.0,1126,-0.026591937573068124,0.0,-0.3980796545471671,-0.0652678169751861,-0.18619932557551633,0.0,-0.0025423758366812503,0.0864,-0.18225298832083572,-0.21282630311165046,0.01,0.0,-1.2993829939090915e-07,0.000289632,20771,0.1704833984375,1.000791311264038,0.017914519,-0.04710383713245392,-0.013323441939428448,0.25187784880399705,0.2,0.947419285774231,-11.352773666381836
4274,0.0,37.97152,4859,186.94,0.07433255207807461,-0.35880674424739695,-0.39579024511276045,-0.08970648923368446,-0.01779238206943607,0.630110336,0.0,-0.5,0.0,0.0,-144.97014643000003,-0.0005169653266759714,0.0,-0.0062552095504822235,0.0,-0.3680672187315311,-0.0006553792999410587,20772864,-0.4382640398055593,0.0001991099529227035,0.0,1127,-0.02712043211103445,0.0,-0.5415953654892178,-0.052355618343860426,-0.1763246325937772,0.0,-0.0025685992245135696,0.0864768,-0.19621750088569356,-0.2104743007390343,0.01,0.0,-1.500099761141658e-07,0.00028962278399999997,20775,0.11571044921875,1.0018888711929321,0.01528191,-0.03928656876087189,-0.014244445704389364,0.2952410772442818,0.2,0.949052631855011,-11.358041143417358
4274,0.0,37.98304,4863,194.38,0.0711508054838165,-0.3359237772583893,-0.41850369213496513,-0.10723549830884133,-0.030345392312050204,0.630092672,0.0,-0.5,0.0,0.0,-146.36501266000002,-0.000502592328724489,0.0,-0.00553252629370662,0.0,-0.45016896283168595,-0.0027298905608606422,20791296,-0.4149565907350353,0.0001388887467328459,0.0,1128,-0.027263749477327664,0.0,-0.5219361341536578,-0.07414278023861981,-0.19725558447572175,0.0,-0.002490128353197408,0.0865536,-0.17453973903474965,-0.2286996275229306,0.01,0.0,-1.4480494338534367e-07,0.000289613568,20779,0.13211669921875,1.0017322301864624,0.014306615,-0.006858110427856445,-0.013746959704440087,0.303486043959856,0.2,0.9158856272697449,-11.357884311676026
4274,0.0,37.99456,4867,194.38,0.06975626222859238,-0.3465575230982902,-0.4071657379367839,-0.09691015097914703,-0.008387863188415584,0.630075008,0.0,-0.5,0.0,0.0,-146.2186893,-0.0005233501974248109,0.0,-0.006368886508789136,0.0,-0.374542584513439,-0.0023771065526590166,20809728,-0.4364905306474137,0.0002609589783888724,0.0,1129,-0.026980127544580578,0.0,-0.41812560087571016,-0.05708994352478816,-0.1748107102215611,0.0,-0.0025659268481698994,0.0866304,-0.19581102816658505,-0.20531954257105406,0.01,0.0,-1.4167433232440297e-07,0.000289604352,20783,0.15013427734375,1.0020740032196045,0.019048747,-0.048115573823451996,-0.015591790463076904,0.2506062604486942,0.2,0.9476804733276367,-11.35984182357788
4275,0.0,38.00608,4872,195.85,0.07137662217348409,-0.33836421488548873,-0.40942125783979755,-0.1011290536330521,-0.01198928612085622,0.630057344,0.0,-0.5,0.0,0.0,-146.51094496000002,-0.0005138761971699257,0.0,-0.005960188912566249,0.0,-0.4076653782029535,-0.003933365553772698,20828160,-0.4302434563021178,0.00010904932342883613,0.0,1130,-0.02683593169401988,0.0,-0.4689787649277897,-0.06677234205414187,-0.19300791982635665,0.0,-0.002535672609719404,0.0867072,-0.175128390362585,-0.21508424188415243,0.01,0.0,-1.5248637818860713e-07,0.00028959513599999997,20787,0.14005126953125,1.0019731521606445,0.015787072,-0.03398604691028595,-0.014942835678812116,0.28467546328902243,0.2,0.9470696449279785,-11.359208583831787
