reward_terms/stop,reward_terms/residual,reward_terms/air_time,rollout/ep_len_mean,curriculum/ctrl_jitter_ms,reward_terms/angmom,reward_terms/overrun,reward_terms/time,reward_terms/upright,reward_terms/stance_time,reward_terms/lat_vel,reward_terms/torque,reward_terms/hip_roll,reward_terms/fwd_speed,reward_terms/motor_vel,reward_terms/alive,reward_terms/ang_xy,reward_terms/height,reward_terms/foot_slip,time/iterations,curriculum/sprint_dist_m,time/fps,reward_terms/assist_pen,time/time_elapsed,curriculum/ctrl_drop_prob,reward_terms/clearance,reward_terms/energy,reward_terms/coef_rate,reward_terms/action_rate,reward_terms/stance,curriculum/ent_coef,reward_terms/vz,curriculum/stance_ratio,time/total_timesteps,rollout/ep_rew_mean,curriculum/eff_scale,reward_terms/phase_contact,train/policy_gradient_loss,train/clip_fraction,train/std,train/explained_variance,train/approx_kl,train/entropy_loss,train/n_updates,train/value_loss,train/learning_rate,train/loss,train/clip_range
0.0,-0.10182737375871426,0.0,261.61,0.0,-0.12210505198717485,0.0,-0.5,-0.4535725526453562,-0.10097782497016144,-1.814050729550635e-08,-0.0002915725678823269,-0.07766731898291898,-0.22154987405493468,-3.569698153045762e-06,0.0,-0.2633058049798221,-0.019701538062363924,-0.6966418527945373,11,25.1152,4162,0.0,48,0.0,0.014820969920661013,-2.7122820804945796e-05,-1.461244148605219,-0.1313634425275494,-0.003199283768991821,0.01,-0.10678259698416885,0.6498233600000001,202752,-165.08112971999998,0.000768,-0.6832618797789302,-0.017535247094929218,0.208837890625,1.002234935760498,0.9020043015480042,0.021796098,-34.07644481658936,6329,24.32855796813965,0.00029995392,8.390774726867676,0.2
0.0,-0.10190352744256863,2.7126516215503216e-06,260.98,0.0,-0.11001802262057322,0.0,-0.5,-0.44350329551467443,-0.1127726596945043,-1.6482893782328512e-08,-0.00030571901386333814,-0.08568676666795395,-0.2329546562993089,-3.798745474114848e-06,0.0,-0.253129109061361,-0.018444591110390637,-0.638397625741276,12,25.12672,4189,0.0,52,0.0,0.013381906530069442,-2.8617229078938572e-05,-1.4341625772371105,-0.131056629519048,-0.007453083348541377,0.01,-0.09326402728023905,0.649805696,221184,-164.91883925,0.0008448,-0.6861510237830956,-0.011062637949362398,0.28360595703125,1.0021591186523438,0.8982937932014465,0.023509506,-34.07719764709473,6333,21.266970682144166,0.000299949312,6.924185752868652,0.2
0.0,-0.1012842770577229,3.7977200311919055e-06,281.72,0.0,-0.12670536258982737,0.0,-0.5,-0.4061424861931926,-0.13579468757153437,-1.686602041371079e-08,-0.0003337582279840366,-0.07793030173840373,-0.26869943016611203,-4.4691125055643205e-06,0.0,-0.2759377974169204,-0.02362128723486601,-0.6483312612776706,13,25.13824,4212,0.0,56,0.0,0.016759548222796978,-3.273907133783202e-05,-1.4046917154464083,-0.12953433557416938,-0.004351701134599811,0.01,-0.1154063846033895,0.649788032,239616,-170.09802374,0.0009216,-0.6608168450775881,-0.010756935831159354,0.29390869140625,1.002167820930481,0.8971765637397766,0.025682528,-34.07755889892578,6337,17.77453656196594,0.00029994470399999997,6.407008647918701,0.2
0.0,-0.10191864825603018,0.0,287.42,0.0,-0.1132691888536254,0.0,-0.5,-0.43368514620138643,-0.15183972594645134,-1.681221292091677e-08,-0.00035576377085521016,-0.08027412853241565,-0.3685903841929775,-4.659097081580618e-06,0.0,-0.2544617546125659,-0.018558305837976883,-0.6495162869380329,14,25.14976,4228,0.0,61,0.0,0.009262096243618114,-3.469118663362552e-05,-1.4497005031677803,-0.13058296414822432,-0.003507351304102533,0.01,-0.08559207280188384,0.649770368,258048,-171.40205644000002,0.0009984,-0.7061798109077264,-0.006652613042388111,0.3218994140625,1.002295732498169,0.898281991481781,0.033165094,-34.07674350738525,6341,15.296995973587036,0.000299940096,5.020867347717285,0.2
0.0,-0.10244030063943248,0.0,273.23,0.0,-0.12579561298155129,0.0,-0.5,-0.4400373023206708,-0.1357514001267393,-1.5864274144878623e-08,-0.0003779233368412172,-0.06741221814583849,-0.47897369571666815,-4.6600151385608086e-06,0.0,-0.26153631399982374,-0.01484423753621737,-0.6383147182674506,15,25.16128,4252,0.0,65,0.0,0.009215162247215216,-3.564300007861494e-05,-1.4972564240587856,-0.12869540467662546,-0.0009295045286734356,0.01,-0.08680357796011412,0.6497527040000001,276480,-167.90299872,0.0010752,-0.725533977681165,0.014841103693470359,0.2659912109375,1.0002933740615845,0.890600860118866,0.025143042,-34.05624485015869,6342,18.368722915649414,0.000299935488,7.362170696258545,0.2
0.0,-0.10213314251090329,0.0,273.68,0.0,-0.12080180728124439,0.0,-0.5,-0.4139637850671159,-0.1563675612576642,-1.5736692702341576e-08,-0.00039891503734975346,-0.07265194531677656,-0.517695669580099,-5.250364175380101e-06,0.0,-0.2559903206557863,-0.018479713994336525,-0.6171416334231361,16,25.1728,4268,0.0,69,0.0,0.009757883458866816,-3.921342055180969e-05,-1.457591882250751,-0.12714592589764295,-0.006711489911487656,0.01,-0.09486323094035141,0.64973504,294912,-167.96658135,0.001152,-0.7032640431017967,-0.01754432579036802,0.19588623046875,1.002707600593567,0.8632371425628662,0.01707353,-34.081991004943845,6346,13.800132942199706,0.00029993088,4.963557720184326,0.2
0.0,-0.10309402156478982,4.340263937289516e-06,275.35,0.0,-0.12294251121343192,0.0,-0.5,-0.4005410186814647,-0.15074582389853378,-1.4075830233149377e-08,-0.00041755858224344763,-0.06360557169352382,-0.49871958054251553,-5.436871739136535e-06,0.0,-0.2577868743241263,-0.01640321807997888,-0.6132712798783739,17,25.18432,4281,0.0,73,0.0,0.009308812734156152,-4.096408051822552e-05,-1.4803153038436987,-0.12636729718066328,-0.0030830603661738945,0.01,-0.0891289963651017,0.649717376,313344,-168.37882052999998,0.0012288,-0.7115202835329107,-0.019295857287943363,0.21424560546875,1.0032092332839966,0.8840668201446533,0.021055574,-34.088463401794435,6350,9.693589329719543,0.000299926272,3.1072998046875,0.2
0.0,-0.10264975573502483,0.0,278.93,0.0,-0.1291738276377186,0.0,-0.5,-0.3592041035614859,-0.17826277435718416,-1.6365088137157444e-08,-0.0004499592947964405,-0.07706318016330575,-0.6101510199672024,-5.8984532999113385e-06,0.0,-0.27252559913729874,-0.015354503370387622,-0.647950966211546,18,25.19584,4293,0.0,77,0.0,0.006541049798501435,-4.423155812253974e-05,-1.4843745548023646,-0.12950846525294324,-0.002440708346537262,0.01,-0.09961234959526878,0.649699712,331776,-169.33789457,0.0013056,-0.7104056982883118,-0.009366014890838414,0.33511962890625,1.0033243894577026,0.8798527121543884,0.027038032,-34.092053985595705,6354,7.302188348770142,0.000299921664,2.1538896560668945,0.2
0.0,-0.101979293145041,0.0,284.76,0.0,-0.13547762076776268,0.0,-0.5,-0.39893755305430617,-0.1614732425093987,-1.589584583405511e-08,-0.0004729075896535149,-0.07365938551573077,-0.6061047501912015,-6.311239499950184e-06,0.0,-0.2707875607594339,-0.013998456986712256,-0.6345211333739232,19,25.20736,4307,0.0,81,0.0,0.009957529843195723,-4.729447868895065e-05,-1.4785937675495417,-0.13108907113334534,-0.007395647079709349,0.01,-0.09586182051361741,0.6496820480000001,350208,-171.03164037000002,0.0013824,-0.698195818789706,0.012752693767348925,0.2548828125,1.000324010848999,0.8308486938476562,0.023042796,-34.05841573079427,6355,11.02758534749349,0.000299917056,4.590455532073975,0.2
0.0,-0.10300372341358217,0.0,276.75,0.0,-0.12408371074146175,0.0,-0.5,-0.39718080769735437,-0.16845047312866276,-1.412089534812845e-08,-0.00048039714609994435,-0.07307218743331716,-0.6046270118091069,-6.416769415197393e-06,0.0,-0.2499077180103136,-0.013492579424212094,-0.5868816031732621,20,25.21888,4317,0.0,85,0.0,0.006835321977135745,-4.822157979585458e-05,-1.4520353352386737,-0.12920752989589496,-0.006058132922269307,0.01,-0.0844363509321322,0.649664384,368640,-169.09788996,0.0014592,-0.694152165730006,-0.015618145745247603,0.3258056640625,1.0032353401184082,0.8360200524330139,0.032050945,-34.08941440582275,6359,7.168729853630066,0.000299912448,2.186840057373047,0.2
0.0,-0.10228481394592023,0.0,282.98,0.0,-0.124311234786379,0.0,-0.5,-0.366817005819223,-0.16112329710449558,-1.7239680779512386e-08,-0.0005522936451112306,-0.06949510718136692,-0.5244037572043658,-7.206433382224137e-06,0.0,-0.27048521324810115,-0.01343511796875842,-0.6140076098543047,21,25.2304,4330,0.0,89,0.0,0.008835113808349894,-5.3658429990355266e-05,-1.4841015052534998,-0.13071575254125156,-0.0039993743819997755,0.01,-0.08281915115468082,0.64964672,387072,-170.50051019999998,0.001536,-0.7065293498175405,0.011249717058879989,0.31417410714285715,1.0011078119277954,0.8387826085090637,0.042224757,-34.06650979178293,6361,6.457818371909005,0.00029990784,2.406588077545166,0.2
0.0,-0.10245707817349178,0.0,280.74,0.0,-0.13044738569080003,0.0,-0.5,-0.3686696224899624,-0.16320307078583735,-1.4469715430510284e-08,-0.0005363036621114556,-0.06501598722998322,-0.6546269904328422,-6.878893380148096e-06,0.0,-0.26187939251457676,-0.012096549612043327,-0.6390353894944467,22,25.24192,4338,0.0,93,0.0,0.005306558302705024,-5.242282395162336e-05,-1.4828185451576554,-0.1270539403032675,-0.008478214868121482,0.01,-0.08335077194776572,0.649629056,405504,-169.91685464999998,0.0016128,-0.7120070761073408,-0.018134278808965495,0.3548776726973684,1.0037033557891846,0.7695035338401794,0.040681504,-34.09745126021536,6365,4.812998533248901,0.00029990323199999996,1.3959101438522339,0.2
0.0,-0.10207567373335719,0.0,268.16,0.0,-0.13431740769372366,0.0,-0.5,-0.3578320058694198,-0.16495778752950072,-1.7593618110637226e-08,-0.0006062037740252944,-0.062221628308157806,-0.7617052026212349,-7.875856450456273e-06,0.0,-0.27626991463129463,-0.016039462733147273,-0.6325620922597012,23,25.25344,4347,0.0,97,0.0,0.007655537695318172,-5.8790479894369934e-05,-1.4681265795201321,-0.13108264849225001,-0.003666007049648333,0.01,-0.10134556230182347,0.6496113920000001,423936,-166.84598016999996,0.0016896,-0.7028695330032778,-0.006658509156356255,0.342529296875,1.0040329694747925,0.782260000705719,0.03733199,-34.10043487548828,6368,3.508610486984253,0.000299898624,1.015730857849121,0.2
0.0,-0.10245190167334776,4.882788440833489e-06,288.3,0.0,-0.14317048078628614,0.0,-0.5,-0.40031170735985644,-0.1765402081833195,-1.5731271273270862e-08,-0.0006263009884767113,-0.07476983878266732,-0.7848103324522078,-7.971955028397934e-06,0.0,-0.27694211847293687,-0.017703185355279465,-0.6568985165975675,24,25.26496,4354,0.0,101,0.0,0.006975114499998569,-6.093177257202509e-05,-1.4762462218444197,-0.1332123500429512,-0.0075583819110282046,0.01,-0.11245919968138805,0.649593728,442368,-171.98353766,0.0017664,-0.6945416397384405,-0.011067350666659573,0.2672119140625,1.0029571056365967,0.7503034472465515,0.041066103,-34.0904925664266,6371,3.208687901496887,0.000299894016,1.0168901681900024,0.2
0.0,-0.10131240631459434,0.0,277.33,0.0,-0.14264852807236633,0.0,-0.5,-0.42949136087225204,-0.13164590983069502,-1.7626479468603937e-08,-0.0006424186138776025,-0.06491491237117199,-0.805754569194947,-8.686769406937208e-06,0.0,-0.27564262645798493,-0.015475084127970943,-0.6361959905761465,25,25.27648,4362,0.0,105,0.0,0.006011062883190247,-6.410727100978294e-05,-1.4556493175103826,-0.1349207593745638,-0.006282989140253353,0.01,-0.10708386942725992,0.649576064,460800,-169.28462277000003,0.0018432,-0.6936865309053265,0.010196107439696789,0.349365234375,1.0026805400848389,0.7544614672660828,0.03699311,-34.08469696044922,6373,3.014165425300598,0.00029988940799999996,0.8457378149032593,0.2
0.0,-0.10316375401480958,3.2551955276479325e-06,270.57,0.0,-0.14165267865155334,0.0,-0.5,-0.3509731692893866,-0.15398556795035903,-1.6151641052867505e-08,-0.0006707086868317507,-0.07465008980592806,-0.812624779305237,-8.927344026294978e-06,0.0,-0.27640679080068226,-0.015558183697076601,-0.6304897348883286,26,25.288,4368,0.0,109,0.0,0.006480276922941249,-6.63262230196474e-05,-1.4764244148039962,-0.13047816303246124,-0.008946882220925323,0.01,-0.1010289675168494,0.6495584,479232,-167.56112543,0.00192,-0.6905246504246875,-0.009867410009194697,0.3496616908482143,1.0036358833312988,0.7106552720069885,0.04174264,-34.09921618870327,6376,2.3040496706962585,0.0002998848,0.5675964951515198,0.2
0.0,-0.10227785069057889,0.0,266.16,0.0,-0.14590513386499626,0.0,-0.5,-0.3665845857798274,-0.12772595492424443,-1.8032214758197645e-08,-0.0006705127733366951,-0.0630432657618319,-0.878894432987319,-9.322751608197768e-06,0.0,-0.2881123838320029,-0.01538453344814664,-0.58548449520378,27,25.29952,4376,0.0,113,0.0,0.004745837706035913,-6.7642223522906e-05,-1.4257134157038764,-0.1316001980118321,-0.007470622781406303,0.01,-0.0971994002811244,0.6495407360000001,497664,-166.46090476999998,0.0019968,-0.6900511124504154,0.0021622112253680825,0.292572021484375,1.0021495819091797,0.7133285999298096,0.03610522,-34.07755517959595,6378,2.1135978996753693,0.000299880192,0.5873558521270752,0.2
0.0,-0.103282274788214,0.0,264.1,0.0,-0.14867816205049988,0.0,-0.5,-0.35395029960663116,-0.13338580644307918,-1.7029684522873573e-08,-0.000716151940653662,-0.06457166969459932,-0.7394741150702496,-9.17777551785025e-06,0.0,-0.2724340306863064,-0.014147504634562373,-0.607411967997089,28,25.31104,4379,0.0,117,0.0,0.004936134740988472,-6.924737856591776e-05,-1.4637090756113726,-0.1276411283669027,-0.01708579859704638,0.01,-0.08891051149317346,0.649523072,516096,-165.98203592,0.0020736,-0.6984776388358664,-0.008562958411251506,0.325439453125,1.0038726329803467,0.6643275022506714,0.049868524,-34.10148652394613,6381,1.522270103295644,0.000299875584,0.2285512089729309,0.2
0.0,-0.10334376560542333,0.0,271.21,0.0,-0.16521003973751125,0.0,-0.5,-0.34781620364678284,-0.14936777556593167,-1.4841666225801958e-08,-0.00073701750307674,-0.061304675612855956,-1.0385916994093671,-9.819088011038602e-06,0.0,-0.30405597576282917,-0.013965094863213293,-0.6368083147759305,29,25.32256,4386,0.0,121,0.0,0.005459070187442402,-7.374390253625056e-05,-1.4924826913357567,-0.12956078028188392,-0.014618162206378777,0.01,-0.11779481088443806,0.649505408,534528,-167.78171491999998,0.0021504,-0.7049761905653251,0.009974188636988401,0.3134068080357143,1.0015790462493896,0.5983023643493652,0.04784754,-34.07164110456194,6383,1.3578730991908483,0.000299870976,0.2702726125717163,0.2
0.0,-0.10269999664646999,8.680537575855851e-06,260.86,0.0,-0.15715263215091102,0.0,-0.5,-0.3732515638249956,-0.12549560040093233,-1.6714838565100634e-08,-0.0007552427962409318,-0.06099731030773032,-0.8886865711294973,-1.0075726304401566e-05,0.0,-0.29240918338428395,-0.01541141358630462,-0.5976788239939049,30,25.33408,4392,0.0,125,0.0,0.006131274346871878,-7.503502757426354e-05,-1.4741339738378791,-0.13018891083243933,-0.011976977166832641,0.01,-0.11515708137241441,0.649487744,552960,-165.17785922000002,0.0022272,-0.6995495174578723,0.0006301361136138439,0.328125,1.0020437240600586,0.5110231637954712,0.04301692,-34.07443141937256,6385,1.0790542736649513,0.00029986636799999997,0.09167465567588806,0.2
0.0,-0.10150538870985557,0.0,251.93,0.0,-0.16300856929897864,0.0,-0.5,-0.4121500454446878,-0.1154767667095358,-1.6864222669677535e-08,-0.0007918004273927198,-0.061924282679894235,-0.8578584912715593,-1.0319888242410184e-05,0.0,-0.2975144982034353,-0.016159028380203957,-0.5662933945292568,31,25.3456,4398,0.0,129,0.0,0.006926731987474146,-7.737809018565895e-05,-1.4561153709930292,-0.1327473382492811,-0.019007758301055097,0.01,-0.1029619508953649,0.6494700800000001,571392,-162.94216434,0.002304,-0.6979260927842973,0.004357071294050131,0.30099051339285715,1.0022563934326172,0.19431614875793457,0.04166521,-34.07911246163504,6387,1.1555607659476144,0.00029986176,0.17333954572677612,0.2
0.0,-0.10247515245374435,0.0,258.82,0.0,-0.15539966123143564,0.0,-0.5,-0.33840239388148446,-0.13733016524929553,-1.5984790328014647e-08,-0.0008295900745684025,-0.07509766981111927,-0.8763204717439416,-1.0988158217994603e-05,0.0,-0.2875507345115413,-0.01412393371121353,-0.6142566898810103,32,25.35712,4402,0.0,133,0.0,0.0061801088215990485,-8.242367379035937e-05,-1.491529280303384,-0.1333112224447578,-0.019527770411719374,0.01,-0.11547116499851826,0.649452416,589824,-164.66287728000003,0.0023808,-0.7102562684908221,0.014574111128846804,0.3607584635416667,1.0024397373199463,-0.28728556632995605,0.054754056,-34.082956314086914,6389,1.073290228843689,0.000299857152,0.11927944421768188,0.2
0.0,-0.10188296414060768,0.0,257.68,0.0,-0.16423326301778776,0.0,-0.5,-0.38374548201589537,-0.12841984924226482,-1.5488299734644978e-08,-0.0008599251565439867,-0.08011622269719444,-0.8723450377980393,-1.1637836165349104e-05,0.0,-0.2987948033055716,-0.014725343612735768,-0.636490070270041,33,25.36864,4407,0.0,137,0.0,0.006778123160125064,-8.671632298327836e-05,-1.4736909536968468,-0.13078499157713047,-0.03536343490007868,0.01,-0.10491853735425395,0.649434752,608256,-164.3503342,0.0024576,-0.6960323122984118,0.02812092409779628,0.3427734375,1.001045823097229,-0.6620255708694458,0.03881116,-34.06683858235677,6390,1.2134395440419514,0.000299852544,0.273693710565567,0.2
0.0,-0.10147239781737497,0.0,258.39,0.0,-0.16030392243336097,0.0,-0.5,-0.3624657006070292,-0.1274740875604847,-1.667105336086729e-08,-0.0009042260431901286,-0.0809942516488526,-0.8399852187719117,-1.2128038358529397e-05,0.0,-0.29136492200660974,-0.015456040604777723,-0.6153150047908613,34,25.38016,4412,0.0,142,0.0,0.00816554362728243,-9.062699865210621e-05,-1.4637952153026932,-0.1339428248660043,-0.029970811729893528,0.01,-0.11620056504897804,0.649417088,626688,-164.55728121,0.0025344,-0.6866701592716793,0.008310072007589042,0.2941487630208333,1.0023200511932373,-0.4058694839477539,0.052957907,-34.08226076761881,6392,1.20881591240565,0.000299847936,0.15474095940589905,0.2
0.0,-0.10154498073755695,0.0,256.63,0.0,-0.1546815760600731,0.0,-0.5,-0.36122640084605345,-0.1337771100709991,-1.7519680162622634e-08,-0.0009057270656159824,-0.06853663434159046,-0.8993462002215088,-1.2094297593338423e-05,0.0,-0.28157544310959315,-0.014601281495460191,-0.5418829031283553,35,25.39168,4417,0.0,146,0.0,0.006914786581195291,-8.956718847239198e-05,-1.426213899427419,-0.13106301862287578,-0.04160629740235276,0.01,-0.09563211556699425,0.6493994240000001,645120,-164.12596808,0.0026112,-0.6863353132739248,0.020341275446116924,0.33994140625,1.0020170211791992,-1.0585575103759766,0.030653257,-34.07887725830078,6393,1.1709942817687988,0.000299843328,0.2469424307346344,0.2
0.0,-0.1012485210290949,0.0,263.56,0.0,-0.15101136487282488,0.0,-0.5,-0.3283627795728527,-0.13800223936171582,-1.8386498231725487e-08,-0.0009415569722122473,-0.07846552838923913,-0.8772561244452813,-1.2790162364356012e-05,0.0,-0.28336547324648076,-0.015850631859701446,-0.5551442178333149,36,25.4032,4423,0.0,150,0.0,0.006366212749457756,-9.371771174798504e-05,-1.421282505197352,-0.13257636490149494,-0.0338871721746995,0.01,-0.10262012142132824,0.64938176,663552,-165.83646999,0.002688,-0.6826234743150241,0.01925512682646513,0.3640625,1.0022802352905273,-1.1167042255401611,0.032558385,-34.080464935302736,6394,0.7863520383834839,0.00029983871999999997,0.038373202085494995,0.2
