reward_terms/assist_pen,reward_terms/angmom,reward_terms/air_time,time/time_elapsed,reward_terms/action_rate,reward_terms/stop,reward_terms/phase_contact,rollout/ep_len_mean,reward_terms/stance_time,reward_terms/step_rate,reward_terms/overrun,reward_terms/fwd_speed,reward_terms/lat_vel,reward_terms/foot_ahead,reward_terms/residual,reward_terms/height,curriculum/stance_ratio,curriculum/ctrl_drop_prob,reward_terms/alive,time/total_timesteps,reward_terms/torque,reward_terms/motor_vel,curriculum/ent_coef,curriculum/eff_scale,time/fps,reward_terms/ang_xy,curriculum/ctrl_jitter_ms,reward_terms/energy,curriculum/sprint_dist_m,reward_terms/clearance,reward_terms/upright,reward_terms/residual_rate,time/iterations,reward_terms/vz,reward_terms/time,reward_terms/hip_roll,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/stance,reward_terms/foot_slip,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/std,train/entropy_loss,train/approx_kl,train/n_updates,train/clip_range,train/loss,train/learning_rate,train/value_loss
0.0,-0.0575641638682552,0.00020345022009375194,48,-0.05120655915711055,0.0,-0.44493976966226,78.61,-8.449917206437224e-05,0.0,0.0,-0.5270963584585597,-0.29954029447654634,0.0,-0.10459363041924492,-0.01052281753867709,0.64858688,0.0,0.0,202752,-0.003147200579959712,-6.663105796735361e-05,0.01,0.006144,4172,-0.5383067098926797,0.0,-0.0003880644542642386,25.6912,0.07335959924301533,-0.7329464855233013,0.0,11,-0.1520863596147239,-0.5,-0.17632046023285783,-0.27639151395557326,-119.24150752999999,-0.31691767416488575,-0.4830109727263438,0.16837447881698608,0.09022216796875,-0.010698713257443159,0.9247461557388306,-18.016731643676756,0.010319714,64235,0.2,1.1459705829620361,0.0002993856,4.466963362693787
0.0,-0.05173479727084322,0.00020507772569544613,53,-0.04991367677566331,0.0,-0.43515297105342127,66.78,0.0,0.0,0.0,-0.5463428780465778,-0.2831102621110607,0.0,-0.10383072073157047,-0.00933254692839005,0.648445568,0.0,0.0,221184,-0.003411988882582079,-7.498356211256569e-05,0.01,0.0067584,4173,-0.5131547884378929,0.0,-0.0004293199830429068,25.76032,0.07206575530394323,-0.6682454878379477,0.0,12,-0.1594372502645913,-0.5,-0.14387978291255366,-0.271923500394903,-116.31639527000002,-0.3531178154903676,-0.48609915844412416,-0.5249587297439575,0.12236328125,-0.011804814671631903,0.9250147938728333,-18.020565223693847,0.015737008,64239,0.2,0.7138187289237976,0.00029932415999999997,3.220679944753647
0.0,-0.045558493707553174,0.0002180985272085915,57,-0.04946597549057986,0.0,-0.4237864550404816,68.08,0.0,0.0,0.0,-0.5333103627269492,-0.3194959596994098,0.0,-0.10358822941619295,-0.009556742413985365,0.648304256,0.0,0.0,239616,-0.0036024123264532786,-8.052727287139963e-05,0.01,0.0073728,4171,-0.4945500489908553,0.0,-0.000456546263920677,25.829439999999998,0.06882670281060646,-0.6696174969772117,0.0,13,-0.15884943420728392,-0.5,-0.13255578222660042,-0.27731156873477547,-116.60145586000003,-0.37095639416287773,-0.4881197365820296,-1.1397638320922852,0.12584228515625,-0.01575879390584305,0.9254541397094727,-18.024532890319826,0.017355492,64243,0.2,0.5631533265113831,0.00029926272,2.2195059418678285
0.0,-0.039368303296904446,0.00024251263110070594,61,-0.05254510091420411,0.0,-0.41932396499308106,64.65,0.0,0.0,0.0,-0.5032965993527461,-0.30698640323875126,0.0,-0.10284361985549034,-0.009919812818786657,0.6481629440000001,0.0,0.0,258048,-0.003837481852730754,-8.797985616701964e-05,0.01,0.0079872,4172,-0.4879006972652868,0.0,-0.0004915243498168432,25.89856,0.06431970526239422,-0.6355192850587278,0.0,14,-0.14785149481824889,-0.5,-0.13601353177885986,-0.2944727813540964,-115.74010407999998,-0.39881948867730727,-0.4793121397634106,-0.6541570425033569,0.1603515625,-0.011069067101925612,0.9259791970252991,-18.03117141723633,0.020420302,64247,0.2,0.4433934688568115,0.00029920128,2.0666362166404726
0.0,-0.03657879714438234,0.00011718727182596922,66,-0.0509412303497542,0.0,-0.3880344467357438,57.95,0.0,0.0,0.0,-0.5083598798867005,-0.3433192742517125,0.0,-0.10286073796989482,-0.011909494231582192,0.6480216320000001,0.0,0.0,276480,-0.003918461968513051,-9.321004898547813e-05,0.01,0.0086016,4172,-0.46105033894114467,0.0,-0.0005104367412805373,25.96768,0.06490274318647286,-0.6361487488036198,0.0,15,-0.18301158047245822,-0.5,-0.11824878037235803,-0.29105382415689657,-114.05863049000001,-0.4048970744765391,-0.44314247405498314,-2.1803627014160156,0.17669677734375,-0.016061115730553865,0.926321804523468,-18.03703603744507,0.022728344,64251,0.2,0.23387488722801208,0.00029913984,1.446416613459587
0.0,-0.04107682027713726,0.0001567922429078155,70,-0.052511467597140406,0.0,-0.3873487615110103,57.09,-8.137625021239122e-07,0.0,0.0,-0.47259600625801607,-0.3542966280633044,0.0,-0.10258383611874027,-0.013271088895841016,0.6478803200000001,0.0,0.0,294912,-0.004112389249055517,-9.884930441433844e-05,0.01,0.009216,4173,-0.45991266372945205,0.0,-0.0005396092213811853,26.0368,0.06230810740764181,-0.5913590276204495,0.0,16,-0.19186582456395893,-0.5,-0.1160634699415432,-0.29415218820491484,-113.83764394999999,-0.39599322454704505,-0.45541619818894763,-3.6263442039489746,0.20924072265625,-0.011909735260996968,0.9264634251594543,-18.039508724212645,0.02689209,64255,0.2,0.20982781052589417,0.0002990784,0.9371716171503067
0.0,-0.04211831327776883,0.0001280379268185546,75,-0.05068479088300348,0.0,-0.40552610843075276,55.89,0.0,0.0,0.0,-0.44408720209710373,-0.32761769609651004,0.0,-0.10197749040810762,-0.012754905769738586,0.6477390080000001,0.0,0.0,313344,-0.00412614948096258,-0.00010485867360103512,0.01,0.0098304,4172,-0.4481789491270924,0.0,-0.0005565414173322443,26.10592,0.05450720592447399,-0.5363638738936328,0.0,17,-0.17243285092557187,-0.5,-0.10799870401337049,-0.2960320539175883,-113.55299363,-0.4372914856834712,-0.4732264748409675,0.11985450983047485,0.142333984375,-0.01134227990405634,0.9267587661743164,-18.04324617385864,0.016962217,64259,0.2,0.3169389069080353,0.00029901696,1.9583195984363555
0.0,-0.0401804335749049,0.00011989994285007317,79,-0.05347285073454696,0.0,-0.38992000764928963,52.89,0.0,0.0,0.0,-0.4402637440878033,-0.3456755545968073,0.0,-0.10212487548969576,-0.014038451986611637,0.6475976960000001,0.0,0.0,331776,-0.00449303149548917,-0.0001115189939896279,0.01,0.0104448,4172,-0.45422994647580317,0.0,-0.0005936112865350234,26.17504,0.0557116476319581,-0.5779371747279057,0.0,18,-0.17785545354899313,-0.5,-0.11497405123829764,-0.3065807024184524,-112.80428273999998,-0.4560299342371277,-0.45771644826121993,-4.160960674285889,0.17411081414473684,-0.009065514007632277,0.9270293712615967,-18.04844113400108,0.031253964,64263,0.2,0.17707964777946472,0.00029895552,1.0035394712498313
0.0,-0.03939113808119827,0.00011555964980895321,83,-0.05433855982688498,0.0,-0.38255515085193453,53.25,0.0,0.0,0.0,-0.4174073150160616,-0.3526493112234622,0.0,-0.10195395545958198,-0.014353456016646386,0.647456384,0.0,0.0,350208,-0.004647277915699765,-0.00011748834442130324,0.01,0.0110592,4172,-0.43925391037277123,0.0,-0.000621442927934404,26.24416,0.05376839008324733,-0.5420644883467504,0.0,19,-0.18309489368817755,-0.5,-0.1112588280967523,-0.3056641237050686,-112.89287816,-0.4509534792034527,-0.4560400180320497,-5.545722484588623,0.20101318359375,-0.014670634176582098,0.927335798740387,-18.0522479057312,0.023577113,64267,0.2,0.13698914647102356,0.00029889407999999997,0.9260756939649581
0.0,-0.032040080712522824,8.300764602608979e-05,88,-0.054131937525854525,0.0,-0.3775707056487209,53.63,0.0,0.0,0.0,-0.39522070140990584,-0.3414483492343907,0.0,-0.10192583088482517,-0.014174850006163305,0.647315072,0.0,0.0,368640,-0.004862644699640291,-0.00012418727198642925,0.01,0.0116736,4172,-0.4600811102870767,0.0,-0.0006578582192813242,26.31328,0.05315951516790976,-0.5700840391688535,0.0,20,-0.1843469440749569,-0.5,-0.12455032832390861,-0.30188485248935215,-113.00683078000002,-0.4952195063285323,-0.45588286303186276,-3.7816219329833984,0.17802734375,-0.015058186044916511,0.9275830388069153,-18.055868053436278,0.027763084,64271,0.2,0.10286682844161987,0.00029883264,0.8273966938257218
0.0,-0.034105023314834455,6.998682511039078e-05,92,-0.054793669543285725,0.0,-0.38744663807537794,50.05,0.0,0.0,0.0,-0.3724193729572865,-0.3206697674936391,0.0,-0.10183625534926677,-0.014843498024858503,0.64717376,0.0,0.0,387072,-0.005157597343052872,-0.00012932282868396858,0.01,0.012288,4172,-0.4669062730430805,0.0,-0.0006896732655553221,26.3824,0.051251480174127166,-0.5331389032296446,0.0,21,-0.178056877527473,-0.5,-0.13601630468404907,-0.31638577513577437,-112.11731737999999,-0.5147802821800929,-0.45366849724632186,-4.867826461791992,0.152880859375,-0.016970130184199662,0.9278863668441772,-18.06028060913086,0.022130784,64275,0.2,0.07388639450073242,0.0002987712,0.6859174340963363
0.0,-0.030781527275406798,0.0001242402164886395,97,-0.05424603482811637,0.0,-0.3797305334406429,47.74,0.0,0.0,0.0,-0.4120528804082781,-0.35889416003262004,0.0,-0.10222741003577364,-0.016278120459392902,0.647032448,0.0,0.0,405504,-0.005288055697933893,-0.00013378629482548195,0.01,0.0129024,4171,-0.44242842421391954,0.0,-0.000708862378147697,26.45152,0.05380365720152464,-0.5549959044521887,0.0,22,-0.20140950468000057,-0.5,-0.12522634652395095,-0.3142850808922243,-111.51501514000002,-0.5168014186171018,-0.43803065516502415,-4.7449421882629395,0.17191162109375,-0.017604309145826846,0.9278712868690491,-18.06331386566162,0.021740612,64279,0.2,0.06280533969402313,0.00029870976,0.6618806451559067
0.0,-0.02988768706932896,8.300763632481296e-05,101,-0.05515658994358753,0.0,-0.3774768951116185,50.06,0.0,0.0,0.0,-0.40951882207280416,-0.3577715832212658,0.0,-0.10218447329628781,-0.017209495982399525,0.646891136,0.0,0.0,423936,-0.005748801884371339,-0.0001419201734793955,0.01,0.0135168,4171,-0.4584244688008225,0.0,-0.0007576287391714728,26.52064,0.05305337245064324,-0.5759872318331497,0.0,23,-0.194215786963066,-0.5,-0.13182855365065652,-0.3035342990309864,-112.08874109,-0.5117060593909604,-0.4239908963803717,-5.587275981903076,0.16363525390625,-0.01746924560284242,0.9280712008476257,-18.065209579467773,0.020303575,64283,0.2,0.015569627285003662,0.00029864831999999996,0.5406694874167443
0.0,-0.033375233583335,0.0001784935787630578,106,-0.05464490905613114,0.0,-0.38178805055730414,61.01,0.0,0.0,0.0,-0.4336603306143398,-0.3701732371704006,0.0,-0.10265153987313774,-0.01730247611952475,0.646749824,0.0,0.0,442368,-0.0060167298518130664,-0.00014504168744090476,0.01,0.0141312,4172,-0.4614822986322703,0.0,-0.000785445549746207,26.58976,0.057148247467596475,-0.5900402652178929,0.0,24,-0.20328017541311347,-0.5,-0.1334674607679226,-0.2975995177464596,-114.83784433000001,-0.5321656878832844,-0.4380725850108823,-6.8614397048950195,0.17020263671875,-0.015662790299393235,0.9283530116081238,-18.068858337402343,0.023052813,64287,0.2,0.027750015258789062,0.00029858688,0.5877587273716927
