reward_terms/step_rate,est/vel_rmse,curriculum/stance_ratio,reward_terms/phase_contact,reward_terms/overrun,time/fps,curriculum/cmd_scale,reward_terms/alive,curriculum/ent_coef,reward_terms/stand_drift,reward_terms/stance_time,reward_terms/coef_rate,reward_terms/stop,reward_terms/residual_rate,reward_terms/assist_pen,reward_terms/vz,reward_terms/stance,curriculum/swing_frac_min,reward_terms/fwd_speed,reward_terms/air_time,curriculum/dr_scale,reward_terms/residual,curriculum/ctrl_jitter_ms,reward_terms/torque,rollout/ep_len_mean,curriculum/ctrl_drop_prob,time/total_timesteps,reward_terms/angmom,reward_terms/action_rate,reward_terms/foot_ahead,reward_terms/height,reward_terms/upright,reward_terms/time,reward_terms/foot_slip,curriculum/eff_scale,ankle/ankle_spring_trq_peak,time/iterations,rollout/ep_rew_mean,reward_terms/hip_roll,curriculum/swing_frac_mean,reward_terms/energy,reward_terms/ang_xy,reward_terms/track_lin,reward_terms/clearance,reward_terms/duty_sym,time/time_elapsed,ankle/ankle_defl_peak,reward_terms/stand,reward_terms/lat_vel,reward_terms/track_yaw,reward_terms/motor_vel,curriculum/cmd_track_err,ankle/ankle_spring_energy_peak,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_fraction,train/std,train/approx_kl,train/explained_variance,train/learning_rate,train/entropy_loss,train/value_loss,train/clip_range,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/dr_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress
-0.00476345486111115,1.562059187696974,0.7,-0.05928112240863581,0.0,8897,0.0,0.0,0.01,-0.04067960011728606,-0.0007836893508081428,-0.6164926530860596,0.0,0.0,0.0,-0.03945397420802385,-0.17473374184115467,0.09662543402777778,0.0,0.00011664475055618418,0.0,-0.10102291541460723,0.0,0.0,114.45454545454545,0.0,18432,-0.07397312140083072,-0.08052366180033772,0.0,-0.0055989573435923,-0.1741395455675345,0.0,-0.5406517351077317,0.0,0.0,1,-84.55056220000002,-0.15656723060528963,0.2402072482638889,0.0,-0.0736774357060459,1.6580730986837953,0.015234108997806892,-7.755827647166238e-05,2,0.5052054298770524,0.3965548077700872,-0.1288203781721485,1.999913413829085,0.0,0.7113689291697821,0.0,,,,,,,,,,,,,,,,
-0.002528211805555562,1.1362737459695722,0.7,0.0,0.0,8940,0.0,0.0,0.01,-0.09303360973122324,0.0,-0.5147434220225642,0.0,0.0,0.0,-0.03765926118686477,-0.3716568185923142,0.06776258680555555,0.0,0.0,0.0,-0.10594607358706629,0.0,0.0,181.16666666666666,0.0,36864,-0.06652067312491056,-0.08159474929730619,0.0,-0.007751572793557119,-0.22538539451095538,0.0,-0.3277343190340145,0.0,0.0,2,-63.67874113333333,-0.1512267729242468,0.1247829861111111,0.0,-0.03501805963396745,2.0461514431180827,0.0,0.0,4,0.5051471425369789,0.5446894825168039,-0.08532841635945014,1.999965683775791,0.0,0.3996874496757053,0.0,586.2702026367188,-0.002745486790081486,39033,0.19090576171875,0.9991231560707092,0.017063182,0.8814162015914917,0.00029995392,-36.859293365478514,1838.1888732910156,0.2,,,,,
-0.002278645833333336,0.904345616124935,0.7,0.0,0.0,8849,0.0,0.0,0.01,-0.08135540694917996,0.0,-0.5216065118443859,0.0,0.0,0.0,-0.026159085118560688,-0.4173667482644803,0.053276909722222224,0.0,0.0,0.0,-0.10644544066516243,0.0,0.0,244.96,0.0,55296,-0.04760577325191487,-0.08356499414564839,0.0,-0.006167555928094243,-0.1696346667260914,0.0,-0.2734767176386,0.0,0.0,3,-27.03931858,-0.13218437607183736,0.09263780381944445,0.0,-0.030488865385349926,2.2789085878970905,0.0,0.0,6,0.5045304723341655,0.8645240175052866,-0.07021274839408748,1.9999519925776792,0.0,0.6664795617900542,0.0,356.81036376953125,-0.006195328303147107,39037,0.12105712890625,0.9995257258415222,0.012043753,0.9538043737411499,0.00029990784,-36.86848793029785,1093.9508514404297,0.2,,,,,
-0.0015190972222222188,0.7824072468419091,0.7,0.0,0.0,8531,0.0,0.0,0.01,-0.05722827424551263,0.0,-0.5081282438442706,0.0,0.0,0.0,-0.019715675354869303,-0.3648446497968813,0.028537326388888888,0.0,0.0,0.0,-0.10644520122750167,0.0,0.0,309.18,0.0,73728,-0.03416219432105681,-0.08613842964298107,0.0,-0.004402214424785561,-0.1719873302572273,0.0,-0.21882709938374603,0.0,0.0,4,26.034693400000005,-0.10712546794739485,0.07256401909722222,0.0,-0.02362804042792886,2.5183676397522645,0.0,0.0,8,0.5045570269135822,1.0295074081086686,-0.05908219622210967,1.9999731275999784,0.0,0.43599787028177717,0.0,336.87835693359375,-0.010121235833503306,39041,0.1256591796875,1.0000745058059692,0.012822276,0.9556867480278015,0.00029986176,-36.87833213806152,1102.3890411376954,0.2,,,,,
-0.0022786458333333365,0.6935703655029642,0.7,0.0,0.0,8219,0.0,0.0,0.01,-0.08252684482077556,0.0,-0.5329517784851661,0.0,0.0,0.0,-0.02194632798532678,-0.35425445003186634,0.04470486111111111,0.0,0.0,0.0,-0.1056689193396708,0.0,0.0,398.24,0.0,92160,-0.04003746494915591,-0.08960009660224319,0.0,-0.005241331566045207,-0.19609041488585077,0.0,-0.27099237052539704,0.0,0.0,5,119.15806363000002,-0.112124348641712,0.087890625,0.0,-0.027864922192126034,2.2867885708460296,0.0,-0.00032675565884288674,11,0.5047597104240222,1.070842364612403,-0.04922297248425289,1.9999708359680568,0.0,0.4989203705529044,0.0,443.1942443847656,-0.010739139438373967,39045,0.1344482421875,1.0004512071609497,0.012756658,0.9558914303779602,0.00029981568,-36.88692741394043,1152.4469299316406,0.2,,,,,
-0.002408854166666672,0.6857283697037226,0.7,0.0,0.0,7974,0.0,0.0,0.01,-0.07094005718105215,0.0,-0.5371447872921438,0.0,0.0,0.0,-0.026966478683894138,-0.35165961001240215,0.04541015625,0.0,0.0,0.0,-0.10503981567303523,0.0,0.0,469.36,0.0,110592,-0.04246353340082042,-0.0889368382612117,0.0,-0.005286045239676991,-0.18584376598012614,0.0,-0.2567473529362186,0.0,0.0,6,195.62328373999998,-0.10392615532362687,0.09781901041666667,0.0,-0.028894725681160464,2.335915778866978,0.0,0.0,13,0.5035065662438308,1.086414152659793,-0.051957845296237495,1.9999713687344922,0.0,0.4461371005536959,0.0,252.62782287597656,-0.013464164198376238,39049,0.16407470703125,1.0009338855743408,0.014636269,0.9736307859420776,0.00029976959999999996,-36.89204788208008,783.5512069702148,0.2,,,,,
-0.001888020833333331,0.6164224446034363,0.7,0.0,0.0,7727,0.0,0.0,0.01,-0.06792156229413951,0.0,-0.5393300787427484,0.0,0.0,0.0,-0.02286419086007098,-0.34275461905014626,0.029676649305555556,0.0,0.0,0.0,-0.10550628168196732,0.0,0.0,516.31,0.0,129024,-0.04121558682294213,-0.09052863972296843,0.0,-0.005106800264670587,-0.22515551774624576,0.0,-0.26827716649606725,0.0,0.0,7,254.38562630999996,-0.09206254910750994,0.0808376736111111,0.0,-0.026201996365286327,2.253446114973664,0.0,0.0,16,0.5046086203065134,1.0874019198407288,-0.046559055224027326,1.999976679788743,0.0,0.4158112550662116,0.0,229.2631072998047,-0.013407865480985492,39053,0.17967529296875,1.0011992454528809,0.013829792,0.9744835495948792,0.00029972352,-36.89777050018311,741.7724655151367,0.2,,,,,
-0.0021267361111111122,0.6157785098390707,0.7,0.0,0.0,7533,0.0,0.0,0.01,-0.10340638082795425,0.0,-0.5245448421128533,0.0,0.0,0.0,-0.0401813662828342,-0.37282830160411623,0.04530164930555555,0.0,0.0,0.0,-0.1046290112617212,0.0,0.0,520.88,0.0,147456,-0.06494285981701949,-0.08864364469045316,0.0,-0.00857073515811097,-0.23241750618807677,0.0,-0.28630207886416326,0.0,0.0,8,255.9154839,-0.10830495730750127,0.10300021701388888,0.0,-0.03428541482708238,2.2432008081634125,0.0,0.0,19,0.5042631520705934,0.9960582638635049,-0.058732912859068266,1.9999699612638935,0.0,0.475096548502663,0.0,259.46539306640625,-0.015654498216463253,39057,0.1794189453125,1.0016499757766724,0.015475728,0.9749024510383606,0.00029967744,-36.904414367675784,820.0831024169922,0.2,,,,,
-0.0025499131944444514,0.5921838835754283,0.7,0.0,0.0,7366,0.0,0.0,0.01,-0.09274067555019402,0.0,-0.5606072268116102,0.0,0.0,0.0,-0.03934213890774651,-0.32976744944663827,0.05832248263888889,0.0,0.0,0.0,-0.10404883078561913,0.0,0.0,584.95,0.0,165888,-0.07055060708934288,-0.09024557827915752,0.0,-0.008420471083474637,-0.24576054763918892,0.0,-0.3000100906279392,0.0,0.0,9,350.22072016000004,-0.10885438958530505,0.11881510416666667,0.0,-0.038208415287416836,2.154229157708046,0.0,0.0,22,0.5050857268409781,0.9325649072883285,-0.05899928045271444,1.999949845437119,0.0,0.6256914465381147,0.0,378.1205749511719,-0.012495952745666727,39061,0.1751220703125,1.001549243927002,0.01604302,0.9750451445579529,0.00029963136,-36.905653190612796,811.5537475585937,0.2,,,,,
-0.0023980034722222267,0.5474634818958025,0.7,0.0,0.0,7232,0.0,0.0,0.01,-0.06291414443291306,0.0,-0.5414501625977123,0.0,0.0,0.0,-0.02710003368109381,-0.26445664087643794,0.05300564236111111,0.0,0.0,0.0,-0.10438432401142587,0.0,0.0,632.97,0.0,184320,-0.04665025340115011,-0.09080345195596845,0.0,-0.006487498298412217,-0.18821216820057776,0.0,-0.3023907027953064,0.0,0.0,10,432.29942529,-0.0959711636661989,0.10302734375,0.0,-0.03088705395323932,2.26314925544117,0.0,-3.4622367461363124e-05,25,0.5051692191714802,0.9573782913628816,-0.06063199221266913,1.9999628932711104,0.0,0.555429810822053,0.0,439.3332824707031,-0.012824054772499949,39065,0.2169677734375,1.0020159482955933,0.018056177,0.9762773513793945,0.00029958527999999996,-36.91219863891602,893.2859619140625,0.2,,,,,
-0.0020073784722222216,0.4531500085966852,0.699993856,0.0,0.0,7137,0.0,0.0,0.01,-0.08653761586359635,0.0,-0.5475038877013767,0.0,0.0,0.0,-0.03369746937426056,-0.2935753215124684,0.045844184027777776,0.0,0.0,0.0002304,-0.1044907274707255,0.0009216,-3.2391876880547967e-06,649.1,1.152e-05,202752,-0.05908957689420932,-0.0911234246034889,0.0,-0.008331465344754447,-0.23961852416924082,0.0,-0.2703235772649608,2.6879999999999997e-05,0.0,11,455.14046268,-0.09316200541353889,0.10359700520833334,-1.2772278225810948e-07,-0.029557668659080032,2.2415462771045456,0.0,-0.00026889835998603664,28,0.5047555662266365,1.022975941755985,-0.048915675795852306,1.9999679826853678,-1.6523706149919523e-08,0.6709141540882784,0.0,305.05517578125,-0.014981474168598652,39069,0.20697021484375,1.0023972988128662,0.01759835,0.9776580333709717,0.0002995392,-36.91993350982666,809.5569854736328,0.2,0.0002304,7.68e-05,0.0002304,0.0002304,7.68e-05
-0.0020833333333333333,0.42662938540283935,0.699987712,0.0,0.0,7072,0.0,0.0,0.01,-0.06685412528620716,0.0,-0.5508202619580782,0.0,0.0,0.0,-0.03266286419809473,-0.33565125405786783,0.048394097222222224,0.0,0.0,0.0004608,-0.10493109768111768,0.0018432,-6.4456680010285495e-06,693.63,2.304e-05,221184,-0.048062948508443726,-0.09242674546787763,0.0,-0.008260286658513647,-0.19520413272700796,0.0,-0.293159330225173,5.3759999999999994e-05,0.0,12,496.65787055999994,-0.08630569378276036,0.07538519965277778,-2.527460856136882e-07,-0.02545041573204044,2.45691239727613,0.0,0.0,31,0.5047706486229477,1.079150914299363,-0.04382381272061749,1.9999746539667997,-3.199014249063704e-08,0.6020531490665624,0.0,196.40292358398438,-0.01547255472978577,39073,0.18157958984375,1.001706600189209,0.0167761,0.9808433651924133,0.00029949311999999997,-36.913175392150876,647.0754898071289,0.2,0.0004608,0.0001536,0.0004608,0.0004608,0.0001536
-0.001746961805555551,0.415172097819263,0.699981568,0.0,0.0,7002,0.0,0.0,0.01,-0.06990975336445056,0.0,-0.5279087856094599,0.0,0.0,0.0,-0.02233628239193312,-0.32642439255353944,0.036566840277777776,0.0,0.0,0.0006912,-0.10513464585170411,0.0027648,-9.349637363659614e-06,697.63,3.456e-05,239616,-0.032902752547588905,-0.09124544731844068,0.0,-0.005854622411233355,-0.1733954435443438,0.0,-0.23919431619940587,8.063999999999999e-05,0.0,13,509.50282703000005,-0.07684373642968448,0.07256401909722222,-3.403152649074082e-07,-0.021345923262880893,2.453763266564862,0.0,0.0,34,0.5048517624044685,1.198558954871122,-0.03992653058240025,1.9999780606700943,-4.354282061237032e-08,0.40729406747784164,0.0,210.8442840576172,-0.018754060310311616,39077,0.17396240234375,1.0021032094955444,0.016042128,0.9789789319038391,0.00029944704,-36.91685791015625,683.9981307983398,0.2,0.0006912,0.0002304,0.0006912,0.0006912,0.0002304
-0.002506510416666673,0.41947563768899127,0.6999754239999999,0.0,0.0,6953,0.0,0.0,0.01,-0.09797275440115182,0.0,-0.549101033983892,0.0,0.0,0.0,-0.028734223029030243,-0.3555259790028103,0.0632595486111111,0.0,0.0,0.0009216,-0.10364215824391695,0.0036864,-1.3336181946677557e-05,725.93,4.608e-05,258048,-0.05153082920188192,-0.09358822994509174,0.0,-0.006835449455143718,-0.19943995724193445,0.0,-0.2845988200250391,0.00010751999999999999,0.0,14,549.31426,-0.09686685826884298,0.09578450520833333,-5.417401595795469e-07,-0.03492829767610518,2.1289681833525256,0.0,0.0,37,0.5051386918358169,1.0553440097327629,-0.03926737023709878,1.999965093593209,-6.887389528247977e-08,0.4923767977917984,0.0,259.0658874511719,-0.01562830777838826,39081,0.164453125,1.0019023418426514,0.01490936,0.9791463017463684,0.00029940095999999997,-36.91602458953857,688.9289779663086,0.2,0.0009216,0.0003072,0.0009216,0.0009216,0.0003072
-0.0027886284722222327,0.4621913634029789,0.6999692799999999,0.0,0.0,6907,0.0,0.0,0.01,-0.09368728188484868,0.0,-0.5502025385127871,0.0,0.0,0.0,-0.03992285423426767,-0.29768176048522454,0.05615234375,0.0,0.0,0.001152,-0.10321683676220554,0.004608,-1.7065062894969736e-05,810.99,5.7600000000000004e-05,276480,-0.06670999252849907,-0.09219075734630901,0.0,-0.008352101116720701,-0.2290098071995528,0.0,-0.33048478907682444,0.0001344,0.0,15,655.26451596,-0.08893051817434518,0.11992730034722222,-7.284479870231247e-07,-0.03909174426829645,2.082681799700166,0.0,0.0,40,0.505218935185872,0.8583932612687766,-0.0623933801258418,1.9999615087147353,-9.979330956639289e-08,0.4824391188079315,0.0,385.1416015625,-0.014053202478680759,39085,0.16453857421875,1.0017192363739014,0.012785907,0.9751392602920532,0.00029935488,-36.91150016784668,989.4933959960938,0.2,0.001152,0.000384,0.001152,0.001152,0.000384
-0.00231119791666667,0.39678333079848593,0.6999631359999999,0.0,0.0,6886,0.0,0.0,0.01,-0.09644788140388058,0.0,-0.54233692065655,0.0,0.0,0.0,-0.04777086280376217,-0.3216185312739065,0.03982204861111111,0.0,0.0,0.0013824,-0.10425374435478452,0.0055296,-2.188399052679683e-05,808.48,6.912e-05,294912,-0.0689447462571067,-0.08919372539568989,0.0,-0.010833391627460697,-0.26337969886993573,0.0,-0.30852082936226155,0.00016128,0.0,16,670.4629069399999,-0.0911678830504084,0.10270182291666666,-8.088378378464344e-07,-0.034927183671022405,2.1922600108948966,0.0,0.0,42,0.5049269911173686,1.0104670906609463,-0.04869457991803613,1.9999694291567118,-1.0364297342882372e-07,0.7438472794803749,0.0,379.39898681640625,-0.01550554230925627,39089,0.14925537109375,1.001799464225769,0.0142200915,0.9681270718574524,0.0002993088,-36.913231658935544,1169.3831604003906,0.2,0.0013824,0.00046080000000000003,0.0013824,0.0013824,0.00046080000000000003
-0.001963975694444443,0.393653137917878,0.699956992,0.0,0.0,6852,0.0,0.0,0.01,-0.1014612496120585,0.0,-0.5531626724493461,0.0,0.0,0.0,-0.03423913249440098,-0.4047369536436858,0.034993489583333336,0.0,0.0,0.0016128,-0.10432297795187935,0.0064512,-2.4018759260346922e-05,783.68,8.064e-05,313344,-0.053954887746685484,-0.0935387961338104,0.0,-0.008841470562983202,-0.21313646581951307,0.0,-0.2816315792725354,0.00018816000000000001,0.0,17,614.8777746599999,-0.09529461050277972,0.07649739583333333,-8.692441929548377e-07,-0.027738883188864343,2.3269096822316744,0.0,0.0,45,0.5044997144972697,1.0583889738776042,-0.04513901052767292,1.9999772610645141,-1.0804390101607073e-07,0.6365511986847734,0.0,278.18377685546875,-0.018418127228505908,39093,0.15001220703125,1.0014739036560059,0.015259561,0.981255054473877,0.00029926272,-36.91079959869385,650.4193099975586,0.2,0.0016128,0.0005376000000000001,0.0016128,0.0016128,0.0005376000000000001
-0.002332899305555559,0.39079656647962124,0.699950848,0.0,0.0,6820,0.0,0.0,0.01,-0.09497063576238471,0.0,-0.5501786792962823,0.0,0.0,0.0,-0.03034938084144909,-0.29614401019808567,0.04177517361111111,0.0,0.0,0.0018432,-0.1038043310741494,0.0073728,-2.6284930999710163e-05,765.83,9.216e-05,331776,-0.05054507149732584,-0.09711512254600835,0.0,-0.007140082342070996,-0.20332114499514142,0.0,-0.3093748423000855,0.00021504,0.0,18,578.83219651,-0.08522559576826946,0.09068467881944445,-1.0646255302722576e-06,-0.030419570233614898,2.3420529641676398,0.0,-2.4671689673089595e-06,48,0.5049571403258192,1.1387855486175706,-0.04296920129043786,1.999963985966539,-1.340271851459555e-07,0.5685360588889805,0.0,256.1195983886719,-0.017584969592280685,39097,0.1655029296875,1.0015475749969482,0.016206276,0.981139600276947,0.00029921664,-36.90741672515869,708.8801879882812,0.2,0.0018432,0.0006144000000000001,0.0018432,0.0018432,0.0006144000000000001
