reward_terms/vz,reward_terms/coef_rate,reward_terms/angmom,reward_terms/fwd_speed,reward_terms/overrun,reward_terms/lat_vel,reward_terms/residual_rate,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/action_rate,time/iterations,curriculum/sprint_dist_m,reward_terms/stop,reward_terms/clearance,reward_terms/height,reward_terms/ang_xy,reward_terms/time,reward_terms/alive,reward_terms/foot_slip,reward_terms/motor_vel,time/fps,reward_terms/air_time,reward_terms/step_rate,curriculum/ctrl_drop_prob,rollout/ep_len_mean,reward_terms/torque,reward_terms/energy,reward_terms/stance,rollout/ep_rew_mean,curriculum/ent_coef,curriculum/eff_scale,reward_terms/assist_pen,curriculum/stance_ratio,time/time_elapsed,reward_terms/foot_ahead,reward_terms/upright,reward_terms/hip_roll,time/total_timesteps,curriculum/ctrl_jitter_ms,reward_terms/residual,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss,train/n_updates,train/explained_variance,train/learning_rate,train/loss,train/approx_kl,train/entropy_loss,train/std
-0.17461864217904993,-0.16757095985271062,-0.35195369713363195,-0.9053044363795935,0.0,-8.301734372143004e-08,0.0,0.0,-0.20122440451032642,-0.037859008631308685,11,25.1152,0.0,0.0841006367051308,-0.02769837079532329,-0.5388166732007257,-0.5,0.0,-0.4857721369852988,-9.136447869670321e-06,4187,0.0007557492644991726,0.0,0.0,146.99,-0.0002924599763475601,-4.0619631239060234e-05,-0.03001762281208668,-136.32160618,0.01,0.000768,0.0,0.6498233600000001,48,0.0,-0.5182618419054921,-0.1270709884823889,202752,0.0,-0.10316662306961899,0.0477294921875,0.2,-0.006287611729931086,118.2990650177002,16234,0.7344450950622559,0.00029990784,34.78196716308594,0.00776214,-19.86840476989746,1.0005372762680054
-0.17325044665252212,-0.15717921445712776,-0.3347102479227179,-0.9059687334283097,0.0,-8.246492358409733e-08,0.0,-2.848226965094606e-06,-0.2005777045092886,-0.03799021480133379,12,25.12672,0.0,0.0870789976156533,-0.03173405595934025,-0.5186917867019698,-0.5,0.0,-0.472546467095397,-1.0472769840677077e-05,4193,0.0008132578255349977,0.0,0.0,146.54,-0.0003190856168691213,-4.514202527461361e-05,-0.03668683950552412,-136.18921069,0.01,0.0008448,0.0,0.649805696,52,0.0,-0.5471706817300961,-0.1367405181591453,221184,0.0,-0.10299236534283548,0.05623779296875,0.2,-0.005725987115874886,87.31140689849853,16238,0.7560240626335144,0.000299898624,27.800920486450195,0.007310974,-19.868884563446045,1.000612497329712
-0.1730375334671987,-0.18377080365401324,-0.3285031760818385,-0.8354994966888127,0.0,-8.718310342798516e-08,0.0,-8.395658611940841e-05,-0.19730165969651708,-0.0387004573705237,13,25.13824,0.0,0.08177514148127953,-0.03086776867090876,-0.5109906700878657,-0.5,0.0,-0.4868325673258084,-1.068892130923198e-05,4195,0.0006776244715890951,0.0,0.0,143.56,-0.00033275012677687576,-4.735904098469794e-05,-0.032855389802557276,-135.42128868,0.01,0.0009216,0.0,0.649788032,57,0.0,-0.5378273041809488,-0.1358693515086612,239616,0.0,-0.10262022304587382,0.05797119140625,0.2,-0.007241484837140888,68.8434555053711,16242,0.6496111750602722,0.00029988940799999996,19.330554962158203,0.008049294,-19.868868350982666,1.0006382465362549
-0.1792881568243332,-0.17430964273565872,-0.32333061254034495,-0.958478168737069,0.0,-7.434389940134597e-08,0.0,-5.3032252859945096e-05,-0.1697104060329994,-0.03772817984385892,14,25.14976,0.0,0.0842719109582951,-0.03830868617414851,-0.5048258221376732,-0.5,0.0,-0.4560671671449422,-1.1256152268042161e-05,4199,0.0007161443677937819,0.0,0.0,148.2,-0.0003676175831857952,-5.0186083671652056e-05,-0.0664361899801557,-136.61953838,0.01,0.0009984,0.0,0.649770368,61,0.0,-0.5480276738409047,-0.16079917305607566,258048,0.0,-0.10270739053655091,0.09031982421875,0.2,-0.008694545179605485,61.64584484100342,16246,0.607785701751709,0.000299880192,20.68874168395996,0.008692391,-19.87005205154419,1.0008518695831299
-0.16565382766724826,-0.1845564629281397,-0.3428805571007237,-0.8651270908041708,0.0,-8.989800685321176e-08,0.0,0.0,-0.17625466383519192,-0.039800225111787074,15,25.16128,0.0,0.0812705397488623,-0.028462864029131903,-0.5199098751471171,-0.5,0.0,-0.48286832570816635,-1.2565854763404187e-05,4201,0.0005626071878294977,0.0,0.0,138.57,-0.00039922175731983293,-5.6256387760149746e-05,-0.03284430349631754,-134.18581321000002,0.01,0.0010752,0.0,0.6497527040000001,65,0.0,-0.5004162908803662,-0.13652726079292915,276480,0.0,-0.10220180523729241,0.08232421875,0.2,-0.009920475678518415,48.22617931365967,16250,0.5302425622940063,0.000299870976,16.02318572998047,0.009799453,-19.87273120880127,1.0013091564178467
-0.1479241434342816,-0.20205818707098688,-0.30759766786103215,-0.8026147940495938,0.0,-9.244934915459945e-08,0.0,-1.4241341786045166e-05,-0.17904738714959179,-0.04067863881276343,16,25.1728,0.0,0.0792698295844329,-0.026043997078094742,-0.5361681783372928,-0.5,0.0,-0.4725271319559826,-1.272073313741155e-05,4204,0.0004893650701786908,0.0,0.0,145.97,-0.00042670297992843933,-5.787720595907781e-05,-0.043759417250298534,-136.05582704,0.01,0.001152,0.0,0.64973504,70,0.0,-0.4793493356982699,-0.13555693484833942,294912,0.0,-0.102142909881562,0.096142578125,0.2,-0.010147725744172931,45.71040105819702,16254,0.4387286901473999,0.00029986176,14.401941299438477,0.008814081,-19.872991466522215,1.001133680343628
-0.18323735901574933,-0.20636632698575982,-0.27615401713627713,-0.9163357290282755,0.0,-9.164331697773556e-08,0.0,-1.505510428816908e-05,-0.18171904819861967,-0.04075596408161644,17,25.18432,0.0,0.08404433759780087,-0.03261801666004035,-0.5214524702825528,-0.5,0.0,-0.4546479093387102,-1.3099314134197844e-05,4206,0.00037923090146958,0.0,0.0,161.15,-0.000495298418165672,-6.195495137288496e-05,-0.04977208280609167,-139.73199344,0.01,0.0012288,0.0,0.649717376,74,0.0,-0.503918597153675,-0.14097687429783626,313344,0.0,-0.10230171779303428,0.12796630859375,0.2,-0.010474256495945156,31.48132963180542,16258,0.40851593017578125,0.000299852544,10.822237968444824,0.010948939,-19.871734142303467,1.0010721683502197
-0.18001999941651234,-0.20302246965379883,-0.29559940398839196,-0.8532641061560847,0.0,-7.824675611460789e-08,0.0,-3.7434459146526125e-05,-0.17672079108210215,-0.04062050685678588,18,25.19584,0.0,0.08106086335560794,-0.03509131382566081,-0.5223028751584288,-0.5,0.0,-0.47168803633156764,-1.3710515453149702e-05,4208,0.00042914393513153,0.0,0.0,153.89,-0.0005346144584788359,-6.537234330745622e-05,-0.05891331978690067,-138.03817286,0.01,0.0013056,0.0,0.649699712,78,0.0,-0.5071762617876086,-0.13976423931756285,331776,0.0,-0.10198757207437448,0.1197509765625,0.2,-0.007424986246041954,82.51264734268189,16262,0.5570592880249023,0.000299843328,14.735332489013672,0.00990041,-19.872493743896484,1.0013169050216675
-0.17182189480607446,-0.21169104145905898,-0.28840848536118174,-0.7777121088039632,0.0,-9.22875380527775e-08,0.0,-9.195888803030054e-05,-0.16453255733459748,-0.04020006221197764,19,25.20736,0.0,0.08294029745181984,-0.031124766283300027,-0.5309737709458512,-0.5,0.0,-0.45143872146973213,-1.4921080994232488e-05,4210,0.0005295126757118851,0.0,0.0,149.76,-0.0005325402639483482,-6.90159154152425e-05,-0.07607896774481614,-136.99067486,0.01,0.0013824,0.0,0.6496820480000001,83,0.0,-0.4984863907174246,-0.16353175424897118,350208,0.0,-0.10211967219973933,0.13624267578125,0.2,-0.010103720787446946,44.38295631408691,16266,0.17804622650146484,0.000299834112,11.157158851623535,0.011334276,-19.876665306091308,1.0017898082733154
-0.1966659433482364,-0.23195580646562408,-0.27819590602295796,-0.8181236313387091,0.0,-8.813368291323873e-08,0.0,-0.00032199309336849384,-0.17166592187539992,-0.03943264994035584,20,25.21888,0.0,0.08384397272344304,-0.037457446294369076,-0.513228146397818,-0.5,0.0,-0.4199461075862286,-1.4573643019625896e-05,4211,0.0007926420690233095,0.0,0.0,157.29,-0.000563296977345609,-6.95859193351513e-05,-0.11012089045736849,-138.87234220999997,0.01,0.0014592,0.0,0.649664384,87,0.0,-0.5171874397338807,-0.18193431857583778,368640,0.0,-0.1024526346355841,0.1484375,0.2,-0.012441379355732352,28.422762393951416,16270,0.12872010469436646,0.00029982489599999996,8.97728157043457,0.014541194,-19.873896503448485,1.001189947128296
-0.17289787808851897,-0.23710102436002353,-0.24858130473424758,-0.7143596443864393,0.0,-6.786329345111471e-08,0.0,-0.00013807429544006786,-0.1755699528879762,-0.0402778425286098,21,25.2304,0.0,0.08268563880493868,-0.03173295374431831,-0.517571592274196,-0.5,0.0,-0.4387928509491106,-1.5254531366977078e-05,4211,0.0007920992146763536,0.0,0.0,155.21,-0.0005974496312999521,-7.206431385709483e-05,-0.10448713089087466,-138.30627988,0.01,0.001536,0.0,0.64964672,91,0.0,-0.5040131934441353,-0.1648477180685965,387072,0.0,-0.10216601311866168,0.15728759765625,0.2,-0.011892387981060893,24.918276596069337,16274,0.03152841329574585,0.00029981568,7.89286994934082,0.016155442,-19.877433586120606,1.0024656057357788
-0.18127627248236738,-0.23654087047322297,-0.2394951500241865,-0.7199245456710048,0.0,-7.849560446686993e-08,0.0,-0.000366751665650453,-0.1618978247852088,-0.04024792208679616,22,25.24192,0.0,0.08371305022628625,-0.040454322442245144,-0.5104959961941262,-0.5,0.0,-0.4042808399628567,-1.637028554039059e-05,4211,0.0007291654086050888,0.0,0.0,149.46,-0.0006058369441246441,-7.647367154182594e-05,-0.11022064742434702,-136.938032,0.01,0.0016128,0.0,0.649629056,96,0.0,-0.4788772343826524,-0.1698147836726659,405504,0.0,-0.10229034415733078,0.20775146484375,0.2,-0.006057939992751926,32.802036094665525,16278,0.32194948196411133,0.000299806464,7.328412055969238,0.01274087,-19.88336048126221,1.0026278495788574
-0.1938058241065079,-0.2186030540764165,-0.2662486423569466,-0.7594513607553768,0.0,-7.257265509964012e-08,0.0,-0.00011366006219759583,-0.15819646596982037,-0.03990983319383255,23,25.25344,0.0,0.08782215350823339,-0.0354028181983225,-0.4945265820028837,-0.5,0.0,-0.4108097253021608,-1.8613859562751776e-05,4213,0.0006488702428113255,0.0,0.0,147.27,-0.0007124067565879964,-8.771590271915662e-05,-0.06660636856902417,-136.21232277,0.01,0.0016896,0.0,0.6496113920000001,100,0.0,-0.4836430924953723,-0.14468595940480344,423936,0.0,-0.10244508938798726,0.15322265625,0.2,-0.011470314883626997,20.64822087287903,16282,0.15132176876068115,0.000299797248,6.420892715454102,0.017564924,-19.880524921417237,1.002497911453247
-0.18140060697732774,-0.18032604966677943,-0.28326365115357643,-0.8280575339994776,0.0,-7.691461284108767e-08,0.0,-3.7976488884952332e-06,-0.1493213894099285,-0.036166090873003216,24,25.26496,0.0,0.08737076590241866,-0.03592630306484546,-0.47311538599534547,-0.5,0.0,-0.37666625044513613,-2.232749931008503e-05,4218,0.0006564657152112988,0.0,0.0,139.64,-0.0007794534587504651,-9.880035718947026e-05,-0.04039927255743264,-134.48916726,0.01,0.0017664,0.0,0.649593728,104,0.0,-0.5001412375317138,-0.14922233673932062,442368,0.0,-0.10293448443069542,0.243701171875,0.2,0.004356319271028042,155.45702667236327,16283,0.7533527612686157,0.000299788032,57.166751861572266,0.024842355,-19.868469619750975,1.0004642009735107
-0.1803025910260091,-0.16677676958847099,-0.27682923362537126,-0.8297747457436055,0.0,-8.170293842313227e-08,0.0,-0.000155570829520002,-0.14411252607462965,-0.03601349940250178,25,25.27648,0.0,0.08676176303618105,-0.03390906225082595,-0.47743730059826395,-0.5,0.0,-0.3898617194391355,-2.3895241004174277e-05,4220,0.0005626072460371587,0.0,0.0,140.72,-0.0007867742252748544,-0.0001032715710666248,-0.024521528030475432,-134.76987054,0.01,0.0018432,0.0,0.649576064,109,0.0,-0.5025150509103355,-0.14208891646707966,460800,0.0,-0.10281362034166122,0.17498779296875,0.2,-0.00995790776796639,46.47511701583862,16287,0.6891313791275024,0.000299778816,9.196227073669434,0.012791979,-19.8771071434021,1.0017545223236084
-0.18673415617726785,-0.16129632215613213,-0.2987072546680743,-0.8467136673458259,0.0,-5.7679393233614327e-08,0.0,0.0,-0.14679769195066372,-0.035557313439992806,26,25.288,0.0,0.08950070989674588,-0.03421769833802251,-0.5043337726336086,-0.5,0.0,-0.36839937388906957,-2.4868345800605266e-05,4222,0.0005414484734905676,0.0,0.0,144.13,-0.0008597699308349265,-0.00010945492917216511,-0.03970515960568106,-135.61079251,0.01,0.00192,0.0,0.6495584,113,0.0,-0.5181118597466526,-0.13916712165162648,479232,0.0,-0.10315251211609586,0.1932373046875,0.2,-0.014037509053014218,16.067105293273926,16291,0.143890380859375,0.00029976959999999996,4.8308234214782715,0.018869128,-19.882019901275633,1.0027058124542236
-0.17386498034120434,-0.1815261608616883,-0.27316164206256865,-0.7865641589086039,0.0,-7.805971704450694e-08,0.0,0.0,-0.1491161449463247,-0.03709099078715654,27,25.29952,0.0,0.08890543136510559,-0.033051841796658585,-0.4912295416650811,-0.5,0.0,-0.37642140081729875,-2.4689227700483472e-05,4223,0.0007926417424136566,0.0,0.0,148.86,-0.000872395170206185,-0.00010879340657203135,-0.029935041531199594,-136.78044956,0.01,0.0019968,0.0,0.6495407360000001,117,0.0,-0.5104820250969003,-0.16330358789054708,497664,0.0,-0.1029344836638305,0.2531005859375,0.2,-0.0017644105129875243,37.09384870529175,16295,0.6538677215576172,0.000299760384,9.36320972442627,0.014955026,-19.87821559906006,1.0019723176956177
-0.1797341719585953,-0.18192507269644467,-0.2993606533863842,-0.7743816884157723,0.0,-7.242149696249136e-08,0.0,-3.7976488884952332e-06,-0.15373171484321368,-0.03699918246349341,28,25.31104,0.0,0.08493034517834344,-0.0341227132867457,-0.472823262597329,-0.5,0.0,-0.4146373013904251,-2.5712675928362188e-05,4222,0.000528427691379976,0.0,0.0,145.77,-0.0009010290468953664,-0.00011375193929632876,-0.06820561027048724,-135.83056577,0.01,0.0020736,0.0,0.649523072,122,0.0,-0.5301150174666867,-0.145847366282838,516096,0.0,-0.10285978268685553,0.18140869140625,0.2,-0.010740177857223898,20.27849373817444,16299,-0.5334243774414062,0.000299751168,5.201474189758301,0.01539962,-19.881113910675047,1.0026862621307373
-0.17931230221333078,-0.20879029126345883,-0.28969845796584515,-0.7227336504920981,0.0,-7.155733510007192e-08,0.0,-1.2342485004208154e-05,-0.16377774556496225,-0.03835271276428999,29,25.32256,0.0,0.08571441285070862,-0.030053076329158847,-0.48668200305815723,-0.5,0.0,-0.4092998457315307,-2.6591510618004253e-05,4223,0.0004850249549943126,0.0,0.0,140.06,-0.000926197029305229,-0.00011814746380368237,-0.04062313770171126,-134.58226308999997,0.01,0.0021504,0.0,0.649505408,126,0.0,-0.5033800836321068,-0.14324864537478915,534528,0.0,-0.10244902909469399,0.26964111328125,0.2,-0.0033856662339530885,78.93435764312744,16303,0.810684323310852,0.000299741952,21.652387619018555,0.017646233,-19.87886381149292,1.0018789768218994
-0.17042001947100877,-0.21263287286840998,-0.2729239945773588,-0.6899188344039764,0.0,-8.161229323642669e-08,0.0,-9.602775228106313e-05,-0.1464148284995632,-0.03949613784436998,30,25.33408,0.0,0.08599112758814548,-0.030352232481889212,-0.4985682490041968,-0.5,0.0,-0.4135856726470315,-2.5864295454579142e-05,4224,0.0005745430567508771,0.0,0.0,150.39,-0.0009943528715676904,-0.0001192179498763684,-0.04537981703251093,-137.06419649,0.01,0.0022272,0.0,0.649487744,130,0.0,-0.4725680176333952,-0.14662767402277127,552960,0.0,-0.10235725506188793,0.1358642578125,0.2,-0.012267651595175266,20.56681833267212,16307,-0.2416287660598755,0.000299732736,5.716205596923828,0.014830707,-19.87649002075195,1.0017973184585571
-0.16951370955066491,-0.21730992418579245,-0.2784538527384284,-0.7262791775300178,0.0,-7.300676130482883e-08,0.0,-1.8445956003334788e-05,-0.16872050371847477,-0.038172541141715255,31,25.3456,0.0,0.08837426682312403,-0.027934106225070792,-0.4715321448671797,-0.5,0.0,-0.3959519327462391,-2.5911887089201683e-05,4225,0.0006765394678546323,0.0,0.0,149.65,-0.0009104680615579161,-0.00011591836452962067,-0.07671420253497703,-136.94434539,0.01,0.002304,0.0,0.6494700800000001,135,0.0,-0.4968172354320281,-0.16081010671984,571392,0.0,-0.10262467364850557,0.1825439453125,0.2,-0.00724649780895561,46.96780223846436,16311,0.7228661775588989,0.00029972352,10.729989051818848,0.012243409,-19.878167343139648,1.0022202730178833
-0.20013957137881125,-0.20794871034234144,-0.289255886448456,-0.78957725742112,0.0,-6.92271184365326e-08,0.0,-0.002131884696104357,-0.1642685860799809,-0.03889453931391594,32,25.35712,0.0,0.08500230586501271,-0.033363247515030704,-0.4796622129086565,-0.5,0.0,-0.4270055705860933,-2.8039222241010975e-05,4225,0.0006917307101604012,0.0,0.0,147.8,-0.0009928989418946758,-0.0001249059866211888,-0.08139702768852729,-136.5511348,0.01,0.0023808,0.0,0.649452416,139,0.0,-0.5332390362919678,-0.16497605858741493,589824,0.0,-0.10269831199407578,0.20267333984375,0.2,-0.014772249618545175,14.874478960037232,16315,0.03584164381027222,0.000299714304,4.42701530456543,0.023981264,-19.887125968933105,1.0034444332122803
-0.18562323554264437,-0.21026031751973762,-0.3093333655986915,-0.7678577118947766,0.0,-9.114708863309125e-08,0.0,-5.6151889212843445e-05,-0.1415242511555913,-0.03806154170102822,33,25.36864,0.0,0.08825461422770071,-0.029795157889214066,-0.49292572413547703,-0.5,0.0,-0.3931132042355189,-2.9604322514320178e-05,4226,0.0006271689263586369,0.0,0.0,145.0,-0.0010806615930580021,-0.0001328409287771328,-0.05343678152194883,-135.82738355,0.01,0.0024576,0.0,0.649434752,143,0.0,-0.5030322332878201,-0.14619455070320797,608256,0.0,-0.10293840025846406,0.2684326171875,0.2,-0.010814997367560863,14.96104302406311,16319,-0.11910176277160645,0.00029970508799999996,4.897706031799316,0.023217335,-19.884896183013915,1.0028358697891235
-0.1758459281657328,-0.21838017847779556,-0.25408287834048743,-0.7610528724871044,0.0,-7.438326683217147e-08,0.0,-5.424953997135162e-07,-0.16259862292723704,-0.03950083526752758,34,25.38016,0.0,0.0880898816127864,-0.034177305567615605,-0.4844500045050697,-0.5,0.0,-0.39458348355966016,-2.8913661599857614e-05,4227,0.0005891914091383418,0.0,0.0,149.69,-0.001050853208910301,-0.000128411359550226,-0.07791490439612364,-136.97207989,0.01,0.0025344,0.0,0.649417088,148,0.0,-0.4944864907220656,-0.16185867098198609,626688,0.0,-0.10243486345265382,0.2208984375,0.2,-0.012883588625118136,13.490810775756836,16323,0.004209160804748535,0.000299695872,3.7488698959350586,0.01764499,-19.8844033241272,1.0033057928085327
-0.17282960554216262,-0.2342243295240293,-0.26755920046772586,-0.6306847388096325,0.0,-6.548916295025609e-08,0.0,-0.0001432276718939344,-0.17347446580910073,-0.038988986988419856,35,25.39168,0.0,0.08539014215605789,-0.02762732313564829,-0.4956969086706436,-0.5,0.0,-0.3960539678977384,-2.9609609402269635e-05,4227,0.0005371084100463324,0.0,0.0,141.62,-0.0010760780780425681,-0.00013298987661590324,-0.10345960503585883,-134.96412704000002,0.01,0.0026112,0.0,0.6493994240000001,152,0.0,-0.5077797645771049,-0.17068969565939335,645120,0.0,-0.10235979612244557,0.2285888671875,0.2,-0.012085793272126466,11.487961339950562,16327,-0.6501001119613647,0.000299686656,3.3550405502319336,0.021573592,-19.885821628570557,1.0033719539642334
