reward_terms/stance,reward_terms/pos_pen,reward_terms/air_time,rollout/ep_rew_mean,reward_terms/upright,reward_terms/progress,reward_terms/alive,reward_terms/ang_xy,reward_terms/action_rate,time/total_timesteps,reward_terms/height,reward_terms/heading_pen,curriculum/cmd_vx_frac,reward_terms/track_heading,reward_terms/lat_vel,reward_terms/clearance,reward_terms/stance_time,time/iterations,reward_terms/track_yaw,reward_terms/hip_roll,reward_terms/track_vx,time/time_elapsed,reward_terms/torque,reward_terms/yaw_rate,curriculum/ent_coef,rollout/ep_len_mean,reward_terms/fwd_speed,reward_terms/track_pos,reward_terms/foot_slip,reward_terms/vz,time/fps,train/n_updates,train/loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/approx_kl
-0.000126042553168392,0.0,0.001250000046898744,379.29161151999995,-1.3826397950093198e-08,0.0,0.5,-7.055544339546526e-08,-0.02858286027211704,6895616,0.0,0.0,0.861056,0.0,-1.373925668434737e-09,0.02404151852394079,0.0,962,0.0,-0.034004296579675165,0.0,6527,-0.07117489778509557,0.0,0.01,1000.0,0.009308077067305862,0.0,-0.025681182979523494,0.0,1056,3832,21.111541748046875,0.2,-0.0005706809606635943,4.069010537932627e-05,0.9918449521064758,0.6830184459686279,-5.344127535820007,0.0001277888,38.847561836242676,0.0004765783
-0.00014708985178425835,0.0,0.0017382813384756446,380.3245361399999,-1.7208379431337327e-08,0.0,0.5,-9.664932987855144e-08,-0.030333579195375573,6902784,0.0,0.0,0.861952,0.0,-1.4183702232093914e-09,0.025869550135343488,0.0,963,0.0,-0.0360959913410158,0.0,6534,-0.07667799229694798,0.0,0.01,1000.0,0.012334584619265737,0.0,-0.01212122045850563,0.0,1056,3836,0.7356297969818115,0.2,-0.0013795342892990448,0.003814697265625,0.99860680103302,0.6830297112464905,-5.3441057205200195,0.00012760959999999998,1.5747675150632858,0.0022901464
-0.00015580671245537164,0.0,0.0017996650505145745,376.6965053800002,-1.5607407527227895e-08,0.0,0.5,-7.943289736792671e-08,-0.028694845378340852,6909952,0.0,0.0,0.862848,0.0,-1.3530689722002044e-09,0.02200710726090551,0.0,964,0.0,-0.025801048475300178,0.0,6541,-0.11135316522821449,0.0,0.01,1000.0,0.008743710460202003,0.0,-0.013694862987602302,0.0,1056,3840,0.461350679397583,0.2,-0.003886326963765896,0.025034586200490594,0.9969541430473328,0.6830432415008545,-5.343841314315796,0.00012743040000000002,1.2058124542236328,0.0071143797
-5.323240853838538e-05,0.0,0.0,371.93379749,-1.4233639055607305e-08,0.0,0.5,-7.188026756245573e-08,-0.027861362090045447,6917120,0.0,0.0,0.863744,0.0,-1.3813405426456448e-09,0.01978044907157717,0.0,965,0.0,-0.019798479031562906,0.0,6549,-0.09760297391066704,0.0,0.01,1000.0,0.007189987480962364,0.0,-0.0014246567024917126,0.0,1056,3844,0.5217701196670532,0.2,-0.001156649424956413,0.0031636556013836525,0.996467649936676,0.6830323338508606,-5.34342086315155,0.0001272512,1.1790735721588135,0.0027743042
-7.106668018968915e-05,0.0,0.0019391740622398043,369.82748813,-1.660035687931838e-08,0.0,0.5,-8.738778021837719e-08,-0.029547285971229218,6924288,0.0,0.0,0.86464,0.0,-1.466004928261987e-09,0.026092689844325657,0.0,966,0.0,-0.03505079366998093,0.0,6556,-0.060466086098653456,0.0,0.01,1000.0,0.014828841127108154,0.0,-0.015522358086838888,0.0,1056,3848,0.2060723900794983,0.2,-0.0020163778935966548,0.013824462817865424,0.9977589249610901,0.6830927729606628,-5.342890679836273,0.00012707200000000002,0.5581369176506996,0.0045987163
-4.5323899391892355e-05,0.0,0.0010156249876932374,371.62007557000004,-1.528340165025884e-08,0.0,0.5,-7.880428460336122e-08,-0.029012326801004757,6931456,0.0,0.0,0.865536,0.0,-1.426701979372971e-09,0.026573177474139485,0.0,967,0.0,-0.02829899174452301,0.0,6563,-0.07162931474609154,0.0,0.01,1000.0,0.017572353866346407,0.0,-0.007963307273646383,0.0,1056,3852,0.4592210054397583,0.2,-0.002926574680259364,0.029581705573946238,0.9973447322845459,0.6832367777824402,-5.3428675532341,0.0001268928,1.210060030221939,0.0067759035
-0.00011787987154455105,0.0,0.0,372.01267873000006,-1.4443681259524532e-08,0.0,0.5,-7.362974409941196e-08,-0.027695494968087524,6938624,0.0,0.0,0.866432,0.0,-1.4057352225361074e-09,0.02280549973520654,0.0,968,0.0,-0.017261819942930003,0.0,6570,-0.09323937108276711,0.0,0.01,1000.0,0.02590574253675951,0.0,-0.0010980328721433602,0.0,1055,3856,0.4988117814064026,0.2,-0.0032979063012135157,0.046356200822629035,0.9964883923530579,0.6832892298698425,-5.342960178852081,0.00012671360000000002,1.1549817025661469,0.008460933
-0.000191769174397882,0.0,0.00017578124035415904,370.0622436599999,-1.3719149761302236e-08,0.0,0.5,-6.972816484115089e-08,-0.028467332789941274,6945792,0.0,0.0,0.867328,0.0,-1.436567838512065e-09,0.02594401019453527,0.0,969,0.0,-0.01851441069147769,0.0,6578,-0.07698869748471114,0.0,0.01,1000.0,0.011285003007275746,0.0,-0.005020457329944962,0.0,1055,3860,0.4717923104763031,0.2,-0.0012838460424973164,0.04797363327816129,0.9960598945617676,0.6832854151725769,-5.3422523736953735,0.0001265344,1.0750963240861893,0.006575254
-0.00011784428276896732,0.0,0.00030970980878919363,370.86539799999997,-1.3984010488712614e-08,0.0,0.5,-6.86518356647616e-08,-0.02785713420136807,6952960,0.0,0.0,0.868224,0.0,-1.38488656909864e-09,0.01911478399139325,0.0,970,0.0,-0.018452390248119396,0.0,6585,-0.10209580542624742,0.0,0.01,1000.0,0.0050919294907121075,0.0,-0.002295901973635695,0.0,1055,3864,0.3927891254425049,0.2,-0.002130451108314446,0.038848876720294356,0.9953705072402954,0.6834340691566467,-5.341612756252289,0.0001263552,0.9145229607820511,0.005901475
-0.0002662168970836981,0.0,0.0025474330260684447,367.11003113000004,-1.8797078289309653e-08,0.0,0.5,-9.467285089224532e-08,-0.02968091819770637,6960128,0.0,0.0,0.86912,0.0,-1.35691641639963e-09,0.026539180142104452,0.0,971,0.0,-0.04468653670004097,0.0,6592,-0.09864995390528875,0.0,0.01,1000.0,0.015064944373730366,0.0,-0.01073950099609835,0.0,1055,3868,0.2410822957754135,0.2,-0.0023500248107666266,0.03625488339457661,0.9972408413887024,0.6836040616035461,-5.3417022824287415,0.000126176,0.6659946218132973,0.006974228
