curriculum/stance_ratio,time/iterations,curriculum/ctrl_jitter_ms,reward_terms/stance_time,reward_terms/clearance,reward_terms/action_rate,reward_terms/residual,ankle/ankle_spring_energy_peak,reward_terms/upright,reward_terms/stop,curriculum/eff_scale,reward_terms/phase_contact,reward_terms/height,rollout/ep_rew_mean,curriculum/sprint_dist_m,time/time_elapsed,curriculum/ctrl_drop_prob,curriculum/ent_coef,reward_terms/duty_sym,reward_terms/step_rate,reward_terms/time,reward_terms/energy,reward_terms/lat_vel,reward_terms/residual_rate,reward_terms/ang_xy,ankle/ankle_defl_peak,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/coef_rate,ankle/ankle_spring_trq_peak,reward_terms/angmom,reward_terms/assist_pen,rollout/ep_len_mean,time/fps,reward_terms/hip_roll,reward_terms/stance,reward_terms/alive,reward_terms/vz,reward_terms/overrun,reward_terms/foot_ahead,time/total_timesteps,reward_terms/air_time,reward_terms/torque,reward_terms/motor_vel,train/std,train/entropy_loss,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/clip_range,train/policy_gradient_loss
0.64929344,11,0.0,-0.006712765529906998,0.016449645453224537,-0.21551624334824743,-0.06077731267250522,13.930274315159519,-0.2976585583342098,0.0,0.003072,-0.5855539318620839,-0.043760647651144055,-142.80518830999998,25.4608,74,0.0,0.01,0.0,-0.009689670138888815,-0.5,-4.78972590249008e-06,-2.8662891120427076e-09,0.0,-0.11344763701991598,0.7390553878831742,-1.8217947735940712,-0.03194406033764342,-1.5475487226096474,21.173936862852937,-0.23994890817615225,0.0,42.92,2730,-0.002270872420360076,0.0,0.0,-0.18817220506103985,0.0,0.0,202752,0.0,-0.0001467338513759648,-4.6353844056916325e-07,1.0007305145263672,-34.06258354187012,0.00029963136,993.3912963867188,0.00155029296875,0.45736509561538696,2124.1821044921876,0.0019185621,40,0.2,-0.005892364238388836
0.649222784,12,0.0,-0.0065717067837896236,0.01647951191197848,-0.21435801537599028,-0.06097532705631539,13.978001929201394,-0.3105262520955768,0.0,0.0033792,-0.5866131338637389,-0.04465978699913202,-142.1206492,25.50688,80,0.0,0.01,0.0,-0.00968967013888882,-0.5,-5.346148515533502e-06,-2.7915830775554208e-09,0.0,-0.11565632315159632,0.745377959024223,-1.8376966211411916,-0.030879370443508507,-1.542779229076021,21.355078526043986,-0.24369468645055592,0.0,42.23,2731,-0.0022944034630707445,-6.9316127539728595e-06,0.0,-0.1917733148720589,0.0,0.0,221184,0.0,-0.0001592122733062325,-5.180178196945478e-07,1.0008502006530762,-34.06318550109863,0.000299594496,865.326416015625,0.00147705078125,0.37385785579681396,1919.7517150878907,0.0018243752,44,0.2,-0.005914732138626278
0.649152128,13,0.0,-0.006063352739955816,0.017068564548482393,-0.21290991467198703,-0.06077080369331678,13.396208177929594,-0.3105498325663229,0.0,0.0036864,-0.5829612335657974,-0.045068960923079854,-142.03429495,25.55296,87,0.0,0.01,0.0,-0.009928385416666593,-0.5,-5.877332833812748e-06,-2.8221100614287867e-09,0.0,-0.11307374623584894,0.7409439635257753,-1.8427618516590292,-0.0337833645434174,-1.5380022475672606,21.22804455501346,-0.24475739567892418,0.0,42.14,2733,-0.002254199751269925,0.0,0.0,-0.19255543300105613,0.0,0.0,239616,0.0,-0.0001719366422470083,-5.581207444143556e-07,1.0007789134979248,-34.0636474609375,0.000299557632,795.00927734375,0.00029296875,0.3079932928085327,1712.3133544921875,0.0011798928,48,0.2,-0.0044884551782160996
0.649081472,14,0.0,-0.006654714402328763,0.01834102482399107,-0.21539767330056322,-0.06107397367658746,15.291788267363906,-0.33491151661998636,0.0,0.0039936,-0.5818784735177733,-0.047492830088471216,-144.16238949,25.59904,94,0.0,0.01,0.0,-0.009960937499999914,-0.5,-6.301561729911746e-06,-2.970899940721453e-09,0.0,-0.12111450647898551,0.7537639047450122,-1.8837852366388335,-0.033293517835938174,-1.545202544468515,21.5953358709446,-0.26262066287121066,0.0,44.28,2736,-0.002344824711695154,-2.2761100571041462e-05,0.0,-0.20373328958978285,0.0,0.0,258048,0.0,-0.00018068861335646864,-6.104775944975549e-07,1.0006200075149536,-34.06050548553467,0.00029952076799999997,711.2744750976562,0.00035400390625,0.18480634689331055,1533.4149230957032,0.0013364028,52,0.2,-0.004773100221063942
0.649010816,15,0.0,-0.006716020728668405,0.016488801622892485,-0.21435918565275605,-0.06077443477259324,14.639310166715255,-0.32652783153228343,0.0,0.0043008,-0.5903592701108997,-0.044617943741063135,-142.40124735,25.64512,100,0.0,0.01,0.0,-0.009819878472222147,-0.5,-6.770365929530348e-06,-3.036310226946771e-09,0.0,-0.12118611474867712,0.7271294942328731,-1.8495392461247542,-0.04009795972598787,-1.5466233595000713,20.83226000977181,-0.25512737372339334,0.0,42.53,2738,-0.0023242284460571164,-3.6569401125444783e-07,0.0,-0.19422495856983785,0.0,0.0,276480,0.0,-0.00019907768722174696,-6.531049483181141e-07,1.0007920265197754,-34.06192150115967,0.000299483904,631.6240234375,0.00174560546875,0.11005312204360962,1382.1469482421876,0.0019122142,56,0.2,-0.005415468977298587
0.64894016,16,0.0,-0.006829952675616369,0.017344719176295473,-0.21605419726196037,-0.06072856310358784,13.478970037099103,-0.3218414035837585,0.0,0.004608,-0.579958452427427,-0.04600143095539941,-143.90667741999997,25.6912,107,0.0,0.01,0.0,-0.009472656249999944,-0.5,-7.162871940222793e-06,-2.7940145419494007e-09,0.0,-0.12141410700540195,0.7316758672095114,-1.8668835384383833,-0.03880727705000309,-1.5435734872629945,20.9625135955525,-0.2574759589258384,0.0,44.01,2740,-0.002436162472095046,-6.06219260206564e-05,0.0,-0.19887108534061834,0.0,0.0,294912,0.0,-0.0002057838944963789,-7.011053560130623e-07,1.000910758972168,-34.063916969299314,0.00029944704,601.3187866210938,0.00146484375,0.0804944634437561,1298.6670288085938,0.001852141,60,0.2,-0.0053467232151888314
0.648869504,17,0.0,-0.006866302444703049,0.01726164492010927,-0.21211710476212275,-0.060784108253723775,13.777718918368489,-0.3283569595618534,0.0,0.0049152,-0.5833121546907114,-0.0454855766185424,-143.28502864,25.73728,114,0.0,0.01,0.0,-0.010004340277777694,-0.5,-7.712070086783567e-06,-2.8726711275141345e-09,0.0,-0.12015249693226021,0.7563682879736244,-1.8576228525482132,-0.03587072067871559,-1.5457880966681286,21.669951450444337,-0.252908676527255,0.0,43.4,2741,-0.002464646367343739,-2.0928508750209942e-05,0.0,-0.1968217033669488,0.0,0.0,313344,0.0,-0.0002219573784912288,-7.645049871287554e-07,1.0008292198181152,-34.06432991027832,0.00029941017599999996,562.3292846679688,0.00089111328125,-0.0017008781433105469,1200.1276489257812,0.001543951,64,0.2,-0.005043624504469335
0.648798848,18,0.0,-0.007300871890038252,0.01742405788126647,-0.2142121449127844,-0.060872619377566176,14.629415191861618,-0.3455686527222783,0.0,0.0052224,-0.5800416394105132,-0.04750021880776619,-144.51057858000001,25.783360000000002,120,0.0,0.01,0.0,-0.009678819444444374,-0.5,-8.397482289430499e-06,-3.177732589519383e-09,0.0,-0.13034803305079834,0.7420162237844359,-1.8950522982666287,-0.039682113051608875,-1.5424733554540415,21.258764811424086,-0.2713607534400645,0.0,44.63,2742,-0.0022902110528871147,-5.840386826691252e-06,0.0,-0.2059538292626599,0.0,0.0,331776,0.0,-0.0002442172752411566,-8.161722839690178e-07,1.000898838043213,-34.06421394348145,0.00029937331199999997,533.8757934570312,0.00113525390625,0.008992910385131836,1121.7304931640624,0.0018322852,68,0.2,-0.005407270893920213
0.648728192,19,0.0,-0.006864674829153551,0.01843377198849623,-0.21348172393409182,-0.060755002897876845,14.153033537992393,-0.3577676324091756,0.0,0.0055296,-0.5767382848417021,-0.048064401891801445,-143.57895838000002,25.829439999999998,127,0.0,0.01,0.0,-0.009733072916666606,-0.5,-9.257770984946424e-06,-3.3563949965143347e-09,0.0,-0.12937745069749237,0.7808203647674892,-1.9042669370737215,-0.03222079835166984,-1.5406513443916234,22.370503450588565,-0.2776779976626775,0.0,43.68,2742,-0.0023871178046132174,-5.963355008965122e-07,0.0,-0.20815599820946484,0.0,0.0,350208,0.0,-0.0002591601077376905,-8.67004489477587e-07,1.0007984638214111,-34.06377620697022,0.000299336448,449.08587646484375,0.00206298828125,-0.0001685619354248047,1031.4833618164062,0.0019643963,72,0.2,-0.005465675564482808
0.648657536,20,0.0,-0.007149504822640059,0.01759961526988384,-0.21412410661756012,-0.06100175427114322,15.962913993673133,-0.3596344720353894,0.0,0.0058368,-0.5805932389367687,-0.04833791969079202,-144.52788927000003,25.87552,134,0.0,0.01,0.0,-0.009765624999999929,-0.5,-9.749220286107466e-06,-3.083659008587123e-09,0.0,-0.13245786078561358,0.7498963343139822,-1.9043593349911367,-0.03348027189001487,-1.5404788451320766,21.484529978095587,-0.27704909491200874,0.0,44.64,2744,-0.0023560533799913044,0.0,0.0,-0.20916891246268088,0.0,0.0,368640,0.0,-0.00027834754044811917,-9.214097155229577e-07,1.0009735822677612,-34.06387348175049,0.000299299584,458.3049011230469,0.001708984375,-0.014740824699401855,959.2047515869141,0.0018828247,76,0.2,-0.0055254736682400106
0.64858688,21,0.0,-0.00753687386168167,0.01876471119419136,-0.21248951528674964,-0.060836051540048924,13.674749190765121,-0.36637503178597447,0.0,0.006144,-0.580171154841626,-0.050096547157787795,-144.94721446999998,25.9216,140,0.0,0.01,0.0,-0.009440104166666604,-0.5,-9.594974593733944e-06,-3.282925254290565e-09,0.0,-0.12933529613147385,0.7338132549436202,-1.9366326299525172,-0.03644673271504602,-1.5424146783823072,21.023749754134716,-0.2857054907142731,0.0,45.06,2746,-0.0024656731725714157,-2.3453771558349147e-06,0.0,-0.2155933060713113,0.0,0.0,387072,0.0,-0.0002699851400310181,-9.234832826151953e-07,1.0010831356048584,-34.06670093536377,0.00029926272,405.0306701660156,0.00164794921875,-0.00229036808013916,886.6443389892578,0.0019995414,80,0.2,-0.005871985608246177
0.648516224,22,0.0,-0.007357837810155211,0.018476535787649316,-0.21288475452848746,-0.060749930189911434,13.879393471551815,-0.37878902641601847,0.0,0.0064512,-0.5780456930680287,-0.05011332354063028,-143.87007466,25.96768,147,0.0,0.01,0.0,-0.009689670138888811,-0.5,-1.0828161156555433e-05,-3.1057985548304603e-09,0.0,-0.13455920718264613,0.7384551482200444,-1.9288372362256885,-0.03701137036664782,-1.5356183056233184,21.15673999650427,-0.28847541532508547,0.0,43.98,2746,-0.0023303468591512008,-1.1918379926845573e-06,0.0,-0.21642508588563394,0.0,0.0,405504,0.0,-0.00030343304975001637,-1.0000932227469028e-06,1.0012438297271729,-34.06732311248779,0.00029922585599999996,367.31671142578125,0.00194091796875,0.005856931209564209,812.2819702148438,0.0019927886,84,0.2,-0.005786818149499595
0.648445568,23,0.0,-0.007216779036550886,0.018901010972267672,-0.21221335519894619,-0.061133673466790044,14.907171857529388,-0.38726195395594987,0.0,0.0067584,-0.5810873977077192,-0.0505698190724511,-144.40548536000003,26.01376,167,0.0,0.01,0.0,-0.01004774305555547,-0.5,-1.1381138760966398e-05,-3.307397051690732e-09,0.0,-0.13567096043041044,0.7636118821325877,-1.9376885790095821,-0.033695518173657936,-1.5380503892750317,21.877480423098635,-0.28758894801639606,0.0,44.53,2530,-0.002410716224632929,-1.0865335600272615e-05,0.0,-0.219114236484713,0.0,0.0,423936,0.0,-0.00031582663199796894,-1.0559561014454195e-06,1.0011404752731323,-34.06711597442627,0.000299188992,354.67059326171875,0.0035888671875,0.011456072330474854,765.481655883789,0.002462519,88,0.2,-0.006063274224288762
0.648374912,24,0.0,-0.00745549364364706,0.019340398290888437,-0.21353681926066706,-0.060995455231356015,14.124317965300587,-0.3939693229034622,0.0,0.0070656,-0.5765598814565756,-0.052402478357597315,-144.87687064999997,26.05984,187,0.0,0.01,0.0,-0.009787326388888816,-0.5,-1.191954963935072e-05,-3.4650544175185467e-09,0.0,-0.13875030614880116,0.7714292333548246,-1.967099244539618,-0.035241928120453146,-1.5382454068860045,22.101447535615723,-0.30184858449214175,0.0,45.0,2357,-0.002469503870181111,0.0,0.0,-0.22621988806144466,0.0,0.0,442368,0.0,-0.00032935796649138254,-1.093065352837647e-06,1.0009125471115112,-34.06538887023926,0.000299152128,326.05914306640625,0.00501708984375,-0.0014646053314208984,702.1183410644531,0.002579594,92,0.2,-0.0064699453301727775
0.648304256,25,0.0,-0.007180429170451437,0.020075849591076708,-0.21320612840835518,-0.061221841065197874,15.923867731156323,-0.3969076496973379,0.0,0.0073728,-0.5807236520059458,-0.05283954036485097,-143.76917761,26.10592,207,0.0,0.01,0.0,-0.009776475694444365,-0.5,-1.2615390478877551e-05,-3.4278088969925e-09,0.0,-0.13735281800666452,0.8075865712494592,-1.9731332347200246,-0.03482923593445161,-1.5423994947994837,23.137355266297003,-0.30110499678206326,0.0,43.88,2217,-0.0025398689384412546,-5.208994796584944e-07,0.0,-0.22756288271467862,0.0,0.0,460800,0.0,-0.00034133638790175865,-1.1525750334911677e-06,1.001007318496704,-34.06375007629394,0.000299115264,294.85162353515625,0.00465087890625,0.0231478214263916,636.7383880615234,0.0028736216,96,0.2,-0.006879999750526622
0.6482336000000001,26,0.0,-0.0068755252707180465,0.019598706234598785,-0.2144230653168055,-0.061262249303986875,14.317981104521188,-0.3868356723321884,0.0,0.00768,-0.5747429747015274,-0.051553588851626454,-143.97297277,26.152,227,0.0,0.01,0.0,-0.009863281249999918,-0.5,-1.296318485661928e-05,-3.2087554633261073e-09,0.0,-0.1331314032987815,0.7623962355343119,-1.9477114394069928,-0.03253379679873375,-1.5410795721858728,21.842652148058036,-0.2916626255235528,0.0,44.08,2103,-0.0024688503714367896,-7.81335758717551e-06,0.0,-0.22055028898349816,0.0,0.0,479232,0.0,-0.00034942194439735555,-1.2072460662934587e-06,1.0010498762130737,-34.06611232757568,0.0002990784,289.5317077636719,0.00328369140625,0.011510610580444336,598.9226715087891,0.0025112522,100,0.2,-0.006532476213760674
0.6481629440000001,27,0.0,-0.007521682842505268,0.020404646246547427,-0.2119253429283466,-0.06115237805354163,14.093894042957643,-0.3975143193312717,0.0,0.0079872,-0.5733672643760263,-0.05372786277035252,-145.297567,26.19808,238,0.0,0.01,0.0,-0.010080295138888796,-0.5,-1.3543623842573224e-05,-3.362247283841099e-09,0.0,-0.13868856736015947,0.7838805843520328,-1.9884858627812203,-0.03557012418593471,-1.5432608841766853,22.45817874168574,-0.3024341686297339,0.0,45.4,2090,-0.0024936190254177234,-1.6518831474081595e-06,0.0,-0.2293786767780184,0.0,0.0,497664,0.0,-0.000341646313612405,-1.2526858870135216e-06,1.0011852979660034,-34.066361808776854,0.00029904153599999997,262.682861328125,0.007568359375,0.061852455139160156,553.9335998535156,0.0035087888,104,0.2,-0.007505434611812234
0.6480922880000001,28,0.0,-0.007105017003292839,0.020803981995154854,-0.21425528823157258,-0.06140776791589093,17.10782235939861,-0.4133944563036217,0.0,0.0082944,-0.5731753759867861,-0.05448972530854197,-144.33021995,26.24416,246,0.0,0.01,0.0,-0.010210503472222123,-0.5,-1.4031682455578738e-05,-3.4096594139410975e-09,0.0,-0.137222297127464,0.7767506898479989,-1.991446861616652,-0.03305803337164856,-1.5396126026679662,22.253907264145166,-0.303738808482544,0.0,44.44,2097,-0.0023977043557757813,-1.8538602914623885e-06,0.0,-0.23246957145106928,0.0,0.0,516096,0.0,-0.0003508879660060852,-1.3157208541456924e-06,1.0014126300811768,-34.06794776916504,0.000299004672,222.8656768798828,0.01090087890625,0.013425648212432861,502.9282196044922,0.0040681674,108,0.2,-0.008382530929520727
0.6480216320000001,29,0.0,-0.007373571046628058,0.02096753785209961,-0.21343917892081612,-0.06133117516410607,15.746091984665835,-0.4189769365512166,0.0,0.0086016,-0.5779217584842312,-0.0542828317578927,-145.76523996000003,26.29024,252,0.0,0.01,0.0,-0.009960937499999918,-0.5,-1.4666207130524299e-05,-3.4401378643549054e-09,0.0,-0.1415630443376188,0.7678175821690056,-2.003847808925409,-0.03282747032367872,-1.5434628861061421,21.99797372914201,-0.31159835809342695,0.0,45.88,2115,-0.0024545390487575617,-1.3111529061969899e-06,0.0,-0.23212340904321438,0.0,0.0,534528,0.0,-0.0003577211064002436,-1.3613607279638353e-06,1.0010690689086914,-34.06668834686279,0.000298967808,222.88180541992188,0.008447265625,0.025348007678985596,466.8329193115234,0.0036758874,112,0.2,-0.007682166912127286
0.6479509760000001,30,0.0,-0.007554777496908274,0.021197767995410843,-0.21253924894719708,-0.06114556684751434,14.242879363035662,-0.4186319044859773,0.0,0.0089088,-0.5772900218846807,-0.054775427576895866,-144.91545416,26.33632,259,0.0,0.01,0.0,-0.009787326388888809,-0.5,-1.568273924039264e-05,-3.62657753942376e-09,0.0,-0.13913876450895415,0.7764972059763998,-2.006346353335652,-0.035120984285650345,-1.5400992773154092,22.246644951223853,-0.3075813255035762,0.0,45.03,2131,-0.002360476573912159,-6.108245557930332e-10,0.0,-0.23310440106675362,0.0,0.0,552960,0.0,-0.00039328011707864043,-1.4323158075319647e-06,1.0014222860336304,-34.06787738800049,0.000298930944,195.94911193847656,0.01259765625,-0.01432943344116211,423.01641845703125,0.004479571,116,0.2,-0.008795404341071844
0.6478803200000001,31,0.0,-0.0069558202586550676,0.022256483527050765,-0.2135622764915307,-0.061303148961279134,15.349916567484842,-0.41939825196746505,0.0,0.009216,-0.5692329474435106,-0.05614556004438688,-144.56564760999998,26.3824,266,0.0,0.01,0.0,-0.010080295138888806,-0.5,-1.589614416094804e-05,-3.4374411102148133e-09,0.0,-0.1351902078259131,0.7725983992710822,-2.0059379148196474,-0.027763428443917722,-1.531763342293828,22.134944139116502,-0.3063362181880793,0.0,44.68,2147,-0.0022881964028978333,-3.904953967495497e-06,0.0,-0.2370267013343526,0.0,0.0,571392,0.0,-0.0003979101295087663,-1.4563560407762914e-06,1.001660704612732,-34.07248020172119,0.00029889407999999997,179.3201904296875,0.01417236328125,0.021337568759918213,391.46081390380857,0.0046699517,120,0.2,-0.008815301989670843
0.6478096640000001,32,0.0,-0.007678474988400315,0.02156997289190534,-0.2134283185025402,-0.06162994547789277,14.338608969193828,-0.43319070682508687,0.0,0.0095232,-0.5753827637042552,-0.056793608323984626,-145.49888762000003,26.42848,272,0.0,0.01,0.0,-0.009906684027777694,-0.5,-1.6793127984537966e-05,-3.776626776558273e-09,0.0,-0.1389087186794816,0.7553820155034744,-2.02842609029244,-0.03387101160604101,-1.5403082544974935,21.64169474417454,-0.31669122197887767,0.0,45.61,2162,-0.002375183578831909,0.0,0.0,-0.2404430940692903,0.0,0.0,589824,0.0,-0.00041240477164432803,-1.5266939861029422e-06,1.0014567375183105,-34.07160053253174,0.000298857216,161.28956604003906,0.01650390625,0.012044787406921387,356.72157897949216,0.0051026857,124,0.2,-0.009575370245147496
