reward_terms/track_heading,reward_terms/yaw_rate,reward_terms/action_rate,time/total_timesteps,reward_terms/track_yaw,reward_terms/ang_xy,reward_terms/lat_vel,time/fps,curriculum/ent_coef,rollout/ep_rew_mean,reward_terms/clearance,reward_terms/height,reward_terms/foot_slip,reward_terms/track_pos,reward_terms/torque,reward_terms/air_time,time/iterations,reward_terms/alive,rollout/ep_len_mean,reward_terms/pos_pen,reward_terms/upright,reward_terms/vz,reward_terms/heading_pen,time/time_elapsed,reward_terms/stance,reward_terms/stance_time,reward_terms/track_vx,reward_terms/hip_roll,reward_terms/progress,train/clip_fraction,train/loss,train/entropy_loss,train/n_updates,train/std,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance
1.3318457885599109,-1.1359208952285622,-0.6058292815235594,6144,0.1562516319949763,-1.0813273566323809,-0.04763525454779871,1384,0.01,-123.35330181,0.0,-0.011151522613314592,-1.1651277363794585,1.9796781316712984,-0.6086707513634507,0.0,1,0.5,20.0,-0.010967909955559796,-0.6901912037154244,-0.17343031245556384,-0.06888297125383726,4,-0.07651263899523543,0.0,0.635855023981858,-0.11334902716442724,0.0,,,,,,,,,,,
1.3063765740320348,-1.1844720860263376,-0.6047514060904481,12288,0.1461214120495676,-1.087885046110818,-0.06037411061079539,1361,0.01,-131.26560504,0.0,-0.01292900488297863,-1.1665056243283043,1.9718588987567587,-0.609964978517459,0.0,2,0.5,21.02,-0.01250275028991594,-0.7273777458724106,-0.18881829108921952,-0.08536441396419214,9,-0.07960049599473733,0.0,0.6176986417640483,-0.1069002164357805,0.0,0.001434326171875,3096.740966796875,-8.511934518814087,4,0.9994400143623352,0.0020954285,0.000298976,-0.00591056136181578,6301.264587402344,0.2,-0.0037723779678344727
1.3205484771802058,-1.165819699252501,-0.6006341124848404,18432,0.15005287865235076,-1.0802509741596866,-0.062484706805376405,1304,0.01,-126.35851524,0.0,-0.012056860335326396,-1.2259570220992184,1.9759303670418584,-0.6109502453497262,0.0,3,0.5,20.41,-0.01170617926733577,-0.6884318132988088,-0.18306761216990045,-0.07710132249419806,14,-0.075434620562186,0.0,0.6277871181968673,-0.10655554491693359,0.0,0.000152587890625,3360.103515625,-8.506511688232422,8,0.9987742900848389,0.0011483904,0.000297952,-0.0020522756967693567,6712.2603759765625,0.2,0.02617281675338745
1.3194950529788105,-1.136956007411603,-0.6053183405583695,24576,0.1544255026615928,-1.049890597312605,-0.05097722708679598,1315,0.01,-120.82519686999998,0.0,-0.010956629612591319,-1.2134342081320344,1.9815436608147634,-0.6050826872295277,0.0,4,0.5,20.51,-0.011090285274191423,-0.6728838205989232,-0.16499922839074962,-0.07875942166312856,18,-0.09098094568215197,0.0,0.6294486368353428,-0.10880109960810376,0.0,6.103515625e-05,3251.812744140625,-8.503552675247192,12,0.9981172680854797,0.0009574263,0.00029692799999999996,-0.0027832756168209016,6569.463806152344,0.2,0.04468029737472534
1.336111083420403,-1.1446705917521116,-0.6013459333720069,30720,0.15268439163488698,-1.055870438357971,-0.06493978460852955,1326,0.01,-126.30625750000002,0.0,-0.012910964939871351,-1.1920363456338536,1.9735073683525313,-0.6211617431666621,0.0,5,0.5,21.09,-0.012229111396895495,-0.6707838652847222,-0.16911235877927644,-0.07015333423459548,23,-0.0860542608221006,0.0,0.6209838538605496,-0.11146468627522992,0.0,0.0001220703125,3114.983154296875,-8.499960660934448,16,0.9975223541259766,0.00091591774,0.000295904,-0.002129046348272823,6239.351257324219,0.2,0.051717281341552734
1.3191186227465874,-1.1318243602189573,-0.6014338921977469,36864,0.15539881487575355,-1.0455538444096582,-0.06607934756997023,1336,0.01,-125.75658487000001,0.0,-0.0145188382182804,-1.1996428177442555,1.9793499507687828,-0.6069731377989014,0.0,6,0.5,22.45,-0.011711130272182744,-0.6419156206051949,-0.17892149228681475,-0.07628063882597007,27,-0.0820728913554666,0.0,0.6236737804870395,-0.10935625426932528,0.0,0.000152587890625,3235.31005859375,-8.497328042984009,20,0.9971675872802734,0.0010882061,0.00029488,-0.002517978980904445,6400.9957275390625,0.2,0.055213212966918945
1.3166878888473625,-1.1358228436896944,-0.6043453130869617,43008,0.15610362745815273,-1.0624477176180764,-0.07950831111323241,1344,0.01,-131.22907552,0.0,-0.014334277059610864,-1.1979802117236957,1.9671633546820508,-0.5986070984029938,0.0,7,0.5,23.31,-0.014255337156409429,-0.6511408957443782,-0.18067628385166645,-0.08023647031362205,31,-0.09330975071252441,0.0,0.6181220460446702,-0.11539188880157426,0.0,0.00030517578125,3080.122802734375,-8.494056344032288,24,0.9963936805725098,0.0010937632,0.000293856,-0.0024517864221706986,6264.599060058594,0.2,0.05128699541091919
1.3209851267249133,-1.1311899045708713,-0.605855822031117,49152,0.15535514363071257,-1.0578229400834598,-0.08888908792343707,1351,0.01,-123.97436951999998,0.0,-0.01583716944350419,-1.2098924667838313,1.946769643381329,-0.6145923261485414,0.0,8,0.5,21.8,-0.017547244854546052,-0.6592473478569019,-0.1799694503318692,-0.07889700233831251,36,-0.07387190959035338,0.0,0.6004710444464689,-0.12011776415848925,0.0,6.103515625e-05,3113.088134765625,-8.488899827003479,28,0.9955713152885437,0.0008993846,0.000292832,-0.0018884158198488876,6284.055847167969,0.2,0.047436416149139404
1.3443776652514714,-1.1132502086499791,-0.5939664615496744,55296,0.15959167347414652,-1.0668555377836608,-0.07414447290389713,1351,0.01,-122.63351087,0.0,-0.015747044644965933,-1.191485294868858,1.9694568708171383,-0.5971306947405406,0.0,9,0.5,21.5,-0.013251345403283564,-0.6479569847402499,-0.16877542898990094,-0.05921472564563466,40,-0.0715869544540546,0.0,0.6157620015765692,-0.12036846767161692,0.0,0.0001220703125,3152.351806640625,-8.48387610912323,32,0.9947035908699036,0.0006843676,0.000291808,-0.0016397920262534171,6322.421081542969,0.2,0.03926682472229004
1.3231793555286042,-1.1170873554828575,-0.6007283971616744,61440,0.15814584967260895,-1.033188019727335,-0.06205116166469395,1351,0.01,-130.01360239000002,0.0,-0.015869637759058353,-1.1866483821773273,1.975317764480928,-0.608964938878039,0.0,10,0.5,23.25,-0.012752639107560486,-0.653701106625886,-0.18335393756360563,-0.07303830250584012,45,-0.07312520179626857,0.0,0.6062427394003228,-0.11630447329406601,0.0,0.0,3061.54931640625,-8.478907585144043,36,0.9938011765480042,0.00049333903,0.000290784,-0.0015270991862053052,6094.775695800781,0.2,0.04038870334625244
