reward_terms/angmom,reward_terms/vz,rollout/ep_rew_mean,time/fps,reward_terms/energy,reward_terms/air_time,rollout/ep_len_mean,curriculum/ctrl_drop_prob,reward_terms/time,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/torque,reward_terms/motor_vel,reward_terms/assist_pen,reward_terms/foot_slip,curriculum/eff_scale,time/total_timesteps,time/iterations,reward_terms/height,reward_terms/action_rate,reward_terms/coef_rate,reward_terms/upright,reward_terms/hip_roll,reward_terms/clearance,curriculum/ent_coef,curriculum/stance_ratio,reward_terms/stance,reward_terms/ang_xy,curriculum/sprint_dist_m,reward_terms/stop,reward_terms/lat_vel,reward_terms/residual,reward_terms/fwd_speed,reward_terms/alive,time/time_elapsed,reward_terms/overrun,reward_terms/stance_time,train/value_loss,train/loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/std,train/entropy_loss,train/clip_range,train/n_updates
-0.15203926663777065,-0.28856702295541425,-161.37078378,4439,-0.0006168553132835763,0.00010036866297014058,247.46,0.0,-0.5,-0.5240901018132149,0.0,-0.006314033697188413,-8.891733735452848e-05,0.0,-0.8424622034122498,0.012288,2967552,161,-0.0301454636866552,-0.14960074224228107,-1.430801022494303,-0.3768861408511862,-0.15588026170417452,0.0272604624186914,0.01,0.64717376,-0.005667490974631135,-0.47763140119072134,26.8432,0.0,-5.2949278309240614e-08,-0.09853042625481609,-0.8425798047217123,0.0,668,0.0,-0.004127589990578902,0.05322365015745163,-0.37803754210472107,0.027124673,0.2510009765625,0.00029926272,-0.030400669679511338,0.7135003805160522,1.0026183128356934,-34.08435916900635,0.2,6790
-0.16008790416076307,-0.3205317334455802,-167.53653183999998,4439,-0.0006374614601428905,0.0001719831618376904,271.93,0.0,-0.5,-0.5019943313953061,0.0,-0.006521437218046519,-9.155280849597505e-05,0.0,-0.7948548218118544,0.0123648,2985984,162,-0.03484683634510623,-0.15104049435980327,-1.4182826046948869,-0.40879177819001206,-0.1580843541101958,0.034497652884784534,0.01,0.647156096,-0.03238632647287062,-0.4976977938640552,26.85472,0.0,-5.5401367607181124e-08,-0.09805031675365011,-0.9592278060829172,0.0,672,0.0,-0.0011801434787533556,0.056099981628358365,-0.3742590546607971,0.026622575,0.24381103515625,0.000299258112,-0.029054051626008003,0.7576665282249451,1.002496600151062,-34.08349189758301,0.2,6794
-0.16422574786295982,-0.3135177217902489,-164.90588076,4438,-0.0006456359468982939,0.00014485642896033823,261.43,0.0,-0.5,-0.5039385732287138,0.0,-0.006679832040417391,-9.358655323786364e-05,0.0,-0.8034195159392317,0.0124416,3004416,163,-0.03402576516690095,-0.149072999370507,-1.4079769751949753,-0.409725466721682,-0.16329574048637865,0.033310690358707984,0.01,0.647138432,-0.006051319727034622,-0.5189356591102358,26.86624,0.0,-5.915325435793471e-08,-0.09861328311468834,-0.851698871060789,0.0,676,0.0,-0.0009403418613752971,0.05144471637904644,-0.3766627907752991,0.028215254,0.25126953125,0.00029925350399999997,-0.031275113113224506,0.6928985118865967,1.0019288063049316,-34.07756786346435,0.2,6798
-0.14008586372217807,-0.3173524958294121,-166.45705407000003,4438,-0.0006390754654118964,0.00010362381969268124,267.49,0.0,-0.5,-0.5073077015451342,0.0,-0.006506662009137875,-9.208071002862788e-05,0.0,-0.8051466489841702,0.0125184,3022848,164,-0.03401369761179541,-0.15178564579158574,-1.4225000459100499,-0.38018724773610296,-0.15775215122141237,0.033147772994502445,0.01,0.6471207680000001,-0.01242074241444626,-0.4702153413269984,26.87776,0.0,-5.8685229417863094e-08,-0.09843832465142728,-0.9325535636414788,0.0,681,0.0,-0.0010580727119102245,0.07847636453807354,-0.35713160037994385,0.029417122,0.25482177734375,0.000299248896,-0.025742664595600217,0.7505736351013184,1.0026161670684814,-34.0824161529541,0.2,6802
-0.15316008527251485,-0.3065427093611694,-168.20404990999998,4438,-0.0006477881156175785,8.951796917244792e-05,274.03,0.0,-0.5,-0.5157949915113825,0.0,-0.0067476180474416916,-9.285111528049962e-05,0.0,-0.8094978150549957,0.0125952,3041280,165,-0.03447643778740429,-0.15108164469678387,-1.4216846750726175,-0.3861287370308217,-0.15864734023358407,0.0336870431008357,0.01,0.647103104,-0.016752661354055783,-0.49030867223475916,26.88928,0.0,-5.5162390932395644e-08,-0.09852593781193494,-0.9269268643542669,0.0,685,0.0,-0.005159760592505336,0.059523361176252364,-0.3701551556587219,0.030131027,0.25670166015625,0.000299244288,-0.02777489579748362,0.783600926399231,1.0023521184921265,-34.0814022064209,0.2,6806
-0.15586144252388945,-0.3071697040133849,-162.88352487,4438,-0.0006356376754608557,0.00013617595282590223,253.06,0.0,-0.5,-0.5249123919093632,0.0,-0.006625378022090252,-9.00470514603979e-05,0.0,-0.8053821470231275,0.012672,3059712,166,-0.03402928145875913,-0.15307761284702895,-1.405478857372601,-0.3971705756494282,-0.15037529315677456,0.03282077905073851,0.01,0.64708544,-0.019630808921859463,-0.4846544622964292,26.9008,0.0,-5.3234968461042776e-08,-0.0979597584510426,-0.8137841325135339,0.0,689,0.0,-0.0026829586988444338,0.04713020846247673,-0.38045448064804077,0.026936352,0.24696044921875,0.00029923968,-0.02778804984409362,0.6070132255554199,1.002166986465454,-34.079132080078125,0.2,6810
-0.15554141323632767,-0.2980995635839867,-163.99926292,4438,-0.0006576992172012073,0.000120442422080992,257.86,0.0,-0.5,-0.5170059290705002,0.0,-0.006694242751764507,-9.491672375628598e-05,0.0,-0.8243013403876267,0.0127488,3078144,167,-0.03147559473613499,-0.15181304299153342,-1.412479115124296,-0.38073890148502065,-0.15332959090334417,0.030591399629004937,0.01,0.647067776,-0.02060161800606803,-0.5012017802657106,26.91232,0.0,-5.069763037310761e-08,-0.09838276659719596,-0.9117897042543573,0.0,693,0.0,-0.0027808858641138715,0.06310843788087368,-0.36921024322509766,0.02710233,0.247509765625,0.000299235072,-0.02861164640635252,0.7090808153152466,1.0024265050888062,-34.07900276184082,0.2,6814
-0.15445157133647452,-0.30343565220461505,-167.15002383000004,4438,-0.000651123155956089,0.00012749529883472456,269.91,0.0,-0.5,-0.5049862229448491,0.0,-0.006802149340441229,-9.479310638778092e-05,0.0,-0.785195792425375,0.0128256,3096576,168,-0.030687342415612644,-0.15028997967951763,-1.4188355769809506,-0.3978046748638765,-0.15926352226369142,0.03361219444854064,0.01,0.6470501120000001,-0.013002572095714107,-0.502356434028385,26.92384,0.0,-5.2797354484962924e-08,-0.0984714376998625,-0.7846565148971721,0.0,697,0.0,-0.0008901592712694159,0.044451747089624405,-0.38106203079223633,0.027104804,0.25927734375,0.000299230464,-0.03043924509547651,0.7231195569038391,1.0028232336044312,-34.08684482574463,0.2,6818
-0.1544924244014485,-0.3057065441678233,-167.36494709,4438,-0.000682056496344671,0.00011555962393888169,270.68,0.0,-0.5,-0.49993972337411197,0.0,-0.006871933263203983,-0.00010043856201964991,0.0,-0.806462400808873,0.0129024,3115008,169,-0.03276683280622122,-0.15094080554479755,-1.4084994213940216,-0.4207514319327456,-0.15089863655712404,0.03337214796291614,0.01,0.647032448,-0.020256318816587585,-0.5139622491447704,26.93536,0.0,-5.426341485385234e-08,-0.09843064342902197,-0.8922372683980322,0.0,701,0.0,-0.0023262448731758115,0.05378350988030434,-0.3743698000907898,0.026370581,0.25902099609375,0.00029922585599999996,-0.027788829617202283,0.6603004932403564,1.0024592876434326,-34.08322277069092,0.2,6822
-0.15435604271053735,-0.2945546109864947,-168.45584228999996,4438,-0.0006619161333211278,9.060302788081269e-05,275.13,0.0,-0.5,-0.515528394099802,0.0,-0.006719382469994836,-9.631072888507142e-05,0.0,-0.819927922072242,0.0129792,3133440,170,-0.02777601860025803,-0.15087055448754377,-1.421455680662633,-0.3755811617780919,-0.1515277905346462,0.029882091045568777,0.01,0.647014784,-0.01394406642424654,-0.49787275033070066,26.94688,0.0,-4.9715546343414064e-08,-0.09855996610073436,-0.7644912782175132,0.0,706,0.0,-0.001706807369676729,0.042377587780356406,-0.38335222005844116,0.026163945,0.2349365234375,0.000299221248,-0.03047050260938704,0.5665104389190674,1.0025285482406616,-34.082733726501466,0.2,6826
-0.15571163473802987,-0.3002224279769567,-168.94711134000002,4438,-0.0006735275903756921,7.378446753136814e-05,277.9,0.0,-0.5,-0.5231266940494753,0.0,-0.006932737077201611,-9.549964993942819e-05,0.0,-0.8386149066779872,0.013056,3151872,171,-0.033086544508381034,-0.1510655509381393,-1.4167472913782033,-0.3975609137225819,-0.15845469644289886,0.03010504020589842,0.01,0.64699712,-0.01573031418588042,-0.5033261788160035,26.9584,0.0,-4.959702364325089e-08,-0.09866117119935264,-0.9252737985828047,0.0,710,0.0,-0.002981487596924934,0.04993207845836878,-0.3773748576641083,0.02729461,0.24940185546875,0.00029921664,-0.025636805477552115,0.7189769148826599,1.0025486946105957,-34.0837646484375,0.2,6830
-0.14684927137553574,-0.31588958127757955,-167.19196391000003,4437,-0.000676962296292718,9.874105388816033e-05,269.88,0.0,-0.5,-0.4989849525910398,0.0,-0.006901944418907536,-9.596442919396987e-05,0.0,-0.8068785847943348,0.0131328,3170304,172,-0.03941944563440383,-0.15125506011534517,-1.4203728513410905,-0.41662032371211705,-0.16489173739070698,0.03232271477870471,0.01,0.6469794560000001,-0.02127941421334554,-0.4764567019869354,26.969920000000002,0.0,-5.376499462794119e-08,-0.09824939415718574,-1.0107341860810324,0.0,714,0.0,-0.002419017882655478,0.05066939797252416,-0.3729844093322754,0.026975298,0.2554443359375,0.00029921203199999996,-0.026695940317586063,0.787854790687561,1.0025657415390015,-34.08298873901367,0.2,6834
-0.14899402037977205,-0.32210250926028716,-165.68287082999998,4437,-0.0006550447380940533,0.00011827222382028897,264.7,0.0,-0.5,-0.5074262349783636,0.0,-0.006577648061052538,-9.476710661638355e-05,0.0,-0.7898812354245842,0.0132096,3188736,173,-0.03261927100135727,-0.14979376981161227,-1.4169977674474428,-0.37018244431743175,-0.16635472207774812,0.03706668875903546,0.01,0.646961792,-0.034431733920103645,-0.45985911831504495,26.98144,0.0,-4.852731384822627e-08,-0.09848086387050703,-0.8201556312633385,0.0,718,0.0,-0.0008561156977925242,0.04133412558585405,-0.37871435284614563,0.027162572,0.24957275390625,0.000299207424,-0.029416403151117265,0.723213255405426,1.0023692846298218,-34.0838228225708,0.2,6838
-0.1629690074011793,-0.3091670219871029,-165.05824178,4437,-0.000683807177496451,7.975239552453988e-05,261.26,0.0,-0.5,-0.5235966656535571,0.0,-0.0069282999873221136,-9.78487827948569e-05,0.0,-0.8167019232843957,0.0132864,3207168,174,-0.03707516274803856,-0.15069329376945212,-1.4092024923323532,-0.40253454616734685,-0.15425642943528395,0.03229868591937608,0.01,0.646944128,-0.022689778723742754,-0.497179816456253,26.99296,0.0,-4.880654825576827e-08,-0.09772939644933643,-0.9322998661163885,0.0,722,0.0,-0.0028326985775493085,0.07634104192256927,-0.3661017417907715,0.027475685,0.2371337890625,0.000299202816,-0.024450524838175624,0.8137876391410828,1.0025438070297241,-34.08124771118164,0.2,6842
