time/iterations,reward_terms/stance,reward_terms/stop,reward_terms/phase_contact,reward_terms/assist_pen,reward_terms/time,reward_terms/torque,reward_terms/lat_vel,curriculum/sprint_dist_m,reward_terms/duty_sym,reward_terms/action_rate,reward_terms/fwd_speed,time/time_elapsed,reward_terms/stance_time,curriculum/ctrl_jitter_ms,curriculum/stance_ratio,reward_terms/energy,reward_terms/coef_rate,reward_terms/upright,reward_terms/vz,time/fps,reward_terms/motor_vel,time/total_timesteps,reward_terms/foot_slip,curriculum/eff_scale,reward_terms/angmom,reward_terms/alive,reward_terms/hip_roll,reward_terms/foot_ahead,reward_terms/step_rate,ankle/ankle_spring_trq_peak,ankle/ankle_defl_peak,curriculum/ent_coef,reward_terms/clearance,rollout/ep_len_mean,reward_terms/residual,ankle/ankle_spring_energy_peak,reward_terms/air_time,reward_terms/height,reward_terms/overrun,reward_terms/ang_xy,rollout/ep_rew_mean,reward_terms/residual_rate,curriculum/ctrl_drop_prob,train/clip_fraction,train/loss,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/std
11,0.0,0.0,-0.5290642641259966,0.0,-0.5,-3.1140201307407054e-05,-5.374767267870257e-09,25.1152,0.0,-0.21402460896897024,-1.4676536461792857,48,-0.005585349928070273,0.0,0.6498233600000001,-7.545332579287162e-07,-1.5838645759019845,-0.24216128827240022,-0.11126667991948863,4194,-9.479129750018358e-08,202752,-0.016947954415541883,0.000768,-0.1902663868248991,0.0,-0.0020007820800516714,0.0,-0.0027777777777777853,30.643344670994374,0.08755241334569822,0.01,0.02941980659587332,199.35,-0.06058037039963652,1.620705222808912,0.0,-0.03288167791750443,0.0,-0.11560891973160493,-149.62261317,0.0,0.0,0.01416015625,168.46475219726562,40,-34.0709810256958,349.2717529296875,0.2,0.6737514734268188,0.0043074004,-0.00802714891033247,0.00029990784,1.0014281272888184
12,0.0,0.0,-0.5339063988381141,0.0,-0.5,-3.4115247890595164e-05,-4.999286865940041e-09,25.12672,0.0,-0.2135818423975739,-1.4625726804401848,52,-0.005037119101163828,0.0,0.649805696,-8.322416028124348e-07,-1.5874637954221145,-0.24936759939901376,-0.11188606050001632,4199,-1.047503170072319e-07,221184,-0.015443181570601193,0.0008448,-0.18828249051188858,0.0,-0.0018620055301505557,0.0,-0.00290798611111112,29.39627118301866,0.08398934623719617,0.01,0.0279754151729565,196.46,-0.060352014578251456,1.80160587064515,0.0,-0.03364466995060797,0.0,-0.11228389108868624,-148.90200744,0.0,0.0,0.01214599609375,162.25302124023438,44,-34.07047348022461,330.7325378417969,0.2,0.6417229175567627,0.0039091655,-0.007799923990387469,0.000299898624,1.0014750957489014
13,0.0,0.0,-0.5364150974024912,0.0,-0.5,-3.614130093311002e-05,-4.941321508235721e-09,25.13824,0.0,-0.21408167667608172,-1.4677965591020308,57,-0.007325115204568849,0.0,0.649788032,-9.294216365402432e-07,-1.5814216046999257,-0.25394858417723326,-0.1095502374746958,4203,-1.173472385460714e-07,239616,-0.014415070874308985,0.0009216,-0.19300043959217847,0.0,-0.0022156365399695448,0.0,-0.0026041666666666726,30.090205936266404,0.08597201696076115,0.01,0.029414115608835667,201.77,-0.060810306891073536,1.7235979126991974,0.0,-0.03303351338019143,0.0,-0.11680159420220838,-150.21778022,0.0,0.0,0.0094970703125,125.73482513427734,48,-34.07359142303467,300.39208831787107,0.2,0.6188956499099731,0.0034120101,-0.007553185673896223,0.00029988940799999996,1.001758337020874
14,0.0,0.0,-0.5490869894828263,0.0,-0.5,-4.296774977853112e-05,-4.9576406165026685e-09,25.14976,0.0,-0.21192789375450918,-1.352479718231161,61,-0.005191604564768366,0.0,0.649770368,-1.117071186016961e-06,-1.5844297227675972,-0.18526761674780828,-0.0921467469561089,4207,-1.294764108345514e-07,258048,-0.015180900832176233,0.0009984,-0.15083563799206812,0.0,-0.0019125274744528518,0.0,-0.002680121527777783,29.65533780526397,0.08472953658646848,0.01,0.02455212964433464,191.24,-0.06035595331598266,1.6039820418571353,0.0,-0.026246324902788967,0.0,-0.09098766642856687,-147.58254317000004,0.0,0.0,0.011474609375,112.118408203125,52,-34.075596237182616,276.4606185913086,0.2,0.5808781981468201,0.0040313476,-0.00768340271897614,0.000299880192,1.0018296241760254
15,0.0,0.0,-0.5377962371059513,0.0,-0.5,-4.228822867658936e-05,-5.27758284159322e-09,25.16128,0.0,-0.2114909723223282,-1.452939638608929,65,-0.008356467131913329,0.0,0.6497527040000001,-1.0715447988721942e-06,-1.5748579197234565,-0.23774418051714413,-0.10626130413528424,4210,-1.3854503236456408e-07,276480,-0.0141990668313546,0.0010752,-0.19384593823440927,0.0,-0.0020654221773310695,0.0,-0.0027018229166666744,34.637410871357964,0.09896403106102275,0.01,0.02732604841673637,199.09,-0.0604249502120043,1.8005028428390097,0.0,-0.031168338267333822,0.0,-0.1129028137123918,-149.54533967999998,0.0,0.0,0.00673828125,126.88130950927734,56,-34.073462677001956,280.0603775024414,0.2,0.5495255589485168,0.0034111016,-0.006892984284786507,0.000299870976,1.0016624927520752
16,0.0,0.0,-0.5355222851245199,0.0,-0.5,-4.6630532791461814e-05,-5.469901687224021e-09,25.1728,0.0,-0.2143959233836107,-1.46015057903998,69,-0.006378259050608095,0.0,0.64973504,-1.2259195552484033e-06,-1.5714785814257874,-0.25036153007097656,-0.11055111111938729,4213,-1.4687864081732858e-07,294912,-0.01908444921939638,0.001152,-0.18940368558546866,0.0,-0.0016697359560006201,0.0,-0.0026150173611111174,30.760568648624602,0.08788733899607029,0.01,0.029012650838453904,201.64,-0.0604776155960549,1.6689693906089145,0.0,-0.033638792184037994,0.0,-0.10897307230925557,-150.18542398000002,0.0,0.0,0.01014404296875,113.90779113769531,60,-34.071946907043454,244.9849060058594,0.2,0.4742131233215332,0.0036783095,-0.007532244827598333,0.00029986176,1.0015332698822021
17,0.0,0.0,-0.5268899262840949,0.0,-0.5,-4.50882800312323e-05,-5.239258846240227e-09,25.18432,0.0,-0.21408431846383363,-1.4993075461320702,74,-0.006184711201866675,0.0,0.649717376,-1.1916869520288805e-06,-1.5782900860549693,-0.2633766166686026,-0.11349831103578402,4215,-1.5321280098406893e-07,313344,-0.01322522780557916,0.0012288,-0.2022098144038979,0.0,-0.0019066727713709887,0.0,-0.0028211805555555637,28.123377199525564,0.08035250628435875,0.01,0.03231167890862154,203.46,-0.06088829782366862,1.6435090131591807,0.0,-0.0348239456002909,0.0,-0.11618288061037847,-150.65682922999997,0.0,0.0,0.0134521484375,100.61261749267578,64,-34.06922779083252,231.32737426757814,0.2,0.44357722997665405,0.0042816005,-0.008139920397661626,0.000299852544,1.001373529434204
18,0.0,0.0,-0.5416386072098983,0.0,-0.5,-5.1053233329461953e-05,-4.952294799864673e-09,25.19584,0.0,-0.2122154111383639,-1.420665729091169,78,-0.007067410112035254,0.0,0.649699712,-1.419753088603154e-06,-1.5831878469320884,-0.22996913941618255,-0.10065716966527448,4216,-1.6830754418026877e-07,331776,-0.017218829490212653,0.0013056,-0.169954729173221,0.0,-0.00185184914806196,0.0,-0.0026258680555555614,31.483956733604415,0.08995416209601262,0.01,0.03054249104626961,198.51,-0.06048069951337762,1.6736227151794125,0.0,-0.030973410903120835,0.0,-0.09746902918520624,-149.40494458999999,0.0,0.0,0.013818359375,98.37439727783203,68,-34.07401466369629,208.32809982299804,0.2,0.3812164068222046,0.0045749666,-0.008640876121353358,0.000299843328,1.0018391609191895
19,0.0,0.0,-0.5377902062785493,0.0,-0.5,-5.252945101326192e-05,-4.472700103496389e-09,25.20736,0.0,-0.2132568548236589,-1.4463304412453026,82,-0.006452178559912782,0.0,0.6496820480000001,-1.3827617768977105e-06,-1.5861941728530593,-0.23716171246457718,-0.10693072802526987,4221,-1.7085404834187498e-07,350208,-0.014396248376252732,0.0013824,-0.17369064628410966,0.0,-0.002060672706054604,0.0,-0.0024956597222222264,30.430272570644178,0.08694363591612622,0.01,0.031947755353451394,198.11,-0.06052011423811925,1.7075095655905992,0.0,-0.033081208029287545,0.0,-0.09648005144406648,-149.31342979,0.0,0.0,0.01732177734375,90.5871810913086,72,-34.076897048950194,209.40911102294922,0.2,0.3693779706954956,0.0050297314,-0.008498334547039122,0.000299834112,1.002011775970459
20,0.0,0.0,-0.5257464396401187,0.0,-0.5,-5.718607004538025e-05,-5.095576498168581e-09,25.21888,0.0,-0.21167323949697975,-1.4725667595627339,87,-0.00580901006631191,0.0,0.649664384,-1.520263706102057e-06,-1.5756950660908702,-0.254163017781757,-0.11120062800732648,4224,-1.8730761604032182e-07,368640,-0.014348359393338998,0.0014592,-0.19263391497531943,0.0,-0.0019576881278894776,0.0,-0.002712673611111117,31.434488111628436,0.08981282317608125,0.01,0.032562735204800006,201.49,-0.06049347894861731,1.7512100915627031,0.0,-0.034512890911622476,0.0,-0.11433079333989256,-150.14438499999997,0.0,0.0,0.013232421875,70.16410827636719,76,-34.07463188171387,189.19813690185546,0.2,0.31988054513931274,0.004530188,-0.008351946203038096,0.00029982489599999996,1.0019035339355469
21,0.0,0.0,-0.5381495961533834,0.0,-0.5,-5.896382747577964e-05,-5.008697340500622e-09,25.2304,0.0,-0.21465451003659963,-1.4755528743304225,91,-0.006389245562281253,0.0,0.64964672,-1.586569862018861e-06,-1.5804964512880373,-0.2514305978052335,-0.10667933726905408,4226,-1.9139137280613687e-07,387072,-0.01860705841850791,0.001536,-0.1848924463901294,0.0,-0.0019125842359716415,0.0,-0.002788628472222229,29.69698436892864,0.08484852676836754,0.01,0.029349955428401256,201.0,-0.06070248922188605,1.6589203608241574,0.0,-0.03359761940793964,0.0,-0.1069920514855625,-150.02642427,0.0,0.0,0.0162353515625,87.34099578857422,80,-34.076867294311526,178.32131958007812,0.2,0.26794755458831787,0.0047796345,-0.008926760649774223,0.00029981568,1.0019805431365967
22,0.0,0.0,-0.5305972394370319,0.0,-0.5,-5.916687897475424e-05,-4.85165696322839e-09,25.24192,0.0,-0.21380301990674197,-1.4890303437285841,95,-0.005506953903629134,0.0,0.649629056,-1.6252987639785143e-06,-1.5791834923385943,-0.2683866545690847,-0.1106103019318712,4228,-2.0113809224323634e-07,405504,-0.01534720235778161,0.0016128,-0.19618171237669568,0.0,-0.001969454187258183,0.0,-0.0026367187500000075,30.217261420490082,0.08633503262997166,0.01,0.035225297074358314,202.84,-0.06069095865827101,1.740726012295361,0.0,-0.03487975460133429,0.0,-0.10842264243711164,-150.49546476,0.0,0.0,0.01669921875,73.76934814453125,84,-34.076513671875,161.82256164550782,0.2,0.2095963954925537,0.0048504835,-0.008951926324516534,0.000299806464,1.0020942687988281
23,0.0,0.0,-0.5328537318739588,0.0,-0.5,-6.74665688220264e-05,-5.434064333317061e-09,25.25344,0.0,-0.2126634811632824,-1.4885820255223172,100,-0.006463436907829924,0.0,0.6496113920000001,-1.7899951303136492e-06,-1.5740750742489196,-0.2627328447205865,-0.1125157835153608,4229,-2.2392781653018832e-07,423936,-0.01805105453565918,0.0016896,-0.19557303458403552,0.0,-0.0020799354365687605,0.0,-0.0027343750000000063,31.161156367011884,0.08903187533431967,0.01,0.030850163720134962,200.98,-0.06066825958835585,1.695587967049276,0.0,-0.03486021680463375,0.0,-0.11137087145926913,-150.02461087,0.0,0.0,0.02052001953125,67.60753631591797,88,-34.076776123046876,158.77330017089844,0.2,0.1815163493156433,0.005160773,-0.009515153733082116,0.000299797248,1.0019737482070923
24,0.0,0.0,-0.5241536357005542,0.0,-0.5,-6.711706237526008e-05,-5.196027960463383e-09,25.26496,0.0,-0.20995628095581495,-1.5078739531850438,104,-0.006068339930304016,0.0,0.649593728,-1.794484783534945e-06,-1.5763393237956076,-0.2658622944580054,-0.11499168082795003,4231,-2.343496608063252e-07,442368,-0.012592141589311635,0.0017664,-0.20317754803758284,0.0,-0.0018832377599903162,0.0,-0.00278862847222223,28.845921066076333,0.08241691733164666,0.01,0.03301465974666315,201.56,-0.060689368443699,1.6925353509289152,0.0,-0.03549965403116191,0.0,-0.11635591260645173,-150.16618144999998,0.0,0.0,0.0237060546875,72.01498413085938,92,-34.07475318908691,149.59698867797852,0.2,0.1567457914352417,0.0058089355,-0.010684511275030673,0.000299788032,1.0017863512039185
25,0.0,0.0,-0.536586020076038,0.0,-0.5,-7.307717639459181e-05,-4.999859507991503e-09,25.27648,0.0,-0.21445255356942303,-1.4579934593842085,108,-0.007026856985046632,0.0,0.649576064,-1.957460442122371e-06,-1.5740140919784802,-0.23586877635563955,-0.10465819787320786,4232,-2.385781266495489e-07,460800,-0.010879078354599343,0.0018432,-0.17740449324633442,0.0,-0.00176766730681416,0.0,-0.002582465277777781,27.45458719445006,0.07844167769842875,0.01,0.03001442032046649,200.57,-0.06087332624117651,1.557696818518088,0.0,-0.03253586006054482,0.0,-0.10489559286769125,-149.89132356,0.0,0.0,0.02322998046875,61.9871711730957,96,-34.078568649291995,135.65910682678222,0.2,0.11799722909927368,0.0056878747,-0.01060573126305826,0.000299778816,1.0022757053375244
26,0.0,0.0,-0.5233370215135411,0.0,-0.5,-6.956498178366191e-05,-4.822474246420078e-09,25.288,0.0,-0.21239274112919967,-1.477542944052572,113,-0.005822029768347016,0.0,0.6495584,-1.8394504654627194e-06,-1.5848474992264552,-0.2523890369392083,-0.11078084468198629,4234,-2.423609990335634e-07,479232,-0.011914587694072888,0.00192,-0.1874351773291202,0.0,-0.0017549985734815665,0.0,-0.002571614583333339,28.630438479770554,0.08180125279934444,0.01,0.033219174753262914,201.81,-0.060846758893262715,1.7959475638046114,0.0,-0.034646861987344096,0.0,-0.10524467720138622,-150.24620457999998,0.0,0.0,0.0296630859375,62.7548828125,100,-34.0775146484375,124.1186367034912,0.2,0.09534507989883423,0.006380285,-0.010645539476536214,0.00029976959999999996,1.0019967555999756
27,0.0,0.0,-0.5286832308544175,0.0,-0.5,-7.732213703984393e-05,-5.29113633441609e-09,25.29952,0.0,-0.21190028007495773,-1.4875560609438596,117,-0.00611255503382482,0.0,0.6495407360000001,-2.110616345660316e-06,-1.5800596197304881,-0.2659227788885225,-0.11237085937518253,4235,-2.580836215322904e-07,497664,-0.012161362245809278,0.0019968,-0.18960990440172243,0.0,-0.001862953647522969,0.0,-0.0026150173611111174,30.675606012455578,0.08764458860701593,0.01,0.03251119684578845,204.15,-0.06072195897923376,1.651278124324326,0.0,-0.0355892361169411,0.0,-0.1087486284103754,-150.79567924,0.0,0.0,0.0320556640625,55.73637008666992,104,-34.07467479705811,122.28917961120605,0.2,0.0917055606842041,0.0065297633,-0.011272265762090682,0.000299760384,1.0018949508666992
28,0.0,0.0,-0.5256435708550783,0.0,-0.5,-7.667237827664949e-05,-5.368714878363503e-09,25.31104,0.0,-0.21099288228663865,-1.523266651120661,123,-0.006101024899786959,0.0,0.649523072,-2.0931328832327603e-06,-1.5799898628968663,-0.27174701140822055,-0.11451162749810398,4191,-2.638612697828395e-07,516096,-0.018855760829688623,0.0020736,-0.20666001325337172,0.0,-0.002010722808455377,0.0,-0.0026692708333333395,33.88668523071037,0.09681910065917249,0.01,0.03456988686165431,200.92,-0.060863435857222536,1.7309391392499451,0.0,-0.03520590426291568,0.0,-0.11451883289617104,-149.98862198999998,0.0,0.0,0.0306640625,47.254947662353516,108,-34.07230911254883,111.09567985534667,0.2,0.09736818075180054,0.0066731363,-0.01098797401646152,0.000299751168,1.0016281604766846
29,0.0,0.0,-0.5276594248846737,0.0,-0.5,-8.7419363635803e-05,-5.579852871251906e-09,25.32256,0.0,-0.21399730275644316,-1.5024806945505658,127,-0.006329434273842101,0.0,0.649505408,-2.2727188692057346e-06,-1.5770065570228662,-0.2806739966543994,-0.11608920591662757,4193,-2.7738548919537336e-07,534528,-0.017445320624831923,0.0021504,-0.20891447323915446,0.0,-0.0021209284192118057,0.0,-0.0026150173611111166,31.44275804463444,0.0898364515560984,0.01,0.03372542817687725,205.43,-0.06108861328037904,1.6968263664388428,0.0,-0.03641846779653491,0.0,-0.12072264805469894,-151.13605750999997,0.0,0.0,0.034228515625,49.011043548583984,112,-34.07031688690186,99.34864616394043,0.2,0.09976696968078613,0.007137181,-0.01231773738982156,0.000299741952,1.0016764402389526
30,0.0,0.0,-0.5206179026296301,0.0,-0.5,-8.053895786221643e-05,-5.188640386804218e-09,25.33408,0.0,-0.21234348176798098,-1.5313767119433652,131,-0.006323870877774122,0.0,0.649487744,-2.1192591062363445e-06,-1.5742598936093597,-0.2830098821574074,-0.11727912388313573,4195,-2.890213492562063e-07,552960,-0.017837227093602328,0.0022272,-0.2101571173201333,0.0,-0.0020863219206537736,0.0,-0.002560763888888894,31.39224062606422,0.0896921160744692,0.01,0.033896809241236205,205.57,-0.06108558736810213,1.6844597196027848,0.0,-0.036994015468187154,0.0,-0.11714651917190576,-151.18447794000002,0.0,0.0,0.04027099609375,46.38251876831055,116,-34.08017997741699,93.51164321899414,0.2,0.08612430095672607,0.007698176,-0.012042405526153743,0.000299732736,1.002685546875
31,0.0,0.0,-0.5201164784791783,0.0,-0.5,-8.443836581108514e-05,-5.277893679626917e-09,25.3456,0.0,-0.21087639415837064,-1.5541011880588858,136,-0.007147300564813324,0.0,0.6494700800000001,-2.2517721801533164e-06,-1.570548898934075,-0.3080769938743832,-0.1256511064091893,4197,-2.8488657006066604e-07,571392,-0.01462562527466694,0.002304,-0.22672688945640068,0.0,-0.0020201246302534856,0.0,-0.0025282118055555605,32.057800419538715,0.09159371548439632,0.01,0.034947118727691726,211.63,-0.06092759184041266,1.647756177577799,0.0,-0.04011384782425434,0.0,-0.12458560212716344,-152.67604262999998,0.0,0.0,0.03026123046875,38.42033767700195,120,-34.084684181213376,84.26646842956544,0.2,0.08450525999069214,0.006391555,-0.011776292766444384,0.00029972352,1.0025277137756348
32,0.0,0.0,-0.5258076545356628,0.0,-0.5,-9.080070425945247e-05,-5.286618731741271e-09,25.35712,0.0,-0.2106995838224435,-1.5343967940707097,140,-0.007067005793538151,0.0,0.649452416,-2.502059269942082e-06,-1.5710237745229898,-0.2864953094086204,-0.12296061442703321,4198,-3.1429021834034513e-07,589824,-0.013411692661830333,0.0023808,-0.20853858185127008,0.0,-0.0017864495447110842,0.0,-0.002604166666666673,30.22141406183606,0.0863468973195316,0.01,0.03401031484792145,205.44,-0.06111198949465627,1.7200748289908594,0.0,-0.03822934924136116,0.0,-0.11788963364471454,-151.13193907,0.0,0.0,0.03984375,34.27210235595703,124,-34.08071231842041,76.95175437927246,0.2,0.07677251100540161,0.007357246,-0.011979721509851516,0.000299714304,1.002386450767517
