reward_terms/angmom,reward_terms/stance_time,curriculum/sprint_dist_m,reward_terms/coef_rate,reward_terms/ang_xy,time/fps,reward_terms/torque,rollout/ep_len_mean,ankle/ankle_defl_peak,curriculum/ent_coef,curriculum/stance_ratio,reward_terms/overrun,ankle/ankle_spring_energy_peak,reward_terms/lat_vel,reward_terms/height,reward_terms/motor_vel,curriculum/eff_scale,rollout/ep_rew_mean,curriculum/ctrl_drop_prob,reward_terms/alive,reward_terms/air_time,reward_terms/residual_rate,ankle/ankle_spring_trq_peak,reward_terms/fwd_speed,time/time_elapsed,reward_terms/stance,reward_terms/duty_sym,time/iterations,reward_terms/vz,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/hip_roll,reward_terms/step_rate,reward_terms/foot_slip,reward_terms/assist_pen,reward_terms/residual,reward_terms/upright,reward_terms/foot_ahead,time/total_timesteps,reward_terms/action_rate,reward_terms/energy,reward_terms/stop,reward_terms/clearance,reward_terms/time,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_range,train/approx_kl,train/n_updates,train/clip_fraction,train/learning_rate,train/value_loss,train/entropy_loss
-0.20339968357979418,-0.019624532759836357,25.4608,-1.5704010211786226,-0.08302230122077431,2451,-0.0001404326284068614,46.32,0.5055951488075949,0.01,0.64929344,0.0,0.0,-2.3490461889002924e-09,-0.027218997303185187,-5.948791878452779e-07,0.003072,-146.22035781,0.0,0.0,0.0005132378395905511,0.0,0.0,-1.2917889836054282,82,-0.01114128392284223,-3.2643160099643516e-05,11,-0.11241733115834898,-0.581439769239104,0.0,-0.013334160655371092,-0.012434895833333095,-0.3222404160402654,0.0,-0.060857486981774817,-0.1800382339115685,0.0,202752,-0.21702744355198889,-5.778836826224473e-06,0.0,0.017323353321348527,-0.5,0.3199242949485779,-0.0048630135715939105,834.8163452148438,1.0008959770202637,0.2,0.0014627648,40,0.0007080078125,0.00029963136,1829.5762817382813,-34.063763809204104
-0.18604288675254416,-0.019423795285143167,25.50688,-1.568156863913618,-0.07953325527246503,2461,-0.00015909187816144112,44.79,0.5084398907281849,0.01,0.649222784,0.0,0.0,-2.1731750916688613e-09,-0.025495756807815247,-6.379818200006894e-07,0.0033792,-144.7056985,0.0,0.0,0.0005110676445636071,0.0,0.0,-1.258878351824045,89,-0.01213937295425708,-4.367880563714836e-08,12,-0.1052692984686037,-0.5808106341623273,0.0,-0.012307119843847275,-0.011783854166666476,-0.31854853196180044,0.0,-0.06090926223586105,-0.16686514820340836,0.0,221184,-0.21459132196066777,-6.294618066715068e-06,0.0,0.01783696465487608,-0.5,0.27278661727905273,-0.004824079584795982,774.1068115234375,1.0008176565170288,0.2,0.0014783554,44,0.00076904296875,0.000299594496,1639.9486511230468,-34.064361572265625
-0.1937323662140441,-0.01963212826457392,25.55296,-1.5623984333647007,-0.08126597548559723,2469,-0.00017708384874877073,44.76,0.5058687772755949,0.01,0.649152128,0.0,0.0,-2.2737724212695904e-09,-0.027035807968046763,-7.130176820579779e-07,0.0036864,-144.67899071000002,0.0,0.0,0.00051215280028474,0.0,0.0,-1.2825499903247068,97,-0.009136240076592562,0.0,13,-0.112112432596485,-0.5831587316197837,0.0,-0.011684471243456868,-0.011664496527777587,-0.32037614883590515,0.0,-0.06081942351628569,-0.17933789852925283,0.0,239616,-0.21442966205415587,-7.000890727025317e-06,0.0,0.017284955297655506,-0.5,0.22973716259002686,-0.004773471155203879,735.716796875,1.0006515979766846,0.2,0.0012852531,48,0.0004150390625,0.000299557632,1560.4958251953126,-34.06179008483887
-0.18966150788477895,-0.018835145765074737,25.59904,-1.5617242960675757,-0.07821079626953195,2477,-0.00018724702163916738,46.77,0.5057112523343417,0.01,0.649081472,0.0,0.0,-2.15251057738237e-09,-0.025911689793604274,-7.531417147713959e-07,0.0039936,-146.66848865,0.0,0.0,0.0004459635270500763,0.0,0.0,-1.2731402526673985,104,-0.011480449324298944,-1.37294019319646e-07,14,-0.10774861508355002,-0.5831639480463306,0.0,-0.01283198982937053,-0.011447482638888708,-0.3237390128111056,0.0,-0.06102528981904517,-0.16639994742864195,0.0,258048,-0.21673551199416208,-7.359935639710901e-06,0.0,0.017535098231045834,-0.5,0.17434263229370117,-0.004771077679470182,664.580810546875,1.0007214546203613,0.2,0.0012557441,52,0.00032958984375,0.00029952076799999997,1428.4482421875,-34.06157035827637
-0.21156272501536355,-0.02023379869125266,25.64512,-1.5579485691537505,-0.08795091669679773,2482,-0.0002057958877571274,45.97,0.5054073856527774,0.01,0.649010816,0.0,0.0,-2.3634688076771186e-09,-0.02833987728540765,-8.273910944147315e-07,0.0043008,-145.87188209,0.0,0.0,0.00048394092785504955,0.0,0.0,-1.3070246178545746,111,-0.010841005324359722,-8.444722931919079e-05,15,-0.11733691368465624,-0.5801321071988584,0.0,-0.01383809163580934,-0.012456597222221985,-0.33916586649976643,0.0,-0.060921109338825406,-0.19551383750691997,0.0,276480,-0.2143021308559487,-8.107680625427436e-06,0.0,0.018492688965350855,-0.5,0.16683948040008545,-0.005207110603805631,609.5689086914062,1.0010682344436646,0.2,0.0015898043,56,0.001123046875,0.000299483904,1308.0129150390626,-34.06494026184082
-0.20712970584931426,-0.020938007510267198,25.6912,-1.5615018608643034,-0.0868360690679809,2488,-0.00021767473599259814,46.02,0.5135980447395543,0.01,0.64894016,0.0,0.0,-2.237213101461151e-09,-0.02818767997844931,-8.87668741616427e-07,0.004608,-145.94099831,0.0,0.0,0.0005902778130904254,0.0,0.0,-1.3036573030518992,118,-0.010024703524675318,-1.0269205813093454e-05,16,-0.11589130722981879,-0.5853643990304938,0.0,-0.012365618707025468,-0.01202256944444423,-0.34180059090663756,0.0,-0.060851098729573866,-0.19182194398997973,0.0,294912,-0.2176364780366075,-8.863365717399376e-06,0.0,0.018456135869119004,-0.5,0.13052058219909668,-0.0049934251466766,553.245361328125,1.0011043548583984,0.2,0.0017507266,60,0.00128173828125,0.00029944704,1191.042333984375,-34.06729717254639
-0.20115235155056366,-0.020278285999665968,25.73728,-1.5667959725539315,-0.08346236173475446,2492,-0.00021804859775114164,47.04,0.5085103708381479,0.01,0.648869504,0.0,0.0,-2.335908106342727e-09,-0.027067083097418773,-9.528076760396732e-07,0.0049152,-146.94027865,0.0,0.0,0.0004437933287893732,0.0,0.0,-1.3077971084856224,125,-0.01005270579239833,-0.00014616012334473517,17,-0.11256482777075577,-0.5867905706509557,0.0,-0.012894750321127128,-0.012445746527777544,-0.3310639882972794,0.0,-0.06099170092005365,-0.17963066715320583,0.0,313344,-0.21620889332532206,-9.130722757528306e-06,0.0,0.017553552800236474,-0.5,0.10838627815246582,-0.004781940288376063,492.36126708984375,1.0010303258895874,0.2,0.0013309729,64,0.00057373046875,0.00029941017599999996,1099.8080169677735,-34.06625766754151
-0.20885172868091406,-0.0214561272862031,25.783360000000002,-1.5696909893762117,-0.0837841771915065,2497,-0.00023830197532893373,47.73,0.5048213494381004,0.01,0.648798848,0.0,0.0,-2.364458848043033e-09,-0.027745090450716228,-9.824585949521758e-07,0.0052224,-147.62931705000003,0.0,0.0,0.00040147566728086933,0.0,0.0,-1.3027148370870594,132,-0.009784194460569894,0.0,18,-0.11494739670420567,-0.588009950971473,0.0,-0.01267157990868766,-0.011914062499999802,-0.32983726899429233,0.0,-0.060892405329353395,-0.1868586575161796,0.0,331776,-0.21531801941253242,-9.514006363051095e-06,0.0,0.016922393140517158,-0.5,0.08802694082260132,-0.005277286854106933,479.69451904296875,1.0010195970535278,0.2,0.0014489316,68,0.00068359375,0.00029937331199999997,1013.518521118164,-34.06615924835205
-0.22125210202773063,-0.020719366175601155,25.829439999999998,-1.5611722089068731,-0.09231737625831565,2500,-0.0002570188581366792,47.15,0.5085712642901228,0.01,0.648728192,0.0,0.0,-2.4166627961383676e-09,-0.029078116473617792,-1.0544344010600176e-06,0.0055296,-147.06779136999998,0.0,0.0,0.0004937065791131721,0.0,0.0,-1.3352151579939244,140,-0.011149525306105738,-0.00021502399153979065,19,-0.12060287651894999,-0.583367687825626,0.0,-0.013869476739866863,-0.012825520833333083,-0.33615308451147874,0.0,-0.060807465951702354,-0.2043169972476745,0.0,350208,-0.21443247310948516,-1.0487880610820165e-05,0.0,0.01770208190716366,-0.5,0.08204001188278198,-0.004882710159290582,444.47216796875,1.0008257627487183,0.2,0.0013124967,72,0.00037841796875,0.000299336448,945.282260131836,-34.06447563171387
-0.22312479423723616,-0.019301182461074658,25.87552,-1.5569934230360742,-0.08843006272456194,2503,-0.0002667677615414751,45.12,0.5061765517808643,0.01,0.648657536,0.0,0.0,-2.200177721586367e-09,-0.0309732488383089,-1.114543267985196e-06,0.0058368,-145.02722461999997,0.0,0.0,0.0005143229144677105,0.0,0.0,-1.346796306014871,147,-0.007532322164037181,-5.0392806984965486e-05,20,-0.125098919318654,-0.5771259123315251,0.0,-0.013058149138969955,-0.01214192708333312,-0.34167993087356957,0.0,-0.060912600739466805,-0.2078284313420472,0.0,368640,-0.21577882331710338,-1.0882886203126131e-05,0.0,0.0186055621750493,-0.5,0.03430432081222534,-0.0058507312671281396,426.11865234375,1.000889539718628,0.2,0.001973465,76,0.00159912109375,0.000299299584,884.5446472167969,-34.063698387146
-0.2167625181864698,-0.023207969350753248,25.9216,-1.5636786549899049,-0.08659111140091305,2507,-0.00028822596950935537,45.83,0.5064723770553208,0.01,0.64858688,0.0,0.0,-2.133388762484072e-09,-0.029410920931296627,-1.16332597388988e-06,0.006144,-145.74233948,0.0,0.0,0.0003559027488032977,0.0,0.0,-1.330572230414102,154,-0.01222728530788681,-6.742916978321343e-05,21,-0.12067530782924714,-0.5856677466114779,0.0,-0.01362439833884556,-0.012163628472222007,-0.34106402847437717,0.0,-0.06086821512581621,-0.1960693969518612,0.0,387072,-0.21497125003014603,-1.1680276605972244e-05,0.0,0.01696091988594202,-0.5,0.023941338062286377,-0.005968864809256047,385.1778869628906,1.000956654548645,0.2,0.0019125445,80,0.001513671875,0.00029926272,823.4197387695312,-34.064696311950684
-0.21285147794517278,-0.02198726838590422,25.96768,-1.5617224134528747,-0.0841702363443317,2509,-0.0003006784998982399,46.0,0.5071741229469519,0.01,0.648516224,0.0,0.0,-2.4064512221536948e-09,-0.029488392049518943,-1.2200736179047096e-06,0.0064512,-145.90180934999998,0.0,0.0,0.00047851559227435954,0.0,0.0,-1.3230569296781116,161,-0.00865728291671023,-1.0170106151675296e-06,22,-0.12079772582268657,-0.5808617653411455,0.0,-0.01379530595598123,-0.011838107638888692,-0.33356896896777366,0.0,-0.06087064683949994,-0.19703223288547445,0.0,405504,-0.21358671972096357,-1.2113216819647891e-05,0.0,0.01830044563687388,-0.5,0.038115859031677246,-0.005871629988541826,341.94329833984375,1.0011448860168457,0.2,0.0017701887,84,0.00079345703125,0.00029922585599999996,749.4841430664062,-34.06601848602295
-0.21865189026882398,-0.021153935575663734,26.01376,-1.5599978755741821,-0.08925993229488381,2511,-0.00032426813032113264,47.03,0.5070956189833588,0.01,0.648445568,0.0,0.0,-2.6246099061377873e-09,-0.029514921611999683,-1.321096201712079e-06,0.0067584,-146.95331726,0.0,0.0,0.0006673176895775315,0.0,0.0,-1.3396702361140425,168,-0.008959364581582183,-0.00012197890787203012,23,-0.1212331597070469,-0.5826308283700655,0.0,-0.012944185302992857,-0.012348090277777548,-0.33317312216162637,0.0,-0.061005663173212196,-0.19840692588106892,0.0,423936,-0.21452273428387655,-1.292528643745446e-05,0.0,0.01758955911227115,-0.5,0.057138800621032715,-0.006552931637270376,333.2996826171875,1.0010451078414917,0.2,0.0022549261,88,0.0021728515625,0.000299188992,699.6121612548828,-34.06657371520996
-0.21445115049255492,-0.02225310992475392,26.05984,-1.5682931776617337,-0.08510887841400132,2513,-0.00034144321626770473,45.54,0.5051233719949879,0.01,0.648374912,0.0,0.0,-2.566781863990662e-09,-0.028911618461756494,-1.3539376544202008e-06,0.0070656,-145.46205326,0.0,0.0,0.0006467014027293772,0.0,0.0,-1.3185912258571761,175,-0.00973479518189526,-2.7027527225590464e-06,24,-0.11838292431647382,-0.5797069899534393,0.0,-0.013320142141401418,-0.01170789930555536,-0.32523716431142197,0.0,-0.06094001627481249,-0.1966847158163284,0.0,442368,-0.21455113527517916,-1.3420517227779382e-05,0.0,0.01906918577096084,-0.5,0.013818740844726562,-0.006349180877441541,313.5052490234375,1.0012754201889038,0.2,0.0022763968,92,0.00186767578125,0.000299152128,647.1587738037109,-34.06731262207031
-0.21765621706847962,-0.02129987733011755,26.10592,-1.5645763184308334,-0.08777887177270488,2516,-0.000355963557131477,46.93,0.505804727269096,0.01,0.648304256,0.0,0.0,-2.469607830656803e-09,-0.029246652869368634,-1.3979618176400571e-06,0.0073728,-146.84930834,0.0,0.0,0.0005913628394612008,0.0,0.0,-1.338378494974343,183,-0.014116596392763458,0.0,25,-0.11967796051195534,-0.5805303500376904,0.0,-0.013186455622543357,-0.012543402777777546,-0.3447532200766986,0.0,-0.06111532317813115,-0.20170057743054348,0.0,460800,-0.2156739150838302,-1.397472098603459e-05,0.0,0.01743491923679169,-0.5,0.009143173694610596,-0.007154673803597689,283.57452392578125,1.0010902881622314,0.2,0.0027251553,96,0.00418701171875,0.000299115264,610.1845184326172,-34.06623439788818
-0.22674600662079733,-0.022945383230560563,26.152,-1.5668031894199743,-0.0921615888070854,2517,-0.0003524463431527163,46.96,0.5093437167346215,0.01,0.6482336000000001,0.0,0.0,-2.3734388719304846e-09,-0.03074834562092261,-1.4596935172946068e-06,0.00768,-146.86592101,0.0,0.0,0.0005273437224483738,0.0,0.0,-1.3490158345798264,190,-0.009923448545495595,0.0,26,-0.1259886277740804,-0.5806672791290013,0.0,-0.01268446286605985,-0.012239583333333115,-0.33802247277028713,0.0,-0.060949797485841666,-0.21018133393097216,0.0,479232,-0.2150319126511933,-1.4031823639979771e-05,0.0,0.018101978328696148,-0.5,-0.009629964828491211,-0.007117745943833143,266.43939208984375,1.0011754035949707,0.2,0.0025335585,100,0.003076171875,0.0002990784,558.5133453369141,-34.065859413146974
-0.23205817179438146,-0.02259490601298037,26.19808,-1.5623008967083416,-0.09252597740915969,2519,-0.0003571355911184208,46.17,0.5051006595136822,0.01,0.6481629440000001,0.0,0.0,-2.3848561773156905e-09,-0.031178315097398896,-1.5125128881604321e-06,0.0079872,-146.08985765,0.0,0.0,0.0003309461462777108,0.0,0.0,-1.3673127181025384,197,-0.00981775461773825,-3.9218285916835715e-05,27,-0.1278570486268367,-0.5800582340048682,0.0,-0.01223352620521647,-0.012044270833333122,-0.3253698255916546,0.0,-0.06101863845349188,-0.2143069846107929,0.0,497664,-0.2144019832038685,-1.4687637808303344e-05,0.0,0.017427193999077238,-0.5,0.030786871910095215,-0.007157308654859662,245.97744750976562,1.001202940940857,0.2,0.0028523256,104,0.0040283203125,0.00029904153599999997,516.5610321044921,-34.06813201904297
-0.22577028647749778,-0.021311270535483748,26.24416,-1.564797053667898,-0.0906752980662952,2500,-0.00037874737388342403,47.14,0.5068643222634716,0.01,0.6480922880000001,0.0,0.0,-2.5329500482110263e-09,-0.0298206938158266,-1.5779605898932414e-06,0.0082944,-147.05672345,0.0,0.0,0.0004578992698548569,0.0,0.0,-1.3643293000778307,206,-0.011903712808131503,-0.0001241230924005186,28,-0.12297638313208505,-0.5812587087106277,0.0,-0.014219709455415298,-0.012174479166666453,-0.33391471417435814,0.0,-0.061414200198011505,-0.20258119183644252,0.0,516096,-0.21552009673339548,-1.5355663130639587e-05,0.0,0.01727089237451742,-0.5,0.039944231510162354,-0.00839782019611448,210.9456787109375,1.0012931823730469,0.2,0.0037972436,108,0.00928955078125,0.000299004672,469.38168182373045,-34.06786479949951
-0.24287532944976384,-0.02299258322293301,26.29024,-1.5651244159314672,-0.09890387948893546,2502,-0.00041977673672577404,48.38,0.5050340772538562,0.01,0.6480216320000001,0.0,0.0,-2.6647106574915297e-09,-0.03206514602734865,-1.616527658628948e-06,0.0086016,-148.28865974,0.0,0.0,0.0004882812111948927,0.0,0.0,-1.389216465600143,213,-0.009613274848982717,0.0,29,-0.13149531046290544,-0.5871896625397153,0.0,-0.012676023840493537,-0.012814670138888644,-0.3267972916544383,0.0,-0.06111865561424731,-0.22260169298389235,0.0,534528,-0.2156639637432004,-1.6346055594940512e-05,0.0,0.016751767777826346,-0.5,0.018097996711730957,-0.008313794620335102,200.761474609375,1.0014052391052246,0.2,0.0033243983,112,0.00638427734375,0.000298967808,435.50260772705076,-34.070119094848636
-0.2260859260172431,-0.02187713366260545,26.33632,-1.5652280804539234,-0.08794672926570896,2504,-0.00039668465578539345,46.63,0.5058069353478178,0.01,0.6479509760000001,0.0,0.0,-2.4735239777077583e-09,-0.029826932510513424,-1.6554839797517628e-06,0.0089088,-146.53882758,0.0,0.0,0.00045030381038991944,0.0,0.0,-1.3510176364626483,220,-0.009836275001278543,0.0,30,-0.12200311319054186,-0.588202302438904,0.0,-0.013948106292836743,-0.012597656249999764,-0.327723788637635,0.0,-0.06079151525136314,-0.2033329647457232,0.0,552960,-0.21582602505946294,-1.6027169810136676e-05,0.0,0.016188199245812312,-0.5,-0.02805149555206299,-0.008467750204727054,175.83706665039062,1.001538634300232,0.2,0.00417553,116,0.0114501953125,0.000298930944,398.54245910644534,-34.070454597473145
-0.24067961126532358,-0.023556275889859535,26.3824,-1.5588960592942132,-0.094603508560064,2506,-0.0004268849376277306,49.3,0.5053598438844759,0.01,0.6478803200000001,0.0,0.0,-2.635899507237119e-09,-0.03193251835986046,-1.7376318505637527e-06,0.009216,-149.20561734999998,0.0,0.0,0.000536024298829337,0.0,0.0,-1.389067192284983,227,-0.011856372092836576,-0.0003418418049246357,31,-0.13024524899124354,-0.5919122036769644,0.0,-0.013791126621893277,-0.012597656249999763,-0.3427793017418408,0.0,-0.06108346539422197,-0.21951796608720905,0.0,571392,-0.214211893772455,-1.714256219949573e-05,0.0,0.015975038370110793,-0.5,-0.018435359001159668,-0.008922156482003629,176.85202026367188,1.0017919540405273,0.2,0.0038642152,120,0.00872802734375,0.00029889407999999997,370.7592208862305,-34.07483425140381
