reward_terms/vz,reward_terms/stance_time,curriculum/sprint_dist_m,rollout/ep_rew_mean,reward_terms/energy,reward_terms/clearance,reward_terms/air_time,reward_terms/alive,reward_terms/upright,reward_terms/time,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,reward_terms/stance,reward_terms/action_rate,reward_terms/lat_vel,reward_terms/foot_slip,reward_terms/stop,reward_terms/ang_xy,curriculum/ent_coef,time/fps,time/total_timesteps,reward_terms/torque,reward_terms/residual,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/foot_ahead,reward_terms/phase_contact,time/iterations,reward_terms/overrun,curriculum/stance_ratio,reward_terms/assist_pen,time/time_elapsed,curriculum/eff_scale,reward_terms/height,rollout/ep_len_mean,reward_terms/angmom,reward_terms/fwd_speed,reward_terms/step_rate,reward_terms/motor_vel,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/learning_rate,train/loss,train/explained_variance,train/std,train/entropy_loss
-0.3052281565185144,0.0,25.14976,-120.59017221000002,-7.342216027609101e-05,0.1332555735962762,0.00016113240013106001,0.0,-0.7663757071121597,-0.5,0.0,-0.9508664686292002,-0.4120671016368066,-0.14571393090100362,-7.93464359189693e-08,-0.2833982539251109,0.0,-0.6451226147905058,0.01,4396,258048,-0.00065235125026074,-0.089715375871104,-0.3220210601606182,0.0,0.0,-0.2474729013800839,14,0.0,0.649770368,0.0,58,0.0009984,-0.015018361735837578,82.46,-0.2805523530298883,-0.08522098308199037,-0.012955729166666836,-1.4158521081453723e-05,17782,29.723780314127605,0.010559833919008573,0.2,0.2587076822916667,0.023211634,0.00029940095999999997,10.2094087600708,-2.9698679447174072,1.001035213470459,-34.066941579182945
-0.2877440292931997,0.0,25.16128,-119.67169647,-7.826316629684102e-05,0.13196629176351365,0.0002110455502083318,0.0,-0.7612925406833645,-0.5,0.0,-0.9213147390722174,-0.3852626488264479,-0.14396907223532324,-6.985538524374344e-08,-0.30702772896079567,0.0,-0.6123557614283647,0.01,4382,276480,-0.0006886755115147281,-0.08954197220094479,-0.31229963530144045,0.0,0.0,-0.24682096251623906,15,0.0,0.6497527040000001,0.0,63,0.0010752,-0.014484221659153279,78.8,-0.28038985906007663,-0.0420327947483394,-0.012727864583333491,-1.585224793247276e-05,17784,22.541152238845825,0.005338996939826757,0.2,0.335296630859375,0.04250227,0.00029935488,8.811456680297852,-2.462937116622925,1.0030429363250732,-34.09137487411499
-0.29364992906467785,0.0,25.1728,-119.66386032999999,-8.519553477894019e-05,0.13392743890489156,0.00017849357552929886,0.0,-0.7507456002479849,-0.5,0.0,-0.9336347338942317,-0.39446550134063957,-0.14412982555223208,-6.966190699037711e-08,-0.28509150947221884,0.0,-0.5986840842037099,0.01,4388,294912,-0.0007499848040108521,-0.09003151360450024,-0.3177097903402919,0.0,0.0,-0.2381327716780636,16,0.0,0.64973504,0.0,67,0.001152,-0.01240105150165432,78.75,-0.26559008913201443,-0.045200757681261444,-0.012695312500000163,-1.7731166252413695e-05,17786,18.041861057281494,0.010232131967010597,0.2,0.3213297526041667,0.052298587,0.0002993088,7.158527374267578,-2.9921772480010986,1.0023044347763062,-34.08008321126302
-0.32117371713411974,0.0,25.18432,-119.95362922,-9.637023648596403e-05,0.12901682090665487,0.00017523823771625757,0.0,-0.7262380567996505,-0.5,0.0,-0.9221403563350417,-0.4135071271420382,-0.14365967159999252,-1.0214751772251943e-07,-0.3149946913846784,0.0,-0.6164388755672365,0.01,4393,313344,-0.0008617211567571124,-0.09028942297346824,-0.3411341540772611,0.0,0.0,-0.24422399297611042,17,0.0,0.649717376,0.0,71,0.0012288,-0.015332200447295294,80.13,-0.2712565585495586,-0.06919842818021447,-0.013850911458333537,-1.9585693576483816e-05,17787,23.86487642923991,0.013723964337259531,0.2,0.290771484375,0.030696737,0.00029926272,10.585075378417969,-2.3121554851531982,1.0010430812835693,-34.0665168762207
-0.3161829524817754,0.0,25.19584,-122.40203865000001,-0.00010080070410616086,0.12945153635001472,0.0002842877034304871,0.0,-0.6812262439640404,-0.5,0.0,-0.922905200789407,-0.41717148265601184,-0.1430461488506277,-7.622454318716553e-08,-0.30131746676470134,0.0,-0.5830242784721894,0.01,4398,331776,-0.000873411332195971,-0.09082797183275224,-0.3390163532189657,0.0,0.0,-0.24333037712285696,18,0.0,0.649699712,0.0,75,0.0013056,-0.01787754042147679,90.07,-0.25195976757716954,-0.07169296100203756,-0.013004557291666833,-2.1314045642460317e-05,17788,49.83093738555908,0.010060040629468858,0.2,0.24066162109375,0.021107215,0.00029921664,21.13235092163086,-0.4405548572540283,1.0013866424560547,-34.071022033691406
-0.3143377330487463,0.0,25.20736,-122.22062167,-0.00010405750231847869,0.12536323160877416,0.00021864090295922424,0.0,-0.6632395629318277,-0.5,0.0,-0.9237932375606263,-0.4439084588732424,-0.14296499580155794,-8.679775153082207e-08,-0.30497779364547933,0.0,-0.5566026711703697,0.01,4401,350208,-0.0009019443397401739,-0.09067005682850854,-0.34143453739226104,0.0,0.0,-0.2454054762916489,19,0.0,0.6496820480000001,0.0,79,0.0013824,-0.016207390694789894,89.02,-0.2460944087155272,-0.07384429862029367,-0.013720703125000195,-2.1932563765552192e-05,17790,104.01138305664062,0.005962350605321782,0.2,0.2669154575892857,0.045651108,0.00029917056,48.861209869384766,0.15392988920211792,1.0019863843917847,-34.079459054129465
-0.32827493778835287,0.0,25.21888,-122.43223798000001,-0.00012206961716528252,0.1277825415342663,0.0002777772509337713,0.0,-0.6512052489516841,-0.5,0.0,-0.9169269426268922,-0.4833423295316817,-0.1413553610834174,-1.1102338500335967e-07,-0.33093096541900885,0.0,-0.594232684631098,0.01,4399,368640,-0.0011032675101344564,-0.09084301080359308,-0.398127038315387,0.0,0.0,-0.2473181423186378,20,0.0,0.649664384,0.0,83,0.0014592,-0.015130476744143893,90.04,-0.2819818708208281,-0.09235414583973948,-0.013623046875000192,-2.4969094137774644e-05,17794,63.36462574005127,-0.016141579812392594,0.2,0.2052734375,0.020108305,0.00029912448,21.400165557861328,-0.6133979558944702,1.0036932229995728,-34.10062885284424
-0.32510492622986487,0.0,25.2304,-121.32855728,-0.0001257250876081049,0.12627107162807694,0.0002213536709960964,0.0,-0.6694876856380761,-0.5,0.0,-0.9304919177674892,-0.4255122151144783,-0.14213290459105357,-1.0404497247258997e-07,-0.3039712223273881,0.0,-0.5879429642335032,0.01,4399,387072,-0.0010830872091481152,-0.090796252779394,-0.3543370320804333,0.0,0.0,-0.25435382408689666,21,0.0,0.64964672,0.0,87,0.001536,-0.018660012883194275,85.43,-0.27336594464777175,-0.09067592558798053,-0.013118489583333509,-2.573074541988458e-05,17798,34.956398010253906,-0.02365828873589635,0.2,0.24693603515625,0.03425797,0.0002990784,11.109052658081055,-0.8392547369003296,1.0032646656036377,-34.08881092071533
-0.34082018477354065,0.0,25.24192,-123.12607468999998,-0.00013653787578696888,0.12034788927731357,0.00018174864817410707,0.0,-0.618945273943401,-0.5,0.0,-0.9004499242620054,-0.4952630607627889,-0.13996812766800992,-1.1887103083648329e-07,-0.3540779820310951,0.0,-0.5866163534213104,0.01,4400,405504,-0.0012157005164321949,-0.09180250886832493,-0.4127393874790417,0.0,0.0,-0.24774705528671495,22,0.0,0.649629056,0.0,92,0.0016128,-0.01799633749260718,92.65,-0.2551070901996836,-0.1423366503253804,-0.014485677083333556,-2.877943159284992e-05,17801,18.579602935097434,-0.013045952740040693,0.2,0.2794522372159091,0.05330015,0.00029903232,6.768013000488281,-1.1597850322723389,1.0026640892028809,-34.0849477594549
-0.3188813942239593,0.0,25.25344,-121.44909400000002,-0.00014021957739750667,0.11653403486187924,0.0001850038598705497,0.0,-0.6099297727791494,-0.5,0.0,-0.9022969588821641,-0.44868175204854704,-0.13986143017757896,-1.1983447305600996e-07,-0.3372791683328191,0.0,-0.5856031125046651,0.01,4403,423936,-0.0012617512684727477,-0.09133204676295331,-0.3739661939291148,0.0,0.0,-0.24230209918982823,23,0.0,0.6496113920000001,0.0,96,0.0016896,-0.018207142718109488,85.89,-0.26342614874088865,-0.19902440500331842,-0.01435546875000022,-2.9453186491774782e-05,17802,23.110302734375,0.013492182455956936,0.2,0.28232421875,0.024814498,0.00029898624,8.828930854797363,-2.2216742038726807,1.000998616218567,-34.06638107299805
-0.35493138734945084,0.0,25.26496,-123.28326015,-0.00015078010760469207,0.12100409994270866,0.00021864092882929576,0.0,-0.6001160650787709,-0.5,0.0,-0.9141142482043505,-0.5070935664457444,-0.1433252902162607,-1.1134558928885798e-07,-0.32488837358853817,0.0,-0.5979634108679964,0.01,4405,442368,-0.0013995858289493652,-0.09132188111621108,-0.3994030993002851,0.0,0.0,-0.23679712506765066,24,0.0,0.649593728,0.0,100,0.0017664,-0.022709998892522825,93.33,-0.24950871821378065,-0.15716113142606591,-0.013704427083333522,-3.0566221786215334e-05,17804,17.30589989253453,-0.00029022111890039274,0.2,0.23817661830357142,0.04253328,0.00029894016,7.804376602172852,-2.61328387260437,1.0019524097442627,-34.07625470842634
