reward_terms/air_time,reward_terms/motor_vel,time/fps,reward_terms/upright,rollout/ep_len_mean,reward_terms/lat_vel,reward_terms/stance,time/iterations,time/total_timesteps,reward_terms/phase_contact,curriculum/stance_ratio,reward_terms/height,reward_terms/stop,reward_terms/time,curriculum/ent_coef,reward_terms/action_rate,reward_terms/foot_slip,reward_terms/alive,reward_terms/vz,reward_terms/hip_roll,reward_terms/stance_time,reward_terms/clearance,reward_terms/ang_xy,time/time_elapsed,reward_terms/fwd_speed,reward_terms/residual,reward_terms/angmom,curriculum/eff_scale,reward_terms/overrun,reward_terms/energy,rollout/ep_rew_mean,reward_terms/torque,reward_terms/coef_rate,train/clip_range,train/learning_rate,train/n_updates,train/value_loss,train/entropy_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/policy_gradient_loss
8.138011132056515e-05,-6.946833761273598e-06,2972,-0.30787735307788666,28.01,-3.4415876124816843e-09,-0.007880551439517679,11,202752,-0.43250698306554614,0.6497696000000001,-0.015176239992469908,0.0,0.0,0.01,-0.11256382390074099,-0.7006746889086083,0.5,-0.07790579023700299,-0.017455427581011793,-0.018584504469698813,0.04172856193558821,-0.5865983822564277,68,-0.14387810146527083,-0.5102456242375825,-0.23647157967883084,0.00073728,0.0,-2.809017755500085e-05,-126.85489322000001,-0.00029490824987038407,-0.9186614351011091,0.2,0.0003,33461,13.756839116414389,-34.058982849121094,0.022759296,5.486050605773926,0.24755859375,-4.464025497436523,1.0003795623779297,0.011229135794565082
5.859370382192234e-05,-7.626049293414485e-06,2975,-0.301717868068187,27.37,-3.339766523412351e-09,-0.00896774253846204,12,221184,-0.4287220526820837,0.64974656,-0.014646240690431436,0.0,0.0,0.01,-0.11130570008564285,-0.6774020150784901,0.5,-0.07447251773363397,-0.018137191105104398,-0.02671058210479613,0.03864821346383938,-0.5808056522014206,74,-0.19084488440095784,-0.5107768962847035,-0.22913429931531398,0.000811008,0.0,-3.059299685017817e-05,-126.26795504,-0.0003192314971930722,-0.9116565320204438,0.2,0.0003,33463,32.77322896321615,-34.06439463297526,0.055048667,5.182328701019287,0.3013102213541667,-6.014216899871826,1.0008151531219482,0.008172802840514729
7.92100100726303e-05,-8.917322812345522e-06,2977,-0.26267869563722757,26.34,-3.4732270127781354e-09,-0.00643291598899536,13,239616,-0.41748400642616923,0.64972352,-0.012963436591061082,0.0,0.0,0.01,-0.1150792069851421,-0.6893363678947256,0.5,-0.07734446524078223,-0.01580074555371906,-0.016813673211597942,0.039439148786725074,-0.5673784394058309,80,-0.16787328007278599,-0.5103262908356219,-0.220281051226919,0.000884736,0.0,-3.4453391501431416e-05,-125.13915284999999,-0.00035530602485917375,-0.9048107213304453,0.2,0.0003,33465,8.944162527720133,-34.06410598754883,0.04737862,2.9632976055145264,0.2607014973958333,-3.8904547691345215,1.0008609294891357,0.0036976442206650972
4.12325930988623e-05,-9.85168607414972e-06,2981,-0.2622945468021817,26.37,-3.4451246626429507e-09,-0.005279323410081756,14,258048,-0.4105422849692353,0.64970048,-0.013539842576757454,0.0,0.0,0.01,-0.11574189847650687,-0.6804718609156737,0.5,-0.07914830968782688,-0.015315723426157881,-0.0206119564083767,0.041001370471008776,-0.5735562103596732,86,-0.15758504191127048,-0.5092999150095683,-0.22697306292331657,0.000958464,0.0,-3.801956927608395e-05,-125.25834063,-0.0003875178646275258,-0.8958227961435404,0.2,0.0003,33467,8.37213134765625,-34.067657470703125,0.056952268,2.8092496395111084,0.2882486979166667,-5.654598236083984,1.0011317729949951,0.008356417218844095
4.9913153311030735e-05,-1.0927565750094251e-05,2984,-0.24621447551370343,26.27,-3.454697739753444e-09,-0.004507799982459033,15,276480,-0.39919164037699273,0.64967744,-0.013256995503345732,0.0,0.0,0.01,-0.11740637607264628,-0.6860585992490621,0.5,-0.08163950064889675,-0.014062924994925329,-0.01805444974484595,0.04344295277786006,-0.5593324078354875,92,-0.11501994097047219,-0.5099975307122879,-0.22982358222905036,0.001032192,0.0,-4.174885314743529e-05,-124.80055854000003,-0.0004253389669619422,-0.8871914071353076,0.2,0.0003,33468,5.915343856811523,-34.066159057617185,0.025992697,2.424206495285034,0.28017578125,-5.173847675323486,1.001099705696106,0.015400685649365187
3.9062462747097015e-05,-1.1657359807770526e-05,2986,-0.23060781548795348,25.45,-3.2873395807448953e-09,-0.0036970642497046883,16,294912,-0.40918382768451894,0.6496544000000001,-0.011560206512544403,0.0,0.0,0.01,-0.11767362179502805,-0.6895843895732335,0.5,-0.07674677326365752,-0.013443251735880988,-0.013293712115329172,0.039787099356724163,-0.5485147984720015,98,-0.15747843310931597,-0.5091658887263683,-0.22094187811439817,0.00110592,0.0,-4.3571663353048435e-05,-124.33169384000003,-0.0004420331461340123,-0.902428837134059,0.2,0.0003,33469,10.14759635925293,-34.062554677327476,0.053973626,3.5780327320098877,0.3465169270833333,-4.732633113861084,1.0006663799285889,0.024111994076520205
3.472217293973598e-05,-1.2492053833990297e-05,2987,-0.2359187305008672,25.99,-3.4820284768574603e-09,-0.006810381554044545,17,313344,-0.4050929486489572,0.64963136,-0.012433768700716193,0.0,0.0,0.01,-0.11719588356703141,-0.6957384009340832,0.5,-0.07990074405619557,-0.01510681823946023,-0.012923162495200004,0.04033321963537745,-0.5601191183394134,104,-0.15325459701618316,-0.5093412345827129,-0.22133716673909049,0.001179648,0.0,-4.692036159108027e-05,-124.91826875000001,-0.00047215105285189064,-0.9040251858647862,0.2,0.0003,33470,6.681296189626058,-34.06157557169596,0.028767547,2.637089252471924,0.2788899739583333,-6.8066630363464355,1.000582218170166,0.012916515891750654
1.8446146795112225e-05,-1.3376742445158311e-05,2990,-0.24693469203630902,29.2,-3.839033676709152e-09,-0.007537606110617485,18,331776,-0.40171712254167774,0.64960832,-0.01313830141106919,0.0,0.0,0.01,-0.11792185560940263,-0.6933093847318319,0.5,-0.07891256933419574,-0.014584204510079364,-0.020339602460606128,0.041074101412737096,-0.5412976097455009,110,-0.1755060410926364,-0.5106995798310837,-0.2225503102414148,0.001253376,0.0,-5.0196659063401095e-05,-127.80313951,-0.000512737604249869,-0.9021168053987204,0.2,0.0003,33471,15.981703281402588,-34.064117431640625,0.028679218,12.51938247680664,0.27398681640625,-6.839877128601074,1.0007951259613037,0.007394229352939874
2.9296827657769125e-05,-1.4159027372937829e-05,2992,-0.23662896765144092,26.55,-3.761944090833845e-09,-0.007514071671003534,19,350208,-0.4001589673018437,0.64958528,-0.013529122619716963,0.0,0.0,0.01,-0.1165454441737842,-0.6785560474235776,0.5,-0.07929505095554767,-0.014597576398306757,-0.02315915568679985,0.039269154067564364,-0.5309618721258996,117,-0.2193565996505466,-0.5109123363048123,-0.22186812653610033,0.001327104,0.0,-5.306714533315882e-05,-125.19645572999998,-0.0005375404409844549,-0.8931971189128879,0.2,0.0003,33472,23.165140628814697,-34.062686920166016,0.023111627,11.738743782043457,0.24957275390625,-5.48615026473999,1.0006625652313232,0.007897461880929768
2.1701371426590616e-05,-1.532638487135115e-05,2993,-0.20971837472286603,26.54,-3.5374227284561562e-09,-0.002463863266414495,20,368640,-0.39764757335903345,0.6495622400000001,-0.011307828096015658,0.0,0.0,0.01,-0.11895879272824492,-0.711522479558169,0.5,-0.07601446001889603,-0.012615719364566574,-0.014430321516960653,0.039629962336658234,-0.5161073795658229,123,-0.14232223364998198,-0.5116913682864592,-0.2206467911276591,0.001400832,0.0,-5.766866810407156e-05,-125.05026978,-0.000579406401887438,-0.8850174692048374,0.2,0.0003,33474,17.95554554462433,-34.069549560546875,0.040136855,5.2032012939453125,0.2572021484375,-5.971563816070557,1.0012354850769043,0.0011064772261306643
6.510400756572683e-06,-1.6193882287807557e-05,2993,-0.23079026903476813,29.65,-3.880298220426169e-09,-0.0077538976499981855,21,387072,-0.3891123192257709,0.6495392,-0.013037390113577012,0.0,0.0,0.01,-0.11980621186150905,-0.7001107193640731,0.5,-0.08076002950329347,-0.013881684802551671,-0.021300432678092167,0.04052670121859496,-0.5188834206005152,129,-0.18167352798748415,-0.5118406062144011,-0.2264411759981099,0.00147456,0.0,-6.130735137408414e-05,-127.97933067999999,-0.000624390167629443,-0.8788697518537768,0.2,0.0003,33477,7.322740701528696,-34.07783390925481,0.046002883,2.224466562271118,0.30307241586538464,-4.976251125335693,1.002085566520691,-0.0054591353848361624
2.604165153267483e-05,-1.7086530299916686e-05,2995,-0.20722875769330487,28.36,-3.3244061749312908e-09,-0.004610458012506057,22,405504,-0.3896475303681972,0.64951616,-0.011150247019207951,0.0,0.0,0.01,-0.12050145760932535,-0.712328852461659,0.5,-0.07892037438689857,-0.012874732661419565,-0.0148355937239507,0.04078312603249847,-0.5122560206395208,135,-0.1399502952621161,-0.5112445456604842,-0.22445036659091075,0.001548288,0.0,-6.445326620041436e-05,-126.56055587,-0.0006463103854391752,-0.882250856338956,0.2,0.0003,33478,4.438687006632487,-34.06041971842448,0.028415183,1.7295784950256348,0.27587890625,-3.436814785003662,1.0005073547363281,0.015520191984251142
3.0381921937482224e-05,-1.776214018320983e-05,2996,-0.22227996115334006,30.53,-3.5027553075442087e-09,-0.005807654311920711,23,423936,-0.3905810764771263,0.64949312,-0.012162192572707764,0.0,0.0,0.01,-0.12037647134745437,-0.7205353523916438,0.5,-0.08293365825074364,-0.013283670473798302,-0.017715365548307698,0.043307787519939495,-0.5049914964168093,141,-0.13215274969041785,-0.5116571457217017,-0.2271091503600623,0.001622016,0.0,-6.743749271656671e-05,-128.73412771,-0.0006744151886102313,-0.8852731138879082,0.2,0.0003,33479,20.097423911094666,-34.06362819671631,0.030255688,11.541132926940918,0.29742431640625,-5.253275394439697,1.000759243965149,0.010696265380829573
2.1701371426590616e-05,-1.7726471601129197e-05,2997,-0.23946267048123474,30.74,-3.431465840753663e-09,-0.00512269753532901,24,442368,-0.40686285939283423,0.6494700800000001,-0.012695265880456264,0.0,0.0,0.01,-0.11820286297983046,-0.7119656252185895,0.5,-0.07629591501009442,-0.013775971331569213,-0.023539468555504248,0.03829759364519381,-0.5041268021910335,147,-0.18051851841961455,-0.5123236122029163,-0.2216057851375697,0.001695744,0.0,-6.814977301923649e-05,-128.83508838,-0.0007012609404589647,-0.8945045274655974,0.2,0.0003,33481,4.492854197820027,-34.06816101074219,0.0686738,1.3515520095825195,0.2864990234375,-4.688666820526123,1.0011695623397827,0.009627897486401102
4.882811723897854e-05,-1.8281761938187372e-05,2999,-0.23609516482513687,29.66,-3.7110206858106795e-09,-0.007168757107168567,25,460800,-0.40138329257358957,0.64944704,-0.012717709886018532,0.0,0.0,0.01,-0.11823019449362879,-0.7194437756298949,0.5,-0.07631877007970733,-0.014651895925857368,-0.020177928295904875,0.04037425417574305,-0.4930896990451062,153,-0.13584993312862673,-0.5112869895884161,-0.21896159238087815,0.001769472,0.0,-7.15475357181877e-05,-127.75904623999999,-0.0007449588658893663,-0.8924983405533826,0.2,0.0003,33482,10.07951800028483,-34.059916178385414,0.028974235,6.046300411224365,0.2982584635416667,-3.417229652404785,1.0004541873931885,0.010287784350415071
3.906249185092747e-05,-1.907969319726613e-05,3000,-0.24376548271939916,30.41,-3.593678313526083e-09,-0.004585194595722129,26,479232,-0.40184777610701444,0.649424,-0.012459689092882467,0.0,0.0,0.01,-0.1170727142193951,-0.7049663332787679,0.5,-0.07437841898883141,-0.013097685095846173,-0.019839927775643043,0.039845097408235025,-0.49562937705198884,159,-0.1385140402728383,-0.5115503691461414,-0.22062705051879575,0.0018432,0.0,-7.458679612598325e-05,-128.17390788,-0.0007734881827966684,-0.8875261514376159,0.2,0.0003,33483,11.349035024642944,-34.06199073791504,0.022593949,8.642919540405273,0.2529296875,-5.936521530151367,1.0006177425384521,0.007520810060668737
7.052949836684598e-05,-1.9241139298717148e-05,3001,-0.2697023633964627,31.03,-3.9282880699336975e-09,-0.008907919854033983,27,497664,-0.4136828574827355,0.64940096,-0.013998712220057897,0.0,0.0,0.01,-0.11414818939052584,-0.7072075815361095,0.5,-0.0751415774256841,-0.01595385348103975,-0.027975771281894088,0.038440282741502525,-0.5041216505954916,165,-0.18614509710328458,-0.5115852680026203,-0.22236438210721332,0.001916928,0.0,-7.60388613387166e-05,-129.04626983,-0.0007926775475764151,-0.886998856777494,0.2,0.0003,33484,8.388474273681641,-34.06447219848633,0.019392049,1.9987108707427979,0.23876953125,-4.749475479125977,1.0008416175842285,0.011359025817364454
