reward_terms/air_time,curriculum/eff_scale,reward_terms/ang_xy,curriculum/swing_frac_mean,reward_terms/foot_ahead,reward_terms/residual,time/fps,reward_terms/track_yaw,reward_terms/alive,reward_terms/step_rate,reward_terms/foot_slip,ankle/ankle_spring_trq_peak,reward_terms/torque,reward_terms/residual_rate,reward_terms/stand,time/iterations,reward_terms/vz,ankle/ankle_defl_peak,time/total_timesteps,reward_terms/motor_vel,reward_terms/fwd_speed,reward_terms/coef_rate,time/time_elapsed,reward_terms/angmom,rollout/ep_rew_mean,reward_terms/action_rate,reward_terms/upright,curriculum/swing_frac_min,reward_terms/track_lin,reward_terms/phase_contact,rollout/ep_len_mean,reward_terms/lat_vel,reward_terms/stop,curriculum/dr_scale,curriculum/ctrl_jitter_ms,reward_terms/overrun,curriculum/stance_ratio,reward_terms/hip_roll,est/vel_rmse,curriculum/ent_coef,reward_terms/time,curriculum/cmd_track_err,reward_terms/stance,reward_terms/clearance,reward_terms/duty_sym,reward_terms/energy,curriculum/ctrl_drop_prob,reward_terms/height,reward_terms/stand_drift,reward_terms/assist_pen,reward_terms/stance_time,curriculum/cmd_scale,ankle/ankle_spring_energy_peak,train/explained_variance,train/std,train/n_updates,train/approx_kl,train/clip_range,train/value_loss,train/loss,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,curriculum/dr_scale_progress,curriculum/stance_ratio_progress,curriculum/ctrl_drop_prob_progress,curriculum/eff_scale_progress,curriculum/ctrl_jitter_ms_progress
0.0,0.0,-1.3522669170198893e-06,0.13319227430555555,0.0,-0.060876793651254216,7017,1.9999911877948036,0.0,-0.0043185763888889195,-0.46805315626322525,0.0,0.0,0.0,0.8227555538495399,11,-0.02157601400078069,0.5051635951395095,202752,0.0,0.0,-1.6002182861780583,28,-0.03510814069828744,-4.561329519999998,-0.24319095869372337,-5.291274186830896e-08,0.08403862847222222,1.2037970102966582,0.0,270.75,-2.301625912391316e-09,0.0,0.0,0.0,0.0,0.7,-0.00918502055668356,0.5096612289927439,0.01,0.0,0.5717009206216371,-0.00012043142462399562,0.0,-4.488863729710272e-05,0.0,0.0,-0.004976270986686838,-0.019586503687940408,0.0,0.0,0.0,0.0,0.750590443611145,1.0014550685882568,40,0.0034144819,0.2,312.30448455810546,139.29727172851562,-36.91038932800293,-0.009971207415219396,0.00029963136,0.0076904296875,,,,,
0.0,0.0,-1.3190926388757188e-06,0.1308865017361111,0.0,-0.06087379706082758,6979,1.9999916013309742,0.0,-0.0040256076388889145,-0.481539642529833,0.0,0.0,0.0,0.7304171112642981,12,-0.022215901149375564,0.505222367364992,221184,0.0,0.0,-1.5878033304347028,31,-0.03700189461935696,25.394178510000007,-0.24154632470332732,-5.158545900555297e-08,0.0934787326388889,1.0593000222310158,0.0,291.87,-2.3361236771494796e-09,0.0,0.0,0.0,0.0,0.7,-0.009947179897075768,0.4932568302339009,0.01,0.0,0.5440943755149432,-0.0003418765729921819,0.0,0.0,0.0,0.0,-0.0052580715150660155,-0.02041107306887331,0.0,0.0,0.0,0.0,0.7685433626174927,1.0013349056243896,44,0.0026348096,0.2,308.79571228027345,150.3328857421875,-36.90878524780273,-0.009555652714334428,0.000299594496,0.00367431640625,,,,,
0.0,0.0,-1.3306766575672429e-06,0.13264973958333334,0.0,-0.06099046283652544,6920,1.9999909555516904,0.0,-0.004134114583333362,-0.4690656862704954,0.0,0.0,0.0,0.7613344902546365,13,-0.022149799299379158,0.5051357618135278,239616,0.0,0.0,-1.5837257852556765,34,-0.03702553477078752,33.18053396,-0.24331766598060708,-5.4662679015837006e-08,0.10492621527777778,1.0671957887314683,0.0,300.38,-2.436998756302369e-09,0.0,0.0,0.0,0.0,0.7,-0.009986412891601341,0.4983420899535099,0.01,0.0,0.6396469133291138,-0.0013669603241253235,0.0,0.0,0.0,0.0,-0.005123841576865605,-0.019161012905979432,0.0,0.0,0.0,0.0,0.7828487753868103,1.0010558366775513,48,0.003953389,0.2,298.4412216186523,133.466064453125,-36.90502223968506,-0.010558761944412253,0.000299557632,0.01109619140625,,,,,
0.0,0.0,-1.360302710884937e-06,0.12063259548611112,0.0,-0.06063859785183364,6866,1.9999918623478554,0.0,-0.0038519965277777992,-0.47948068340282035,0.0,0.0,0.0,0.8529189562593136,14,-0.021381045488821762,0.5051328247649702,258048,0.0,0.0,-1.5897898924127005,37,-0.036249449101333805,0.63800639,-0.24176037977501647,-5.816553052998548e-08,0.1012912326388889,1.1843382080499678,0.0,262.79,-2.4009244886304176e-09,0.0,0.0,0.0,0.0,0.7,-0.009936443930179594,0.4719971561841236,0.01,0.0,0.5907981282086544,-0.0009098799963679166,0.0,0.0,0.0,0.0,-0.005167972652412036,-0.019456769552698747,0.0,0.0,0.0,0.0,0.8035924434661865,1.001222014427185,52,0.0033932321,0.2,280.17606658935546,125.496826171875,-36.904792404174806,-0.010979414207395167,0.00029952076799999997,0.00640869140625,,,,,
0.0,0.0,-1.2806179885834425e-06,0.12632921006944445,0.0,-0.06124038338485438,6763,1.9999920389080594,0.0,-0.004220920138888918,-0.5034222800459716,0.0,0.0,0.0,0.921513751909241,15,-0.019357559745630363,0.5050338626649483,276480,0.0,0.0,-1.5921996003143015,40,-0.033002677785390254,1.5581236500000015,-0.24343053659653333,-5.761351471940511e-08,0.10074869791666667,1.2920115685986822,0.0,264.77,-2.299898672592821e-09,0.0,0.0,0.0,0.0,0.7,-0.009004967439921652,0.4450216012437371,0.01,0.0,0.5429283720449293,-0.0002910372702835465,0.0,0.0,0.0,0.0,-0.004618879131333246,-0.018870257327852653,0.0,0.0,0.0,0.0,0.8166642189025879,1.0011075735092163,56,0.0035749574,0.2,286.2986145019531,133.46417236328125,-36.904921531677246,-0.0100335460039787,0.000299483904,0.007958984375,,,,,
0.0,0.0,-1.3192105174153375e-06,0.12117513020833334,0.0,-0.061114119809934454,6726,1.9999915541619582,0.0,-0.003721788194444465,-0.49712934046553287,0.0,0.0,0.0,0.8821326381301362,16,-0.020932411866289947,0.5049872448485827,294912,0.0,0.0,-1.5925017801614134,43,-0.0341806998645752,11.351186859999999,-0.2436602096501893,-5.689670583301707e-08,0.08794487847222222,1.2843504976233633,0.0,283.54,-2.626549317845541e-09,0.0,0.0,0.0,0.0,0.7,-0.010568350630796869,0.4830183287947681,0.01,0.0,0.5908572408217091,-0.0006617145222751549,0.0,0.0,0.0,0.0,-0.005049891247530177,-0.01768350937100233,0.0,0.0,0.0,0.0,0.8271483182907104,1.001153826713562,60,0.00389553,0.2,286.4522247314453,133.68423461914062,-36.905806922912596,-0.011193858884507791,0.00029944704,0.0087646484375,,,,,
0.0,0.0,-1.2662393411345939e-06,0.10926649305555555,0.0,-0.06131963744640071,6693,1.9999918382362902,0.0,-0.0039388020833333575,-0.5173816573514334,0.0,0.0,0.0,0.9547481047015055,17,-0.01736102024044792,0.5048258991776621,313344,0.0,0.0,-1.6011594102951696,46,-0.030238091988073194,14.339839539999998,-0.2426754573760175,-5.727889508475064e-08,0.09038628472222222,1.3725959040896099,0.0,289.8,-2.346896582570992e-09,0.0,0.0,0.0,0.0,0.7,-0.010817274852968347,0.45508675301030765,0.01,0.0,0.570295489710106,-0.00039876941463063515,0.0,0.0,0.0,0.0,-0.004081400049815935,-0.017847289245884558,0.0,0.0,0.0,0.0,0.8363879919052124,1.001265048980713,64,0.003478545,0.2,298.4507537841797,142.11012268066406,-36.90631217956543,-0.010806310491170734,0.00029941017599999996,0.0065185546875,,,,,
0.0,0.0,-1.2377868160816462e-06,0.0908203125,0.0,-0.06136176790513648,6660,1.9999921567155132,0.0,-0.0030924479166666795,-0.48557953889895294,0.0,0.0,0.0,1.1038412370516641,18,-0.01492682888621405,0.505152264360858,331776,0.0,0.0,-1.5877116537657354,49,-0.027080233966312733,56.23723048,-0.24465051453930078,-6.494705391985847e-08,0.07183159722222222,1.5848789506820247,0.0,343.66,-2.239970637358575e-09,0.0,0.0,0.0,0.0,0.7,-0.010429384153160769,0.4425685736761035,0.01,0.0,0.5839977364606045,-0.0004683450071410486,0.0,0.0,0.0,0.0,-0.0038979208197488127,-0.021809928493673286,0.0,0.0,0.0,0.0,0.8540898561477661,1.0017485618591309,68,0.0043547195,0.2,272.6547981262207,125.40472412109375,-36.91176013946533,-0.01201350671472028,0.00029937331199999997,0.01258544921875,,,,,
0.0,0.0,-1.1584501192312207e-06,0.07855902777777778,0.0,-0.06163607325671575,6630,1.9999921343902447,0.0,-0.0028862847222222332,-0.4469725437885578,0.0,0.0,0.0,1.1048289593054943,19,-0.012495674815355143,0.5051370156323484,350208,0.0,0.0,-1.595548785750927,52,-0.02222992890079646,73.41298576,-0.244763592678165,-6.935363748331278e-08,0.05002170138888889,1.5161535431207656,0.0,357.98,-1.914980122885387e-09,0.0,0.0,0.0,0.0,0.7,-0.010556246769884014,0.4210912523921013,0.01,0.0,0.6154908269746875,-0.0003812482366964515,0.0,0.0,0.0,0.0,-0.0034523036725596316,-0.025680283761070764,0.0,0.0,0.0,0.0,0.8601856231689453,1.0014500617980957,72,0.0031897388,0.2,297.37646942138673,134.47474670410156,-36.90988693237305,-0.009290902031352744,0.000299336448,0.0058349609375,,,,,
0.0,0.0,-1.2202838856025385e-06,0.09375,0.0,-0.06154115557719583,6604,1.999991568061377,0.0,-0.0032009548611111253,-0.47460068692555196,0.0,0.0,0.0,1.0128131472673239,20,-0.01527380490355069,0.5048707380086555,368640,0.0,0.0,-1.6010471169864107,55,-0.028648241728856882,77.38385447,-0.24309890436175977,-7.416266690769223e-08,0.0642361111111111,1.4309948921308733,0.0,365.56,-2.314798007926507e-09,0.0,0.0,0.0,0.0,0.7,-0.0122142860077624,0.4558421912137553,0.01,0.0,0.5857593413247424,-0.00013704323223243163,0.0,0.0,0.0,0.0,-0.0044449210324505285,-0.03281506870062923,0.0,0.0,0.0,0.0,0.8593909740447998,1.0017958879470825,76,0.004342418,0.2,275.80833129882814,119.51904296875,-36.91155166625977,-0.011611409077886492,0.000299299584,0.012158203125,,,,,
0.0,0.0,-1.2035777156638273e-06,0.10343424479166667,0.0,-0.06163452587389394,6574,1.9999918159066814,0.0,-0.0034071180555555734,-0.47764424031251324,0.0,0.0,0.0,1.0439168240904524,21,-0.017318549994071335,0.5051595486013711,387072,0.0,0.0,-1.5914421643228274,58,-0.028909156272443077,136.44899735,-0.24308037117710773,-6.396033240103237e-08,0.08317057291666667,1.4645219996079255,0.0,433.08,-2.3114649569284505e-09,0.0,0.0,0.0,0.0,0.7,-0.010867911231676047,0.4555949113274872,0.01,0.0,0.6187726964606215,-0.00032336121321444223,0.0,0.0,0.0,0.0,-0.004337751730085207,-0.021608675997252146,0.0,0.0,0.0,0.0,0.8782647252082825,1.0017844438552856,80,0.004141613,0.2,267.4834548950195,121.55956268310547,-36.913481903076175,-0.01125064438674599,0.00029926272,0.010986328125,,,,,
0.0,0.0,-1.2715418737464173e-06,0.0978732638888889,0.0,-0.06130628896832128,6576,1.9999913238565366,0.0,-0.003407118055555571,-0.46934936613708533,0.0,0.0,0.0,1.0334134609728793,22,-0.016500830786866434,0.504743676121206,405504,0.0,0.0,-1.5973224870613287,61,-0.028873152063508396,135.73759145000002,-0.24191029531496192,-6.462514996704772e-08,0.07731119791666667,1.4780708241690141,0.0,398.96,-2.5084379912750414e-09,0.0,0.0,0.0,0.0,0.7,-0.012070867751774607,0.4702319719437285,0.01,0.0,0.6263149312954973,-8.459110217371974e-05,0.0,0.0,0.0,0.0,-0.004347039707183945,-0.025679452165878976,0.0,0.0,0.0,0.0,0.8841601610183716,1.0017057657241821,84,0.0047688023,0.2,258.449609375,118.47613525390625,-36.912296295166016,-0.012783816957380623,0.00029922585599999996,0.0151611328125,,,,,
0.0,0.0,-1.134807141526732e-06,0.1005588107638889,0.0,-0.06163969310898549,6560,1.999992749482093,0.0,-0.0033203125000000164,-0.49697654291699084,0.0,0.0,0.0,1.259377547978591,23,-0.013814753030230355,0.5051445114893692,423936,0.0,0.0,-1.5986303725108006,64,-0.025079869379777055,93.51750137999997,-0.24732146425412005,-5.988160614626272e-08,0.0680881076388889,1.732161023257719,0.0,356.6,-2.2122508923141065e-09,0.0,0.0,0.0,0.0,0.7,-0.010835734614003145,0.43574763918295667,0.01,0.0,0.5958226107504113,-0.0010049208012309603,0.0,0.0,0.0,0.0,-0.003416420463935456,-0.01853675047142427,0.0,0.0,0.0,0.0,0.8882998824119568,1.0014262199401855,88,0.004224771,0.2,274.19803924560546,124.57095336914062,-36.90895252227783,-0.01254315850092098,0.000299188992,0.01165771484375,,,,,
0.0,0.0,-1.2163104038225904e-06,0.10224066840277779,0.0,-0.06148451168431279,6546,1.9999922603832152,0.0,-0.0033962673611111272,-0.4677503054443146,0.0,0.0,0.0,1.0648750876750077,24,-0.015838135103277053,0.5049320169544057,442368,0.0,0.0,-1.5960712400850108,67,-0.02670986798100032,129.19519709,-0.24343897303856116,-6.695586542704264e-08,0.07416449652777778,1.5209022703418287,0.0,398.84,-2.1754947963813725e-09,0.0,0.0,0.0,0.0,0.7,-0.010579084919797484,0.45500698270260465,0.01,0.0,0.560966059276345,-0.000687915398749264,0.0,0.0,0.0,0.0,-0.004141307085668387,-0.025680023781938687,0.0,0.0,0.0,0.0,0.8962439298629761,1.0013428926467896,92,0.003943256,0.2,277.27611236572267,128.82711791992188,-36.908600425720216,-0.011687482037814334,0.000299152128,0.0091552734375,,,,,
0.0,0.0,-1.104655249785398e-06,0.0971408420138889,0.0,-0.061870668279675245,6531,1.9999922920244175,0.0,-0.003059895833333347,-0.5147292126517274,0.0,0.0,0.0,1.119573036589192,25,-0.012570880218585306,0.5047563409233253,460800,0.0,0.0,-1.5910523757570385,70,-0.023568002672070293,160.14162226,-0.245488758120292,-7.474901278194645e-08,0.07421875,1.5750766820406463,0.0,434.33,-2.1628661490335325e-09,0.0,0.0,0.0,0.0,0.7,-0.01273955183511523,0.410077314501394,0.01,0.0,0.4566373185620051,-0.002507203263954769,0.0,-0.00033451836353723424,0.0,0.0,-0.00330424307961057,-0.016613447852231025,0.0,0.0,0.0,0.0,0.8955646753311157,1.0012580156326294,96,0.0058477046,0.2,274.9690742492676,124.75953674316406,-36.907701110839845,-0.013910348364152014,0.000299115264,0.02205810546875,,,,,
0.0,0.0,-1.1987267075480975e-06,0.08086480034722222,0.0,-0.06187429518211986,6521,1.9999918735801405,0.0,-0.0028537326388888996,-0.5037684831759919,0.0,0.0,0.0,1.0691066669275051,26,-0.014600963232886824,0.5043666842864267,479232,0.0,0.0,-1.5982797874779129,73,-0.02567488993100204,155.64250073000002,-0.24212016283756121,-6.990504216081395e-08,0.0651584201388889,1.4935998902650676,0.0,444.89,-2.2447175562324297e-09,0.0,0.0,0.0,0.0,0.7,-0.011341426171544823,0.45214342810737446,0.01,0.0,0.5710450657703309,-0.0005156466735757714,0.0,0.0,0.0,0.0,-0.003955160129990258,-0.02357897898796751,0.0,0.0,0.0,0.0,0.9017834663391113,1.0013593435287476,100,0.0071061747,0.2,255.49408264160155,110.40218353271484,-36.905483627319335,-0.015109712979756296,0.0002990784,0.03253173828125,,,,,
0.0,0.0,-1.149376654991029e-06,0.0766330295138889,0.0,-0.06212892871712678,6516,1.9999920127024557,0.0,-0.002723524305555564,-0.48391159325299565,0.0,0.0,0.0,1.0792777895830785,27,-0.011534446280093268,0.5047203716927896,497664,0.0,0.0,-1.5905427837441821,76,-0.020333691858277915,118.69068901,-0.24545734328109545,-7.61811994910765e-08,0.054524739583333336,1.554759230838848,0.0,419.59,-1.9066708589187175e-09,0.0,0.0,0.0,0.0,0.7,-0.011541473751549446,0.39329698327306906,0.01,0.0,0.49623850077304604,-0.0013253319464797018,0.0,0.0,0.0,0.0,-0.003646484495860403,-0.03098906680469292,0.0,0.0,0.0,0.0,0.9160888195037842,1.0015342235565186,104,0.0051299417,0.2,237.3168487548828,105.70154571533203,-36.90870609283447,-0.0132478668296244,0.00029904153599999997,0.0174560546875,,,,,
0.0,0.0,-1.1905929393378823e-06,0.06963433159722222,0.0,-0.062040139885561035,6175,1.999992055259581,0.0,-0.0025390625000000066,-0.4726466058302365,0.0,0.0,0.0,1.2045867994046247,28,-0.011384806465704281,0.5035095879194379,516096,0.0,0.0,-1.5860008448764245,83,-0.02048000430907359,108.07544796999998,-0.24419903167244777,-7.787351764821344e-08,0.043511284722222224,1.6523311521213073,0.0,404.45,-2.0507474682614846e-09,0.0,0.0,0.0,0.0,0.7,-0.012405746909156261,0.3936411003110226,0.01,0.0,0.6651960418108316,-0.0008960333386238066,0.0,0.0,0.0,0.0,-0.003201888881665472,-0.027252800883452676,0.0,0.0,0.0,0.0,0.917066752910614,1.0012868642807007,108,0.0053426204,0.2,249.39894638061523,115.9240951538086,-36.9069299697876,-0.013212276541162282,0.000299004672,0.0201416015625,,,,,
0.0,0.0,-1.171983713797513e-06,0.0625271267361111,0.0,-0.06217887495158932,6173,1.9999916271877543,0.0,-0.0023003472222222258,-0.46036666144157945,0.0,0.0,0.0,1.2525086146451858,29,-0.01079157754385841,0.5045930541524731,534528,0.0,0.0,-1.5827407093802757,86,-0.018035478683693307,164.68013406999998,-0.24563135684965345,-8.856855337911323e-08,0.0419921875,1.7418189403321291,0.0,480.79,-1.915692995333326e-09,0.0,0.0,0.0,0.0,0.7,-0.010349981491632897,0.4119702325745198,0.01,0.0,0.4928169251698909,-1.2508737920752648e-05,0.0,0.0,0.0,0.0,-0.003913288328298106,-0.041444287309879556,0.0,0.0,0.0,0.0,0.9196778535842896,1.0011323690414429,112,0.0059501184,0.2,253.4725799560547,117.36116027832031,-36.9012731552124,-0.013119422976160422,0.000298967808,0.02822265625,,,,,
