time/total_timesteps,reward_terms/motor_vel,curriculum/eff_scale,curriculum/stance_ratio,time/iterations,reward_terms/hip_roll,reward_terms/torque,reward_terms/assist_pen,reward_terms/upright,reward_terms/alive,curriculum/pitch_armature,reward_terms/angmom,time/fps,reward_terms/clearance,reward_terms/coef_rate,reward_terms/ang_xy,time/time_elapsed,reward_terms/fwd_speed,reward_terms/vz,reward_terms/energy,reward_terms/action_rate,rollout/ep_len_mean,reward_terms/air_time,reward_terms/stance_time,reward_terms/stance,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/lat_vel,rollout/ep_rew_mean,curriculum/ent_coef,reward_terms/residual,reward_terms/foot_slip,reward_terms/stop,reward_terms/height,reward_terms/time,reward_terms/phase_contact,train/clip_fraction,train/learning_rate,train/entropy_loss,train/explained_variance,train/approx_kl,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std
4276224,-0.0009423654743274459,0.0709632,0.64290368,232,-0.03345338561982692,-0.0360057269656807,0.0,-0.30167154408768143,0.0,0.7871104,-0.1412119155545566,2873,0.15941103385328065,-0.7056167644856676,-0.12056026373139926,1487,1.7598410929057087,-0.26675833402046983,-0.003502768567916359,-0.10752036490603903,53.56,0.006412761851808884,-0.002307936316356063,-0.00191867871387968,35.64448,0.0,-1.9751439493186472e-08,-100.74392738,0.01,-0.2649355245455733,-0.6217271573491762,0.0,-0.0914434771126228,-0.5,-0.3920446374173771,0.23116455078125,0.0003,-34.071472358703616,0.8389663100242615,0.022933038,15.496695518493652,34185,0.2,-0.014342888700775802,30.104879951477052,1.0015716552734375
4294656,-0.0009472243736747669,0.0712704,0.64287296,233,-0.03197493943342747,-0.03628086576120343,0.0,-0.2974537328843117,0.0,0.7861888,-0.14274316166820566,2874,0.1605094015953131,-0.7018589651373772,-0.11945932079976777,1494,1.771933200514141,-0.2687517285176526,-0.003516527013499801,-0.10799518773055149,54.64,0.0062847237115622396,-0.0021451762101302543,-0.0009657078944166683,35.69056,0.0,-2.0743684158694272e-08,-98.34646709000002,0.01,-0.2644396595357835,-0.6063141482149814,0.0,-0.08901934297899239,-0.5,-0.3902334363668812,0.2399169921875,0.0003,-34.068756103515625,0.8583335876464844,0.025579546,11.755012512207031,34189,0.2,-0.015243757562711836,25.2223051071167,1.0012695789337158
4313088,-0.0009471008241733506,0.0715776,0.64284224,234,-0.03134920517045821,-0.03630272478597991,0.0,-0.3018174248274551,0.0,0.7852672,-0.13956766471599574,2874,0.15935157483318663,-0.7030003781368275,-0.1214238067480163,1500,1.7712020190483542,-0.2713405394901922,-0.003527444638660842,-0.10747258760784006,52.15,0.006142579491198476,-0.0021885788915420156,-0.001319617095015547,35.73664,0.0,-1.9205026512712528e-08,-101.09701967000002,0.01,-0.26491366343706285,-0.6193521500895345,0.0,-0.09207206817482329,-0.5,-0.3912868427405007,0.2629150390625,0.0003,-34.066653633117674,0.8823740482330322,0.027044114,10.700958251953125,34193,0.2,-0.016094480000901967,22.419934844970705,1.001150369644165
4331520,-0.0009570728365997037,0.0718848,0.64281152,235,-0.032356850146699485,-0.036724196386776355,0.0,-0.2934961643039569,0.0,0.7843456,-0.1402298055143797,2874,0.15980992501973834,-0.7022366416940362,-0.12027656675641264,1506,1.7967545259751487,-0.2713422357288293,-0.003550909039503474,-0.10733873074421249,52.93,0.0065527358254055595,-0.003088642509990475,-0.0010304707164360825,35.78272,0.0,-2.1300622457825505e-08,-98.58784400000002,0.01,-0.2651138951034575,-0.6319699139785521,0.0,-0.09179914032545092,-0.5,-0.3929126422209576,0.24219970703125,0.0003,-34.063963890075684,0.8332450985908508,0.023383252,14.529253005981445,34197,0.2,-0.013414610736072063,30.79712152481079,1.0010484457015991
4349952,-0.000961019669577018,0.072192,0.6427808,236,-0.032272057277127925,-0.0367708748242469,0.0,-0.2945741238751808,0.0,0.783424,-0.14095653123554752,2874,0.16268482472943563,-0.6952688066628352,-0.1185887206779282,1513,1.8228998977915412,-0.27146508516093015,-0.003564438927144729,-0.10711418018038751,53.59,0.006981338377550451,-0.0025379706461939756,-0.001203834077884377,35.8288,0.0,-2.1613902686384476e-08,-95.72436900999998,0.01,-0.26534326804700276,-0.6129528811845418,0.0,-0.09073130205618868,-0.5,-0.3893544314295538,0.2341064453125,0.0003,-34.063815116882324,0.8740251064300537,0.021670291,9.053207397460938,34201,0.2,-0.015817709383554757,22.47241497039795,1.0010756254196167
4368384,-0.0009632384919253212,0.0724992,0.64275008,237,-0.0324546521446393,-0.03691521834764604,0.0,-0.29578271537437056,0.0,0.7825024,-0.14107585094863284,2875,0.16303459786826793,-0.6975313480482411,-0.12063220856502149,1519,1.8073028037334362,-0.26885332247154803,-0.0035883361087855493,-0.10765549521714306,53.33,0.006595053577459314,-0.0025537042351465467,-0.000905935356963903,35.87488,0.0,-2.148305704668054e-08,-96.88183882999999,0.01,-0.2648599151615088,-0.6168607555965349,0.0,-0.09098652724828123,-0.5,-0.3905071661656426,0.25455322265625,0.0003,-34.06656379699707,0.9019891023635864,0.026990255,9.475711822509766,34205,0.2,-0.013635864888783544,17.651540803909302,1.001349925994873
4386816,-0.0009640091678492477,0.0728064,0.6427193600000001,238,-0.031181755999158265,-0.037158900982671376,0.0,-0.3041034825608914,0.0,0.7815808,-0.13734230363035974,2875,0.16305159062232963,-0.6996537217289428,-0.11958410149310253,1525,1.809442600441754,-0.2730174120594598,-0.00357713362556057,-0.1071362376126507,53.73,0.006617839968789162,-0.002536885543829865,-0.0007704906009604165,35.92096,0.0,-2.066371646686764e-08,-98.60598166000001,0.01,-0.26534231733657554,-0.6104428652167175,0.0,-0.09323928459489009,-0.5,-0.3920168489984184,0.2994384765625,0.0003,-34.06935348510742,0.8716474175453186,0.03023983,13.197700500488281,34209,0.2,-0.010732348362216726,24.27632942199707,1.0015296936035156
4405248,-0.0009715164171035644,0.0731136,0.64268864,239,-0.03238413110266995,-0.03731238336906598,0.0,-0.2983470955554018,0.0,0.7806592,-0.14254018656111256,2875,0.16143810454662416,-0.6925566556185304,-0.12033193062063237,1532,1.818135069365353,-0.2676799562080059,-0.003612685490048525,-0.10749410901998821,52.27,0.006859810596021513,-0.002505418631092956,-0.0013128436209603465,35.96704,0.0,-2.130564835522438e-08,-97.65893311000002,0.01,-0.26492998147099445,-0.6251736665979002,0.0,-0.09302227570393967,-0.5,-0.38908797448324767,0.25712890625,0.0003,-34.07337131500244,0.8721897602081299,0.025867442,11.264278411865234,34213,0.2,-0.01553736925125122,23.980053615570068,1.0017399787902832
4423680,-0.0009739988736903909,0.0734208,0.64265792,240,-0.030932691699960428,-0.037441574183697056,0.0,-0.3055481367020618,0.0,0.7797376,-0.14150588165003208,2875,0.1631316208355037,-0.6931224293308135,-0.12076473468417508,1538,1.8287899305582356,-0.2701932695261852,-0.00360512573276205,-0.10700488211302547,53.5,0.006615669903112575,-0.002278096951259714,-0.0007777233971676366,36.01312,0.0,-2.0993808734985564e-08,-98.91752751999998,0.01,-0.2649419323565502,-0.6172211122078509,0.0,-0.09214439193557575,-0.5,-0.3904452381618135,0.26607666015625,0.0003,-34.07354106903076,0.8750659227371216,0.024718603,11.966166496276855,34217,0.2,-0.013634769612690435,23.905216693878174,1.0017681121826172
4442112,-0.0009808443630272565,0.073728,0.6426272000000001,241,-0.03235881228964512,-0.037575947197548885,0.0,-0.29979539187956594,0.0,0.778816,-0.14043683340109675,2875,0.16391181741204333,-0.6962443764760617,-0.1223740016793548,1544,1.8227898467799837,-0.27042825827091815,-0.003622702629465768,-0.10743024983896443,54.44,0.006413846904049731,-0.0021777281848092875,-0.0012988015939039345,36.059200000000004,0.0,-2.156284045334841e-08,-97.21833641,0.01,-0.2648164759147624,-0.6142204100173341,0.0,-0.09139777025464965,-0.5,-0.389452641611785,0.2689208984375,0.0003,-34.07765941619873,0.9004948735237122,0.02621615,8.914542198181152,34221,0.2,-0.013603095221333206,19.187322902679444,1.002116322517395
4460544,-0.0009855129407183826,0.0740352,0.64259648,242,-0.031694491721184034,-0.03788796772012735,0.0,-0.2956851574835915,0.0,0.7778944,-0.13902670187985436,2876,0.16263676358245743,-0.6955204963990244,-0.1219400285693844,1550,1.829635486347315,-0.27304940798080213,-0.003639996342749807,-0.10726402858285453,53.51,0.00638780521047819,-0.0024159006198816416,-0.0011477282781650637,36.10528,0.0,-2.131917241726394e-08,-96.50696755000003,0.01,-0.2647407286616896,-0.6189567604363266,0.0,-0.09204189073574458,-0.5,-0.3912827824108177,0.27392578125,0.0003,-34.07405376434326,0.9025244116783142,0.026673267,10.048608779907227,34225,0.2,-0.01371805346570909,19.372539710998534,1.0016467571258545
4478976,-0.0009902791466666035,0.0743424,0.64256576,243,-0.03180710753707573,-0.03777014485646695,0.0,-0.2977957574053585,0.0,0.7769728,-0.13938870852294402,2876,0.16262393176808562,-0.6977605645548444,-0.12244297080178988,1557,1.8416848607353598,-0.2733726973676309,-0.0036526499379961113,-0.10721179043316814,53.89,0.006601563790657868,-0.002156569376691348,-0.0006655788642061586,36.15136,0.0,-2.0583914047965984e-08,-97.99351097000003,0.01,-0.26498211773438496,-0.6160822910785417,0.0,-0.09315259183487457,-0.5,-0.38965966167697974,0.242919921875,0.0003,-34.069478797912595,0.8776946067810059,0.021825833,11.759406089782715,34229,0.2,-0.014353643567301334,23.767685222625733,1.0014194250106812
4497408,-0.0009914471391618616,0.0746496,0.6425350400000001,244,-0.030874807600721414,-0.037843987949532414,0.0,-0.3172824993943892,0.0,0.7760511999999999,-0.1372856128320147,2876,0.16314851212989223,-0.6937039270183644,-0.12314542138692776,1563,1.829819650415772,-0.27516384090872953,-0.003656830015580141,-0.10689813903956752,54.44,0.006228299859988813,-0.002558044368116599,-0.0008092133539382688,36.19744,0.0,-2.056885845635106e-08,-97.77287609000003,0.01,-0.2651072752029201,-0.6193773190850939,0.0,-0.09526058768015856,-0.5,-0.38977982356560603,0.24925537109375,0.0003,-34.06863384246826,0.8838546872138977,0.023872985,10.627850532531738,34233,0.2,-0.014624287630431354,22.715625858306886,1.001408338546753
4515840,-0.0009957078602692866,0.0749568,0.64250432,245,-0.03162015026479173,-0.03771130974676026,0.0,-0.30338376658154614,0.0,0.7751296,-0.13702308190051088,2876,0.1634014594741754,-0.6855009160752847,-0.12370859780126363,1569,1.8389036575982678,-0.27292435796233816,-0.0036286790782635425,-0.10681184948308549,54.13,0.006044923088565055,-0.002359477069047797,-0.0010201639246317853,36.243520000000004,0.0,-2.0228763902941535e-08,-95.83712833000001,0.01,-0.26514766836881376,-0.6108998859460167,0.0,-0.09200909844703874,-0.5,-0.38730888722833207,0.2711669921875,0.0003,-34.07231521606445,0.886971652507782,0.025408048,11.041160583496094,34237,0.2,-0.014310368662700057,22.27853708267212,1.0017311573028564
4534272,-0.0010055350795792907,0.075264,0.6424736,246,-0.031152492305904462,-0.038125785626394265,0.0,-0.30360548946624816,0.0,0.774208,-0.13946917250903143,2876,0.16491356503007815,-0.6869487889129061,-0.12182652123950984,1576,1.8601925834419812,-0.2715486943263112,-0.0037003671404040716,-0.10710634909058407,54.31,0.006804471871065389,-0.002323669874587924,-0.0010785055683574895,36.2896,0.0,-2.0572581584549206e-08,-96.72010016,0.01,-0.2657246602895631,-0.6199125033853524,0.0,-0.09343198952034332,-0.5,-0.38592561389245206,0.26929931640625,0.0003,-34.07454719543457,0.8973788619041443,0.02767692,11.005467414855957,34241,0.2,-0.013942577433772385,20.9776141166687,1.0017690658569336
4552704,-0.0010031409239945389,0.0755712,0.64244288,247,-0.031773323755891564,-0.03840422192078777,0.0,-0.31460067700592526,0.0,0.7732864,-0.13694973824689255,2877,0.1644225977152173,-0.6867896646983089,-0.12259947624229522,1582,1.8707920919718926,-0.2707420916795698,-0.003701397112787604,-0.10621027946577899,54.87,0.00670356039578716,-0.0021223897056188434,-0.0006195383345238502,36.335679999999996,0.0,-2.0125688205396752e-08,-95.13170688999999,0.01,-0.2654052787546241,-0.6107194319935378,0.0,-0.0951841503047648,-0.5,-0.3867518206976991,0.285009765625,0.0003,-34.06814689636231,0.8884474039077759,0.030113539,8.986291885375977,34245,0.2,-0.013356654567178338,22.24757013320923,1.0013108253479004
4571136,-0.0010111439631322557,0.0758784,0.64241216,248,-0.030406377828585074,-0.03836237223492787,0.0,-0.30334033178984665,0.0,0.7723648,-0.13798570109327987,2877,0.1626806062189585,-0.6887013904327994,-0.12110615554910725,1588,1.8313503169574483,-0.2781649879394523,-0.003705905995331753,-0.10650390570059139,54.62,0.006418187064506735,-0.0019867562966990387,-0.0006172700753763274,36.38176,0.0,-2.0826908014596746e-08,-93.97781546,0.01,-0.2655886727021753,-0.6163095116222577,0.0,-0.0932242146199294,-0.5,-0.3891848717465455,0.25230712890625,0.0003,-34.06810989379883,0.8978707790374756,0.026238332,9.806708335876465,34249,0.2,-0.015315310144796968,20.177060413360596,1.0014324188232422
4589568,-0.001011097529500132,0.0761856,0.64238144,249,-0.031058211992774056,-0.03884998059979318,0.0,-0.31304677665289343,0.0,0.7714432,-0.13773734923643546,2877,0.16425312773398,-0.6855230043127408,-0.12273580453833251,1594,1.8403377003127082,-0.27926945602749165,-0.0037340431825364597,-0.10607878966772454,53.57,0.006483291204656578,-0.002477749389880854,-0.0006230658802631164,36.42784,0.0,-2.1458772746862676e-08,-96.65015624000002,0.01,-0.2656387292548942,-0.611044551395133,0.0,-0.09446548401741173,-0.5,-0.3873369898046649,0.23963623046875,0.0003,-34.070393562316895,0.8722459673881531,0.023961674,11.601953506469727,34253,0.2,-0.014235757128335535,26.951923847198486,1.001572608947754
4608000,-0.0010190115376971286,0.0764928,0.64235072,250,-0.030913946689031642,-0.03850398805557902,0.0,-0.3045768082597393,0.0,0.7705216,-0.1378134831943274,2877,0.16442889387768012,-0.685545987889177,-0.12012422030333532,1601,1.8368778139793551,-0.2752139229489276,-0.0037316918372502722,-0.10625729135366549,51.56,0.00653537459179966,-0.0025732353614229295,-0.0008582028104325383,36.47392,0.0,-2.0799811267911575e-08,-98.38975155000001,0.01,-0.2656051608994706,-0.6159468718086866,0.0,-0.09359004780830504,-0.5,-0.3881823182029801,0.24222412109375,0.0003,-34.07005634307861,0.894367516040802,0.021701429,10.527298927307129,34257,0.2,-0.01573040196672082,23.0090274810791,1.0015723705291748
4626432,-0.0010200830212309883,0.0768,0.64232,251,-0.03256930162862431,-0.038691966670581036,0.0,-0.3089215813410241,0.0,0.7696000000000001,-0.1362837081552198,2877,0.16319754201506945,-0.6876282621678028,-0.12371097889899144,1607,1.8348557972761559,-0.2775763692353647,-0.003743543075175825,-0.10595863753166507,54.32,0.00659830850458497,-0.0021967168561079437,-0.001054357564850209,36.519999999999996,0.0,-2.1983259694004867e-08,-96.56174517999997,0.01,-0.2649410250726325,-0.6166620115636648,0.0,-0.09362356329100982,-0.5,-0.3892406086834037,0.23590087890625,0.0003,-34.068959617614745,0.8667723536491394,0.023563478,12.21662712097168,34261,0.2,-0.01498306809226051,27.19504051208496,1.001413345336914
4644864,-0.001031070540747921,0.0771072,0.6422892800000001,252,-0.03057197805160398,-0.039102401123102405,0.0,-0.3038798272022932,0.0,0.7686784,-0.13844774247111313,2878,0.16386242050932578,-0.6783519673158556,-0.12127556232391584,1613,1.846830169925866,-0.2763884924834348,-0.003801723013908961,-0.10609309034562103,53.29,0.006756728673483142,-0.002918286997656752,-0.0005490721560434492,36.56608,0.0,-2.203623339025507e-08,-95.38819393999998,0.01,-0.26545035173186166,-0.6090792421085696,0.0,-0.09516948407134898,-0.5,-0.3848612700787426,0.2818603515625,0.0003,-34.06580581665039,0.8732447624206543,0.027588543,12.741211891174316,34265,0.2,-0.013909202616196126,26.903441143035888,1.00114107131958
4663296,-0.0010343901963040252,0.0774144,0.64225856,253,-0.032419352631679395,-0.03921616477891271,0.0,-0.30281109389372585,0.0,0.7677568,-0.13847453796787804,2878,0.16568616483635157,-0.6829858521580812,-0.1219217278555342,1620,1.8605510369755862,-0.2804963797338998,-0.0037900315830659906,-0.10618228453362363,54.23,0.006582032332921194,-0.0024587607282834747,-0.0010296769734413475,36.61216,0.0,-2.1981396912211627e-08,-95.20861493000001,0.01,-0.2654276987121622,-0.605997968186545,0.0,-0.09327259240938034,-0.5,-0.3840110631770789,0.24388427734375,0.0003,-34.06944522857666,0.9007589221000671,0.023160508,8.346161842346191,34269,0.2,-0.015549441624898463,19.955254650115968,1.0015454292297363
4681728,-0.001038326071601362,0.0777216,0.64222784,254,-0.031920746018444364,-0.039272415592257616,0.0,-0.29903145945968485,0.0,0.7668352,-0.14075223828489392,2878,0.16616275326179739,-0.6784645629968001,-0.12210937177473055,1626,1.8849734736923023,-0.27678131674905426,-0.0038268184360100294,-0.10714290472017009,53.94,0.006767579357579557,-0.0023318078068162626,-0.0006153161602686911,36.65824,0.0,-2.2050440476632706e-08,-95.11817811,0.01,-0.26564697819278327,-0.6107710690878859,0.0,-0.09204075734058424,-0.5,-0.38329714539759896,0.2708984375,0.0003,-34.06647968292236,0.8999975323677063,0.029499944,9.999159812927246,34273,0.2,-0.016440457722637802,21.867488956451417,1.0012776851654053
4700160,-0.0010370409342024165,0.0780288,0.6421971200000001,255,-0.03049283990889557,-0.039044034512374134,0.0,-0.30174112847425877,0.0,0.7659136,-0.13621216148425327,2878,0.16382529948319605,-0.681715159914238,-0.12303099676666197,1632,1.8353883222004421,-0.2844445379224717,-0.003785223285316938,-0.10522829271101901,53.59,0.006320530648938277,-0.0020594558655931097,-0.0003417676295638483,36.704319999999996,0.0,-2.017083755557091e-08,-94.51176376000004,0.01,-0.2660337477607494,-0.5998572875438953,0.0,-0.09254116567465062,-0.5,-0.38732721913856794,0.24755859375,0.0003,-34.06590099334717,0.9007055759429932,0.022172667,8.688031196594238,34277,0.2,-0.013827176846098155,21.305439758300782,1.0012524127960205
4718592,-0.0010452613470318048,0.078336,0.6421664,256,-0.02992842337674571,-0.038797095730935025,0.0,-0.297618105328872,0.0,0.764992,-0.13630901552679425,2878,0.16357950961075113,-0.6821712231852683,-0.12353852116119429,1639,1.8274651093674759,-0.28206040265147186,-0.0037992754302270276,-0.1057290446206597,53.85,0.006169705936271284,-0.0021907490057249865,-0.0010143175437403989,36.7504,0.0,-2.142342805455036e-08,-96.8891674,0.01,-0.26554721335631215,-0.6024657326273823,0.0,-0.09173930347296659,-0.5,-0.3867265276488452,0.23125,0.0003,-34.06687622070312,0.8697201609611511,0.023159456,13.554616928100586,34281,0.2,-0.014619750482961536,28.20959062576294,1.0011738538742065
4737024,-0.001043859587496356,0.0786432,0.64213568,257,-0.031151888497396894,-0.03969939478244301,0.0,-0.306986213706164,0.0,0.7640704,-0.13729676784668088,2879,0.16578512651892813,-0.675027838894704,-0.12420118945697861,1645,1.8876960578280106,-0.2826497881870102,-0.0038371467277402167,-0.10573596805873754,52.38,0.006729601866229334,-0.002541225878909851,-0.0007686270895263094,36.79648,0.0,-2.2244677572222506e-08,-95.16293166,0.01,-0.2657324198117104,-0.6072541657208357,0.0,-0.09467086852231821,-0.5,-0.3833624124822513,0.22529296875,0.0003,-34.063434791564944,0.8499300479888916,0.021967754,15.845172882080078,34285,0.2,-0.01441644822480157,32.98607482910156,1.0009558200836182
4755456,-0.0010572960524596244,0.0789504,0.6421049600000001,258,-0.03132063536978068,-0.0397695433161144,0.0,-0.2988735926014317,0.0,0.7631488,-0.13751742530160532,2879,0.16624279970132874,-0.6725470198500871,-0.12230246047353882,1651,1.8916349854464576,-0.2817032367129085,-0.0038697350747066905,-0.10596314158489227,54.29,0.006779515106851856,-0.002099603320756513,-0.0007451849510552641,36.84256,0.0,-2.24821736552277e-08,-93.16942727,0.01,-0.26548029726902245,-0.5996326890994986,0.0,-0.09385876800188972,-0.5,-0.3825699105615949,0.22845458984375,0.0003,-34.0646354675293,0.8918980360031128,0.02541022,11.265634536743164,34289,0.2,-0.014832593186292797,23.10080862045288,1.0010079145431519
4773888,-0.001057336683065605,0.0792576,0.64207424,259,-0.029760907263322343,-0.039526933417156226,0.0,-0.3082512814869295,0.0,0.7622272,-0.1375049813056372,2879,0.1664136846397162,-0.669559797912897,-0.12046553368096607,1657,1.872577217831342,-0.28237365264851655,-0.0038407029420098097,-0.10554567782859953,54.1,0.006882596683378021,-0.0019048336835112423,-0.000400944527528005,36.888639999999995,0.0,-2.340261703723934e-08,-94.00079629,0.01,-0.26582093554997394,-0.6040997949157458,0.0,-0.09451760396626716,-0.5,-0.38440881978673147,0.2679931640625,0.0003,-34.06430377960205,0.8999093770980835,0.025427734,10.535740852355957,34293,0.2,-0.014385581272654236,21.757908439636232,1.0010793209075928
4792320,-0.0010516776665365757,0.0795648,0.64204352,260,-0.02965827919366649,-0.039860674977116616,0.0,-0.3166779391276118,0.0,0.7613056,-0.13671177339491222,2879,0.16694746157333867,-0.6718198677334113,-0.12320099475952083,1664,1.871045403767809,-0.28338793697263365,-0.0038617663952106116,-0.10560795784269869,54.39,0.006489801379050025,-0.002099060796252969,-0.00035748340176644506,36.93472,0.0,-2.1745773086562415e-08,-94.10117619,0.01,-0.265611865754112,-0.6047596671269395,0.0,-0.0953592090316913,-0.5,-0.38256819552594584,0.24656982421875,0.0003,-34.06815853118896,0.8946250677108765,0.024571666,11.12548828125,34297,0.2,-0.015090087137650698,23.258363342285158,1.0014593601226807
4810752,-0.001061030123282603,0.079872,0.6420128,261,-0.029829658769534355,-0.03994753247039842,0.0,-0.28914697905402603,0.0,0.760384,-0.1372049877525131,2879,0.16645195757762254,-0.6655676489363387,-0.12156369128272046,1670,1.8997734356941787,-0.28632772141128504,-0.0038596703355243114,-0.10491597938089733,55.19,0.006775174671525342,-0.001914599276561704,-0.0005920425108198827,36.9808,0.0,-2.318342144172404e-08,-91.75104414000003,0.01,-0.26576374496269706,-0.5930591491154993,0.0,-0.09218190250690625,-0.5,-0.381260465991624,0.254296875,0.0003,-34.069803619384764,0.8936455845832825,0.026184896,13.549110412597656,34301,0.2,-0.013909759523812681,26.288299655914308,1.001347303390503
4829184,-0.0010644257551780808,0.0801792,0.64198208,262,-0.029921645422311356,-0.04053345064995688,0.0,-0.2925987206110419,0.0,0.7594624,-0.13536798983448894,2879,0.16838946901488885,-0.6667755178284511,-0.12177910493999922,1676,1.9114344901194944,-0.28752346157359243,-0.0038990805255038185,-0.10517537458533481,53.38,0.0063465721808218705,-0.0020138829826868865,-0.0006682949799629227,37.02688,0.0,-2.1576275245928055e-08,-94.04945228000001,0.01,-0.26584021231058075,-0.5889086773990215,0.0,-0.09432993990324004,-0.5,-0.3803335579063061,0.24744873046875,0.0003,-34.06748027801514,0.9188350439071655,0.026653329,8.671993255615234,34305,0.2,-0.01423213081434369,17.94907741546631,1.001365065574646
4847616,-0.0010671922961755622,0.0804864,0.64195136,263,-0.029160422624690405,-0.040394723328578894,0.0,-0.293326933128333,0.0,0.7585408,-0.13605834857062593,2880,0.1682942395396484,-0.6722831237041906,-0.12358406502465952,1683,1.8909894828376292,-0.2883077490150858,-0.0038844701003398394,-0.10552686798864003,54.81,0.006711155554512516,-0.0020426372454191246,-0.0010798609287050829,37.07296,0.0,-2.102004478359526e-08,-91.23611744999998,0.01,-0.265770135897244,-0.5932728382244833,0.0,-0.09303605221849143,-0.5,-0.38543274887272655,0.2625244140625,0.0003,-34.068086814880374,0.9003996253013611,0.027258774,10.429065704345703,34309,0.2,-0.013245289248879999,22.479467582702636,1.0013113021850586
4866048,-0.0010642944704844723,0.0807936,0.64192064,264,-0.029603053669359575,-0.04068361506574171,0.0,-0.3073590053093821,0.0,0.7576191999999999,-0.1341942566207188,2880,0.16783992959751118,-0.6686178133833122,-0.12456218238565714,1689,1.8938106016159817,-0.2876348027011495,-0.0038832681910439576,-0.10483408251786652,54.69,0.006083985292611437,-0.0025238648554982823,-0.0004908630784676272,37.11904,0.0,-2.0940543772796973e-08,-93.64414167999999,0.01,-0.2661766051453675,-0.5967477350617565,0.0,-0.0949036613904894,-0.5,-0.3833214310951228,0.262646484375,0.0003,-34.06699047088623,0.8702874183654785,0.02493288,12.76782512664795,34313,0.2,-0.013835625327192246,29.04910593032837,1.0013306140899658
4884480,-0.001070591526411201,0.0811008,0.64188992,265,-0.02901326311722406,-0.04069134302408582,0.0,-0.29264218013516374,0.0,0.7566976,-0.13413370220569706,2880,0.16813168436385523,-0.6671868816685138,-0.12359191420871483,1695,1.9193025655309326,-0.2880446240090352,-0.0038900989945203027,-0.10513945579643262,55.48,0.006523438509450191,-0.002428921363187126,-0.0007411362903638559,37.16512,0.0,-2.066312015522239e-08,-89.66811449,0.01,-0.265823175610421,-0.5960652973623003,0.0,-0.0936518757757522,-0.5,-0.38212974944382627,0.24649658203125,0.0003,-34.06483039855957,0.885056734085083,0.0254235,12.512545585632324,34317,0.2,-0.01602121815085411,26.6510009765625,1.0011320114135742
4902912,-0.0010710409976823858,0.081408,0.6418592000000001,266,-0.02910695632592636,-0.040967369678877805,0.0,-0.30222913962883013,0.0,0.755776,-0.13728390456213047,2880,0.16880714032034794,-0.6608880397160168,-0.12517692726976098,1702,1.9173045505465487,-0.29003314588225326,-0.0039019304540720656,-0.10517710091974479,55.24,0.006548395040833081,-0.002348626394652658,-0.00047136300918203977,37.2112,0.0,-2.2088598434977843e-08,-91.41024220999998,0.01,-0.2659081208140337,-0.5909351620590635,0.0,-0.09495132875268394,-0.5,-0.3797696134441686,0.25965576171875,0.0003,-34.06254272460937,0.9011093378067017,0.026010985,10.131641387939453,34321,0.2,-0.014934105018619448,22.85065155029297,1.0008941888809204
4921344,-0.0010776001037266498,0.0817152,0.64182848,267,-0.028826949555613966,-0.04127030386314926,0.0,-0.3030338892134092,0.0,0.7548544,-0.13613546482120614,2880,0.16887326400866148,-0.6604738735714869,-0.12212021087915698,1708,1.9257163615980721,-0.28897232301471437,-0.00393011855633188,-0.10458335896013177,54.74,0.00656684125877089,-0.002095805592640924,-0.000440427167897253,37.25728,0.0,-2.2904592603430703e-08,-92.15395336999998,0.01,-0.2656809082690997,-0.5978549921468905,0.0,-0.09524140708422194,-0.5,-0.3798916436942839,0.241943359375,0.0003,-34.06339015960693,0.911102294921875,0.022970382,7.957791805267334,34325,0.2,-0.014891553786583245,20.713847064971922,1.0012004375457764
4939776,-0.0010832010841704462,0.0820224,0.64179776,268,-0.028808404629296472,-0.041485406147229974,0.0,-0.3088321216550079,0.0,0.7539328,-0.13486561357786667,2880,0.1686921221614181,-0.6608633499363995,-0.124464179649969,1714,1.9141227639754557,-0.2905234543629271,-0.003961099966499335,-0.10474094533491975,54.63,0.006445313474008192,-0.002137038184122907,-0.0007525523205877606,37.30336,0.0,-2.2414461031310913e-08,-92.18247947,0.01,-0.2656500471079311,-0.5934871816314914,0.0,-0.09584886436371529,-0.5,-0.37838275629079005,0.276806640625,0.0003,-34.06639137268066,0.9052823781967163,0.025805313,11.994657516479492,34329,0.2,-0.014892118878196924,23.04208908081055,1.0014667510986328
4958208,-0.00108391316397816,0.0823296,0.6417670400000001,269,-0.02902338704560671,-0.04135005247092306,0.0,-0.29285231058802097,0.0,0.7530112,-0.13666054053366913,2881,0.1701451046309736,-0.66066420077361,-0.12258126244163371,1720,1.9326762224233194,-0.29027194898180686,-0.003949745132803633,-0.10406700697230896,54.95,0.006467014777525846,-0.0022645336559637347,-0.0007695881612636963,37.34944,0.0,-2.149470781838253e-08,-89.48341989,0.01,-0.2658236142337788,-0.5836702925924083,0.0,-0.09291981993981846,-0.5,-0.3778809203023129,0.24635009765625,0.0003,-34.066438865661624,0.8753423690795898,0.023290094,11.331583976745605,34333,0.2,-0.011429346585646271,26.320387268066405,1.001119613647461
