time/fps,reward_terms/assist_pen,reward_terms/foot_ahead,reward_terms/step_rate,reward_terms/vz,reward_terms/lat_vel,reward_terms/alive,reward_terms/angmom,reward_terms/stance,reward_terms/hip_roll,reward_terms/stop,reward_terms/upright,reward_terms/clearance,reward_terms/residual,time/iterations,curriculum/ent_coef,reward_terms/ang_xy,curriculum/eff_scale,reward_terms/overrun,time/time_elapsed,reward_terms/residual_rate,reward_terms/foot_slip,curriculum/stance_ratio,time/total_timesteps,reward_terms/action_rate,rollout/ep_rew_mean,reward_terms/fwd_speed,reward_terms/motor_vel,reward_terms/energy,reward_terms/stance_time,reward_terms/torque,curriculum/sprint_dist_m,reward_terms/height,reward_terms/time,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,rollout/ep_len_mean,reward_terms/phase_contact,curriculum/ctrl_drop_prob,reward_terms/air_time,train/loss,train/learning_rate,train/entropy_loss,train/std,train/n_updates,train/explained_variance,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss
4158,0.0,0.0,0.0,-0.20679649818393966,-3.987599332812946e-08,0.0,0.0,-0.00012250002007368305,-0.007827793809887745,0.0,-7.637288039478114e-08,0.0516511829141223,-0.061614495146841065,11,0.01,-9.774943578354264e-06,0.000768,0.0,48,0.0,-0.5946888134496385,0.6498233600000001,202752,-0.13136375616787882,-187.64911954000002,-1.869069393154293,-1.3145712371729263e-06,-1.3361159013792503e-05,-0.021787452409625985,-0.00017194482025041793,25.1152,-0.05784935288475194,-0.5,0.0,-1.2899065885368766,351.89,-0.4788331313427471,0.0,0.0,76.04263305664062,0.00029990784,-19.87799835205078,1.0019158124923706,40,0.6047552824020386,190.89805221557617,0.2,0.0025011003,0.0052001953125,-0.005619503784691915
4164,0.0,0.0,0.0,-0.20085756522062803,-4.0471555393903944e-08,0.0,0.0,-9.949084053861405e-05,-0.009553685645621408,0.0,-7.679554121977011e-08,0.0517779647155634,-0.061443248398628546,12,0.01,-9.825901980181895e-06,0.0008448,0.0,53,0.0,-0.607717845414583,0.649805696,221184,-0.1301722341290653,-186.55430361000003,-1.8700609698694473,-1.4276631862972035e-06,-1.469941979470263e-05,-0.015327503089793026,-0.0001906676558376986,25.12672,-0.056009967119246676,-0.5,0.0,-1.2905110415770076,347.58,-0.4748236710934173,0.0,0.0,89.25372314453125,0.000299898624,-19.87480764389038,1.0013091564178467,44,0.6081433296203613,176.17520065307616,0.2,0.0026332992,0.00357666015625,-0.0054084596456959845
4168,0.0,0.0,0.0,-0.19901697696703552,-4.00146303318658e-08,0.0,0.0,-0.00014468745248816367,-0.00926660964988114,0.0,-7.53677344654704e-08,0.04953063150814332,-0.06159040722754678,13,0.01,-9.841565138115907e-06,0.0009216,0.0,57,0.0,-0.6129019426912119,0.649788032,239616,-0.13098469906139032,-189.69165269,-1.7968549042387822,-1.5913316174743646e-06,-1.5890817919385577e-05,-0.02858512614814875,-0.0002034529502706434,25.13824,-0.05423961982522404,-0.5,0.0,-1.2913268332873509,360.15,-0.47984074396722115,0.0,0.0,67.48348236083984,0.00029988940799999996,-19.872725391387938,1.0014619827270508,48,0.5861496329307556,156.60789184570314,0.2,0.0026194341,0.003857421875,-0.004956574359675869
4172,0.0,0.0,0.0,-0.20675947282804244,-4.0687862815563446e-08,0.0,0.0,-1.2564993570368973e-05,-0.008463903044356395,0.0,-7.443909127565783e-08,0.05381098488235011,-0.061583563583690104,14,0.01,-9.48186414739759e-06,0.0009984,0.0,61,0.0,-0.579734198766557,0.649770368,258048,-0.1300768572727241,-190.63163512000003,-1.8189835317950847,-1.6276292680844754e-06,-1.661161449164693e-05,-0.02507709695459602,-0.00022025542141458878,25.14976,-0.05890713531082251,-0.5,0.0,-1.2894761750635315,363.84,-0.47674116454736076,0.0,0.0,65.31098175048828,0.000299880192,-19.875204277038574,1.001685619354248,52,0.5610208511352539,151.10681915283203,0.2,0.002893949,0.00550537109375,-0.005566791736055165
4175,0.0,0.0,0.0,-0.2005789442795653,-3.775811883122596e-08,0.0,0.0,0.0,-0.008432278685498399,0.0,-7.37363412606836e-08,0.05203121234050669,-0.06154172669806917,15,0.01,-9.39961429154486e-06,0.0010752,0.0,66,0.0,-0.5697730202616501,0.6497527040000001,276480,-0.13038411106007033,-188.45989765000002,-1.812038272457964,-1.740760841246637e-06,-1.7915199957941193e-05,-0.02355759878830415,-0.00023935379689639033,25.16128,-0.05760349630101865,-0.5,0.0,-1.2790020537796798,355.18,-0.48103650693063915,0.0,0.0,70.75633239746094,0.000299870976,-19.87682523727417,1.0019505023956299,56,0.5145646333694458,150.71282653808595,0.2,0.0035127406,0.00823974609375,-0.006513973593246192
4177,0.0,0.0,0.0,-0.1967318317956165,-3.860099851135243e-08,0.0,0.0,-3.7256450508419304e-07,-0.007580741691623623,0.0,-7.479832545170797e-08,0.05071823029404069,-0.06156823409021607,16,0.01,-9.610951197395837e-06,0.001152,0.0,70,0.0,-0.5762996947179675,0.64973504,294912,-0.12948220857146098,-189.8006456,-1.7991256452270683,-1.8892149507329428e-06,-1.938675562764721e-05,-0.035278493889361724,-0.00025862454700394295,25.1728,-0.05635003752791902,-0.5,0.0,-1.2856122538030945,360.58,-0.48703507537953716,0.0,0.0,57.98886489868164,0.00029986176,-19.87621545791626,1.0015736818313599,60,0.4886958599090576,133.73944587707518,0.2,0.0028528904,0.004931640625,-0.0056197175057604905
4181,0.0,0.0,0.0,-0.1875733770428161,-3.765857370392797e-08,0.0,0.0,-1.910551227212403e-08,-0.0074288954709597664,0.0,-7.50880414832118e-08,0.04921279339138299,-0.061538777652115115,17,0.01,-9.745025506273718e-06,0.0012288,0.0,74,0.0,-0.5707314669462593,0.649717376,313344,-0.12956915735168606,-191.87105191999996,-1.7085894287943761,-1.9108844525154582e-06,-1.9818964832889814e-05,-0.051301546378656186,-0.00026260176978968176,25.18432,-0.053730251005834645,-0.5,0.0,-1.2900765396216005,368.82,-0.4999165072902063,0.0,0.0,52.45156478881836,0.000299852544,-19.875323390960695,1.0018188953399658,64,0.4277263879776001,126.84468650817871,0.2,0.0036567089,0.008935546875,-0.006353475491050631
4183,0.0,0.0,0.0,-0.1938383867379502,-3.8623899627594616e-08,0.0,0.0,-7.346137577664213e-06,-0.007360886974162286,0.0,-7.241597946514954e-08,0.04903877003610786,-0.06163552384744894,18,0.01,-9.442204196354592e-06,0.0013056,0.0,79,0.0,-0.5711309490899434,0.649699712,331776,-0.12961043289403895,-192.68630615,-1.6916886917102063,-2.0705186347704522e-06,-2.1210790303900452e-05,-0.03506717348257856,-0.00027629969142288344,25.19584,-0.05430437863948647,-0.5,0.0,-1.2745441804460724,372.07,-0.49212223467246674,0.0,0.0,46.09086990356445,0.000299843328,-19.88055000305176,1.0023175477981567,68,0.395302951335907,113.03249816894531,0.2,0.0032882565,0.00714111328125,-0.006021788041107356
4186,0.0,0.0,0.0,-0.19793470676949101,-3.767575990509684e-08,0.0,0.0,-4.35143044167914e-06,-0.0073604273411581505,0.0,-7.4681340710544e-08,0.05198128537497803,-0.06158317184624513,19,0.01,-9.283588684596083e-06,0.0013824,0.0,83,0.0,-0.5441830562863561,0.6496820480000001,350208,-0.13010323222469067,-192.29095968,-1.7461968627669433,-2.1572445397915245e-06,-2.2341549318994963e-05,-0.03364383777241326,-0.00029850673592301093,25.20736,-0.057526893151293765,-0.5,0.0,-1.2847754694416926,370.55,-0.48681409012271243,0.0,0.0,57.120452880859375,0.000299834112,-19.88108835220337,1.0023702383041382,72,0.3419772982597351,114.49502563476562,0.2,0.004193443,0.0105712890625,-0.006343784579075873
4188,0.0,0.0,0.0,-0.1865491079002216,-3.697212684147809e-08,0.0,0.0,0.0,-0.0067474001025803945,0.0,-7.351375773996967e-08,0.048633933116525106,-0.061651043159274006,20,0.01,-9.466597237047075e-06,0.0014592,0.0,88,0.0,-0.5612082170903776,0.649664384,368640,-0.1287108159243288,-192.22400648999997,-1.7085343985671004,-2.2669228998150613e-06,-2.352067205963219e-05,-0.03519847404742096,-0.00031028741826003654,25.21888,-0.05374822022673654,-0.5,0.0,-1.2756180864139604,370.28,-0.49629429805297764,0.0,0.0,49.53230285644531,0.00029982489599999996,-19.87747459411621,1.0016822814941406,76,0.30005425214767456,105.46867485046387,0.2,0.0040985243,0.01097412109375,-0.006358653970528394
4190,0.0,0.0,0.0,-0.19615633942526423,-3.769282794588693e-08,0.0,0.0,0.0,-0.007144306384494043,0.0,-7.160096228269456e-08,0.05228794170905305,-0.0615964374215552,21,0.01,-9.240611170344945e-06,0.001536,0.0,92,0.0,-0.5295209293256657,0.64964672,387072,-0.12973454875936055,-191.55370891,-1.733056336305745,-2.327523353199679e-06,-2.4424214691173085e-05,-0.047133935482836224,-0.0003271747775257922,25.2304,-0.057519337127687614,-0.5,0.0,-1.2656739243720994,367.62,-0.48539288036343425,0.0,0.0,40.999019622802734,0.00029981568,-19.875814151763915,1.0018781423568726,80,0.26349514722824097,97.57121086120605,0.2,0.0042278287,0.01182861328125,-0.006993625813629478
4191,0.0,0.0,0.0,-0.18834162007031174,-3.528120471997529e-08,0.0,0.0,-1.0723352152086792e-05,-0.0071792417224173614,0.0,-7.208329066691767e-08,0.0495835350615516,-0.06157044973817986,22,0.01,-9.178773063579103e-06,0.0016128,0.0,96,0.0,-0.5455130838831771,0.649629056,405504,-0.1302557415413772,-191.06511147,-1.7008683254610952,-2.4735868955406924e-06,-2.5928170475597516e-05,-0.0453462896499938,-0.000341505677141891,25.24192,-0.0535215203055014,-0.5,0.0,-1.2695165120381697,365.72,-0.4965537058445703,0.0,0.0,45.58749008178711,0.000299806464,-19.879612922668457,1.0023406744003296,84,0.24830740690231323,95.1354606628418,0.2,0.0044092936,0.0134033203125,-0.0075998120475560425
4193,0.0,0.0,0.0,-0.17925910978833912,-3.672031544643976e-08,0.0,0.0,-2.020515499981402e-08,-0.007406808295737531,0.0,-7.309967773775414e-08,0.04735694852206648,-0.06181475229288738,23,0.01,-9.396604880311283e-06,0.0016896,0.0,101,0.0,-0.5550816586007524,0.6496113920000001,423936,-0.13091430137061158,-193.07683516,-1.6590882004666019,-2.568003080331454e-06,-2.6592778244058155e-05,-0.04260676747071557,-0.00035168667722570936,25.25344,-0.05107970524222706,-0.5,0.0,-1.2849931609733407,373.8,-0.4937923763514538,0.0,0.0,46.94125747680664,0.000299797248,-19.88046054840088,1.0023809671401978,88,0.23032665252685547,89.85401344299316,0.2,0.004355614,0.01112060546875,-0.0066315139294601975
4195,0.0,0.0,0.0,-0.1974026357129254,-3.677729897814918e-08,0.0,0.0,-8.925921781625312e-06,-0.007610111282622388,0.0,-7.063378612272897e-08,0.05076920483087619,-0.061788214405574665,24,0.01,-9.304797153208133e-06,0.0017664,0.0,105,0.0,-0.5176148477337214,0.649593728,442368,-0.13027178441531354,-193.85023655,-1.6891527261106418,-2.744144344210798e-06,-2.8291838578822146e-05,-0.03235545672941953,-0.00036962812528168254,25.26496,-0.05612253561674114,-0.5,0.0,-1.278962148808258,376.87,-0.49403655724296835,0.0,0.0,33.354835510253906,0.000299788032,-19.88296594619751,1.0030827522277832,92,0.20432960987091064,73.9975601196289,0.2,0.0056873946,0.02060546875,-0.007934300322085619
4196,0.0,0.0,0.0,-0.1893976813480655,-3.698056118234725e-08,0.0,0.0,-5.026609366284533e-06,-0.008060318770372266,0.0,-7.319528799935763e-08,0.050879000054288796,-0.061609325744296055,25,0.01,-9.216377028463156e-06,0.0018432,0.0,109,0.0,-0.5394165994062914,0.649576064,460800,-0.1307778024491364,-193.77675137000003,-1.7264665728545536,-2.876847747149309e-06,-3.006699393838063e-05,-0.046487241955926746,-0.00039649985640625437,25.27648,-0.05442442433574582,-0.5,0.0,-1.2807004064200505,376.65,-0.4940645119663837,0.0,0.0,30.97249412536621,0.000299778816,-19.88614730834961,1.0032505989074707,96,0.1728804111480713,78.17604560852051,0.2,0.0049549295,0.01563720703125,-0.008304106837022119
4198,0.0,0.0,0.0,-0.1995015876699866,-3.695795710753156e-08,0.0,0.0,0.0,-0.008004704900060245,0.0,-7.095518495392179e-08,0.05199760994416721,-0.06187315771297275,26,0.01,-9.339178929400762e-06,0.00192,0.0,114,0.0,-0.5306191757829439,0.6495584,479232,-0.1303218278998987,-194.07299113999997,-1.7224176450192181,-2.980647113817145e-06,-3.1106495520963085e-05,-0.0443138485651515,-0.00040885363500442625,25.288,-0.05713365714656277,-0.5,0.0,-1.2715580528962775,377.76,-0.4941216240124428,0.0,0.0,27.536813735961914,0.00029976959999999996,-19.886477088928224,1.0032100677490234,100,0.14396029710769653,69.09148597717285,0.2,0.005702684,0.02137451171875,-0.007414582069031894
4200,0.0,0.0,0.0,-0.17639221481685996,-3.704884212020768e-08,0.0,0.0,0.0,-0.008322919814933475,0.0,-7.251262679772699e-08,0.04663340059599294,-0.06187249803484998,27,0.01,-9.398594107843217e-06,0.0019968,0.0,118,0.0,-0.5131239346276028,0.6495407360000001,497664,-0.1292468612486946,-193.32446352,-1.6309744579219003,-2.968060025534631e-06,-3.129915586009832e-05,-0.042690587348058924,-0.00042232946412256947,25.29952,-0.051840787667360624,-0.5,0.0,-1.285837044455846,374.75,-0.505372483200941,0.0,0.0,32.44147872924805,0.000299760384,-19.88218469619751,1.0025352239608765,104,0.12071377038955688,67.76898040771485,0.2,0.0055440115,0.02054443359375,-0.0076774096116423605
4200,0.0,0.0,0.0,-0.20059526490672286,-3.637117608007972e-08,0.0,0.0,-1.8928388636693796e-05,-0.008056996510545701,0.0,-7.192001238217564e-08,0.05170102564387397,-0.06181327112971377,28,0.01,-9.230632161389694e-06,0.0020736,0.0,122,0.0,-0.5342342706843677,0.649523072,516096,-0.1302227181509726,-192.76046162999995,-1.7258109639849581,-3.2250234062085116e-06,-3.3327099842015936e-05,-0.03982831154038043,-0.00043967288964939875,25.31104,-0.05789034467379009,-0.5,0.0,-1.2632720559096466,372.51,-0.4964941878491094,0.0,0.0,27.49795913696289,0.000299751168,-19.880638122558594,1.0025678873062134,108,0.09757262468338013,56.20602245330811,0.2,0.0060053323,0.0237060546875,-0.008571664849296213
4202,0.0,0.0,0.0,-0.19327626083217456,-3.6772584669961055e-08,0.0,0.0,-1.1971229172753353e-05,-0.008733570646530672,0.0,-7.492739918766454e-08,0.050862477455931754,-0.06200964476708612,29,0.01,-9.494325035186447e-06,0.0021504,0.0,127,0.0,-0.5686569894538215,0.649505408,534528,-0.12997730493327952,-193.19933206,-1.7635491112174062,-3.3554682500815783e-06,-3.5218008134342443e-05,-0.036027598466413714,-0.00046878493557700153,25.32256,-0.05539800484838109,-0.5,0.0,-1.275591425965218,374.24,-0.49330986115805886,0.0,0.0,29.508987426757812,0.000299741952,-19.881002330780028,1.0024365186691284,112,0.08798664808273315,60.74152030944824,0.2,0.0060348073,0.0242919921875,-0.0080456254305318
4202,0.0,0.0,0.0,-0.192675374167675,-3.558746050832267e-08,0.0,0.0,-2.3780613988751423e-06,-0.008103667221221408,0.0,-7.360245550865298e-08,0.050301334891379064,-0.06203805351267718,30,0.01,-8.988275353709891e-06,0.0022272,0.0,131,0.0,-0.5187261473282404,0.649487744,552960,-0.12905163351035032,-192.03394061,-1.666511765563589,-3.3365016360562703e-06,-3.526927344599669e-05,-0.03640831336734765,-0.0004806078648121188,25.33408,-0.05489592318649325,-0.5,0.0,-1.275529546545826,369.62,-0.4971529338726282,0.0,0.0,23.246078491210938,0.000299732736,-19.880863857269286,1.0025089979171753,116,0.08065444231033325,51.23777389526367,0.2,0.0058015054,0.0227294921875,-0.008130354527384042
4203,0.0,0.0,0.0,-0.1948220211942034,-3.738731531942718e-08,0.0,0.0,0.0,-0.00892721196666989,0.0,-7.42253341305336e-08,0.0516102468927643,-0.06181678644609909,31,0.01,-9.419601653200912e-06,0.002304,0.0,135,0.0,-0.5499908370639858,0.6494700800000001,571392,-0.12866824076288486,-192.95841647,-1.7422111383701104,-3.651240491906455e-06,-3.75964069665916e-05,-0.03632056613342785,-0.0004960171298716636,25.3456,-0.057038325547461195,-0.5,0.0,-1.2562677346071238,373.33,-0.5004603867110995,0.0,0.0,23.615520477294922,0.00029972352,-19.883564376831053,1.0028709173202515,120,0.08429485559463501,47.01040840148926,0.2,0.006434501,0.027197265625,-0.008825104217976332
4204,0.0,0.0,0.0,-0.18544661393589265,-3.376798551238365e-08,0.0,0.0,-2.775809312548252e-06,-0.007134430306832834,0.0,-6.871472700421556e-08,0.04731214443997979,-0.062096484159362246,32,0.01,-9.339905907939258e-06,0.0023808,0.0,140,0.0,-0.5264733151592091,0.649452416,589824,-0.1304291231849907,-193.55945262,-1.6072520212240162,-3.522317959035262e-06,-3.682593653197075e-05,-0.04688192484091916,-0.0004954685753742524,25.35712,-0.05171043580556734,-0.5,0.0,-1.2756007006029464,375.73,-0.5167212054392193,0.0,0.0,19.657583236694336,0.000299714304,-19.88699026107788,1.0033873319625854,124,0.07853662967681885,45.26229667663574,0.2,0.0076462226,0.035498046875,-0.009131398482713849
4205,0.0,0.0,0.0,-0.17865846764337381,-3.607208576526989e-08,0.0,0.0,-1.2462956344793388e-06,-0.008603242532811162,0.0,-7.093593977881958e-08,0.04819239591111396,-0.06197274611798514,33,0.01,-9.438035344280522e-06,0.0024576,0.0,144,0.0,-0.5310606732098015,0.649434752,608256,-0.12886048406852044,-195.10191135000002,-1.6203563861747736,-3.645338241436265e-06,-3.823300031880001e-05,-0.0715723806028513,-0.0005162653214925302,25.36864,-0.051880904573243215,-0.5,0.0,-1.2700447124300138,381.91,-0.515449657658127,0.0,0.0,16.746456146240234,0.00029970508799999996,-19.889148139953612,1.0039525032043457,128,0.07833552360534668,39.705335998535155,0.2,0.0075467555,0.0355224609375,-0.010419095412362366
4205,0.0,0.0,0.0,-0.17308259370799997,-3.5761330212087777e-08,0.0,0.0,-9.13723517504968e-06,-0.008698192620574481,0.0,-7.312777270193735e-08,0.045828862241187845,-0.0619375739407132,34,0.01,-9.817643401958735e-06,0.0025344,0.0,148,0.0,-0.5356554097460545,0.649417088,626688,-0.12876870321650882,-198.64123057999998,-1.6029191904161895,-3.81694818719291e-06,-3.968586445875206e-05,-0.05979477474465966,-0.0005209381009991644,25.38016,-0.04962935985394573,-0.5,0.0,-1.2702140401196083,396.14,-0.5251441034861282,0.0,0.0,12.459280014038086,0.000299695872,-19.89433479309082,1.0042684078216553,132,0.07472497224807739,34.304636573791505,0.2,0.00726313,0.0349853515625,-0.00926644386490807
4206,0.0,0.0,0.0,-0.17694814637473993,-3.5039796298294527e-08,0.0,0.0,-8.973141276361952e-06,-0.00885239633451025,0.0,-7.053033852745002e-08,0.04568371206711013,-0.0622228975328081,35,0.01,-9.621018856480156e-06,0.0026112,0.0,153,0.0,-0.5336070798283644,0.6493994240000001,645120,-0.12954834564182385,-199.70291977,-1.5908890467513273,-3.844404877194781e-06,-4.037526102391894e-05,-0.07128334829758387,-0.000539528035952283,25.39168,-0.05048176288356135,-0.5,0.0,-1.253844907522491,400.41,-0.5279657679778393,0.0,0.0,14.271408081054688,0.000299686656,-19.887409591674803,1.0035135746002197,136,0.07109200954437256,31.05936861038208,0.2,0.0069105118,0.0346923828125,-0.009033982688561083
