time/iterations,reward_terms/fwd_speed,time/time_elapsed,curriculum/stance_ratio,reward_terms/upright,reward_terms/energy,reward_terms/stop,reward_terms/stance_time,curriculum/eff_scale,reward_terms/vz,time/total_timesteps,reward_terms/time,reward_terms/angmom,reward_terms/overrun,curriculum/ent_coef,reward_terms/height,reward_terms/foot_slip,curriculum/sprint_dist_m,reward_terms/hip_roll,reward_terms/lat_vel,reward_terms/assist_pen,reward_terms/stance,curriculum/pitch_armature,rollout/ep_rew_mean,rollout/ep_len_mean,reward_terms/alive,reward_terms/torque,reward_terms/motor_vel,reward_terms/coef_rate,reward_terms/clearance,reward_terms/ang_xy,reward_terms/action_rate,time/fps,reward_terms/phase_contact,reward_terms/air_time,reward_terms/residual,train/value_loss,train/clip_range,train/std,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction
539,2.606256144366939,3362,0.63347264,-0.24749523488197753,-0.009831918330433793,0.0,-0.0013981072794801246,0.1652736,-0.6094686808348475,9934848,-0.5,-0.14019371632193153,0.0,0.01,-0.10464773199681435,-0.6500529140710305,49.791039999999995,-0.11282072094447305,-6.729412368467594e-08,0.0,-0.03729198536447148,0.5041792,-72.99506989000001,69.11,0.0,-0.1315257081435114,-0.0021395688254370045,-0.6005687034501604,0.19458850826411314,-0.10192122097601342,-0.10585171985790304,2954,-0.403372170493932,0.004799262704586403,-0.2716939477456685,10.89234800338745,0.2,1.0017426013946533,-0.015966783440671862,0.986185610294342,0.0003,-34.07239303588867,0.030885736,35330,4.96506929397583,0.31279296875
540,2.6001705156993706,3368,0.63344192,-0.23308106067400136,-0.00974672863684964,0.0,-0.0014268615341279656,0.1655808,-0.5799017773411279,9953280,-0.5,-0.13894288330996765,0.0,0.01,-0.09848436852719991,-0.6461185272642289,49.83712,-0.11216848161788241,-6.882467429742362e-08,0.0,-0.035425827462582125,0.5032576,-71.21806257,67.78,0.0,-0.12980665381256873,-0.0021618845552860595,-0.6062014369886023,0.1974991048024304,-0.09932349555364636,-0.10643343187311294,2954,-0.40104790728595807,0.005040148130824996,-0.27184548252773183,10.557753992080688,0.2,1.001471996307373,-0.01306481184437871,0.9866952300071716,0.0003,-34.07145309448242,0.038002428,35334,4.849514007568359,0.33426513671875
541,2.5758114540762076,3374,0.6334112000000001,-0.23378740179663332,-0.00981436008363071,0.0,-0.0014360846059086423,0.165888,-0.5890065838627965,9971712,-0.5,-0.1360559102629877,0.0,0.01,-0.10009347465038042,-0.6548219663547972,49.8832,-0.11215870583175863,-6.938947693278158e-08,0.0,-0.03768266437079526,0.502336,-73.42212587999998,67.98,0.0,-0.13074448528140048,-0.002166548156244768,-0.6080659328063481,0.193440455206284,-0.09796371635093126,-0.1066644309618993,2954,-0.40553717790173843,0.004900174192799669,-0.2717323166199607,7.789523434638977,0.2,1.0013469457626343,-0.014189672213979066,0.9898661971092224,0.0003,-34.06780586242676,0.034793783,35338,3.6320719718933105,0.32667236328125
542,2.612993117479069,3380,0.63338048,-0.2397400750130744,-0.009984826008579127,0.0,-0.0013953946246248153,0.1661952,-0.616379706164769,9990144,-0.5,-0.13609946979626372,0.0,0.01,-0.106817374595306,-0.6573711659161463,49.92928,-0.11042765329045824,-6.446222215730181e-08,0.0,-0.04165057016222633,0.5014144,-73.94301204000001,69.01,0.0,-0.13272547585906544,-0.0021674011194120586,-0.6044610552991807,0.19056950059810868,-0.09923514947780693,-0.10621732134753312,2955,-0.4034565264343507,0.004717882535058177,-0.2720841761375434,13.47732515335083,0.2,1.001344919204712,-0.012345672468654811,0.9823145866394043,0.0003,-34.067315864562985,0.027303696,35342,6.526026725769043,0.27369384765625
543,2.616166141839202,3387,0.63334976,-0.24131879626130662,-0.009984554579348402,0.0,-0.0013666403667432154,0.1665024,-0.6174504384142147,10008576,-0.5,-0.13753830744266987,0.0,0.01,-0.10653358662359919,-0.6483813374360758,49.975359999999995,-0.11040690551552236,-6.878409093128988e-08,0.0,-0.04042907917989861,0.5004928,-72.80010392,68.57,0.0,-0.13413604829832632,-0.002163480756575994,-0.6062304112448134,0.1964196613703656,-0.0994385077195068,-0.10626986099165914,2954,-0.40462659086401814,0.004915365195807276,-0.27137351507100704,13.931524991989136,0.2,1.0017602443695068,-0.01353299228940159,0.9823126196861267,0.0003,-34.07162876129151,0.039025813,35346,6.382796764373779,0.329541015625
544,2.594343547323792,3394,0.63331904,-0.2363509493954048,-0.00996531037486243,0.0,-0.0013856289992367642,0.1668096,-0.6011719836173013,10027008,-0.5,-0.13800571628319266,0.0,0.01,-0.1029645155829252,-0.6468413212621261,50.02144,-0.11126380021804187,-7.315073880481647e-08,0.0,-0.0406865602457149,0.4995712,-72.56717346,68.22,0.0,-0.13278120564117057,-0.0021799543151481346,-0.6062191570251589,0.19432003855727112,-0.10016070270657686,-0.10649171660468908,2954,-0.40302715465269906,0.0048166238670496065,-0.2717041562216072,15.872654485702515,0.2,1.001936435699463,-0.013154283759649842,0.9803383946418762,0.0003,-34.07587604522705,0.033855576,35350,6.079458236694336,0.3229248046875
545,2.616075335294264,3400,0.63328832,-0.2419464106361836,-0.0099808796494832,0.0,-0.0014100430190511462,0.1671168,-0.6090368687375547,10045440,-0.5,-0.1372986941220821,0.0,0.01,-0.10489838277417071,-0.6538825479942232,50.06752,-0.11332288527817289,-7.356676022468862e-08,0.0,-0.04196273638173136,0.4986496,-73.40724821999999,68.52,0.0,-0.13243369947399303,-0.002166015501030289,-0.6056521624515462,0.19459569570821195,-0.09986764531639125,-0.1061569837655715,2954,-0.4017798185430028,0.0049348964077782715,-0.27227227213782684,14.140963697433472,0.2,1.0014402866363525,-0.014462601649574936,0.9817615747451782,0.0003,-34.071231269836424,0.025821272,35354,4.289033889770508,0.26099853515625
546,2.612468341854838,3406,0.6332576,-0.2390915324440461,-0.009972690498119328,0.0,-0.0014100430158173873,0.167424,-0.606662770657711,10063872,-0.5,-0.13783742215076686,0.0,0.01,-0.10344067436252255,-0.6477879643650315,50.1136,-0.11357856757948898,-7.15829325625922e-08,0.0,-0.03968530088116584,0.49772799999999995,-73.25045440999999,69.14,0.0,-0.1328570724969168,-0.0021723978330490464,-0.6045249499793898,0.19277214101176132,-0.10375361741767347,-0.10614670072485764,2954,-0.4021401540366294,0.004970703687932756,-0.27173967289082185,10.528028774261475,0.2,1.002025842666626,-0.01406005397439003,0.9865267276763916,0.0003,-34.07493152618408,0.029167706,35358,3.571777820587158,0.2766845703125
547,2.633400766078766,3412,0.63322688,-0.2371950001873027,-0.0100547142298659,0.0,-0.0014170959766488522,0.1677312,-0.6153845561266728,10082304,-0.5,-0.1358762698611928,0.0,0.01,-0.1057831670397645,-0.6554414136876657,50.159679999999994,-0.11329131732863,-7.038390466227342e-08,0.0,-0.03979695968833676,0.4968064,-70.48090425,68.8,0.0,-0.1332592662112161,-0.0021848653097401548,-0.6053501515216423,0.19476650385641742,-0.10016324181511477,-0.10624031063067213,2954,-0.40294136088066784,0.004825304375521632,-0.27207041147168237,9.124942412743202,0.2,1.001392126083374,-0.004373590282809276,0.988417387008667,0.0003,-34.06992838932918,0.041358937,35361,3.893904209136963,0.2756159855769231
548,2.594353934222188,3418,0.63319616,-0.23621629346322287,-0.010076917293042775,0.0,-0.0014236063386003177,0.1680384,-0.6094660832282122,10100736,-0.5,-0.13505228281127424,0.0,0.01,-0.10467450056845042,-0.6602163943179858,50.20576,-0.1119931272783709,-6.790943867666614e-08,0.0,-0.03974295824450004,0.4958848,-75.99039636999998,68.01,0.0,-0.13291376306077493,-0.002194676694967949,-0.6076655345578197,0.19264919680355955,-0.09914308975955248,-0.10733736616356919,2954,-0.40475953293708195,0.004616971033909876,-0.27182652683275116,13.898668193817139,0.2,1.0024914741516113,-0.013654302095528693,0.9828906655311584,0.0003,-34.08128147125244,0.041883152,35365,7.032565116882324,0.35648193359375
549,2.578947237593552,3425,0.63316544,-0.23299283366984122,-0.010113037402065709,0.0,-0.0014539882282002105,0.1683456,-0.5958164319360555,10119168,-0.5,-0.1375479537013395,0.0,0.01,-0.10257678363765022,-0.6640928535178658,50.25184,-0.11430867042101671,-7.085803219543526e-08,0.0,-0.043401203013694496,0.49496320000000005,-74.72812774,68.64,0.0,-0.13583064207383502,-0.002194426048827351,-0.6042607314812155,0.1918790550477723,-0.10218530362559888,-0.10727669554413427,2954,-0.40742464010031404,0.004845920717343688,-0.27184920836719767,12.07681155204773,0.2,1.0018987655639648,-0.013143480126745998,0.9842733144760132,0.0003,-34.077412605285645,0.03697281,35369,6.365856647491455,0.33817138671875
550,2.5978840738389994,3431,0.63313472,-0.23120494870476652,-0.01009445876193711,0.0,-0.0014360846382462317,0.1686528,-0.5964735222364994,10137600,-0.5,-0.1347088738223097,0.0,0.01,-0.10315165866210269,-0.6576696301484378,50.29792,-0.11629819736998069,-7.120944825757176e-08,0.0,-0.0426503106548518,0.49404159999999997,-72.28388322999999,68.62,0.0,-0.13547112124224353,-0.0021888719987460097,-0.6064414245575976,0.19121304532944025,-0.10203081401574308,-0.10624201939246464,2954,-0.4081800512662089,0.0048318148312521065,-0.2716072999069199,12.395872163772584,0.2,1.0017340183258057,-0.014970991027075798,0.9838709831237793,0.0003,-34.07216911315918,0.031182539,35373,5.882270336151123,0.31134033203125
551,2.632194901026607,3437,0.633104,-0.2348832550325943,-0.010182737327378948,0.0,-0.0014496479448603673,0.16896,-0.6085709777886603,10156032,-0.5,-0.13677307743117764,0.0,0.01,-0.10446040759782008,-0.6628183363705878,50.344,-0.1160036397464942,-7.372730481407668e-08,0.0,-0.04014338710574816,0.49312,-71.65892332,69.38,0.0,-0.1369807427853741,-0.0021851486276534544,-0.6056001373762167,0.19150316673038664,-0.1032273940676807,-0.10662911177680007,2954,-0.4031519214259497,0.004767795675434172,-0.2716279742052821,14.029865789413453,0.2,1.0015387535095215,-0.01539685248862952,0.9816399216651917,0.0003,-34.07166213989258,0.034914196,35377,4.489976406097412,0.3139892578125
552,2.608180737462963,3443,0.6330732800000001,-0.2428251971740726,-0.010004689869462062,0.0,-0.0013802037089286994,0.1692672,-0.6135613566231742,10174464,-0.5,-0.1360160421026897,0.0,0.01,-0.10425241596774926,-0.6526032459769089,50.39008,-0.11746224058371224,-7.834167864372757e-08,0.0,-0.040127621918665285,0.49219840000000004,-73.08840942,68.96,0.0,-0.13274531321032035,-0.002189268178412844,-0.6077409384395932,0.19189577129402705,-0.10319213836174919,-0.10652110204675586,2954,-0.40370605653087144,0.004708116906436367,-0.2714548586947116,12.460536575317382,0.2,1.0016586780548096,-0.01462202750844881,0.9841458201408386,0.0003,-34.07282600402832,0.031657953,35381,4.721517086029053,0.280322265625
553,2.6099942918672863,3449,0.63304256,-0.22868821245538123,-0.010111756463512572,0.0,-0.0014691791535976033,0.1695744,-0.5909777602185252,10192896,-0.5,-0.13456414419392992,0.0,0.01,-0.10360438706671299,-0.6601199717841747,50.43616,-0.11278172637271527,-6.895532128115672e-08,0.0,-0.04412045970639101,0.49127679999999996,-73.31048777,68.48,0.0,-0.13557851070960625,-0.0022012435439153853,-0.6042199882311622,0.19387203032869602,-0.10390571885497865,-0.10743090914250016,2954,-0.4033145896090733,0.004689670646459692,-0.27175027181331485,9.061917805671692,0.2,1.0019558668136597,-0.009094310854561628,0.9882451295852661,0.0003,-34.07334861755371,0.038368665,35385,3.77897047996521,0.33125
554,2.5993145212886173,3455,0.63301184,-0.2294105773857689,-0.01013418239247478,0.0,-0.0014366271465809809,0.1698816,-0.5882645972786512,10211328,-0.5,-0.1326140236957063,0.0,0.01,-0.10353837052937953,-0.6516804925715255,50.48224,-0.11199256044796857,-7.146485211380165e-08,0.0,-0.04435287551571135,0.4903552,-73.11873080000001,67.39,0.0,-0.13560064224930024,-0.0022053410656601292,-0.6108808777883068,0.19136172260560314,-0.10049026654207506,-0.10632145373500251,2954,-0.4044199678099665,0.00478732687770389,-0.2720796058395758,15.580635738372802,0.2,1.0017191171646118,-0.010951447719708084,0.9798218607902527,0.0003,-34.071808624267575,0.030513171,35389,8.888800621032715,0.310205078125
555,2.6112462428638796,3462,0.6329811200000001,-0.24039991246604198,-0.010160893441420175,0.0,-0.0014751470363181499,0.1701888,-0.6082228105699087,10229760,-0.5,-0.13457699943397292,0.0,0.01,-0.10535082466587103,-0.6607851041461221,50.52832,-0.11402702805664748,-6.988067695261779e-08,0.0,-0.04488565336210106,0.4894336,-73.67990316999999,68.79,0.0,-0.13518462541186835,-0.0022061952978344,-0.6002035031191457,0.19045373449098615,-0.10288427653445187,-0.10671701830254494,2954,-0.40315622805532325,0.004551866799981023,-0.27182168150540514,12.708313369750977,0.2,1.0015859603881836,-0.014828345912974328,0.9834799766540527,0.0003,-34.0712287902832,0.037917882,35393,8.032625198364258,0.3239501953125
556,2.595023756364765,3468,0.6329504,-0.2345716010255023,-0.010170072829973308,0.0,-0.0014838275480239342,0.170496,-0.5953111751505848,10248192,-0.5,-0.13280243686813656,0.0,0.01,-0.10418023775309018,-0.658754399754808,50.5744,-0.11361844286006104,-7.080841655373818e-08,0.0,-0.04651436444634788,0.48851199999999995,-71.68534042999998,67.0,0.0,-0.1362805929740163,-0.0022206803936939985,-0.6019976897528413,0.19138967668791818,-0.10307108651611502,-0.10661261342334069,2954,-0.40707783540095943,0.004589844194318478,-0.27182433858982535,11.363720083236695,0.2,1.0014492273330688,-0.01207176041789353,0.9856054782867432,0.0003,-34.06847705841064,0.034620196,35397,4.060760498046875,0.31842041015625
557,2.5894452682357296,3474,0.63291968,-0.2442915566399713,-0.010191005825262533,0.0,-0.0014105855532559669,0.1708032,-0.6003748515848284,10266624,-0.5,-0.1379324942929664,0.0,0.01,-0.10434448278256482,-0.6683862616467362,50.62048,-0.11540186067753955,-7.349496771969234e-08,0.0,-0.046121770888565436,0.4875904,-74.62827274,68.73,0.0,-0.13496248268488434,-0.0022361361947258896,-0.6049747501051805,0.19292875235121415,-0.10437036444477804,-0.10681158804116724,2954,-0.40670461548176357,0.004698351226074414,-0.27213104860528314,12.127357053756715,0.2,1.0017050504684448,-0.012641316896770149,0.9842712879180908,0.0003,-34.07136917114258,0.03805504,35401,6.396305084228516,0.34613037109375
558,2.612854355961369,3480,0.6328889600000001,-0.24352152670149488,-0.01026691187106657,0.0,-0.001466466492274776,0.1711104,-0.6072068148453171,10285056,-0.5,-0.13611559367959541,0.0,0.01,-0.10422640265370034,-0.6675707652305652,50.666560000000004,-0.11566446607219796,-6.967020740407942e-08,0.0,-0.04546969731421769,0.4866688,-72.65351695000001,68.81,0.0,-0.13594254545833134,-0.0022319588171385214,-0.6013607747488523,0.19377161429636638,-0.10497825992611866,-0.10730778744167613,2954,-0.4046459826959673,0.004869792193251972,-0.2720515664057314,12.376391887664795,0.2,1.0024574995040894,-0.014601764432154597,0.9843244552612305,0.0003,-34.07962551116943,0.037112426,35405,5.406392574310303,0.3316650390625
559,2.6015620833189077,3486,0.63285824,-0.23261949766476941,-0.010238380006230534,0.0,-0.0014773171634361562,0.1714176,-0.5839017188237635,10303488,-0.5,-0.13845575239279115,0.0,0.01,-0.10002755856219031,-0.677535979663258,50.71264,-0.11771384625570132,-7.162881296401816e-08,0.0,-0.04220627284713967,0.48574720000000005,-73.9975614,67.86,0.0,-0.134796421754396,-0.0022601758826276,-0.6060578263721571,0.19497631788687467,-0.10195379602774794,-0.10776111802270215,2954,-0.40634365981426357,0.004838325193203572,-0.27222392942937357,9.072102355957032,0.2,1.001829981803894,-0.01805506101809442,0.9883336424827576,0.0003,-34.07766284942627,0.0359994,35409,4.083261966705322,0.311962890625
560,2.623417757660617,3493,0.63282752,-0.23147984756574347,-0.010302059769457306,0.0,-0.001426861563231796,0.1717248,-0.5936451104300722,10321920,-0.5,-0.13471655994505097,0.0,0.01,-0.10241009356584126,-0.667479183906633,50.75872,-0.11806222639200716,-7.478004993951804e-08,0.0,-0.04711320159022279,0.48482559999999997,-72.59194973000001,68.35,0.0,-0.1368748547469157,-0.0022542225689116905,-0.6017731785633919,0.19229162415429257,-0.1015256500237951,-0.10838040747208465,2954,-0.40874818277610403,0.004780816493116112,-0.272057450385928,17.477989530563356,0.2,1.0010473728179932,-0.014582241862080991,0.9771334528923035,0.0003,-34.064438819885254,0.029726293,35413,8.571073532104492,0.267431640625
561,2.5862689644317554,3499,0.6327968,-0.2324123788779245,-0.010312261115508902,0.0,-0.0014387972931015408,0.172032,-0.5900206328138241,10340352,-0.5,-0.13528178656159892,0.0,0.01,-0.10109715442201245,-0.666224375325144,50.8048,-0.11599514095467879,-6.738504974460085e-08,0.0,-0.046095180019912564,0.483904,-73.61582010999999,68.42,0.0,-0.13780336050593636,-0.0022634453707759817,-0.6079669884014929,0.19456121404900636,-0.1020842845349128,-0.10812255586593579,2955,-0.4105272135056475,0.0048394102842495255,-0.2721370017918359,11.97403335571289,0.2,1.0012836456298828,-0.015880140475928783,0.9844171404838562,0.0003,-34.06655311584473,0.03350003,35417,4.7683491706848145,0.27755126953125
562,2.602133056935524,3505,0.63276608,-0.23142773760928093,-0.01037320879657291,0.0,-0.0014919655449274513,0.1723392,-0.5989164216225176,10358784,-0.5,-0.13200907300081796,0.0,0.01,-0.103458691045865,-0.6716021452721552,50.850880000000004,-0.11476777838702554,-7.473699755238737e-08,0.0,-0.048308101097835926,0.48298240000000003,-74.32095731,68.92,0.0,-0.1372862213398788,-0.0022564387727826937,-0.6066561441574543,0.19269351007945057,-0.09992241049419837,-0.10811043626143815,2955,-0.4087538593727712,0.004646267884203957,-0.2722777590779578,18.681156396865845,0.2,1.0015027523040771,-0.012028172332793474,0.975930392742157,0.0003,-34.06938438415527,0.029895306,35421,7.547671794891357,0.29969482421875
563,2.6147780228528394,3511,0.6327353600000001,-0.241126712148445,-0.010326355019542321,0.0,-0.001421436221183588,0.1726464,-0.5959414765788456,10377216,-0.5,-0.1371846125823676,0.0,0.01,-0.10223478284543232,-0.6575283559778865,50.89696,-0.11733204164902628,-7.230920501797714e-08,0.0,-0.04534780142751284,0.48206079999999996,-74.81402986,68.48,0.0,-0.13647322425572217,-0.0022767029087342274,-0.6023512396556627,0.19501451404921022,-0.1020509447065968,-0.10811884559196856,2955,-0.4040529529803947,0.004594184493827116,-0.272402242923184,14.028212451934815,0.2,1.0014604330062866,-0.01471032869303599,0.981663167476654,0.0003,-34.06997165679932,0.02453033,35425,6.068114280700684,0.243212890625
564,2.5991635288169372,3517,0.63270464,-0.24492761083257872,-0.010464691644223974,0.0,-0.0014523606514558196,0.1729536,-0.5916504106766083,10395648,-0.5,-0.1393329659596877,0.0,0.01,-0.10240250720631,-0.6699414316334082,50.94304,-0.11824292932174865,-7.319163926360217e-08,0.0,-0.044341793041159316,0.4811392,-75.55560037000001,67.97,0.0,-0.1375292096073465,-0.002265566882080079,-0.607474115830832,0.19246434013092883,-0.10695349980595731,-0.10783288171001484,2955,-0.4064766075237988,0.004698351232541932,-0.2721782193928435,10.646760511398316,0.2,1.0014379024505615,-0.013731255172751844,0.9862298965454102,0.0003,-34.069783210754395,0.026716541,35429,4.338315963745117,0.270703125
565,2.6181680694003315,3523,0.63267392,-0.23118295448350684,-0.01049410650628911,0.0,-0.0014219787586221679,0.1732608,-0.6073969479839789,10414080,-0.5,-0.1342572161349088,0.0,0.01,-0.10461643212849733,-0.668069516640395,50.98912,-0.118254630307347,-6.902698737519975e-08,0.0,-0.042965510325650755,0.4802176,-71.89310796999999,67.92,0.0,-0.13915922234375158,-0.002266946624474784,-0.6063965459625238,0.19297537778185275,-0.10096608812284406,-0.10836096505474586,2955,-0.40722327853394913,0.004786241806060489,-0.2720967291479467,21.915492248535156,0.2,1.0015254020690918,-0.013569395476952194,0.9722485542297363,0.0003,-34.07123355865478,0.027047133,35433,10.118937492370605,0.28106689453125
566,2.6472608267476216,3530,0.6326432000000001,-0.24077728592135555,-0.010530093214472942,0.0,-0.0014534456907616307,0.173568,-0.6152688435729784,10432512,-0.5,-0.1353689643536858,0.0,0.01,-0.10640833089559534,-0.6664914935059618,51.0352,-0.11732871108866084,-7.327925977284868e-08,0.0,-0.044272175390642404,0.47929600000000006,-73.41451576,69.13,0.0,-0.14085546286496264,-0.0022620472699704055,-0.6018445250733557,0.1935620498686236,-0.10319055297170693,-0.10735161896932206,2955,-0.4044399764735639,0.0046343320993603105,-0.2724349533408989,17.171853256225585,0.2,1.0015895366668701,-0.015595559030771255,0.9773041009902954,0.0003,-34.07129306793213,0.029479008,35437,7.961180210113525,0.28292236328125
567,2.629214254050569,3536,0.63261248,-0.2386514902694446,-0.010483474321653311,0.0,-0.0014480203778172533,0.1738752,-0.6014508198606955,10450944,-0.5,-0.13661974249788486,0.0,0.01,-0.10472508333507166,-0.6637400466464458,51.08128,-0.11723558481618096,-7.299267626940174e-08,0.0,-0.04564976437975653,0.4783744,-73.93847310999999,69.01,0.0,-0.13999959991087982,-0.0022771197520508484,-0.6057643940498688,0.19513842721026767,-0.10231476663057297,-0.10787409668725474,2955,-0.4038617088942188,0.004555122001976188,-0.27208966267780904,12.889206457138062,0.2,1.0009269714355469,-0.011867336963769048,0.9831258654594421,0.0003,-34.066314125061034,0.020059738,35441,5.472273826599121,0.197705078125
568,2.6441195806937805,3542,0.63258176,-0.23827349410705423,-0.010513156883015809,0.0,-0.0014198086218028846,0.1741824,-0.608032646802066,10469376,-0.5,-0.13586775714954244,0.0,0.01,-0.10408644758728446,-0.6541095707045869,51.127359999999996,-0.11881163091364932,-6.909681229443414e-08,0.0,-0.04413011430286723,0.4774528,-73.25619751999999,69.32,0.0,-0.14015736570998474,-0.0022755140470047887,-0.6046591741377652,0.19549627566903596,-0.10245133307833328,-0.10804139086870508,2955,-0.40252295374550967,0.004690755740739405,-0.2719586379794147,15.618708658218384,0.2,1.000788688659668,-0.01241271304897964,0.9801656007766724,0.0003,-34.06044502258301,0.02482731,35445,9.108688354492188,0.248095703125
569,2.618073487300121,3548,0.6325510400000001,-0.22915873163988199,-0.0106215769286696,0.0,-0.0014436800912436512,0.1744896,-0.6169589702583032,10487808,-0.5,-0.1333592202932803,0.0,0.01,-0.107042253914263,-0.658017420088706,51.17344,-0.11562791102782725,-7.426792989782047e-08,0.0,-0.04597290485713056,0.47653120000000004,-73.98601575,69.79,0.0,-0.14083407345192456,-0.0022795390533494617,-0.6056033537841298,0.1908146036174103,-0.10325341574778539,-0.10757275739119192,2955,-0.4039414951356115,0.004538846030805467,-0.27271551058475435,12.600249481201171,0.2,1.001680850982666,-0.01788137889234349,0.9838275909423828,0.0003,-34.06779842376709,0.03587604,35449,5.25826358795166,0.29998779296875
570,2.643731703489143,3554,0.63252032,-0.24406706967463337,-0.010486433157478433,0.0,-0.001387799203964985,0.1747968,-0.6017763023835742,10506240,-0.5,-0.1429163424221587,0.0,0.01,-0.10458687476071886,-0.6626289582631858,51.21952,-0.12195056214573219,-7.036242329851575e-08,0.0,-0.046008775396287095,0.47560959999999997,-73.97569317,70.01,0.0,-0.139608919927128,-0.0022827884626346073,-0.6052137425315757,0.19493717936627725,-0.10671889350290437,-0.10783597981792255,2955,-0.4027774401190827,0.004745009200026591,-0.27225629113345257,16.493037986755372,0.2,1.0020413398742676,-0.01241292180493474,0.9787972569465637,0.0003,-34.07676677703857,0.035366826,35453,6.581065654754639,0.3333740234375
571,2.6483146618679703,3561,0.6324896,-0.21976708752653987,-0.010670801168571213,0.0,-0.0014794872808528857,0.175104,-0.5892690883473264,10524672,-0.5,-0.1290685141685396,0.0,0.01,-0.10373292611352487,-0.6650206263225544,51.265600000000006,-0.116480944219488,-6.727618550284584e-08,0.0,-0.04582425141846163,0.474688,-70.11069210000001,68.61,0.0,-0.14284752867988956,-0.0022875577844859466,-0.6087566368799918,0.1939854944477019,-0.10294111218475784,-0.10841285860914636,2955,-0.40663428231477167,0.0047927523102973485,-0.272634020496388,16.87607936859131,0.2,1.00177800655365,-0.01415447231847793,0.9788005352020264,0.0003,-34.07467479705811,0.029512268,35457,6.9338178634643555,0.27886962890625
572,2.6121516057147636,3567,0.6324588800000001,-0.23724998912839249,-0.010522485630945742,0.0,-0.0014344570323980104,0.1754112,-0.6138863957714079,10543104,-0.5,-0.1341697632205242,0.0,0.01,-0.1072971142569756,-0.644358636714164,51.311679999999996,-0.11776697021420185,-7.597884090388966e-08,0.0,-0.0485692654541399,0.47376640000000003,-73.99554798999999,68.42,0.0,-0.14177694885046296,-0.00227704312355909,-0.6046371461318012,0.19271053867462606,-0.10552966579254743,-0.10780070249933003,2955,-0.4027961493226726,0.0044487852072860636,-0.272245846464742,19.537715339660643,0.2,1.0013632774353027,-0.012946161499712616,0.9753584265708923,0.0003,-34.068085289001466,0.028898472,35461,8.675311088562012,0.30301513671875
573,2.6044133458667216,3573,0.63242816,-0.24319062757168564,-0.01058926196469044,0.0,-0.0014230638399668452,0.1757184,-0.5996884513059937,10561536,-0.5,-0.13560026261195285,0.0,0.01,-0.10395787063557092,-0.6489235369433985,51.35776,-0.12037411739675047,-7.631901126371674e-08,0.0,-0.04380700167906137,0.47284479999999995,-74.78757397,69.16,0.0,-0.14137641742931226,-0.0022859657193198364,-0.6031323840279286,0.19432513171097585,-0.10739321511707943,-0.10838363797742138,2955,-0.40240418279793766,0.004671224489963303,-0.27286544737075746,16.583035135269164,0.2,1.0016300678253174,-0.012493464583531021,0.9786784648895264,0.0003,-34.07069129943848,0.031172112,35465,8.715468406677246,0.3072021484375
574,2.592793882138736,3579,0.63239744,-0.2418326368801826,-0.010644538233538085,0.0,-0.0014447651725883286,0.1760256,-0.6129951690490021,10579968,-0.5,-0.13532828201021974,0.0,0.01,-0.10586592933977639,-0.6549289023702599,51.40384,-0.11617267841621841,-7.121762378694811e-08,0.0,-0.04615455902538198,0.4719232,-70.75277417000001,69.73,0.0,-0.14251554702735617,-0.002290915978140372,-0.6052897432893224,0.19195116003362722,-0.10656730289234378,-0.10781442513839384,2955,-0.40538758995286844,0.004436849451546247,-0.27248137948543705,15.48976263999939,0.2,1.001751184463501,-0.012346129468642175,0.9801562428474426,0.0003,-34.072461891174314,0.037916146,35469,7.270918846130371,0.3414794921875
575,2.654408764835022,3585,0.63236672,-0.24170391253738663,-0.01060666867085218,0.0,-0.0014377122182243813,0.1763328,-0.6114047221159347,10598400,-0.5,-0.1365193456965895,0.0,0.01,-0.10317397879145002,-0.6451596555363958,51.449920000000006,-0.12373414271976893,-7.457970084204265e-08,0.0,-0.04715594976719936,0.4710016,-72.67483073,70.55,0.0,-0.1416263817634443,-0.002289803559383623,-0.6019333223518095,0.19889980495771323,-0.10364146006334157,-0.1076432619459922,2955,-0.40243272772850475,0.004833984906629969,-0.2723418750880397,14.111052703857421,0.2,1.0017091035842896,-0.012152737029828132,0.9820616245269775,0.0003,-34.07067222595215,0.036377948,35473,7.00254487991333,0.3314208984375
576,2.6038566169625845,3591,0.632336,-0.23794858814444617,-0.010634251487660888,0.0,-0.0014295742245546232,0.17664,-0.6213425445676178,10616832,-0.5,-0.13254009349379045,0.0,0.01,-0.1067108968881763,-0.6525783215015476,51.495999999999995,-0.11638805641411551,-6.982066422716902e-08,0.0,-0.04743456036476635,0.47008000000000005,-74.83741651999999,69.43,0.0,-0.14165246467928336,-0.002299636965524487,-0.603245602647187,0.1914900370378096,-0.10327939566211047,-0.10813250899093875,2955,-0.40312130599934215,0.004480252210568223,-0.2726694437861563,16.742629289627075,0.2,1.0019320249557495,-0.010948884440585971,0.9788987040519714,0.0003,-34.07499446868896,0.03897879,35477,5.810824394226074,0.32723388671875
