reward_terms/residual,reward_terms/upright,reward_terms/foot_ahead,reward_terms/angmom,curriculum/ctrl_jitter_ms,time/iterations,reward_terms/duty_sym,curriculum/eff_scale,reward_terms/lat_vel,curriculum/stance_ratio,reward_terms/air_time,reward_terms/hip_roll,time/total_timesteps,reward_terms/stance,reward_terms/torque,reward_terms/motor_vel,reward_terms/residual_rate,curriculum/sprint_dist_m,reward_terms/assist_pen,reward_terms/phase_contact,reward_terms/time,rollout/ep_len_mean,reward_terms/ang_xy,reward_terms/height,reward_terms/foot_slip,reward_terms/stop,reward_terms/alive,curriculum/ctrl_drop_prob,curriculum/ent_coef,reward_terms/overrun,reward_terms/clearance,rollout/ep_rew_mean,time/fps,time/time_elapsed,reward_terms/coef_rate,reward_terms/energy,reward_terms/action_rate,reward_terms/vz,reward_terms/step_rate,reward_terms/stance_time,reward_terms/fwd_speed,train/clip_range,train/loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/n_updates,train/std,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss
-0.1101338577162079,-0.10416102614064315,0.0,-0.09217881098840372,0.0,11,0.0,0.000768,-0.16789390216843797,0.6498233600000001,0.0005289706750772893,-0.24873886510258492,202752,-0.09959280086255601,-0.00048726540298283397,-1.4190081626331214e-05,0.0,25.1152,0.0,-0.20691649149062077,-0.5,1218.79,-0.35515716409542647,-0.023120528213446637,-0.6960148604156814,5.041936432498399e-30,0.0,0.0,0.01,0.0,0.18582848602283442,655.05144659,4190,48,-0.15830676368974375,-7.006964657882153e-05,-0.02976022470070191,-0.14896867112113604,0.0,-0.0034164689293700373,3.8837935251808093,0.2,265.0366516113281,0.9725922346115112,0.0002993856,0.02445068359375,29250,1.000447154045105,-19.86852922439575,-0.002326856993022375,0.0054442286,601.131379699707
-0.10984805481681892,-0.13052885906223652,0.0,-0.0857359404957506,0.0,12,0.0,0.0008448,-0.18930541616100394,0.649805696,0.0006369349559665554,-0.25767749052767297,221184,-0.07122653080163695,-0.0005364623206439706,-1.5728451025429938e-05,0.0,25.12672,0.0,-0.19142772734662167,-0.5,901.44,-0.3497418339012919,-0.02504043707391869,-0.6734530770297215,1.8994520733380883e-16,0.0,0.0,0.01,0.0,0.18970378086085765,350.31075582000005,4194,52,-0.1639198679149746,-7.662788074978866e-05,-0.030277403456655163,-0.1552031139499076,0.0,-0.000685354828925079,3.8467243550728054,0.2,154.45777893066406,0.98370361328125,0.00029932415999999997,0.05682373046875,29254,1.0005254745483398,-19.868296527862547,-0.0064206348091829565,0.009242015,384.2796264648438
-0.11029695449219229,-0.10257679598054016,0.0,-0.09069468366716242,0.0,13,0.0,0.0009216,-0.17346389704951434,0.649788032,0.00043999501374653645,-0.2340370755112905,239616,-0.04509736790207234,-0.0005992450538955104,-1.7808665449269062e-05,0.0,25.13824,0.0,-0.1872473305247068,-0.5,923.36,-0.355027112192112,-0.02105392420560205,-0.7112452581737808,3.3765132727172256e-37,0.0,0.0,0.01,0.0,0.19646476240004565,358.1749380000001,4197,57,-0.13637761079890479,-8.68773926795596e-05,-0.029975871695463143,-0.1483236528381518,0.0,0.0,4.153460355327905,0.2,164.05661010742188,0.9831810593605042,0.00029926272,0.049365234375,29258,1.0004298686981201,-19.868235206604005,-0.004127665801206604,0.0061528413,401.3090881347656
-0.11041954179578153,-0.10343961281599856,0.0,-0.08316283742523697,0.0,14,0.0,0.0009984,-0.2074461973236826,0.649770368,0.00033311584330577817,-0.2460377588923268,258048,-0.06345778922382582,-0.0006252846952171869,-1.9933270329715383e-05,0.0,25.14976,0.0,-0.16611593865126328,-0.5,964.88,-0.3507534438131364,-0.019353083216614254,-0.6829551407500348,4.6602206306560316e-24,0.0,0.0,0.01,0.0,0.2085521285532931,387.87720728,4200,61,-0.1364477284118907,-9.621434079487992e-05,-0.030467399511394114,-0.14263074180151775,0.0,-1.3562061616943942e-07,4.354184255036724,0.2,190.99807739257812,0.9789515733718872,0.00029920128,0.0289794921875,29262,1.0002803802490234,-19.86701431274414,-0.0039866766659542915,0.0059728147,449.6035354614258
-0.11036388318933947,-0.09804917079646111,0.0,-0.08672361954838831,0.0,15,0.0,0.0010752,-0.1918804421646625,0.6497527040000001,0.0003987624853228529,-0.24029096748788245,276480,-0.03474959246298986,-0.0006875195992254392,-2.134145303649132e-05,0.0,25.16128,0.0,-0.16926556695611875,-0.5,970.17,-0.3569086824122248,-0.02128136636660957,-0.6914972701994878,2.8706242193658475e-32,0.0,0.0,0.01,0.0,0.20177447561947393,387.65833392,4203,65,-0.13372129096497015,-0.00010347416236872235,-0.029671108071449088,-0.15049680838978802,0.0,0.0,4.221678459132608,0.2,196.27821350097656,0.9829512238502502,0.00029913984,0.01124267578125,29266,1.0002750158309937,-19.86676197052002,-0.0027916400460526345,0.0039685303,375.67696990966795
-0.1105978969774207,-0.07077674118554539,0.0,-0.06870339511885874,0.0,16,0.0,0.001152,-0.21372477116408592,0.64973504,0.00034071133834206394,-0.24001148538140515,294912,-0.02924450129988389,-0.0007257251653320488,-2.442526245349757e-05,0.0,25.1728,0.0,-0.13663840379040978,-0.5,976.09,-0.35276621480773485,-0.018166573914687307,-0.6807107265232224,9.64648612330619e-37,0.0,0.0,0.01,0.0,0.2273248376038457,403.16059115,4206,70,-0.11471284321875036,-0.00011644074086368617,-0.029945803672558273,-0.13944946522113577,0.0,-8.951672094149722e-06,4.710260455140965,0.2,121.82634735107422,0.9834219813346863,0.0002990784,0.0388427734375,29270,1.000383734703064,-19.86742219924927,-0.004836812079884112,0.008244925,289.7631591796875
-0.11023996014907929,-0.11604726097206723,0.0,-0.08877153944309815,0.0,17,0.0,0.0012288,-0.20196209888932212,0.649717376,0.0005338534117779798,-0.255973888233282,313344,-0.044820383215352776,-0.0007915309681770491,-2.3673211541178565e-05,0.0,25.18432,0.0,-0.1748162973546541,-0.5,1068.7,-0.37181069600757816,-0.021514964539681727,-0.6942199463153508,2.1803615293386624e-29,0.0,0.0,0.01,0.0,0.20180029122096435,474.0808021,4208,74,-0.1495248643351084,-0.00011512259346755795,-0.030172139535238094,-0.15406048217254847,0.0,-0.0003983549136642574,4.043653902914071,0.2,138.53062438964844,0.9834899306297302,0.00029901696,0.02669677734375,29274,1.0003246068954468,-19.86746664047241,-0.004419898381456733,0.0061578215,282.49192962646487
-0.11052694138662994,-0.10332062829627002,0.0,-0.08516819461134369,0.0,18,0.0,0.0013056,-0.22492774426404033,0.649699712,0.0004220914722989417,-0.2570286431510066,331776,-0.03968412463537549,-0.0008382122911219092,-2.665794799835536e-05,0.0,25.19584,0.0,-0.15950558942491755,-0.5,1072.77,-0.35957490295554884,-0.023441690439271416,-0.6911018197437339,5.445942532089468e-31,0.0,0.0,0.01,0.0,0.21283922281358297,477.3318627500001,4211,78,-0.13443210613110493,-0.00012840975484993997,-0.030510864675157838,-0.1472868123221085,0.0,0.0,4.3986341061876555,0.2,159.59080505371094,0.9855925440788269,0.00029895552,0.01068115234375,29278,1.0002782344818115,-19.866826915740965,-0.003501447942107916,0.004408388,306.94216842651366
-0.11040048365533112,-0.10404612823104714,0.0,-0.08570146949640459,0.0,19,0.0,0.0013824,-0.19318058074501754,0.6496820480000001,0.0005588100595761918,-0.25739119608121425,350208,-0.05605690415972711,-0.0008997347563644522,-2.6465911717499712e-05,0.0,25.20736,0.0,-0.19711456210551948,-0.5,1076.35,-0.35693479608911693,-0.023039384960276618,-0.7046544226712731,8.110187159360635e-38,0.0,0.0,0.01,0.0,0.20173425046683838,483.23977547000004,4213,83,-0.14292126339253963,-0.00012935390797741737,-0.029507215041126727,-0.15222886671005031,0.0,0.0,4.074332565457392,0.2,116.67357635498047,0.9857669472694397,0.00029889407999999997,0.0256591796875,29282,1.0003236532211304,-19.867251777648924,-0.0046092037111520765,0.006380035,297.18080825805663
-0.11085791126246003,-0.07959399320360508,0.0,-0.07970037705160908,0.0,20,0.0,0.0014592,-0.2118819212849196,0.649664384,0.0002669267123565078,-0.2332612388481432,368640,-0.018730846718226966,-0.000918727274240865,-3.077725632205232e-05,0.0,25.21888,0.0,-0.12770263683540317,-0.5,1115.79,-0.35112760008779986,-0.017869376532792983,-0.696883878207534,3.935126341215025e-33,0.0,0.0,0.01,0.0,0.22401069487416483,524.05837015,4216,87,-0.10426491434776243,-0.00014790256212208306,-0.029676343956182794,-0.14352864900166998,0.0,0.0,4.810387739999446,0.2,108.69364166259766,0.9846025705337524,0.00029883264,0.03699951171875,29286,1.000401496887207,-19.867649650573732,-0.005619338294491172,0.007007989,304.85119400024416
-0.11089415830920941,-0.09127664988704653,0.0,-0.08167255581839131,0.0,21,0.0,0.001536,-0.22320992781501475,0.64964672,0.00030327649114446505,-0.2563657438811473,387072,-0.05611106949714976,-0.0009767343244090705,-3.0901993214604726e-05,0.0,25.2304,0.0,-0.16773227295097318,-0.5,1151.81,-0.3594577768048175,-0.020361928697528626,-0.6987107876098289,1.6358575621104086e-18,0.0,0.0,0.01,0.0,0.2078695009566514,552.11581975,4218,91,-0.13586385894841654,-0.00014959679902755158,-0.029607136382780033,-0.1462572774849476,0.0,0.0,4.348246987817932,0.2,70.3179702758789,0.9844046831130981,0.0002987712,0.0371337890625,29290,1.0003374814987183,-19.867418479919433,-0.0037382973125204442,0.007643763,244.72666244506837
-0.11113656728255222,-0.06256001457241188,0.0,-0.06839937491440519,0.0,22,0.0,0.0016128,-0.19562785549945755,0.649629056,0.00019259953923109506,-0.22873307142297655,405504,-0.02484498726885175,-0.000984938525792384,-3.4276616841806334e-05,0.0,25.24192,0.0,-0.11902601870713332,-0.5,1185.41,-0.3391189987330466,-0.01655219778953211,-0.6809674580283653,1.1035284292356293e-37,0.0,0.0,0.01,0.0,0.23261093085966567,582.33298481,4218,96,-0.10130819777266184,-0.00016407486264955026,-0.029314745902905517,-0.1360330415815696,0.0,0.0,4.960100449056345,0.2,180.53179931640625,0.9811092615127563,0.00029870976,0.01844482421875,29294,1.0002672672271729,-19.86679000854492,-0.0033880464907269925,0.0051833075,343.0856399536133
-0.11083662427052232,-0.10088056495192572,0.0,-0.08583315124792887,0.0,23,0.0,0.0016896,-0.19451634482752672,0.6496113920000001,0.0003526470876143624,-0.24785646902849948,423936,-0.04396931172525309,-0.001074833365574151,-3.329345252362791e-05,0.0,25.25344,0.0,-0.16098684068254396,-0.5,1216.83,-0.344476292759768,-0.021844948314536705,-0.7076322485878291,5.357023121046322e-25,0.0,0.0,0.01,0.0,0.20377220884918434,614.19540768,4220,100,-0.12624144466439036,-0.00016207822957404217,-0.029545878538037425,-0.15144000907591157,0.0,0.0,4.375013445164535,0.2,92.75708770751953,0.9858213067054749,0.00029864831999999996,0.0296630859375,29298,1.0002670288085938,-19.86645927429199,-0.003286361147183925,0.0058844285,181.6395179748535
