reward_terms/motor_vel,reward_terms/hip_roll,reward_terms/step_rate,rollout/ep_len_mean,reward_terms/coef_rate,curriculum/stance_ratio,time/iterations,reward_terms/energy,reward_terms/overrun,reward_terms/stance,reward_terms/ang_xy,rollout/ep_rew_mean,reward_terms/phase_contact,reward_terms/residual,curriculum/sprint_dist_m,reward_terms/upright,reward_terms/assist_pen,reward_terms/fwd_speed,reward_terms/foot_ahead,reward_terms/torque,reward_terms/residual_rate,reward_terms/time,reward_terms/air_time,reward_terms/angmom,reward_terms/height,curriculum/ctrl_drop_prob,reward_terms/lat_vel,reward_terms/foot_slip,reward_terms/alive,reward_terms/stop,reward_terms/clearance,time/time_elapsed,curriculum/ent_coef,curriculum/eff_scale,reward_terms/vz,time/fps,reward_terms/stance_time,curriculum/ctrl_jitter_ms,reward_terms/action_rate,time/total_timesteps,train/std,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/clip_range,train/explained_variance,train/clip_fraction
-0.002286157123409218,-0.12695811028976842,0.0,2419.6,-0.617075877853637,0.626047616,1357,-0.014135741408705663,0.0,-0.0036597435974604162,-6.458926689257412e-05,1877.27990457,-0.09755973916340627,-0.10435944063839364,40.621120000000005,-5.231129991253728e-07,0.0,5.626858922025239,0.0,-0.09514854259413054,0.0,-0.5,0.0037744095186806386,0.0,-0.015339631594896593,0.01446912,-9.097250368322555e-08,-0.8393575311316375,0.0,0.0011032826312800503,0.2536657171123855,5725,0.01,0.1041408,-0.047643346241189634,4368,0.0,1.1575296,-0.077960147185952,25012224,1.0017691850662231,0.000287503104,0.012397777,5422,114.24731159210205,-0.010080367507180199,-34.07389507293701,42.326839447021484,0.2,0.994239866733551,0.1220703125
-0.002317390720659146,-0.12181450427278244,0.0,2414.75,-0.6250362124202735,0.626029952,1358,-0.0140584636530868,0.0,-0.005609300668359063,-6.39899332537989e-05,1878.0558224400002,-0.09169230894190973,-0.10426449702563445,40.632639999999995,-5.283015311589672e-07,0.0,5.477099989773838,0.0,-0.09429066035264187,0.0,-0.5,0.004025060466826997,0.0,-0.01446889360381521,0.014480640000000001,-9.101431894107612e-08,-0.8335562271561855,0.0,0.0012279473419779894,0.24819525477046678,5730,0.01,0.1042176,-0.04764093069276294,4368,0.0,1.1584512,-0.07943385446526478,25030656,1.002043604850769,0.00028749388799999997,0.012766281,5426,36.06268520355225,-0.015173938113730401,-34.07805767059326,13.079668045043945,0.2,0.9975733757019043,0.11768798828125
-0.0022624713613768246,-0.12574747360947702,0.0,2430.29,-0.6594191959773391,0.626012288,1359,-0.013972133621864577,0.0,-0.03045530313647291,-6.349708072775009e-05,1892.2979798500005,-0.09611762607593027,-0.10367115631263946,40.64416,-5.243868594070151e-07,0.0,5.306528679490603,0.0,-0.09595799436510591,0.0,-0.5,0.003589405438914481,0.0,-0.016303080034358663,0.014492160000000002,-9.218326385310146e-08,-0.8654023989752468,0.0,0.0026354433492617253,0.23621672112277414,5734,0.01,0.1042944,-0.046839036757482154,4368,0.0,1.1593728,-0.08150351220665744,25049088,1.0019526481628418,0.000287484672,0.014615496,5430,34.306869411468504,-0.013127250713296235,-34.0786096572876,14.136978149414062,0.2,0.9984461665153503,0.20245361328125
-0.0022868382346964648,-0.12892249891945762,0.0,2427.72,-0.6119066173018094,0.625994624,1360,-0.014353013244184008,0.0,-0.014619194166269417,-6.359223415258736e-05,1891.7953036399997,-0.09245258235759973,-0.10460815923317064,40.655680000000004,-5.253552487683554e-07,0.0,5.682306010688848,0.0,-0.09762866679543772,0.0,-0.5,0.003699539876025584,0.0,-0.01679265426129433,0.01450368,-8.830360273877632e-08,-0.8464578759222428,0.0,0.001517107749666129,0.25518096337124135,5738,0.01,0.1043712,-0.039694119494193915,4368,0.0,1.1602944,-0.07777435223113374,25067520,1.0011098384857178,0.000287475456,0.014316981,5434,45.859420967102054,-0.013018596032634378,-34.0660364151001,20.35723114013672,0.2,0.9982612133026123,0.14200439453125
-0.002292551076637193,-0.12811715068895568,0.0,2433.28,-0.6473477802833032,0.62597696,1361,-0.013717032040464296,0.0,-0.03706944275658436,-6.498361447738939e-05,1888.24937545,-0.0977859286307422,-0.10393810705566622,40.6672,-5.328639934923006e-07,0.0,5.281078800200344,0.0,-0.09406702449595847,0.0,-0.5,0.0039550734638598645,0.0,-0.016146534456259482,0.0145152,-9.113840249242571e-08,-0.8426602469684217,0.0,0.0026473314047110365,0.23813701151337613,5742,0.01,0.104448,-0.0491945968813582,4368,0.0,1.161216,-0.0802567056364277,25085952,1.0011365413665771,0.00028746624,0.0102927,5438,25.281634521484374,-0.010671069088857621,-34.06492805480957,12.638046264648438,0.2,0.998443603515625,0.13402099609375
-0.0022348339001921525,-0.13141527864286134,0.0,2445.69,-0.6596621838721372,0.625959296,1362,-0.013722238042108308,0.0,-0.02608451308174274,-6.615285263696351e-05,1888.6999929799997,-0.09148805038038609,-0.10348027966713864,40.67872,-5.197008708629357e-07,0.0,5.187921841838701,0.0,-0.09328176327503301,0.0,-0.5,0.00359483077772893,0.0,-0.015281545053522071,0.014526720000000002,-9.314152109684276e-08,-0.8404488904525944,0.0,0.0047120545333514,0.23780580361564516,5746,0.01,0.1045248,-0.04590941829007242,4368,0.0,1.1621376,-0.0821326490198724,25104384,1.00133216381073,0.000287457024,0.009975483,5442,42.12860622406006,-0.009716554905753582,-34.06873474121094,17.085546493530273,0.2,0.9984365701675415,0.129296875
-0.0022848129934335535,-0.12759405517257036,0.0,2430.92,-0.6280631960811415,0.625941632,1363,-0.013898143545180291,0.0,-0.0032880122750515283,-6.522841280995516e-05,1873.27567702,-0.09188896016902308,-0.10445779264625339,40.69024,-5.261853342941306e-07,0.0,5.480783743064442,0.0,-0.09398134109709402,0.0,-0.5,0.0038443964893101817,0.0,-0.015195039223841637,0.014538240000000001,-9.02340281808454e-08,-0.8294769045780188,0.0,0.0009540374980788129,0.25113676830548265,5751,0.01,0.1046016,-0.04512386422624159,4368,0.0,1.1630592,-0.07974290431606618,25122816,1.0017290115356445,0.000287447808,0.0136194555,5446,119.10726509094238,-0.00848310983274132,-34.072542381286624,44.015220642089844,0.2,0.995216429233551,0.15804443359375
-0.002287219064119303,-0.1241530900874715,0.0,2384.53,-0.6344290523791509,0.625923968,1364,-0.013863238660648172,0.0,-0.018906709261033904,-6.777398853281309e-05,1830.7290930899999,-0.10302649347326853,-0.10379035719226759,40.70176,-5.313449281408609e-07,0.0,5.297613240010509,0.0,-0.09371810396586461,0.0,-0.5,0.003536237151517222,0.0,-0.015927564400624122,0.014549760000000002,-1.0651994607926093e-07,-0.8621465434437626,0.0,0.0009981527368128902,0.23765115356775363,5755,0.01,0.1046784,-0.048385664648126964,4368,0.0,1.1639808,-0.08029454854797911,25141248,1.001745581626892,0.00028743859199999996,0.015273796,5450,298.81185150146484,-0.008167188114020974,-34.07345905303955,123.53263854980469,0.2,0.9842917919158936,0.1598388671875
-0.0022943831535827343,-0.1269842031771312,0.0,2378.4,-0.607861146008874,0.625906304,1365,-0.014364169577835963,0.0,-0.00269504341526978,-6.68990905197508e-05,1830.73094862,-0.09960857283354302,-0.10477829128799904,40.71328,-5.223241420499433e-07,0.0,5.833904472107306,0.0,-0.09624295572314405,0.0,-0.5,0.004068463119134928,0.0,-0.016307484532061288,0.01456128,-8.889522016648965e-08,-0.844099360275914,0.0,2.6276953071974346e-26,0.2574097642848459,5759,0.01,0.1047552,-0.03672923561992193,4368,0.0,1.1649024,-0.07836174365328939,25159680,1.0015904903411865,0.000287429376,0.012508571,5454,271.6471778869629,-0.009497162594925612,-34.0722734451294,133.98851013183594,0.2,0.9858777523040771,0.1097412109375
-0.002302079564831215,-0.1214677871924805,0.0,2403.31,-0.6516856783121869,0.62588864,1366,-0.01369960075817539,0.0,-0.03778287050856616,-6.590247741363714e-05,1855.3438036599996,-0.09555368704459023,-0.10374644050170176,40.7248,-5.320498745895178e-07,0.0,5.166666091430137,0.0,-0.09200348649987658,0.0,-0.5,0.003498259847725017,0.0,-0.013957360186318721,0.0145728,-9.95468114949532e-08,-0.8626296405726485,0.0,0.0019840469561702018,0.23631560391347092,5763,0.01,0.104832,-0.04510226411609876,4368,0.0,1.165824,-0.08013210748598174,25178112,1.0015082359313965,0.00028742016,0.008794194,5458,28.535710048675536,-0.012549720425158738,-34.07224311828613,9.449541091918945,0.2,0.9965528249740601,0.10833740234375
-0.0022577264733205397,-0.12257286787265904,0.0,2423.73,-0.6375185530632782,0.625870976,1367,-0.01409352943128156,0.0,-0.023757557861879088,-6.358830929830309e-05,1869.0726546400003,-0.09906713283458571,-0.103850000308098,40.73632,-5.282028771406312e-07,0.0,5.3454069772364,0.0,-0.09604248363979129,0.0,-0.5,0.003559023468470615,0.0,-0.019664630579063168,0.014584320000000001,-9.481884406735155e-08,-0.8677969081171224,0.0,0.0022882701722358473,0.23355614161460295,5768,0.01,0.1049088,-0.042249168387315926,4368,0.0,1.1667456,-0.08043442834352904,25196544,1.0009992122650146,0.000287410944,0.010615572,5462,56.870873069763185,-0.008903195429593325,-34.06548290252685,28.997474670410156,0.2,0.9979148507118225,0.11153564453125
-0.0023529954838419085,-0.12454067259149094,0.0,2430.53,-0.6015762588208923,0.625853312,1368,-0.014486064139159137,0.0,-0.0036711750642783028,-6.668377973250331e-05,1877.49733717,-0.10108608726802869,-0.10478353703022884,40.74784,-5.354685768592089e-07,0.0,5.798629930942189,0.0,-0.09722510495259723,0.0,-0.5,0.003995763584195326,0.0,-0.015860770201361278,0.014595839999999999,-9.050940298171162e-08,-0.8421013663086933,0.0,1.3413997151088023e-27,0.25909312750444363,5772,0.01,0.1049856,-0.04032365669911325,4368,0.0,1.1676672,-0.07716805696750931,25214976,1.0011873245239258,0.00028740172799999997,0.012525983,5466,74.75276336669921,-0.009867678734008224,-34.06487903594971,31.697282791137695,0.2,0.9965350031852722,0.13402099609375
-0.0022473155462582445,-0.12543661818761623,0.0,2426.86,-0.6534211282768856,0.625835648,1369,-0.01370509496396921,0.0,-0.02849095353398993,-6.373996705001015e-05,1878.1365237399996,-0.09331470008808362,-0.10354399073606163,40.75936,-5.224048302163879e-07,0.0,5.282823188370838,0.0,-0.09293561142225563,0.0,-0.5,0.0036360633546589976,0.0,-0.015048377711714793,0.01460736,-9.748070436459352e-08,-0.8573637779916935,0.0,0.0018691942015883751,0.24138953685638986,5776,0.01,0.1050624,-0.04385413748603867,4368,0.0,1.1685888,-0.07995621350938595,25233408,1.0015801191329956,0.000287392512,0.0114223305,5470,122.43021545410156,-0.006188837927766144,-34.070185852050784,40.511749267578125,0.2,0.9902848601341248,0.135400390625
-0.0022726863307300253,-0.12963479303428202,0.0,2430.31,-0.5955478614661751,0.625817984,1370,-0.014334902274675376,0.0,-0.007080519345932028,-6.278590642038178e-05,1879.6610263799998,-0.09269793395751832,-0.10470673850474309,40.77088,-5.182888343764224e-07,0.0,5.6686770049341675,0.0,-0.09739561957974821,0.0,-0.5,0.00382378022509834,0.0,-0.016282695465402133,0.01461888,-8.520894905019879e-08,-0.8184213566455654,0.0,0.0012150103821592137,0.25486595055406,5780,0.01,0.1051392,-0.040486475568996975,4368,0.0,1.1695104,-0.07741792713900168,25251840,1.0017895698547363,0.000287383296,0.011319162,5474,112.17272605895997,-0.009538363676983862,-34.07605113983154,31.198055267333984,0.2,0.9954919815063477,0.1282958984375
-0.0023539580811009083,-0.12383666798753722,0.0,2430.63,-0.6543460816548969,0.62580032,1371,-0.013830018487259087,0.0,-0.019184483380498333,-6.356110906866351e-05,1883.1939251400001,-0.09286833521521598,-0.10372566075013212,40.7824,-5.389306697684163e-07,0.0,5.194778565024503,0.0,-0.09320117237529417,0.0,-0.5,0.0038237803091760725,0.0,-0.013729917074117769,0.0146304,-9.12505069088499e-08,-0.8353456893292956,0.0,0.0025612494161063246,0.23436124380743775,5784,0.01,0.105216,-0.04808822363288681,4368,0.0,1.170432,-0.07992704144942704,25270272,1.0026347637176514,0.00028737407999999997,0.018678986,5478,25.946496295928956,-0.012057524546980858,-34.08453578948975,16.013286590576172,0.2,0.9980623722076416,0.20618896484375
-0.002232836268032912,-0.12601846098827024,0.0,2428.36,-0.634124768960652,0.625782656,1372,-0.014239221061618132,0.0,-0.01709941006254309,-6.416755420760293e-05,1882.9256787900001,-0.09723117072267072,-0.1037821979578775,40.79392,-5.169195342661556e-07,0.0,5.445202122403423,0.0,-0.09867610477263916,0.0,-0.5,0.0035340668530099923,0.0,-0.019228478775417026,0.014641920000000001,-9.589914961793227e-08,-0.8614435494573525,0.0,0.0038175715784376963,0.23944145056834099,5789,0.01,0.1052928,-0.04207831888159384,4368,0.0,1.1713536,-0.08018803371760914,25288704,1.0017156600952148,0.000287364864,0.011793537,5482,46.674454307556154,-0.006626518070697784,-34.07489528656006,16.819046020507812,0.2,0.9983922243118286,0.22039794921875
-0.0023247620297642798,-0.12050538993987087,0.0,2422.16,-0.604673387071695,0.625764992,1373,-0.014518408770668428,0.0,-0.008510629995592421,-6.538333405628432e-05,1874.2400576100003,-0.09030078031448824,-0.10474679628691069,40.80544,-5.190556025138338e-07,0.0,5.665651700303329,0.0,-0.09825066725323192,0.0,-0.5,0.003912755863792781,0.0,-0.0168382256632992,0.014653440000000002,-9.195713234602886e-08,-0.812086734708764,0.0,0.00025078232520297936,0.258482233996977,5793,0.01,0.1053696,-0.044223802284076345,4368,0.0,1.1722752,-0.07855134475347379,25307136,1.0017807483673096,0.000287355648,0.011517291,5486,40.597039985656735,-0.013150953524746,-34.07488594055176,21.857736587524414,0.2,0.9981318712234497,0.14068603515625
-0.002274007106812596,-0.1224018167803901,0.0,2412.92,-0.6447881539324165,0.625747328,1374,-0.013972033928363778,0.0,-0.03172495882132035,-6.493931204266179e-05,1875.0995891199998,-0.09409439040628569,-0.10375801714233623,40.81696,-5.156266451479709e-07,0.0,5.236640873890486,0.0,-0.09639376909734038,0.0,-0.5,0.0036583073831732487,0.0,-0.017062540838153416,0.01466496,-9.482987465372208e-08,-0.8666716369813682,0.0,0.004131356412601101,0.23323048557771278,5797,0.01,0.1054464,-0.046577381876594465,4368,0.0,1.1731968,-0.08062818592164127,25325568,1.0023728609085083,0.000287346432,0.016850844,5490,105.0330472946167,-0.007036988658364862,-34.079807662963866,57.72235870361328,0.2,0.9933876395225525,0.21190185546875
-0.0023001338404527957,-0.12496275450575214,0.0,2365.84,-0.6065177224559473,0.6257296640000001,1375,-0.014611292451741507,0.0,-0.0064537072434634754,-6.678502524783482e-05,1848.1273248200002,-0.09938968652152781,-0.10456684199322178,40.82848,-5.167407731179718e-07,0.0,5.753979170369943,0.0,-0.0994382053123623,0.0,-0.5,0.0038037064853900424,0.0,-0.01809450050407951,0.01467648,-8.716220348434127e-08,-0.8234587442937327,0.0,1.0927527718551868e-40,0.2504803420568943,5801,0.01,0.1055232,-0.040574323186511184,4368,0.0,1.1741184,-0.07770228178923837,25344000,1.0019961595535278,0.000287337216,0.012629224,5494,56.247114753723146,-0.013003667281009258,-34.07970695495605,21.808063507080078,0.2,0.9977965950965881,0.15732421875
-0.002349751473540519,-0.12426611456226433,0.0,2429.49,-0.622532641142367,0.625712,1376,-0.014161882711344751,0.0,-0.01585884233571798,-6.408435065612766e-05,1907.6923591999998,-0.09460409375125513,-0.10437223571578998,40.84,-5.277225155369756e-07,0.0,5.55279651304412,0.0,-0.09464075600472338,0.0,-0.5,0.004008241854737409,0.0,-0.013123899564312291,0.014688000000000001,-8.838060312241081e-08,-0.8241801188725982,0.0,0.0011383821866647469,0.25140793754991964,5806,0.01,0.1056,-0.04074695007719716,4368,0.0,1.17504,-0.07915812124474797,25362432,1.001585841178894,0.000287328,0.01152637,5498,186.9446029663086,-0.009079493291210383,-34.07210636138916,67.489990234375,0.2,0.9713109731674194,0.12431640625
-0.0022288251455810813,-0.12021573717200391,0.0,2429.83,-0.6462924233454937,0.625694336,1377,-0.01420977040222068,0.0,-0.03133188025800613,-6.38373665478975e-05,1906.70913451,-0.09789765906972231,-0.1036695479267442,40.85152,-5.145455043967279e-07,0.0,5.333275996756488,0.0,-0.09788911348949396,0.0,-0.5,0.003582352701212383,0.0,-0.018754617363193258,0.01469952,-1.0332073383024438e-07,-0.8641699573728965,0.0,0.0034943279038669676,0.2349335081515309,5810,0.01,0.1056768,-0.04106939066018697,4368,0.0,1.1759616,-0.08106534285362452,25380864,1.0014163255691528,0.00028731878399999996,0.010892291,5502,103.60502815246582,-0.010860650200629606,-34.07149829864502,49.441429138183594,0.2,0.9949915409088135,0.1270263671875
-0.0022816121744520424,-0.12098332855795244,0.0,2411.03,-0.6077787144791226,0.625676672,1378,-0.014413258306198804,0.0,-0.008258364765890277,-6.480647186005177e-05,1894.08520223,-0.09915515329402631,-0.10439919217219126,40.86304,-5.129287872633399e-07,0.0,5.640438523560539,0.0,-0.09717249923722505,0.0,-0.5,0.0038400562189053744,0.0,-0.01691003326223029,0.014711040000000002,-9.240922573741828e-08,-0.8394709675551612,0.0,8.956752905034636e-15,0.2506960605026005,5814,0.01,0.1057536,-0.038761668788235976,4368,0.0,1.1768832,-0.07898626589800208,25399296,1.00184965133667,0.000287309568,0.010730851,5506,134.8177574157715,-0.010099027038086206,-34.074368476867676,35.256282806396484,0.2,0.9927860498428345,0.1333984375
-0.002301967428398543,-0.12476867897413405,0.0,2353.63,-0.6206025335058949,0.625659008,1379,-0.014118116241836185,0.0,-0.007844894851593858,-6.584639762027772e-05,1852.4827701500003,-0.09876355125406494,-0.10435214339323824,40.87456,-5.159246436984287e-07,0.0,5.575982369120398,0.0,-0.09542753000284887,0.0,-0.5,0.003725581556662089,0.0,-0.015499151393641223,0.014722560000000003,-9.696838674379786e-08,-0.8337543252390042,0.0,1.0008768191484787e-16,0.2552097895767539,5818,0.01,0.1058304,-0.044208364192438024,4368,0.0,1.1778048,-0.07932570866222342,25417728,1.0020148754119873,0.000287300352,0.017297983,5510,168.2990524291992,-0.009208760876208543,-34.07821140289307,73.58534240722656,0.2,0.9873334765434265,0.18494873046875
-0.0022578847207617007,-0.11746595147618094,0.0,2365.75,-0.6366084462100272,0.625641344,1380,-0.014129118446910865,0.0,-0.01459119451135554,-6.552434192359308e-05,1867.1017344900001,-0.09558573272624313,-0.10394060322449185,40.88608,-5.174046473982241e-07,0.0,5.431691527921222,0.0,-0.09682534175827434,0.0,-0.5,0.0034244749792075404,0.0,-0.016664681668799003,0.01473408,-1.0003382674809358e-07,-0.840209582912185,0.0,0.0012953297630455699,0.24276275942242945,5822,0.01,0.1059072,-0.043811309933315674,4368,0.0,1.1787264,-0.08057957821770473,25436160,1.001387596130371,0.000287291136,0.010538757,5514,180.4858383178711,-0.008450091537088155,-34.06980609893799,86.95619201660156,0.2,0.9897065162658691,0.0968994140625
-0.00228215289197827,-0.12165337674627831,0.0,2381.83,-0.6039629060672963,0.62562368,1381,-0.014187970989822234,0.0,-0.012463130365201943,-6.354128190186208e-05,1884.1943106200001,-0.09403078103853876,-0.1043960200979394,40.8976,-5.177593147778274e-07,0.0,5.5789078767340134,0.0,-0.09589864882116629,0.0,-0.5,0.003933914668676961,0.0,-0.015678359839942937,0.014745600000000001,-9.82342785963149e-08,-0.8308922160939886,0.0,6.056627567132955e-05,0.24976429074615858,5827,0.01,0.105984,-0.04296723691698642,4368,0.0,1.179648,-0.079482752558679,25454592,1.0021344423294067,0.00028728191999999997,0.014023642,5518,136.81359214782714,-0.010625300125684588,-34.07870216369629,41.65861129760742,0.2,0.993536651134491,0.1672119140625
-0.002317300204163492,-0.12147049719306631,0.0,2403.36,-0.6285514824962035,0.625606016,1382,-0.014302427064634764,0.0,-0.008165232629722826,-6.45436163120521e-05,1909.4744527,-0.10134225726843017,-0.10441053572356856,40.90912,-5.215580899992393e-07,0.0,5.606565228026537,0.0,-0.09644622692153189,0.0,-0.5,0.003805876502560245,0.0,-0.015704097901731797,0.014757120000000002,-9.757235939763982e-08,-0.8354016543453647,0.0,3.7480242612811975e-05,0.2536934284461665,5831,0.01,0.1060608,-0.03772222382839611,4368,0.0,1.1805696,-0.0787997072279622,25473024,1.0015552043914795,0.000287272704,0.013715262,5522,39.664717483520505,-0.013229510572273284,-34.07478771209717,18.087383270263672,0.2,0.9978206753730774,0.16986083984375
-0.0023089510118696898,-0.1201043405322685,0.0,2299.12,-0.6180713794814146,0.6255883520000001,1383,-0.014374840820621397,0.0,-0.014815973009389478,-6.390406076189267e-05,1822.7150609099997,-0.09677316924664114,-0.1044053700469265,40.92064,-5.261313028297176e-07,0.0,5.589567562756503,0.0,-0.09729739951318828,0.0,-0.5,0.0037662716284911665,0.0,-0.015596449775905574,0.01476864,-9.724251968952419e-08,-0.8284550134235812,0.0,0.0002778175499829238,0.2521081968911164,5835,0.01,0.1061376,-0.03861901882699427,4368,0.0,1.1814912,-0.07895948107817669,25491456,1.0016344785690308,0.000287263488,0.012876192,5526,33.93987827301025,-0.011725311574991792,-34.071112632751465,9.956056594848633,0.2,0.998066782951355,0.12156982421875
-0.002308075263115709,-0.12360496263039786,0.0,2289.33,-0.6170645177006642,0.625570688,1384,-0.014312157067581481,0.0,-0.00748900325544692,-6.343003086294137e-05,1821.9091812,-0.09905888127026953,-0.10458275685310274,40.932159999999996,-5.198699604239753e-07,0.0,5.573180174607623,0.0,-0.09593896860493374,0.0,-0.5,0.0037961108707046756,0.0,-0.016428094643114986,0.01478016,-1.0260983359354985e-07,-0.8008766731816761,0.0,0.00038686441157940424,0.2589762243302316,5839,0.01,0.1062144,-0.044319363392479036,4368,0.0,1.1824128,-0.07940488348114334,25509888,1.0014026165008545,0.00028725427199999997,0.013739874,5530,293.84972229003904,-0.008521744795143605,-34.07076187133789,124.83280944824219,0.2,0.9808187484741211,0.14609375
-0.00224200215915399,-0.12046645662991952,0.0,2275.82,-0.6342498046119528,0.625553024,1385,-0.014310420114145878,0.0,-0.005629091187958739,-6.27499186796551e-05,1815.8270802399995,-0.09308701168355461,-0.10413963619754715,40.94368,-5.188796050272115e-07,0.0,5.475794346185875,0.0,-0.09775038974078508,0.0,-0.5,0.0038015362192204017,0.0,-0.017682705792419047,0.01479168,-1.040187713741782e-07,-0.8331540709071659,0.0,2.2989515308972483e-07,0.24891838159584415,5844,0.01,0.1062912,-0.044928607202990994,4368,0.0,1.1833344,-0.07815130007183717,25528320,1.0011990070343018,0.000287245056,0.0098319035,5534,51.78701801300049,-0.011901636351831257,-34.068138885498044,18.92589569091797,0.2,0.9961872696876526,0.0924072265625
-0.0023001230131728147,-0.12382118753299448,0.0,2256.69,-0.6060202529566177,0.62553536,1386,-0.014382699469893147,0.0,-0.003645310812394468,-6.429234274152589e-05,1806.7716795200001,-0.09484078265467458,-0.10449048949610934,40.955200000000005,-5.162311978241081e-07,0.0,5.658145303202485,0.0,-0.09643093826666843,0.0,-0.5,0.003918181124997015,0.0,-0.01679769644738048,0.0148032,-1.0017189790984359e-07,-0.816189026599752,0.0,1.3225714632999078e-05,0.25732466400877896,5848,0.01,0.106368,-0.0448606852948106,4368,0.0,1.184256,-0.07843067998651664,25546752,1.001656174659729,0.00028723584,0.020690301,5538,234.76072311401367,-0.007581819960614666,-34.07188873291015,112.34455871582031,0.2,0.9860879778862,0.227197265625
-0.0022456728152473616,-0.12261581816866143,0.0,2284.76,-0.6296945649323662,0.6255176960000001,1387,-0.014084484379914192,0.0,-0.029242151378642032,-6.358167561282456e-05,1824.37206953,-0.09297738597650276,-0.10394556159173335,40.96672,-5.235401851263668e-07,0.0,5.434846703919339,0.0,-0.0972975009675437,0.0,-0.5,0.0036892317520040604,0.0,-0.017037708952073793,0.014814720000000002,-9.960657385675718e-08,-0.8342644740378263,0.0,0.0024594195716289777,0.25111822188298233,5852,0.01,0.1064448,-0.04647500505374151,4368,0.0,1.1851776,-0.07941117046366737,25565184,1.00180983543396,0.000287226624,0.015432134,5542,136.38095970153807,-0.007586900319438428,-34.076031875610354,52.572383880615234,0.2,0.9910818934440613,0.1765625
-0.0022982626225128574,-0.1142259973033241,0.0,2283.06,-0.6145397293792816,0.625500032,1388,-0.014625457337006166,0.0,-0.0031341404196215824,-6.643498648908158e-05,1823.7946793999997,-0.09811089415102257,-0.10444994840418687,40.97824,-5.271249605302957e-07,0.0,5.573327894633142,0.0,-0.09880690161701557,0.0,-0.5,0.0035758419609111217,0.0,-0.018636596842375248,0.01482624,-1.1372813533902198e-07,-0.8380942168210453,0.0,2.7146669337271065e-08,0.2526925733494508,5856,0.01,0.1065216,-0.04939915615969179,4368,0.0,1.1860992,-0.07975242550335523,25583616,1.0021564960479736,0.000287217408,0.020799983,5546,209.6399948120117,-0.00860321739455685,-34.077293968200685,181.281005859375,0.2,0.990359902381897,0.19493408203125
-0.0023232466550679423,-0.11998026607661472,0.0,2256.98,-0.6252620809403145,0.625482368,1389,-0.014303270616862327,0.0,-0.005968392402790132,-6.300380848713616e-05,1804.82508286,-0.09654095257482735,-0.10447804572849012,40.98976,-5.227536034382733e-07,0.0,5.57815034331192,0.0,-0.09541148250635574,0.0,-0.5,0.00369845472353821,0.0,-0.01397485539965931,0.01483776,-1.0178708869113742e-07,-0.8050597182151737,0.0,0.0006996064529174775,0.26083535851283846,5860,0.01,0.1065984,-0.046244039616418695,4368,0.0,1.1870208,-0.07935301580151183,25602048,1.0028510093688965,0.000287208192,0.015647266,5550,136.7809684753418,-0.009098682249896229,-34.08692798614502,55.853946685791016,0.2,0.9918567538261414,0.20771484375
-0.002297670614262216,-0.11938545219443458,0.0,2287.35,-0.6104222500210178,0.625464704,1390,-0.014329663371501001,0.0,-0.0060538373864008465,-6.473736689443663e-05,1832.0870806,-0.09587860868899037,-0.10435425956367554,41.00128,-5.250287918666724e-07,0.0,5.500813372606562,0.0,-0.09660960216494163,0.0,-0.5,0.0034092840279400763,0.0,-0.01606988195305684,0.014849280000000001,-9.952226806636143e-08,-0.8518800793827382,0.0,0.0006605959845223248,0.25036565158749396,5865,0.01,0.1066752,-0.04437695084656674,4368,0.0,1.1879424,-0.07977994043726097,25620480,1.002098560333252,0.00028719897599999996,0.012847696,5554,81.37061786651611,-0.009492772282101214,-34.07934093475342,24.468482971191406,0.2,0.9934250116348267,0.1458740234375
-0.002284438878152681,-0.12446817010277818,0.0,2334.08,-0.6302972782014798,0.6254470400000001,1391,-0.014217014537706268,0.0,-0.015555935357095806,-6.281438972870151e-05,1870.81446678,-0.09485437591638969,-0.10434061204907517,41.0128,-5.195928374817171e-07,0.0,5.509390762964564,0.0,-0.09638136676605413,0.0,-0.5,0.0038834588744470645,0.0,-0.015175541103420379,0.0148608,-9.11058280328593e-08,-0.81043642193054,0.0,0.001464430457565353,0.25131523144930157,5869,0.01,0.106752,-0.043651412164492864,4368,0.0,1.188864,-0.07910991531830583,25638912,1.0018560886383057,0.00028718976,0.012826425,5558,127.08319854736328,-0.009137054556049407,-34.07569484710693,59.91482925415039,0.2,0.9935957789421082,0.14593505859375
-0.002285123124541224,-0.11802777303661063,0.0,2350.89,-0.6181938817397424,0.625429376,1392,-0.014508236937965923,0.0,-0.00945868092093647,-6.549237018778134e-05,1889.81177665,-0.09460681275955753,-0.10444544188374838,41.02432,-5.18796574137923e-07,0.0,5.618847850083046,0.0,-0.09814331307350639,0.0,-0.5,0.0038004511605120367,0.0,-0.016455018750089215,0.014872320000000001,-1.012841128589868e-07,-0.830147486159902,0.0,1.0640993209653214e-07,0.25725028072415934,5873,0.01,0.1068288,-0.04022562778916856,4368,0.0,1.1897856,-0.07828779957950469,25657344,1.001436710357666,0.000287180544,0.009887335,5562,42.33420829772949,-0.011691748665180057,-34.071889114379886,18.423603057861328,0.2,0.997846245765686,0.090234375
