reward_terms/phase_contact,reward_terms/stance_time,time/total_timesteps,ankle/ankle_defl_peak,reward_terms/foot_ahead,reward_terms/foot_slip,curriculum/ent_coef,reward_terms/lat_vel,reward_terms/overrun,reward_terms/angmom,reward_terms/stand_drift,reward_terms/stop,reward_terms/coef_rate,time/iterations,reward_terms/alive,time/fps,reward_terms/motor_vel,reward_terms/time,reward_terms/stand,reward_terms/energy,reward_terms/track_yaw,reward_terms/assist_pen,reward_terms/stance,curriculum/ctrl_jitter_ms,reward_terms/height,rollout/ep_rew_mean,curriculum/dr_scale,curriculum/eff_scale,reward_terms/track_lin,reward_terms/residual,reward_terms/torque,curriculum/swing_frac_mean,curriculum/ctrl_drop_prob,curriculum/cmd_scale,ankle/ankle_spring_energy_peak,curriculum/stance_ratio,curriculum/cmd_track_err,reward_terms/upright,est/vel_rmse,ankle/ankle_spring_trq_peak,reward_terms/clearance,reward_terms/step_rate,time/time_elapsed,rollout/ep_len_mean,reward_terms/hip_roll,reward_terms/duty_sym,reward_terms/air_time,reward_terms/vz,curriculum/swing_frac_min,reward_terms/action_rate,reward_terms/fwd_speed,reward_terms/ang_xy,reward_terms/residual_rate,train/entropy_loss,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/approx_kl,train/std,train/loss,train/clip_range,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress,curriculum/stance_ratio_progress
0.0,0.0,25196544,0.5047865437429144,0.0,-0.22524110322531105,0.01,-2.235463643172357e-09,0.0,-0.015940083737278645,-0.05072140885970975,0.0,-0.9682140091213649,1367,0.0,5759,-2.4429401688506133e-05,0.0,2.5813119627140595,-0.0001504839905557556,1.999989488237164,0.0,-0.009202836862995837,1.2321792000000067,-0.00022413186048647282,2927.0526308199996,0.3080448000000017,0.035938560000000494,3.4529660723296813,-0.07833548825221542,-0.0034352293044737424,0.3965386284722222,0.015402240000000084,0.0,0.0,0.6917854719999998,,-2.454976415858499e-07,0.2114166980228268,0.0,0.0,-0.004123263888888918,4375,2128.72,-0.06533183435224928,-0.7694705919225953,0.0,-0.004326993065440563,0.005750868055555556,-0.19717312315864993,0.0,-1.5069285812713762e-06,0.0,-36.917071151733396,5464,0.000249643776,-0.013901472196448595,1327.0124481201171,0.12740478515625,0.9144872426986694,0.013677833,1.0020025968551636,587.8035278320312,0.2,0.3080448000000017,0.10268160000000143,0.3080448000000017,0.3080448000000017,0.10268160000000143
0.0,0.0,25214976,0.5047612497078253,0.0,-0.2186807154055328,0.01,-2.1741275181064677e-09,0.0,-0.018905501028923914,-0.04593871219438958,0.0,-0.9579620171324987,1368,0.0,5759,-2.532370934846216e-05,0.0,2.569631526754373,-0.00015444925576522337,1.9999910077931513,0.0,-0.014545948955776945,1.2331008000000068,-0.00027722340888057,2700.9312116000006,0.3082752000000017,0.0359654400000005,3.4377398474901764,-0.07813366236966282,-0.0033092607465624525,0.4090440538194445,0.015413760000000085,0.0,0.0,0.6917793279999999,0.3986866394243024,-2.4082075643930183e-07,0.20301002219375472,0.0,0.0,-0.004014756944444472,4378,1982.64,-0.0612213826200128,-0.790568603872027,0.0,-0.006766644769157854,0.013129340277777778,-0.19869931656732734,0.0,-1.3772568590901957e-06,0.0,-36.914794540405275,5468,0.00024960691199999997,-0.01219604784855619,821.9992553710938,0.11328125,0.873275876045227,0.013027768,1.0017940998077393,353.4305114746094,0.2,0.3082752000000017,0.10275840000000143,0.3082752000000017,0.3082752000000017,0.10275840000000143
0.0,0.0,25233408,0.5031616168187784,0.0,-0.23128600893223078,0.01,-2.333610382741628e-09,0.0,-0.02094121711719827,-0.052257948201503146,0.0,-0.9588799817248458,1369,0.0,5759,-2.6348190481146077e-05,0.0,2.4701834126205773,-0.00015980068507788093,1.999990842753117,0.0,-0.01658663284008619,1.2340224000000068,-0.00047785262796783454,2604.68663174,0.3085056000000017,0.0359923200000005,3.316020649753386,-0.07809284647228662,-0.003466349695076822,0.4063856336805556,0.015425280000000086,0.0,0.0,0.6917731839999999,0.48167185740966345,-2.4123933313836836e-07,0.22831057453518397,0.0,0.0,-0.003884548611111137,4381,1923.6,-0.06385512878447913,-0.8622107129940246,0.0,-0.010289073394277185,0.021755642361111112,-0.19309096253531974,0.0,-1.378002385325399e-06,0.0,-36.909316062927246,5472,0.000249570048,-0.011693106149323285,1209.4065979003906,0.09375,0.9051310420036316,0.012050922,1.0013693571090698,922.3995971679688,0.2,0.3085056000000017,0.10283520000000143,0.3085056000000017,0.3085056000000017,0.10283520000000143
0.0,0.0,25251840,0.5016202838255804,0.0,-0.21863292446071253,0.01,-2.4103463989486627e-09,0.0,-0.020355814467311314,-0.04492091850040162,0.0,-0.9633048618416795,1370,0.0,5759,-2.6023879651492277e-05,0.0,2.4753725170118734,-0.00015249997714412048,1.9999903496616815,0.0,-0.009524135367196422,1.234944000000007,-0.0005322813540117971,2503.51389404,0.30873600000000173,0.0360192000000005,3.3165308949307377,-0.07824187875689742,-0.0032733943527637746,0.41240776909722227,0.015436800000000087,0.0,0.0,0.6917670399999999,0.49086891978871333,-2.4558437884040767e-07,0.2542660584653241,0.0,0.0,-0.0041232638888889185,4384,1851.47,-0.06422446158622658,-0.8325022797400375,0.0,-0.012097596661468089,0.020290798611111112,-0.1975715270840809,0.0,-1.4165749787489984e-06,0.0,-36.91374912261963,5476,0.000249533184,-0.015149223757907749,1606.829034423828,0.1369873046875,0.9104136824607849,0.015884355,1.0018025636672974,787.2077026367188,0.2,0.30873600000000173,0.10291200000000143,0.30873600000000173,0.30873600000000173,0.10291200000000143
0.0,0.0,25270272,0.5042988786185879,0.0,-0.21469710328430877,0.01,-2.076803577577441e-09,0.0,-0.017814676041734968,-0.04213115542940043,0.0,-0.9812765937097887,1371,0.0,5759,-2.5525575152073514e-05,0.0,2.552440633904125,-0.00015095368875743116,1.9999914859794845,0.0,-0.012598097122932908,1.235865600000007,-0.00035253654054233027,2196.3896328,0.30896640000000175,0.0360460800000005,3.4130869632371326,-0.07834484199648423,-0.003276903207658159,0.4133572048611111,0.015448320000000088,0.0,0.0,0.6917608959999998,0.3968025949237289,-2.421242048828186e-07,0.22136282436418817,0.0,0.0,-0.003786892361111136,4387,1647.55,-0.058237758480377017,-0.8642662983946252,0.0,-0.006885163639793261,0.008626302083333334,-0.19698543979020144,0.0,-1.3999211489090228e-06,0.0,-36.91338768005371,5480,0.00024949632,-0.015102956822374836,1965.5666137695312,0.133984375,0.9002913236618042,0.014125003,1.0016443729400635,690.4346923828125,0.2,0.30896640000000175,0.10298880000000143,0.30896640000000175,0.30896640000000175,0.10298880000000143
0.0,0.0,25288704,0.502117813051743,0.0,-0.19058265674091068,0.01,-1.937332180886949e-09,0.0,-0.01746083027170142,-0.03719024358132825,0.0,-0.970231351559037,1372,0.0,5759,-2.5077971712557665e-05,0.0,2.5899576674475577,-0.00014513146551972618,1.999992326435107,0.0,-0.017456162823328746,1.236787200000007,-0.0003037973890473377,2246.51175312,0.30919680000000177,0.0360729600000005,3.4679473184585614,-0.07846133649713218,-0.0030567225544291684,0.4262424045138889,0.01545984000000009,0.0,0.0,0.6917547519999998,0.3984134852460426,-2.5230156824998904e-07,0.20380358870337267,0.0,0.0,-0.0031358506944444598,4390,1697.45,-0.05733204436228861,-1.0224089007029442,0.0,-0.008588286212298226,0.008626302083333334,-0.19552207992551507,0.0,-1.2844528043292034e-06,0.0,-36.92032527923584,5484,0.00024945945599999996,-0.01387039014371112,885.1715515136718,0.1827392578125,0.9195358157157898,0.016752008,1.0025091171264648,629.8764038085938,0.2,0.30919680000000177,0.10306560000000144,0.30919680000000177,0.30919680000000177,0.10306560000000144
0.0,0.0,25307136,0.5074369963755808,0.0,-0.20287935603514679,0.01,-1.929493874244459e-09,0.0,-0.017172747414336498,-0.029433272561099497,0.0,-0.9779965373792463,1373,0.0,5759,-2.519571742290915e-05,0.0,2.5162247857373874,-0.00014824263141462407,1.9999917138367762,0.0,-0.011843611355682047,1.2377088000000072,-0.00045084025458540385,2104.8750099,0.3094272000000018,0.0360998400000005,3.3773631380818117,-0.07828658169163603,-0.003073966788416973,0.4243435329861111,0.01547136000000009,0.0,0.0,0.6917486079999998,0.4059196023020622,-2.4970204022321627e-07,0.2198464638678754,0.0,0.0,-0.003667534722222245,4394,1591.41,-0.05277533198135577,-1.0534668954372224,0.0,-0.007847915682376003,0.01220703125,-0.1975438360829079,0.0,-1.2883428955927148e-06,0.0,-36.920338821411136,5488,0.000249422592,-0.015206617175135762,1625.7624633789062,0.19486083984375,0.8667106628417969,0.018694451,1.0020443201065063,702.3741455078125,0.2,0.3094272000000018,0.10314240000000144,0.3094272000000018,0.3094272000000018,0.10314240000000144
0.0,0.0,25325568,0.5049819630029271,0.0,-0.20849445853785853,0.01,-1.9901813376697388e-09,0.0,-0.01677132735732603,-0.006094549353692473,0.0,-0.9715482241323296,1374,0.0,5759,-2.5288527469322783e-05,0.0,2.493534296019339,-0.00014886095283848472,1.9999924183191757,0.0,-0.021323245866923277,1.2386304000000072,-0.00029914067187888324,2288.62283046,0.3096576000000018,0.0361267200000005,3.3341202889478407,-0.07824847454499059,-0.002955707195134448,0.42081705729166663,0.015482880000000091,0.0,0.0,0.6917424639999998,,-2.5662885945176887e-07,0.24903379680553356,0.0,0.0,-0.0035264756944444653,4397,1731.22,-0.054699691365132405,-1.0319064187547746,0.0,-0.005908284051075372,0.012424045138888888,-0.19660056591707556,0.0,-1.2761219596808153e-06,0.0,-36.917891311645505,5492,0.000249385728,-0.015646004665177314,1604.7473083496093,0.1657958984375,0.9125940799713135,0.016631702,1.0021171569824219,577.8307495117188,0.2,0.3096576000000018,0.10321920000000144,0.3096576000000018,0.3096576000000018,0.10321920000000144
0.0,0.0,25344000,0.49820417592116617,0.0,-0.19167033465040753,0.01,-1.8944655106062676e-09,0.0,-0.014002445417287703,-0.00958860194995333,0.0,-0.9581383192073493,1375,0.0,5759,-2.454242608005231e-05,0.0,2.5966008209586793,-0.00014432319656662747,1.9999923424799464,0.0,-0.013723258099291626,1.2395520000000073,-0.00018126282988534213,2276.57171269,0.30988800000000183,0.0361536000000005,3.4701845965596565,-0.07884821479490185,-0.0030742335697432673,0.42390950520833337,0.015494400000000092,0.0,0.0,0.6917363199999998,,-2.575896869018742e-07,0.23522885871330765,0.0,0.0,-0.003298611111111129,4400,1723.21,-0.056621155719194266,-1.1306919831973947,0.0,-0.0032994842354422244,0.0023328993055555555,-0.19864716997771298,0.0,-1.2529199789437192e-06,0.0,-36.91467990875244,5496,0.000249348864,-0.013977286173030734,525.9699478149414,0.12034912109375,0.9501999020576477,0.012713375,1.001846432685852,161.44000244140625,0.2,0.30988800000000183,0.10329600000000144,0.30988800000000183,0.30988800000000183,0.10329600000000144
0.0,0.0,25362432,0.5075058645442525,0.0,-0.18822724912123318,0.01,-2.1238482330241273e-09,0.0,-0.013002823578385916,-0.017006866745654256,0.0,-0.9687145853446625,1376,0.0,5759,-2.412504508725282e-05,0.0,2.6360121138538952,-0.00014020996291748002,1.999990795695881,0.0,-0.014435150042297238,1.2404736000000074,-0.0004452776030749212,2307.2597888299993,0.31011840000000185,0.0361804800000005,3.516719455445388,-0.07876657889013364,-0.0031852103281021435,0.41756184895833337,0.015505920000000093,0.0,0.0,0.6917301759999999,,-2.560472562100432e-07,0.19764498312882436,0.0,0.0,-0.0031901041666666827,4403,1738.63,-0.05886739207500416,-1.132207347851435,0.0,-0.004895093201641483,0.0037434895833333335,-0.19901512314502087,0.0,-1.2320368795642066e-06,0.0,-36.91426372528076,5500,0.000249312,-0.01339335911325179,900.4530731201172,0.14769287109375,0.8654836416244507,0.014596949,1.0019545555114746,387.2829284667969,0.2,0.31011840000000185,0.10337280000000144,0.31011840000000185,0.31011840000000185,0.10337280000000144
0.0,0.0,25380864,0.5038685490607182,0.0,-0.19591389617807117,0.01,-2.4847879432897262e-09,0.0,-0.013543653859655686,-0.021791994803272013,0.0,-0.9657528979086091,1377,0.0,5759,-2.433074064484529e-05,0.0,2.611088915813095,-0.0001464671356693073,1.9999902467882211,0.0,-0.02668255152485114,1.2413952000000075,-0.00037827750639683326,2296.78697179,0.31034880000000187,0.0362073600000005,3.488044675289167,-0.07875016522473446,-0.0031275226166140938,0.41948784722222227,0.015517440000000094,0.0,0.0,0.6917240319999999,,-2.528751337515232e-07,0.21826294764230386,0.0,0.0,-0.003211805555555572,4406,1739.56,-0.06619129674166817,-1.1668642171869292,0.0,-0.0041435574195207645,0.0027669270833333335,-0.19849959562431996,0.0,-1.295581179576229e-06,0.0,-36.93172206878662,5504,0.00024927513599999997,-0.016131199250230564,314.16295166015624,0.20216064453125,0.9405544996261597,0.020921817,1.0034765005111694,154.84255981445312,0.2,0.31034880000000187,0.10344960000000145,0.31034880000000187,0.31034880000000187,0.10344960000000145
0.0,0.0,25399296,0.5052517442425994,0.0,-0.2086693621884536,0.01,-2.3528215278696763e-09,0.0,-0.016721548965349626,-0.028125108124560674,0.0,-0.9702408594269956,1378,0.0,5759,-2.46268650469208e-05,0.0,2.495701248196743,-0.00014637053444856212,1.999990610477082,0.0,-0.015249264103916162,1.2423168000000075,-0.0005018867960773172,2133.45222632,0.3105792000000019,0.03623424000000051,3.342565421343027,-0.07864439566282161,-0.0031143815831027556,0.41463216145833337,0.015528960000000095,0.0,0.0,0.6917178879999999,0.4222738854437901,-2.4539070638170504e-07,0.24404185776841159,0.0,0.0,-0.003483072916666686,4410,1629.67,-0.0760320311462987,-1.0653666025808093,0.0,-0.006082542827866115,0.011121961805555556,-0.19794536326195428,0.0,-1.3157480590078138e-06,0.0,-36.93668804168701,5508,0.000249238272,-0.01410985494730994,775.8191528320312,0.22735595703125,0.8744421005249023,0.018699182,1.0034098625183105,318.8590087890625,0.2,0.3105792000000019,0.10352640000000145,0.3105792000000019,0.3105792000000019,0.10352640000000145
0.0,0.0,25417728,0.5050917504431471,0.0,-0.19646231727679492,0.01,-2.1597420697602576e-09,0.0,-0.013172762117784207,-0.03749121048317456,0.0,-0.9680342292915319,1379,0.0,5759,-2.43423445258359e-05,0.0,2.5826435762874116,-0.00014339735652317684,1.9999896784024682,0.0,-0.01244704287256335,1.2432384000000076,-0.0004375921813010266,2229.2558042399996,0.3108096000000019,0.03626112000000051,3.4499829665549933,-0.07889423958390886,-0.0031540963816415173,0.4164496527777778,0.015540480000000096,0.0,0.0,0.6917117439999998,,-2.5476276650205195e-07,0.2287324056477396,0.0,0.0,-0.0034071180555555747,4413,1695.23,-0.07321080904501803,-1.023420446429173,0.0,-0.003859179846306677,0.0013563368055555555,-0.19758004363536621,0.0,-1.3632089336941433e-06,0.0,-36.9331657409668,5512,0.000249201408,-0.016545442678034306,1281.2192352294921,0.17310791015625,0.9129769802093506,0.018162992,1.00331711769104,671.4307861328125,0.2,0.3108096000000019,0.10360320000000145,0.3108096000000019,0.3108096000000019,0.10360320000000145
0.0,0.0,25436160,0.50359192464284,0.0,-0.205079632477592,0.01,-2.6007977672299088e-09,0.0,-0.014562128265707889,-0.047092103754866284,0.0,-0.9673139053710929,1380,0.0,5759,-2.4930179303395675e-05,0.0,2.5925717962167423,-0.00014470221689609144,1.9999905931349937,0.0,-0.015031140455947969,1.2441600000000077,-0.0005335236812088514,2294.81401711,0.3110400000000019,0.03628800000000051,3.467217692687852,-0.07864771114576918,-0.0031991204104942026,0.42133246527777773,0.015552000000000097,0.0,0.0,0.6917055999999998,,-2.4929438258156217e-07,0.20361318062246933,0.0,0.0,-0.0033528645833333518,4416,1753.09,-0.07493243612769472,-1.1127668211669828,0.0,-0.008175880609256718,0.009494357638888888,-0.19613540641099275,0.0,-1.2925163026246338e-06,0.0,-36.93202991485596,5516,0.000249164544,-0.014270834272610954,562.6440780639648,0.1864501953125,0.8725526332855225,0.017391616,1.003269910812378,234.02346801757812,0.2,0.3110400000000019,0.10368000000000145,0.3110400000000019,0.3110400000000019,0.10368000000000145
0.0,0.0,25454592,0.5060700113350038,0.0,-0.19055541999689066,0.01,-2.4376940793004493e-09,0.0,-0.014352984581706316,-0.051870764022790644,0.0,-0.9623385924685814,1381,0.0,5759,-2.512789213038733e-05,0.0,2.580667253564717,-0.00014632263428862209,1.9999917648799423,0.0,-0.013820003487861063,1.2450816000000078,-0.00028551363273187204,2512.49953368,0.31127040000000195,0.03631488000000051,3.4513720619817603,-0.07842348974618056,-0.0029856399261971775,0.4178602430555555,0.015563520000000098,0.0,0.0,0.6916994559999998,0.3583849950695858,-2.481589470416122e-07,0.21301588695506937,0.0,0.0,-0.003417968750000019,4419,1908.9,-0.0726529390751914,-1.1072433256491268,0.0,-0.006302431088529256,0.004557291666666667,-0.19546270972331298,0.0,-1.2916042873867394e-06,0.0,-36.9387752532959,5520,0.00024912768,-0.012686900852713734,510.3894432067871,0.2325439453125,0.936223030090332,0.021502333,1.0038162469863892,222.11607360839844,0.2,0.31127040000000195,0.10375680000000145,0.31127040000000195,0.31127040000000195,0.10375680000000145
