curriculum/sprint_dist_m,reward_terms/lat_vel,rollout/ep_rew_mean,reward_terms/ang_xy,reward_terms/energy,reward_terms/angmom,reward_terms/torque,curriculum/eff_scale,reward_terms/alive,reward_terms/foot_ahead,reward_terms/action_rate,time/iterations,reward_terms/step_rate,reward_terms/fwd_speed,curriculum/torque_util,reward_terms/upright,rollout/ep_len_mean,curriculum/ctrl_jitter_ms,time/time_elapsed,reward_terms/overrun,reward_terms/stance,reward_terms/motor_vel,reward_terms/time,reward_terms/clearance,reward_terms/vz,reward_terms/assist_pen,reward_terms/height,curriculum/stance_ratio,curriculum/ctrl_drop_prob,reward_terms/residual,reward_terms/stop,reward_terms/coef_rate,reward_terms/air_time,time/total_timesteps,reward_terms/foot_slip,reward_terms/phase_contact,curriculum/torque_scale,reward_terms/stance_time,curriculum/ent_coef,reward_terms/hip_roll,time/fps,train/n_updates,train/clip_fraction,train/approx_kl,train/explained_variance,train/loss,train/policy_gradient_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/value_loss
25.16128,-4.4664903629721386e-08,-152.32987865,-0.4631475871341258,-9.446154730397082e-05,-0.12010483444320608,-0.0006743813181907631,0.0010752,0.0,0.0,-0.09893103081840632,15,0.0,-0.12979442051155235,0.19031489891862888,-0.3457133027698468,213.2,0.0,66,0.0,-0.0065011575250495425,-1.88200536861643e-05,-0.5,0.08865554810251569,-0.2230316051557584,0.0,-0.021741623584260145,0.6497527040000001,0.0,-0.10648345651305717,0.0,-1.2896086099792463,0.00027018178823507496,276480,-0.6303374426958077,-0.3734794798260951,1.0,0.0,0.01,-0.0611345758302991,4146,137348,0.297760009765625,0.044271868,0.19451910257339478,52.432064056396484,0.002388248569332063,-33.18023681640625,0.9765037298202515,0.000299827968,0.2,108.11176586151123
25.1728,-4.422247697654075e-08,-149.06226916,-0.46494207318218794,-0.00010168428620234334,-0.10841672340334622,-0.0007374040596721996,0.001152,0.0,0.0,-0.10184730166290261,16,0.0,-0.1255000204684976,0.1916249350616629,-0.2908922836802641,198.9,0.0,70,0.0,-0.0024745458963272332,-2.0204204392078832e-05,-0.5,0.07868438581421777,-0.1798403337658675,0.0,-0.014556294829542103,0.64973504,0.0,-0.10654640151081227,0.0,-1.30576264578968,0.00032931796805415716,294912,-0.6501746110200234,-0.3808008246465436,1.0,0.0,0.01,-0.051672513916766444,4166,137350,0.316375732421875,0.042516757,0.16773903369903564,43.92621994018555,-0.0019275564118288457,-33.18493413925171,0.9767400026321411,0.00029981568,0.2,95.75905323028564
25.18432,-4.365368340317915e-08,-149.41796587,-0.47851818508749766,-0.00011519977710714858,-0.11111048494305568,-0.0008057419930804715,0.0012288,0.0,0.0,-0.0997445885670844,17,0.0,-0.017395583047188076,0.19457296879028155,-0.2740982111836385,201.21,0.0,74,0.0,-0.005059724862665938,-2.31729593870106e-05,-0.5,0.08108769843575456,-0.17532447076062938,0.0,-0.013053115171597962,0.649717376,0.0,-0.10695995713423301,0.0,-1.2933431589197886,0.0004779722560973217,313344,-0.6438282843664325,-0.38427436324543507,1.0,0.0,0.01,-0.054864157857423664,4186,137352,0.3236083984375,0.046392605,-0.04474461078643799,41.31742858886719,0.0034789138444466516,-33.18757724761963,0.9768930673599243,0.00029980339199999997,0.2,90.82648944854736
25.19584,-4.3500274212573784e-08,-145.92482557000002,-0.46267294687227195,-0.000124671522122499,-0.10205143085713628,-0.0008787085125111207,0.0013056,0.0,0.0,-0.10175582899618645,18,0.0,0.028966984731984804,0.19596824209978528,-0.24252664594719026,187.52,0.0,78,0.0,-0.007438183658193322,-2.5192578654598723e-05,-0.5,0.07916104266600665,-0.17211374518352415,0.0,-0.013786316762435394,0.649699712,0.0,-0.1068130963573319,0.0,-1.3070964249959622,0.0003417963032714195,331776,-0.658175763103534,-0.3741523251626624,1.0,0.0,0.01,-0.05448155627852105,4204,137354,0.3372802734375,0.062254738,-0.27090322971343994,46.056888580322266,0.015233609980593124,-33.18652534484863,0.9767539501190186,0.000299791104,0.2,101.67682139078777
25.20736,-4.257392358425143e-08,-153.36511411,-0.4617848500782888,-0.0001273703556146625,-0.11796036207852774,-0.0008968605339188014,0.0013824,0.0,0.0,-0.10028489290148085,19,0.0,-0.1799681115855863,0.19367670527614347,-0.2799203027769558,218.84,0.0,82,0.0,-0.007492367180972254,-2.549912897317494e-05,-0.5,0.08754544301314494,-0.20204549819014997,0.0,-0.022893453407894997,0.6496820480000001,0.0,-0.10664392726180372,0.0,-1.295947166741249,0.00043022926547564566,350208,-0.6268670116429852,-0.3604367271809826,1.0,0.0,0.01,-0.0572968837560516,4220,137356,0.2784423828125,0.046053953,-0.49768149852752686,46.97268295288086,0.007897120512401065,-33.18897946675619,0.9768525958061218,0.000299778816,0.2,101.93060811360677
25.21888,-4.2964045777037894e-08,-143.90323174,-0.4650870786021801,-0.0001337678793299044,-0.1069475259365151,-0.0009562555771003812,0.0014592,0.0,0.0,-0.10150292105757605,20,0.0,-0.1982121612258434,0.19472614157504156,-0.25871776928866314,179.87,0.0,87,0.0,-0.004172559222068781,-2.646909664350167e-05,-0.5,0.07948269468608044,-0.1840877546718265,0.0,-0.01445596649946879,0.649664384,0.0,-0.10624720204127294,0.0,-1.2972514382765012,0.00027940488265206415,368640,-0.6434587070710504,-0.3654011356382502,1.0,0.0,0.01,-0.05090095792010418,4232,137358,0.31051199776785715,0.04881984,-0.4375070333480835,38.98558807373047,0.003113761012043272,-33.19447980608259,0.9772593379020691,0.000299766528,0.2,89.1768057686942
25.2304,-4.4918283867530086e-08,-146.29482782000002,-0.45482045448602776,-0.00013957314385615262,-0.11600041844442928,-0.0010017065421149612,0.001536,0.0,0.0,-0.100611441570611,21,0.0,0.04636120590169362,0.19440663498321864,-0.3054866814133619,191.21,0.0,91,0.0,-0.0035679276674966884,-2.778945508138699e-05,-0.5,0.08927429224818374,-0.21477611419813344,0.0,-0.021418570315126794,0.64964672,0.0,-0.10630770283351704,0.0,-1.2912469049137945,0.00041775101110235683,387072,-0.6307131550994192,-0.37111884492776936,1.0,0.0,0.01,-0.06230320386694378,4246,137360,0.3035074869791667,0.049070954,-0.6927261352539062,35.347599029541016,0.007792733920117219,-33.192883809407554,0.9770570993423462,0.00029975423999999997,0.2,77.93699391682942
25.24192,-4.4355668347299037e-08,-143.82636902000002,-0.45360228865157204,-0.00014989630920557301,-0.112667892474279,-0.0010758250316804828,0.0016128,0.0,0.0,-0.1004781783776173,22,0.0,-0.06518320831037004,0.19639254486702218,-0.2801054847008783,179.95,0.0,95,0.0,-0.009784555124405618,-2.9711018036940428e-05,-0.5,0.08546303948966667,-0.19276993177228882,0.0,-0.014974872002114682,0.649629056,0.0,-0.10626839944685249,0.0,-1.2906939417519412,0.00039225181616428826,405504,-0.6379470356393435,-0.3649313168404466,1.0,0.0,0.01,-0.05767979415211602,4257,137362,0.3354899088541667,0.05650703,-0.7709791660308838,36.13459014892578,0.013408634889250001,-33.195098876953125,0.9772035479545593,0.000299741952,0.2,79.28526560465495
25.25344,-4.394133571564716e-08,-141.31734774,-0.4618535214536639,-0.00015764505685861126,-0.11721356369267119,-0.0011247028234764892,0.0016896,0.0,0.0,-0.10102914601436795,23,0.0,-0.05693922397019205,0.1964008006982939,-0.27518632855501796,170.02,0.0,99,0.0,-0.0057337074798428245,-3.160436363042099e-05,-0.5,0.08118518024457629,-0.20635063359250314,0.0,-0.017161650909443278,0.6496113920000001,0.0,-0.10625095957504721,0.0,-1.306660491703756,0.00027940479857433174,423936,-0.6479037679836102,-0.3596767339687637,1.0,0.0,0.01,-0.05055075623654906,4268,137364,0.3219401041666667,0.05240083,-0.893107533454895,36.343204498291016,0.009050066893299421,-33.196861267089844,0.9772669672966003,0.000299729664,0.2,78.78122584025066
25.26496,-4.51239229572298e-08,-144.76436634,-0.438430034691772,-0.00016500290433338457,-0.10769158957739257,-0.001170255188010988,0.0017664,0.0,0.0,-0.10159051738055508,24,0.0,0.02012213152819782,0.19525282862189322,-0.2776457882520872,184.5,0.0,103,0.0,-0.011719080534752955,-3.2900545107986344e-05,-0.5,0.08534258724496298,-0.19894493014163742,0.0,-0.01596415564269265,0.649593728,0.0,-0.1061111215807878,0.0,-1.298644088533039,0.00035698714782483876,442368,-0.6494580115952586,-0.36213731317092485,1.0,0.0,0.01,-0.05839418543592209,4279,137366,0.3075358072916667,0.050211087,-0.645209789276123,36.1240119934082,0.009622725270067653,-33.200255711873375,0.9774030447006226,0.000299717376,0.2,84.36211268107097
25.27648,-4.436633115104066e-08,-144.91570688999997,-0.43832959103470603,-0.0001709508952516752,-0.12056646902350138,-0.0011826767331130363,0.0018432,0.0,0.0,-0.10033981485425807,25,0.0,0.12294391542433278,0.19305805819926386,-0.33471191846936316,183.24,0.0,107,0.0,-0.0069232011505603475,-3.4789691699237453e-05,-0.5,0.09433042646210998,-0.2275527002261798,0.0,-0.021197852975999857,0.649576064,0.0,-0.10614749080731062,0.0,-1.282689271738126,0.0003965920477639884,460800,-0.657439128390682,-0.3640520727361082,1.0,0.0,0.01,-0.06109908905402951,4288,137367,0.28818359375,0.02640972,-1.003143310546875,29.79990577697754,0.016767254471778868,-33.19827880859375,0.9770863056182861,0.00029970508799999996,0.2,70.86860046386718
25.288,-4.5389223627230345e-08,-142.24518716999998,-0.4539801016690701,-0.00018406969779377128,-0.11136650112095567,-0.0012950647088365468,0.00192,0.0,0.0,-0.10080354886246833,26,0.0,0.124612626294486,0.19715707488680834,-0.28478165224663426,174.54,0.0,111,0.0,-0.014202785416930399,-3.7036356666469805e-05,-0.5,0.08842019184075188,-0.19796013085974012,0.0,-0.01578027255578151,0.6495584,0.0,-0.10635675140254115,0.0,-1.2981738588483547,0.00039713467251405947,479232,-0.6681613694689995,-0.36284018100851273,1.0,-4.0689754920701184e-05,0.01,-0.05527356018603906,4295,137369,0.3216959635416667,0.063741416,-1.225677490234375,29.82848358154297,0.009517923016877225,-33.203369140625,0.977374792098999,0.0002996928,0.2,66.16523361206055
25.29952,-4.463739841077278e-08,-143.18302862,-0.4566715351238475,-0.00018820943633562906,-0.11181491470182697,-0.001339500646123292,0.0019968,0.0,0.0,-0.10061384343231257,27,0.0,0.022066357502473113,0.1975010449059585,-0.2782594111115697,177.46,0.0,115,0.0,-0.008093208113881737,-3.792136639977167e-05,-0.5,0.0901635728781735,-0.21031479899348804,0.0,-0.018534544528082154,0.6495407360000001,0.0,-0.10643589568175721,0.0,-1.2942686561390562,0.000297308365891998,497664,-0.6300496675689902,-0.35285619909776994,1.0,-6.91728524139358e-06,0.01,-0.059474224055268254,4303,137371,0.3163248697916667,0.05096819,-1.06296706199646,32.45527267456055,0.009167940045396486,-33.204245249430336,0.97737717628479,0.000299680512,0.2,71.71819814046223
25.31104,-4.57167107530873e-08,-142.35353451000003,-0.4356019025573883,-0.00019623447232467597,-0.11555937949003936,-0.0014056559425806292,0.0020736,0.0,0.0,-0.10130054440720687,28,0.0,0.024861236874707204,0.19675535295778276,-0.3230164307167385,173.23,0.0,119,0.0,-0.013472504983656281,-3.8971888441018416e-05,-0.5,0.09068202765887505,-0.22235564929792073,0.0,-0.01874971784344016,0.649523072,0.0,-0.10606726493016366,0.0,-1.2909950865344655,0.00032606263024111587,516096,-0.6473600693088601,-0.3570154828095475,1.0,0.0,0.01,-0.0539066242428721,4305,137373,0.2878824869791667,0.056779034,-0.933779239654541,32.473262786865234,0.004916395215938489,-33.20604451497396,0.9774002432823181,0.000299668224,0.2,67.91386858622234
25.32256,-4.328870563959997e-08,-142.28278074,-0.43159538821312604,-0.00020772136438161997,-0.11071993843979146,-0.0014461779386757188,0.0021504,0.0,0.0,-0.10098663371969867,29,0.0,0.11893337015608701,0.1966797416178548,-0.2896288668570937,174.37,0.0,123,0.0,-0.008547050087746151,-4.209465912021169e-05,-0.5,0.09307082937121265,-0.2128404292388099,0.0,-0.01793889734400175,0.649505408,0.0,-0.10655933374976724,0.0,-1.2941496576236136,0.00038248614873737097,534528,-0.6448773155838052,-0.355994701023824,1.0,-0.00012830878323357966,0.01,-0.06303078087216395,4312,137374,0.274169921875,0.023594707,-0.9359959363937378,33.37839889526367,0.015102730691432953,-33.20129470825195,0.9769405126571655,0.00029965593599999996,0.2,69.56975402832032
25.33408,-4.216931767260369e-08,-143.36745266000003,-0.45692194518417334,-0.00021531510065540807,-0.11681814068652674,-0.0014984831582014104,0.0022272,0.0,0.0,-0.1001122013751728,30,0.0,0.013009325285006132,0.19666341281651686,-0.2726710881927804,177.9,0.0,128,0.0,-0.007837433691730391,-4.341202794372369e-05,-0.5,0.08356130280195757,-0.19174167650532847,0.0,-0.016981102248059977,0.649487744,0.0,-0.10654151497633804,0.0,-1.29871206234449,0.00028862782831614214,552960,-0.6592020364006349,-0.3734365676213806,1.0,0.0,0.01,-0.05068712048834525,4319,137376,0.26513671875,0.05127792,-1.6297328472137451,27.86490821838379,0.003410101247330507,-33.20776875813802,0.9774233102798462,0.000299643648,0.2,60.17730840047201
25.3456,-4.599680025552006e-08,-141.58787863999999,-0.449307845440842,-0.00021718719597828642,-0.12936768868345422,-0.0015593250098805127,0.002304,0.0,0.0,-0.09942467785710157,31,0.0,0.01778179347742049,0.19743749713000946,-0.28501102368318937,170.4,0.0,132,0.0,-0.014389706496653795,-4.345321951995914e-05,-0.5,0.09046997987237712,-0.2226624162382519,0.0,-0.01693531082956427,0.6494700800000001,0.0,-0.1062503164728824,0.0,-1.2917433145812203,0.00036512505741686456,571392,-0.6343486122241235,-0.3543104175674609,1.0,0.0,0.01,-0.060367561705081875,4325,137378,0.291748046875,0.060091954,-1.4401378631591797,27.54725456237793,0.009016094806914529,-33.212013244628906,0.9775349497795105,0.00029963136,0.2,59.1402702331543
25.35712,-4.267415791059952e-08,-140.7650912,-0.4282713404529448,-0.00022590951701750733,-0.12847341550236607,-0.0016000908532509326,0.0023808,0.0,0.0,-0.10076420234525958,32,0.0,0.1710918767048953,0.1953403814432345,-0.30499952784899487,170.16,0.0,136,0.0,-0.0031937593130656307,-4.500734681751101e-05,-0.5,0.09074120534585323,-0.2132020392606074,0.0,-0.021523327033332356,0.649452416,0.0,-0.10618047367953103,0.0,-1.2935815797075385,0.00031304182872797054,589824,-0.6806445644078933,-0.3691735865174767,1.0,-2.0751713438787396e-05,0.01,-0.06041474914974595,4332,137379,0.29473876953125,0.027878182,-1.8167223930358887,27.721155166625977,0.02099667163565755,-33.21014595031738,0.9771086573600769,0.000299619072,0.2,57.59212875366211
25.36864,-4.25621013722823e-08,-143.66086327000002,-0.45337131510733886,-0.00023726564690302812,-0.1216807842412503,-0.0016797737635191946,0.0024576,0.0,0.0,-0.10028013220049885,33,0.0,0.2423714693329782,0.19675643597030582,-0.27637166418918496,179.67,0.0,140,0.0,-0.0024794675554932013,-4.7910303532802016e-05,-0.5,0.08623625895433626,-0.19978980211661906,0.0,-0.01866874043201318,0.649434752,0.0,-0.10634534425959238,0.0,-1.2949347813187027,0.0004242612372359468,608256,-0.6861810330885371,-0.36859126076348603,1.0,-0.00011677995725120936,0.01,-0.059546865971016244,4338,137380,0.3421875,0.031726215,-1.8089072704315186,26.75469970703125,0.022579993447288872,-33.21669464111328,0.9774950742721558,0.000299606784,0.2,55.00933151245117
25.38016,-4.643837666109442e-08,-144.65580993,-0.43296307795940103,-0.00024096824909392592,-0.11006645194110946,-0.0017326306027528782,0.0025344,0.0,0.0,-0.10187645683510738,34,0.0,0.0010337266373371407,0.19699252439222795,-0.2589718019549052,183.29,0.0,144,0.0,-0.0052604743679984575,-4.791563290278959e-05,-0.5,0.08387964769717875,-0.1957453431857814,0.0,-0.016565980132567677,0.649417088,0.0,-0.1062717820717695,0.0,-1.2991378525740964,0.0003781459139039119,626688,-0.6673317725434303,-0.37529151924855314,1.0,0.0,0.01,-0.057397999131657995,4342,137382,0.3182373046875,0.069608755,-1.7211930751800537,27.113618850708008,0.008526249633481106,-33.222222646077476,0.977855384349823,0.000299594496,0.2,58.613521575927734
