time/iterations,reward_terms/stance_time,reward_terms/clearance,reward_terms/motor_vel,reward_terms/upright,curriculum/ent_coef,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/angmom,time/total_timesteps,time/fps,reward_terms/residual,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/phase_contact,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/energy,reward_terms/ang_xy,reward_terms/assist_pen,time/time_elapsed,reward_terms/vz,reward_terms/stop,reward_terms/time,reward_terms/alive,reward_terms/air_time,curriculum/ctrl_drop_prob,reward_terms/stance,curriculum/eff_scale,reward_terms/torque,reward_terms/action_rate,reward_terms/lat_vel,reward_terms/height,reward_terms/foot_slip,train/entropy_loss,train/clip_fraction,train/std,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/value_loss
546,-0.011089628183981404,0.10375005424927111,-0.00019913345604344963,-0.25500139910847097,0.01,31.278399999999998,0.0,-0.7991196001047963,-122.10300138000001,-0.11950514172349437,10063872,4538,-0.10180209722468068,0.64037312,0.0,1.774333272476323,-0.36553121749395523,-0.10118050767925142,203.31,-0.0016330710186929981,-0.24378070600017626,0.0,2217,-0.3719598669877999,0.0,-0.5,0.0,0.0008007799462777459,0.0,-0.0478363131600328,0.041856,-0.018772913205983226,-0.11851947495086418,-1.534034848268829e-08,-0.10952793823560131,-0.5410501715725822,-33.96622142791748,0.212841796875,0.9974088668823242,0.00029748864,0.26939189434051514,8348,0.9788060784339905,0.020085152,0.2,-0.026910877658519895,1.6137925744056703
547,-0.01393833412859951,0.10171202715479416,-0.0001985209140798043,-0.2723728025205278,0.01,31.28992,0.0,-0.8248645070259991,-122.83595937000001,-0.11713071069940131,10082304,4538,-0.1020539713168065,0.640355456,0.0,1.7378338497564205,-0.36781967532863075,-0.09766804580276195,198.59,-0.0016335533950419942,-0.24237907199635117,0.0,2221,-0.3662373496165518,0.0,-0.5,0.0,0.0008376722398679703,0.0,-0.04789050419145048,0.0419328,-0.019103174248072723,-0.11871872548091739,-1.637219236288844e-08,-0.11023241002213541,-0.5546755651495812,-33.96224117279053,0.1953369140625,0.997203528881073,0.00029748403199999997,0.2664428949356079,8352,0.9808498620986938,0.020373303,0.2,-0.022739992942661047,1.471998292207718
548,-0.014580014496459626,0.10459066482258568,-0.00020250087482167895,-0.25889421348114855,0.01,31.30144,0.0,-0.8107093515392781,-120.90017674,-0.12164099527454132,10100736,4538,-0.10189602154789594,0.6403377920000001,0.0,1.7711849767147916,-0.3706674971430719,-0.0971308859127647,198.5,-0.0016524748067849547,-0.24698206580612198,0.0,2225,-0.3717421870586572,0.0,-0.5,0.0,0.000895723403017554,0.0,-0.05076364138561413,0.0420096,-0.018834039868360443,-0.11909115200558484,-1.5608125552977118e-08,-0.11252549466233447,-0.5390084295544237,-33.96709041595459,0.18807373046875,0.9975241422653198,0.000297479424,1.0210280418395996,8356,0.9640158414840698,0.018172646,0.2,-0.020527095487341284,2.694027507305145
549,-0.012040687731415447,0.10483609057483124,-0.00019645154005764747,-0.25912498089181074,0.01,31.31296,0.0,-0.803861204542892,-121.79692954999999,-0.11696510406562645,10119168,4538,-0.10194267759155579,0.640320128,0.0,1.7936454346837563,-0.37026642619738964,-0.09941026718105488,205.22,-0.0016258930092576485,-0.2390643414418943,0.0,2229,-0.3728790535665929,0.0,-0.5,0.0,0.000859373611294561,0.0,-0.041551824914550596,0.0420864,-0.018713712571727135,-0.11863998355465626,-1.5285558101734295e-08,-0.1160746124843076,-0.5546437306171851,-33.96689071655273,0.21356201171875,0.9972666501998901,0.000297474816,0.42870378494262695,8360,0.9726666808128357,0.018914476,0.2,-0.025375543837435545,2.1059805154800415
550,-0.012379635036470264,0.10820708280519142,-0.00019801974674001462,-0.2537246527645305,0.01,31.32448,0.0,-0.8011477743690535,-121.17801184999999,-0.1222806815304865,10137600,4538,-0.10213986145050552,0.640302464,0.0,1.815943945505025,-0.35731220677239084,-0.10090002410447813,204.34,-0.001649399428427613,-0.24169197660472586,0.0,2233,-0.3882636716338756,0.0,-0.5,0.0,0.0008658840249861694,0.0,-0.04556414291394598,0.0421632,-0.01906442235638935,-0.11767068907130224,-1.5724203058049776e-08,-0.1141667963446946,-0.5435705522859274,-33.963795852661136,0.21590576171875,0.9971439838409424,0.00029747020799999996,0.26685264706611633,8364,0.9798468947410583,0.023719752,0.2,-0.02680644567590207,1.4930446565151214
551,-0.012896668646135367,0.10748700664948603,-0.00018914582608912294,-0.2791547580337182,0.01,31.336,0.0,-0.8122270639668625,-121.81937137999999,-0.12066048613317383,10156032,4539,-0.10221714701649291,0.6402848,0.0,1.8214243422080623,-0.35761177727858784,-0.10048201753647153,205.21,-0.0015745878883771211,-0.2394451211587916,0.0,2237,-0.37500098728779735,0.0,-0.5,0.0,0.0007443564568853213,0.0,-0.051927394625341634,0.04224,-0.018329432540319424,-0.11801420913561717,-1.5308296560205653e-08,-0.1209175484487457,-0.5428668065324522,-33.96323108673096,0.23118896484375,0.9973067045211792,0.0002974656,0.6088144779205322,8368,0.9760488867759705,0.02095884,0.2,-0.024481673398986457,1.9077539563179016
552,-0.016323041284017056,0.10393448843936426,-0.00020048525703342788,-0.2633914634078869,0.01,31.34752,0.0,-0.8203604346985048,-123.21506333,-0.12408855857553652,10174464,4539,-0.10189616990981021,0.6402671360000001,0.0,1.773512050268895,-0.3736354678430972,-0.09825582996375742,205.62,-0.0016328401267537362,-0.24822656067060722,0.0,2241,-0.376660631524213,0.0,-0.5,0.0,0.0006873903330415487,0.0,-0.0433657506389665,0.0423168,-0.018871943941778737,-0.11967114013686901,-1.607126166694308e-08,-0.11336247248998799,-0.5472245692459128,-33.96561546325684,0.20611572265625,0.9973155856132507,0.000297460992,0.3761294186115265,8372,0.9788628816604614,0.022279471,0.2,-0.027122177300043404,1.6335886478424073
553,-0.014393654215382412,0.10341444220828402,-0.00019680710218363226,-0.27555232605069757,0.01,31.35904,0.0,-0.8064928317851967,-121.65446894,-0.12252336934961712,10192896,4539,-0.10191468808279307,0.640249472,0.0,1.7916604330625445,-0.36586393720392923,-0.09717335116199216,206.05,-0.0016213910794368673,-0.2431712185711774,0.0,2245,-0.3723993393075045,0.0,-0.5,0.0,0.0007752808548199633,0.0,-0.04174557622543389,0.0423936,-0.018717131936355026,-0.11799570491873707,-1.5411720233501244e-08,-0.1181337542372978,-0.5525129468074641,-33.96945037841797,0.20196533203125,0.9974058866500854,0.000297456384,0.48102298378944397,8376,0.9752635955810547,0.017509092,0.2,-0.02249591938452795,1.9278756737709046
554,-0.014324074536691316,0.10803757165922465,-0.00019693732549194598,-0.2535389033570488,0.01,31.370559999999998,0.0,-0.8085645788217616,-122.06595247,-0.1240968719381643,10211328,4539,-0.10216525192109487,0.640231808,0.0,1.8054506436471824,-0.3619008079261764,-0.10157190160539381,206.99,-0.0016302416676768547,-0.24315098238336758,0.0,2249,-0.39338278726415565,0.0,-0.5,0.0,0.0007714831671263608,0.0,-0.039043869847573826,0.0424704,-0.018862738658238273,-0.1177570429498954,-1.5589391917451005e-08,-0.11468077558972695,-0.5321608009008727,-33.96830883026123,0.172021484375,0.9973727464675903,0.000297451776,0.3273099958896637,8380,0.9784955382347107,0.016259145,0.2,-0.02520012918394059,1.5891290605068207
555,-0.013682394041097723,0.1051375338951211,-0.00020375323159961634,-0.26470381372322704,0.01,31.382080000000002,0.0,-0.8102644360416992,-122.2356681,-0.11632888717979133,10229760,4539,-0.10188503269883124,0.640214144,0.0,1.7817662849264697,-0.3609125830212721,-0.100388745880754,202.45,-0.001648411588205038,-0.24197187291247468,0.0,2253,-0.37184629227271665,0.0,-0.5,0.0,0.0008143433078657836,0.0,-0.053235619041053166,0.0425472,-0.018872386912434872,-0.11929924292446706,-1.585634721295196e-08,-0.11651550361172314,-0.5353540931526297,-33.96538314819336,0.19852294921875,0.9971214532852173,0.000297447168,0.37281331419944763,8384,0.9797764420509338,0.019785693,0.2,-0.02358974809758365,1.6051964581012725
556,-0.013946877427062847,0.1087696947570924,-0.00019718166230773816,-0.2688009830765117,0.01,31.3936,0.0,-0.8160539439645622,-121.67211006000001,-0.12468151177230638,10248192,4539,-0.1018922964056433,0.6401964800000001,0.0,1.8153672587973528,-0.3605306893695254,-0.10267837248731597,206.53,-0.0016510937706929439,-0.24904897117171382,0.0,2257,-0.38428362368747365,0.0,-0.5,0.0,0.0007958971869407429,0.0,-0.049555144795034915,0.042624,-0.0191454814630453,-0.1193980186350508,-1.623776824326811e-08,-0.11977498773715382,-0.5267611983297849,-33.961568450927736,0.1649169921875,0.996963381767273,0.00029744256,0.4403742849826813,8388,0.973759114742279,0.017128106,0.2,-0.022440534294582905,1.9891231536865235
557,-0.01263137170947933,0.10643957421624563,-0.00019291484951872525,-0.2611325469226503,0.01,31.40512,0.0,-0.8062301371055908,-120.83765585999996,-0.11894899273351234,10266624,4539,-0.1019414945289758,0.640178816,0.0,1.7975705047266084,-0.3626266813301955,-0.10300240292993632,203.54,-0.0015947172153215625,-0.23524227326041172,0.0,2261,-0.3730149854413955,0.0,-0.5,0.0,0.0008447251909981585,0.0,-0.048054340134678596,0.0427008,-0.018576277126031455,-0.11814401726836937,-1.5324375952330712e-08,-0.11936660260595817,-0.5423792383474558,-33.96616382598877,0.20010986328125,0.9974102973937988,0.000297437952,0.3873918056488037,8392,0.9792339205741882,0.021323046,0.2,-0.025613554962910713,1.6263371706008911
558,-0.01288893881751897,0.10722871337953582,-0.00019809686356155422,-0.25413609390859443,0.01,31.41664,0.0,-0.7990554374357653,-121.29136922000002,-0.12118431845589495,10285056,4539,-0.1021539820636827,0.640161152,0.0,1.8297577376868608,-0.36259146435042033,-0.10180633871480023,205.4,-0.0016274785208164383,-0.24052846130083635,0.0,2265,-0.3836732223645267,0.0,-0.5,0.0,0.000713432013678054,0.0,-0.04479618915222377,0.0427776,-0.01885907057559714,-0.11756467537786087,-1.5938756100031778e-08,-0.11677654673321824,-0.5496119610695227,-33.97927761077881,0.2427978515625,0.9983064532279968,0.000297433344,0.3833194673061371,8396,0.9788370132446289,0.02394613,0.2,-0.023940267227590083,1.6881558358669282
559,-0.016490817128214985,0.110022849029454,-0.0001979442409721559,-0.2567093382785184,0.01,31.42816,0.0,-0.804772534191547,-121.45468853,-0.11881360501642975,10303488,4539,-0.10211967486802012,0.640143488,0.0,1.7619019457949023,-0.36335094061734874,-0.10289689327997226,207.72,-0.0016113644630786086,-0.23197107031350603,0.0,2269,-0.3760044295334828,0.0,-0.5,0.0,0.0006559234203046395,0.0,-0.04523019709088782,0.0428544,-0.01841717995349694,-0.1176595522244034,-1.5124606109829748e-08,-0.11699643169428953,-0.5299405761958474,-33.9818193435669,0.202490234375,0.9983837604522705,0.00029742873599999996,0.25304776430130005,8400,0.9843572378158569,0.020234626,0.2,-0.027291370218154042,1.2623728692531586
560,-0.010949518628573665,0.11043986443704806,-0.00020041005175537878,-0.2705969276896209,0.01,31.43968,0.0,-0.8148715136602764,-120.72488247999998,-0.11825555661461401,10321920,4539,-0.10220084882960774,0.6401258240000001,0.0,1.827654343134623,-0.3653323522534442,-0.10499544343837909,201.55,-0.0016606986433218218,-0.23965515577102245,0.0,2273,-0.3787749382050232,0.0,-0.5,0.0,0.0007790786039549857,0.0,-0.04710616227449884,0.0429312,-0.019031306462117828,-0.1186463956216056,-1.5269510881464148e-08,-0.12220251992971644,-0.5390158546706549,-33.980383491516115,0.1998291015625,0.998005747795105,0.000297424128,0.26010286808013916,8404,0.9820362329483032,0.020167466,0.2,-0.026666954474058,1.4304070711135863
561,-0.013807446750838103,0.10770225838623791,-0.0002029542994334996,-0.25117275778711623,0.01,31.4512,0.0,-0.8125315355029178,-121.40890392000001,-0.11354338918824652,10340352,4539,-0.10232941709911386,0.64010816,0.0,1.7746719877014816,-0.3682519070891901,-0.10063170487039257,207.38,-0.0016748637380015299,-0.2394579907708733,0.0,2277,-0.3695209095237573,0.0,-0.5,0.0,0.0008034926173018499,0.0,-0.05045982776957162,0.043008,-0.019659593778228682,-0.11804463879238798,-1.5091715932410512e-08,-0.11366099263928398,-0.5095511742602655,-33.97981433868408,0.221826171875,0.9981417655944824,0.00029741952,0.49117711186408997,8408,0.9763588905334473,0.01971512,0.2,-0.025121475092601032,1.9581064343452455
562,-0.015889688989975385,0.10501570085122663,-0.00020220770286391565,-0.26228762533705513,0.01,31.46272,0.0,-0.8112623685552139,-122.61969960000002,-0.12054906005100453,10358784,4539,-0.10218427591608059,0.640090496,0.0,1.7977710608268005,-0.36882239675538486,-0.09915664696742005,208.89,-0.0016541469531512153,-0.24357713594377925,0.0,2281,-0.37950563669620496,0.0,-0.5,0.0,0.0007481541736827543,0.0,-0.044881495470502936,0.0430848,-0.0188632533563693,-0.11757211058918417,-1.5221185215913864e-08,-0.1152544951794411,-0.5440957792421832,-33.97938480377197,0.1921630859375,0.9978398084640503,0.000297414912,0.27650177478790283,8412,0.9817802906036377,0.019101152,0.2,-0.027655225386843084,1.4420075714588165
563,-0.013566562121721089,0.10840867170937335,-0.00019901687405199646,-0.279302895432712,0.01,31.47424,0.0,-0.8127484207341381,-121.61044258,-0.1176135546413426,10377216,4539,-0.10204064156352023,0.640072832,0.0,1.8068261179154912,-0.35177252547629684,-0.10352266343618134,207.66,-0.0016434594308887365,-0.23688376852987952,0.0,2285,-0.37804316616918515,0.0,-0.5,0.0,0.0008002374993844165,0.0,-0.05049562625203831,0.0431616,-0.01892149244959263,-0.11826237600653015,-1.5947854498787115e-08,-0.12150604809483186,-0.5433926655870468,-33.97688674926758,0.19954833984375,0.9976975321769714,0.000297410304,0.271589457988739,8416,0.9805272817611694,0.019012684,0.2,-0.023992277320940048,1.5794162571430206
564,-0.0148531806335086,0.10474245458627349,-0.00020630860072287348,-0.2577434681689445,0.01,31.48576,0.0,-0.8131405182673115,-122.18366167,-0.11561892472092104,10395648,4539,-0.10237852596747407,0.6400551680000001,0.0,1.7868028203165431,-0.36889438986282674,-0.09887972745342773,207.15,-0.0016880759506935164,-0.24011068400042854,0.0,2289,-0.38125214636614246,0.0,-0.5,0.0,0.0007351333236632248,0.0,-0.04330772103136061,0.0432384,-0.019595616018937115,-0.11740368951564009,-1.573896588483974e-08,-0.11793291659300567,-0.5381189801725038,-33.97629642486572,0.21524658203125,0.9976247549057007,0.00029740569599999997,0.29065194725990295,8420,0.9801441431045532,0.020205095,0.2,-0.024800184334162624,1.6207012474536895
565,-0.01337328351898274,0.11149874381051258,-0.0002097148212037274,-0.24918645662719083,0.01,31.49728,0.0,-0.8138768601349866,-121.11550610999998,-0.11547310626188939,10414080,4539,-0.10238433641428646,0.640037504,0.0,1.8182408102891006,-0.359259703818728,-0.10555581195187354,202.66,-0.0017102012021274317,-0.24630286565643086,0.0,2293,-0.3858692202443818,0.0,-0.5,0.0,0.0009212225656180332,0.0,-0.04306388953328285,0.0433152,-0.01945349916435755,-0.11772813578828635,-1.5591889544698542e-08,-0.1164155534369766,-0.5340967386762039,-33.97618980407715,0.2094482421875,0.9977128505706787,0.000297401088,0.30106064677238464,8424,0.9796818494796753,0.020013042,0.2,-0.026739020040258764,1.6092911422252656
566,-0.014976471327827312,0.10813380192785556,-0.00020460582526998062,-0.2542183313257538,0.01,31.5088,0.0,-0.8021757960371989,-121.90257520000003,-0.12202430508281248,10432512,4539,-0.10214545614902622,0.64001984,0.0,1.806365931045733,-0.3539495459120164,-0.10268433618726475,204.52,-0.001677983169217093,-0.24917846904821492,0.0,2297,-0.3844088993438666,0.0,-0.5,0.0,0.0008778198518686824,0.0,-0.04515440960791829,0.043392,-0.019396609213647078,-0.11783848690315385,-1.6027545061516747e-08,-0.11866588145276213,-0.5388690189798794,-33.97522659301758,0.20341796875,0.9976450800895691,0.00029739648,0.7118767499923706,8428,0.9770373702049255,0.019382928,0.2,-0.023692367516923697,1.9310424745082855
567,-0.013175939494330022,0.10542266175486698,-0.00020213181292856984,-0.26763214153578757,0.01,31.520319999999998,0.0,-0.8152837525961112,-120.56103787,-0.11860196207520751,10450944,4539,-0.10229932159990507,0.640002176,0.0,1.8047797668856012,-0.36957592462504185,-0.10511420469868803,205.1,-0.0016597406845621427,-0.2410986357683804,0.0,2301,-0.3786497649933735,0.0,-0.5,0.0,0.0009190524190974733,0.0,-0.049412495273268,0.0434688,-0.019532078371129098,-0.11707425825478518,-1.536167681457033e-08,-0.1189803884712945,-0.5216054700111861,-33.97343139648437,0.18275146484375,0.9975404739379883,0.00029739187199999997,0.35969555377960205,8432,0.9787544012069702,0.016851664,0.2,-0.025556497590150683,1.6721334517002107
568,-0.015628323117400415,0.1112476565750554,-0.00020599739205163316,-0.24639382564381268,0.01,31.53184,0.0,-0.8049150590742813,-120.41559156,-0.1107464657704356,10469376,4539,-0.10243163602265347,0.6399845120000001,0.0,1.795370807541318,-0.35561924298542874,-0.09934866543787974,207.71,-0.0016648955535975758,-0.23471993471977642,0.0,2306,-0.3641928382477778,0.0,-0.5,0.0,0.0006998686779600879,0.0,-0.042197667573043496,0.0435456,-0.019243119205155257,-0.11597485799311213,-1.5291837648767168e-08,-0.11314280448404139,-0.5048132967947955,-33.971533203125,0.1718994140625,0.9971965551376343,0.000297387264,0.6913896799087524,8436,0.9729642868041992,0.016945977,0.2,-0.01965592335909605,2.234722709655762
569,-0.01574090012582019,0.11323451239786385,-0.0002034973409439121,-0.2693522618499694,0.01,31.54336,0.0,-0.8047857131165996,-120.32209826999998,-0.12053437155767366,10487808,4540,-0.10238051567919704,0.639966848,0.0,1.8069981754815967,-0.3524861961685721,-0.104503090242619,206.74,-0.0016546256279980646,-0.24894400562074845,0.0,2310,-0.38654065344890076,0.0,-0.5,0.0,0.0008447252977122036,0.0,-0.0548152340619368,0.0436224,-0.01923511723338161,-0.1165527205558694,-1.6283914105403388e-08,-0.11867889064130716,-0.5240310325341255,-33.96496467590332,0.18575439453125,0.9967009425163269,0.000297382656,0.20845699310302734,8440,0.9825308918952942,0.02043968,0.2,-0.02518054093234241,1.3651428937911987
570,-0.017499792176143576,0.10773058598203539,-0.00020292940945249927,-0.2536415267066801,0.01,31.55488,0.0,-0.7975427424401921,-121.31114405,-0.11933142884615003,10506240,4540,-0.1025459735782811,0.639949184,0.0,1.8033726147461557,-0.3451310757120042,-0.10329426177939592,211.35,-0.001649844961951817,-0.2409249025455193,0.0,2314,-0.3809805388392811,0.0,-0.5,0.0,0.0007264528669313424,0.0,-0.05078347245531262,0.0436992,-0.019075767801598933,-0.1169778169178923,-1.528125565663526e-08,-0.11818839216453408,-0.5032043955846663,-33.96957530975342,0.17979736328125,0.9975351691246033,0.00029737804799999997,0.5588740110397339,8444,0.9746983051300049,0.017970925,0.2,-0.021354675432667135,1.9536493241786956
571,-0.015445625789450586,0.10712098868772585,-0.00021011674390284887,-0.2611766862439663,0.01,31.5664,0.0,-0.8060885429921737,-121.33146713000001,-0.11388151192157797,10524672,4540,-0.10220788793991697,0.63993152,0.0,1.7901203668345265,-0.3540961547436858,-0.10237851255526925,208.12,-0.0017186078640717235,-0.23912311307880113,0.0,2318,-0.3770254528788067,0.0,-0.5,0.0,0.0009049465427071684,0.0,-0.052455179325826426,0.043776,-0.01998054977903047,-0.11648213587853078,-1.5670881827300058e-08,-0.11564176287810168,-0.5308662596449485,-33.97800884246826,0.19954833984375,0.9977213144302368,0.00029737344,0.2613360285758972,8448,0.9832814335823059,0.02063838,0.2,-0.028191830799914896,1.412315833568573
572,-0.016092053477122035,0.11209373694631515,-0.0002102223194413035,-0.24612164123549374,0.01,31.57792,0.0,-0.7911792737071318,-120.58973358999998,-0.11671963467231292,10543104,4540,-0.10239456265270376,0.6399138560000001,0.0,1.8067932347587115,-0.3478709415115707,-0.10283145539044863,206.27,-0.0016929446397320512,-0.2442383544627043,0.0,2322,-0.39362681252167414,0.0,-0.5,0.0,0.0010405800939123663,0.0,-0.042854585799852137,0.0438528,-0.019479037879114397,-0.1165668732933916,-1.4951433961532705e-08,-0.11220840994158879,-0.5022183152930652,-33.97334213256836,0.2175048828125,0.99766606092453,0.000297368832,0.2659868597984314,8452,0.9824363589286804,0.022011038,0.2,-0.02577965102973394,1.4419934272766113
573,-0.015095963341688426,0.10608227488108722,-0.00020835616354818675,-0.2500342634095633,0.01,31.58944,0.0,-0.7932729510466937,-120.66240743,-0.11373823292833052,10561536,4540,-0.10204251753499441,0.639896192,0.0,1.7885672659226413,-0.3530887904074117,-0.09867725126943,207.55,-0.0016889932647438188,-0.2417981618949476,0.0,2326,-0.37238986858225664,0.0,-0.5,0.0,0.0008273641869891435,0.0,-0.04471516880773305,0.0439296,-0.019602182655741273,-0.11867393782512371,-1.5409969735339448e-08,-0.11338632758852846,-0.5078053647779979,-33.97232246398926,0.22421875,0.9974937438964844,0.00029736422399999997,0.5129640698432922,8456,0.9784810543060303,0.020423554,0.2,-0.021513843606226147,1.8745499968528747
574,-0.015661554879948705,0.11124623103451182,-0.00020743059050827318,-0.2600871286596386,0.01,31.60096,0.0,-0.7821480022213286,-120.68268203,-0.12003159324648818,10579968,4540,-0.10195593337602192,0.639878528,0.0,1.7834068927902227,-0.3463725035452867,-0.09995767651226085,207.36,-0.0016808137298075074,-0.2464469187111727,0.0,2330,-0.38595481599244275,0.0,-0.5,0.0,0.000820853779765053,0.0,-0.044027299928171254,0.0440064,-0.019618134937126032,-0.11718074112082645,-1.5406064965570288e-08,-0.11217818901418797,-0.49446556646958695,-33.97269477844238,0.1826171875,0.9974610805511475,0.000297359616,0.573509931564331,8460,0.977057158946991,0.018472977,0.2,-0.020298070332501084,2.009142833948135
575,-0.018114888613733154,0.10846115296920729,-0.00020973801545967762,-0.2501969762030502,0.01,31.61248,0.0,-0.7896579782523037,-121.66245256999999,-0.11713787084414116,10598400,4540,-0.10225664565469994,0.639860864,0.0,1.7739157944110873,-0.35409673125463026,-0.10005627250254594,209.27,-0.0017013236517172473,-0.2467394307396488,0.0,2334,-0.3827794748095428,0.0,-0.5,0.0,0.0007362185020206703,0.0,-0.047719299711774944,0.0440832,-0.019964246802676087,-0.11748316931589659,-1.50092058316283e-08,-0.1115588293953483,-0.489188408458473,-33.97632064819336,0.194091796875,0.9976106882095337,0.000297355008,0.3309934735298157,8464,0.9796697497367859,0.017440248,0.2,-0.023855418874882163,1.7140551388263703
576,-0.017222693662107404,0.10756110174238229,-0.0002080121840236219,-0.25568327559704174,0.01,31.624,0.0,-0.7869922826242962,-121.77195809999999,-0.11143943953162075,10616832,4540,-0.10210854984700465,0.6398432000000001,0.0,1.758783792974698,-0.35428632241032804,-0.09704888252657495,209.05,-0.0016734235112969935,-0.23332640921655295,0.0,2338,-0.3806314061054133,0.0,-0.5,0.0,0.0008647990147841887,0.0,-0.05103983176098073,0.04416,-0.01953860305892984,-0.11771599499680785,-1.5001828785815817e-08,-0.11001222434964153,-0.4975417081874347,-33.98574848175049,0.22420654296875,0.9984502792358398,0.00029735039999999996,0.3908272683620453,8468,0.9794854521751404,0.022134101,0.2,-0.026033646054565908,1.6732229173183442
577,-0.01794819708932967,0.11111737700507514,-0.00020225201408459426,-0.23910692359832705,0.01,31.63552,0.0,-0.7779476243606961,-120.83585993999998,-0.11725166801317652,10635264,4540,-0.10245118548507239,0.639825536,0.0,1.788071622124482,-0.3487386268866333,-0.09920722347863457,210.97,-0.001657850454221202,-0.23480630091687685,0.0,2342,-0.39258166027918945,0.0,-0.5,0.0,0.0008534058643918899,0.0,-0.04206282778982006,0.0442368,-0.019539395624807346,-0.11603968214493622,-1.4951841235842275e-08,-0.11094681292281446,-0.493348001368747,-33.99107818603515,0.2004150390625,0.9986478090286255,0.000297345792,0.5254164934158325,8472,0.9754578471183777,0.01903607,0.2,-0.02442930357065052,2.017919212579727
578,-0.016238404337653063,0.10760159038964995,-0.000211228995407331,-0.2539797098868131,0.01,31.64704,0.0,-0.7891806445277023,-121.28853592999998,-0.1172611705069464,10653696,4540,-0.10200545061980477,0.639807872,0.0,1.7818549893970765,-0.3569402726946491,-0.10174855387617031,206.0,-0.0017146433678792543,-0.24356130474925342,0.0,2346,-0.38505664503909237,0.0,-0.5,0.0,0.0007747384208616697,0.0,-0.052500103217819526,0.0443136,-0.020150189938679453,-0.11776352180318941,-1.5589416636134484e-08,-0.11304275069622068,-0.50483134625612,-33.98724555969238,0.17615966796875,0.9981065988540649,0.000297341184,0.12336122989654541,8476,0.9842607378959656,0.01841509,0.2,-0.025667985901236534,1.2399726927280426
579,-0.016178858329011645,0.10823920128798559,-0.0002077950436387029,-0.24617867021898776,0.01,31.65856,0.0,-0.7800327321119588,-121.82879776999997,-0.11769378775034658,10672128,4540,-0.10235178952611663,0.639790208,0.0,1.772384273369916,-0.3652156969721757,-0.09857868899345128,211.1,-0.00167657750350311,-0.23912333512109113,0.0,2350,-0.38984950374181243,0.0,-0.5,0.0,0.0008848727835963169,0.0,-0.04828655282300432,0.0443904,-0.01955344533918984,-0.11671467620634884,-1.4645216112794677e-08,-0.11176767754367127,-0.49860787518350996,-33.98676090240478,0.22183837890625,0.99824059009552,0.000297336576,0.4976251721382141,8480,0.9741037487983704,0.020177541,0.2,-0.02106093178736046,2.2881204426288604
580,-0.016513602323054027,0.11024135871749251,-0.00021623178418126164,-0.27242496134419436,0.01,31.67008,0.0,-0.7865546972571503,-122.48104102,-0.1200366855501829,10690560,4540,-0.10193059583868679,0.639772544,0.0,1.7553149584617636,-0.36654265247328144,-0.097450581564362,206.86,-0.0017356005386859686,-0.25269453149554333,0.0,2354,-0.38140325331168734,0.0,-0.5,0.0,0.0007883017921509842,0.0,-0.046701529060309714,0.0444672,-0.020399250621610368,-0.11783236388548561,-1.6155581757808394e-08,-0.11249361501951821,-0.5039261364288598,-33.986931228637694,0.22193603515625,0.9981672167778015,0.000297331968,0.1859055757522583,8484,0.9858536720275879,0.021671167,0.2,-0.028709636558778583,1.2226623594760895
581,-0.017471580357070908,0.1061016661477415,-0.00020586720169809197,-0.2552272596192643,0.01,31.6816,0.0,-0.7711674252450017,-121.24305327999998,-0.11405428971195349,10708992,4540,-0.1022857926653826,0.63975488,0.0,1.7909770392028816,-0.358028809772448,-0.09991590853858713,211.14,-0.001667525175430601,-0.23389364784854344,0.0,2358,-0.37847116901209,0.0,-0.5,0.0,0.0008729370213889828,0.0,-0.04993319778970226,0.044544,-0.019415658532354007,-0.11737334069900975,-1.5088463943726564e-08,-0.11544695201299973,-0.5132323821352374,-33.98205146789551,0.1933837890625,0.997837245464325,0.00029732736,0.8148257732391357,8488,0.9739968776702881,0.019538632,0.2,-0.022590231394860893,2.271810221672058
582,-0.016885915541529864,0.1077822979289677,-0.00020763871273482825,-0.25444894358686115,0.01,31.69312,0.0,-0.7752182652851896,-122.38173803999999,-0.11293555793342978,10727424,4540,-0.10199242032764347,0.639737216,0.0,1.7547807402274875,-0.3627738479867571,-0.0966479963041161,209.09,-0.001693721447089116,-0.23730805621546786,0.0,2362,-0.3774134092745583,0.0,-0.5,0.0,0.0009006062787698789,0.0,-0.04317366797096792,0.0446208,-0.019882913061185205,-0.11766003217042208,-1.5321268947103903e-08,-0.1128585956503091,-0.5039279048025039,-33.9826244354248,0.1889404296875,0.9979338645935059,0.000297322752,0.25072818994522095,8492,0.9835189580917358,0.020769268,0.2,-0.028943833243101836,1.3779533147811889
