time/iterations,reward_terms/stance_time,reward_terms/clearance,reward_terms/motor_vel,reward_terms/upright,curriculum/ent_coef,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/angmom,time/total_timesteps,time/fps,reward_terms/residual,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/phase_contact,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/energy,reward_terms/ang_xy,reward_terms/assist_pen,time/time_elapsed,reward_terms/vz,reward_terms/stop,reward_terms/time,reward_terms/alive,reward_terms/air_time,curriculum/ctrl_drop_prob,reward_terms/stance,curriculum/eff_scale,reward_terms/torque,reward_terms/action_rate,reward_terms/lat_vel,reward_terms/height,reward_terms/foot_slip,train/entropy_loss,train/clip_fraction,train/std,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/value_loss
164,-0.1536869241729922,0.013172396627988603,-6.687366614636009e-05,-0.4149489951920908,0.01,26.87776,0.0,-1.1542409823430728,-166.23352994,-0.12581607143294693,3022848,4541,-0.10116955022036116,0.6471207680000001,0.0,-0.47081346199477814,-0.5889055143924171,-0.04479937939966204,267.24,-0.0004776038783440535,-0.3466716610210521,0.0,665,-0.1145083554057395,0.0,-0.5,0.0,0.0,0.0,-0.005621155877873442,0.0125184,-0.005096817128773774,-0.1346836280680943,-1.604217790264275e-08,-0.03176988183733987,-0.5306899025811656,-34.08408870697021,0.25037841796875,1.0025484561920166,0.000299248896,-0.36631205677986145,6820,0.8074830770492554,0.026167113,0.2,-0.027891168172936888,0.0684923429042101
165,-0.13215345375647303,0.01645157413922259,-6.572690998181103e-05,-0.4026832125058381,0.01,26.88928,0.0,-1.1921452773278873,-167.02006479000002,-0.13728204213194115,3041280,4541,-0.10209834272082306,0.647103104,0.0,-0.6214163304614736,-0.5862949593116198,-0.05298840248430749,269.95,-0.00047372299764607034,-0.32859038226725756,0.0,669,-0.13460500685688373,0.0,-0.5,0.0,2.7126516215503216e-06,0.0,-0.011597492840127819,0.0125952,-0.005022693847060526,-0.13347973883386177,-1.5340490130474223e-08,-0.03637041256362291,-0.5185281198423082,-34.07423839569092,0.2531494140625,1.0016307830810547,0.000299244288,-0.37461820244789124,6824,0.7520736455917358,0.024602339,0.2,-0.02642811235273257,0.05161505546420812
166,-0.12553061849353575,0.013098526076957358,-6.639568888902428e-05,-0.5001824950955345,0.01,26.9008,0.0,-1.206478317951071,-164.79373617000002,-0.1288537848760967,3059712,4541,-0.10044341195022179,0.64708544,0.0,-0.6639868399760791,-0.61924165643434,-0.04606041718729954,260.86,-0.0004798411607356761,-0.3395896916061857,0.0,673,-0.1194891126589107,0.0,-0.5,0.0,5.967866551751892e-06,0.0,-0.009307554934609028,0.012672,-0.005211671176463705,-0.136297357416818,-1.7213844875260957e-08,-0.031318081721005545,-0.5346451600871592,-34.07561817169189,0.2416015625,1.0021181106567383,0.00029923968,-0.37580209970474243,6828,0.7984367609024048,0.02513043,0.2,-0.028599390864837915,0.05181821100413799
167,-0.12899399703342673,0.015628816330219758,-6.534253978743328e-05,-0.4264704417722936,0.01,26.91232,0.0,-1.2036545147859437,-165.2358567,-0.13379894030687906,3078144,4540,-0.10174191621796037,0.647067776,0.0,-0.6173172409633167,-0.5918166602105178,-0.05055469889928277,262.42,-0.0004770391197762958,-0.3298552465653011,0.0,677,-0.14058122766142667,0.0,-0.5,0.0,0.0,0.0,-0.018555816909926987,0.0127488,-0.005207943216662953,-0.1314550017771502,-1.6089445642281568e-08,-0.03691999642587528,-0.5290218686362912,-34.081998634338376,0.2530517578125,1.0024768114089966,0.000299235072,-0.3789750337600708,6832,0.7440691590309143,0.02542625,0.2,-0.02841103512328118,0.04291808549314737
168,-0.18654658645229777,0.016515997112135597,-6.506620575164247e-05,-0.4328812638633746,0.01,26.92384,0.0,-1.1911141076023672,-171.72650745,-0.12331463209397674,3096576,4540,-0.10224629717653545,0.6470501120000001,0.0,-0.6313984827945578,-0.5886013825235293,-0.053241648258673745,288.95,-0.0004710748159811723,-0.31017402134183003,0.0,681,-0.1395312177316677,0.0,-0.5,0.0,1.410587962406377e-05,0.0,-0.020025124536107025,0.0128256,-0.005131369364530083,-0.1299609614803775,-1.5674395346894405e-08,-0.04023592747074194,-0.49031821768740996,-34.080540084838866,0.238037109375,1.002166986465454,0.000299230464,-0.37387874722480774,6836,0.7547178864479065,0.024797408,0.2,-0.02884440398775041,0.05361773297190666
169,-0.1292235078597312,0.016313102548062897,-6.620744484868614e-05,-0.45107576737527233,0.01,26.93536,0.0,-1.2027475847096523,-170.36077461000002,-0.1374686513230603,3115008,4540,-0.10114749255044315,0.647032448,0.0,-0.7270035974654753,-0.5848712399883071,-0.05783950884565143,283.2,-0.00048823358715314677,-0.34397829237510613,0.0,686,-0.14669553248322212,0.0,-0.5,0.0,0.0,0.0,-0.019386608146766453,0.0129024,-0.005474508470318731,-0.13191478031303372,-1.8273363282106025e-08,-0.03825703059987544,-0.5307133370630619,-34.07689800262451,0.2291748046875,1.0020482540130615,0.00029922585599999996,-0.3744411766529083,6840,0.7661498785018921,0.025375199,0.2,-0.02665314541081898,0.04146638903766871
170,-0.18926592601767173,0.01645439522035361,-6.779613178810808e-05,-0.36034334606034985,0.01,26.94688,0.0,-1.18611281904713,-172.13915467000004,-0.1254117380012147,3133440,4540,-0.10188697341140013,0.647014784,0.0,-0.4852271011538199,-0.5895037376632825,-0.057870723933364704,290.82,-0.0004863833818383734,-0.3223936351363784,0.0,690,-0.1482187567135983,0.0,-0.5,0.0,0.0,0.0,-0.011786654776804798,0.0129792,-0.005199750211269826,-0.1304285969092849,-1.6162174911194888e-08,-0.03963192433618722,-0.5227323594645235,-34.07771949768066,0.257373046875,1.002161979675293,0.000299221248,-0.3704564869403839,6844,0.6877649426460266,0.027249265,0.2,-0.02691149085294455,0.06049980279058218
171,-0.1801631211565109,0.01443681074389461,-6.540006461101382e-05,-0.45790146084310784,0.01,26.9584,0.0,-1.2159369430025506,-176.52113735,-0.12942116957132846,3151872,4540,-0.10149068238398043,0.64699712,0.0,-0.7123172675499225,-0.6108880220976204,-0.05417015265551845,307.93,-0.00046791358959874627,-0.3208215886035393,0.0,694,-0.1382226792832718,0.0,-0.5,0.0,7.595469166214268e-06,0.0,-0.009491622582329199,0.013056,-0.0051141361501320344,-0.13285237586393672,-1.6697649612805132e-08,-0.03543309088564681,-0.5012890764121831,-34.07821083068848,0.2279052734375,1.0019115209579468,0.00029921664,-0.36889100074768066,6848,0.8091241717338562,0.02385946,0.2,-0.024981633760035038,0.05714188758283854
172,-0.13597029822024828,0.01399304996978744,-6.510174445051169e-05,-0.45990438277596013,0.01,26.969920000000002,0.0,-1.185452435539779,-170.26857101,-0.13478231001806043,3170304,4539,-0.1015912162300865,0.6469794560000001,0.0,-0.6978005287770471,-0.5910965456896593,-0.04699336941743348,282.96,-0.0004711156875854351,-0.32198199433092356,0.0,698,-0.14318947089480957,0.0,-0.5,0.0,0.0,0.0,-0.0050510681862156745,0.0131328,-0.0051390212105834054,-0.13275309991393408,-1.5852102826555017e-08,-0.037598375222214306,-0.5100992166700343,-34.07606048583985,0.25767822265625,1.0020968914031982,0.00029921203199999996,-0.3824404776096344,6852,0.8014280796051025,0.028829928,0.2,-0.027645912882871927,0.03483658926561475
173,-0.14777708209779425,0.012894530577361415,-6.61060219673149e-05,-0.47341635499056445,0.01,26.98144,0.0,-1.2173334053412228,-167.77628048,-0.1297321010217921,3188736,4539,-0.10144823437215514,0.646961792,0.0,-0.6949228725278273,-0.5983183362206824,-0.04521453635449092,272.51,-0.00048211836099461736,-0.3202347354694061,0.0,702,-0.12051028067443594,0.0,-0.5,0.0,0.0,0.0,-0.023615798304852022,0.0132096,-0.005322663105750651,-0.13283531579281932,-1.6542164338990523e-08,-0.032814826190850195,-0.4890309005079728,-34.0735990524292,0.2359619140625,1.0017797946929932,0.000299207424,-0.37944409251213074,6856,0.8448518514633179,0.02300114,0.2,-0.028241442749276757,0.038030792772769925
174,-0.17888421376281055,0.012698654778424762,-6.785044480127926e-05,-0.4629363464736003,0.01,26.99296,0.0,-1.1858549906349056,-170.98121454,-0.11655116616337441,3207168,4539,-0.10173244511514162,0.646944128,0.0,-0.6336747699463393,-0.5950410749773973,-0.04421085752237764,285.6,-0.00048660736048059965,-0.30791361366696235,0.0,706,-0.12440207158629717,0.0,-0.5,0.0,0.0,0.0,-0.011429815382855056,0.0132864,-0.005233650107993605,-0.13252520434847767,-1.5412478854947556e-08,-0.030769873970702393,-0.5170429390287503,-34.077552795410156,0.243310546875,1.002229928970337,0.000299202816,-0.3775644600391388,6860,0.8157074451446533,0.02531359,0.2,-0.02648881438653916,0.03830982912331819
175,-0.15104070036290473,0.014919907789200243,-6.791209623728576e-05,-0.42933776331809537,0.01,27.00448,0.0,-1.1992279663930927,-170.84185724,-0.12021833126261952,3225600,4539,-0.1020852599414815,0.646926464,0.0,-0.4820831532861141,-0.5968737170959899,-0.05261745216481396,285.19,-0.0004924507858086111,-0.31587929176146823,0.0,710,-0.12313926369632672,0.0,-0.5,0.0,0.0,0.0,-0.03216948693697995,0.0133632,-0.00534067009036202,-0.13097057044180538,-1.4867135794845899e-08,-0.03177184231575967,-0.5169567562857663,-34.07857208251953,0.25213623046875,1.002066731452942,0.000299198208,-0.37579256296157837,6864,0.7947695255279541,0.02517133,0.2,-0.026360329345334322,0.04337832443416119
176,-0.14977416272288085,0.013367562362373788,-6.66573279606573e-05,-0.5112200229969509,0.01,27.016,0.0,-1.186589041524173,-168.85916247,-0.12031394499626481,3244032,4539,-0.10166466946877933,0.6469088000000001,0.0,-0.7289330659112795,-0.5954553540622803,-0.037744360931707896,277.27,-0.0004837089144878998,-0.30830991746452874,0.0,714,-0.12250146386091713,0.0,-0.5,0.0,2.1701271180063486e-06,0.0,-0.009945532046061405,0.01344,-0.005261803615602849,-0.13357100266301708,-1.532147821304807e-08,-0.032586497236346046,-0.5028478785774525,-34.079067420959475,0.24918212890625,1.0022125244140625,0.0002991936,-0.37411659955978394,6868,0.7692607045173645,0.026187256,0.2,-0.02674803651170805,0.050093569420278074
177,-0.1764238550143394,0.01804598883814413,-6.941052860049812e-05,-0.4335449264571991,0.01,27.02752,0.0,-1.1697417105122117,-168.26978554,-0.12335780275659422,3262464,4539,-0.10198126726802827,0.646891136,0.0,-0.5367726431024289,-0.5755014896767744,-0.05291129749009636,275.01,-0.0005014901889998257,-0.31977781713864445,0.0,718,-0.1454029993783742,0.0,-0.5,0.0,1.1393179496129354e-05,0.0,-0.009998074255746454,0.0135168,-0.005403140799663114,-0.12919732174313164,-1.5757097709465633e-08,-0.03724707443750952,-0.5323283168923819,-34.07657318115234,0.24505615234375,1.0018064975738525,0.000299188992,-0.3832933306694031,6872,0.8443674445152283,0.024963204,0.2,-0.029481398803181947,0.034634045138955113
178,-0.1421473288614329,0.014494034376782625,-6.978631984580994e-05,-0.4165609193048037,0.01,27.03904,0.0,-1.1768023192916126,-170.69854280000004,-0.12848580840360704,3280896,4539,-0.10169931772956978,0.646873472,0.0,-0.6145336423029688,-0.5951742804737619,-0.04725647645463393,284.65,-0.0005018113758380817,-0.3216033905420058,0.0,722,-0.13228852565404473,0.0,-0.5,0.0,0.0,0.0,-0.013860752565324024,0.0135936,-0.005440007540498991,-0.13302391766580166,-1.5461226532170754e-08,-0.038432157151238266,-0.5153797489988464,-34.07497787475586,0.247314453125,1.0020513534545898,0.000299184384,-0.37494635581970215,6876,0.7500662207603455,0.02506802,0.2,-0.0263433562242426,0.044844352267682554
179,-0.18567951248971643,0.01567773327315862,-6.872538272911159e-05,-0.46561349321931417,0.01,27.05056,0.0,-1.1889889435606196,-173.20207413,-0.12061306041891891,3299328,4538,-0.10165089838185565,0.646855808,0.0,-0.6420448478831223,-0.5853785910369775,-0.05333898830730412,295.14,-0.0005022805879676338,-0.3146874582233794,0.0,726,-0.13490204727232108,0.0,-0.5,0.0,8.680527874579033e-06,0.0,-0.021847517580348842,0.0136704,-0.005559285229050205,-0.13247031565149125,-1.7186088790711557e-08,-0.038826379008730635,-0.505358445496121,-34.07957496643066,0.2241455078125,1.0021222829818726,0.000299179776,-0.3741370737552643,6880,0.7377951145172119,0.022774791,0.2,-0.027372947381809353,0.04939414076507091
180,-0.15411440935147563,0.018061718967703377,-7.066848038934828e-05,-0.4488018666092857,0.01,27.06208,0.0,-1.192718132497591,-174.67553628999997,-0.12498803149167667,3317760,4538,-0.10194938294442236,0.6468381440000001,0.0,-0.7194768505054054,-0.5841148580124075,-0.04910778896557388,301.26,-0.0005105614315366725,-0.3109689300782785,0.0,730,-0.1447684418243565,0.0,-0.5,0.0,7.5954594649374485e-06,0.0,-0.007762939659589342,0.0137472,-0.0056033313350002415,-0.1326772493094367,-1.5719093582315405e-08,-0.039262199981710585,-0.5122610553483891,-34.085046005249026,0.22467041015625,1.00278639793396,0.000299175168,-0.38136807084083557,6884,0.7851857542991638,0.02365243,0.2,-0.02888804324902594,0.04235724080353975
181,-0.15621148010056154,0.0190057611271228,-7.208127293925887e-05,-0.425717669509857,0.01,27.0736,0.0,-1.2048322232643116,-173.40874724000003,-0.14925299632640987,3336192,4538,-0.10173301074148794,0.64682048,0.0,-0.6057159184520664,-0.5896676501023544,-0.06320411325123922,296.01,-0.0005206192251128065,-0.33343584779139185,0.0,735,-0.1652623745813927,0.0,-0.5,0.0,0.0,0.0,-0.018498510389646453,0.013824,-0.00564502040700082,-0.13234218458004304,-1.6851988129438407e-08,-0.04615818554837409,-0.544115412457484,-34.08427143096924,0.2366943359375,1.002421498298645,0.00029917056,-0.36928099393844604,6888,0.7988755106925964,0.025945371,0.2,-0.02648724754108116,0.058231499046087265
182,-0.15640337859965964,0.020233357139534697,-7.357118536439082e-05,-0.4413250454565685,0.01,27.08512,0.0,-1.200360187290327,-169.05771615,-0.1300311359929591,3354624,4538,-0.10154325985840208,0.646802816,0.0,-0.5955664814875937,-0.5951641213323905,-0.05249879180723722,278.43,-0.0005305958345306078,-0.32831239711766824,0.0,739,-0.15027739015956698,0.0,-0.5,0.0,0.0,0.0,-0.02905175278950861,0.0139008,-0.005796600706331422,-0.1342992878254209,-1.605889190426837e-08,-0.04185186120499346,-0.5448185475587575,-34.082733726501466,0.24466552734375,1.0025129318237305,0.000299165952,-0.3739238381385803,6892,0.7768883109092712,0.026763048,0.2,-0.028088247391860933,0.04826562572270632
183,-0.15736949060778394,0.017218185619821955,-7.256513234007944e-05,-0.43542881308489345,0.01,27.09664,0.0,-1.2207605629437732,-171.31912405999995,-0.13301154432553608,3373056,4538,-0.10153857206745714,0.646785152,0.0,-0.6049736264343782,-0.5971456174895193,-0.05306882964843695,287.86,-0.000520755973424888,-0.32069597770215985,0.0,743,-0.1377636284307158,0.0,-0.5,0.0,0.0,0.0,-0.014673690322474639,0.0139776,-0.005580921598750775,-0.1324328742937582,-1.5718434400481272e-08,-0.03902254771211923,-0.534439122933548,-34.08350505828857,0.245361328125,1.0025131702423096,0.00029916134399999997,-0.37615612149238586,6896,0.8267920613288879,0.025074383,0.2,-0.02870297620538622,0.04959431644529104
184,-0.1493026968366596,0.019804371434881077,-7.394180292639012e-05,-0.43066157371071756,0.01,27.108159999999998,0.0,-1.2226975688229782,-172.42100929,-0.14716940859214467,3391488,4538,-0.10174990783684172,0.6467674880000001,0.0,-0.8224255001636434,-0.5837218636264785,-0.0621919324999588,292.01,-0.0005361618252501208,-0.3273920111503441,0.0,747,-0.17413286814098447,0.0,-0.5,0.0,0.0,0.0,-0.014558553954229154,0.0140544,-0.005862512818546697,-0.13311728914118395,-1.6826821803077782e-08,-0.04779239341074654,-0.5426116404704022,-34.08358631134033,0.24754638671875,1.0025138854980469,0.00029915673599999995,-0.3732074201107025,6900,0.8431690335273743,0.02697609,0.2,-0.027093890472315252,0.04922625590115785
185,-0.16277490389863183,0.01707402764660628,-7.245537599437073e-05,-0.40656285324143815,0.01,27.11968,0.0,-1.1760587216850658,-173.14459157999994,-0.12459593575065922,3409920,4538,-0.10160334991992129,0.646749824,0.0,-0.3391727336838517,-0.5903438772140541,-0.05409417058493429,295.05,-0.0005288872494602134,-0.31558372319038636,0.0,751,-0.14611507423811118,0.0,-0.5,0.0,2.1701271180063486e-06,0.0,-0.020083015358227343,0.0141312,-0.005696979147526313,-0.13172998839733457,-1.593155836381294e-08,-0.044245479597359375,-0.5410120181145205,-34.08163299560547,0.24459228515625,1.0022705793380737,0.000299152128,-0.3738272190093994,6904,0.7556372284889221,0.025196645,0.2,-0.027410375291947276,0.043523876555264
186,-0.13797457911843797,0.019097110784609295,-7.504127694507644e-05,-0.366594325643414,0.01,27.1312,0.0,-1.1849547561668918,-170.71809014,-0.12650451203859014,3428352,4538,-0.10173541236482297,0.64673216,0.0,-0.4363585224408512,-0.5776041517885708,-0.05336137311784133,286.75,-0.0005399728687606932,-0.3281762294960587,0.0,755,-0.1666614775273009,0.0,-0.5,0.0,0.0,0.0,-0.014250462896650051,0.014208,-0.005836972336619944,-0.13246446965663522,-1.5435307434680273e-08,-0.04172028380709976,-0.5630398585001248,-34.07349910736084,0.209423828125,1.001706838607788,0.00029914751999999997,-0.36987560987472534,6908,0.8491658568382263,0.020353947,0.2,-0.02730914157582447,0.05184947717934847
187,-0.17110035593052292,0.01731680915041653,-7.246965119691021e-05,-0.4385694601716075,0.01,27.14272,0.0,-1.1862373785328415,-169.67124982,-0.12374527756659284,3446784,4538,-0.10193722161867778,0.646714496,0.0,-0.4189707666688018,-0.5878472124355567,-0.05438776996061206,282.49,-0.0005257183275595182,-0.31593423427772005,0.0,759,-0.13534689656952165,0.0,-0.5,0.0,1.356333571796616e-05,0.0,-0.029142963088733247,0.0142848,-0.005708265968043298,-0.1295316072480307,-1.5083202937106406e-08,-0.03720287897667413,-0.5275135450741044,-34.0719087600708,0.22515869140625,1.0014442205429077,0.000299142912,-0.3628503084182739,6912,0.8691058158874512,0.022131275,0.2,-0.02601992724230513,0.062267791479825974
188,-0.1390463706759167,0.018729454956208494,-7.380610453510458e-05,-0.43820435467891194,0.01,27.15424,0.0,-1.2183791790818574,-171.32235615000002,-0.1461475872720891,3465216,4538,-0.10149814288985785,0.646696832,0.0,-0.6140356683205839,-0.5948314757004849,-0.05366829178161508,288.1,-0.0005352942890388348,-0.33664557144274576,0.0,763,-0.15524686132215715,0.0,-0.5,0.0,1.8988687467450898e-05,0.0,-0.0203944806844197,0.0143616,-0.005803591782451977,-0.1336461750270903,-1.5994589002296624e-08,-0.04315103401763898,-0.5294288336588809,-34.07301330566406,0.2456787109375,1.0016530752182007,0.000299138304,-0.3701757490634918,6916,0.847618818283081,0.022581516,0.2,-0.027713042928371578,0.06278516501188278
189,-0.1885379545177178,0.016533893522823744,-7.113720963927022e-05,-0.3886452676789743,0.01,27.16576,0.0,-1.186721065735034,-171.02063252,-0.11918093810066988,3483648,4538,-0.10219393302742004,0.646679168,0.0,-0.5425651671201656,-0.5936283904084536,-0.045098466967557524,286.57,-0.0005225920941580335,-0.29481265049215705,0.0,767,-0.1361592725741899,0.0,-0.5,0.0,0.0,0.0,-0.019435526711730086,0.0144384,-0.0057795488514423635,-0.13167641304900715,-1.4568732808410872e-08,-0.0373139637336601,-0.48410584792168254,-34.073656463623045,0.23616943359375,1.0016591548919678,0.00029913369599999997,-0.3719492554664612,6920,0.848128080368042,0.02434082,0.2,-0.02792608137242496,0.05863326657563448
190,-0.14945243533131564,0.020457869103202478,-7.313219477466937e-05,-0.41400461627255386,0.01,27.17728,0.0,-1.179278033522448,-174.65189645999996,-0.1327916866363126,3502080,4537,-0.10177195065866873,0.646661504,0.0,-0.489777742496904,-0.5815881257646719,-0.05066189291229955,301.59,-0.0005385860615878621,-0.3137306197504317,0.0,771,-0.15246731499743918,0.0,-0.5,0.0,1.085058708364765e-06,0.0,-0.03299344222572881,0.0145152,-0.005865027744490553,-0.13266099081429986,-1.5105368195924283e-08,-0.04217950001835331,-0.5068784475603442,-34.07140712738037,0.237255859375,1.001697063446045,0.000299129088,-0.3745858371257782,6924,0.8532443642616272,0.026784804,0.2,-0.02728488084394485,0.055922413431108
191,-0.12068713427288458,0.020649739064357027,-7.7077780684272e-05,-0.4134483915900775,0.01,27.1888,0.0,-1.1897790442845433,-167.70015345,-0.13187857860311258,3520512,4537,-0.1011846972922457,0.64664384,0.0,-0.3820682699223728,-0.5813925744601067,-0.0502779097922246,274.13,-0.0005606358371383507,-0.3351775142289063,0.0,775,-0.1492394800156405,0.0,-0.5,0.0,2.7126516215503216e-06,0.0,-0.01999818094286846,0.014592,-0.006237889204660768,-0.13539662903309976,-1.6368678283041528e-08,-0.03924107259789493,-0.5537566847954041,-34.07914371490479,0.2527587890625,1.0022566318511963,0.00029912448,-0.3735179305076599,6928,0.8669818043708801,0.02391343,0.2,-0.02866055431077257,0.051301423087716104
192,-0.13471976967412047,0.022845910637382002,-7.939652610526056e-05,-0.3682328078894029,0.01,27.20032,0.0,-1.1270648886523407,-167.40960330000001,-0.13688609024258475,3538944,4537,-0.10167087091688697,0.646626176,0.0,-0.29320828206225785,-0.5588143677212847,-0.05593633369226733,273.92,-0.0005692453479413136,-0.35526483046551754,0.0,779,-0.1521331217682632,0.0,-0.5,0.0,0.0,0.0,-0.03546165085907246,0.0146688,-0.006229524790157071,-0.13401310540436426,-1.5454821056105733e-08,-0.04288674724707125,-0.5402012646352211,-34.07719135284424,0.23995361328125,1.0019184350967407,0.000299119872,-0.3607975244522095,6932,0.8359009027481079,0.02561968,0.2,-0.02935156731400639,0.07973626255989075
193,-0.1686466273563888,0.019843302749004574,-7.640948753170258e-05,-0.4404189263085956,0.01,27.21184,0.0,-1.1522465575671088,-171.25130441999994,-0.14095101466459592,3557376,4537,-0.10186450586342377,0.646608512,0.0,-0.49764229233902996,-0.563462764945336,-0.05258401718089232,289.87,-0.0005532851738857113,-0.3323430333447438,0.0,783,-0.15843115825208975,0.0,-0.5,0.0,0.0,0.0,-0.027111822289016853,0.0147456,-0.0059555522560075435,-0.13178619109426618,-1.5432252461571493e-08,-0.04464526240325322,-0.5378409413584465,-34.07197856903076,0.22138671875,1.0014963150024414,0.000299115264,-0.3662712872028351,6936,0.8629125356674194,0.024024043,0.2,-0.028602564078755676,0.06967643648386002
194,-0.15726980974917146,0.02002172405465729,-7.705931409202147e-05,-0.424249698647732,0.01,27.22336,0.0,-1.1653987707287867,-170.73210608000002,-0.13760555399477442,3575808,4537,-0.10195760428797562,0.646590848,0.0,-0.44688274381555587,-0.5791672418273236,-0.053709666561388474,287.01,-0.0005604370897676391,-0.33435782771971195,0.0,788,-0.14562692006202013,0.0,-0.5,0.0,4.882798142110308e-06,0.0,-0.02341520942501579,0.0148224,-0.006119288587061407,-0.13163925664646026,-1.5148148323837e-08,-0.04228079211446765,-0.5280820484078833,-34.07517566680908,0.21217041015625,1.0019750595092773,0.000299110656,-0.3609285056591034,6940,0.8495232462882996,0.02095344,0.2,-0.026334146095905453,0.07253586295992136
195,-0.18412622370589007,0.020247593518784517,-7.810023000281768e-05,-0.3505743956993003,0.01,27.23488,0.0,-1.1656374898114772,-172.94951724000003,-0.1221385838901136,3594240,4537,-0.10286582164047264,0.646573184,0.0,-0.2761825021709053,-0.5755151489918515,-0.06895112359363856,296.19,-0.0005645097777125611,-0.3143851981852184,0.0,792,-0.14520206874184882,0.0,-0.5,0.0,0.0,0.0,-0.02993265935225943,0.0148992,-0.006004193723438015,-0.12929344774072787,-1.4033191996938853e-08,-0.03880689608516011,-0.5345251066886682,-34.07690620422363,0.21346435546875,1.0020174980163574,0.00029910604799999996,-0.3629494607448578,6944,0.8261258006095886,0.021780968,0.2,-0.027657255122903734,0.07452555429190397
196,-0.1553454585017688,0.024079733531069084,-8.203976207749612e-05,-0.37910127661400445,0.01,27.2464,0.0,-1.1470606259397667,-173.41604718,-0.13114569469885917,3612672,4537,-0.10137912048706813,0.64655552,0.0,-0.28612310694113496,-0.577050203824139,-0.05706570434747955,298.04,-0.0005776806793353984,-0.3414172175847791,0.0,796,-0.15122915530326173,0.0,-0.5,0.0,1.6275832119087379e-06,0.0,-0.027729168727724476,0.014976,-0.0062140587570015705,-0.13269963323687797,-1.5065784265892865e-08,-0.04306474602156672,-0.5489204918283187,-34.07517623901367,0.21143798828125,1.0018596649169922,0.00029910144,-0.355199933052063,6948,0.8281360864639282,0.021391544,0.2,-0.026529637747444212,0.08120646774768829
197,-0.14344021621703482,0.020707022198613853,-8.281914097601433e-05,-0.3055532642824335,0.01,27.25792,0.0,-1.112331281887113,-170.9174785,-0.12427717492950127,3631104,4537,-0.10181104854083667,0.646537856,0.0,-0.1931446616643934,-0.5648951516606542,-0.05092535347097102,288.68,-0.0005743251027367584,-0.33991613891564665,0.0,800,-0.14987482773180727,0.0,-0.5,0.0,0.0,0.0,-0.02505490502507738,0.0150528,-0.006129188429373791,-0.1310632238168739,-1.5060529016778204e-08,-0.040517796945242456,-0.5113052299291181,-34.07139720916748,0.238134765625,1.0015286207199097,0.000299096832,-0.3563818335533142,6952,0.8442820906639099,0.026250627,0.2,-0.02583131636492908,0.0752958383411169
198,-0.15203490165650793,0.01998656671950992,-8.112637614847938e-05,-0.41503914759722943,0.01,27.26944,0.0,-1.144848012763566,-168.40902092,-0.13007047613661898,3649536,4537,-0.1013662002959696,0.646520192,0.0,-0.39602552383217016,-0.579224763362596,-0.05061750055184926,277.41,-0.0005829420367395163,-0.3502787202932615,0.0,804,-0.1430949921286788,0.0,-0.5,0.0,2.7126613228271403e-06,0.0,-0.018312389673735302,0.0151296,-0.0063952089351314596,-0.13378639998756195,-1.6666322860586135e-08,-0.0411024812005496,-0.5302248747496514,-34.07175788879395,0.21470947265625,1.0015933513641357,0.00029909222399999996,-0.3575553596019745,6956,0.8686175346374512,0.022448625,0.2,-0.026675538974814117,0.07644242979586124
199,-0.15832168155207504,0.02180823480461117,-8.150263672302109e-05,-0.37182983433875855,0.01,27.28096,0.0,-1.1603607586287632,-167.68767816,-0.14231482002338952,3667968,4536,-0.1013913630868654,0.6465025280000001,0.0,-0.31786051346422384,-0.571633588648774,-0.053219981066295996,275.07,-0.0005894465387202283,-0.34680372060401754,0.0,808,-0.1554024562223408,0.0,-0.5,0.0,0.0,0.0,-0.02938628176643884,0.0152064,-0.0064724775345544865,-0.13508336376947783,-1.538988164767183e-08,-0.041647451297539155,-0.5714556703751393,-34.07141952514648,0.20089111328125,1.0015294551849365,0.000299087616,-0.3643243908882141,6960,0.8557109832763672,0.021487176,0.2,-0.0280647408682853,0.06393687389791011
200,-0.1364963101303955,0.02132492595795375,-8.371198294953641e-05,-0.3627185469293314,0.01,27.29248,0.0,-1.1366780165747092,-166.97642584999997,-0.12660620903402,3686400,4536,-0.10104190827751186,0.646484864,0.0,-0.10759321721701667,-0.5926719692685194,-0.04599121068199705,273.13,-0.0005987999231081884,-0.33922228906889396,0.0,812,-0.13626547367577907,0.0,-0.5,0.0,0.0,0.0,-0.027572316256233093,0.0152832,-0.006504093876939123,-0.13546766305377078,-1.563960822188723e-08,-0.040810792170901306,-0.5374885530296766,-34.07064514160156,0.2376953125,1.0015521049499512,0.000299083008,-0.3604213297367096,6964,0.8663946986198425,0.021803955,0.2,-0.02801523341331631,0.07793077379465103
