time/env_steps,time/rollout_s,time/gae_s,time/update_s,time/est_s,time/iter_s,time/sps,rollout/ep_len_mean,rollout/ep_ret_mean,rollout/episodes,rollout/finishes,rollout/falls,rollout/t_line_mean,rollout/sprint_d_mean,rollout/reward_mean,rollout/swing_frac_min,rollout/thermal_max,rollout/torque_util,rollout/commit_frac,rollout/resync_frac,diag/freq_hz_median,diag/freq_lo_rail,diag/freq_hi_rail,diag/res_sat_sampled,train/loss_pg,train/loss_vf,train/entropy,train/loss_sym,train/bound_loss,train/mu_out_frac,train/approx_kl,train/clipfrac,train/n_minibatch_updates,train/early_stop,train/ent_coef,train/log_std_clamp,train/std_mean,train/lr,est/vel_rmse,reward_terms/action_rate,reward_terms/air_time,reward_terms/alive,reward_terms/ang_xy,reward_terms/angmom,reward_terms/brake_foot,reward_terms/clearance,reward_terms/duty_sym,reward_terms/energy,reward_terms/foot_flat,reward_terms/foot_slip,reward_terms/fwd_speed,reward_terms/heading,reward_terms/height,reward_terms/hip_roll,reward_terms/knob,reward_terms/lane,reward_terms/lat_vel,reward_terms/motor_vel,reward_terms/overrun,reward_terms/phase_contact,reward_terms/residual,reward_terms/residual_rate,reward_terms/spec_cycle,reward_terms/stance,reward_terms/stance_time,reward_terms/step_rate,reward_terms/stop,reward_terms/swing_floor,reward_terms/thermal,reward_terms/time,reward_terms/torque,reward_terms/track,reward_terms/upright,reward_terms/vz,reward_terms/yaw_rate,curriculum/dr_scale,curriculum/sprint_dist_m,curriculum/stance_ratio,curriculum/eff_scale,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,curriculum/bringup_scale,curriculum/bringup_p_drop,curriculum/bringup_p_held,curriculum/cmd_zero_p,curriculum/cmd_lo,curriculum/cmd_hi,curriculum/track_sigma,curriculum/shape_scale,curriculum/stoplight_prob,curriculum/gait_freq_lo,curriculum/hold_s,curriculum/hold_z,curriculum/hold_pitch,curriculum/hold_roll,curriculum/start_red_s,curriculum/release_vx,curriculum/release_vy,curriculum/release_vz,time/elapsed_s
36864,50.64510226249695,0.5457823276519775,4.314565181732178,1.5867469310760498,58.91540312767029,625.710706388697,7.253968253968254,-89.30047607421875,63,0,63,nan,0.0010055492166429758,1.18161940574646,0.2355143278837204,0.7040870189666748,0.20815856754779816,0.11241319444444445,0.0,3.3416521549224854,0.019063706563706564,0.22997104247104247,0.19958948206018517,0.009199639161427816,117.81184895833333,11.249622344970703,1.1866648197174072,4.0217208152171224e-05,0.0023115441823999086,0.026262931525707245,0.275390625,3,1.0,0.01,-0.3567,0.6998669505119324,0.000299996929243207,0.13368093339514353,-0.004682850558310747,0.0,1.5,-0.05832578241825104,-0.019749753177165985,0.0,0.018417345359921455,0.0,0.0,-0.6107856035232544,-0.19728484749794006,0.0,-0.0005214890115894377,0.0,-0.012409014627337456,-0.005521856248378754,0.0,-0.0032542783301323652,0.0,0.0,-0.053606946021318436,-0.07049253582954407,-0.01236020028591156,0.0,-0.0334705151617527,0.0,-0.0051464843563735485,0.0,0.0,0.0,0.0,0.0,2.442042112350464,-0.04540093243122101,-0.007320547476410866,-0.11514658480882645,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.5,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.07350015640259
73728,49.274385929107666,0.0014529228210449219,0.06559610366821289,0.08701395988464355,49.510865926742554,744.5638092744686,15.402409638554216,-81.95950317382812,415,0,415,nan,0.005056247115135193,-0.1861848384141922,0.4772135317325592,0.708724319934845,0.2175244688987732,0.009304470486111112,0.0,3.3265511989593506,0.09912536443148688,0.09912536443148688,0.28871437355324076,0.01786987359325091,521.8564453125,6.87254269917806,5.720226287841797,0.009378845492998758,0.08790101607640584,0.048423429330190025,0.3229166666666667,3,1.0,0.01,-0.3567,0.6998434066772461,0.00029999384423717856,1.6396302613551068,-0.00472205551341176,0.0,1.5,-0.09758714586496353,-0.03634325787425041,0.0,0.07003641873598099,0.0,0.0,-0.4752739667892456,-0.13908344507217407,0.0,-0.012765206396579742,0.0,-0.02872542478144169,-0.00555185554549098,0.0,-0.0069902148097753525,0.0,0.0,-0.056559138000011444,-0.08475750684738159,-0.014423768036067486,0.0,-0.06685994565486908,0.0,-0.004472656175494194,0.0,0.0,0.0,0.0,0.0,2.1915488243103027,-0.3200870454311371,-0.016816092655062675,-0.5299675464630127,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49917056,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.60198664665222
110592,1.7167613506317139,0.000797271728515625,0.05198192596435547,0.07477045059204102,1.9131488800048828,19268.7469381875,23.096441947565545,-78.10153198242188,1068,0,1068,nan,0.005191880278289318,-2.2431728839874268,0.527099609375,0.7117221355438232,0.21513117849826813,0.04847547743055555,0.0,3.2039847373962402,0.1029658645775042,0.14437604924454392,0.2722213179976852,0.02378062903881073,1156.9599609375,8.478137969970703,4.247501850128174,0.009286513552069664,0.0782288908958435,0.03219994902610779,0.27703857421875,4,1.0,0.01,-0.3567,0.6998370289802551,0.00029998974059708416,1.209227554441055,-0.004698139615356922,6.4675179274609196e-12,1.5,-0.10237155109643936,-0.04047049582004547,0.0,0.08956294506788254,0.0,0.0,-0.4215901792049408,-0.12623406946659088,0.0,-0.05361641198396683,-0.00010367732465965673,-0.029569216072559357,-0.00570145808160305,0.0,-0.009572206065058708,0.0,0.0,-0.04399589076638222,-0.08218424767255783,-0.013542361557483673,-0.00659993477165699,-0.08619696646928787,0.0,-0.0039046225138008595,0.0,0.0,0.0,0.0,0.0,1.9051162004470825,-0.593644380569458,-0.03535214439034462,-0.6869655847549438,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49834112,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.5305507183075
147456,1.7139396667480469,0.0007646083831787109,0.05371975898742676,0.07740306854248047,1.9119768142700195,19280.56131974714,29.704879938032533,-77.77766418457031,1291,0,1291,nan,nan,-2.8272008895874023,0.4765625,nan,nan,0.06130642361111111,0.0,2.8618416786193848,0.06725663716814159,0.16150442477876106,0.23107458043981483,0.012548401951789856,1275.72099609375,9.035261535644532,2.0937843322753906,0.003331376612186432,0.039077043533325195,0.02168801724910736,0.20849609375,5,1.0,0.01,-0.3567,0.6998310685157776,0.00029998464742675424,0.9436326667655096,-0.004615393001586199,9.06032946659252e-05,1.5,-0.09963391721248627,nan,0.0,0.08057217299938202,0.0,nan,-0.4440511167049408,nan,0.0,-0.08372922986745834,nan,nan,-0.006072044372558594,nan,nan,nan,0.0,-0.043048202991485596,-0.07568622380495071,-0.01303829625248909,-0.0074462890625,nan,0.0,-0.004198404960334301,0.0,0.0,nan,0.0,nan,nan,-0.6140723824501038,nan,-0.6143638491630554,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49751168,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.45643162727356
184320,1.7097504138946533,0.0008523464202880859,0.05033540725708008,0.07331299781799316,1.9050087928771973,19351.0845182761,32.76327632763277,-77.69842529296875,1111,0,1111,nan,0.0031983095686882734,-2.274714708328247,0.4603949785232544,0.7128359079360962,0.2186197191476822,0.03830295138888889,0.0,2.950908660888672,0.060906515580736544,0.14305949008498584,0.22262008101851852,0.015158633391062418,1099.9380425347222,8.041208902994791,1.4335052702162001,0.0023067492163843578,0.03261788023842706,0.02052656312783559,0.22176106770833334,9,1.0,0.01,-0.3567,0.6998394131660461,0.00029997542151249945,0.7775821032825253,-0.004562898073345423,0.0002495658409316093,1.5,-0.0946088507771492,-0.040197066962718964,0.0,0.07571275532245636,0.0,0.0,-0.4605441689491272,-0.13959869742393494,0.0,-0.08507557958364487,-0.0022569475695490837,-0.02865157276391983,-0.006011587101966143,0.0,-0.017209956422448158,0.0,0.0,-0.05045650899410248,-0.07425028085708618,-0.013099323958158493,-0.0022867838852107525,-0.07697590440511703,0.0,-0.004297689069062471,0.0,0.0,0.0,0.0,0.0,1.9252632856369019,-0.5448172688484192,-0.04555477574467659,-0.5766740441322327,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49668224,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.37385439872742
221184,1.7088770866394043,0.0008137226104736328,0.07908177375793457,0.07443118095397949,1.9354817867279053,19046.41581788423,33.47430117222723,-76.64777374267578,1109,0,1109,nan,0.0018134245183318853,-2.234438180923462,0.4671224057674408,0.7100387215614319,0.22212566435337067,0.039794921875,0.0,2.985684394836426,0.06612133605998637,0.14314928425357873,0.21351001880787038,0.012133096947389491,1018.0548311121323,8.094894857967601,0.8333271811990177,0.0019715048153610792,0.030238908879897174,0.023534310652929193,0.2643468520220588,17,1.0,0.01,-0.3567,0.6998015642166138,0.0002999580174218863,0.6927905906272285,-0.004577884916216135,0.00020290788961574435,1.5,-0.09513024985790253,-0.03926082327961922,0.0,0.07729804515838623,-1.1327857407650299e-07,0.0,-0.4518636167049408,-0.13757604360580444,0.0,-0.07841821759939194,-0.0024479208514094353,-0.02680678479373455,-0.005879120901226997,0.0,-0.016292467713356018,0.0,0.0,-0.04887177422642708,-0.07276688516139984,-0.013141067698597908,-0.0031331381760537624,-0.07086136937141418,0.0,-0.00429524714127183,0.0,0.0,0.0,0.0,0.0,1.9570047855377197,-0.517816960811615,-0.04143296554684639,-0.5808634161949158,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.4958528,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.32344222068787
258048,1.7096753120422363,0.000823974609375,0.13691401481628418,0.07322359085083008,1.9850163459777832,18571.127245019197,32.74652777777778,-75.30654907226562,1152,0,1152,nan,0.001455359742976725,-2.3529787063598633,0.4813639223575592,0.7117878794670105,0.22320863604545593,0.045952690972222224,0.0,2.946544885635376,0.06316410861865407,0.1617473435655254,0.20567943431712962,-0.004892378625097788,985.2288953993055,8.374109692043728,0.5080384413401285,0.0016915189205772346,0.02732830908563402,0.011051884412558543,0.14263916015625,36,0.0,0.01,-0.3567,0.6997279524803162,0.0002999211719725281,0.6112341031540749,-0.004594693426042795,0.00013454856525640935,1.5,-0.09554774314165115,-0.03849700465798378,0.0,0.08074663579463959,0.0,0.0,-0.4429796040058136,-0.1362769901752472,0.0,-0.07741357386112213,-0.002130701206624508,-0.026207782328128815,-0.005850650370121002,0.0,-0.015440517105162144,0.0,0.0,-0.04829433932900429,-0.07154324650764465,-0.013137206435203552,-0.004443359561264515,-0.07628919184207916,0.0,-0.004265137016773224,0.0,0.0,0.0,0.0,0.0,1.9679328203201294,-0.5109824538230896,-0.03922177106142044,-0.5885145664215088,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49502336,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.32238602638245
294912,1.712407112121582,0.0010519027709960938,0.14144325256347656,0.08264660835266113,2.0061144828796387,18375.811943964636,32.50920810313075,-74.11009979248047,1086,0,1086,nan,0.001468059839680791,-2.1676433086395264,0.471435546875,0.7108815312385559,0.22117137908935547,0.042643229166666664,0.0,2.9428110122680664,0.05725190839694656,0.15585241730279897,0.20082826967592593,-0.010563501240944283,815.9423828125,8.22957886589898,0.38020337952507866,0.0013657158965037928,0.024051458057430055,0.005749905688895119,0.06199815538194445,36,0.0,0.01,-0.3567,0.6995279788970947,0.0002998842974193394,0.5792560339207156,-0.004549343604594469,0.00011067704326706007,1.5,-0.09460514038801193,-0.03859330341219902,0.0,0.08013717085123062,0.0,0.0,-0.4459635317325592,-0.13614699244499207,0.0,-0.07754487544298172,-0.001566768274642527,-0.02626347728073597,-0.005841733887791634,0.0,-0.014577358961105347,0.0,0.0,-0.0482574924826622,-0.0705404132604599,-0.013004541397094727,-0.0038655598182231188,-0.07127444446086884,-1.220672857016325e-06,-0.004177246242761612,0.0,0.0,0.0,0.0,0.0,1.9760581254959106,-0.5093927383422852,-0.03849121555685997,-0.5870358943939209,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49419392,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.3426444530487
331776,1.713212013244629,0.0008263587951660156,0.1389012336730957,0.07625985145568848,2.001265525817871,18420.335511417787,32.47425474254742,-75.4395751953125,1107,0,1107,nan,0.001544717000797391,-2.251190423965454,0.4761827290058136,0.7104926109313965,0.2172572910785675,0.04210069444444445,0.0,2.9597647190093994,0.059278350515463915,0.15721649484536082,0.1982693142361111,-0.011370168895357184,795.0935736762153,8.205301072862413,0.32372181945376927,0.0011941958994915087,0.02230755529469914,0.005238293437287211,0.05224609375,36,0.0,0.01,-0.3567,0.6993259787559509,0.0002998474519699812,0.5535269941348221,-0.004567007999867201,0.00013726124598179013,1.5,-0.09633941203355789,-0.03859737515449524,0.0,0.08048391342163086,0.0,0.0,-0.4455702006816864,-0.13370174169540405,0.0,-0.0830264613032341,-0.001758728758431971,-0.025971949100494385,-0.005829259753227234,0.0,-0.015238459222018719,0.0,0.0,-0.048442136496305466,-0.07016196846961975,-0.013015303760766983,-0.0035400390625,-0.06496384739875793,-7.052881755953422e-06,-0.004080404061824083,0.0,0.0,0.0,0.0,0.0,1.9503642320632935,-0.525862455368042,-0.039772916585206985,-0.6082111597061157,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49336448,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.36052107810974
368640,1.7149033546447754,0.001199483871459961,0.13823246955871582,0.08007931709289551,2.0063254833221436,18373.88377164447,32.728893058161354,-74.62095642089844,1066,0,1066,nan,0.00121771777048707,-2.155994415283203,0.4709201455116272,0.7104078531265259,0.21632318198680878,0.042914496527777776,0.0,2.9789247512817383,0.05752212389380531,0.14854614412136535,0.19667787905092593,-0.013478932617646124,728.6630588107639,8.240478091769749,0.2834411991967095,0.0010027243600537379,0.019894429792960484,0.006217099661524925,0.056070963541666664,36,0.0,0.01,-0.3567,0.6993914842605591,0.0002998105774167925,0.5960051724478271,-0.004545549396425486,0.00018066397751681507,1.5,-0.09543713927268982,-0.038633208721876144,0.0,0.07878148555755615,-1.1977196834322967e-07,0.0,-0.4524468183517456,-0.13766032457351685,0.0,-0.08678553998470306,-0.001872096210718155,-0.025699101388454437,-0.005823269486427307,0.0,-0.015577394515275955,0.0,0.0,-0.04742159694433212,-0.06988874077796936,-0.012922546826303005,-0.004150390625,-0.06972117722034454,-1.4648379874415696e-05,-0.004152018576860428,0.0,0.0,0.0,0.0,0.0,1.9473819732666016,-0.5351051092147827,-0.04114926978945732,-0.618948221206665,0.15,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49253504,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.38337063789368
