time/env_steps,time/rollout_s,time/gae_s,time/update_s,time/est_s,time/iter_s,time/sps,rollout/ep_len_mean,rollout/ep_ret_mean,rollout/episodes,rollout/finishes,rollout/falls,rollout/t_line_mean,rollout/sprint_d_mean,rollout/reward_mean,rollout/swing_frac_min,rollout/thermal_max,rollout/torque_util,rollout/commit_frac,rollout/resync_frac,diag/freq_hz_median,diag/freq_lo_rail,diag/freq_hi_rail,diag/res_sat_sampled,train/loss_pg,train/loss_vf,train/entropy,train/loss_sym,train/bound_loss,train/mu_out_frac,train/approx_kl,train/clipfrac,train/n_minibatch_updates,train/early_stop,train/ent_coef,train/log_std_clamp,train/std_mean,train/lr,est/vel_rmse,reward_terms/action_rate,reward_terms/air_time,reward_terms/alive,reward_terms/ang_xy,reward_terms/angmom,reward_terms/brake_foot,reward_terms/clearance,reward_terms/duty_sym,reward_terms/energy,reward_terms/foot_flat,reward_terms/foot_slip,reward_terms/fwd_speed,reward_terms/heading,reward_terms/height,reward_terms/hip_roll,reward_terms/knob,reward_terms/lane,reward_terms/lat_vel,reward_terms/motor_vel,reward_terms/overrun,reward_terms/phase_contact,reward_terms/residual,reward_terms/residual_rate,reward_terms/spec_cycle,reward_terms/stance,reward_terms/stance_time,reward_terms/step_rate,reward_terms/stop,reward_terms/swing_floor,reward_terms/thermal,reward_terms/time,reward_terms/torque,reward_terms/track,reward_terms/upright,reward_terms/vz,reward_terms/yaw_rate,curriculum/dr_scale,curriculum/alive_scale,curriculum/sprint_dist_m,curriculum/stance_ratio,curriculum/eff_scale,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,curriculum/bringup_scale,curriculum/bringup_p_drop,curriculum/bringup_p_held,curriculum/cmd_zero_p,curriculum/cmd_lo,curriculum/cmd_hi,curriculum/track_sigma,curriculum/shape_scale,curriculum/stoplight_prob,curriculum/gait_freq_lo,curriculum/hold_s,curriculum/hold_z,curriculum/hold_pitch,curriculum/hold_roll,curriculum/start_red_s,curriculum/release_vx,curriculum/release_vy,curriculum/release_vz,time/elapsed_s
36864,50.050466537475586,0.523024320602417,3.325190544128418,1.6365718841552734,57.44817352294922,641.6914059124598,7.135135135135135,-89.34749603271484,74,0,74,nan,0.0010007169330492616,1.1763261556625366,0.2343207448720932,0.7048755288124084,0.20802941918373108,0.11265733506944445,0.0,3.340871572494507,0.019503973031543463,0.2306766193113412,0.19960756655092593,0.008358638733625412,134.4428507486979,11.270917256673178,1.1906240781148274,3.9040773117449135e-05,0.002221506554633379,0.027967306474844616,0.2820638020833333,3,1.0,0.01,-0.3567,0.6998665928840637,0.000299996929243207,0.13340327755370354,-0.0046826861798763275,0.0,1.5,-0.05845552682876587,-0.019963029772043228,0.0,0.01852419041097164,0.0,0.0,-0.6118435263633728,-0.19714032113552094,0.0,-0.0005204777116887271,0.0,-0.012464899569749832,-0.005520967300981283,0.0,-0.003378557041287422,0.0,0.0,-0.0537029393017292,-0.07048437744379044,-0.012361009605228901,0.0,-0.03353801742196083,0.0,-0.005133464001119137,0.0,0.0,0.0,0.0,0.0,2.4928853511810303,-0.046081073582172394,-0.007355277892202139,-0.1149027869105339,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.5,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63165903091431
73728,48.45619034767151,0.0011258125305175781,0.058901071548461914,0.08727049827575684,48.67476844787598,757.3533568466352,15.32518337408313,-81.589111328125,409,0,409,nan,0.005036395508795977,-0.14781852066516876,0.4725748598575592,0.7097356915473938,0.21731430292129517,0.009467230902777778,0.0,3.3269245624542236,0.0830945558739255,0.12034383954154727,0.2883572048611111,0.019931251804033916,519.1637369791666,6.865176518758138,5.706343332926433,0.009244360029697418,0.08749411503473918,0.04950705667336782,0.3224283854166667,3,1.0,0.01,-0.3567,0.6998251080513,0.00029999384423717856,1.228187747740404,-0.004727101884782314,0.0,1.5,-0.09725213795900345,-0.0359821580350399,0.0,0.06909903883934021,0.0,0.0,-0.4779866635799408,-0.13922317326068878,0.0,-0.012706320732831955,0.0,-0.028518902137875557,-0.005551028065383434,0.0,-0.007143919821828604,0.0,0.0,-0.056882791221141815,-0.08471839874982834,-0.014432589523494244,0.0,-0.0674574077129364,0.0,-0.004459635354578495,0.0,0.0,0.0,0.0,0.0,2.2362136840820312,-0.32093706727027893,-0.01668558456003666,-0.5251242518424988,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49917056,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.32294297218323
110592,1.7236688137054443,0.0010828971862792969,0.05083322525024414,0.08244967460632324,1.9249484539031982,19150.633182818103,23.03021718602455,-77.06534576416016,1059,0,1059,nan,nan,-2.2021775245666504,0.5252007246017456,nan,nan,0.048041449652777776,0.0,3.2018399238586426,0.11067193675889328,0.14511575381140598,0.2718098958333333,0.021715063601732254,1138.2916259765625,8.424161911010742,4.299208641052246,0.009202023036777973,0.07830680906772614,0.03129219263792038,0.2723388671875,4,1.0,0.01,-0.3567,0.6998008489608765,0.00029998974059708416,1.0169776711802474,-0.004695003852248192,4.850638554015907e-12,1.5,-0.10190698504447937,nan,0.0,0.0892837792634964,0.0,nan,-0.4224175214767456,-0.1269824355840683,0.0,-0.053899817168712616,nan,nan,-0.005704500712454319,nan,nan,nan,0.0,-0.04428432881832123,-0.08211661130189896,-0.013543499633669853,-0.006518554408103228,nan,0.0,-0.003913574852049351,0.0,0.0,nan,0.0,nan,nan,-0.5980690717697144,nan,-0.6855231523513794,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49834112,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.26313209533691
147456,1.71043062210083,0.001100301742553711,0.05033683776855469,0.08050107955932617,1.9106876850128174,19293.569791295442,29.572513287775248,-77.27804565429688,1317,0,1317,nan,0.006137596443295479,-2.88244366645813,0.4776475727558136,0.7143257260322571,0.21479804813861847,0.06163194444444445,0.0,2.862382411956787,0.06382042253521127,0.16593309859154928,0.23109266493055555,0.014237576723098755,1272.369140625,9.032322692871094,2.0969362258911133,0.00331852026283741,0.0391882061958313,0.021524038910865784,0.202001953125,5,1.0,0.01,-0.3567,0.6997935771942139,0.00029998464742675424,0.8462149324575067,-0.004624952096492052,8.517796959495172e-05,1.5,-0.1008383184671402,-0.04062356427311897,0.0,0.0814114511013031,0.0,0.0,-0.4405653178691864,-0.13625593483448029,0.0,-0.08412165194749832,-0.0010490304557606578,-0.026517298072576523,-0.006092430558055639,0.0,-0.01474560983479023,0.0,0.0,-0.04212367907166481,-0.07568159699440002,-0.013024864718317986,-0.00743815116584301,-0.0780399888753891,0.0,-0.004179688170552254,0.0,0.0,0.0,0.0,0.0,1.8865903615951538,-0.6240242719650269,-0.04824664816260338,-0.6087211966514587,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49751168,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.18704152107239
184320,1.7151706218719482,0.0008056163787841797,0.05020785331726074,0.08063077926635742,1.9157791137695312,19242.294673681823,33.086486486486486,-77.9801254272461,1110,0,1110,nan,0.0025395709089934826,-2.257291793823242,0.4673393964767456,0.7144927978515625,0.21929454803466797,0.036865234375,0.0,2.943507194519043,0.061074319352465045,0.14937454010301693,0.22246184172453703,0.013485384484132132,1112.0366753472222,7.978372361924913,1.4670933617485895,0.0022949731598297753,0.03264154328240289,0.02002722852759891,0.21717664930555555,9,1.0,0.01,-0.3567,0.6998053193092346,0.00029997542151249945,0.7669686185840332,-0.00455521559342742,0.00021592871053144336,1.5,-0.09510836005210876,-0.040287889540195465,0.0,0.07820045948028564,0.0,0.0,-0.4556884765625,-0.13836483657360077,0.0,-0.08307576179504395,-0.002454646397382021,-0.027979480102658272,-0.006041683256626129,0.0,-0.017297517508268356,0.0,0.0,-0.050137609243392944,-0.07422743737697601,-0.0130838667973876,-0.0020589192863553762,-0.07542645931243896,0.0,-0.004210611805319786,0.0,0.0,0.0,0.0,0.0,1.9509522914886475,-0.5565230846405029,-0.04667404666543007,-0.5740300416946411,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49668224,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.11753797531128
221184,1.720238208770752,0.0011548995971679688,0.0799562931060791,0.0811457633972168,1.9528038501739502,18877.465084115363,33.291853178155776,-75.49893188476562,1117,0,1117,nan,0.001282729790546,-2.24027419090271,0.464599609375,0.7083960175514221,0.2227020263671875,0.04104275173611111,0.0,3.002603530883789,0.06411103767349637,0.1612690019828156,0.21472620081018517,0.012168978108093143,1011.7687683105469,8.153937816619873,0.8677086234092712,0.0019504702650010586,0.03032635524868965,0.02220265194773674,0.2479095458984375,16,1.0,0.01,-0.3567,0.6998203992843628,0.0002999590360559523,0.660691354788156,-0.0045926859602332115,0.0001730685034999624,1.5,-0.09581896662712097,-0.03870566189289093,0.0,0.07673517614603043,-1.1977196834322967e-07,0.0,-0.4535590410232544,-0.1397230178117752,0.0,-0.07440374046564102,-0.002319671679288149,-0.025346674025058746,-0.00587005028501153,0.0,-0.01620776206254959,0.0,0.0,-0.04879957437515259,-0.07289624214172363,-0.013114726170897484,-0.003027343889698386,-0.06494808197021484,0.0,-0.004274902865290642,0.0,0.0,0.0,0.0,0.0,1.991590976715088,-0.5187301635742188,-0.040202829986810684,-0.5742449164390564,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.4958528,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0847475528717
258048,1.7125895023345947,0.0008563995361328125,0.137953519821167,0.08222031593322754,2.003432035446167,18400.415786396465,32.32948490230906,-75.0862045288086,1126,0,1126,nan,0.0012777583906427026,-2.2677557468414307,0.4720052182674408,0.7120136618614197,0.22349447011947632,0.044976128472222224,0.0,2.9767637252807617,0.06453558504221954,0.16586248492159228,0.20543077256944445,-0.003624908199223379,974.6538357204861,8.33158344692654,0.5259375704659356,0.0017542878890203105,0.028727788892057207,0.012474030670192506,0.16123453776041666,36,0.0,0.01,-0.3567,0.6998107433319092,0.00029992216150276363,0.6038074960441057,-0.004617577418684959,8.192271343432367e-05,1.5,-0.09510981291532516,-0.038149964064359665,0.0,0.07920026034116745,-1.3902575801694184e-07,0.0,-0.4465467631816864,-0.13766413927078247,0.0,-0.07622378319501877,-0.001922843512147665,-0.025867091491818428,-0.00586305744946003,0.0,-0.015633080154657364,0.0,0.0,-0.048101119697093964,-0.07148642838001251,-0.013154475018382072,-0.00450846366584301,-0.0759543851017952,0.0,-0.004123535472899675,0.0,0.0,0.0,0.0,0.0,2.0000674724578857,-0.5111786723136902,-0.03879648819565773,-0.5877046585083008,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49502336,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.10325336456299
294912,1.7126295566558838,0.0007920265197753906,0.1400737762451172,0.08189058303833008,2.004213571548462,18393.242799791205,33.16605166051661,-74.26486206054688,1084,0,1084,nan,0.0015953073743730783,-2.1408936977386475,0.4727647602558136,0.7095949053764343,0.22021444141864777,0.04296875,0.0,2.9922261238098145,0.059343434343434344,0.1672979797979798,0.20185456452546297,-0.010639186922667755,835.3300238715278,8.243692609998915,0.3921092814869351,0.0015035592692179813,0.025534338421291776,0.006360454484820366,0.07071940104166667,36,0.0,0.01,-0.3567,0.6997300982475281,0.0002998853160534054,0.6136726296831198,-0.004577898420393467,0.00012098519073333591,1.5,-0.09336140751838684,-0.037189312279224396,0.0,0.07954929769039154,0.0,0.0,-0.4420844316482544,-0.13509385287761688,0.0,-0.08035675436258316,-0.0019267842872068286,-0.024992354214191437,-0.0059008668176829815,0.0,-0.015865521505475044,0.0,0.0,-0.04814508929848671,-0.07076878100633621,-0.013065525330603123,-0.004036458674818277,-0.06732746213674545,-4.0689096181267814e-07,-0.004225260578095913,0.0,0.0,0.0,0.0,0.0,2.009222984313965,-0.5079342722892761,-0.039445240050554276,-0.5963038206100464,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49419392,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.12219595909119
331776,1.7133088111877441,0.0006911754608154297,0.13721990585327148,0.08120465278625488,1.9983329772949219,18447.36729367354,32.74261201143947,-73.8804931640625,1049,0,1049,nan,0.001965527655556798,-2.0681545734405518,0.4796820878982544,0.7100843191146851,0.21889255940914154,0.04161241319444445,0.0,3.0052573680877686,0.058018252933507174,0.16883963494132986,0.19813820167824073,-0.011091426105445458,783.3823784722222,8.18439441257053,0.3316351572672526,0.0013110924046486616,0.023690585874848895,0.005505255863277448,0.05177137586805555,36,0.0,0.01,-0.3567,0.6996396780014038,0.0002998484415002167,0.5587922390497847,-0.004587715957313776,0.00017469612066634,1.5,-0.0968342199921608,-0.03722383454442024,0.0,0.08116155862808228,0.0,0.0,-0.4397650957107544,-0.13434211909770966,0.0,-0.08280868828296661,-0.0016909302212297916,-0.02532159350812435,-0.005940424278378487,0.0,-0.015418951399624348,0.0,0.0,-0.04637162387371063,-0.07012966275215149,-0.013083078898489475,-0.003963216207921505,-0.07438021153211594,-4.2046012822538614e-06,-0.0041910805739462376,0.0,0.0,0.0,0.0,0.0,1.99190092086792,-0.5191473364830017,-0.040200792253017426,-0.6038549542427063,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49336448,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.13347578048706
368640,1.7162644863128662,0.0007512569427490234,0.1370711326599121,0.07927155494689941,2.000340700149536,18428.854052662442,33.76164383561644,-73.64464569091797,1095,0,1095,nan,0.001579993055202067,-2.2120044231414795,0.4879828691482544,0.718371570110321,0.21804094314575195,0.04456922743055555,0.0,3.019834041595459,0.06634205721241632,0.1783323189287888,0.19507288049768517,-0.012681168840370245,742.8089192708334,8.313468933105469,0.2878353132141961,0.001148111264531811,0.021538627644379933,0.0060880062066846425,0.05357530381944445,36,0.0,0.01,-0.3567,0.6996432542800903,0.0002998115960508585,0.526243347433995,-0.004586521536111832,0.000185004246304743,1.5,-0.0967923030257225,-0.03916633874177933,0.0,0.08055028319358826,-1.7681353483567364e-06,0.0,-0.4428575336933136,-0.13440513610839844,0.0,-0.08920218050479889,-0.001937734428793192,-0.025655576959252357,-0.005939088296145201,0.0,-0.015520297922194004,0.0,0.0,-0.04480810835957527,-0.06972738355398178,-0.01298038475215435,-0.00448404997587204,-0.07473954558372498,-1.4648379874415696e-05,-0.004147135652601719,0.0,0.0,0.0,0.0,0.0,1.9728723764419556,-0.5387044548988342,-0.04321587458252907,-0.604987382888794,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.15,0.45,1.49253504,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.1481671333313
