time/env_steps,time/rollout_s,time/gae_s,time/update_s,time/est_s,time/iter_s,time/sps,rollout/ep_len_mean,rollout/ep_ret_mean,rollout/episodes,rollout/finishes,rollout/falls,rollout/t_line_mean,rollout/sprint_d_mean,rollout/reward_mean,rollout/swing_frac_min,rollout/thermal_max,rollout/torque_util,rollout/commit_frac,rollout/resync_frac,diag/freq_hz_median,diag/freq_lo_rail,diag/freq_hi_rail,diag/res_sat_sampled,train/loss_pg,train/loss_vf,train/entropy,train/loss_sym,train/bound_loss,train/mu_out_frac,train/approx_kl,train/clipfrac,train/n_minibatch_updates,train/early_stop,train/ent_coef,train/log_std_clamp,train/std_mean,train/lr,est/vel_rmse,reward_terms/action_rate,reward_terms/air_time,reward_terms/alive,reward_terms/ang_xy,reward_terms/angmom,reward_terms/brake_foot,reward_terms/clearance,reward_terms/duty_sym,reward_terms/energy,reward_terms/foot_flat,reward_terms/foot_slip,reward_terms/fwd_speed,reward_terms/heading,reward_terms/height,reward_terms/hip_roll,reward_terms/knob,reward_terms/lane,reward_terms/lat_vel,reward_terms/motor_vel,reward_terms/overrun,reward_terms/phase_contact,reward_terms/residual,reward_terms/residual_rate,reward_terms/spec_cycle,reward_terms/stance,reward_terms/stance_time,reward_terms/step_rate,reward_terms/stop,reward_terms/swing_floor,reward_terms/thermal,reward_terms/time,reward_terms/torque,reward_terms/upright,reward_terms/vz,reward_terms/yaw_rate,curriculum/dr_scale,curriculum/alive_scale,curriculum/sprint_dist_m,curriculum/stance_ratio,curriculum/eff_scale,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,curriculum/bringup_scale,curriculum/bringup_p_drop,curriculum/bringup_p_held,curriculum/cmd_zero_p,curriculum/cmd_lo,curriculum/cmd_hi,curriculum/track_sigma,curriculum/shape_scale,curriculum/stoplight_prob,curriculum/gait_freq_lo,curriculum/hold_s,curriculum/hold_z,curriculum/hold_pitch,curriculum/hold_roll,curriculum/start_red_s,curriculum/release_vx,curriculum/release_vy,curriculum/release_vz,time/elapsed_s
36864,50.060264110565186,0.5186903476715088,4.222606897354126,1.5785596370697021,58.16522836685181,633.7806834391731,6.803030303030303,-95.77450561523438,66,0,66,nan,0.0005704930517822504,0.35029909014701843,0.16015625,0.7050755620002747,0.22669823467731476,0.11244032118055555,0.0,2.759378671646118,0.07647768395657419,0.08033775633293125,0.20836950231481483,0.007341445113221805,79.4713846842448,11.313348134358725,1.3893626530965169,1.2392642626461262e-05,0.0010319702948133151,0.03376897672812144,0.3113606770833333,3,1.0,0.01,-0.3567,0.6998541951179504,0.000299996929243207,0.12500258532473152,-0.004536930005997419,0.0,2.25,-0.05012570321559906,-0.015035129152238369,0.0,0.018443623557686806,0.0,0.0,-0.6035020351409912,-0.2007843255996704,0.007014531176537275,-0.0005122636794112623,0.0,-0.011301761493086815,-0.00577232800424099,0.0,-0.0032448661513626575,0.0,0.0,-0.04011207073926926,-0.07182523608207703,-0.012048174627125263,0.0,-0.0358213372528553,0.0,-0.005101725459098816,0.0,0.0,0.0,0.0,0.0,-0.03674949333071709,-0.008962833322584629,-0.11354132741689682,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33536195755005
73728,47.65461230278015,0.001115560531616211,0.055887699127197266,0.0791010856628418,47.85967016220093,770.251849294769,15.318471337579618,-92.8878402709961,471,0,471,nan,0.00361919985152781,-1.0132699012756348,0.5070258378982544,0.7057676315307617,0.21510939300060272,0.010687934027777778,0.0,2.748654365539551,0.10913705583756345,0.09644670050761421,0.2874122902199074,0.010460858543713888,597.6656901041666,6.8511308034261065,5.8420461018880205,0.007305847480893135,0.07961408297220866,0.022405842940012615,0.228759765625,3,1.0,0.01,-0.3567,0.6997972130775452,0.00029999384423717856,1.565243486835337,-0.004649237263947725,0.0,2.25,-0.08245554566383362,-0.027172446250915527,0.0,0.07077386975288391,0.0,-2.000953463721089e-05,-0.4448920488357544,-0.13334935903549194,-0.08493699133396149,-0.012538369745016098,0.0,-0.02528580091893673,-0.0058256941847503185,0.0,-0.006851213052868843,-4.914657893095864e-06,0.0,-0.05711429566144943,-0.08544008433818817,-0.01444314606487751,0.0,-0.08188952505588531,0.0,-0.004868632182478905,0.0,0.0,0.0,0.0,-0.0001394058926962316,-0.2521686553955078,-0.015963517129421234,-0.529941201210022,0.15,1.0,100.0,0.649929344,0.0003072,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.151253376,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.21391749382019
110592,1.715425729751587,0.0008187294006347656,0.05023312568664551,0.07595968246459961,1.907078742980957,19330.080789651438,22.674395161290324,-93.25656127929688,992,0,992,nan,0.005902297794818878,-2.6044111251831055,0.490234375,0.7053439021110535,0.2206740826368332,0.03342013888888889,0.0,2.7107925415039062,0.10714285714285714,0.07467532467532467,0.25974754050925924,0.01153972496589025,1019.2141927083334,7.857574462890625,4.195401509602864,0.005101920726398627,0.059786746899286904,0.02064618468284607,0.210693359375,3,1.0,0.01,-0.3567,0.6997588276863098,0.0002999907883349806,1.1076156204527356,-0.004644128028303385,1.6168794818652299e-12,2.25,-0.09622907638549805,-0.036178238689899445,0.0,0.08264342695474625,0.0,-3.8514619518537074e-05,-0.4452582597732544,-0.13438338041305542,-0.27778518199920654,-0.05261771008372307,-4.0179242205340415e-05,-0.02538233995437622,-0.005939150229096413,0.0,-0.01055241096764803,-9.674706234363839e-06,0.0,-0.046204499900341034,-0.08148058503866196,-0.013758891262114048,-0.0023829180281609297,-0.09374385327100754,0.0,-0.004175898618996143,0.0,0.0,0.0,0.0,-0.00029867785633541644,-0.47913217544555664,-0.030837595462799072,-0.6920025944709778,0.15,1.0,100.0,0.649858688,0.0006144,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.152506752,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.14046359062195
147456,1.7069520950317383,0.0008244514465332031,0.04875373840332031,0.07336163520812988,1.8948147296905518,19455.1953525611,29.45850796311819,-95.53052520751953,1193,0,1193,nan,0.004347315989434719,-3.167811632156372,0.4622667133808136,0.7094412446022034,0.2173045128583908,0.05287000868055555,0.0,2.555267810821533,0.12365315546434069,0.08722421754746024,0.23243995949074073,0.014490656554698944,1187.0787353515625,8.69027042388916,2.400752305984497,0.002727177692577243,0.03781452775001526,0.018982641398906708,0.187744140625,4,1.0,0.01,-0.3567,0.6997246146202087,0.0002999866846948862,0.9406413536297706,-0.004680240992456675,8.734810398891568e-05,2.25,-0.09840323030948639,-0.038631100207567215,0.0,0.07755337655544281,0.0,-5.918987517361529e-05,-0.4640842080116272,-0.1418069750070572,-0.42998620867729187,-0.0919347032904625,-0.0008907763985916972,-0.02559605985879898,-0.006125368177890778,0.0,-0.015725387260317802,-1.156800499302335e-05,0.0,-0.04526008665561676,-0.07782085984945297,-0.01335426140576601,-0.006306568160653114,-0.07135167717933655,0.0,-0.004342856351286173,0.0,0.0,0.0,0.0,-0.000445219106040895,-0.5635777115821838,-0.04358626902103424,-0.6591041088104248,0.15,1.0,100.0,0.649788032,0.0009216,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.153760128,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.04917359352112
184320,1.7148354053497314,0.0010442733764648438,0.05161404609680176,0.07720160484313965,1.9167273044586182,19232.775657703245,33.587917042380525,-97.38807678222656,1109,0,1109,nan,0.0018010163912549615,-2.927208185195923,0.4487847089767456,0.7105326056480408,0.2119033932685852,0.04098849826388889,0.0,2.4738476276397705,0.1442753143613501,0.054268696227663796,0.22307219328703703,0.018173860386013985,1108.8726806640625,8.166885375976562,1.7107648849487305,0.0019479261245578527,0.0300760455429554,0.021929994225502014,0.222869873046875,8,1.0,0.01,-0.3567,0.6996850967407227,0.0002999784774146974,0.7951905642343008,-0.0046652997843921185,0.00017849386495072395,2.25,-0.09990841150283813,-0.039596326649188995,0.0,0.07549497485160828,0.0,-7.882967474870384e-05,-0.4630533754825592,-0.1461600363254547,-0.4572317898273468,-0.0994541272521019,-0.002008462091907859,-0.026717625558376312,-0.006197639741003513,0.0,-0.01771126501262188,-1.721639455354307e-05,0.0,-0.04470158368349075,-0.07688233256340027,-0.013439306057989597,-0.0032462680246680975,-0.08515553921461105,0.0,-0.0044758133590221405,0.0,0.0,0.0,0.0,-0.000565713329706341,-0.5601744055747986,-0.044137682765722275,-0.6111778616905212,0.15,1.0,100.0,0.649717376,0.0012288,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.155013504,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.97983646392822
221184,1.710089921951294,0.0007977485656738281,0.08200860023498535,0.07764625549316406,1.9390227794647217,19011.631421884616,34.87967183226983,-96.93132019042969,1097,0,1097,nan,0.0009997704764828086,-2.9009501934051514,0.436767578125,0.7112293839454651,0.2117510437965393,0.037434895833333336,0.0,2.467700481414795,0.15289855072463768,0.04492753623188406,0.21431929976851852,0.013567247373216292,1038.184627757353,7.99633721744313,1.0119666492237764,0.0016253087121774169,0.027084024513469022,0.023939569206798777,0.27237477022058826,17,1.0,0.01,-0.3567,0.6996659636497498,0.0002999610733240843,0.6791711577947612,-0.004674260504543781,0.00018663184891920537,2.25,-0.10074803233146667,-0.03931766748428345,0.0,0.07381581515073776,-1.7787743900044006e-06,-9.672746091382578e-05,-0.4699300229549408,-0.14781948924064636,-0.44212356209754944,-0.09449384361505508,-0.002169101033359766,-0.02640235796570778,-0.006140796467661858,0.0,-0.017326345667243004,-2.1042689695605077e-05,0.0,-0.045107729732990265,-0.07593026757240295,-0.013614622876048088,-0.002399279735982418,-0.09542550146579742,0.0,-0.004471308551728725,0.0,0.0,0.0,0.0,-0.0006983329076319933,-0.5561028718948364,-0.04315923526883125,-0.6162524223327637,0.15,1.0,100.0,0.64964672,0.001536,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.15626688,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.93385076522827
258048,1.7193646430969238,0.0007541179656982422,0.1344902515411377,0.07396245002746582,2.000704050064087,18425.507170772933,35.02226345083488,-97.12645721435547,1078,0,1078,nan,0.001419920939952135,-2.8606557846069336,0.4229871928691864,0.712104082107544,0.20942647755146027,0.038519965277777776,0.0,2.4036121368408203,0.15492957746478872,0.05563380281690141,0.20454463252314814,-0.003614456166461524,946.4749484592014,8.050256729125977,0.5862182776133219,0.0014808252195103301,0.026004150923755433,0.011899567830065886,0.1581692165798611,36,0.0,0.01,-0.3567,0.699695885181427,0.00029992422787472606,0.6638980212995597,-0.004728286527097225,0.00015190965496003628,2.25,-0.0981953963637352,-0.03886030614376068,0.0,0.07275240123271942,0.0,-0.00012116425205022097,-0.4779188334941864,-0.14905370771884918,-0.44443607330322266,-0.09326562285423279,-0.0018023231532424688,-0.025907503440976143,-0.006132063921540976,0.0,-0.016612745821475983,-9.350304026156664e-05,0.0,-0.04665382206439972,-0.07483181357383728,-0.013713528402149677,-0.0029483770485967398,-0.09205298870801926,0.0,-0.004395218566060066,0.0,0.0,0.0,0.0,-0.0008282383205369115,-0.5553998947143555,-0.044271308928728104,-0.6299939751625061,0.15,1.0,100.0,0.649576064,0.0018432000000000001,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.157520256,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.94941878318787
294912,1.720668077468872,0.0008852481842041016,0.1437520980834961,0.07782340049743652,2.014026165008545,18303.628596636543,34.45574387947269,-97.35411071777344,1062,0,1062,nan,0.0018050340004265308,-2.817547082901001,0.416748046875,0.7130469679832458,0.20710386335849762,0.038167317708333336,0.0,2.330540180206299,0.1613361762615494,0.048329779673063254,0.19920518663194445,-0.009676592916043269,836.3021511501736,8.034906811184353,0.41809329721662736,0.00130073852940566,0.023891872829861112,0.0049434175016358495,0.05375840928819445,36,0.0,0.01,-0.3567,0.6997377872467041,0.0002998873533215374,0.5897183316514164,-0.004733279813081026,9.494356345385313e-05,2.25,-0.09743775427341461,-0.03826437518000603,0.0,0.07097680121660233,-5.090712875244208e-06,-0.00012682002852670848,-0.4868842363357544,-0.15205566585063934,-0.44499266147613525,-0.09261360764503479,-0.0018627130193635821,-0.025830311700701714,-0.006119150202721357,0.0,-0.017080161720514297,-2.5445291612413712e-05,0.0,-0.046630680561065674,-0.07449264079332352,-0.01378055103123188,-0.0027995568234473467,-0.09589498490095139,-1.763192472026276e-06,-0.004500825889408588,0.0,0.0,0.0,0.0,-0.0009355562506243587,-0.5527873635292053,-0.044272102415561676,-0.6318125128746033,0.15,1.0,100.0,0.649505408,0.0021504000000000002,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.158773632,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.97848296165466
331776,1.710683822631836,0.0007562637329101562,0.13800621032714844,0.0760650634765625,1.9938528537750244,18488.82012831066,33.59269162210339,-97.767822265625,1122,0,1122,nan,0.0015590701950713992,-2.98227858543396,0.4102647602558136,0.7154368758201599,0.20714806020259857,0.037787543402777776,0.0,2.3014721870422363,0.17013639626704954,0.03732950466618808,0.1971706814236111,-0.010316143213357363,809.9427761501736,8.018501705593533,0.34408841530481976,0.0011796275050275857,0.022456319795714483,0.004215444438159466,0.04233127170138889,36,0.0,0.01,-0.3567,0.6997243762016296,0.00029985050787217915,0.546874727521556,-0.0047500887885689735,0.00015245217946358025,2.25,-0.09686580300331116,-0.03877098485827446,0.0,0.07114056497812271,-4.732694287667982e-05,-0.00014144291344564408,-0.4926079511642456,-0.15503843128681183,-0.4401659369468689,-0.09202371537685394,-0.0020021162927150726,-0.026869727298617363,-0.006137309595942497,0.0,-0.01707879826426506,-2.6759218599181622e-05,0.0,-0.047577545046806335,-0.0745115652680397,-0.013882753439247608,-0.002656698226928711,-0.09857100993394852,-1.0850616490643006e-05,-0.004374871030449867,0.0,0.0,0.0,0.0,-0.0010663482826203108,-0.5525685548782349,-0.0444382019340992,-0.6268948316574097,0.15,1.0,100.0,0.649434752,0.0024576000000000003,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.160027008,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.98600006103516
368640,1.71634840965271,0.0009474754333496094,0.13596415519714355,0.07727670669555664,2.008922815322876,18350.12604455998,33.09622641509434,-97.87640380859375,1060,0,1060,nan,0.0009572548442520201,-2.809833526611328,0.3996310830116272,0.7170424461364746,0.20683234930038452,0.037272135416666664,0.0,2.2885754108428955,0.15283842794759825,0.05240174672489083,0.19399233217592593,-0.011389328309127854,717.7273491753472,7.9960522121853295,0.2963957256740994,0.001055587108971344,0.020861324336793687,0.005354587027492623,0.04362657335069445,36,0.0,0.01,-0.3567,0.6997429728507996,0.00029981363331899047,0.5534854813405764,-0.004768935963511467,0.00010742183803813532,2.25,-0.09624778479337692,-0.03873356804251671,0.0,0.06910450011491776,-9.206427785102278e-05,-0.00015883083688095212,-0.4969075620174408,-0.15933693945407867,-0.4221119284629822,-0.08833832293748856,-0.0017962836427614093,-0.025598416104912758,-0.006177014205604792,0.0,-0.018314868211746216,-3.6274141166359186e-05,0.0,-0.048006221652030945,-0.07464828342199326,-0.013939240016043186,-0.0025287559255957603,-0.1002550795674324,-2.115876122843474e-05,-0.004452886059880257,0.0,0.0,0.0,0.0,-0.0011968815233558416,-0.5358047485351562,-0.04328013211488724,-0.6212034225463867,0.15,1.0,100.0,0.649364096,0.0027648000000000004,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.161280384,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.00958347320557
405504,1.7138700485229492,0.0008661746978759766,0.13779640197753906,0.07582902908325195,1.9923596382141113,18502.676955902334,34.18383060635226,-97.67044830322266,1039,0,1039,nan,nan,-2.7593231201171875,0.4124349057674408,0.7158197164535522,0.20688806474208832,0.036865234375,0.0,2.3074073791503906,0.14643119941133187,0.05003679175864607,0.19384313512731483,-0.01307461659113566,662.7633056640625,7.978376388549805,0.2642271982298957,0.0009702062492983209,0.02013337653544214,0.006333604118683272,0.046671549479166664,36,0.0,0.01,-0.3567,0.6997731924057007,0.00029977678786963224,0.5329177148474118,-0.004831361584365368,7.161456596804783e-05,2.25,-0.09868161380290985,-0.03819875046610832,0.0,0.0695241317152977,-3.8268768548732623e-05,nan,-0.4928385317325592,-0.15816637873649597,nan,-0.09115947782993317,-0.0018905119504779577,nan,-0.006196288391947746,nan,nan,nan,0.0,-0.04949130862951279,-0.07523619383573532,-0.014154543168842793,-0.002539590001106262,-0.0895000696182251,-2.441389369778335e-06,-0.004513063468039036,0.0,0.0,0.0,0.0,-0.0013471258571371436,-0.5394806265830994,nan,-0.6270895004272461,0.15,1.0,100.0,0.64929344,0.0030720000000000005,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.16253376,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.01671171188354
