time/env_steps,time/rollout_s,time/gae_s,time/update_s,time/est_s,time/iter_s,time/sps,rollout/ep_len_mean,rollout/ep_ret_mean,rollout/episodes,rollout/finishes,rollout/falls,rollout/t_line_mean,rollout/sprint_d_mean,rollout/reward_mean,rollout/swing_frac_min,rollout/thermal_max,rollout/torque_util,rollout/commit_frac,rollout/resync_frac,diag/freq_hz_median,diag/freq_lo_rail,diag/freq_hi_rail,diag/res_sat_sampled,train/loss_pg,train/loss_vf,train/entropy,train/loss_sym,train/bound_loss,train/mu_out_frac,train/approx_kl,train/clipfrac,train/n_minibatch_updates,train/early_stop,train/ent_coef,train/log_std_clamp,train/std_mean,train/lr,est/vel_rmse,reward_terms/action_rate,reward_terms/air_time,reward_terms/alive,reward_terms/ang_xy,reward_terms/angmom,reward_terms/brake_foot,reward_terms/clearance,reward_terms/duty_sym,reward_terms/energy,reward_terms/foot_flat,reward_terms/foot_slip,reward_terms/fwd_speed,reward_terms/heading,reward_terms/height,reward_terms/hip_roll,reward_terms/knob,reward_terms/lane,reward_terms/lat_vel,reward_terms/motor_vel,reward_terms/overrun,reward_terms/phase_contact,reward_terms/residual,reward_terms/residual_rate,reward_terms/spec_cycle,reward_terms/stance,reward_terms/stance_time,reward_terms/step_rate,reward_terms/stop,reward_terms/swing_floor,reward_terms/thermal,reward_terms/time,reward_terms/torque,reward_terms/upright,reward_terms/vz,reward_terms/yaw_rate,curriculum/dr_scale,curriculum/alive_scale,curriculum/sprint_dist_m,curriculum/stance_ratio,curriculum/eff_scale,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,curriculum/bringup_scale,curriculum/bringup_p_drop,curriculum/bringup_p_held,curriculum/cmd_zero_p,curriculum/cmd_lo,curriculum/cmd_hi,curriculum/track_sigma,curriculum/shape_scale,curriculum/stoplight_prob,curriculum/gait_freq_lo,curriculum/hold_s,curriculum/hold_z,curriculum/hold_pitch,curriculum/hold_roll,curriculum/start_red_s,curriculum/release_vx,curriculum/release_vy,curriculum/release_vz,time/elapsed_s
36864,48.77288460731506,0.5074028968811035,3.216087818145752,1.5997085571289062,55.806586503982544,660.5671640559112,7.04,-95.52501678466797,50,0,50,nan,0.00046103273052722216,0.40437597036361694,0.2341579794883728,0.70211261510849,0.17590554058551788,0.1120876736111111,0.0,2.3872416019439697,0.1732817037754114,0.030251694094869313,0.23130515769675927,0.012026780284941196,80.0109634399414,11.365291595458984,1.7223283052444458,2.28585849981755e-06,0.0003246550913900137,0.0287578534334898,0.2724609375,2,1.0,0.01,-0.3567,0.6999078989028931,0.00029999794787727296,0.10760930788855899,-0.00431310199201107,0.0,2.25,-0.04988087713718414,-0.01707601547241211,0.0,0.026919107884168625,0.0,0.0,-0.5658094882965088,-0.1851818710565567,-0.0065815323032438755,-0.0005476617370732129,0.0,-0.013099785894155502,-0.0057214596308767796,0.0,-0.003076384076848626,0.0,0.0,-0.039545901119709015,-0.07585886865854263,-0.011550376191735268,0.0,-0.0490800105035305,0.0,-0.005145670846104622,0.0,0.0,0.0,0.0,0.0,-0.03934520483016968,-0.0061097294092178345,-0.12181928753852844,0.15,1.0,100.0,0.65,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.15,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.98118233680725
73728,47.949625730514526,0.0008509159088134766,0.05610823631286621,0.0772554874420166,48.1548798084259,765.5298591546032,15.039344262295081,-93.60340881347656,610,0,610,nan,0.003195236437022686,-1.5154329538345337,0.4280870258808136,0.704582154750824,0.17932730913162231,0.014458550347222222,0.0,2.401998996734619,0.11819887429643527,0.12382739212007504,0.2925121166087963,0.01381387064854304,725.97021484375,7.036019643147786,6.727017084757487,0.007776616141200066,0.08081747094790141,0.031964985032876335,0.2618815104166667,3,1.0,0.01,-0.3567,0.6998595595359802,0.000299994891975075,1.7583449171989423,-0.004582245368510485,0.0,2.25,-0.08420762419700623,-0.03028937801718712,0.0,0.0625651404261589,0.0,-1.5301426174119115e-05,-0.5133463740348816,-0.14708676934242249,-0.1901496946811676,-0.013329636305570602,0.0,-0.0287827979773283,-0.005812393501400948,0.0,-0.007437390740960836,-3.5559376101446105e-06,0.0,-0.06554178148508072,-0.08621028810739517,-0.014509161002933979,0.0,-0.10686797648668289,0.0,-0.0042572831735014915,0.0,0.0,0.0,0.0,-9.880674770101905e-05,-0.29560768604278564,-0.026079803705215454,-0.5484190583229065,0.15,1.0,100.0,0.649929344,0.0003072,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.151253376,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.6242139339447
110592,1.7157790660858154,0.0006897449493408203,0.049541473388671875,0.07096648216247559,1.9005234241485596,19396.7544193123,22.85757575757576,-95.21969604492188,990,0,990,nan,0.005309413652867079,-2.706777334213257,0.4139268696308136,0.7040874361991882,0.19770151376724243,0.028537326388888888,0.0,2.4461214542388916,0.10646387832699619,0.09980988593155894,0.27116337528935186,0.016447066018978756,1101.7021484375,7.585042317708333,5.215474446614583,0.005503001933296521,0.063232421875,0.01934659605224927,0.190673828125,3,1.0,0.01,-0.3567,0.6998209953308105,0.0002999918069690466,1.2366070425221412,-0.004557469394057989,6.4675179274609196e-12,2.25,-0.09860730916261673,-0.037146031856536865,0.0,0.06640572100877762,0.0,-3.236432894482277e-05,-0.5242784023284912,-0.15244977176189423,-0.4769853949546814,-0.05447940528392792,-0.00014945914153940976,-0.028865503147244453,-0.005917420145124197,0.0,-0.012368385680019855,-6.263032992137596e-05,0.0,-0.05656258761882782,-0.08338245749473572,-0.013725919649004936,-0.0010508006671443582,-0.11630601435899734,0.0,-0.003961601294577122,0.0,0.0,0.0,0.0,-0.00024445957387797534,-0.5617057085037231,-0.04805391654372215,-0.6979098916053772,0.15,1.0,100.0,0.649858688,0.0006144,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.152506752,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.53938674926758
147456,1.7107179164886475,0.0007388591766357422,0.052661895751953125,0.07400989532470703,1.9099929332733154,19300.587741948853,29.91716417910448,-98.69297790527344,1340,0,1340,nan,0.0032385194208472967,-3.603196382522583,0.4024793803691864,0.7135665416717529,0.19898200035095215,0.048502604166666664,0.0,2.4903032779693604,0.10458612975391499,0.09060402684563758,0.245361328125,0.012131343781948089,1359.23876953125,8.475633239746093,3.2423118591308593,0.0021743528544902802,0.034096574783325194,0.02004731595516205,0.2099609375,5,1.0,0.01,-0.3567,0.6997840404510498,0.0002999866846948862,0.924820477875524,-0.004536496941000223,7.649741019122303e-05,2.25,-0.0975421741604805,-0.03963129594922066,0.0,0.06741530448198318,0.0,-5.203826367505826e-05,-0.5088297724723816,-0.15309524536132812,-0.5598371028900146,-0.08411215990781784,-0.0023615211248397827,-0.027601489797234535,-0.006056324578821659,0.0,-0.018705233931541443,-1.0852868399524596e-05,0.0,-0.05130552500486374,-0.07988038659095764,-0.013007874600589275,-0.0036287792026996613,-0.12952664494514465,0.0,-0.004055890720337629,0.0,0.0,0.0,0.0,-0.0003904873738065362,-0.6171967387199402,-0.05148317292332649,-0.6360453367233276,0.15,1.0,100.0,0.649788032,0.0009216,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.153760128,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.46449422836304
184320,1.7111923694610596,0.0006947517395019531,0.05005669593811035,0.07341814041137695,1.9007577896118164,19394.362779699208,32.92321924144311,-99.00011444091797,1081,0,1081,nan,0.0006964324857108295,-2.846283435821533,0.4156900942325592,0.71108078956604,0.19905053079128265,0.04055447048611111,0.0,2.4966304302215576,0.10434782608695652,0.08561872909698996,0.22913501880787038,0.01514690121014913,1018.5616048177084,8.107376098632812,1.9706109364827473,0.0017535658553242683,0.02681044985850652,0.019432805478572845,0.19291178385416666,6,1.0,0.01,-0.3567,0.6997537016868591,0.00029998054378665984,0.7468751739757128,-0.004581371787935495,0.00011990012717433274,2.25,-0.09445585310459137,-0.03956843912601471,0.0,0.06846235692501068,0.0,-7.228721369756386e-05,-0.4967719316482544,-0.14872220158576965,-0.45127370953559875,-0.07995806634426117,-0.0028836019337177277,-0.028321942314505577,-0.00606931746006012,0.0,-0.018096216022968292,-1.56581518240273e-05,0.0,-0.05144510045647621,-0.07783454656600952,-0.01324398536235094,-0.003069657599553466,-0.1008109375834465,0.0,-0.004174734000116587,0.0,0.0,0.0,0.0,-0.000521079811733216,-0.5398882627487183,-0.0415436327457428,-0.5832169055938721,0.15,1.0,100.0,0.649717376,0.0012288,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.155013504,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.38011240959167
221184,1.7112479209899902,0.0007374286651611328,0.05243420600891113,0.07421016693115234,1.908862590789795,19312.01667675657,32.964651162790695,-97.93982696533203,1075,0,1075,nan,0.0004232197825331241,-2.8638131618499756,0.4307725727558136,0.7124952077865601,0.19713491201400757,0.036675347222222224,0.0,2.5605430603027344,0.10724852071005918,0.10281065088757396,0.2180763527199074,0.014051450623406304,1062.7662760416667,7.969790988498264,1.325810432434082,0.0015839484209815662,0.02549105054802365,0.021000146865844727,0.22474500868055555,9,1.0,0.01,-0.3567,0.6997326016426086,0.00029997131787240505,0.649213395630278,-0.004642949439585209,0.0001578775409143418,2.25,-0.09751276671886444,-0.04057949036359787,0.0,0.07179496437311172,-8.893871950022003e-07,-8.893168705981225e-05,-0.4920111894607544,-0.1482549011707306,-0.4726419448852539,-0.07925834506750107,-0.0022684226278215647,-0.02967844344675541,-0.006032620556652546,0.0,-0.016588931903243065,-1.9491815692163073e-05,0.0,-0.055213190615177155,-0.07659450173377991,-0.01351234968751669,-0.0025179721415042877,-0.08830344676971436,0.0,-0.004183903336524963,0.0,0.0,0.0,0.0,-0.0006360175902955234,-0.5524086356163025,-0.04195987060666084,-0.6107663512229919,0.15,1.0,100.0,0.64964672,0.001536,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.15626688,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30303263664246
258048,1.707746982574463,0.0007054805755615234,0.13266968727111816,0.07214760780334473,1.9772465229034424,18644.10465907207,32.1915285451197,-98.10026550292969,1086,0,1086,nan,0.0007614087662659585,-2.900630474090576,0.4369032084941864,0.7149995565414429,0.195443794131279,0.038330078125,0.0,2.5391600131988525,0.10615711252653928,0.10615711252653928,0.2102638527199074,0.007353462465107441,977.3899658203125,8.038822491963705,0.7102182388305665,0.0014895924056569736,0.023797130584716795,0.025964789589246116,0.29213053385416665,30,1.0,0.01,-0.3567,0.6997251510620117,0.0002999406133312732,0.620213538666873,-0.004699723795056343,8.843312389217317e-05,2.25,-0.09739769995212555,-0.04077892005443573,0.0,0.07027610391378403,-5.0329577788943425e-05,-0.00010416677832836285,-0.4950765073299408,-0.14937451481819153,-0.4981592893600464,-0.0835290476679802,-0.0016261289129033685,-0.02696463093161583,-0.006003357470035553,0.0,-0.01655813679099083,-2.261734516650904e-05,0.0,-0.055232588201761246,-0.07593463361263275,-0.013733797706663609,-0.002880008891224861,-0.0837203711271286,0.0,-0.00415080226957798,0.0,0.0,0.0,0.0,-0.0007419459871016443,-0.5678927302360535,-0.04305627569556236,-0.6221802830696106,0.15,1.0,100.0,0.649576064,0.0018432000000000001,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.157520256,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.29481601715088
294912,1.7073359489440918,0.0006475448608398438,0.13239383697509766,0.07081270217895508,1.9748539924621582,18666.691937598545,33.11334552102377,-98.17100524902344,1094,0,1094,nan,0.00045088198385201395,-2.9252729415893555,0.4399685263633728,0.7148523330688477,0.1959250271320343,0.040690104166666664,0.0,2.526953935623169,0.10666666666666667,0.08333333333333333,0.20182291666666666,-0.009041018512410423,887.6453721788195,8.144842359754774,0.4478350016805861,0.0012469514687028197,0.02170254248711798,0.006385784078803327,0.0767822265625,36,0.0,0.01,-0.3567,0.6997258067131042,0.0002999037387780845,0.5911984077186977,-0.004746020771563053,8.951820927904919e-05,2.25,-0.09909001737833023,-0.04062803089618683,0.0,0.06952719390392303,-5.338628761819564e-05,-0.00011998557602055371,-0.4985758364200592,-0.15142278373241425,-0.5236549377441406,-0.0890374556183815,-0.0019325957400724292,-0.026701515540480614,-0.006033402401953936,0.0,-0.017082951962947845,-2.8506494345492683e-05,0.0,-0.05497413128614426,-0.07485412061214447,-0.013876600190997124,-0.0035059063229709864,-0.07694923877716064,-2.712603190957452e-06,-0.004094243980944157,0.0,0.0,0.0,0.0,-0.0008805160177871585,-0.5815674662590027,-0.04487068951129913,-0.6165601015090942,0.15,1.0,100.0,0.649505408,0.0021504000000000002,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.158773632,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.28415441513062
331776,1.7123439311981201,0.0007259845733642578,0.13498902320861816,0.07405304908752441,1.9879693984985352,18543.54055228078,33.925114155251144,-98.6751937866211,1095,0,1095,nan,3.897026181221008e-05,-2.9281420707702637,0.4326171875,0.7141912579536438,0.19515173137187958,0.0400390625,0.0,2.5172119140625,0.1294037940379404,0.07791327913279132,0.197021484375,-0.010904357083038323,810.1514078776041,8.11654535929362,0.3652905490663316,0.0010901155053741401,0.02006050944328308,0.00495248331895305,0.051411946614583336,36,0.0,0.01,-0.3567,0.6997525095939636,0.0002998668933287263,0.5526418979238281,-0.004798199515789747,0.00011067702871514484,2.25,-0.09673714637756348,-0.03960196673870087,0.0,0.06955423206090927,-9.986494120539646e-08,-0.00013608492736238986,-0.5003526210784912,-0.1524156779050827,-0.520558774471283,-0.08925113081932068,-0.0020462768152356148,-0.028105437755584717,-0.006069851573556662,0.0,-0.016697930172085762,-2.7337002393323928e-05,0.0,-0.05671052262187004,-0.07456514239311218,-0.013956306502223015,-0.00307343527674675,-0.08334575593471527,-2.0209254216752015e-05,-0.004154347348958254,0.0,0.0,0.0,0.0,-0.0009901645826175809,-0.5718198418617249,-0.04448205232620239,-0.613972544670105,0.15,1.0,100.0,0.649434752,0.0024576000000000003,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.160027008,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.28656387329102
368640,1.7121639251708984,0.0007278919219970703,0.13234305381774902,0.07462525367736816,1.9838471412658691,18582.072364635387,34.06255585344057,-98.28729248046875,1119,0,1119,nan,-0.0004815200518351048,-2.996108293533325,0.4341091513633728,0.7136296629905701,0.19573308527469635,0.038628472222222224,0.0,2.4805684089660645,0.13132022471910113,0.08707865168539326,0.1947654441550926,-0.011250166636374261,807.7498643663195,8.055221345689562,0.316024833255344,0.0009832122984031837,0.018824511518081028,0.005060014651260442,0.043965657552083336,36,0.0,0.01,-0.3567,0.6997827291488647,0.0002998300187755376,0.5596545623680578,-0.004794828128069639,7.703991286689416e-05,2.25,-0.09920385479927063,-0.04056301340460777,0.0,0.07007990032434464,-4.036474820168223e-06,-0.0001537087809992954,-0.4998643696308136,-0.15363550186157227,-0.5240042209625244,-0.08675035089254379,-0.0019700347911566496,-0.027734845876693726,-0.006092582363635302,0.0,-0.0163580272346735,-3.0099336072453298e-05,0.0,-0.05684901773929596,-0.07474669814109802,-0.01395396701991558,-0.0029575068037956953,-0.08201532810926437,-1.4919447721695178e-06,-0.004228009842336178,0.0,0.0,0.0,0.0,-0.0011330401757732034,-0.5789266228675842,-0.045654237270355225,-0.608843207359314,0.15,1.0,100.0,0.649364096,0.0027648000000000004,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.6,0.161280384,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.28506112098694
