reward_terms/stop,reward_terms/foot_slip,curriculum/stance_ratio,time/total_timesteps,reward_terms/angmom,reward_terms/height,curriculum/eff_scale,reward_terms/time,reward_terms/lat_vel,curriculum/sprint_dist_m,reward_terms/motor_vel,reward_terms/hip_roll,time/fps,reward_terms/energy,curriculum/ent_coef,curriculum/ctrl_jitter_ms,reward_terms/stance,reward_terms/alive,rollout/ep_rew_mean,rollout/ep_len_mean,reward_terms/action_rate,reward_terms/coef_rate,reward_terms/torque,reward_terms/vz,reward_terms/clearance,reward_terms/ang_xy,reward_terms/overrun,reward_terms/residual,reward_terms/fwd_speed,reward_terms/upright,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/assist_pen,curriculum/ctrl_drop_prob,time/iterations,time/time_elapsed,reward_terms/air_time,train/entropy_loss,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/loss,train/explained_variance,train/clip_range,train/std,train/value_loss,train/learning_rate,train/approx_kl
0.0,-0.9855373993717423,0.6498233600000001,202752,-0.19347900279146785,-0.07678139082800321,0.000768,-0.5,-7.149415726684119e-08,25.1152,-9.479209903571736e-06,-0.357488720430359,4466,-7.030402888101119e-05,0.01,0.0,-0.003890509012945095,0.0,-128.41957157,114.22,-0.2208870003747182,-1.3873953094297298,-0.0006599267643146683,-0.4048667409307201,0.08696257062375205,-0.4935037622661828,0.0,-0.09643222955507519,0.4819748515131207,-0.41544461419307066,-0.0007130231889378694,-0.4674394895256582,0.0,0.0,11,45,5.099806973400215e-05,-34.075673484802245,6332,0.2495849609375,-0.020326909981667994,5.0863037109375,0.5528837442398071,0.2,1.0021177530288696,15.73503680229187,0.00029995392,0.028345782
0.0,-0.9795046790493339,0.649805696,221184,-0.18620265296342833,-0.08755250765535398,0.0008448,-0.5,-8.626050208333494e-08,25.12672,-1.0558692143801348e-05,-0.4064128104163378,4478,-7.88116958981636e-05,0.01,0.0,-0.007478802513908381,0.0,-131.25664210000002,125.42,-0.21917978672023694,-1.4204290040321377,-0.0007840338237584068,-0.37320169623116173,0.07672529669907995,-0.4913518414978315,0.0,-0.09660026559757294,0.5404746912346089,-0.43706002587339904,-0.0024199668049631226,-0.47815076076209073,0.0,0.0,12,49,3.3094421572362385e-05,-34.05672645568848,6333,0.260009765625,0.016628924466203898,6.408463478088379,0.49150192737579346,0.2,1.0003056526184082,15.628550052642822,0.000299949312,0.02313469
0.0,-0.9733740587691688,0.649788032,239616,-0.18356537974089368,-0.07991420302724035,0.0009216,-0.5,-8.101446399140557e-08,25.13824,-1.1430592307190737e-05,-0.38705626539499627,4482,-8.404297315887164e-05,0.01,0.0,-0.012287818533596156,0.0,-131.29777198,125.88,-0.2174680766641295,-1.4228830274524504,-0.0008135007930945202,-0.38344400725871464,0.08211132848109343,-0.4725079931503384,0.0,-0.09656990386278055,0.5226710620009618,-0.4201428526303735,-0.0013243210511670138,-0.467009666371555,0.0,0.0,13,53,3.30944797800233e-05,-34.07793291877298,6337,0.2903262867647059,-0.024190399206846076,4.053854942321777,0.43027400970458984,0.2,1.0021793842315674,12.098610709695254,0.00029994470399999997,0.04474335
0.0,-0.9946905557425604,0.649770368,258048,-0.1629732837777243,-0.08123672750979198,0.0009984,-0.5,-8.576198320378483e-08,25.14976,-1.2600600443244221e-05,-0.390666212373909,4487,-9.227105866263288e-05,0.01,0.0,-0.003876111341172107,0.0,-130.74371664999998,123.33,-0.21967024172752816,-1.4160811323038287,-0.0008909715489722926,-0.372208884995695,0.07398374333442073,-0.4512855622725336,0.0,-0.0968597644216924,0.42417968643951254,-0.38304832084821283,-0.0019089013092323309,-0.4821307337001234,0.0,0.0,14,57,4.937049622337023e-05,-34.09123706817627,6341,0.3482818603515625,-0.01711536556831561,2.275803565979004,0.5330998301506042,0.2,1.0034611225128174,6.809107750654221,0.000299940096,0.06190373
0.0,-0.9794243863195329,0.6497527040000001,276480,-0.16762078354000043,-0.06931668235766603,0.0010752,-0.5,-8.068753048680445e-08,25.16128,-1.3577482380270733e-05,-0.385476351401057,4491,-9.859968718270494e-05,0.01,0.0,-0.009402792520856428,0.0,-131.23572285000003,125.66,-0.21652221771853672,-1.4240135096551334,-0.0009533856515197432,-0.31060211596483317,0.0739433900988481,-0.4689309647347324,0.0,-0.09698665540990997,0.4077665371818018,-0.4049020044085336,-0.0028162858329273555,-0.48355506692924316,0.0,0.0,15,61,4.665784460181991e-05,-34.08929125467936,6344,0.357421875,-0.0013978259133485456,2.0067501068115234,0.5244551301002502,0.2,1.0029420852661133,6.019148667653401,0.000299935488,0.045491356
0.0,-0.9867045042230641,0.64973504,294912,-0.17648539739011604,-0.06668110487477277,0.001152,-0.5,-7.887438642470542e-08,25.1728,-1.447998734882927e-05,-0.35682547281802157,4495,-0.0001063410889479572,0.01,0.0,-0.015744924550621847,0.0,-134.24589628000004,137.51,-0.22398087268136185,-1.4133043527007176,-0.0010351093710082998,-0.27317012117420764,0.06822791250659808,-0.4898109175861479,0.0,-0.09627783911834392,0.41321619891341005,-0.39065611583437015,-0.0017430173870201947,-0.49862742670732096,0.0,0.0,16,65,2.9839303654929e-05,-34.085391998291016,6347,0.3150227864583333,-0.006608698167838156,1.3669079542160034,0.37571513652801514,0.2,1.0026004314422607,4.440927604834239,0.00029993088,0.045042414
0.0,-0.9970933120679241,0.649717376,313344,-0.17349108139461922,-0.07143904568963702,0.0012288,-0.5,-8.270215174235331e-08,25.18432,-1.6156762590522098e-05,-0.36612745752578635,4502,-0.00011661045953546527,0.01,0.0,-0.011976460409862675,0.0,-131.93244572,128.18,-0.22536987754547186,-1.4296144735101717,-0.001114534861992753,-0.3031904525310063,0.06871814908930143,-0.49369940176079413,0.0,-0.09615980969481387,0.4493712397741041,-0.3777440874800535,-0.001049255020916462,-0.4903686704082983,0.0,0.0,17,69,3.8519841230784856e-05,-34.076749324798584,6349,0.310546875,0.0008246377692557871,1.4546971321105957,-0.026395082473754883,0.2,1.0019843578338623,3.983363449573517,0.000299926272,0.03890745
0.0,-1.0130690772358568,0.649699712,331776,-0.15919708661286022,-0.05259685074369666,0.0013056,-0.5,-7.232268926903091e-08,25.19584,-1.7317895324208554e-05,-0.3240697083897741,4508,-0.00012526552640356782,0.01,0.0,-0.02296571989338021,0.0,-132.26507131999998,129.46,-0.2245350980553449,-1.4210541442176428,-0.0011580784198127918,-0.2477441355547812,0.06496420041831946,-0.47380015562691696,0.0,-0.09603515327985303,0.3450902125536484,-0.329602333428349,-0.001638717022918475,-0.508959952770442,0.0,0.0,18,73,2.7669176536922652e-05,-34.07232093811035,6351,0.3060709635416667,0.009433641408880552,1.1161220073699951,-0.7522168159484863,0.2,1.0017189979553223,3.164645791053772,0.000299921664,0.049282588
0.0,-1.027861723273083,0.6496820480000001,350208,-0.15969895024753578,-0.0630087033404847,0.0013824,-0.5,-7.992860345097607e-08,25.20736,-1.8415826170011078e-05,-0.33933285219950804,4512,-0.0001330775748949685,0.01,0.0,-0.011223659786707196,0.0,-131.92725692,128.23,-0.227761743836163,-1.4265837624533184,-0.0012597856300254487,-0.2738586421285018,0.06523242849509697,-0.4755142902638597,0.0,-0.09577643427629207,0.4072646776254951,-0.334281386254966,-0.0007104441271318743,-0.5017316352636392,0.0,0.0,19,77,2.2786368693535525e-05,-34.07240613301595,6353,0.31787109375,0.009154815032767752,1.0235533714294434,-1.0649676322937012,0.2,1.0016683340072632,3.0593563318252563,0.000299917056,0.06656667
0.0,-1.0238901027817768,0.649664384,368640,-0.15095182648821692,-0.04928156575023704,0.0014592,-0.5,-7.236824896764684e-08,25.21888,-1.847798209465828e-05,-0.3167657320837815,4516,-0.0001326700862756197,0.01,0.0,-0.021909633270185185,0.0,-134.35474758,137.78,-0.22202759932897057,-1.4138505569263211,-0.0012404986429955045,-0.23810065673917982,0.05815128393705168,-0.4674173305136862,0.0,-0.09615576260253653,0.3025966662563618,-0.34992488243972514,-0.0021618519466654914,-0.513436054979942,0.0,0.0,20,81,3.9062356033052005e-05,-34.064541816711426,6354,0.32147216796875,0.01843089793692343,0.872234582901001,-2.280117988586426,0.2,1.0011497735977173,2.6222710609436035,0.000299912448,0.028808193
0.0,-1.0431301404954982,0.64964672,387072,-0.15164186730821289,-0.05111481092518536,0.001536,-0.5,-7.635975569825923e-08,25.2304,-1.9466371438282756e-05,-0.31736453416427435,4521,-0.00014138687896970246,0.01,0.0,-0.018525892094966297,0.0,-134.79994552999997,139.71,-0.22547880502375228,-1.408963043965534,-0.0013243483192467804,-0.2415191855464062,0.05732403868302952,-0.46662877308689854,0.0,-0.0957164900840258,0.28098598450680023,-0.3475539447375363,-0.0021830101161160404,-0.5122949220611397,0.0,0.0,21,85,3.526465540441374e-05,-34.07566528320312,6355,0.344091796875,0.021295908838510513,0.7162269353866577,-2.4405925273895264,0.2,1.0019431114196777,2.3784346103668215,0.00029990784,0.030991245
0.0,-1.0393780935081909,0.649629056,405504,-0.16908198426489657,-0.05769603949561476,0.0016128,-0.5,-7.577486617166437e-08,25.24192,-2.1415232969375766e-05,-0.31939039754563786,4525,-0.00015546203469099862,0.01,0.0,-0.019451147298156723,0.0,-135.99533222,144.49,-0.22701288805185588,-1.3798046301459521,-0.001429579547946067,-0.25327312095401394,0.058944415558818734,-0.47679895288828966,0.0,-0.0952148369371817,0.3249857926208536,-0.3314127035245398,-0.0024946955090854317,-0.5076989281797237,0.0,0.0,22,89,4.5572747088347874e-05,-34.075320434570315,6356,0.3396484375,0.02467932291328907,0.6863343715667725,-2.6872925758361816,0.2,1.0018991231918335,2.230170798301697,0.00029990323199999996,0.03136605
