reward_terms/torque,curriculum/ctrl_drop_prob,reward_terms/stance_time,reward_terms/phase_contact,reward_terms/stop,reward_terms/upright,time/fps,reward_terms/height,reward_terms/step_rate,reward_terms/coef_rate,reward_terms/action_rate,reward_terms/hip_roll,rollout/ep_len_mean,curriculum/ctrl_jitter_ms,reward_terms/foot_slip,reward_terms/vz,reward_terms/energy,curriculum/ent_coef,curriculum/eff_scale,curriculum/stance_ratio,time/iterations,time/total_timesteps,time/time_elapsed,curriculum/sprint_dist_m,reward_terms/ang_xy,reward_terms/assist_pen,reward_terms/fwd_speed,reward_terms/clearance,reward_terms/alive,reward_terms/stance,rollout/ep_rew_mean,reward_terms/time,reward_terms/overrun,reward_terms/lat_vel,reward_terms/foot_ahead,reward_terms/residual,reward_terms/angmom,reward_terms/motor_vel,reward_terms/air_time,train/value_loss,train/clip_range,train/std,train/clip_fraction,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/loss,train/policy_gradient_loss,train/n_updates
-0.0005138403913753307,0.0,0.0,-0.27532345032628164,0.0,-0.8593613598812675,4164,-0.009608025891596693,-0.011466471354166941,-0.9879356668372341,-0.1471970242327233,-0.10740926784633038,112.87,0.0,-0.5451863826219725,-0.20739115414861464,-5.4707387221517766e-05,0.01,0.000768,0.6498233600000001,11,202752,48,25.1152,-0.5426032990003705,0.0,0.0860900640871818,0.0908784114399509,0.0,-0.23326641794442582,-128.16448547,-0.5,0.0,-3.958225763642885e-08,0.0,-0.09274099643997119,-0.17452318494321248,-1.00506003444576e-05,0.00027614977120214864,38.32787577311198,0.2,1.0007610321044922,0.3299153645833333,-34.06314468383789,0.03705935,0.0002995392,-1.3513526916503906,18.215234756469727,0.020913071852798264,20598
-0.0005584836831689136,0.0,0.0,-0.2902361600588914,0.0,-0.850686476588739,4191,-0.011744261145832885,-0.011140950520833588,-1.0033788278696685,-0.1481821617380021,-0.10567862171161918,108.67,0.0,-0.5352356067208458,-0.21870297454693755,-5.908801147539645e-05,0.01,0.0008448,0.649805696,12,221184,52,25.12672,-0.5258440283133442,0.0,0.03429418521446252,0.09121424762804548,0.0,-0.2193256039779697,-127.1390143,-0.5,0.0,-4.3237338881812954e-08,0.0,-0.09272379119968974,-0.18583650178642608,-1.0857435783771212e-05,6.835918369082113e-05,48.69483489990235,0.2,1.0013560056686401,0.287158203125,-34.07025680541992,0.025813859,0.00029949311999999997,-2.3154125213623047,17.338985443115234,0.013777888379991055,20599
-0.0006369035810573413,0.0,0.0,-0.2772082570812247,0.0,-0.8528862514624804,4214,-0.009748750830575451,-0.011694335937500279,-0.9799685713503629,-0.1480935450518894,-0.09990637414197784,108.04,0.0,-0.5311794621591951,-0.20526044725656456,-6.690832150232082e-05,0.01,0.0009216,0.649788032,13,239616,56,25.13824,-0.5448547772970753,0.0,0.08143770127096671,0.08760371746678079,0.0,-0.2057766890937237,-126.9801976,-0.5,0.0,-4.1233238813288557e-08,0.0,-0.09290673154830766,-0.18038542000002278,-1.2305689932646162e-05,4.286012457062801e-05,26.34820423126221,0.2,1.0032860040664673,0.294287109375,-34.09139633178711,0.04104982,0.00029944704,-2.1166908740997314,9.944588661193848,-0.007047637132927775,20601
-0.0006551389808374571,0.0,0.0,-0.26585062704345874,0.0,-0.8447435280320448,4237,-0.009002482930703694,-0.011848958333333616,-0.9848497173173835,-0.14628154046055167,-0.11485508267187311,112.43,0.0,-0.5440308035287441,-0.19226279519139278,-7.169078552428517e-05,0.01,0.0009984,0.649770368,14,258048,60,25.14976,-0.5010998246854501,0.0,0.08817621696489064,0.0860329483073447,0.0,-0.2812105189155545,-128.05893228000002,-0.5,0.0,-3.9302394693693914e-08,0.0,-0.0932427148566052,-0.16708340878625486,-1.3748046297094863e-05,0.00014702666925990747,21.20814100901286,0.2,1.002325177192688,0.3594563802083333,-34.0814266204834,0.07535358,0.00029940095999999997,-2.628357410430908,9.01194953918457,0.016561463475227356,20603
-0.0007515021421092195,0.0,0.0,-0.2660495449994034,0.0,-0.8397736834088396,4256,-0.011474221081319659,-0.011686197916666943,-0.96168245237482,-0.14648386177207928,-0.10300225432876202,105.04,0.0,-0.5423197072971718,-0.22745098624373897,-8.143388860769053e-05,0.01,0.0010752,0.6497527040000001,15,276480,64,25.16128,-0.556050444693873,0.0,0.133657322761383,0.09615194040150188,0.0,-0.23493818075015266,-126.20196548,-0.5,0.0,-4.063595413559466e-08,0.0,-0.09314863028425797,-0.1838244037037737,-1.5488041754964112e-05,0.00011610215814370249,23.218760808308918,0.2,1.000871181488037,0.241455078125,-34.06464767456055,0.021200499,0.00029935488,-1.2298634052276611,10.952533721923828,0.013728825530658165,20604
-0.0008052592999748691,0.0,-2.57701289633082e-05,-0.2669450459315349,0.0,-0.8207980621880285,4273,-0.00994561919379993,-0.011873372395833616,-0.951758153465074,-0.14639238976516336,-0.11219076394495005,109.76,0.0,-0.5609381432936418,-0.19348995456280618,-8.998229470956196e-05,0.01,0.001152,0.64973504,16,294912,69,25.1728,-0.5630084600250176,0.0,0.10998663382588048,0.09137587471013178,0.0,-0.27147995710017453,-127.39247131,-0.5,0.0,-4.032388391525383e-08,0.0,-0.0934328563206662,-0.16999772130646276,-1.6994056177746896e-05,0.00013943118715865744,24.453360239664715,0.2,1.0018229484558105,0.2974039713541667,-34.07632700602213,0.05637254,0.0002993088,-1.5233550071716309,9.60365104675293,0.011955366702750325,20606
-0.0008473097031466521,0.0,0.0,-0.2600777418334645,0.0,-0.8299151458924926,4287,-0.011513869655409568,-0.01153971354166694,-0.9419171100572145,-0.1455395823819926,-0.10112170552828197,105.44,0.0,-0.5272814613792566,-0.2235590516066268,-9.628264927844387e-05,0.01,0.0012288,0.649717376,17,313344,73,25.18432,-0.5435602809928084,0.0,0.13580219574525332,0.0998580946784945,0.0,-0.22184124717597137,-126.30216875999999,-0.5,0.0,-4.196909458135117e-08,0.0,-0.09335773427689366,-0.17477529411556636,-1.8815319623823802e-05,4.231754185942312e-05,28.556935223666105,0.2,1.0030689239501953,0.3528719815340909,-34.087859413840555,0.052488543,0.00029926272,-1.089953899383545,9.965362548828125,-0.002670179555107924,20609
-0.0009193293247370208,0.0,0.0,-0.2640183232568567,0.0,-0.8089543453963531,4299,-0.01183249447772201,-0.011767578125000282,-0.9450843774877684,-0.14898752824196446,-0.09868073661785987,102.33,0.0,-0.5435465279731475,-0.21219547036427627,-0.00010448405234773172,0.01,0.0013056,0.649699712,18,331776,77,25.19584,-0.5908078830251475,0.0,0.09524317996521757,0.09607243316957607,0.0,-0.19082946601573864,-125.53393855999998,-0.5,0.0,-4.667726324208791e-08,0.0,-0.09294496104459245,-0.1807252600078756,-2.0346001077899266e-05,5.3710818368320666e-05,18.392393520900182,0.2,1.0016913414001465,0.33984375,-34.07348142351423,0.04626994,0.00029921664,-1.4810137748718262,7.1059346199035645,0.003368865299437727,20611
-0.0009885142827876527,0.0,0.0,-0.28346431724019333,0.0,-0.789875848673453,4310,-0.012275715899184258,-0.012386067708333639,-0.9634361515934443,-0.1477623238569087,-0.10662184834596457,107.99,0.0,-0.5509412067548545,-0.2150157335910998,-0.00011139926648358132,0.01,0.0013824,0.6496820480000001,19,350208,81,25.20736,-0.5531398751179515,0.0,0.04145945687688481,0.09035461009664257,0.0,-0.23997965224989656,-126.95789342000002,-0.5,0.0,-4.4551036405307626e-08,0.0,-0.0935524071053655,-0.19382978550623362,-2.1166585701445626e-05,0.00010525142230714361,18.443750381469727,0.2,1.0013927221298218,0.333984375,-34.07011413574219,0.057500906,0.00029917056,-1.6364984512329102,7.133033752441406,0.009580714240049323,20613
-0.0010465317251264971,0.0,0.0,-0.2732384098316371,0.0,-0.7818641952991225,4321,-0.010070797290110397,-0.012182617187500293,-0.9453920022145448,-0.14790757695805015,-0.10310968552006247,103.51,0.0,-0.5537342825909425,-0.20363070231682034,-0.00011899206632559698,0.01,0.0014592,0.649664384,20,368640,85,25.21888,-0.5883567203615347,0.0,0.09537279125518226,0.09427795768987211,0.0,-0.21591060588664807,-125.80781590999999,-0.5,0.0,-4.2056400292361566e-08,0.0,-0.09333964793886619,-0.17461632247689726,-2.3013348278014245e-05,0.0001589623732595808,16.920031706492107,0.2,1.0016539096832275,0.2685546875,-34.07348187764486,0.054773502,0.00029912448,-2.0755815505981445,6.859799385070801,0.005373355408664793,20615
-0.0011563107311118792,0.0,0.0,-0.27264023371261215,0.0,-0.7359939684362794,4330,-0.011719394170966542,-0.011523437500000268,-0.9611916571534707,-0.14714530715798693,-0.1116802798625054,117.98,0.0,-0.5494520102854306,-0.20065510696481187,-0.00012925276133551276,0.01,0.001536,0.64964672,21,387072,89,25.2304,-0.6046419139317343,0.0,0.12267304407753092,0.09574084444892468,0.0,-0.24413455526261052,-129.21977044,-0.5,0.0,-4.819099186367172e-08,0.0,-0.09372713285277717,-0.1667873184226614,-2.5071975580987154e-05,0.0001280379429873493,14.168748060862223,0.2,1.0019677877426147,0.2809651692708333,-34.07713190714518,0.059477143,0.0002990784,-1.7917425632476807,5.768190383911133,0.007376429547245304,20617
-0.0012157882131391543,0.0,0.0,-0.2654775479816688,0.0,-0.7441581291103277,4338,-0.011531063743567391,-0.011897786458333618,-0.9689465606617175,-0.14764804139013135,-0.11191482672613898,111.78,0.0,-0.5543458430748491,-0.20594496806375753,-0.00013476443155318812,0.01,0.0016128,0.649629056,22,405504,93,25.24192,-0.6010360437869645,0.0,0.0732189967845677,0.09565410255258272,0.0,-0.23399358278526716,-127.74555496,-0.5,0.0,-4.511380922582209e-08,0.0,-0.0938581798943007,-0.17884056081113445,-2.5641281971084052e-05,0.00011881482916780644,57.16273625691732,0.2,1.0006906986236572,0.24015299479166666,-34.062522888183594,0.021388367,0.00029903232,-0.0024690628051757812,28.700044631958008,0.007353330807139476,20618
-0.0012289025213930863,0.0,0.0,-0.2584495316312462,0.0,-0.7841247837177403,4347,-0.013430751446984902,-0.011531575520833608,-0.9723354069466151,-0.14650460069235874,-0.11167958525837791,116.47,0.0,-0.533495074950978,-0.2338702112700173,-0.00013632670305827635,0.01,0.0016896,0.6496113920000001,23,423936,97,25.25344,-0.5631196339335496,0.0,0.03955087017986296,0.10225226102745413,0.0,-0.2658009400769841,-129.04076244,-0.5,0.0,-4.797898653596056e-08,0.0,-0.09386191314154252,-0.18063419591626342,-2.5729942759363906e-05,0.00011447457169803481,77.14304733276367,0.2,1.0009000301361084,0.26458740234375,-34.0653190612793,0.024313334,0.00029898624,0.11630576848983765,31.748981475830078,0.008550928730983287,20619
-0.001316671370770556,0.0,0.0,-0.2669961032124024,0.0,-0.7249152788362332,4351,-0.010662596147460252,-0.011474609375000269,-0.9705544428144841,-0.14850405192302382,-0.104846379158985,119.0,0.0,-0.5606166626930382,-0.1973548012927776,-0.0001477622439147755,0.01,0.0017664,0.649593728,24,442368,101,25.26496,-0.5994437767572945,0.0,0.10528054672575386,0.09358773008742799,0.0,-0.24024223252307164,-129.64046610000003,-0.5,0.0,-4.8287671531958694e-08,0.0,-0.09346352006391595,-0.18963434456512757,-2.864512484065194e-05,0.00011013432069578105,21.15287208557129,0.2,1.0039856433868408,0.3614583333333333,-34.10022176106771,0.04330959,0.00029894016,-1.2740814685821533,6.1538543701171875,-0.010631465290983518,20622
-0.0014137396946385203,0.0,0.0,-0.2636568388301863,0.0,-0.700382292286859,4356,-0.008608649521242575,-0.011889648437500287,-0.9589476775575374,-0.14887725853997325,-0.10665803002096408,102.58,0.0,-0.5587694524266936,-0.1848380439521116,-0.00015974833493177147,0.01,0.0018432,0.649576064,25,460800,105,25.27648,-0.6120649528069965,0.0,0.07190368075817899,0.09308785003742481,0.0,-0.23714637987939888,-125.28808671,-0.5,0.0,-4.529985615016952e-08,0.0,-0.09350269764147298,-0.1781006331967238,-3.0062291299076506e-05,9.657096557526125e-05,24.42447454279119,0.2,1.0029270648956299,0.3496315696022727,-34.089298941872336,0.046870418,0.00029889407999999997,-1.1922414302825928,9.236380577087402,-0.002109843073412776,20625
-0.0014217603173477806,0.0,0.0,-0.2620073834012508,0.0,-0.7132441676044048,4359,-0.014480004603459377,-0.011604817708333607,-0.967290076585348,-0.14785239055620514,-0.1108865621888628,102.85,0.0,-0.5499048384305223,-0.21219362953001214,-0.0001655081314943304,0.01,0.00192,0.6495584,26,479232,109,25.288,-0.6339798633186933,0.0,0.0004090635205925145,0.09609041372550833,0.0,-0.21867679634779735,-125.68413555,-0.5,0.0,-4.629936902881897e-08,0.0,-0.09401524398813388,-0.18824642007194303,-3.234339748282486e-05,0.00019748226946426762,34.77392260233561,0.2,1.0037397146224976,0.3606092664930556,-34.10113525390625,0.041733082,0.000298848,0.6196001768112183,12.387948036193848,-0.009767638234835532,20629
-0.0015247018180834628,0.0,0.0,-0.2542197101252894,0.0,-0.6959681556951174,4363,-0.014506562464801025,-0.011735026041666947,-0.949004169251496,-0.14689445438980975,-0.11765634772401769,101.57,0.0,-0.5505270541217075,-0.21854482994247543,-0.00017704338865110955,0.01,0.0019968,0.6495407360000001,27,497664,114,25.29952,-0.641329063876945,0.0,0.045173003107985166,0.09767217689183977,0.0,-0.2774555214435691,-125.3389362,-0.5,0.0,-4.639359823995907e-08,0.0,-0.09433922476779841,-0.20000065645194592,-3.3807109547748934e-05,0.00010633656832699974,19.59606736501058,0.2,1.0032038688659668,0.30887044270833336,-34.090283711751304,0.03791359,0.00029880191999999997,-1.7621958255767822,5.736038684844971,-0.017187241511419416,20632
-0.0015692397396190022,0.0,0.0,-0.23807902270680245,0.0,-0.6790591051066311,4366,-0.01422188611677314,-0.011873372395833616,-0.8998349501042081,-0.14826379648339547,-0.10479205395574548,92.92,0.0,-0.5085596623556325,-0.21945843117923153,-0.00018687607505288062,0.01,0.0020736,0.649523072,28,516096,118,25.31104,-0.6716520485826244,0.0,0.09508688463792471,0.10958505742433727,0.0,-0.19006151675633468,-123.17330186999999,-0.5,0.0,-4.660038285056406e-08,0.0,-0.09351794852873598,-0.18867425162963067,-3.646280329552763e-05,0.00010579403412217896,27.928189849853517,0.2,1.0009853839874268,0.287548828125,-34.066182708740236,0.027701467,0.00029875584,-0.1872028112411499,11.892845153808594,0.01179954274557531,20633
-0.0016289966975570201,0.0,0.0,-0.2384278568350304,0.0,-0.6947321589841378,4368,-0.016292749538503497,-0.012019856770833623,-0.9231297514057791,-0.1480784136464399,-0.1168543089502757,114.25,0.0,-0.5432081230739025,-0.21545803664175536,-0.00019275056302694277,0.01,0.0021504,0.649505408,29,534528,122,25.32256,-0.6252877558904879,0.0,0.10027405624324805,0.10236748483168003,0.0,-0.24603529210616756,-128.46362344000002,-0.5,0.0,-4.335983184165154e-08,0.0,-0.09415803638308326,-0.19543647635507427,-3.870418638795945e-05,0.00010308135663055711,26.873674440383912,0.2,1.0042462348937988,0.3016845703125,-34.10160484313965,0.033087682,0.00029870976,0.29328453540802,7.210569381713867,-0.017968484025914222,20637
-0.0017351338507230736,0.0,0.0,-0.24794120291185415,0.0,-0.6925845631292485,4371,-0.01612227655922023,-0.011759440104166942,-0.9216201308532084,-0.14587255511341848,-0.11929991950727298,103.8,0.0,-0.5145382625134164,-0.21956628086161534,-0.00020158210399661518,0.01,0.0022272,0.649487744,30,552960,126,25.33408,-0.661572492378816,0.0,0.03620696811550341,0.10585001874900109,0.0,-0.27282663483772,-125.88279252999999,-0.5,0.0,-4.7230401946600035e-08,0.0,-0.09411889860533093,-0.19707302697576579,-3.9058569967125666e-05,0.00017089812253187929,16.859075632962313,0.2,1.002556562423706,0.3182927911931818,-34.08289198441939,0.047491968,0.00029866368,-0.7031011581420898,5.959930419921875,-0.007744680243459615,20640
-0.001784688816325886,0.0,0.0,-0.2462886629710277,0.0,-0.6346145243927691,4377,-0.012934907994533097,-0.011735026041666936,-0.9183221195683361,-0.14674886018434083,-0.11532002351226768,109.95,0.0,-0.5288362194684392,-0.20661792999148373,-0.00021009043221932746,0.01,0.002304,0.6494700800000001,31,571392,130,25.3456,-0.6210561511481989,0.0,0.009363650843715966,0.09718330097792703,0.0,-0.2756584452041277,-127.40414114000001,-0.5,0.0,-4.552592429832386e-08,0.0,-0.09452512649176041,-0.1770436600839523,-4.1129845141038335e-05,0.00020453522706197368,22.659862995147705,0.2,1.0008763074874878,0.26202392578125,-34.06508922576904,0.026322013,0.0002986176,-0.4498279094696045,10.948829650878906,0.012176535150501877,20641
-0.00190090666789041,0.0,0.0,-0.23322186267147643,0.0,-0.6493976256623679,4381,-0.013159301278298152,-0.012027994791666951,-0.8983661408756425,-0.14618311216902463,-0.11649167889635656,109.05,0.0,-0.523815920013954,-0.21559689431269405,-0.00022346558277804143,0.01,0.0023808,0.649452416,32,589824,134,25.35712,-0.6674270068218242,0.0,0.053523647889542635,0.10471273604887923,0.0,-0.22065417723259353,-127.07857265000001,-0.5,0.0,-4.847750741654716e-08,0.0,-0.09453520314282914,-0.17794425789345134,-4.427252957384715e-05,0.0002039926540520456,13.493552049001059,0.2,1.001415491104126,0.2788899739583333,-34.07153447469076,0.04866427,0.00029857152,-1.025268793106079,6.050112247467041,0.0037516980276753507,20643
-0.0019028292603636783,0.0,0.0,-0.24656792950876408,0.0,-0.6937172856359177,4385,-0.01573294169762979,-0.011238606770833595,-0.9053870069946564,-0.14684667465665224,-0.1201259445555279,100.93,0.0,-0.4995743913106241,-0.20390844611508077,-0.00022392455916424718,0.01,0.0024576,0.649434752,33,608256,138,25.36864,-0.6712266988335582,0.0,0.015510089255413797,0.10272928689582297,0.0,-0.2078095840531929,-124.93558587000001,-0.5,0.0,-5.525559275214993e-08,0.0,-0.09370859765195821,-0.1700084962917486,-4.3569898793109094e-05,0.00024956552078947425,18.962978839874268,0.2,1.000793218612671,0.260009765625,-34.06375980377197,0.023229066,0.00029852544,-1.534898281097412,9.242344856262207,0.01190072123426944,20644
-0.0020447455882235625,0.0,0.0,-0.25126834756597166,0.0,-0.6370593946966902,4388,-0.009677302876069141,-0.01174316406250028,-0.9095969009556841,-0.14802564828075354,-0.1140043143353814,97.02,0.0,-0.5153967715859498,-0.19734723172931767,-0.0002410166298668749,0.01,0.0025344,0.649417088,34,626688,142,25.38016,-0.6912252370392946,0.0,0.03717251131685834,0.10071731144656373,0.0,-0.24897561538014004,-124.21596401,-0.5,0.0,-5.010305824350853e-08,0.0,-0.09372699101747979,-0.16994416208785498,-4.6598087898051505e-05,0.00010362386819906533,17.232697168986004,0.2,1.001807689666748,0.3294542100694444,-34.07599427964952,0.04413141,0.00029847935999999996,0.005439162254333496,5.989925384521484,0.0019471571108119355,20646
-0.002076146347540617,0.0,0.0,-0.24700291248373357,0.0,-0.6398263678845614,4392,-0.0127059999670815,-0.01110026041666692,-0.8928783797957868,-0.1487376853717176,-0.09934735348037721,90.91,0.0,-0.4955651046135902,-0.22258600849645038,-0.0002526920315733719,0.01,0.0026112,0.6493994240000001,35,645120,146,25.39168,-0.6971501354354208,0.0,0.05333654282614437,0.10904040190759173,0.0,-0.18412296351196997,-122.67446197,-0.5,0.0,-5.185538494247436e-08,0.0,-0.09318983960397202,-0.17536525354679672,-4.97549646718191e-05,0.00011555963364015851,11.33159844080607,0.2,1.0013293027877808,0.2649739583333333,-34.06939570109049,0.05152154,0.00029843328,-0.9159140586853027,4.794956684112549,0.004825818507621686,20648
