reward_terms/torque,reward_terms/hip_roll,curriculum/eff_scale,reward_terms/motor_vel,reward_terms/stance,reward_terms/foot_slip,reward_terms/height,rollout/ep_len_mean,time/time_elapsed,reward_terms/stance_time,reward_terms/assist_pen,reward_terms/air_time,reward_terms/energy,time/fps,reward_terms/stop,reward_terms/alive,reward_terms/action_rate,reward_terms/phase_contact,reward_terms/lat_vel,reward_terms/ang_xy,reward_terms/upright,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/angmom,curriculum/stance_ratio,time/iterations,rollout/ep_rew_mean,time/total_timesteps,reward_terms/time,reward_terms/vz,reward_terms/coef_rate,reward_terms/clearance,reward_terms/residual,reward_terms/fwd_speed,curriculum/ent_coef,train/explained_variance,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/std,train/approx_kl,train/loss
-0.00022235913020638516,-0.004169769626519316,0.000768,-1.5618519482110565e-06,0.0,-0.10503667731823957,-0.0642615968336928,284.77,51,-0.10023819288956777,0.0,0.0,-1.661852092347089e-05,3940,0.0,0.0,-0.21851862558915963,-0.5970190987798282,-2.4207709281534764e-08,-9.414410261224924e-06,-6.773899141258598e-08,25.1152,0.0,0.0,0.6498233600000001,11,-171.15476961000002,202752,-0.5,-0.2531447536529421,-1.5626321163890415,0.028685900041537607,-0.06119965042471699,-1.3425907491921218,0.01,0.7072873115539551,240.60944900512695,0.00595703125,0.00029993856,-34.074142646789554,-0.009430807363241912,40,0.2,1.001744270324707,0.0029688023,110.98528289794922
-0.0002447742336585015,-0.004344822449258722,0.0008448,-1.6784912496948872e-06,0.0,-0.0972602390312898,-0.06351771585426885,285.72,55,-0.11940429123933427,0.0,0.0,-1.798236864436293e-05,3988,0.0,0.0,-0.21645220248165198,-0.5990393422851351,-2.5150991510445812e-08,-9.55983681672876e-06,-6.959260249714385e-08,25.12672,0.0,0.0,0.649805696,12,-171.38880626,221184,-0.5,-0.2500441864318572,-1.5655262652052764,0.028363362634436298,-0.061476759338169935,-1.3632235178347323,0.01,0.7060213685035706,233.57006454467773,0.00836181640625,0.000299932416,-34.07144641876221,-0.009909580706153064,44,0.2,1.0016248226165771,0.0033879064,112.57842254638672
-0.00025948162081975324,-0.004298510216850626,0.0009216,-1.8940882546609144e-06,0.0,-0.103571785267564,-0.05858181049620094,282.04,59,-0.1084567732792089,0.0,0.0,-1.9722404981416314e-05,4029,0.0,0.0,-0.2158516676407944,-0.6091836099256877,-2.4513520794894472e-08,-9.71618858422404e-06,-6.932051398998963e-08,25.13824,0.0,0.0,0.649788032,13,-170.46507248,239616,-0.5,-0.2317882696867133,-1.5648907282606823,0.02614289277049842,-0.0612864261074278,-1.27562274602726,0.01,0.6965959072113037,220.378897857666,0.00574951171875,0.000299926272,-34.07182369232178,-0.008895271830260754,48,0.2,1.0015372037887573,0.0028862376,91.82874298095703
-0.000287014441868287,-0.004553828026737632,0.0009984,-1.98803476525872e-06,0.0,-0.111051476137925,-0.06343665952393844,295.54,63,-0.15299221149083073,0.0,0.0,-2.1179164764040717e-05,4065,0.0,0.0,-0.21697691643189784,-0.5993366851114241,-2.460053253054465e-08,-9.460713506083524e-06,-7.109043954550796e-08,25.14976,0.0,0.0,0.649770368,14,-173.83559168999997,258048,-0.5,-0.24714829808187172,-1.5576304032851864,0.027503960952665486,-0.06144634889702389,-1.347432017932327,0.01,0.690022349357605,192.14562530517577,0.0067138671875,0.000299920128,-34.07309284210205,-0.009361061418894678,52,0.2,1.0018270015716553,0.0031475388,88.58483123779297
-0.00031259292882892793,-0.003455686499321627,0.0010752,-2.1266509612919187e-06,0.0,-0.12596336974674852,-0.056262099525710894,299.68,67,-0.14856416218713597,0.0,0.0,-2.282134667802349e-05,4096,0.0,0.0,-0.21691526959867624,-0.612879612872603,-2.408609345075804e-08,-9.653505463493276e-06,-7.67008394808868e-08,25.16128,0.0,0.0,0.6497527040000001,15,-174.86794841,276480,-0.5,-0.22120230583294315,-1.5654531847708775,0.024662027698885106,-0.061319220981792,-1.2100054074159317,0.01,0.6625919342041016,191.84260101318358,0.0071533203125,0.000299913984,-34.07752590179443,-0.009769895474892109,56,0.2,1.0020818710327148,0.00322565,87.36936950683594
-0.0003425261902890145,-0.0038540909579998137,0.001152,-2.3070926433579693e-06,0.0,-0.12055721612330286,-0.06394503377836602,302.42,71,-0.14163993461180427,0.0,0.0,-2.4702449587256758e-05,4124,0.0,0.0,-0.21854410317999667,-0.6036824710225335,-2.487269972632047e-08,-9.530796634567414e-06,-7.542674161534563e-08,25.1728,0.0,0.0,0.64973504,16,-175.55794198,294912,-0.5,-0.2381606398748342,-1.5628605989097613,0.026900383230288122,-0.06120454155744722,-1.2725579100456061,0.01,0.6710731983184814,161.72365341186523,0.00635986328125,0.00029990784,-34.081218528747556,-0.009103891788981855,60,0.2,1.002441644668579,0.0032595391,67.7197494506836
-0.00036042941611624693,-0.003092147022883656,0.0012288,-2.3471349302073115e-06,0.0,-0.14255318762805533,-0.04779861030307953,321.24,75,-0.27077618868012604,0.0,0.0,-2.5424921925278736e-05,4151,0.0,0.0,-0.21575427110588194,-0.6274628258546038,-2.35151219390362e-08,-1.0110683964606414e-05,-8.370743861839016e-08,25.18432,0.0,0.0,0.649717376,17,-180.26138028999998,313344,-0.5,-0.18544835575877386,-1.5722115080834826,0.020198027652795696,-0.06145130383225813,-1.0151377290317969,0.01,0.6102924346923828,168.26560668945314,0.00902099609375,0.00029990169599999997,-34.08008995056152,-0.008785052178427576,64,0.2,1.002166509628296,0.003637721,78.28243255615234
-0.0004444090064247951,-0.003511818684500605,0.0013056,-2.473066507311115e-06,0.0,-0.17367473900031133,-0.060681723963654836,361.14,79,-0.23481684723325694,0.0,0.0,-2.746917704759552e-05,4173,0.0,0.0,-0.2165753830475216,-0.6282020069041105,-2.456211440554686e-08,-9.424593360899059e-06,-1.0548352404835072e-07,25.19584,0.0,0.0,0.649699712,18,-190.19696376000005,331776,-0.5,-0.19767805046183148,-1.5741896845990069,0.021282987691241238,-0.06147201021152154,-0.9326598744885872,0.01,0.635663628578186,122.21023597717286,0.01297607421875,0.00029989555199999996,-34.074778175354005,-0.010447835060767829,68,0.2,1.001756191253662,0.0044584135,48.291748046875
-0.00044578248234966177,-0.003793150604997126,0.0013824,-2.7090136470667113e-06,0.0,-0.1563006249020979,-0.05421780116966569,373.04,83,-0.25477899484232897,0.0,0.0,-2.9138943845093815e-05,4194,0.0,0.0,-0.21654571842666456,-0.6273863576005091,-2.4251271049030367e-08,-9.650451937541661e-06,-9.900303759018613e-08,25.20736,0.0,0.0,0.6496820480000001,19,-193.14679955,350208,-0.5,-0.18304993742968165,-1.5708404248281986,0.01971485370453029,-0.06137908238140834,-0.91192162120772,0.01,0.5954828262329102,130.77356491088867,0.01375732421875,0.00029988940799999996,-34.07438297271729,-0.008752469252794982,72,0.2,1.0019081830978394,0.0043440987,55.789947509765625
-0.0005424080169159173,-0.004036689471791962,0.0014592,-2.784625033807996e-06,0.0,-0.19580421865467768,-0.05842612712040215,384.48,87,-0.31497294842847623,0.0,0.0,-3.0651865829371505e-05,4212,0.0,0.0,-0.21599831907219752,-0.641873386608305,-2.379222761559318e-08,-9.617798622115309e-06,-1.2710608001814935e-07,25.21888,0.0,0.0,0.649664384,20,-195.95767,368640,-0.5,-0.1660145338112476,-1.5635443331494838,0.016953170314258397,-0.061659401512559935,-0.6727593285821671,0.01,0.5885447263717651,114.93676986694337,0.021337890625,0.000299883264,-34.07960739135742,-0.010281230905093253,76,0.2,1.0022821426391602,0.005655143,49.67572784423828
-0.0005039847991730457,-0.003071113287985773,0.001536,-2.926169164208191e-06,0.0,-0.17410970151121413,-0.05355177462446123,385.59,91,-0.27431063203483874,0.0,0.0,-3.172066115899458e-05,4230,0.0,0.0,-0.21623807135652695,-0.6326081903911809,-2.4210136419718884e-08,-9.846784114776928e-06,-1.0739787060175866e-07,25.2304,0.0,0.0,0.64964672,21,-196.20283598999995,387072,-0.5,-0.17216972110343434,-1.5619798468908774,0.017371026911338964,-0.06154251355164691,-0.7569336221450285,0.01,0.5891960263252258,107.48574829101562,0.02154541015625,0.00029987712,-34.07999248504639,-0.008274950372288004,80,0.2,1.0023889541625977,0.005329945,53.98768615722656
-0.0005779001720696504,-0.004025819156134963,0.0016128,-3.076656713818397e-06,-6.16985510189494e-08,-0.19824498605999086,-0.05698475489966347,383.29,95,-0.2768045266841202,0.0,0.0,-3.374946803000846e-05,4245,0.0,0.0,-0.21583448130765723,-0.6304440546682956,-2.440932719258326e-08,-9.655248152888434e-06,-1.237749240780388e-07,25.24192,0.0,0.0,0.649629056,22,-195.58116413,405504,-0.5,-0.16392866633423525,-1.5656325016137895,0.016736020283616846,-0.061557599528022276,-0.6919738662318476,0.01,0.5521206259727478,100.83054046630859,0.01436767578125,0.000299870976,-34.079902267456056,-0.008817632379941643,84,0.2,1.002234697341919,0.0043390677,49.93338394165039
-0.000607211898956538,-0.0034758713559896437,0.0016896,-3.16043042741693e-06,0.0,-0.2126733567429529,-0.056808970170662505,392.81,99,-0.33205639267301496,0.0,0.0,-3.4794234828639626e-05,4260,0.0,0.0,-0.2163465315966475,-0.643641432769192,-2.3584122250559123e-08,-9.645181805258233e-06,-1.2290522504089647e-07,25.25344,0.0,0.0,0.6496113920000001,23,-197.89548056,423936,-0.5,-0.16116162084481903,-1.5774335829822563,0.016190983129017386,-0.06176833165873338,-0.6191271714935754,0.01,0.45658159255981445,92.26263656616212,0.0298095703125,0.000299864832,-34.07986125946045,-0.011656809248961508,88,0.2,1.002387523651123,0.0067040427,44.23654556274414
-0.0007649772077921841,-0.003845299325170939,0.0017664,-3.2516527743952774e-06,0.0,-0.2743933648557206,-0.061907495664454144,420.76,103,-0.33791783505714396,0.0,0.0,-3.715458211810026e-05,4273,0.0,0.0,-0.21763290111835537,-0.6533201407302136,-2.41279750624315e-08,-9.409885871224368e-06,-1.6295695070674986e-07,25.26496,0.0,0.0,0.649593728,24,-204.79839662999998,442368,-0.5,-0.13828014403289324,-1.5767324423017086,0.012397352346173333,-0.06185326351844091,-0.38076826955909154,0.01,0.40732812881469727,83.27580261230469,0.0290283203125,0.000299858688,-34.08510971069336,-0.01290494236163795,92,0.2,1.0029082298278809,0.006476047,33.77519607543945
-0.0007455652590734081,-0.003491358871975246,0.0018432,-3.472847107999288e-06,0.0,-0.24706175221443283,-0.06393101968939074,421.04,107,-0.2885410575399874,0.0,0.0,-3.902736810679595e-05,4284,0.0,0.0,-0.21617101827065693,-0.6526645705709372,-2.435676408737219e-08,-9.774161264767477e-06,-1.4789837208573555e-07,25.27648,0.0,0.0,0.649576064,25,-204.88303422999996,460800,-0.5,-0.15649856303216406,-1.5643985887425669,0.014561290865971941,-0.06177571826363485,-0.5208070591998928,0.01,0.348857045173645,70.08689346313477,0.05216064453125,0.000299852544,-34.09257259368896,-0.013158887182362378,96,0.2,1.0034725666046143,0.007632102,33.0948600769043
-0.0006744342406968252,-0.00361339668975794,0.00192,-3.608301738961365e-06,0.0,-0.21511465700455887,-0.05052939019216121,421.52,111,-0.37014764733127475,0.0,0.0,-3.97954658444168e-05,4294,0.0,0.0,-0.21735661542052326,-0.6486069476056354,-2.3706712529741723e-08,-9.891068637740162e-06,-1.2241298335105272e-07,25.288,0.0,0.0,0.6495584,26,-205.06844163999997,479232,-0.5,-0.149098699243294,-1.572632572502091,0.01464614917046677,-0.06188717657631196,-0.6033630029663642,0.01,0.2666112184524536,76.7606273651123,0.04874267578125,0.00029984639999999996,-34.09226989746094,-0.012600833969190716,100,0.2,1.0033791065216064,0.0071164765,40.218055725097656
-0.0007144691606091181,-0.0034846211078446345,0.0019968,-3.7069973018273323e-06,0.0,-0.1954475569643119,-0.0569265800608321,400.95,115,-0.30842466942461516,0.0,0.0,-4.10153748190089e-05,4304,0.0,0.0,-0.2159108325322514,-0.6459867624488735,-2.3504372814467726e-08,-9.777312140108623e-06,-1.2528971179550784e-07,25.29952,0.0,0.0,0.6495407360000001,27,-200.04471794,497664,-0.5,-0.16385885857333518,-1.5631674607762223,0.016599655053255797,-0.0617643006659094,-0.6831456825572835,0.01,0.2575419545173645,60.08623352050781,0.0475341796875,0.00029984025599999996,-34.09110317230225,-0.014021010539727286,104,0.2,1.0033291578292847,0.008080332,25.511865615844727
