reward_terms/time,reward_terms/energy,reward_terms/stance,reward_terms/vz,curriculum/eff_scale,time/time_elapsed,curriculum/ent_coef,curriculum/stance_ratio,time/fps,curriculum/pitch_assist,reward_terms/overrun,reward_terms/ang_xy,reward_terms/lat_vel,reward_terms/stop,reward_terms/torque,reward_terms/air_time,reward_terms/foot_slip,reward_terms/fwd_speed,reward_terms/upright,reward_terms/residual,reward_terms/hip_roll,time/iterations,reward_terms/clearance,reward_terms/alive,reward_terms/stance_time,reward_terms/height,reward_terms/angmom,rollout/ep_rew_mean,reward_terms/action_rate,rollout/ep_len_mean,reward_terms/phase_contact,time/total_timesteps,reward_terms/motor_vel,reward_terms/coef_rate,train/learning_rate,train/explained_variance,train/std,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/value_loss,train/loss,train/entropy_loss
0.0,0.0,-0.002395408494630759,-0.11507228426506051,0.0,70,0.01,0.65,2885,0.995392,0.0,-0.4016199591025318,-8.148516567546472e-09,0.0,0.0,9.223080188449886e-05,-0.8747214990238592,0.8361750173584085,-0.0677880971245875,-0.2573358292404343,-0.027408070135978225,11,0.06868316176896766,0.5,-0.0013183568371459842,-0.025660637924997537,-0.20560062819096872,-126.64815767,-0.18246767551682605,35.55,-0.45492630581039367,202752,0.0,-0.8582797581611697,0.0003,-1.1266696453094482,1.0006322860717773,33461,0.011528381534541646,0.2,0.05001261,0.2964680989583333,32.32786909739176,11.360390663146973,-34.06093406677246
0.0,0.0,-0.0020144854527022558,-0.10697816763980328,0.0,76,0.01,0.65,2899,0.9949312,0.0,-0.4066426521876617,-9.175119966396927e-09,0.0,0.0,4.991310480464664e-05,-0.8736439518714115,0.8269529666449665,-0.06611975418431687,-0.2577588851762791,-0.02815000926995433,12,0.06552661517418741,0.5,-0.0017838511234408037,-0.02445279797186438,-0.2063754315630315,-126.67207665,-0.1829183095796023,35.6,-0.4638804960333824,221184,0.0,-0.848001042762519,0.0003,-0.750208854675293,1.001088261604309,33464,-0.004481022415513342,0.2,0.0767781,0.2761896306818182,16.237834930419922,5.905744552612305,-34.06499134410512
0.0,0.0,-0.003931149130361741,-0.11017642261693,0.0,82,0.01,0.65,2911,0.9944704,0.0,-0.4163671127277017,-9.055159255849318e-09,0.0,0.0,6.727418642387622e-05,-0.8811690520449155,0.8503655796205571,-0.07944898673080474,-0.2575135503528549,-0.03135019141710413,13,0.06737543134601703,0.5,-0.0013932265266905436,-0.028031553001855964,-0.20977986888920552,-126.09439927,-0.18657329983293014,35.0,-0.47071700900757,239616,0.0,-0.8551221266423265,0.0003,-0.678526759147644,1.0002036094665527,33465,0.01892031356692314,0.2,0.030170316,0.276611328125,21.67360242207845,8.66004467010498,-34.05528004964193
0.0,0.0,-0.002379293994914847,-0.10724322089088496,0.0,88,0.01,0.65,2922,0.9940096,0.0,-0.4073484389404333,-1.0282022193857874e-08,0.0,0.0,7.703984091575775e-05,-0.870443436142679,0.8461713299298793,-0.07218168887619608,-0.2576677614389531,-0.0320981654679133,14,0.06799108504460444,0.5,-0.0013134742524319638,-0.023791459647840848,-0.20856531335081685,-124.73261410999997,-0.18416431070906614,34.88,-0.46369885707943,258048,0.0,-0.8481185922736375,0.0003,-0.5431733131408691,1.0007524490356445,33467,0.008518708753399551,0.2,0.050433747,0.2746175130208333,19.823750813802082,8.100151062011719,-34.06216812133789
0.0,0.0,-0.0016356902385161012,-0.10840093448060172,0.0,94,0.01,0.65,2932,0.9935488,0.0,-0.4060105960984436,-1.1087412688339458e-08,0.0,0.0,8.789053147969146e-05,-0.84747641391918,0.8659795188143656,-0.07768680809424339,-0.25717154229321315,-0.03217346073051888,15,0.0693886819827952,0.5,-0.0011442038133585204,-0.02439299821849261,-0.20909264069841976,-124.75973704,-0.18385005277239397,34.36,-0.46593231573988914,276480,0.0,-0.8286379381550354,0.0003,-0.46826624870300293,1.0013413429260254,33469,-0.000900459662079811,0.2,0.039347615,0.325537109375,16.0245304107666,6.493164539337158,-34.07016143798828
0.0,0.0,-0.002665505394995163,-0.10327872665523297,0.0,100,0.01,0.65,2942,0.993088,0.0,-0.4173115015668047,-1.3066039289602725e-08,0.0,0.0,9.006071033784085e-05,-0.8395947247367409,0.8987324112370256,-0.08184380312382931,-0.257856419120179,-0.033919104851432264,16,0.0685136981831041,0.5,-0.001019420965652292,-0.024071146671031336,-0.21239803732888335,-124.68875226999998,-0.18819582244451352,34.95,-0.4654764325881393,294912,0.0,-0.8201413661512027,0.0003,-0.26262366771698,1.0010991096496582,33471,0.005754078738391399,0.2,0.044155505,0.30918666294642855,13.795902933393206,5.923128604888916,-34.0673828125
0.0,0.0,-0.0006584849000078057,-0.10562492105714154,0.0,106,0.01,0.65,2950,0.9926272,0.0,-0.4091166083057166,-1.2195937976582157e-08,0.0,0.0,8.572040112792618e-05,-0.8290861408946112,0.9002566601406835,-0.08832358963696485,-0.2583929328648298,-0.03550706123332341,17,0.06702166086971291,0.5,-0.0008821598134495111,-0.02549705904257312,-0.2111984347128749,-125.20951437999999,-0.18447691267573532,35.53,-0.4689076891449669,313344,0.0,-0.83364278473147,0.0003,-0.9757375717163086,1.0006744861602783,33472,0.012833770597353578,0.2,0.027852768,0.280126953125,29.452983474731447,18.430700302124023,-34.06284866333008
0.0,0.0,-0.0006811833536337679,-0.10405467869019798,0.0,112,0.01,0.65,2957,0.9921664,0.0,-0.40838866392348033,-1.4322653302426944e-08,0.0,0.0,0.0001475694168928183,-0.7989352762412827,0.9451201161805266,-0.09648831397923507,-0.25770713237163956,-0.03835259850108967,18,0.06703430554362595,0.5,-0.0006651462495533957,-0.026566840407671873,-0.21128779273013157,-124.25712965000001,-0.18383025041381224,35.92,-0.4731455935819745,331776,0.0,-0.8022930307266247,0.0003,-0.3955777883529663,1.0009325742721558,33474,0.002963576465845108,0.2,0.05409064,0.23872884114583334,15.886667251586914,6.933478355407715,-34.06520207722982
0.0,0.0,-0.001084990262874984,-0.10128784911002037,0.0,118,0.01,0.65,2963,0.9917056,0.0,-0.4152134108839294,-1.3431971371560425e-08,0.0,0.0,7.378467449194027e-05,-0.7776631715189055,0.9180908479472623,-0.08901861888674845,-0.25770142640529636,-0.034176171894414166,19,0.06729770328852354,0.5,-0.0005718305263952869,-0.023054609974397164,-0.21391103353127514,-124.38352812,-0.18605994405386386,35.48,-0.46623531331836204,350208,0.0,-0.7997947113513239,0.0003,-0.2507140636444092,1.0014493465423584,33476,0.0019582822278607637,0.2,0.04052003,0.2637939453125,14.432522416114807,6.180934429168701,-34.070889472961426
0.0,0.0,-0.0005614412416894512,-0.10025659815467296,0.0,124,0.01,0.65,2970,0.9912448,0.0,-0.4065925333832783,-1.3383505070371519e-08,0.0,0.0,0.0001009114203043282,-0.763774959010918,0.916328567076929,-0.09801627191209479,-0.25766546413029184,-0.03770151015274545,20,0.06495605374322104,0.5,-0.0005989571945974603,-0.024470663434416572,-0.20963419078163503,-123.05509353,-0.18467723577221054,34.01,-0.46984424788831636,368640,0.0,-0.7955594776560395,0.0003,-0.26519763469696045,1.0007774829864502,33477,0.0164955576765351,0.2,0.03006224,0.3121337890625,16.38579273223877,9.154441833496094,-34.06382083892822
0.0,0.0,-0.0007222702901021596,-0.09989259008509271,0.0,130,0.01,0.65,2976,0.990784,0.0,-0.4023119677303973,-1.4188297340590777e-08,0.0,0.0,9.765619567284982e-05,-0.7594279393397477,0.948911039978876,-0.10048505700624293,-0.25771311168878946,-0.0407502376796521,21,0.0656874533833557,0.5,-0.0004682065272289846,-0.024955624001158763,-0.2111029345113116,-124.63035352000001,-0.18213853105315328,36.34,-0.4649589042873054,387072,0.0,-0.7952545942344986,0.0003,0.013741850852966309,1.0010058879852295,33478,0.013653616607189178,0.2,0.023018438,0.27421875,11.520247459411621,4.886505603790283,-34.06691970825195
0.0,0.0,-0.0008143656327853853,-0.10025563944853798,0.0,136,0.01,0.65,2981,0.9903232,0.0,-0.3949392130314516,-1.5073948182811918e-08,0.0,0.0,0.00012803816611671614,-0.7486857950492359,0.956577191059075,-0.10831676229383075,-0.25750464656199146,-0.04252050855454814,22,0.06498835744439169,0.5,-0.000906573836497652,-0.027032894632463427,-0.21274688786925475,-123.64903323999997,-0.17946302332102318,35.4,-0.4678165905629031,405504,0.0,-0.7722082196455939,0.0003,0.04164385795593262,1.0012646913528442,33480,0.013048636261373758,0.2,0.06420843,0.3277994791666667,12.39859676361084,5.848592281341553,-34.06935501098633
0.0,0.0,-0.0008391847997251046,-0.10156216580787536,0.0,141,0.01,0.65,2986,0.9898624,0.0,-0.4003684001021275,-1.4755108823114965e-08,0.0,0.0,0.00020833329957289,-0.7302845361933786,0.9393583721542709,-0.09915586848706545,-0.25752681184930754,-0.04072593913681995,23,0.06810651731772593,0.5,-0.0005468739384216153,-0.02342109240137495,-0.2153790951115679,-123.95823967999999,-0.1810746506529415,35.11,-0.4564132312078695,423936,0.0,-0.783585354536746,0.0003,0.21254760026931763,1.0005254745483398,33481,0.01871029008179903,0.2,0.02473042,0.26416015625,10.251298586527506,4.731575012207031,-34.060691833496094
0.0,0.0,-0.001839519096304468,-0.1048179819836475,0.0,147,0.01,0.65,2990,0.9894016,0.0,-0.39440730925526346,-1.4584764770238982e-08,0.0,0.0,0.00020073781423788104,-0.7299588679854279,0.9424972864294738,-0.09974527363134018,-0.2576965333697711,-0.04195841024505741,24,0.06628719758350105,0.5,-0.000565862690564245,-0.02487579573596478,-0.21222733868197946,-123.51559808999998,-0.1789520356314362,35.6,-0.45952833549137545,442368,0.0,-0.7685082739744926,0.0003,-0.06373941898345947,1.0004971027374268,33482,0.011428301377842823,0.2,0.021723248,0.21175130208333334,14.404581069946289,5.407504558563232,-34.06037902832031
0.0,0.0,-0.00032523994016287627,-0.10137425122347586,0.0,153,0.01,0.65,2995,0.9889408,0.0,-0.4026655284274086,-1.4492178068520675e-08,0.0,0.0,0.00013346349199612936,-0.7299030902373617,0.9533690186320225,-0.09936451471013003,-0.25738683666491,-0.03986207499539751,25,0.06562732916897901,0.5,-0.0005669477638245249,-0.02326916259603821,-0.21683488713801535,-122.7282202,-0.1810805333286865,35.05,-0.4637977030481923,460800,0.0,-0.7615275736824872,0.0003,0.12655889987945557,1.001028299331665,33483,0.013393222447484731,0.2,0.023192205,0.27880859375,11.780708122253419,5.827944278717041,-34.06649475097656
0.0,0.0,-0.00019389957222839686,-0.10565131551679798,0.0,159,0.01,0.65,2998,0.98848,0.0,-0.3962515904504667,-1.5357342553793552e-08,0.0,0.0,0.00013888886638192667,-0.72040966637479,0.9962530800565741,-0.12084659789315243,-0.2577146626599768,-0.04582137021013735,26,0.06666776490639578,0.5,-0.0008186833131023579,-0.028623208479740432,-0.2175170508401798,-125.08627844999997,-0.17762549287562146,37.64,-0.46414575509561307,479232,0.0,-0.7475115026878993,0.0003,0.22584843635559082,1.001317024230957,33485,0.009293639023477832,0.2,0.059836358,0.3030192057291667,10.193730672200521,4.2431817054748535,-34.07007280985514
0.0,0.0,-0.0005134466444596846,-0.10427241844601466,0.0,165,0.01,0.65,3001,0.9880192,0.0,-0.38552129327072854,-1.4434806137679906e-08,0.0,0.0,0.00018446173958687318,-0.6997189019755345,0.986791301596447,-0.10863126834205619,-0.25810116051292326,-0.04459203651814176,27,0.06835442817759367,0.5,-0.0003266051838484903,-0.025572541555625574,-0.21511792036790112,-122.8301845,-0.17583248117910763,36.91,-0.46078606836121544,497664,0.0,-0.7494764364983298,0.0003,0.14184176921844482,1.0016087293624878,33487,0.005990665755234659,0.2,0.041845944,0.345916748046875,11.923255562782288,4.912093162536621,-34.07450532913208
0.0,0.0,-0.0009268063654240066,-0.1005412447162922,0.0,171,0.01,0.65,3001,0.9875584,0.0,-0.3966129608421301,-1.5607715923919695e-08,0.0,0.0,0.00014973950843947628,-0.6915833612074613,0.9507888816549214,-0.09890677995454794,-0.25785418374423436,-0.04005331909884483,28,0.06686849138653458,0.5,-0.00038248614873737097,-0.02235272195510392,-0.2202041358402281,-123.96200195,-0.17951625770728188,37.28,-0.4555633125449598,516096,0.0,-0.7574149015544961,0.0003,-0.05197882652282715,1.0007448196411133,33488,0.01587019725702703,0.2,0.027069101,0.3046875,18.260111236572264,5.88985538482666,-34.06360626220703
0.0,0.0,-0.0007229249485433193,-0.09856683237104026,0.0,177,0.01,0.65,3003,0.9870976,0.0,-0.3969635734957832,-1.6581113383018513e-08,0.0,0.0,0.0002701822474288444,-0.6919421648926494,0.9647735506639441,-0.10046696628906428,-0.2576225334578689,-0.04387251905934722,29,0.0673672708793373,0.5,-0.0006949857860389682,-0.023193800572870335,-0.22168268776543482,-123.94355050999998,-0.17915001492541324,37.42,-0.4561669348193399,534528,0.0,-0.7558176338068651,0.0003,0.07268255949020386,1.0017740726470947,33491,-0.00968094845302403,0.2,0.042370066,0.2820231119791667,12.331448475519815,4.554461479187012,-34.07568836212158
0.0,0.0,-0.0003491507368773345,-0.10049550055058902,0.0,183,0.01,0.65,3006,0.9866368,0.0,-0.3868971294132661,-1.6262709769832807e-08,0.0,0.0,0.0002224392147683021,-0.6967470221405354,0.978152130048908,-0.11293734087811222,-0.2577418536630467,-0.04635744807268432,30,0.06710665303761693,0.5,-0.00048665264815402526,-0.0266728630713398,-0.21937699903329488,-121.68746324,-0.1749350978876578,34.58,-0.4586186846747869,552960,0.0,-0.745385506682275,0.0003,0.3430591821670532,1.0003975629806519,33492,0.016881954739801586,0.2,0.025712851,0.28448486328125,9.372134447097778,4.0733232498168945,-34.05940818786621
