time/iterations,reward_terms/step_rate,reward_terms/time,reward_terms/coef_rate,reward_terms/hip_roll,curriculum/stance_ratio,reward_terms/ang_xy,reward_terms/height,reward_terms/assist_pen,reward_terms/angmom,curriculum/eff_scale,time/time_elapsed,reward_terms/alive,reward_terms/torque,reward_terms/lat_vel,reward_terms/overrun,reward_terms/phase_contact,reward_terms/residual,reward_terms/action_rate,reward_terms/stance_time,reward_terms/vz,reward_terms/air_time,curriculum/ent_coef,time/total_timesteps,reward_terms/foot_ahead,reward_terms/upright,reward_terms/clearance,curriculum/ctrl_drop_prob,reward_terms/stance,reward_terms/fwd_speed,reward_terms/foot_slip,rollout/ep_rew_mean,time/fps,curriculum/sprint_dist_m,curriculum/ctrl_jitter_ms,reward_terms/energy,rollout/ep_len_mean,reward_terms/motor_vel,reward_terms/stop,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/approx_kl,train/n_updates,train/std,train/loss,train/learning_rate
11,-0.006835937500000098,-0.5,-1.3637039055598248,-0.30501255149334794,0.6498233600000001,-0.6746441691219428,-0.039595020449271406,0.0,-0.27276577401244373,0.000768,48,0.0,-0.0006701932104717103,-1.2499789460682537e-07,0.0,-0.3047879911253709,-0.09544279559784545,-0.14265330119440608,0.0,-0.40360478347509127,0.00022515144923494922,0.01,202752,0.0,-0.43125400451799745,0.13121139187195577,0.0,-0.08692563256829164,-0.2708116064878329,-0.33062196475623135,-121.56965889000001,4156,25.1152,0.0,-6.998850157865642e-05,86.4,-1.2742656790853565e-05,0.0,-0.3983560800552368,9.875942975282669,-0.018659207999007776,0.2883148193359375,0.2,-34.09340047836304,0.05443599,7409,1.003471851348877,2.7875747680664062,0.0002995392
12,-0.006982421875000103,-0.5,-1.361852890827212,-0.33505607683425437,0.649805696,-0.6938166283868912,-0.036170459177579314,0.0,-0.3241124608528256,0.0008448,52,0.0,-0.0007627380657334518,-1.476657489685926e-07,0.0,-0.30783278169084916,-0.09612831450052507,-0.13973542139552247,0.0,-0.3727171742658751,0.00023654466106866798,0.01,221184,0.0,-0.44099033689779027,0.12658323564510654,0.0,-0.09328375830951521,-0.30015383740950874,-0.35143787027609164,-122.24332649000002,4189,25.12672,0.0,-7.785002723771543e-05,89.05,-1.4070321988693262e-05,0.0,-0.600579023361206,12.00038766860962,0.017674947855994105,0.30670166015625,0.2,-34.06398963928223,0.031350985,7410,1.0007718801498413,4.798342227935791,0.00029949311999999997
13,-0.007218424479166777,-0.5,-1.372766195384206,-0.2962876123876485,0.649788032,-0.6636219845248424,-0.02668391771441273,0.0,-0.27912885442008206,0.0009216,56,0.0,-0.0007695142976603082,-1.1138764513969291e-07,0.0,-0.3219981332089869,-0.09639102704895833,-0.13827101147077828,0.0,-0.3505432400365617,0.00020236505467134217,0.01,239616,0.0,-0.4482683121785052,0.12182401485976885,0.0,-0.11099099591423767,-0.24661816398841196,-0.3675334974124797,-122.00079495999998,4212,25.13824,0.0,-8.283186657188621e-05,88.08,-1.4693795393123391e-05,0.0,-0.39719295501708984,6.889075205876277,-0.008800736162811518,0.3186598557692308,0.2,-34.090611971341644,0.041629557,7413,1.0032329559326172,1.9985653162002563,0.00029944704
14,-0.007543945312500125,-0.5,-1.376227760856226,-0.29992753919855947,0.649770368,-0.6895510644698938,-0.026492855050405068,0.0,-0.2773855349412347,0.0009984,60,0.0,-0.0008982175498266198,-1.1991245082752203e-07,0.0,-0.32506685081009185,-0.09630402484092236,-0.1422838883904892,0.0,-0.3484157885121489,0.0001106768031604588,0.01,258048,0.0,-0.42938693958913743,0.12421603590589794,0.0,-0.08697329085633948,-0.20450335580504386,-0.3698441484623306,-120.87774218,4236,25.14976,0.0,-9.221438093718996e-05,83.61,-1.632368078869133e-05,0.0,-1.407397985458374,5.216455698013306,-0.0024762087035924197,0.2971435546875,0.2,-34.0884033203125,0.03306494,7415,1.0029642581939697,1.7777290344238281,0.00029940095999999997
15,-0.007348632812500113,-0.5,-1.3781222612797588,-0.3058504607079897,0.6497527040000001,-0.7075658313872325,-0.03713185755649945,0.0,-0.29794756370960845,0.0010752,64,0.0,-0.0009701937597700729,-1.1952127721929797e-07,0.0,-0.3202730433285129,-0.09635361577908234,-0.1426468592999729,0.0,-0.376551000447992,0.00021375821476491788,0.01,276480,0.0,-0.4752173240562778,0.12880834635559674,0.0,-0.08912643415273776,-0.25709599356611357,-0.3555897466621946,-120.98807649999999,4257,25.16128,0.0,-0.0001006561211275028,84.04,-1.7970040873005073e-05,0.0,-0.49903273582458496,6.4278518812997,0.0025964679329523017,0.31068638392857145,0.2,-34.08217184884207,0.044395186,7417,1.0022614002227783,2.454388380050659,0.00029935488
16,-0.006974283854166773,-0.5,-1.3795518197054941,-0.3018262105110754,0.64973504,-0.6729905588959865,-0.03199961635953598,0.0,-0.28141713432331505,0.001152,68,0.0,-0.0009227929012048498,-1.1425647785980011e-07,0.0,-0.3209542233027075,-0.09655989036808248,-0.14039801910832156,0.0,-0.359722117979715,0.00011013428835819165,0.01,294912,0.0,-0.4106129444191495,0.1272132797725496,0.0,-0.08597459120412815,-0.2094462863297734,-0.3439218306330158,-121.30943813000002,4278,25.1728,0.0,-0.00010162384079643971,85.34,-1.875398032662463e-05,0.0,-1.5302340984344482,6.439634561538696,0.010483459569513798,0.2701416015625,0.2,-34.067288398742676,0.024129773,7418,1.0010459423065186,2.4077515602111816,0.0002993088
17,-0.007454427083333453,-0.5,-1.3527876849289011,-0.2982337370023419,0.649717376,-0.7143153381147083,-0.03320497035239842,0.0,-0.30500518563672113,0.0012288,72,0.0,-0.0010560560758444354,-1.1441596969290987e-07,0.0,-0.3165370540316432,-0.09640542920020401,-0.14018987472394875,0.0,-0.3631967216829075,0.00018880175129096542,0.01,313344,0.0,-0.42884013408631577,0.12619397855006217,0.0,-0.08309764412172206,-0.257058387097442,-0.36777405458593093,-120.02736122,4295,25.18432,0.0,-0.00010930559212448834,80.21,-1.9646939547859057e-05,0.0,-2.129739284515381,3.7243975571223666,0.00718888094914811,0.318359375,0.2,-34.084119524274556,0.04527677,7420,1.0025579929351807,1.141676425933838,0.00029926272
18,-0.0069986979166667684,-0.5,-1.3325987026655748,-0.33516463897663185,0.649699712,-0.7338807485519221,-0.03717210511413719,0.0,-0.3312227278842118,0.0013056,76,0.0,-0.0011550594099796797,-1.2219308166730493e-07,0.0,-0.30673365532952224,-0.0961797197927514,-0.1425752483567747,0.0,-0.3995963085806867,0.0002804900028018488,0.01,331776,0.0,-0.4351539425755967,0.13004863279280265,0.0,-0.09155434711058386,-0.2324092980832562,-0.3504564868889681,-120.42753342999997,4311,25.19584,0.0,-0.00012116268836847441,81.8,-2.2331040256163813e-05,0.0,-2.963890790939331,3.0515024185180666,0.02071243431419134,0.321435546875,0.2,-34.08004379272461,0.0274779,7421,1.0022211074829102,1.0247752666473389,0.00029921664
19,-0.007373046875000118,-0.5,-1.3609348970177306,-0.30227818058657413,0.6496820480000001,-0.690341535797129,-0.03538673784396615,0.0,-0.28001524109323367,0.0013824,80,0.0,-0.0011741296263415506,-1.247059278492624e-07,0.0,-0.30164426001729966,-0.09653775762751945,-0.14104871476729805,0.0,-0.39401628399455024,0.00010687906372671326,0.01,350208,0.0,-0.4231175514098844,0.13140292532223094,0.0,-0.09353815247548442,-0.21628868825973638,-0.3389876278318013,-120.60338653999999,4325,25.20736,0.0,-0.00012420703031233328,82.49,-2.2748321297950176e-05,0.0,-1.945862054824829,5.878938555717468,0.012543470598757267,0.3133544921875,0.2,-34.07491874694824,0.027509704,7422,1.001686453819275,2.854674816131592,0.00029917056
20,-0.007397460937500118,-0.5,-1.3328614044968667,-0.32223388386688845,0.649664384,-0.7074418880214427,-0.036541500351286206,0.0,-0.2829869275926611,0.0014592,84,0.0,-0.001302203230394066,-1.1613950100055095e-07,0.0,-0.308251175201305,-0.09672873404418145,-0.14069056515729872,0.0,-0.37855155696420356,0.00030544645980828337,0.01,368640,0.0,-0.44337017220336034,0.12771606469957442,0.0,-0.11977808747194842,-0.22815342095298316,-0.3671958849354446,-120.88942350999997,4337,25.21888,0.0,-0.00013017661821947138,83.66,-2.318939720226057e-05,0.0,-2.82348895072937,2.7012316385904946,0.004356521026541789,0.2579345703125,0.2,-34.08312225341797,0.049701065,7424,1.0023828744888306,0.6794264316558838,0.00029912448
21,-0.0074218750000001115,-0.5,-1.32275138865482,-0.2919596571322789,0.64964672,-0.6878737233880422,-0.03121600400611892,0.0,-0.28449943932474897,0.001536,88,0.0,-0.0013351317038934063,-1.1221433194455377e-07,0.0,-0.3136890696133121,-0.0962719824979264,-0.14217161991652238,0.0,-0.3613774407403638,0.00016872785636223853,0.01,387072,0.0,-0.4115811781090668,0.12764383722970862,0.0,-0.09052439884978408,-0.17130982381896678,-0.3595296734230559,-120.44611181,4350,25.2304,0.0,-0.00013714617945338205,81.86,-2.4673441912582535e-05,0.0,-2.317457675933838,2.0933912992477417,0.017345783300697803,0.287158203125,0.2,-34.077246856689456,0.024780136,7425,1.0019619464874268,0.562163770198822,0.0002990784
22,-0.0072184244791667785,-0.5,-1.329457912299589,-0.3398846495423665,0.649629056,-0.7520899789120644,-0.03978896617868664,0.0,-0.2975705104575757,0.0016128,92,0.0,-0.001587255769046012,-1.43136835908685e-07,0.0,-0.29203915327555546,-0.0959493343770571,-0.14288480252856856,0.0,-0.41737921816730345,0.0003027338954982244,0.01,405504,0.0,-0.4604562389317701,0.1326114645379039,0.0,-0.10682922878553948,-0.27478406269299205,-0.3502875238988511,-121.31698736,4361,25.24192,0.0,-0.00015736160070116376,85.37,-2.7774923242021498e-05,0.0,-2.0366013050079346,2.977214972178141,0.017512500906984012,0.3057454427083333,0.2,-34.067395528157554,0.03021144,7426,1.0010769367218018,1.1300947666168213,0.00029903232
23,-0.007470703125000118,-0.5,-1.3090894406780218,-0.31155573854285257,0.6496113920000001,-0.754291196094704,-0.03808153622555934,0.0,-0.2924403578694309,0.0016896,97,0.0,-0.0015467638067860527,-1.2243251404988493e-07,0.0,-0.3065477410463132,-0.09554130516149889,-0.14419747271055527,0.0,-0.39742475979165204,0.00019368451709548631,0.01,423936,0.0,-0.4505569137183402,0.1326275162699331,0.0,-0.08935936249558774,-0.1830535468434093,-0.3690627528466581,-120.59130370999999,4370,25.25344,0.0,-0.00015911582356502063,82.47,-2.7926388074547883e-05,0.0,-1.048938512802124,5.76054318745931,0.012321537050108114,0.226806640625,0.2,-34.066287994384766,0.022443047,7427,1.0009671449661255,1.4257365465164185,0.00029898624
24,-0.007210286458333445,-0.5,-1.3091379137088335,-0.30994076375052093,0.649593728,-0.7137206652275477,-0.03866647530477682,0.0,-0.3253425747756542,0.0017664,101,0.0,-0.0016439231738349382,-1.310356668399047e-07,0.0,-0.3073721033285375,-0.0956120586508516,-0.1437968545176915,0.0,-0.3825126814382442,0.00013726095009284714,0.01,442368,0.0,-0.433554618395502,0.12734414760113602,0.0,-0.08729415767112966,-0.23692099819840579,-0.3638882077963146,-120.38469402000001,4378,25.26496,0.0,-0.00016693306600993935,81.64,-2.923076848212726e-05,0.0,-1.9441947937011719,2.646086891492208,0.008505292081584534,0.3046061197916667,0.2,-34.07979965209961,0.04603621,7429,1.0020673274993896,0.73381108045578,0.00029894016
25,-0.006933593750000095,-0.5,-1.31723820976441,-0.323659385307738,0.649576064,-0.7623760111488589,-0.038497738705822196,0.0,-0.32651813285029585,0.0018432,105,0.0,-0.001681636753450191,-1.1669475245675909e-07,0.0,-0.3047235883769741,-0.09517912913988363,-0.14636251576987672,0.0,-0.3900502922662554,0.00015624967959916426,0.01,460800,0.0,-0.4392590575886868,0.13079058956546244,0.0,-0.09640096310782796,-0.2886801933428924,-0.3536070302925793,-119.61050594,4386,25.27648,0.0,-0.0001757955899819193,78.55,-3.1056784229135104e-05,0.0,-2.0274295806884766,2.275566032954625,0.005995250506592649,0.3080357142857143,0.2,-34.08030646187918,0.046284474,7431,1.0022683143615723,0.5785391330718994,0.00029889407999999997
26,-0.007503255208333452,-0.5,-1.3124839858243167,-0.32927013506939984,0.6495584,-0.7306964759933172,-0.040680972745942734,0.0,-0.3246262886519565,0.00192,109,0.0,-0.0017876175914309704,-1.2551983010004388e-07,0.0,-0.30075434357951125,-0.09538452781289236,-0.14512131116279703,0.0,-0.4259033488560677,0.0002615013153343979,0.01,479232,0.0,-0.4414980866258263,0.1310838876417709,0.0,-0.12099096667034417,-0.2638854171108555,-0.3541164946670042,-120.13372500999999,4393,25.288,0.0,-0.00018451818740941432,80.63,-3.206194799060957e-05,0.0,-2.0575389862060547,2.164243439833323,0.013561533531174064,0.3436686197916667,0.2,-34.07988421122233,0.062010415,7433,1.002200722694397,0.5698425769805908,0.000298848
27,-0.0071940104166667755,-0.5,-1.3230916153903385,-0.3261259120119905,0.6495407360000001,-0.7058053510400719,-0.0319413698014904,0.0,-0.3110427625180364,0.0019968,113,0.0,-0.00188392492405907,-1.1990845925932135e-07,0.0,-0.30922930510969815,-0.09535661820322189,-0.14658764780076453,0.0,-0.3628026076405226,0.0002956809476017952,0.01,497664,0.0,-0.44084924900312245,0.12438933882635994,0.0,-0.12204803732629281,-0.2829791621136209,-0.36279717967436786,-121.90842305999999,4400,25.29952,0.0,-0.00019185877237414532,87.74,-3.356391120805048e-05,0.0,-1.6320550441741943,10.735184828440348,0.020164263745148975,0.33544921875,0.2,-34.06326421101888,0.045677613,7434,1.0007719993591309,1.4192395210266113,0.00029880191999999997
28,-0.007690429687500128,-0.5,-1.3407700987421307,-0.3365967987876576,0.649523072,-0.6678501762101914,-0.028779198012171246,0.0,-0.27990743980292415,0.0020736,117,0.0,-0.0019086825285286543,-1.0834365179334485e-07,0.0,-0.30868302694880695,-0.09534192538518055,-0.14608659578349145,0.0,-0.3669486841122799,0.00018012117491000227,0.01,516096,0.0,-0.4193107988923426,0.12503360409978476,0.0,-0.11111110795138913,-0.25928424677672807,-0.3776247773772239,-120.85070747999998,4400,25.31104,0.0,-0.00019894405616887223,83.49,-3.630786424029543e-05,0.0,-1.6672887802124023,3.966881354649862,0.009731112668911615,0.2545572916666667,0.2,-34.06128946940104,0.022609003,7435,1.0006651878356934,1.4375728368759155,0.00029875584
29,-0.0073974609375001155,-0.5,-1.3570097239636623,-0.322844586142557,0.649505408,-0.6646614376225242,-0.0318150996896575,0.0,-0.30280025884610845,0.0021504,121,0.0,-0.0018442608402524355,-1.2911964673425672e-07,0.0,-0.3119366442202762,-0.09620261825691312,-0.14443861327304508,0.0,-0.366692535393712,0.00016058988209503391,0.01,534528,0.0,-0.45192901140583874,0.12734335255008294,0.0,-0.11661848667536323,-0.21792479153082747,-0.34743678817764473,-121.29805568999998,4405,25.32256,0.0,-0.0002023343121259278,85.29,-3.724479818491107e-05,0.0,-3.079648017883301,2.4645140852246965,0.005898467763992292,0.3079310825892857,0.2,-34.080689566476,0.044860333,7437,1.0023726224899292,0.6538387537002563,0.00029870976
30,-0.00713704427083344,-0.5,-1.316132043394096,-0.33996543181938743,0.649487744,-0.6845663697691602,-0.03101757038302824,0.0,-0.2840631924195484,0.0022272,125,0.0,-0.0021002672077940596,-1.2016237967245947e-07,0.0,-0.31086620365579765,-0.09487340908789736,-0.14734760646967332,0.0,-0.35162139756425953,0.00012261257506906986,0.01,552960,0.0,-0.4069493520154206,0.12373102114463966,0.0,-0.12390072795926213,-0.21948769623610975,-0.3669566397777973,-121.20144726999999,4411,25.33408,0.0,-0.00021879483732875212,84.9,-3.897411008477714e-05,0.0,-2.975767135620117,2.079328727722168,0.015849539125338197,0.30810546875,0.2,-34.072235870361325,0.028026152,7438,1.0014879703521729,0.5420517921447754,0.00029866368
31,-0.00717773437500011,-0.5,-1.3242702304953875,-0.3332216985734819,0.6494700800000001,-0.7168796149780626,-0.03129351698495255,0.0,-0.29926869410371615,0.002304,129,0.0,-0.002045137033982682,-1.0834733706559638e-07,0.0,-0.3134692891886156,-0.0952830527743661,-0.14722925368947448,0.0,-0.3686152297524819,0.00016221763022864857,0.01,571392,0.0,-0.4481516618391652,0.12821905371189943,0.0,-0.13628414023887775,-0.22444035318563893,-0.361302559473193,-120.18816599,4416,25.3456,0.0,-0.00021868641698155538,80.83,-3.806294246469952e-05,0.0,-3.4418530464172363,1.6080495715141296,0.011909884323055545,0.3360188802083333,0.2,-34.07964515686035,0.065084696,7440,1.0022566318511963,0.342624306678772,0.0002986176
32,-0.007226562500000113,-0.5,-1.3553593830930382,-0.31595118103999714,0.649452416,-0.6645168916742533,-0.029220884004168075,0.0,-0.30044630614286927,0.0023808,133,0.0,-0.002032302277026928,-1.0064581881995178e-07,0.0,-0.3185765928691975,-0.09628054526057486,-0.14545881017959456,0.0,-0.3340612927711842,0.0003021913839297162,0.01,589824,0.0,-0.4368147057076834,0.12551965781554097,0.0,-0.11718156210328162,-0.2017083862464883,-0.3511487528506107,-120.87728349,4421,25.35712,0.0,-0.00021342502158583351,83.64,-3.86068197850238e-05,0.0,-3.9958815574645996,1.9247339169184368,0.016170289367437363,0.2660319010416667,0.2,-34.06706746419271,0.025629655,7441,1.0010380744934082,0.4517402648925781,0.00029857152
33,-0.00716959635416677,-0.5,-1.3321849508543155,-0.3234103588673183,0.649434752,-0.6793269186625646,-0.028934825129614445,0.0,-0.2739895944423536,0.0024576,137,0.0,-0.0021628892503232867,-1.4405904204242476e-07,0.0,-0.3156087714636806,-0.09569352297983057,-0.14560723884651305,0.0,-0.3481059002658337,0.00014431393032686578,0.01,608256,0.0,-0.4368674762849775,0.12524888882639482,0.0,-0.13984749325787815,-0.23203170647878388,-0.3563302940107149,-119.95812706000001,4426,25.36864,0.0,-0.00023484362493646942,79.94,-4.138896462058814e-05,0.0,-0.6904115676879883,4.440928649902344,0.011282998975366354,0.282373046875,0.2,-34.07511596679687,0.026822101,7442,1.0016558170318604,1.3126888275146484,0.00029852544
34,-0.007202148437500109,-0.5,-1.3422554731358005,-0.3301215335774467,0.649417088,-0.6738894023238694,-0.03080144470759206,0.0,-0.2770263825925645,0.0025344,141,0.0,-0.002108580299831161,-1.0889747965719606e-07,0.0,-0.3164153473309588,-0.09580004325429568,-0.14486506144602335,0.0,-0.3644531143262704,0.0001660152467795544,0.01,626688,0.0,-0.4266082167274997,0.12665793296281616,0.0,-0.10816175058734762,-0.21662918316765958,-0.33640138455036495,-121.36634136,4429,25.38016,0.0,-0.0002321377051955175,85.55,-4.1997689644287564e-05,0.0,-2.9708786010742188,2.1596733729044595,0.0015496222509278192,0.2919650607638889,0.2,-34.08737352159288,0.039914463,7444,1.002960443496704,0.4164835214614868,0.00029847935999999996
35,-0.00730794270833345,-0.5,-1.3101529299988577,-0.32730789620419826,0.6493994240000001,-0.708644610698256,-0.030149463480743124,0.0,-0.2708544583457192,0.0026112,145,0.0,-0.002371605077988158,-1.2111708568435797e-07,0.0,-0.3151095076282275,-0.09531493925141349,-0.1440192837676778,0.0,-0.3536131376806415,0.00020128000243049528,0.01,645120,0.0,-0.45708955848373517,0.12793728791859332,0.0,-0.13257591546110328,-0.24295198460123058,-0.35994870319076105,-121.48950876999999,4434,25.39168,0.0,-0.00025140458415074014,86.07,-4.475852712799384e-05,0.0,-3.896134853363037,1.3572242657343547,0.01540128025226295,0.3541259765625,0.2,-34.08569081624349,0.0759804,7446,1.0026469230651855,0.27663737535476685,0.00029843328
