curriculum/cmd_vx_frac,reward_terms/track_heading,reward_terms/foot_slip,time/iterations,reward_terms/stance,reward_terms/torque,reward_terms/height,reward_terms/track_yaw,reward_terms/progress,reward_terms/ang_xy,reward_terms/air_time,rollout/ep_rew_mean,time/total_timesteps,reward_terms/upright,rollout/ep_len_mean,reward_terms/heading_pen,reward_terms/fwd_speed,reward_terms/yaw_rate,reward_terms/track_vx,reward_terms/action_rate,reward_terms/vz,reward_terms/lat_vel,reward_terms/track_pos,reward_terms/stance_time,time/time_elapsed,curriculum/ent_coef,reward_terms/pos_pen,time/fps,reward_terms/clearance,reward_terms/hip_roll,reward_terms/alive,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/n_updates,train/std,train/explained_variance,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range
0.009216,0.0,-0.4585939560518989,19,-0.3092527722996606,-0.08909337216479915,0.0,0.0,0.0,-2.2980118047206994e-07,0.014711037906354033,-33.207218069999996,77824,-2.3568143405049986e-08,19.87,0.0,0.10544163467410879,0.0,0.0,-0.004639952242319314,0.0,-2.766069491456098e-10,0.0,-0.027111322718328796,734,0.01,0.0,105,0.0529397845001117,-0.11426088636165475,0.5,136.22726440429688,0.018723588,0.000295392,242.86133193969727,72,0.9955177307128906,0.4987794756889343,-25.45226341485977,0.146240234375,-0.04365855219657533,0.2
0.009728,0.0,-0.4570226482962031,20,-0.28441347435759073,-0.08413802130452969,0.0,0.0,0.0,-2.4255667648833057e-07,0.013750813291099003,-38.33144313,81920,-2.695312395432823e-08,19.81,0.0,0.1464630665502848,0.0,0.0,-0.004711585143980247,0.0,-2.927648576503701e-10,0.0,-0.03014985561168624,773,0.01,0.0,105,0.05556381611065744,-0.11190145087941314,0.5,95.22174072265625,0.020654207,0.000295136,205.09922647476196,76,0.9962620139122009,0.54061359167099,-25.45590502023697,0.14794921875,-0.04255182312044781,0.2
0.01024,0.0,-0.45441934595678973,21,-0.3139143812970621,-0.08268709036220022,0.0,0.0,0.0,-2.391463331279816e-07,0.013399425792827869,-47.207819869999994,86016,-2.7522525522647957e-08,18.09,0.0,0.1385151204602993,0.0,0.0,-0.0047029975124867765,0.0,-2.9791963825054603e-10,0.0,-0.03427314625370723,812,0.01,0.0,105,0.053198415148356375,-0.11544042729904246,0.5,94.74495697021484,0.019278735,0.00029488,248.7938380241394,80,0.9963191151618958,0.4999828338623047,-25.46437495946884,0.13214111328125,-0.04273215228022309,0.2
0.010752,0.0,-0.45351000602825775,22,-0.282991443228663,-0.07893368280617678,0.0,0.0,0.0,-2.582406288546001e-07,0.013936780194732726,-38.51450808,90112,-2.9289270528863445e-08,18.64,0.0,0.14911554172136282,0.0,0.0,-0.004618678980325301,0.0,-2.9718340973841963e-10,0.0,-0.033763575061014676,851,0.01,0.0,105,0.0547013123304572,-0.11198894418794898,0.5,127.94498443603516,0.01717987,0.000294624,260.37982416152954,84,0.9963388442993164,0.562037467956543,-25.456682085990906,0.12091064453125,-0.041590223176172,0.2
0.011264,0.0,-0.4545730820059682,23,-0.3119675594576753,-0.08312523343668576,0.0,0.0,0.0,-2.827242920354122e-07,0.014037325854717292,-47.21146275999999,94208,-2.9142705378975094e-08,18.4,0.0,0.1616695133913334,0.0,0.0,-0.004761168196846503,0.0,-3.060813145473197e-10,0.0,-0.035377145620897096,891,0.01,0.0,105,0.05556991971067023,-0.11785136239862284,0.5,120.35820770263672,0.016977357,0.000294368,260.05501985549927,88,0.9957471489906311,0.519741415977478,-25.455779135227203,0.12225341796875,-0.043253337586065754,0.2
0.011776,0.0,-0.44756001336098156,24,-0.2597939011244564,-0.08745987369226588,0.0,0.0,0.0,-2.049333597593222e-07,0.014072658129179277,-37.74998717,98304,-2.5995436120315755e-08,19.36,0.0,0.1373705612423325,0.0,0.0,-0.00445442448831307,0.0,-2.8435071201629407e-10,0.0,-0.03368223825333236,930,0.01,0.0,105,0.051689000780707,-0.11444833885829236,0.5,140.4416046142578,0.016760055,0.00029411199999999997,273.9790925979614,92,0.995350182056427,0.5183771252632141,-25.445414006710052,0.11865234375,-0.042270928432117216,0.2
0.012288,0.0,-0.41685967259518925,25,-0.2628392697578033,-0.08657793076908508,0.0,0.0,0.0,-2.167527632372994e-07,0.01492990166707556,-32.32986778,102400,-2.5006027201786625e-08,19.5,0.0,0.11521555856873786,0.0,0.0,-0.004647946469052001,0.0,-2.8216813238607264e-10,0.0,-0.02800447316428417,968,0.01,0.0,105,0.05277716754536715,-0.11692228804201914,0.5,105.88478088378906,0.020484885,0.000293856,209.7724485397339,96,0.9947287440299988,0.588556706905365,-25.436312913894653,0.14630126953125,-0.04426771929865936,0.2
0.0128,0.0,-0.42628506401624766,26,-0.27065086717533754,-0.08113613920492264,0.0,0.0,0.0,-2.067876842084358e-07,0.013237654542281516,-33.29659940000001,106496,-2.7022067435807845e-08,20.55,0.0,0.1388189617862395,0.0,0.0,-0.004415196506959137,0.0,-2.707124636213596e-10,0.0,-0.032158367425376484,1007,0.01,0.0,105,0.052754342051628614,-0.1180351278591471,0.5,111.10286712646484,0.01904558,0.0002936,215.62777519226074,100,0.9950118660926819,0.5832767486572266,-25.433340430259705,0.12786865234375,-0.04192003964271862,0.2
0.013312,0.0,-0.43489462043823857,27,-0.2365393412609774,-0.08626293442316348,0.0,0.0,0.0,-2.3482293313212436e-07,0.013649850430835365,-35.476212780000004,110592,-2.5843439372265544e-08,20.02,0.0,0.13771021344288342,0.0,0.0,-0.004474992796949804,0.0,-2.9099209454625625e-10,0.0,-0.030893593764488612,1046,0.01,0.0,105,0.050932788007474084,-0.11861348688634656,0.5,101.39717864990234,0.016101578,0.000293344,211.03387594223022,104,0.9944871068000793,0.5554782748222351,-25.426623821258545,0.1063232421875,-0.03999520376237342,0.2
0.013824,0.0,-0.4241449116778651,28,-0.2536312869077633,-0.0831004519519958,0.0,0.0,0.0,-2.0242622650116138e-07,0.012510724969694098,-33.55650528,114688,-2.752094873239435e-08,20.38,0.0,0.14941471113320556,0.0,0.0,-0.004341353753614641,0.0,-2.761187649606248e-10,0.0,-0.03177342053134617,1086,0.01,0.0,105,0.05272752645948453,-0.11786060248120384,0.5,102.46348571777344,0.017127905,0.000293088,207.89904403686523,108,0.9930742979049683,0.54387366771698,-25.413453936576843,0.11981201171875,-0.04119554706267081,0.2
0.014336,0.0,-0.3992550409576465,29,-0.27483015747021916,-0.08286907707637226,0.0,0.0,0.0,-1.99311210905316e-07,0.013571983511617697,-38.68667235000001,118784,-2.753965007562191e-08,19.36,0.0,0.14104539673711414,0.0,0.0,-0.0044361977673316715,0.0,-2.773951069235423e-10,0.0,-0.03154059045350517,1124,0.01,0.0,105,0.051411354118631576,-0.11949128734555065,0.5,99.8565673828125,0.016114548,0.000292832,212.21432065963745,112,0.9929031729698181,0.5498483777046204,-25.404061675071716,0.1168212890625,-0.04017080779885873,0.2
0.014848,0.0,-0.4409469420371967,30,-0.23717259435372035,-0.0812517758445455,0.0,0.0,0.0,-2.565008279228657e-07,0.013142553680565024,-37.69485739000001,122880,-2.8688311612603915e-08,19.33,0.0,0.1491695468060549,0.0,0.0,-0.004525230024913418,0.0,-3.005306649595636e-10,0.0,-0.03936398170641712,1163,0.01,0.0,105,0.05285968315096988,-0.11842321915303292,0.5,102.47853088378906,0.015594811,0.00029257599999999996,227.72379064559937,116,0.9925437569618225,0.549913763999939,-25.39972823858261,0.1107177734375,-0.038507850986206904,0.2
0.01536,0.0,-0.39198554947567615,31,-0.2212896305893565,-0.08003142405064669,0.0,0.0,0.0,-2.0722084138574384e-07,0.013586378471269311,-38.877889720000006,126976,-2.7098863077224784e-08,18.51,0.0,0.13177910182888863,0.0,0.0,-0.004273730049106972,0.0,-2.7809817843784693e-10,0.0,-0.033092626649045706,1202,0.01,0.0,105,0.050683158494474065,-0.12028144390448214,0.5,111.52143096923828,0.014599034,0.00029232,269.72040367126465,120,0.9924501776695251,0.5128920078277588,-25.3901526927948,0.10205078125,-0.03876609575308976,0.2
0.015872,0.0,-0.39891281950092855,32,-0.22702329688499942,-0.08224201320271131,0.0,0.0,0.0,-2.393428293365764e-07,0.013547520969691546,-32.186095359999996,131072,-2.709333567209541e-08,18.97,0.0,0.1426806210370812,0.0,0.0,-0.004246306662073352,0.0,-2.9807937663801683e-10,0.0,-0.03262785286492954,1241,0.01,0.0,105,0.04929867971389737,-0.12097091470187836,0.5,125.10273742675781,0.017491437,0.000292064,227.6410026550293,124,0.9923928380012512,0.5941844582557678,-25.393697440624237,0.1209716796875,-0.040949074318632483,0.2
0.016384,0.0,-0.3980575290043732,33,-0.23282065928883633,-0.08150443014624856,0.0,0.0,0.0,-2.1057584104401252e-07,0.01255610459495152,-29.211777079999997,135168,-2.7649793453350853e-08,19.61,0.0,0.14299253553833016,0.0,0.0,-0.004326919472379498,0.0,-2.7598426711910855e-10,0.0,-0.034648040431894185,1280,0.01,0.0,105,0.05070794916436304,-0.12269341087798898,0.5,118.34192657470703,0.019190002,0.000291808,232.90617418289185,128,0.9918228983879089,0.5674105882644653,-25.384566009044647,0.13885498046875,-0.04293145381961949,0.2
0.016896,0.0,-0.39947464192460724,34,-0.2242199369853087,-0.08387298480399569,0.0,0.0,0.0,-2.110132456192027e-07,0.01335109961576286,-30.19234106,139264,-2.50041806841503e-08,19.89,0.0,0.13675474968101273,0.0,0.0,-0.004240767350192981,0.0,-2.6610412060770503e-10,0.0,-0.03468261911156835,1320,0.01,0.0,105,0.05048427692673106,-0.12309862813657262,0.5,100.9574966430664,0.01862609,0.000291552,222.8824520111084,132,0.9915023446083069,0.5851588845252991,-25.377621591091156,0.1318359375,-0.04223786481452407,0.2
0.017408,0.0,-0.3750180328226841,35,-0.20821331792698383,-0.08409247709567291,0.0,0.0,0.0,-2.1280200745741788e-07,0.013488495223494639,-30.012414720000002,143360,-2.6924236749971358e-08,18.6,0.0,0.13237765586468178,0.0,0.0,-0.004153915781692283,0.0,-2.952962158505764e-10,0.0,-0.03715217265881872,1359,0.01,0.0,105,0.0499055410872502,-0.12666242214054832,0.5,90.4560775756836,0.01933897,0.00029129599999999997,198.82457494735718,136,0.9917160868644714,0.5966176986694336,-25.37671184539795,0.14984130859375,-0.04257312239496969,0.2
0.01792,0.0,-0.37647136596254954,36,-0.20113062097148698,-0.0831247110563171,0.0,0.0,0.0,-2.0580793120920435e-07,0.013486485375659243,-32.29222715,147456,-2.6719799616818514e-08,19.41,0.0,0.1481743324458559,0.0,0.0,-0.0042512062632071275,0.0,-2.865354652518854e-10,0.0,-0.03151680465231309,1398,0.01,0.0,105,0.05040805713246231,-0.12359639294481328,0.5,110.89280700683594,0.018992707,0.00029104,219.94636297225952,140,0.9912768602371216,0.5826871395111084,-25.375006675720215,0.1483154296875,-0.04266804552753456,0.2
0.018432,0.0,-0.3799068347949091,37,-0.18870243787683294,-0.08217355878087225,0.0,0.0,0.0,-1.9592835383271723e-07,0.012577473587737443,-31.9855323,151552,-2.5982148668486444e-08,19.44,0.0,0.13278204930037413,0.0,0.0,-0.004169702819562628,0.0,-2.7597321743391545e-10,0.0,-0.03163718148398245,1436,0.01,0.0,105,0.048093616395530954,-0.12700818262494357,0.5,99.8728256225586,0.016613524,0.000290784,227.87321662902832,144,0.9913222789764404,0.5523777604103088,-25.372628927230835,0.12762451171875,-0.04115422146423953,0.2
0.018944,0.0,-0.3667355577284528,38,-0.19920376880219967,-0.0830423319208015,0.0,0.0,0.0,-1.9201442761314299e-07,0.01354376018865718,-28.483495649999995,155648,-2.6567800093612095e-08,19.96,0.0,0.1414198788440275,0.0,0.0,-0.004028904864759443,0.0,-2.603774100190282e-10,0.0,-0.03453567804991306,1475,0.01,0.0,105,0.050520163430471894,-0.1277267445387427,0.5,120.03923034667969,0.01706073,0.000290528,237.51709032058716,148,0.99147629737854,0.5897762179374695,-25.373245358467102,0.1240234375,-0.03996816207654774,0.2
0.019456,0.0,-0.3815949002145689,39,-0.18911729735921076,-0.08917824356731821,0.0,0.0,0.0,-1.760578152092978e-07,0.013364352753799387,-25.67271438,159744,-2.3386787958031137e-08,20.43,0.0,0.11770487812258867,0.0,0.0,-0.004287896778445069,0.0,-2.8059347622127394e-10,0.0,-0.03504344234840952,1514,0.01,0.0,105,0.04832458076888145,-0.13363287951549382,0.5,91.56968688964844,0.020631658,0.000290272,203.22738552093506,152,0.9913341999053955,0.6204826831817627,-25.370006680488586,0.15234375,-0.043303857288265135,0.2
0.019968,0.0,-0.35958966913788803,40,-0.17796500321290382,-0.08511827084806714,0.0,0.0,0.0,-1.7017423283512096e-07,0.013265239593141354,-29.503726519999997,163840,-2.456984570922093e-08,20.27,0.0,0.14097311159100487,0.0,0.0,-0.004140980132119392,0.0,-2.7565203323994856e-10,0.0,-0.036387680480506876,1553,0.01,0.0,105,0.0498478261393946,-0.13486576109300696,0.5,95.73644256591797,0.017905612,0.000290016,180.23260831832886,156,0.9915195107460022,0.6064459085464478,-25.371920228004456,0.13677978515625,-0.042314061589422636,0.2
0.02048,0.0,-0.3758279045794785,41,-0.19217784961994136,-0.08293135363541357,0.0,0.0,0.0,-1.986470464927515e-07,0.01259541480680127,-33.11009282,167936,-2.606556708425042e-08,19.52,0.0,0.14860469087764022,0.0,0.0,-0.004123660076731447,0.0,-2.7109100284229433e-10,0.0,-0.038950407325727576,1591,0.01,0.0,105,0.04925281560063973,-0.13196760294337964,0.5,110.97406768798828,0.018242504,0.00028975999999999996,206.492084980011,160,0.9918016791343689,0.5865541696548462,-25.37201827764511,0.12713623046875,-0.04100224700232502,0.2
0.020992,0.0,-0.3481137751995415,42,-0.1710563591289296,-0.08080147955400103,0.0,0.0,0.0,-1.9229237087402342e-07,0.012819985325365855,-29.164911789999998,172032,-2.657672096387436e-08,20.13,0.0,0.1413264690815654,0.0,0.0,-0.0041866344798028865,0.0,-2.779450787388098e-10,0.0,-0.03263549897721322,1631,0.01,0.0,105,0.050368635869406306,-0.13485085378296569,0.5,87.07420349121094,0.018592386,0.000289504,219.46260023117065,164,0.9908934831619263,0.549103856086731,-25.368590533733368,0.1422119140625,-0.04072877232101746,0.2
0.021504,0.0,-0.38467970078732566,43,-0.18503091461083965,-0.08485479840861274,0.0,0.0,0.0,-1.9143997621659034e-07,0.012962708350071397,-36.029490679999995,176128,-2.649308681269069e-08,20.18,0.0,0.15022253575992509,0.0,0.0,-0.004161760112363648,0.0,-2.684667145335092e-10,0.0,-0.037493414247140776,1669,0.01,0.0,105,0.0506730246669821,-0.13350259205267895,0.5,106.11357116699219,0.017100107,0.000289248,217.1749997138977,168,0.9909255504608154,0.5796175003051758,-25.362223148345947,0.13397216796875,-0.04196589844650589,0.2
0.022016,0.0,-0.33429634989641555,44,-0.1636914268347907,-0.0885291088534946,0.0,0.0,0.0,-1.6695521362539866e-07,0.012673857646273627,-26.836221849999998,180224,-2.3567784144590212e-08,19.41,0.0,0.12607667481527604,0.0,0.0,-0.003976969029292304,0.0,-2.580988807174922e-10,0.0,-0.030099085069374452,1707,0.01,0.0,105,0.04704323029567002,-0.13567535824757326,0.5,118.4437484741211,0.017374828,0.000288992,239.69677782058716,172,0.99045330286026,0.5646984577178955,-25.356386244297028,0.12493896484375,-0.04118111479328945,0.2
0.022528,0.0,-0.33194009099437416,45,-0.15228613849595235,-0.08107709164314432,0.0,0.0,0.0,-2.0214491460048063e-07,0.012272751308923281,-26.725462190000002,184320,-2.566961755175835e-08,19.97,0.0,0.14227088497512175,0.0,0.0,-0.004067207134941087,0.0,-2.7501637000709205e-10,0.0,-0.029742356292779642,1746,0.01,0.0,105,0.047294754706058054,-0.13511051812505867,0.5,77.08251190185547,0.019814048,0.000288736,189.79385900497437,176,0.9899110794067383,0.590417742729187,-25.349626123905182,0.1456298828125,-0.04092475627840031,0.2
0.02304,0.0,-0.3210373062373959,46,-0.15070445293729912,-0.08681386034181386,0.0,0.0,0.0,-1.6019597150430877e-07,0.01274319079429273,-24.457290659999998,188416,-2.408377025358784e-08,20.82,0.0,0.12009652631878748,0.0,0.0,-0.003944712561830414,0.0,-2.631127947158855e-10,0.0,-0.03479728943695943,1785,0.01,0.0,105,0.04623637274501335,-0.14026102240827618,0.5,98.92935180664062,0.02198913,0.00028848,205.9146285057068,180,0.9900158643722534,0.602057695388794,-25.3493789434433,0.15960693359375,-0.04349822109361412,0.2
0.023552,0.0,-0.3256190016256934,47,-0.16174936291202732,-0.08764815688230806,0.0,0.0,0.0,-1.5808447327641525e-07,0.012780817582847244,-31.23372627,192512,-2.4364887891636283e-08,19.82,0.0,0.12430810354929674,0.0,0.0,-0.0039627644045868195,0.0,-2.5502397312799266e-10,0.0,-0.04180571278510501,1824,0.01,0.0,105,0.04500875904891715,-0.14233597347735438,0.5,78.65958404541016,0.019891439,0.00028822399999999996,198.8343997001648,184,0.9901057481765747,0.5762857794761658,-25.346782088279724,0.1402587890625,-0.04095133176451782,0.2
